"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","i32","i32","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","[rid]","bool"
2983,4143,4,4564,[],[],8460,"",[],[],0,"","[8572,5927]",0,"","","on_event_contact_for_QuakeSlam = \""TriggerSkill( MetamorphGeometryEarthquake );\""",[],92982,0,0,[],0,0,[],[],[],[],[],""
2984,4146,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2985,4146,1,3634,[],[],8516,"",[],[],0,"",[],0,"","","",[],24532,0,0,[],0,0,[],[],[],[],[],""
2986,4146,2,698,[],[],8508,"",[],[],0,"",[],0,"","","",[],3198,0,0,[],0,0,[],[],[],[],[],""
2987,4146,3,5101,[],[],8499,"",[],[],0,5102,[],0,"","","",[],115788,0,58,[],0,0,[],[],[],[],[],""
2988,4146,4,5101,[],[],8500,"",[],[],0,5102,[],0,"","","",[],115788,0,98,[],0,0,[],[],[],[],[],""
2989,2383,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2990,2383,1,1402,[],[],8453,"","[482,638]","[100,200]",0,"",[],0,"","","",[],22144,0,0,[],0,0,[],[],[],[],[],""
2991,2383,2,1402,[],[],8454,"","[482,638]","[100,200]",0,"",[],0,"","","",[],22144,0,0,[],0,0,[],[],[],[],[],""
2992,2383,3,790,[],[],8455,"","[482,195]","[100,1]",0,"",[],0,"","","",[],35782,0,0,[],0,0,[],[],[],[],[],""
2993,2383,4,790,[],[],8465,"","[482,195]","[100,1]",0,"",[],0,"","","",[],35782,0,0,[],0,0,[],[],[],[],[],""
2994,2081,0,345,[],[],8515,"","[483,639]","[50,100]",0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
2995,2081,1,1337,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],111934,0,0,[],100,0,[],[],[],[],[],""
2996,2081,2,2858,[],[],8454,"",[639],[100],0,"",[],0,"","","",[],78200,0,0,[],0,0,[],[],[],[],[],""
2997,2081,3,2858,[],[],8455,"",[639],[100],0,"",[],0,"","","",[],78200,0,0,[],0,0,[],[],[],[],[],""
2998,2081,4,2858,[],[],8465,"","[639,6463]","[100,8]",0,"",[],0,"","","",[],78200,0,0,[],0,0,[],[],[],[],[],""
2999,2048,0,345,[],[],8515,"",[],[],0,"",[],0,"","","",[],1066,0,0,[],-20,0,[],[],[],[],[],""
3000,2048,1,1770,[],[],8457,24,[1781],[2],0,"",[],0,"","","",[],116082,0,0,[],0,0,[],[],[],[],[],""
3001,2048,2,1075,[],[],8498,32,[],[],0,"",[],0,"","","",[],1116,0,58,[],0,0,[],[],[],[],[],""
3002,2048,3,1126,[],[],8459,32,"[1826,357]","[50,-2000]",0,"",[],0,"","","",[],1218,0,0,[],0,0,[],[],[],[],[],""
3003,2048,4,1126,[2163],[3],8543,32,[],[],0,"",[],0,"","","",[],1262,0,0,[],0,0,[],[],[],[],[],""
3004,2031,0,345,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3005,2031,1,3673,[],[],8453,"","[173,1795]","[2,30]",0,"",[],0,"","","",[],116200,0,0,[],0,0,[],[],[],[],[],""
3006,2031,2,2834,[],[],8454,"",[],[],0,"",[],0,"","","",[],116230,0,0,[],0,0,[],[],[],[],[],""
3007,2031,3,4986,[],[],8455,"",[],[],0,"",[],0,"","","",[],116258,0,0,[],0,0,[],[],[],[],[],""
3008,2031,4,4986,[],[],8465,"",[],[],0,"",[],0,"","","",[],116258,0,0,[],0,0,[],[],[],[],[],""
3009,2076,0,345,[],[],8515,"",[484],[50],0,"",[],0,"","","",[5426],12,0,0,[],0,0,[],[],[],[],[],""
3010,2076,1,746,[],[],8453,"",[173],[5],0,"",[],0,"","","",[],3496,0,0,[],0,0,[],[],[],[],[],""
3011,2076,2,746,[],[],8481,"",[],[],0,"",[],0,"","","",[],116334,0,56,[],0,0,[],[],[],[],[],""
3012,2076,3,8288,[],[],8456,"",[],[],0,"",[],0,"","","",[],116364,0,0,[],0,0,[],[],[],[],[],""
3013,2076,4,8288,[],[],8464,"","[1728,166,871]","[5,300,3]",0,"",[],0,"","","",[],116364,0,0,[],0,0,[],[],[],[],[],""
3014,2104,0,5882,[],[],8452,"",[1215],[200],0,"",[],0,"","","",[],2934,0,0,[2096],100,0,[],[],[],[],[],""
3015,2104,1,5882,[],[],8475,"","[214,1215]","[1,200]",0,"",[],0,"","","",[],2934,0,49,[2096],100,0,[],[],[],[],[],""
3016,2104,2,3291,[],[],8533,91,"[173,1795]","[2,40]",0,3168,[],0,2096,"","",[],10852,0,79,[2096],80,0,[],[],[],[],[],""
3017,2104,3,3292,[],[],8531,"",[],[],0,1175,[],0,2096,"","",[],10890,0,55,[2096],0,0,[],[],[],[],[],""
3018,2104,4,3174,[],[],8532,"",[],[],0,3172,[],0,"","","",[],10928,0,78,[2096],0,0,[],[],[],[],[],""
3019,5496,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[5492],0,0,[],[],[],[],[],""
3020,5496,1,6882,[],[],8516,"","[485,641]","[50,-50]",0,"",[],0,"","","",[],71180,0,0,[5492],0,0,[],[],[],[],[],""
3021,5496,2,6883,[],[],8454,"",[],[],0,"",[],0,"","","",[],40180,0,0,[5492],0,0,[],[],[],[],[],""
3022,5496,3,4674,[],[],8518,"",[485],[50],0,"",[],0,"","","",[],90550,0,0,[5492],-20,0,[],[],[],[],[],""
3023,5496,4,6916,[],[],8513,"",[],[],0,"",[],0,"","","",[],90588,0,0,[5492],0,0,[],[],[],[],[],""
3024,3817,0,3198,[],[],8452,"",[],[],0,"",[],0,"","","",[],48060,0,0,[],0,0,[],[],[],[],[],""
3025,3817,1,3198,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],48060,0,0,[],0,0,[],[],[],[],[],""
3026,3817,2,3513,[],[],8517,"","[214,1215]","[1,-30]",0,"",[],0,"","","",[],48128,0,0,[],0,0,[],[],[],[],[],""
3027,3817,3,3198,[],[],8482,"",[],[],0,"",[],0,"","","",[],48060,0,56,[],0,0,[],[],[],[],[],""
3028,3817,4,3198,[],[],8500,"",[173],[2],0,"",[],0,"","","",[],48060,0,98,[],0,0,[],[],[],[],[],""
3029,5406,0,6656,[],[],8452,"",[],[],0,"",[],0,"","","",[],46070,0,0,[],0,0,[],[],[],[],[],""
3030,5406,1,6655,[],[],8453,"",[],[],0,"",[],0,"","","",[],39196,0,0,[],0,0,[],[],[],[],[],""
3031,5406,2,6656,[],[],8454,"",[173],[2],0,"",[],0,"","","",[],46070,0,0,[],0,0,[],[],[],[],[],""
3032,5406,3,5514,[],[],8455,"",[],[],0,"",[],0,"","","",[],49498,0,0,[],0,0,[],[],[],[],[],""
3033,5406,4,6656,[],[],8465,"","[175,3903]","[-66,80]",0,"",[],0,"","","",[],46070,0,0,[],0,0,[],[],[],[],[],""
3034,4848,0,373,[],[],8515,"",[1927],[-20],0,"",[],0,"","","//AddBuff( brutus_empowered, infinity, 30, -33 );",[],61416,0,0,[],-20,0,[],[],[],[],[],""
3035,4848,1,5316,[],[],8453,"",[1927],[-20],0,"",[],0,"","","",[],61452,0,0,[],0,0,[],[],[],[],[],""
3036,4848,2,5639,[],[],8454,"",[],[],0,"",[],0,"","","",[],61484,0,0,[],0,0,[],[],[],[],[],""
3037,4848,3,5317,[],[],8455,"",[],[],0,5318,[],0,"","","",[],61516,0,0,[],0,0,[],[],[],[],[],""
3038,4848,4,5317,[],[],8510,14,[],[],0,5318,"[8572,5927]",0,"","","on_event_hit_ground_for_BrutusLevitationSlam = \""TriggerSkill( MetamorphGeometryEarthquake );\""",[],61516,0,0,[],0,0,[],[],[],[],[],""
3039,2060,0,765,[],[],8452,"",[],[],0,"",[],0,"","","",[],3496,0,0,[],100,0,[],[],[],[],[],""
3040,2060,1,765,[],[],8453,"",[],[],0,"",[],0,"","","",[],3496,0,0,[],100,0,[],[],[],[],[],""
3041,2060,2,864,[],[],8458,"",[],[],0,"",[],0,"","","",[],111810,0,0,[],200,0,[],[],[],[],[],""
3042,2060,3,864,[],[],8459,"",[],[],0,"",[],0,"","","",[],111810,0,0,[],200,0,[],[],[],[],[],""
3043,2060,4,864,[],[],8460,"",[],[],0,7530,[],0,"","","",[],111810,0,0,[],200,0,[],[],[],[],[],""
3044,2054,0,1285,[],[],8452,"",[1927],[-20],0,"",[],0,"","","",[],68606,0,0,[],0,0,[],[],[],[],[],""
3045,2054,1,1277,[],[],8453,"",[175],[-30],0,"",[],0,"","","",[],109868,0,0,[],0,0,[],[],[],[],[],""
3046,2054,2,1277,[],[],8454,"",[175],[-30],0,"",[],0,"","","",[],109868,0,0,[],0,0,[],[],[],[],[],""
3047,2054,3,1285,[],[],8455,22,"[1927,214]","[50,2]",0,"",[],0,"","","",[],68606,0,0,[],-50,0,[],[],[],[],[],""
3048,2054,4,1277,[],[],8500,22,[],[],0,"",[],0,"","","",[],109868,0,98,[],0,0,[],[],[],[],[],""
3049,2057,0,832,[],[],8515,"",[],[],0,"",[],0,"","","",[],4750,0,0,[],0,0,[],[],[],[],[],""
3050,2057,1,832,[],[],8516,"",[],[],0,"",[],0,"","","",[],4750,0,0,[],0,0,[],[],[],[],[],""
3051,2057,2,832,[],[],8517,"",[1927],[-30],0,"",[],0,"","","",[],4750,0,0,[],50,0,[],[],[],[],[],""
3052,2057,3,832,[],[],8518,"","[214,1927]","[2,30]",0,"",[],0,"","","",[],4750,0,0,[],-30,0,[],[],[],[],[],""
3053,2057,4,832,[],[],8519,"",[357],[4000],0,827,[],0,"","","",[],4750,0,0,[],0,0,[],[],[],[],[],""
3054,2063,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[8207],12,0,0,[],0,0,[],[],[],[],[],""
3055,2063,1,2432,[],[],8453,"",[173],[4],0,"",[],0,"","","",[8207],9244,0,0,[],0,0,[],[],[],[],[],""
3056,2063,2,2737,[],[],8481,"",[],[],0,"",[],0,"","","",[8207],96686,0,56,[],0,0,[],[],[],[],[],""
3057,2063,3,2737,[],[],8482,"",[],[],0,"",[],0,"","","",[8207],96686,0,56,[],0,0,[],[],[],[],[],""
3058,2063,4,2737,[],[],8538,"",[],[],0,"",[],0,"","","",[8207],96686,0,82,[],0,0,[],[],[],[],[],""
3059,2019,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3060,2019,1,3633,[],[],8516,"",[],[],0,"",[],0,"","","",[],24532,0,0,[],0,0,[],[],[],[],[],""
3061,2019,2,4982,[],[],8454,"",[],[],0,"",[],0,"","","",[],117356,0,0,[],-30,0,[],[],[],[],[],""
3062,2019,3,4982,[],[],8455,"",[173],[3],0,"",[],0,"","","",[],117356,0,0,[],-30,0,[],[],[],[],[],""
3063,2019,4,4982,[],[],8465,"",[214],[2],0,"",[],0,"","","",[],117356,0,0,[],-30,0,[],[],[],[],[],""
3064,2022,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3065,2022,1,3633,[],[],8516,"",[],[],0,"",[],0,"","","",[],24532,0,0,[],0,0,[],[],[],[],[],""
3066,2022,2,4982,[],[],8454,"",[],[],0,"",[],0,"","","",[],117356,0,0,[],-30,0,[],[],[],[],[],""
3067,2022,3,4982,[],[],8455,"",[173],[3],0,"",[],0,"","","",[],117356,0,0,[],-30,0,[],[],[],[],[],""
3068,2022,4,4982,[],[],8465,"",[214],[2],0,"",[],0,"","","",[],117356,0,0,[],-30,0,[],[],[],[],[],""
3069,3107,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3070,3107,1,1372,[],[],8453,"",[1927],[-20],0,"",[],0,"","","",[],117476,0,0,[],0,0,[],[],[],[],[],""
3071,3107,2,1372,[],[],8454,"",[1927],[-20],0,"",[],0,"","","",[],117476,0,0,[],0,0,[],[],[],[],[],""
3072,3107,3,5138,[],[],8455,"",[1215],[-30],0,4720,[],0,"","","",[],117534,0,0,[],0,0,[],[],[],[],[],""
3073,3107,4,5138,[],[],8465,"",[1215],[-60],0,"",[4720],0,"","","on_event_contact_for_BonePrison = \""TriggerSkill( TalismanDegenMapBoss, TargetLocation );\""",[],117778,0,0,[],0,0,[],[],[],[],[],""
3074,3536,0,4274,[],[],8452,"",[1927],[40],0,"",[],0,"","","",[],117820,0,0,[],-50,0,[],[],[],[],[],""
3075,3536,1,3807,[],[],8453,"",[],[],0,"",[],0,"","","",[],117844,0,0,[],0,0,[],[],[],[],[],""
3076,3536,2,3807,[],[],8454,"",[],[],0,"",[],0,"","","",[],117844,0,0,[],0,0,[],[],[],[],[],""
3077,3536,3,4274,[],[],8455,"",[],[],0,"",[],0,"","","",[],117820,0,0,[],0,0,[],[],[],[],[],""
3078,3536,4,4274,[],[],8455,"",[],[],0,"",[],0,"","","",[],117820,0,0,[],0,0,[],[],[],[],[],""
3079,2219,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3080,2219,1,687,[],[],8507,"",[],[],0,"",[],0,"","","",[],65088,0,0,[],0,0,[],[],[],[],[],""
3081,2219,2,687,[],[],8508,"",[],[],0,"",[],0,"","","",[],65088,0,0,[],0,0,[],[],[],[],[],""
3082,2219,3,4640,[],[],8459,"",[],[],0,"",[],0,"","","",[],117888,0,0,[],0,0,[],[],[],[],[],""
3083,2219,4,3195,[],[],8465,"","[173,1215]","[2,-20]",0,"",[],0,"","","",[],2718,0,0,[],0,0,[],[],[],[],[],""
3084,2222,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3085,2222,1,4640,[],[],8457,"",[],[],0,"",[],0,"","","",[],117888,0,0,[],0,0,[],[],[],[],[],""
3086,2222,2,4640,[],[],8458,"",[173],[2],0,"",[],0,"","","",[],117888,0,0,[],0,0,[],[],[],[],[],""
3087,2222,3,4640,[],[],8482,"",[],[],0,"",[],0,"","","",[],117888,0,56,[],0,0,[],[],[],[],[],""
3088,2222,4,4640,[],[],8500,"",[],[],0,"",[],0,"","","",[],117888,0,98,[],0,0,[],[],[],[],[],""
3089,2131,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3090,2131,1,1873,[],[],8516,"",[1215],[-30],0,"",[],0,"","","",[],118014,0,0,[],0,0,[],[],[],[],[],""
3091,2131,2,1873,[],[],8454,"",[1215],[-30],0,"",[],0,"","","",[],118014,0,0,[],0,0,[],[],[],[],[],""
3092,2131,3,1873,[],[],8455,"","[1215,214]","[-30,2]",0,"",[],0,"","","",[],118014,0,0,[],0,0,[],[],[],[],[],""
3093,2131,4,1873,[],[],8500,"",[1215],[-30],0,"",[],0,"","","",[],118014,0,98,[],-80,0,[],[],[],[],[],""
3094,2135,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3095,2135,1,1873,[],[],8516,"",[1215],[-30],0,"",[],0,"","","",[],118014,0,0,[],0,0,[],[],[],[],[],""
3096,2135,2,1873,[],[],8454,"",[1215],[-30],0,"",[],0,"","","",[],118014,0,0,[],0,0,[],[],[],[],[],""
3097,2135,3,1873,[],[],8455,"","[1215,214]","[-30,2]",0,"",[],0,"","","",[],118014,0,0,[],0,0,[],[],[],[],[],""
3098,2135,4,1873,[],[],8500,"",[1215],[-30],0,"",[],0,"","","",[],118014,0,98,[],0,0,[],[],[],[],[],""
3099,864,0,3141,[],[],8515,"",[1927],[-40],0,"",[],0,"","","",[],118230,0,0,[],-80,0,[],[],[],[],[],""
3100,864,1,3141,[],[],8516,"",[1927],[-40],0,"",[],0,"","","",[],118230,0,0,[],0,0,[],[],[],[],[],""
3101,864,2,693,[],[],8508,"",[],[],0,"",[],0,"","","",[],3198,0,0,[],0,0,[],[],[],[],[],""
3102,864,3,3425,[],[],8455,"",[],[],0,"",[],0,"","","",[],85096,0,0,[],0,0,[],[],[],[],[],""
3103,864,4,3547,[],[],8460,"",[],[],0,"",[],0,"","","",[],55302,0,0,[],80,0,[],[],[],[],[],""
3104,4614,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3105,4614,1,5702,[],[],8516,"",[1927],[-20],0,"",[],0,"","","",[],81400,0,0,[],40,0,[],[],[],[],[],""
3106,4614,2,5702,[],[],8517,"","[1927,2114]","[-20,2]",0,"",[],0,"","","",[],81400,0,0,[],40,0,[],[],[],[],[],""
3107,4614,3,5702,[],[],8518,"","[1927,2114]","[-20,4]",0,"",[],0,"","","",[],81400,0,0,[],40,0,[],[],[],[],[],""
3108,4614,4,5702,[],[],8519,"","[1927,2114]","[-20,8]",0,"",[],0,"","","",[],81400,0,0,[],40,0,[],[],[],[],[],""
3109,4715,0,5586,[],[],8452,"",[],[],0,"",[],0,"","","",[],50884,0,0,[],-30,0,[],[],[],[],[],""
3110,4715,1,5586,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],50884,0,0,[],-30,0,[],[],[],[],[],""
3111,4715,2,5586,[],[],8454,"","[1783,173]","[1,7]",0,"",[],0,"","","",[],50964,0,0,[],-30,0,[],[],[],[],[],""
3112,4715,3,5586,[],[],8455,"","[1783,173]","[1,7]",0,"",[],0,"","","",[],50964,0,0,[],-30,0,[],[],[],[],[],""
3113,4715,4,5586,[],[],8465,"","[1783,173,172,175]","[1,7,10,-50]",0,"",[],0,"","","",[],51176,0,0,[],-30,0,[],[],[],[],[],""
3114,4719,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3115,4719,1,5589,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],50884,0,0,[],-30,0,[],[],[],[],[],""
3116,4719,2,5589,[],[],8535,28,"[173,2513]","[4,10]",0,"",[],0,"","","",[],41668,0,81,[],0,0,[],[],[],[],[],""
3117,4719,3,5589,[],[],8455,"","[1783,173]","[1,7]",0,"",[],0,"","","",[],50964,0,0,[],-30,0,[],[],[],[],[],""
3118,4719,4,5589,[],[],8465,"","[1783,173,172,175]","[1,7,10,-50]",0,"",[],0,"","","",[],51176,0,0,[],-30,0,[],[],[],[],[],""
3119,4265,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3120,4265,1,2480,[],[],8453,"",[],[],0,"",[],0,"","","",[],118744,0,0,[],0,0,[],[],[],[],[],""
3121,4265,2,3386,[],[],8505,"",[],[],0,"",[],0,"","","",[],118774,0,66,[],0,0,[],[],[],[],[],""
3122,4265,3,4691,[],[],8455,"",[],[],0,"",[],0,"","","",[],118786,0,0,[],-60,0,[],[],[],[],[],""
3123,4265,4,4691,[],[],8465,"",[],[],0,"",[],0,"","","",[],118786,0,0,[],-60,0,[],[],[],[],[],""
3124,4269,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3125,4269,1,2480,[],[],8453,"",[],[],0,"",[],0,"","","",[],118744,0,0,[],0,0,[],[],[],[],[],""
3126,4269,2,3386,[],[],8505,"",[],[],0,"",[],0,"","","",[],118774,0,66,[],0,0,[],[],[],[],[],""
3127,4269,3,4691,[],[],8455,"",[],[],0,"",[],0,"","","",[],118786,0,0,[],-60,0,[],[],[],[],[],""
3128,4269,4,4691,[],[],8465,"",[],[],0,"",[],0,"","","",[],118786,0,0,[],-60,0,[],[],[],[],[],""
3129,4624,0,469,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[4622],-20,0,[],[],[],[],[],""
3130,4624,1,5774,[],[],8516,"",[],[],0,"",[],0,"","","",[],49460,0,0,[],0,0,[],[],[],[],[],""
3131,4624,2,5774,[],[],8517,"",[],[],0,"",[],0,"","","",[],49460,0,0,[],0,0,[],[],[],[],[],""
3132,4624,3,5709,[],[],8455,"",[],[],0,"",[],0,"","","",[],49498,0,0,[],0,0,[],[],[],[],[],""
3133,4624,4,5709,[],[],8465,"",[173],[30],0,"",[],0,"","","",[],49498,0,0,[],0,0,[],[],[],[],[],""
3134,3682,0,4082,[],[],8452,"",[],[],0,4476,[],0,"","","",[],118856,0,0,[],0,0,[],[],[],[],[],""
3135,3682,1,4082,[],[],8453,"",[],[],0,"",[],0,"","","",[],41578,0,0,[],-20,0,[],[],[],[],[],""
3136,3682,2,4082,[],[],8454,"",[],[],0,"",[],0,"","","",[],41578,0,0,[],-20,0,[],[],[],[],[],""
3137,3682,3,4082,[],[],8455,"",[],[],0,"",[],0,"","","",[],41578,0,0,[],-20,0,[],[],[],[],[],""
3138,3682,4,4082,[],[],8465,"",[],[],0,"",[],0,"","","",[],41578,0,0,[],-20,0,[],[],[],[],[],""
3139,897,0,4814,[],[],8452,"",[1215],[-20],0,"",[],0,"","","",[],118896,0,0,[],-20,0,[],[],[],[],[],""
3140,897,1,4814,[],[],8453,"","[1215,173]","[-20,2]",0,"",[],0,"","","",[],118896,0,0,[],-20,0,[],[],[],[],[],""
3141,897,2,2836,[],[],8454,"",[],[],0,"",[],0,"","","",[],60218,0,0,[],0,0,[],[],[],[],[],""
3142,897,3,87,[],[],8455,"",[],[],0,"",[],0,"","","",[],118952,0,0,[],0,0,[],[],[],[],[],""
3143,897,4,87,[],[],8465,"",[],[],0,"",[],0,"","","",[],118952,0,0,[],0,0,[],[],[],[],[],""
3144,901,0,4814,[],[],8452,"",[1215],[-20],0,"",[],0,"","","",[],118896,0,0,[],-20,0,[],[],[],[],[],""
3145,901,1,4814,[],[],8453,"","[1215,173]","[-20,2]",0,"",[],0,"","","",[],118896,0,0,[],-20,0,[],[],[],[],[],""
3146,901,2,2836,[],[],8454,"",[],[],0,"",[],0,"","","",[],60218,0,0,[],0,0,[],[],[],[],[],""
3147,901,3,87,[],[],8455,"",[],[],0,"",[],0,"","","",[],118952,0,0,[],0,0,[],[],[],[],[],""
3148,901,4,87,[],[],8465,"",[],[],0,"",[],0,"","","",[],118952,0,0,[],0,0,[],[],[],[],[],""
3149,904,0,4001,[],[],8452,"",[],[],0,"",[],0,"","","",[],93844,0,0,[],0,0,[],[],[],[],[],""
3150,904,1,4001,[],[],8453,"",[173],[2],0,"",[],0,"","","",[],93844,0,0,[],0,0,[],[],[],[],[],""
3151,904,2,5201,[],[],8454,"",[],[],0,"",[],0,"","","",[],92732,0,0,[],0,0,[],[],[],[],[],""
3152,904,3,4978,[],[],8455,"",[],[],0,"",[2345],0,"","","",[],119058,0,0,[],0,0,[],[],[],[],[],""
3153,904,4,5133,[],[],8580,"",[612],[500],0,"",[],0,"","","",[],44938,0,126,[],0,0,[],[],[],[],[],""
3154,5077,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],-20,0,[],[],[],[],[],""
3155,5077,1,5592,[],[],8453,"",[],[],0,"",[],0,"","","",[],4596,0,0,[],-30,0,[],[],[],[],[],""
3156,5077,2,5592,[],[],8454,"",[],[],0,"",[],0,"","","",[],4596,0,0,[],-30,0,[],[],[],[],[],""
3157,5077,3,5593,[],[],8518,"",[],[],0,"",[],0,"","","",[],52814,0,0,[],0,0,[],[],[],[],[],""
3158,5077,4,5593,[],[],8519,"",[],[],0,"",[],0,"","","",[],52814,0,0,[],0,0,[],[],[],[],[],""
3159,1736,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],-20,0,[],[],[],[],[],""
3160,1736,1,1762,[],[],8453,"","[1781,953,2298]","[2,3,30]",0,"",[],0,"","","",[],116082,0,0,[],0,0,[],[],[],[],[],""
3161,1736,2,2333,[],[],8454,"","[1781,953,2298]","[3,4,30]",0,"",[],0,"","","",[],119240,0,0,[],40,0,[],[],[],[],[],""
3162,1736,3,2333,[],[],8455,"","[1781,953,2298]","[4,5,30]",0,"",[],0,"","","",[],119240,0,0,[],40,0,[],[],[],[],[],""
3163,1736,4,2333,[],[],8465,"","[1781,953,2298]","[5,6,40]",0,"",[],0,"","","",[],119240,0,0,[],40,0,[],[],[],[],[],""
3164,1748,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],-30,0,[],[],[],[],[],""
3165,1748,1,2481,[],[],8453,"",[],[],0,"",[],0,"","","",[],66326,0,0,[],0,0,[],[],[],[],[],""
3166,1748,2,4997,[],[],8454,"",[],[],0,"",[],0,"","","",[],119398,0,0,[],0,0,[],[],[],[],[],""
3167,1748,3,5019,[],[],8518,"",[],[],0,"",[],0,"","","",[],24532,0,0,[],0,0,[],[],[],[],[],""
3168,1748,4,5019,[],[],8519,"",[3903],[30],0,"",[],0,"","","",[],24532,0,0,[],0,0,[],[],[],[],[],""
3169,1699,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],-30,0,[],[],[],[],[],""
3170,1699,1,1405,[],[],8453,"",[1927],[-20],0,"",[],0,"","","",[],36576,0,0,[],0,0,[],[],[],[],[],""
3171,1699,2,780,[],[],8454,"",[173],[1],0,"",[],0,"","","",[],36660,0,0,[],-30,0,[],[],[],[],[],""
3172,1699,3,780,[],[],8455,"",[173],[3],0,"",[],0,"","","",[],36660,0,0,[],-30,0,[],[],[],[],[],""
3173,1699,4,780,[],[],8465,"","[173,215]","[5,200]",0,"",[],0,"","","",[],36660,0,0,[],-30,0,[],[],[],[],[],""
3174,1676,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3175,1676,1,2446,[],[],8453,"",[],[],0,"",[],0,"","","",[],119558,0,0,[],0,0,[],[],[],[],[],""
3176,1676,2,2446,[],[],8454,"",[],[],0,"",[],0,"","","",[],119558,0,0,[],0,0,[],[],[],[],[],""
3177,1676,3,4728,[],[],8499,"",[],[],0,4729,[],0,"","","",[],119588,0,58,[],0,0,[],[],[],[],[],""
3178,1676,4,4728,[],[],8500,"",[],[],0,4729,[],0,"","","",[],119588,0,98,[],0,0,[],[],[],[],[],""
3179,1679,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3180,1679,1,2446,[],[],8453,"",[],[],0,"",[],0,"","","",[],119558,0,0,[],0,0,[],[],[],[],[],""
3181,1679,2,2446,[],[],8454,"",[173],[2],0,"",[],0,"","","",[],119558,0,0,[],0,0,[],[],[],[],[],""
3182,1679,3,3353,[],[],8455,"",[650],[-60],0,"",[],0,"","","",[],119666,0,0,[],0,0,[],[],[],[],[],""
3183,1679,4,3353,[],[],8575,"",[650],[-60],0,"",[],0,"","","",[],119666,0,122,[],0,0,[],[],[],[],[],""
3184,2175,0,338,[],[],8515,"",[],[],0,"",[],0,"","","",[],12,0,0,[],0,0,[],[],[],[],[],""
3185,2175,1,1856,[],[],8453,"",[],[],0,"",[],0,"","","",[],28014,0,0,[],0,0,[],[],[],[],[],""
3186,2175,2,281,[],[],8508,"",[],[],0,"",[],0,"","","",[],27660,0,0,[],0,0,[],[],[],[],[],""
3187,2175,3,281,[],[],8509,"",[],[],0,"",[],0,"","","",[],27660,0,0,[],0,0,[],[],[],[],[],""
3188,2175,4,1744,[],[],8460,"",[],[],0,1745,[],0,"","","",[],28196,0,0,[],0,0,[],[],[],[],[],""
3189,5426,0,338,[],[],8515,"",[1927],[-20],0,"",[],0,"","","",[],12,0,0,[],-30,0,[],[],[],[],[],""
3190,5426,1,4679,[],[],8516,"",[],[],0,"",[],0,"","","",[],24532,0,0,[],0,0,[],[],[],[],[],""
