"rownum","Id","Text","XBoxText","i32","string"
4947,"BlightEncounterSuccessText","Fungal Growth Successfully Destroyed","",-693909055,""
4948,"BlightEncounterFailureText","Ichor Pump Destroyed","",-797066583,""
4949,"BlightBuildActionText","Build","",-593233956,""
4950,"BlightCloseActionText","Close","",1012135359,""
4951,"BlightNavigateActionText","Navigate","",-1428399104,""
4952,"BlightedMapModFailure","Blighted Maps cannot be opened with one or more of the selected Modifiers.","",867131981,""
4953,"InGameStateWarningDropItemWithIncubator","Drop item with incubator attached?","",1773448848,""
4954,"InGameStateWarningDestroyItemWithIncubator","You will lose all incubator progress attached to item.","",-1943408354,""
4955,"BlightCraftingUIInfo","Place an Amulet, Ring, Blight Unique Item or Blighted Map into the crafting slot.\r\n\nYou can modify these items by combining them with Oils.\r\n\n<default>{Amulets and Blight Uniques can be enchanted with a Notable passive skill with 3 Oils.}\r\n\n<default>{Rings can be enchanted with modifiers to Blight Towers with 2 Oils.}\r\n\n<default>{Blighted Maps can be modified to have up to 3 Blight modifiers (1 modifier per Oil used).}","",-779071838,""
4956,"AtlasCraftingBenchDefaultDescription","Place a Map Item to open six portals to the associated Map area.","",-1437444498,""
4957,"ModifierKeyShiftLong","Shift + ","",1394466967,""
4958,"ModifierKeyShiftShort","Shft+","",-149960703,""
4959,"ModifierKeyAltLong","Alt + ","",1656198455,""
4960,"ModifierKeyAltShort","Alt+","",-2077877986,""
4961,"ModifierKeyControlLong","Control + ","",2121146543,""
4962,"ModifierKeyControlShort","Ctrl+","",1908922836,""
4963,"BlightRequiredOils","Cassia can Enchant your Amulet with this notable using these Oils:","",1960943143,""
4964,"BlightCraftingInfoLegend","Show Anointing Information","",-2008647056,""
4965,"MapDeviceWarningNoMissionForMap","You do not have any Atlas Missions for this map tier.","",-26166022,""
4966,"StashPanelUniquesSearchInfo","Highlights items within the current tab that match the keywords you specify.  Uniques can only be searched by name. \n\nTips:\n<default>{- Type multiple keywords by separating them with a space\n- Regular expressions are supported\n- You can press <b>{CTRL + F} as a shortcut}","Highlights items within the current tab that match the keywords you specify. Uniques can only be searched via names. \n\nTips:\n<default>{- Type multiple keywords by separating them with a space\n- Combine space-separated text into a single keyword by enclosing it in quotation marks. e.g \""Tabula Rasa\""\n\n- Regular expressions are supported.}",1940621307,"Highlights items within the current tab that match the keywords you specify. Uniques can only be searched via names. \n\nTips:\n<default>{- Type multiple keywords by separating them with a space\n- Combine space-separated text into a single keyword by enclosing it in quotation marks. e.g \""Tabula Rasa\""\n\n- Regular expressions are supported.}"
4967,"StashPanelMapsSearchInfo","Highlights items within the current tab that match the keywords you specify.\n\nTips:\n<default>{- Search for item level by typing ilvl:X\n- Search for map tier by typing tier:X\n- Search maps by region. e.g \""Tirn's End\""\n- Regular expressions are supported\n- You can press <b>{CTRL + F} as a shortcut}","Tips:\n<default>{- Search for item level by typing ilvl:X\n- Search for map tier by typing tier:X\n- Search maps by region. e.g \""Tirn's End\""\n- Regular expressions are supported.\n}",-2123739525,"Tips:\n<default>{- Search for item level by typing ilvl:X\n- Search for map tier by typing tier:X\n- Search maps by region. e.g \""Tirn's End\""\n- Regular expressions are supported.\n}"
4968,"ActionToggleSkillSet","Toggle Skill Set","",1026193815,""
4969,"RecycleMicrotransactionsWarning","You are about to destroy all the microtransactions you have selected and will receive a random one in return. Do you want to proceed?","",165214944,""
4970,"HideoutMusicCategories","Change Category","",-1609345654,""
4971,"RecycleMicrotransactionWindowTitle","Salvage Box","",582757131,""
4972,"RecycleMicrotransactionWindowHelp","Click on surplus Microtransactions to Salvage them, improving your rewards.","Use <<xbox_button_x>> on surplus Microtransactions to Salvage them, improving your rewards.",1218177291,""
4973,"ReminderTextAurasOnlyAffectThingsTheyAffect","(Auras can only grant bonuses to things they affect)","",1204395628,""
4974,"BlightAnointErrorCorruptedItem","This Corrupted item requires a Tainted Oil to anoint.","",-585479479,""
4975,"BlightAnointErrorMirrorItem","Mirrored items cannot be anointed.","",845094853,""
4976,"BlightAnointErrorInvalidItem","This item cannot be anointed.","",112304548,""
4977,"BlightAnointErrorTooManyInput","This item requires fewer oils to be anointed.","",236276416,""
4978,"BlightAnointErrorBlightedMapMaxMods","A Blighted Map cannot have more than 3 Blight modifiers.","",66364759,""
4979,"BlightAnointErrorNoCassia","Complete the quest \""Strange Growths\"" to unlock Anointing.","",859157949,""
4980,"MapDeviceWarningUniqueMapWithMaster","Atlas Missions cannot be completed in Unique Maps.","",-45279343,""
4981,"HideoutMusicDisabledHoverText","Purchase in Store","",-1874228727,""
4982,"ReminderTextAggressiveMinions","(Aggressive minions have their targeting range raised to a minimum value)","",-42594881,""
4983,"ReminderTextDefensiveMinions","(Defensive minions have their targeting range lowered to a maximum value. They always target enemies around you)","",1986042715,""
4984,"RecycleMicrotransactionConsoleAction","Send to Salvage Box","",-848123989,""
4985,"ReminderTextBlightedSpore","(Blighted Spores last for 10 seconds and have a random Aura)","",599124682,""
4986,"BlightCraftingPreviewMapTitle","Blighted Map Modifiers","",-1090907977,""
4987,"ReminderTextExpectedPoisonDamage","(The Expected Damage of Poison is its Damage per second multiplied by its Duration)","",1531760512,""
4988,"BlightCraftingAnointOverrideTitle","<red>{Enchantment Warning}","",1271085813,""
4989,"BlightCraftingAnointOverrideWarning","Enchanting this item will replace the item's current enchantments. Would you like to proceed?","",-865992241,""
4990,"RecycleResourceText","{0} Points Salvaged","",-260693270,""
4991,"ReminderTextPsudoKeystoneTransfigurationOfBody","(Increases and Reductions to Maximum Life also apply to Attack Damage at 30% of their value)","",-1451573393,""
4992,"ReminderTextPsudoKeystoneTransfigurationOfMind","(Increases and Reductions to Maximum Mana also apply to Damage at 30% of their value)","",-712758593,""
4993,"ReminderTextPsudoKeystoneTransfigurationOfSoul","(Increases and Reductions to Maximum Energy Shield\nalso apply to Spell Damage at 30% of their value)","",-1315290668,""
4994,"MapDeviceWarningTitle","<colour:yellow>{Warning}","",1151361287,""
4995,"RecycleMicrotransactionWindowCommonHover","The chance to receive a common microtransaction.","",381698950,""
4996,"RecycleMicrotransactionWindowUncommonHover","The chance to receive an uncommon microtransaction.","",1910121210,""
4997,"RecycleMicrotransactionWindowRareHover","The chance to receive a rare microtransaction.","",1045008716,""
4998,"RecycleMicrotransactionWindowCombinedHover","The chance to receive a microtransaction that is the result of combining two together.","",1255259518,""
4999,"RecycleMicrotransactionWindowTencentSpecialHover","The chance to receive a ChiYou microtransaction.","",364214800,""
5000,"RecycleMicrotransactionWindowThresholdReached","You have reached the maximum reward chances for this box.","",-897702397,""
5001,"ConsoleQuickCategorySelectLegend","Quick Move","",1742267149,""
5002,"RecycleMicrotransactionWindowSacrificeOverThreshold","Salvaging this microtransaction will cap your reward chances for this box at the maximum. Do you want to proceed?","",-202088327,""
5003,"RecycleMicrotransactionLastMicroError","You can only salvage duplicate microtransactions.","",-326255691,""
5004,"RecycleMicrotransactionCannotBeSalvages","This microtransaction can not be salvaged.","",-1846205606,""
5005,"BlightSkipEncounterDelayText","Start Blight Encounter","",2084432449,""
5006,"RecycleMicrotransactionNoMicros","You have not selected any microtransactions to salvage. Do you want to proceed?","",523712864,""
5007,"RecycleMicrotransactionSalvageEquippedItem","You cannot salvage an item that is in use. Reclaim it first.","",-925739907,""
5008,"MonsterReplicatesOnDeathInfoString","Replicates on Death","",-421349445,""
5009,"MapDeviceWarningInfectedMapWithMaster","Atlas Missions cannot be completed in Blighted Maps.","",1448839145,""
5010,"ObjectDisplayTextMetamorphosisMonsterMarker","Select Metamorph","",-2139453935,""
5011,"ObjectDisplayTextMetamorphosisVat","Construct Metamorph","",-2034093660,""
5012,"ObjectDisplayInfoMetamorphosisVat","Interact to begin Metamorph encounter","",-18332797,""
5013,"LeagueStandardMetamorphosis","Defeat Metamorphs created by combining samples of monsters you slay.\n\n<colour:yellow>{This is the default Path of Exile league.}","",-658188739,""
5014,"LeagueHardcoreMetamorphosis","Defeat Metamorphs created by combining samples of monsters you slay.\n\n<colour:red>{A character killed in Hardcore Metamorph becomes a Standard character.}","",-1911665064,""
5015,"LeagueStandardSSFMetamorphosis","SSF Metamorph","",-1120572562,""
5016,"LeagueHardcoreSSFMetamorphosis","SSF HC Metamorph","",1618140772,""
5017,"ResonatorStackingWithFossilsError","Cannot stack Resonators with socketed Fossils","",1978726059,""
5018,"BetrayalReleaseConsoleLegend","Release Target","",-1442585788,""
5019,"WorldPanelMetamorphosisPinInactiveHover","Tane's Laboratory","",447281579,""
5020,"WorldPanelMetamorphosisPinInfoHover","Complete Act 10 to unlock Tane's Laboratory","",-1003642014,""
5021,"MapLegendMetamorphosisHub","Tane's Laboratory","",893065895,""
5022,"WorldPanelMetamorphosisPinActiveHover","Click to travel to Tane's Laboratory","Select to travel to Tane's Laboratory",-967586127,""
5023,"PlayerContextVisitMetamorphosisLaboratory","Visit Tane's Laboratory","",-1854400934,""
5024,"ItemErrorItemNotJewellery","Item is not a ring, amulet, or belt.","",-822810793,""
5025,"AlternateQualityModIncreaseText"," — {0}% Increased","",-773511517,""
5026,"MetamorphosisItemisedBossDisplayText","{0}'s {1}","",1767826122,""
5027,"MetamorphosisItemisedBossSkillDisplayText","Uses","",1013394481,""
5028,"MetamorphosisCreateButtonAssignMoreIngredients","Combine five different samples to manifest a powerful enemy.","",517379084,""
5029,"MetamorphosisItemisedMapBoss","Combine this with four other different samples in Tane's Laboratory.","",-22466868,""
5030,"ReminderTextCorruptionUniqueTooManyImplicits","(Loses all but 1 Implicit Modifier if this Modifier is lost)","",-1291042358,""
5031,"MetamorphosisCraftingWindow","Collect samples from slain monsters in this area. Combine five different samples to manifest a powerful enemy.\r\n\r\nEach sample must be of a different body part. The resulting enemy will use skills from each creature used to create it. With a full meter and a Map Boss sample, the defeated Metamorph will also drop a special sample that can be traded or used in Tane's Laboratory.\r\n","",-226652956,""
5032,"MetamorphosisNotPrimaryAreaError","You cannot begin a Metamorph encounter here.","",892095276,""
5033,"MetamorphosisCreateButton","Create","",744259011,""
5034,"ItemErrorItemsNotSameClass","Items are not of the same item class","",1209531533,""
5035,"ItemErrorItemsAreNormal","One or both of the items are of Normal Rarity","",-317777289,""
5036,"ItemErrorItemsAreUnique","One or both of the items are Unique","",96312471,""
5037,"ItemErrorItemNoInfluence","Item has no influence","",642479113,""
5038,"ItemErrorItemMultipleInfluence","Item already has more than one influence type","",705845277,""
5039,"ItemErrorItemsMatchingInfluence","Items are of the same influence type","",-504298800,""
5040,"MetamorphosisOpenUITitleText","Metamorph","",1670321448,""
5041,"ItemErrorItemHasInfluence","Item has influence","",-1467087557,""
5042,"GraphicsOptionsFramerateCap","Foreground FPS Cap","",-40899553,""
5043,"GraphicsOptionsFramerateCapTooltip","When VSync is disabled, this setting limits your framerate to the specified value.","",-1757065861,""
5044,"LoginPendingMigration","This league has ended. Characters will be playable in the parent league soon.","",679856214,""
5045,"HideoutCompleteNPCQuest","You must complete the quest \""{0}\"" to unlock {1} in your Hideout.","",924541598,""
5046,"HideoutCompleteNPCQuestAct","You must complete the quest \""{0}\"" in Act {2} to unlock {1} in your Hideout.","",-1445226528,""
5047,"HideoutCompleteMapDeviceQuest","You must complete the quest \""{0}\"" to unlock a Map Device in your Hideout.","",-1187500718,""
5048,"HideoutMeetNPC","You must encounter {0} to unlock them in your Hideout.","",1383045176,""
5049,"ItemErrorItemIsSynthetic","Item is Synthesised","",584115616,""
5050,"ItemErrorItemIsFractured","Item has Fractured Mods","",-2099195089,""
5051,"MetamorphosisNoOrganWarning","No samples collected","",286880523,""
5052,"MetamorphosisLabInfo","Collect samples from powerful Map monsters. Combine five different samples to manifest a very dangerous enemy.\r\n\r\nEach sample must be of a different body part. The resulting enemy will use skills from each creature used to create it.","",1517673823,""
