"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffectsKey","[i32]","[i32]","[i32]","[i32]","[rid]","rid","i32","bool","i32","[rid]","[i32]","[i32]","[i32]","[i32]","row","rid","bool","[rid]","rid","[rid]","i32","i32","bool","rid","rid","rid","bool"
5701,"Metadata/Items/Maps/MapAtlasRacecourse",35,1,1,"Racecourse Map","Metadata/Items/Maps/AbstractMap",73,"",[],1,"",[7],[4],[7],[5],"[155,69]",5,0,"",434684266,[],[7],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5702,"Metadata/Items/Maps/MapAtlasRacecourseShaped",35,1,1,"Shaped Racecourse Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[156,69,33,191]",5,0,"",-65983553,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5703,"Metadata/Items/Maps/MapAtlasRamparts",35,1,1,"Ramparts Map","Metadata/Items/Maps/AbstractMap",73,"",[],1,"",[7],[4],[7],[5],"[155,69,65]",5,0,"",595718151,[],[7],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5704,"Metadata/Items/Maps/MapAtlasRampartsShaped",35,1,1,"Shaped Ramparts Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[156,69,65,33,191]",5,0,"",-1316838984,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5705,"Metadata/Items/Maps/MapAtlasSpiderForest",35,1,1,"Spider Forest Map","Metadata/Items/Maps/AbstractMap",73,"",[],1,"",[7],[4],[7],[5],"[155,65]",5,0,"",1576443556,[],[7],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5706,"Metadata/Items/Maps/MapAtlasSpiderForestShaped",35,1,1,"Shaped Spider Forest Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[156,65,33,191]",5,0,"",-1401346420,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5707,"Metadata/Items/Maps/MapAtlasStrand",35,1,1,"Strand Map","Metadata/Items/Maps/AbstractMap",73,"",[],1,"",[7],[4],[7],[5],"[155,62]",5,0,"",-1734335786,[],[7],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5708,"Metadata/Items/Maps/MapAtlasStrandShaped",35,1,1,"Shaped Strand Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[156,62,33,191]",5,0,"",-1565068837,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5709,"Metadata/Items/Maps/MapAtlasThicket",35,1,1,"Thicket Map","Metadata/Items/Maps/AbstractMap",73,"",[],1,"",[7],[4],[7],[5],"[155,61,65]",5,0,"",1977398664,[],[7],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5710,"Metadata/Items/Maps/MapAtlasThicketShaped",35,1,1,"Shaped Thicket Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[156,61,65,33,191]",5,0,"",1775840932,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5711,"Metadata/Items/Maps/MapAtlasVaalCity",35,1,1,"Ancient City Map","Metadata/Items/Maps/AbstractMap",73,"",[],1,"",[7],[4],[7],[5],"[155,69,68]",5,0,"",-1791195984,[],[7],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5712,"Metadata/Items/Maps/MapAtlasVaalCityShaped",35,1,1,"Shaped Ancient City Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[156,69,68,33,191]",5,0,"",180002969,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5713,"Metadata/Items/Maps/MapAtlasWharf",35,1,1,"Wharf Map","Metadata/Items/Maps/AbstractMap",73,"",[],1,"",[7],[4],[7],[5],"[155,69]",5,0,"",-427713267,[],[7],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5714,"Metadata/Items/Maps/MapAtlasWharfShaped",35,1,1,"Shaped Wharf Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[],[],[],[],"[156,69,33,191]",5,0,"",-1110966209,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5715,"Metadata/Items/Maps/MapAtlasArachnidTomb",35,1,1,"Arachnid Tomb Map","Metadata/Items/Maps/AbstractMap",74,"",[],1,"",[6],[1],"[6,0]","[1,1]","[155,64,61]",5,0,"",-1506629392,[],[6],[2],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5716,"Metadata/Items/Maps/MapAtlasArachnidTombShaped",35,1,1,"Shaped Arachnid Tomb Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,64,61,33,191]",5,0,"",1338423353,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5717,"Metadata/Items/Maps/MapAtlasCastleRuins",35,1,1,"Castle Ruins Map","Metadata/Items/Maps/AbstractMap",74,"",[],1,"",[6],[1],"[6,0]","[1,1]","[155,65]",5,0,"",-734407135,[],[6],[2],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5718,"Metadata/Items/Maps/MapAtlasCastleRuinsShaped",35,1,1,"Shaped Castle Ruins Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,65,33,191]",5,0,"",-880570233,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5719,"Metadata/Items/Maps/MapAtlasCatacomb",35,1,1,"Bone Crypt Map","Metadata/Items/Maps/AbstractMap",74,"",[],1,"",[6],[1],"[6,0]","[1,1]","[155,61,63,68]",5,0,"",386690000,[],[6],[2],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5720,"Metadata/Items/Maps/MapAtlasCatacombShaped",35,1,1,"Shaped Bone Crypt Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,61,63,68,33,191]",5,0,"",889305055,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5721,"Metadata/Items/Maps/MapAtlasCells",35,1,1,"Cells Map","Metadata/Items/Maps/AbstractMap",74,"",[],1,"",[6],[1],"[6,0]","[1,1]","[155,61,63]",5,0,"",1244416521,[],[6],[2],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5722,"Metadata/Items/Maps/MapAtlasCellsShaped",35,1,1,"Shaped Cells Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,61,63,33,191]",5,0,"",16883206,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5723,"Metadata/Items/Maps/MapAtlasArmory",35,1,1,"Armoury Map","Metadata/Items/Maps/AbstractMap",74,"",[],1,"",[6],[1],"[6,0]","[1,1]","[155,69]",5,0,"",-1648606742,[],[6],[2],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5724,"Metadata/Items/Maps/MapAtlasArmoryShaped",35,1,1,"Shaped Armoury Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,69,33,191]",5,0,"",-1049332901,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5725,"Metadata/Items/Maps/MapAtlasDryWoods",35,1,1,"Ashen Wood Map","Metadata/Items/Maps/AbstractMap",74,"",[],1,"",[6],[1],"[6,0]","[1,1]","[155,65]",5,0,"",-2111972503,[],[6],[2],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5726,"Metadata/Items/Maps/MapAtlasDryWoodsShaped",35,1,1,"Shaped Ashen Wood Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,65,33,191]",5,0,"",709532765,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5727,"Metadata/Items/Maps/MapAtlasMudGeyser",35,1,1,"Mud Geyser Map","Metadata/Items/Maps/AbstractMap",74,"",[],1,"",[6],[1],"[6,0]","[1,1]","[155,66]",5,0,"",-1960817955,[],[6],[2],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5728,"Metadata/Items/Maps/MapAtlasMudGeyserShaped",35,1,1,"Shaped Mud Geyser Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,66,33,191]",5,0,"",-117698045,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5729,"Metadata/Items/Maps/MapAtlasArachnidNest",35,1,1,"Arachnid Nest Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[6],[2],"[6,0]","[2,1]","[155,61,64]",5,0,"",1509721676,[],[6],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5730,"Metadata/Items/Maps/MapAtlasArachnidNestShaped",35,1,1,"Shaped Arachnid Nest Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[156,61,64,33,191]",5,0,"",-1440802559,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5731,"Metadata/Items/Maps/MapAtlasArena",35,1,1,"Arena Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[6],[2],"[6,0]","[2,1]","[155,69]",5,0,"",-362726042,[],[6],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5732,"Metadata/Items/Maps/MapAtlasArenaShaped",35,1,1,"Shaped Arena Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[156,69,33,191]",5,0,"",2120679065,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5733,"Metadata/Items/Maps/MapAtlasBog",35,1,1,"Bog Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[6],[2],"[6,0]","[2,1]","[155,66]",5,0,"",-443517407,[],[6],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5734,"Metadata/Items/Maps/MapAtlasBogShaped",35,1,1,"Shaped Bog Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[156,66,33,191]",5,0,"",-275498460,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5735,"Metadata/Items/Maps/MapAtlasCemetery",35,1,1,"Cemetery Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[6],[2],"[6,0]","[2,1]","[155,68,160]",5,0,"",-69555295,[],[6],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5736,"Metadata/Items/Maps/MapAtlasCemeteryShaped",35,1,1,"Shaped Cemetery Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[156,68,33,191,160]",5,0,"",-1096390905,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5737,"Metadata/Items/Maps/MapAtlasBarrows",35,1,1,"Barrows Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[6],[2],"[6,0]","[2,1]","[155,65]",5,0,"",1952229595,[],[6],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5738,"Metadata/Items/Maps/MapAtlasBarrowsShaped",35,1,1,"Shaped Barrows Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[156,65,33,191]",5,0,"",37142117,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5739,"Metadata/Items/Maps/MapAtlasAtoll",35,1,1,"Atoll Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[6],[2],"[6,0]","[2,1]","[155,67]",5,0,"",-1883650782,[],[6],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5740,"Metadata/Items/Maps/MapAtlasAtollShaped",35,1,1,"Shaped Atoll Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[156,67,33,191]",5,0,"",-1964319975,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5741,"Metadata/Items/Maps/MapAtlasPier",35,1,1,"Pier Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[6],[2],"[6,0]","[2,1]","[155,69]",5,0,"",-355027673,[],[6],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5742,"Metadata/Items/Maps/MapAtlasPierShaped",35,1,1,"Shaped Pier Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[156,69,33,191]",5,0,"",-1254715015,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5743,"Metadata/Items/Maps/MapAtlasShore",35,1,1,"Shore Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[6],[2],"[6,0]","[2,1]","[155,62]",5,0,"",580884860,[],[6],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5744,"Metadata/Items/Maps/MapAtlasShoreShaped",35,1,1,"Shaped Shore Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[156,62,33,191]",5,0,"",-366279663,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5745,"Metadata/Items/Maps/MapAtlasTropicalIsland",35,1,1,"Tropical Island Map","Metadata/Items/Maps/AbstractMap",75,"",[],1,"",[6],[2],"[6,0]","[2,1]","[155,65]",5,0,"",-786961786,[],[6],[3],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5746,"Metadata/Items/Maps/MapAtlasTropicalIslandShaped",35,1,1,"Shaped Tropical Island Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[156,65,33,191]",5,0,"",38535592,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5747,"Metadata/Items/Maps/MapAtlasCoves",35,1,1,"Coves Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[6],[3],"[6,0]","[3,1]","[155,62,66]",5,0,"",-406843083,[],[6],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5748,"Metadata/Items/Maps/MapAtlasCovesShaped",35,1,1,"Shaped Coves Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[156,62,66,33,191]",5,0,"",853672177,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5749,"Metadata/Items/Maps/MapAtlasCrypt",35,1,1,"Cursed Crypt Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[6],[3],"[6,0]","[3,1]","[155,61,63]",5,0,"",677817048,[],[6],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5750,"Metadata/Items/Maps/MapAtlasCryptShaped",35,1,1,"Shaped Cursed Crypt Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[156,61,63,33,191]",5,0,"",1474905294,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5751,"Metadata/Items/Maps/MapAtlasMuseum",35,1,1,"Museum Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[6],[3],"[6,0]","[3,1]","[155,61,63,68]",5,0,"",-675953228,[],[6],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5752,"Metadata/Items/Maps/MapAtlasMuseumShaped",35,1,1,"Shaped Museum Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[156,61,63,68,33,191]",5,0,"",-1779488226,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5753,"Metadata/Items/Maps/MapAtlasOrchard",35,1,1,"Orchard Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[6],[3],"[6,0]","[3,1]","[155,65]",5,0,"",1558772579,[],[6],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5754,"Metadata/Items/Maps/MapAtlasOrchardShaped",35,1,1,"Shaped Orchard Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[156,65,33,191]",5,0,"",-1432422803,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5755,"Metadata/Items/Maps/MapAtlasOvergrownShrine",35,1,1,"Overgrown Shrine Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[6],[3],"[6,0]","[3,1]","[155,61,68]",5,0,"",-878361568,[],[6],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5756,"Metadata/Items/Maps/MapAtlasOvergrownShrineShaped",35,1,1,"Shaped Overgrown Shrine Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[156,61,68,33,191]",5,0,"",618276927,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5757,"Metadata/Items/Maps/MapAtlasPromenade",35,1,1,"Promenade Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[6],[3],"[6,0]","[3,1]","[155,69]",5,0,"",532770517,[],[6],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5758,"Metadata/Items/Maps/MapAtlasPromenadeShaped",35,1,1,"Shaped Promenade Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[156,69,33,191]",5,0,"",-695076408,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5759,"Metadata/Items/Maps/MapAtlasReef",35,1,1,"Reef Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[6],[3],"[6,0]","[3,1]","[155,62,66,160]",5,0,"",2123352565,[],[6],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5760,"Metadata/Items/Maps/MapAtlasReefShaped",35,1,1,"Shaped Reef Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[156,62,66,33,191,160]",5,0,"",1261204581,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5761,"Metadata/Items/Maps/MapAtlasTemple",35,1,1,"Temple Map","Metadata/Items/Maps/AbstractMap",76,"",[],1,"",[6],[3],"[6,0]","[3,1]","[155,68,69,61]",5,0,"",-818497276,[],[6],[4],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5762,"Metadata/Items/Maps/MapAtlasTempleShaped",35,1,1,"Shaped Temple Map","Metadata/Items/Maps/AbstractMap",81,"",[],1,"",[],[],[],[],"[156,68,69,61,33,191]",5,0,"",-996103038,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5763,"Metadata/Items/Maps/MapAtlasColonnade",35,1,1,"Colonnade Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[6],[4],"[6,0]","[4,1]","[155,69]",5,0,"",2125065929,[],[6],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5764,"Metadata/Items/Maps/MapAtlasColonnadeShaped",35,1,1,"Shaped Colonnade Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[156,69,33,191]",5,0,"",546967201,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5765,"Metadata/Items/Maps/MapAtlasArsenal",35,1,1,"Arsenal Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[6],[4],"[6,0]","[4,1]","[155,69,63]",5,0,"",-1468601163,[],[6],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5766,"Metadata/Items/Maps/MapAtlasArsenalShaped",35,1,1,"Shaped Arsenal Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[156,69,63,33,191]",5,0,"",-1076863051,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5767,"Metadata/Items/Maps/MapAtlasCourtyard",35,1,1,"Courtyard Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[6],[4],"[6,0]","[4,1]","[155,65,66,69]",5,0,"",-528949543,[],[6],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5768,"Metadata/Items/Maps/MapAtlasCourtyardShaped",35,1,1,"Shaped Courtyard Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[156,65,66,69,33,191]",5,0,"",-82466762,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5769,"Metadata/Items/Maps/MapAtlasMalformation",35,1,1,"Malformation Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[6],[4],"[6,0]","[4,1]","[155,64,67]",5,0,"",-767553049,[],[6],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5770,"Metadata/Items/Maps/MapAtlasMalformationShaped",35,1,1,"Shaped Malformation Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[156,64,67,33,191]",5,0,"",-75946174,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5771,"Metadata/Items/Maps/MapAtlasQuay",35,1,1,"Port Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[6],[4],"[6,0]","[4,1]","[155,69]",5,0,"",1682040690,[],[6],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5772,"Metadata/Items/Maps/MapAtlasQuayShaped",35,1,1,"Shaped Port Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[156,69,33,191]",5,0,"",-622827199,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5773,"Metadata/Items/Maps/MapAtlasTerrace",35,1,1,"Gardens Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[6],[4],"[6,0]","[4,1]","[155,65,66]",5,0,"",1345619630,[],[6],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5774,"Metadata/Items/Maps/MapAtlasTerraceShaped",35,1,1,"Shaped Gardens Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[156,65,66,33,191]",5,0,"",-1477385068,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5775,"Metadata/Items/Maps/MapAtlasUndergroundRiver",35,1,1,"Underground River Map","Metadata/Items/Maps/AbstractMap",77,"",[],1,"",[6],[4],"[6,0]","[4,1]","[155,61,64]",5,0,"",-1371151555,[],[6],[5],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5776,"Metadata/Items/Maps/MapAtlasUndergroundRiverShaped",35,1,1,"Shaped Underground River Map","Metadata/Items/Maps/AbstractMap",82,"",[],1,"",[],[],[],[],"[156,61,64,33,191]",5,0,"",-1634628007,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5777,"Metadata/Items/Maps/MapAtlasBazaar",35,1,1,"Bazaar Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[6],[5],"[6,0]","[5,1]","[156,69]",5,0,"",1562246028,[],[6],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5778,"Metadata/Items/Maps/MapAtlasChateau",35,1,1,"Chateau Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[6],[5],"[6,0]","[5,1]","[156,69,63,68]",5,0,"",1414641454,[],[6],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5779,"Metadata/Items/Maps/MapAtlasExcavation",35,1,1,"Excavation Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[6],[5],"[6,0]","[5,1]","[156,64,67]",5,0,"",-721781555,[],[6],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5780,"Metadata/Items/Maps/MapAtlasPrecinct",35,1,1,"Precinct Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[6],[5],"[6,0]","[5,1]","[156,69,66]",5,0,"",222260499,[],[6],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5781,"Metadata/Items/Maps/MapAtlasTortureChamber",35,1,1,"Primordial Blocks Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[6],[5],"[6,0]","[5,1]","[156,63,69,68,160]",5,0,"",1380976009,[],[6],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5782,"Metadata/Items/Maps/MapAtlasUndergroundSea",35,1,1,"Underground Sea Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[6],[5],"[6,0]","[5,1]","[156,64]",5,0,"",-1228658064,[],[6],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5783,"Metadata/Items/Maps/MapAtlasWasteland",35,1,1,"Wasteland Map","Metadata/Items/Maps/AbstractMap",78,"",[],1,"",[6],[5],"[6,0]","[5,1]","[156,64,67]",5,0,"",-1882334089,[],[6],[6],[2],[10],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5784,"Metadata/Items/Maps/MapAtlasCrematorium",35,1,1,"Lava Chamber Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,61,63,33]",5,0,"",1168690507,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5785,"Metadata/Items/Maps/MapAtlasEstuary",35,1,1,"Estuary Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,66,67,33]",5,0,"",1238397597,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5786,"Metadata/Items/Maps/MapAtlasNecropolis",35,1,1,"Necropolis Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,61,63,33]",5,0,"",-614714830,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5787,"Metadata/Items/Maps/MapAtlasPlateau",35,1,1,"Plateau Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,67,33]",5,0,"",-1107820233,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5788,"Metadata/Items/Maps/MapAtlasIvoryTemple",35,1,1,"Ivory Temple Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,68,33]",5,0,"",834927629,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5789,"Metadata/Items/Maps/MapAtlasResidence",35,1,1,"Residence Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,61,63,68,69,33]",5,0,"",1310337227,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5790,"Metadata/Items/Maps/MapAtlasShipyard",35,1,1,"Shipyard Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,69,61,33]",5,0,"",1145517878,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5791,"Metadata/Items/Maps/MapAtlasVault",35,1,1,"Vault Map","Metadata/Items/Maps/AbstractMap",79,"",[],1,"",[],[],[],[],"[156,69,33]",5,0,"",-1696964083,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5792,"Metadata/Items/Maps/MapAtlasLair",35,1,1,"Lair Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[156,65,33]",5,0,"",2142919621,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
5793,"Metadata/Items/Maps/MapAtlasBeacon",35,1,1,"Lighthouse Map","Metadata/Items/Maps/AbstractMap",80,"",[],1,"",[],[],[],[],"[156,67,33]",5,0,"",-701845095,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","","",""
