"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool","i32","bool","bool","InheritsFrom","i32","rid","i32","bool","bool","Stuck_AOFile","Bounce_AOFile","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","[string]","bool","[i32]"
1039,"Metadata/Projectiles/UltimatumGuardDeceleratingProjectileRuin","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_guards/vaal_guard_proj_ruin.ao""]","[""projectile_01""]","[""projectile_charge_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",0,"","","","",0,0,0,0,"","",100,100,100,100,0,[],"",[0]
1040,"Metadata/Projectiles/SabreSpiderCycloneCreator","[""Metadata/Effects/Spells/LancingSteel/primary_projectile.ao""]","[""projectile_loop""]","[""end""]",2500,1,2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1041,"Metadata/Projectiles/UltimatumSnakeProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_snakehead/projectile.ao""]","[""proj_01""]","[""impact_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1042,"Metadata/Projectiles/UltimatumFireProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_fire.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1043,"Metadata/Projectiles/UltimatumColdProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_cold.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1044,"Metadata/Projectiles/UltimatumLightningProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_lightning.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1045,"Metadata/Projectiles/UltimatumChaosProjectileBasic","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_proj_chaos.ao""]","[""proj_01""]","[""impact_01""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1046,"Metadata/Projectiles/UltimatumSerpentMortar","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_snakehead/mortar_bolt.ao""]","[""mortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[0]
1047,"Metadata/Projectiles/UltimatumSerpentMortarRuin","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_snakehead/mortar_bolt_ruin.ao""]","[""mortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[0]
1048,"Metadata/Projectiles/SunprismSiphon","[""Metadata/Effects/Microtransactions/Spells/SunprismEssenceDrain/siphon.ao""]","[""loop""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1049,"Metadata/Projectiles/ProjectileRetaliationProjectile","[""Metadata/Effects/Spells/monsters_effects/bull_thorns/projectile.ao""]","[""once""]",[],2200,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1050,"Metadata/Projectiles/CorpseEruptionProjectileDarkwood","[""Metadata/Effects/Spells/corpse_eruption/Darkwood/DarkwoodCorpseMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1051,"Metadata/Projectiles/FrenzyArrowArcane","[""Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/arrow_flying.ao""]",[],[],3260,"",1,"",1,"Metadata/Projectiles/Projectile",5,"",1,"","","Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/arrow_stuck.ao","Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/arrow_bounce.ao",100,80,0,20,5324,"",0,100,100,100,0,[],"",[]
1052,"Metadata/Projectiles/FrenzyWandArcane","[""Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/frenzy_projectile.ao""]","[""projectile_wand""]","[""projectile_wand_hit""]",3260,"",1,"",1,"Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,5324,"",0,0,100,100,0,[],"",[]
1053,"Metadata/Projectiles/WebTetheringArrow","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/MeleeSpider/web_projectile.ao""]","[""loop""]","[""end""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1054,"Metadata/Projectiles/UltimatumRuinProjectileOnce","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/ruin_projectile.ao""]","[""proj_02""]","[""impact_01""]",1000,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1055,"Metadata/Projectiles/DefaultArrowMerchant","[""Metadata/Effects/Microtransactions/Spells/blink_mirror_arrow/merchant/arrow.ao""]",[],[],3260,"",1,"",1,"Metadata/Projectiles/Projectile",5,"",1,"","","Metadata/Effects/Microtransactions/Spells/blink_mirror_arrow/merchant/arrow_stuck.ao","Metadata/Effects/Microtransactions/Spells/blink_mirror_arrow/merchant/arrow_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[]
1056,"Metadata/Projectiles/BowGuardBarrage","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_guards/vaal_guard_cold_barrage_proj.ao""]","[""cold_barrage""]","[""projectile_impact_01""]",2250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1057,"Metadata/Projectiles/BowGuardBarrageRuin","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/general_combat/vaal_guards/vaal_guard_cold_barrage_proj_ruin.ao""]","[""cold_barrage""]","[""projectile_impact_01""]",2250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1058,"Metadata/Projectiles/TrialmasterFireMortar","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/elemortar_01.ao""]","[""elemortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1059,"Metadata/Projectiles/TrialmasterColdMortar","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/elemortar_02.ao""]","[""elemortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1060,"Metadata/Projectiles/TrialmasterLightningMortar","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/elemortar_03.ao""]","[""elemortar_01""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1061,"Metadata/Projectiles/TrialmasterOmegaProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/omega_proj.ao""]","[""omega_proj_01""]","[""omega_explode_01""]",750,"",4,"","","Metadata/Projectiles/ProjectileGround",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1062,"Metadata/Projectiles/TrialmasterThrownWeapon","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/weapon_proj.ao""]","[""weapon_throw_01""]","[""weapon_grd_01""]",3260,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1063,"Metadata/Projectiles/TrialmasterSpikeMortar","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/spike_slam_proj.ao""]","[""spike_slam_projectile_01""]","[""impact_01""]",2000,1,1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1064,"Metadata/Projectiles/TrialmasterOmegaProjectileRuin","[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/trialmaster_boss/omega_proj_ruin.ao""]","[""omega_proj_02""]","[""omega_explode_02""]",750,"",4,"","","Metadata/Projectiles/ProjectileGround",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1065,"Metadata/Projectiles/CorpseEruptionProjectileVaalOrb","[""Metadata/Effects/Microtransactions/Spells/VaalOrbCremation/VaalOrbMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1066,"Metadata/Projectiles/LightningArrowRearOrigin","[""Metadata/Effects/Spells/lightning_arrows_02/lightning_arrow_rear_origin.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","Metadata/Effects/Spells/lightning_arrows_02/lightning_arrow_stuck.ao","Metadata/Effects/Spells/lightning_arrows_02/lightning_arrow_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[]
1067,"Metadata/Projectiles/BurningArrowRearOrigin","[""Metadata/Effects/Spells/firearrow_02/burning_arrow_rear_origin.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","Metadata/Effects/Spells/base_arrow_attack/stuck_arrows/arrow_fire.ao","Metadata/Effects/Spells/firearrow_02/burning_arrow_bounce.ao",50,80,0,20,3586,"",0,0,100,100,0,[],"",[]
1068,"Metadata/Projectiles/IceArrowRearOrigin","[""Metadata/Effects/Spells/icearrow_02/arrow_ice_rear_origin.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","Metadata/Effects/Spells/icearrow_02/arrow_ice_stuck.ao","Metadata/Effects/Spells/icearrow_02/arrow_ice_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[]
1069,"Metadata/Projectiles/CorpseEruptionProjectileVoidEmperor","[""Metadata/Effects/Microtransactions/Spells/corpse_eruption/VoidEmperor/CorpseEruptionMortarProjectile.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1070,"Metadata/Projectiles/PunctureArrowStygian","[""Metadata/Effects/Spells/StygianPuncture/epk/StygianPuncture_arrow/StygianPuncture_Arrow.ao""]",[],[],3260,"",1,"",1,"Metadata/Projectiles/Projectile",5,"",1,"","","Metadata/Effects/Spells/StygianPuncture/epk/StygianPuncture_arrow/StygianPuncture_Arrow_stuck.ao","Metadata/Effects/Spells/StygianPuncture/epk/StygianPuncture_arrow/StygianPuncture_Arrow_bounce.ao",50,80,0,20,5520,5522,0,100,100,100,0,[],"",[]
1071,"Metadata/Projectiles/SoulfeastPrimaryMortar","[""Metadata/Effects/Spells/soulfeast/primary_mortar.ao""]","[""once""]","[""explode""]",1200,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1072,"Metadata/Projectiles/SoulfeastSecondaryMortar","[""Metadata/Effects/Spells/soulfeast/homing_mortar_01.ao""]","[""mortar_01"",""mortar_02"",""mortar_03"",""mortar_04"",""mortar_05"",""mortar_06"",""mortar_07"",""mortar_08""]",[],1200,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1073,"Metadata/Projectiles/SoulfeastPrimaryMortarShort","[""Metadata/Effects/Spells/soulfeast/primary_mortar.ao""]","[""once_short""]","[""explode""]",1200,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1074,"Metadata/Projectiles/SoulfeastSecondaryMortarShort","[""Metadata/Effects/Spells/soulfeast/homing_mortar_01.ao""]","[""mortar_short_01"",""mortar_short_02"",""mortar_short_03"",""mortar_short_04"",""mortar_short_05"",""mortar_short_06"",""mortar_short_07"",""mortar_short_08""]",[],1200,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1075,"Metadata/Projectiles/ExpeditionBoneThrow","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/urchin/proj_rig.ao""]","[""loop""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],1,[]
1076,"Metadata/Projectiles/ExpeditionArbalestProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/arbalest/ao/base_arrow.ao""]","[""proj""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1077,"Metadata/Projectiles/ExpeditionArbalestSnipeProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/arbalest/ao/virulent_arrow_proj.ao""]","[""proj""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1078,"Metadata/Projectiles/ExpeditionBoneCultistOrbProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/bone_cultist/projectile_egg.ao""]","[""loop""]","[""end""]",1500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[0]
1079,"Metadata/Projectiles/ExpeditionBoneCultistProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/bone_cultist/projectile.ao""]","[""proj""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1080,"Metadata/Projectiles/SpectralSpiral","[""Metadata/Effects/Spells/spectral_hammer/Spectral_Hammer_WeaponAttachment.ao""]","[""1h_axe_throw""]",[],1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1081,"Metadata/Projectiles/ExpeditionApparitionBossOrbProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/uhtred/bomb_projectiles.ao""]","[""loop""]","[""flurry_orb_explode_01""]",800,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1082,"Metadata/Projectiles/ExpeditionApparitionBasicProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/uhtred/basic_projectile.ao""]","[""basic_proj_01"",""basic_proj_02"",""basic_proj_03""]","[""basic_impact_light_01""]",1500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1083,"Metadata/Projectiles/ExpeditionApparitionSweepProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/uhtred/projectile_barrage.ao""]","[""basic_proj_01""]","[""basic_impact_01""]",650,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1084,"Metadata/Projectiles/ExpeditionApparitionSweepProjectileCombined","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/uhtred/projectile_barrage.ao""]","[""basic_proj_01""]","[""basic_impact_01""]",200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1085,"Metadata/Projectiles/ExpeditionOlrothThrownSwordOut","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/sword_Projectile_01.ao""]","[""sword_projectile_01""]","[""sword_projectile_impact_02""]",2700,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1086,"Metadata/Projectiles/ExpeditionOlrothThrownSwordBack","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/sword_Projectile_02.ao""]","[""sword_projectile_02""]","[""sword_projectile_impact_02""]",2700,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1087,"Metadata/Projectiles/ExpeditionOlrothLacerate","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/olroth/lacerate_01.ao""]","[""lacerate_01""]","[""basic_impact_01""]",2300,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1088,"Metadata/Projectiles/IgnitingFlaskProjectile","[""Metadata/Effects/Spells/flask_throw/flask_mortar.ao""]","[""mortar_01""]",[],1200,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1089,"Metadata/Projectiles/VoidSpark","[""Metadata/Effects/Microtransactions/Spells/spark/void/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",560,1,2,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1090,"Metadata/Projectiles/FrozenSphere","[""Metadata/Effects/Spells/frozen_sphere/ball/ball.ao""]","[""FrozenBall_idle""]","[""FrozenBall_death""]",300,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1091,"Metadata/Projectiles/FrozenSphereShard","[""Metadata/Effects/Spells/frozen_sphere/shard/rig.ao""]","[""FrozenShard_idle""]","[""FrozenShard_death""]",800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1092,"Metadata/Projectiles/ExpeditionArmourCasterBasic","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/armored_caster/off_hand_proj_01.ao""]","[""basic_projectile_01""]","[""basic_impact_01""]",1100,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1093,"Metadata/Projectiles/ExpeditionMercurialCasterBasic","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/mercurial_armour/ao/projectile.ao""]","[""proj""]","[""end""]",1100,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1094,"Metadata/Projectiles/ExpeditionMercurialCasterEnrage","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/mercurial_armour/ao/projectile_enraged.ao""]","[""proj""]","[""end""]",1100,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1095,"Metadata/Projectiles/MedvedBossThrownWeapon","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/medved/axe_projectile.ao""]","[""loop""]","[""end""]",3260,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1096,"Metadata/Projectiles/MedvedBossThrownBoulder","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/medved/rock_projectile.ao""]","[""loop""]","[""end""]",1500,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1097,"Metadata/Projectiles/LightningSlashMyrmidon","[""Metadata/Effects/Microtransactions/Spells/MyrmidonLightningStrike/MyrmidonLightningStrikeProj.ao""]","[""idle""]","[""disappear""]",1600,"",2,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1098,"Metadata/Projectiles/ExpeditionRatBossSpray","[""Metadata/Effects/Spells/monsters_effects/labyrinth/skeleton_king/cups/projectile_chaos.ao""]","[""projectile_travel""]","[""projectile_end""]",800,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1099,"Metadata/Projectiles/ExpeditionRogProj","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/npc/Rog/ao/projectile.ao""]","[""idle""]","[""impact""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1100,"Metadata/Projectiles/ExpeditionTujenGrenadeMortar","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/npc/Tujen/ao/bomb_mortar.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
1101,"Metadata/Projectiles/ExpeditionMercurialAxe","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/mercurial_armour/ao/spectral_axe.ao""]","[""idle""]","[""end""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1102,"Metadata/Projectiles/BurningArrowMystic","[""Metadata/Effects/Microtransactions/Spells/MysticBurningArrow/MysticBurningArrow.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","Metadata/Effects/Microtransactions/Spells/MysticBurningArrow/MysticBurningArrow_stuck.ao","Metadata/Effects/Microtransactions/Spells/MysticBurningArrow/MysticBurningArrow_bounce.ao",50,80,0,20,5718,"",0,0,100,100,0,[],"",[]
1103,"Metadata/Projectiles/VaalBurningArrowMystic","[""Metadata/Effects/Microtransactions/Spells/MysticBurningArrow/MysticBurningArrowVaal.ao""]","[""firearrow""]","[""firearrowimpact""]",3260,1,1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","","",50,0,0,0,5718,"",0,100,100,100,0,[],"",[]
1104,"Metadata/Projectiles/ExpeditionVoranaVolatile","[""Metadata/Effects/Spells/monsters_effects/League_Expedition/boss/reaper_boss/ao/volatile_proj_01.ao""]","[""proj_01""]","[""impact""]",900,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
1105,"Metadata/Projectiles/ExpeditionVaalWraithSummonBall","[""Metadata/Effects/Spells/monsters_effects/League_Delve/thematic_areas/vaal_ruins/bosses/architect/blood_spirit_bomb/rig.ao""]","[""loop""]","[""end""]",400,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
