"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","QuestStateCalcuationKey","i32","i32","i32","i32","rid"
1557,162,1,[2277],[2211],"","","Talk to Adiyah",[],0,"[""Talk to Adiyah""]",[],[],"",[],0,0,321160,0,8,""
1558,162,2,[2277],[],"","","Escape the Facility",[],0,"[""Escape with Solerai's Spear""]",[],[],"",[],0,0,321230,0,8,""
1559,162,3,"[2211,1892]",[],"","","Take Solerai's Spear and Escape",[],0,"[""Take Solerai's Spear and Escape""]",[],[],"",[],0,0,321378,0,8,""
1560,162,4,"[2211,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,321534,0,8,""
1561,162,5,"[2211,1893]",[],"","","Steal Solerai's Spear Before Lockdown",[],0,"[""Steal Solerai's Spear before Lockdown""]",[],[],"",[],0,0,321706,0,8,""
1562,162,6,"[2211,1891]",[],"","","Steal Solerai's Spear",[],0,"[""Steal Solerai's Spear""]",[],[],"",[],0,0,321814,0,8,""
1563,162,7,"[2211,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,321880,0,8,""
1564,162,8,"[2211,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,321942,0,8,""
1565,162,9,[2244],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[853],0,0,322040,0,8,""
1566,162,10,[2244],[],"","","Talk to Adiyah",[],0,"[""Talk to Adiyah in the Rogue Harbour""]",[],[],"",[],0,0,322126,0,8,""
1567,163,0,[],[],"",1,"",[],0,[],[],[],"",[821],0,0,322130,0,8,""
1568,163,1,[2278],[2212],"","","Talk to Adiyah",[],0,"[""Talk to Adiyah""]",[],[],"",[],0,0,322178,0,8,""
1569,163,2,[2278],[],"","","Escape the Facility",[],0,"[""Escape with Nashta's War Journal""]",[],[],"",[],0,0,322258,0,8,""
1570,163,3,"[2212,1892]",[],"","","Take Nashta's War Journal and Escape",[],0,"[""Take Nashta's War Journal and Escape""]",[],[],"",[],0,0,322426,0,8,""
1571,163,4,"[2212,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,322582,0,8,""
1572,163,5,"[2212,1893]",[],"","","Steal Nashta's War Journal Before Lockdown",[],0,"[""Steal Nashta's War Journal before Lockdown""]",[],[],"",[],0,0,322774,0,8,""
1573,163,6,"[2212,1891]",[],"","","Steal Nashta's War Journal",[],0,"[""Steal Nashta's War Journal""]",[],[],"",[],0,0,322902,0,8,""
1574,163,7,"[2212,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,322968,0,8,""
1575,163,8,"[2212,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,323030,0,8,""
1576,163,9,[2245],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[854],0,0,323128,0,8,""
1577,163,10,[2245],[],"","","Talk to Adiyah",[],0,"[""Talk to Adiyah in the Rogue Harbour""]",[],[],"",[],0,0,323214,0,8,""
1578,164,0,[],[],"",1,"",[],0,[],[],[],"",[889],0,0,323218,0,8,""
1579,164,1,[],[],"","","Talk to Adiyah",[],0,"[""Talk to Adiyah""]",[],[],"",[822],0,0,323262,0,8,""
1580,164,2,"[2213,2289]",[],"","","Defeat Nashta",[],0,"[""Defeat Nashta""]",[],[],"",[],0,0,323338,0,8,""
1581,164,3,"[2213,1891]",[],"","","Find Nashta and Confront Her",[],0,"[""Find Nashta and Confront Her""]",[],[],"",[],0,0,323474,0,8,""
1582,164,4,"[2213,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,323540,0,8,""
1583,164,5,"[2213,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,323602,0,8,""
1584,164,6,[2246],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[855],0,0,323700,0,8,""
1585,164,7,[2246],[],"","","Talk to Adiyah",[],0,"[""Talk to Adiyah in the Rogue Harbour""]",[],[],"",[],0,0,323786,0,8,""
1586,165,0,[],[],"",1,"",[],0,[],[],[],"",[823],0,0,323790,0,8,""
1587,165,1,[],[],"","","Talk to Whakano",[],0,"[""Talk to Whakano""]",[],[],"",[890],0,0,323870,0,8,""
1588,165,2,[2280],[],"","","Escape the Facility",[],0,"[""Escape with Hapihapi's Charm""]",[],[],"",[],0,0,323942,0,8,""
1589,165,3,"[2214,1892]",[],"","","Take Hapihapi's Charm and Escape",[],0,"[""Take Hapihapi's Charm and Escape""]",[],[],"",[],0,0,324094,0,8,""
1590,165,4,"[2214,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,324250,0,8,""
1591,165,5,"[2214,1893]",[],"","","Rescue Hapihapi Before Lockdown",[],0,"[""Rescue Hapihapi before Lockdown""]",[],[],"",[],0,0,324398,0,8,""
1592,165,6,"[2214,1891]",[],"","","Rescue Hapihapi",[],0,"[""Rescue Hapihapi""]",[],[],"",[],0,0,324482,0,8,""
1593,165,7,"[2214,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,324548,0,8,""
1594,165,8,"[2214,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,324610,0,8,""
1595,165,9,[2247],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[856],0,0,324708,0,8,""
1596,165,10,[2247],[],"","","Talk to Whakano",[],0,"[""Talk to Whakano in the Rogue Harbour""]",[],[],"",[],0,0,324796,0,8,""
1597,166,0,[],[],"",1,"",[],0,[],[],[],"",[824],0,0,324800,0,8,""
1598,166,1,[],[],"","","Talk to Whakano",[],0,"[""Talk to Whakano""]",[],[],"",[891],0,0,324846,0,8,""
1599,166,2,[2281],[],"","","Escape the Facility",[],0,"[""Escape with the Slaver's Records""]",[],[],"",[],0,0,324926,0,8,""
1600,166,3,"[2215,1892]",[],"","","Take the Slaver's Records and Escape",[],0,"[""Take the Slaver's Records and Escape""]",[],[],"",[],0,0,325094,0,8,""
1601,166,4,"[2215,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,325250,0,8,""
1602,166,5,"[2215,1893]",[],"","","Steal the Slaver's Records Before Lockdown",[],0,"[""Steal the Slaver's Records before Lockdown""]",[],[],"",[],0,0,325442,0,8,""
1603,166,6,"[2215,1891]",[],"","","Steal the Slaver's Records ",[],0,"[""Steal the Slaver's Records""]",[],[],"",[],0,0,325572,0,8,""
1604,166,7,"[2215,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,325638,0,8,""
1605,166,8,"[2215,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,325700,0,8,""
1606,166,9,[2248],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[857],0,0,325798,0,8,""
1607,166,10,[2248],[],"","","Talk to Whakano",[],0,"[""Talk to Whakano in the Rogue Harbour""]",[],[],"",[],0,0,325886,0,8,""
1608,167,0,[],[],"",1,"",[],0,[],[],[],"",[892],0,0,325890,0,8,""
1609,167,1,[],[],"","","Talk to Whakano",[],0,"[""Talk to Whakano""]",[],[],"",[825],0,0,325936,0,8,""
1610,167,2,"[2216,2289]",[],"","","Defeat Friedrich Tarollo",[],0,"[""Defeat Friedrich Tarollo""]",[],[],"",[],0,0,326056,0,8,""
1611,167,3,"[2216,1891]",[],"","","Find and Kill Friedrich Tarollo",[],0,"[""Find and Kill Friedrich Tarollo""]",[],[],"",[],0,0,326204,0,8,""
1612,167,4,"[2216,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,326270,0,8,""
1613,167,5,"[2216,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,326332,0,8,""
1614,167,6,[2249],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[858],0,0,326430,0,8,""
1615,167,7,[2249],[],"","","Talk to Whakano",[],0,"[""Talk to Whakano in the Rogue Harbour""]",[],[],"",[],0,0,326518,0,8,""
1616,168,0,[],[],"",1,"",[],0,[],[],[],"",[826],0,0,326522,0,8,""
1617,168,1,[],[],"","","Talk to Faustus",[],0,"[""Talk to Faustus""]",[],[],"",[893],0,0,326602,0,8,""
1618,168,2,[2283],[],"","","Escape the Facility",[],0,"[""Escape with Admiral Darnaw's Papers""]",[],[],"",[],0,0,326688,0,8,""
1619,168,3,"[2217,1892]",[],"","","Take Admiral Darnaw's Papers and Escape",[],0,"[""Take Admiral Darnaw's Papers and Escape""]",[],[],"",[],0,0,326868,0,8,""
1620,168,4,"[2217,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,327024,0,8,""
1621,168,5,"[2217,1893]",[],"","","Steal Admiral Darnaw's Papers Before Lockdown",[],0,"[""Steal Admiral Darnaw's Papers before Lockdown""]",[],[],"",[],0,0,327228,0,8,""
1622,168,6,"[2217,1891]",[],"","","Steal Admiral Darnaw's Papers",[],0,"[""Steal Admiral Darnaw's Papers""]",[],[],"",[],0,0,327368,0,8,""
1623,168,7,"[2217,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,327434,0,8,""
1624,168,8,"[2217,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,327496,0,8,""
1625,168,9,[2250],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[859],0,0,327594,0,8,""
1626,168,10,[2250],[],"","","Talk to Faustus",[],0,"[""Talk to Faustus in the Rogue Harbour""]",[],[],"",[],0,0,327682,0,8,""
1627,169,0,[],[],"",1,"",[],0,[],[],[],"",[827],0,0,327686,0,8,""
1628,169,1,[],[],"","","Talk to Faustus",[],0,"[""Talk to Faustus""]",[],[],"",[894],0,0,327732,0,8,""
1629,169,2,[2284],[],"","","Escape the Facility",[],0,"[""Escape with the Fleet Orders""]",[],[],"",[],0,0,327804,0,8,""
1630,169,3,[2287],[],"","","Take the Fleet Orders and Escape",[],0,"[""Take the Fleet Orders and Escape""]",[],[],"",[],0,0,327952,0,8,""
1631,169,4,"[2218,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,328108,0,8,""
1632,169,5,"[2218,2290,1893]",[],"","","Plant Admiral Darnaw's Papers Before Lockdown",[],0,"[""Place Admiral Darnaw's Papers on Captain Fidium's desk before Lockdown""]",[],[],"",[],0,0,328366,0,8,""
1633,169,6,"[2218,2290,1891]",[],"","","Plant Admiral Darnaw's Papers",[],0,"[""Place Admiral Darnaw's Papers on Captain Fidium's desk""]",[],[],"",[],0,0,328560,0,8,""
1634,169,7,"[2218,2290,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,328630,0,8,""
1635,169,8,"[2218,2290,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,328696,0,8,""
1636,169,9,"[2251,2290]",[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[860],0,0,328798,0,8,""
1637,169,10,[2251],[],"","","",[],0,"[""Take Admiral Darnaw's Papers from Faustus""]",[],[],"",[860],0,0,328900,0,8,""
1638,169,11,[2251],[],"","","Talk to Faustus",[],0,"[""Talk to Faustus in the Rogue Harbour""]",[],[],"",[],0,0,328988,0,8,""
1639,170,0,[],[],"",1,"",[],0,[],[],[],"",[895],0,0,328992,0,8,""
1640,170,1,[],[],"","","Talk to Faustus",[],0,"[""Talk to Faustus""]",[],[],"",[828],0,0,329038,0,8,""
1641,170,2,"[2219,2289]",[],"","","Kill Admiral Darnaw",[],0,"[""Kill Admiral Darnaw""]",[],[],"",[],0,0,329138,0,8,""
1642,170,3,"[2219,1891]",[],"","","Find and Kill Admiral Darnaw",[],0,"[""Find and Kill Admiral Darnaw""]",[],[],"",[],0,0,329274,0,8,""
1643,170,4,"[2219,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,329340,0,8,""
1644,170,5,"[2219,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,329402,0,8,""
1645,170,6,[2252],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[861],0,0,329500,0,8,""
1646,170,7,[2252],[],"","","Talk to Faustus",[],0,"[""Talk to Faustus in the Rogue Harbour""]",[],[],"",[],0,0,329588,0,8,""
1647,171,0,[],[],"",1,"",[],0,[],[],[],"",[829],0,0,329592,0,8,""
1648,171,1,[2286],[2220],"","","Talk to Kurai",[],0,"[""Talk to Kurai""]",[],[],"",[],0,0,329638,0,8,""
1649,171,2,[2286],[],"","","Escape the Facility",[],0,"[""Escape with \""O' Eternal\""""]",[],[],"",[],0,0,329702,0,8,""
1650,171,3,"[2220,1892]",[],"","","Take \""O' Eternal\"" and Escape",[],0,"[""Take \""O' Eternal\"" and Escape""]",[],[],"",[],0,0,329838,0,8,""
1651,171,4,"[2220,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],0,0,329994,0,8,""
1652,171,5,"[2220,1893]",[],"","","Steal \""O' Eternal\"" Before Lockdown",[],0,"[""Steal \""O' Eternal\"" before Lockdown""]",[],[],"",[],0,0,330154,0,8,""
1653,171,6,"[2220,1891]",[],"","","Steal \""O' Eternal\""",[],0,"[""Steal \""O' Eternal\""""]",[],[],"",[],0,0,330250,0,8,""
1654,171,7,"[2220,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,330316,0,8,""
1655,171,8,"[2220,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,330378,0,8,""
1656,171,9,[2253],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[862],0,0,330476,0,8,""
1657,171,10,[2253],[],"","","Talk to Kurai",[],0,"[""Talk to Kurai in the Rogue Harbour""]",[],[],"",[],0,0,330560,0,8,""
1658,172,0,[],[],"",1,"",[],0,[],[],[],"",[897],0,0,330564,0,8,""
1659,172,1,[],[2221],"","","Talk to Kurai",[],0,"[""Talk to Kurai""]",[],[],"",[830],0,0,330610,0,8,""
1660,172,2,[],[],"","","Leave with Kurai",[],0,"[""Leave with Kurai""]",[],[],"",[830],0,0,330694,0,8,""
1661,172,3,"[2221,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[],1,0,330850,0,8,""
1662,172,4,"[2221,1893]",[],"","","Negotiate with the Client Before Lockdown",[],0,"[""Negotiate with the Client Before Lockdown""]",[],[],"",[],0,0,331042,0,8,""
1663,172,5,"[2221,1891]",[],"","","Negotiate with the Client",[],0,"[""Negotiate with the Client""]",[],[],"",[],0,0,331166,0,8,""
1664,172,6,"[2221,1889]",[],"","","Enter the Client's Mansion",[],0,"[""Enter the Client's Mansion""]",[],[],"",[],0,0,331294,0,8,""
1665,172,7,"[2221,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,331356,0,8,""
1666,172,8,[2254],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[863],0,0,331454,0,8,""
1667,172,9,[2254],[],"","","Talk to Kurai",[],0,"[""Talk to Kurai in the Rogue Harbour""]",[],[],"",[],0,0,331538,0,8,""
1668,173,0,[],[],"",1,"",[],0,[],[],[],"",[898],0,0,331542,0,8,""
1669,173,1,[],[2222],"","","Talk to Kurai",[],0,"[""Talk to Kurai""]",[],[],"",[831],0,0,331588,0,8,""
1670,173,2,[],[],"","","Escape the Facility",[],0,"[""Escape the Facility""]",[],[],"",[831],0,0,331642,0,8,""
1671,173,3,"[2222,1894]",[],"","","Contract Failed",[],0,"[""Contract Failed\nReturn to the Rogue Harbour and await a new Contract""]",[],[],"",[831],0,0,331802,0,8,""
1672,173,4,"[2222,1893]",[],"","","Rescue Hana before Lockdown",[],0,"[""Rescue Hana before Lockdown""]",[],[],"",[],0,0,331934,0,8,""
1673,173,5,"[2222,1891]",[],"","","Rescue Hana",[],0,"[""Rescue Hana""]",[],[],"",[],0,0,332002,0,8,""
1674,173,6,"[2222,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,332068,0,8,""
1675,173,7,"[2222,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,332130,0,8,""
1676,173,8,[2255],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[864],0,0,332228,0,8,""
1677,173,9,[2255],[],"","","Talk to Kurai",[],0,"[""Talk to Kurai in the Rogue Harbour""]",[],[],"",[],0,0,332312,0,8,""
1678,174,0,[],[],"",1,"",[],0,[],[],[],"",[899],0,0,332316,0,8,""
1679,174,1,[],[],"","","Talk to Kurai",[],0,"[""Talk to Kurai""]",[],[],"",[832],0,0,332358,0,8,""
1680,174,2,"[2223,2289]",[],"","","Defeat the Vox Twins",[],0,"[""Defeat the Vox Twins""]",[],[],"",[],0,0,332462,0,8,""
1681,174,3,"[2223,1891]",[],"","","Find the Vox Twins and Kill Them",[],0,"[""Find the Vox Twins and Kill Them""]",[],[],"",[],0,0,332614,0,8,""
1682,174,4,"[2223,1889]",[],"","","Break into the Facility",[],0,"[""Break into the Facility""]",[],[],"",[],0,0,332680,0,8,""
1683,174,5,"[2223,1896]",[],"","","Enter Adiyah's Portal",[],0,"[""Enter Adiyah's Portal""]",[],[],"",[],0,0,332742,0,8,""
1684,174,6,[2256],[],"","","Initiate the Contract",[],0,"[""Talk to Adiyah to initiate the Contract""]",[],[],"",[865],0,0,332840,0,8,""
1685,174,7,[2256],[],"","","Talk to Kurai",[],0,"[""Talk to Kurai in the Rogue Harbour""]",[],[],"",[],0,0,332924,0,8,""
1686,175,0,[],[],"Quest Complete - You have bested the Maven's challenges and been rewarded for doing so.",1,"Quest Complete",[],0,[],[],[],"","[974,975,976,977,978]",0,0,333122,0,8,""
1687,175,1,"[2334,2346]",[],"Defeat all of the Maven's creations.","","Complete the Maven's Challenge",[],0,"[""Complete the Maven's Challenge""]",[],[],"",[],0,0,333342,0,8,""
1688,175,2,"[2334,2345]",[],"Use the device to begin the Maven's challenge.","","Initiate the Maven's Challenge",[],0,"[""Initiate the Maven's Challenge""]",[],[],"",[],0,0,333582,0,8,""
1689,175,3,"[2334,2343]",[],"Enter the Maven's Crucible to attempt her challenge.","","Enter the Maven's Crucible",[],0,"[""Enter the Maven's Crucible""]",[],[],"",[],0,0,333818,0,8,""
1690,175,4,"[2334,2344]","[2298,2299,2300,2301,2349]","The Maven has offered an Invitation to a challenge of her own creation. Attempt it by placing it in the Map Device.","","Pick Up the Maven's Invitation",[],0,"[""Pick Up the Maven's Invitation""]",[],[],"",[],0,0,334216,0,8,""
1691,175,5,[2349],[],"The Maven has offered an Invitation to a challenge of her own creation. Attempt it by placing it in the Map Device.","","Accept the Maven's Invitation",[],0,"[""Use the Maven's Invitation in the Map Device""]",[],[],"","[426,1104]",1,0,334390,0,8,""
1692,175,6,[2301],[],"The Maven has offered an Invitation to a challenge of her own creation. Attempt it by placing it in the Map Device.","","Accept the Maven's Invitation",[],0,"[""Use the Maven's Invitation in the Map Device""]",[],[],"","[426,1103]",1,0,334506,0,8,""
1693,175,7,[2300],[],"The Maven has offered an Invitation to a challenge of her own creation. Attempt it by placing it in the Map Device.","","Accept the Maven's Invitation",[],0,"[""Use the Maven's Invitation in the Map Device""]",[],[],"","[426,1102]",1,0,334622,0,8,""
1694,175,8,[2299],[],"The Maven has offered an Invitation to a challenge of her own creation. Attempt it by placing it in the Map Device.","","Accept the Maven's Invitation",[],0,"[""Use the Maven's Invitation in the Map Device""]",[],[],"","[426,1101]",1,0,334738,0,8,""
1695,175,9,[2298],[],"The Maven has offered an Invitation to a challenge of her own creation. Attempt it by placing it in the Map Device.","","Accept the Maven's Invitation",[],0,"[""Use the Maven's Invitation in the Map Device""]",[],[],"","[426,1100]",1,0,334854,0,8,""
1696,176,0,[],[],"Quest Complete - You have bested the Maven's challenges and been rewarded for doing so.",1,"Quest Complete",[],0,[],[],[],"",[983],0,0,334862,0,8,""
1697,176,1,"[2335,2346]",[2347],"Defeat all of the Maven's creations.","","Complete the Maven's Challenge",[],0,"[""Complete the Maven's Challenge""]",[],[],"",[],0,0,334946,0,8,""
1698,176,2,"[2335,2345]",[2347],"Use the device to begin the Maven's challenge.","","Initiate the Maven's Challenge",[],0,"[""Initiate the Maven's Challenge""]",[],[],"",[],0,0,335030,0,8,""
1699,176,3,"[2335,2343]",[],"Enter the Maven's Crucible to attempt her challenge.","","Enter the Maven's Crucible",[],0,"[""Enter the Maven's Crucible""]",[],[],"",[],0,0,335102,0,8,""
1700,176,4,"[2335,2344]","[2302,2303,2304,2305,2350]","The Maven has offered an Invitation to a challenge of her own creation. Attempt it by placing it in the Map Device.","","Pick Up the Maven's Invitation",[],0,"[""Pick Up the Maven's Invitation""]",[],[],"",[],0,0,335202,0,8,""
1701,176,5,[],"[2302,2303,2304,2305,2350]","Call the Maven to maps in {0} and complete them as she watches.","","",[],0,"[""Complete Maps in {0} to find the Maven's Invitation""]",[],[],"",[1019],0,0,335470,0,6,""
1702,176,6,[2350],[],"The Maven has invited you to attempt a greater challenge. Use the Invitation in your Map Device to attempt it.","","Accept the Maven's Invitation",[],0,"[""Use the Maven's Invitation in the Map Device""]",[],[],"","[982,1019]",0,0,335806,0,8,""
1703,176,7,[],[],"Call the Maven to maps in {0} and complete them as she watches. You have defeated {1} out of {2}.","","",[],0,"[""Collect Map Bosses in {0} with 4 Watchstones socketed ({1}/{2})""]",[],[],"",[982],0,0,336146,0,5,""
1704,176,8,[2305],[],"The Maven has invited you to attempt a greater challenge. Use the Invitation in your Map Device to attempt it.","","Accept the Maven's Invitation",[],0,"[""Use the Maven's Invitation in the Map Device""]",[],[],"","[981,1019]",0,0,336258,0,8,""
1705,176,9,[],[],"Call the Maven to maps in {0} and complete them as she watches. You have defeated {1} out of {2}.","","",[],0,"[""Collect Map Bosses in {0} with at least 3 Watchstones socketed ({1}/{2})""]",[],[],"",[981],0,0,336418,0,5,""
