"rownum","Id","CharactersKey","Text","Mono_AudioFile","Stereo_AudioFile","HasStereo","bool","Video","i32","i32","i32","i32","i32","i32","i32","rid"
9676,"MavenTier2BossClone6","","Twinned!","Audio/Dialogue/NPC/Maven/Maven_71_02_B.ogg","","","","",1,0,1,1,0,3870080,0,""
9677,"MavenTier2BossClone7","","Twinned!","Audio/Dialogue/NPC/Maven/Maven_71_02_C.ogg","","","","",1,0,1,1,0,3870228,0,""
9678,"MavenTier2BossClone8","","Twinned!","Audio/Dialogue/NPC/Maven/Maven_71_02_D.ogg","","","","",1,0,1,1,0,3870376,0,""
9679,"MavenTier2SpaceChargesRandom","","Powered up!","Audio/Dialogue/NPC/Maven/Maven_72_01_A.ogg","","","","",1,0,1,1,0,3870566,0,""
9680,"MavenTier2SpaceCharges2","","Powered up...!","Audio/Dialogue/NPC/Maven/Maven_72_01_B.ogg","","","","",1,0,1,1,0,3870752,0,""
9681,"MavenTier2SpaceCharges3","","Powered up.","Audio/Dialogue/NPC/Maven/Maven_72_01_C.ogg","","","","",1,0,1,1,0,3870932,0,""
9682,"MavenTier2SpaceCharges4","","Strengthen!","Audio/Dialogue/NPC/Maven/Maven_72_02_A.ogg","","","","",1,0,1,1,0,3871112,0,""
9683,"MavenTier2SpaceCharges5","","Strengthen!","Audio/Dialogue/NPC/Maven/Maven_72_02_B.ogg","","","","",1,0,1,1,0,3871266,0,""
9684,"MavenTier2SpaceCharges6","","Strengthen!","Audio/Dialogue/NPC/Maven/Maven_72_02_C.ogg","","","","",1,0,1,1,0,3871420,0,""
9685,"MavenTier2SpaceCharges7","","Strengthen...","Audio/Dialogue/NPC/Maven/Maven_72_02_D.ogg","","","","",1,0,1,1,0,3871604,0,""
9686,"MavenTier2VoidZonesRandom","","Waste away.","Audio/Dialogue/NPC/Maven/Maven_73_A.ogg","","","","",1,0,1,1,0,3871782,0,""
9687,"MavenTier2VoidZones2","","Waste away!","Audio/Dialogue/NPC/Maven/Maven_73_B.ogg","","","","",1,0,1,1,0,3871950,0,""
9688,"MavenTier2VoidZones3","","Waste away...","Audio/Dialogue/NPC/Maven/Maven_73_C.ogg","","","","",1,0,1,1,0,3872122,0,""
9689,"MavenTier2VoidZones4","","Waste away!","Audio/Dialogue/NPC/Maven/Maven_73_D.ogg","","","","",1,0,1,1,0,3872264,0,""
9690,"MavenTier2AoERandom","","Crushed!","Audio/Dialogue/NPC/Maven/Maven_74_01_A.ogg","","","","",1,0,1,1,0,3872430,0,""
9691,"MavenTier2AoE2","","Mm, crushed!","Audio/Dialogue/NPC/Maven/Maven_74_01_B.ogg","","","","",1,0,1,1,0,3872594,0,""
9692,"MavenTier2AoE3","","Crunched!","Audio/Dialogue/NPC/Maven/Maven_74_02_A.ogg","","","","",1,0,1,1,0,3872752,0,""
9693,"MavenTier2AoE4","","Crunched!","Audio/Dialogue/NPC/Maven/Maven_74_02_B.ogg","","","","",1,0,1,1,0,3872888,0,""
9694,"MavenTier2AoE5","","Crunched!","Audio/Dialogue/NPC/Maven/Maven_74_02_C.ogg","","","","",1,0,1,1,0,3873024,0,""
9695,"MavenTier2AoE6","","Smother!","Audio/Dialogue/NPC/Maven/Maven_74_03_A.ogg","","","","",1,0,1,1,0,3873180,0,""
9696,"MavenTier2AoE7","","Smother...!","Audio/Dialogue/NPC/Maven/Maven_74_03_B.ogg","","","","",1,0,1,1,0,3873342,0,""
9697,"MavenTier2AoE8","","Smother!","Audio/Dialogue/NPC/Maven/Maven_74_03_C.ogg","","","","",1,0,1,1,0,3873478,0,""
9698,"MavenTier2AoE9","","Destroy!","Audio/Dialogue/NPC/Maven/Maven_74_04_A.ogg","","","","",1,0,1,1,0,3873634,0,""
9699,"MavenTier2AoE10","","Destroy!","Audio/Dialogue/NPC/Maven/Maven_74_04_B.ogg","","","","",1,0,1,1,0,3873772,0,""
9700,"MavenTier2AoE11","","Destroy.","Audio/Dialogue/NPC/Maven/Maven_74_04_C.ogg","","","","",1,0,1,1,0,3873930,0,""
9701,"MavenTier2AoE12","","Break.","Audio/Dialogue/NPC/Maven/Maven_74_05_A.ogg","","","","",1,0,1,1,0,3874084,0,""
9702,"MavenTier2AoE13","","Break.","Audio/Dialogue/NPC/Maven/Maven_74_05_B.ogg","","","","",1,0,1,1,0,3874222,0,""
9703,"MavenTier2AoE14","","Break!","Audio/Dialogue/NPC/Maven/Maven_74_05_C.ogg","","","","",1,0,1,1,0,3874376,0,""
9704,"MavenTier2ProjectilesRandom","","Dodge. Quick!","Audio/Dialogue/NPC/Maven/Maven_75_01_A.ogg","","","","",1,0,1,1,0,3874568,0,""
9705,"MavenTier2Projectiles2","","Dodge. Quick.","Audio/Dialogue/NPC/Maven/Maven_75_01_B.ogg","","","","",1,0,1,1,0,3874750,0,""
9706,"MavenTier2Projectiles3","","Dodge. Quick!","Audio/Dialogue/NPC/Maven/Maven_75_01_C.ogg","","","","",1,0,1,1,0,3874902,0,""
9707,"MavenTier2Projectiles4","","Dodge! Quick!","Audio/Dialogue/NPC/Maven/Maven_75_01_D.ogg","","","","",1,0,1,1,0,3875084,0,""
9708,"MavenTier2Projectiles5","","Dance. Pain.","Audio/Dialogue/NPC/Maven/Maven_75_02_A.ogg","","","","",1,0,1,1,0,3875264,0,""
9709,"MavenTier2Projectiles6","","Dance. Pain!","Audio/Dialogue/NPC/Maven/Maven_75_02_B.ogg","","","","",1,0,1,1,0,3875444,0,""
9710,"MavenTier2Projectiles7","","Dance. Pain.","Audio/Dialogue/NPC/Maven/Maven_75_02_C.ogg","","","","",1,0,1,1,0,3875596,0,""
9711,"MavenTier2Projectiles8","","Dance. Pain.","Audio/Dialogue/NPC/Maven/Maven_75_02_D.ogg","","","","",1,0,1,1,0,3875748,0,""
9712,"MavenTier2Projectiles9","","Evade.","Audio/Dialogue/NPC/Maven/Maven_75_03_A.ogg","","","","",1,0,1,1,0,3875916,0,""
9713,"MavenTier2Projectiles10","","Evade.","Audio/Dialogue/NPC/Maven/Maven_75_03_B.ogg","","","","",1,0,1,1,0,3876070,0,""
9714,"MavenTier2Projectiles11","","Evade.","Audio/Dialogue/NPC/Maven/Maven_75_03_C.ogg","","","","",1,0,1,1,0,3876224,0,""
9715,"MavenTier2Projectiles12","","Evade.","Audio/Dialogue/NPC/Maven/Maven_75_03_D.ogg","","","","",1,0,1,1,0,3876378,0,""
9716,"MavenTier2BuffsRandom","","More power!","Audio/Dialogue/NPC/Maven/Maven_76_01_A.ogg","","","","",1,0,1,1,0,3876554,0,""
9717,"MavenTier2Buffs2","","More power!","Audio/Dialogue/NPC/Maven/Maven_76_01_B.ogg","","","","",1,0,1,1,0,3876694,0,""
9718,"MavenTier2Buffs3","","More power!","Audio/Dialogue/NPC/Maven/Maven_76_01_C.ogg","","","","",1,0,1,1,0,3876834,0,""
9719,"MavenTier2Buffs4","","Strength. Rise!","Audio/Dialogue/NPC/Maven/Maven_76_02_A.ogg","","","","",1,0,1,1,0,3877008,0,""
9720,"MavenTier2Buffs5","","Strength. Rise!","Audio/Dialogue/NPC/Maven/Maven_76_02_B.ogg","","","","",1,0,1,1,0,3877148,0,""
9721,"MavenTier2Buffs6","","Strength. Rise!","Audio/Dialogue/NPC/Maven/Maven_76_02_C.ogg","","","","",1,0,1,1,0,3877288,0,""
9722,"MavenTier2Buffs7","","Imbued!","Audio/Dialogue/NPC/Maven/Maven_76_03_A.ogg","","","","",1,0,1,1,0,3877446,0,""
9723,"MavenTier2Buffs8","","Imbued!","Audio/Dialogue/NPC/Maven/Maven_76_03_B.ogg","","","","",1,0,1,1,0,3877586,0,""
9724,"MavenTier2Buffs9","","Imbued!","Audio/Dialogue/NPC/Maven/Maven_76_03_C.ogg","","","","",1,0,1,1,0,3877726,0,""
9725,"MavenTier2Buffs10","","Mightier!","Audio/Dialogue/NPC/Maven/Maven_76_04_A.ogg","","","","",1,0,1,1,0,3877890,0,""
9726,"MavenTier2Buffs11","","Mightier!","Audio/Dialogue/NPC/Maven/Maven_76_04_B.ogg","","","","",1,0,1,1,0,3878032,0,""
9727,"MavenTier2Buffs12","","Mightier!","Audio/Dialogue/NPC/Maven/Maven_76_04_C.ogg","","","","",1,0,1,1,0,3878174,0,""
9728,"MavenTier3BossFightEncounterRandom","","Murder each other!","Audio/Dialogue/NPC/Maven/Maven_77_01_A.ogg","","","","",1,0,1,1,0,3878390,0,""
9729,"MavenTier3BossFightEncounter2","","Murder each other!","Audio/Dialogue/NPC/Maven/Maven_77_01_B.ogg","","","","",1,0,1,1,0,3878556,0,""
9730,"MavenTier3BossFightEncounter3","","Murder each other!","Audio/Dialogue/NPC/Maven/Maven_77_01_C.ogg","","","","",1,0,1,1,0,3878722,0,""
9731,"MavenTier3BossFightEncounter4","","A joyous conflict!","Audio/Dialogue/NPC/Maven/Maven_77_02_A.ogg","","","","",1,0,1,1,0,3878928,0,""
9732,"MavenTier3BossFightEncounter5","","A joyous conflict!","Audio/Dialogue/NPC/Maven/Maven_77_02_B.ogg","","","","",1,0,1,1,0,3879094,0,""
9733,"MavenTier3BossFightEncounter6","","A joyous conflict!","Audio/Dialogue/NPC/Maven/Maven_77_02_C.ogg","","","","",1,0,1,1,0,3879260,0,""
9734,"MavenTier3BossFightEncounter7","","Contest until death!","Audio/Dialogue/NPC/Maven/Maven_77_03_A.ogg","","","","",1,0,1,1,0,3879470,0,""
9735,"MavenTier3BossFightEncounter8","","Contest until death!","Audio/Dialogue/NPC/Maven/Maven_77_03_B.ogg","","","","",1,0,1,1,0,3879636,0,""
9736,"MavenTier3BossFightEncounter9","","Contest until death!","Audio/Dialogue/NPC/Maven/Maven_77_03_C.ogg","","","","",1,0,1,1,0,3879802,0,""
9737,"MavenTier3BossFightEncounter10","","Struggle. Prove strongest.","Audio/Dialogue/NPC/Maven/Maven_77_04_A.ogg","","","","",1,0,1,1,0,3880026,0,""
9738,"MavenTier3BossFightEncounter11","","Struggle. Prove strongest.","Audio/Dialogue/NPC/Maven/Maven_77_04_B.ogg","","","","",1,0,1,1,0,3880194,0,""
9739,"MavenTier3BossFightEncounter12","","Struggle. Prove strongest.","Audio/Dialogue/NPC/Maven/Maven_77_04_C.ogg","","","","",1,0,1,1,0,3880362,0,""
9740,"MavenTier3BossFightEncounter13","","Remove boredom. Kill.","Audio/Dialogue/NPC/Maven/Maven_77_05_A.ogg","","","","",1,0,1,1,0,3880576,0,""
9741,"MavenTier3BossFightEncounter14","","Remove boredom. Kill.","Audio/Dialogue/NPC/Maven/Maven_77_05_B.ogg","","","","",1,0,1,1,0,3880744,0,""
9742,"MavenTier3BossFightEncounter15","","Remove boredom. Kill.","Audio/Dialogue/NPC/Maven/Maven_77_05_C.ogg","","","","",1,0,1,1,0,3880912,0,""
9743,"MavenTier3BossFightEncounter16","","More fights!","Audio/Dialogue/NPC/Maven/Maven_77_06_A.ogg","","","","",1,0,1,1,0,3881108,0,""
9744,"MavenTier3BossFightEncounter17","","More fights!","Audio/Dialogue/NPC/Maven/Maven_77_06_B.ogg","","","","",1,0,1,1,0,3881276,0,""
9745,"MavenTier3BossFightEncounter18","","More fights!","Audio/Dialogue/NPC/Maven/Maven_77_06_C.ogg","","","","",1,0,1,1,0,3881444,0,""
9746,"MavenTier3BossFightEncounter19","","More fights!","Audio/Dialogue/NPC/Maven/Maven_77_06_D.ogg","","","","",1,0,1,1,0,3881612,0,""
9747,"MavenTier3BossFightEncounter20","","Take out anger until dead.","Audio/Dialogue/NPC/Maven/Maven_77_07_A.ogg","","","","",1,0,1,1,0,3881836,0,""
9748,"MavenTier3BossFightEncounter21","","Take out anger until dead.","Audio/Dialogue/NPC/Maven/Maven_77_07_B.ogg","","","","",1,0,1,1,0,3882004,0,""
9749,"MavenTier3BossFightEncounter22","","Take out anger until dead.","Audio/Dialogue/NPC/Maven/Maven_77_07_C.ogg","","","","",1,0,1,1,0,3882172,0,""
9750,"MavenTier3BossFightEncounter23","","Fight for survival!","Audio/Dialogue/NPC/Maven/Maven_77_08_A.ogg","","","","",1,0,1,1,0,3882382,0,""
9751,"MavenTier3BossFightEncounter24","","Fight for survival!","Audio/Dialogue/NPC/Maven/Maven_77_08_B.ogg","","","","",1,0,1,1,0,3882550,0,""
9752,"MavenTier3BossFightEncounter25","","Fight for survival!","Audio/Dialogue/NPC/Maven/Maven_77_08_C.ogg","","","","",1,0,1,1,0,3882718,0,""
9753,"MavenTier3BossFightEncounter26","","Hold my attention.","Audio/Dialogue/NPC/Maven/Maven_77_09_A.ogg","","","","",1,0,1,1,0,3882926,0,""
9754,"MavenTier3BossFightEncounter27","","Hold my attention!","Audio/Dialogue/NPC/Maven/Maven_77_09_B.ogg","","","","",1,0,1,1,0,3883134,0,""
9755,"MavenTier3BossFightEncounter28","","Hold my attention...","Audio/Dialogue/NPC/Maven/Maven_77_09_C.ogg","","","","",1,0,1,1,0,3883346,0,""
9756,"MavenTier3BossVictoryRandom","","Collect another!","Audio/Dialogue/NPC/Maven/Maven_78_01_A.ogg","","","","",0,0,1,1,0,3883544,0,""
9757,"MavenTier3BossVictory2","","Collect another.","Audio/Dialogue/NPC/Maven/Maven_78_01_B.ogg","","","","",0,0,1,1,0,3883732,0,""
9758,"MavenTier3BossVictory3","","Collect another...","Audio/Dialogue/NPC/Maven/Maven_78_01_C.ogg","","","","",0,0,1,1,0,3883924,0,""
9759,"MavenTier3BossVictory4","","Death. Brings. Joy.","Audio/Dialogue/NPC/Maven/Maven_78_02_A.ogg","","","","",0,0,1,1,0,3884118,0,""
9760,"MavenTier3BossVictory5","","Death brings joy.","Audio/Dialogue/NPC/Maven/Maven_78_02_B.ogg","","","","",0,0,1,1,0,3884308,0,""
9761,"MavenTier3BossVictory6","","Death brings joy...","Audio/Dialogue/NPC/Maven/Maven_78_02_C.ogg","","","","",0,0,1,1,0,3884502,0,""
9762,"MavenTier3BossVictory7","","Sprayed blood floats.","Audio/Dialogue/NPC/Maven/Maven_78_03_A.ogg","","","","",0,0,1,1,0,3884700,0,""
9763,"MavenTier3BossVictory8","","Sprayed blood floats...","Audio/Dialogue/NPC/Maven/Maven_78_03_B.ogg","","","","",0,0,1,1,0,3884902,0,""
9764,"MavenTier3BossVictory9","","Sprayed blood floats.","Audio/Dialogue/NPC/Maven/Maven_78_03_C.ogg","","","","",0,0,1,1,0,3885054,0,""
9765,"MavenTier3BossVictory10","","One more new toy.","Audio/Dialogue/NPC/Maven/Maven_78_04_A.ogg","","","","",0,0,1,1,0,3885246,0,""
9766,"MavenTier3BossVictory11","","One more new toy.","Audio/Dialogue/NPC/Maven/Maven_78_04_B.ogg","","","","",0,0,1,1,0,3885400,0,""
9767,"MavenTier3BossVictory12","","One more new toy.","Audio/Dialogue/NPC/Maven/Maven_78_04_C.ogg","","","","",0,0,1,1,0,3885554,0,""
9768,"MavenTier3BossVictory13","","Must improve!","Audio/Dialogue/NPC/Maven/Maven_78_05_A.ogg","","","","",0,0,1,1,0,3885738,0,""
9769,"MavenTier3BossVictory14","","Must improve.","Audio/Dialogue/NPC/Maven/Maven_78_05_B.ogg","","","","",0,0,1,1,0,3885922,0,""
9770,"MavenTier3BossVictory15","","Must improve?","Audio/Dialogue/NPC/Maven/Maven_78_05_C.ogg","","","","",0,0,1,1,0,3886106,0,""
9771,"MavenTier3BossVictory16","","No challenge.","Audio/Dialogue/NPC/Maven/Maven_78_06_A.ogg","","","","",0,0,1,1,0,3886290,0,""
9772,"MavenTier3BossVictory17","","No challenge...","Audio/Dialogue/NPC/Maven/Maven_78_06_B.ogg","","","","",0,0,1,1,0,3886478,0,""
9773,"MavenTier3BossVictory18","","No challenge...","Audio/Dialogue/NPC/Maven/Maven_78_06_C.ogg","","","","",0,0,1,1,0,3886632,0,""
9774,"MavenTier3BossVictory19","","Delightful violence.","Audio/Dialogue/NPC/Maven/Maven_78_07_A.ogg","","","","",0,0,1,1,0,3886830,0,""
9775,"MavenTier3BossVictory20","","Delightful violence.","Audio/Dialogue/NPC/Maven/Maven_78_07_B.ogg","","","","",0,0,1,1,0,3886984,0,""
9776,"MavenTier3BossVictory21","","Delightful violence!","Audio/Dialogue/NPC/Maven/Maven_78_07_C.ogg","","","","",0,0,1,1,0,3887182,0,""
9777,"MavenTier3InvitationToFightRandom","","Fight to prove best!","Audio/Dialogue/NPC/Maven/Maven_79_01_A.ogg","","","","",1,0,1,1,0,3887400,0,""
9778,"MavenTier3InvitationToFight2","","Fight to prove best!","Audio/Dialogue/NPC/Maven/Maven_79_01_B.ogg","","","","",1,0,1,1,0,3887564,0,""
9779,"MavenTier3InvitationToFight3","","Crush challengers to dust!","Audio/Dialogue/NPC/Maven/Maven_79_02_A.ogg","","","","",1,0,1,1,0,3887784,0,""
9780,"MavenTier3InvitationToFight4","","Crush challengers to dust!","Audio/Dialogue/NPC/Maven/Maven_79_02_B.ogg","","","","",1,0,1,1,0,3887948,0,""
9781,"MavenTier3InvitationToFight5","","Crush challengers to dust!","Audio/Dialogue/NPC/Maven/Maven_79_02_C.ogg","","","","",1,0,1,1,0,3888112,0,""
9782,"MavenTier3InvitationToFight6","","Play game for gift.","Audio/Dialogue/NPC/Maven/Maven_79_03_A.ogg","","","","",1,0,1,1,0,3888318,0,""
9783,"MavenTier3InvitationToFight7","","Play game for gift?","Audio/Dialogue/NPC/Maven/Maven_79_03_B.ogg","","","","",1,0,1,1,0,3888524,0,""
9784,"MavenTier3InvitationToFight8","","Play game for gift!","Audio/Dialogue/NPC/Maven/Maven_79_03_C.ogg","","","","",1,0,1,1,0,3888730,0,""
9785,"MavenTier3InvitationToFight9","","Prove worth again!","Audio/Dialogue/NPC/Maven/Maven_79_04_A.ogg","","","","",1,0,1,1,0,3888934,0,""
9786,"MavenTier3InvitationToFight10","","Prove worth again.","Audio/Dialogue/NPC/Maven/Maven_79_04_B.ogg","","","","",1,0,1,1,0,3889140,0,""
9787,"MavenTier3InvitationToFight11","","Prove worth again.","Audio/Dialogue/NPC/Maven/Maven_79_04_C.ogg","","","","",1,0,1,1,0,3889306,0,""
9788,"MavenTier3InvitationToFight12","","Greater challenge waits.","Audio/Dialogue/NPC/Maven/Maven_79_05_A.ogg","","","","",1,0,1,1,0,3889524,0,""
9789,"MavenTier3InvitationToFight13","","Greater challenge waits!","Audio/Dialogue/NPC/Maven/Maven_79_05_B.ogg","","","","",1,0,1,1,0,3889742,0,""
9790,"MavenTier3InvitationToFight14","","Greater challenge waits.","Audio/Dialogue/NPC/Maven/Maven_79_05_C.ogg","","","","",1,0,1,1,0,3889908,0,""
9791,"MavenTier3InvitationToFight15","","A new challenge. Come.","Audio/Dialogue/NPC/Maven/Maven_79_06_A.ogg","","","","",1,0,1,1,0,3890122,0,""
9792,"MavenTier3InvitationToFight16","","A new challenge! Come.","Audio/Dialogue/NPC/Maven/Maven_79_06_B.ogg","","","","",1,0,1,1,0,3890336,0,""
9793,"MavenTier3InvitationToFight17","","A new challenge. Come...","Audio/Dialogue/NPC/Maven/Maven_79_06_C.ogg","","","","",1,0,1,1,0,3890554,0,""
9794,"MavenTier3PassivesWonRandom","","Victory gift.","Audio/Dialogue/NPC/Maven/Maven_80_01_A.ogg","","","","",1,0,1,1,0,3890746,0,""
9795,"MavenTier3PassivesWon2","","Victory gift.","Audio/Dialogue/NPC/Maven/Maven_80_01_B.ogg","","","","",1,0,1,1,0,3890898,0,""
9796,"MavenTier3PassivesWon3","","Victory gift.","Audio/Dialogue/NPC/Maven/Maven_80_01_C.ogg","","","","",1,0,1,1,0,3891050,0,""
9797,"MavenTier3PassivesWon4","","Entertained gift.","Audio/Dialogue/NPC/Maven/Maven_80_02_A.ogg","","","","",1,0,1,1,0,3891240,0,""
9798,"MavenTier3PassivesWon5","","Entertained gift.","Audio/Dialogue/NPC/Maven/Maven_80_02_B.ogg","","","","",1,0,1,1,0,3891392,0,""
9799,"MavenTier3PassivesWon6","","Entertained gift?","Audio/Dialogue/NPC/Maven/Maven_80_02_C.ogg","","","","",1,0,1,1,0,3891582,0,""
9800,"MavenTier3PassivesWon7","","Murdered gift.","Audio/Dialogue/NPC/Maven/Maven_80_03_A.ogg","","","","",1,0,1,1,0,3891766,0,""
9801,"MavenTier3PassivesWon8","","Murdered gift.","Audio/Dialogue/NPC/Maven/Maven_80_03_B.ogg","","","","",1,0,1,1,0,3891918,0,""
9802,"MavenTier3PassivesWon9","","Murdered gift?","Audio/Dialogue/NPC/Maven/Maven_80_03_C.ogg","","","","",1,0,1,1,0,3892102,0,""
9803,"MavenTier3PassivesWon10","","Victory. New possession. Seize it.","Audio/Dialogue/NPC/Maven/Maven_80_04_A.ogg","","","","",1,0,1,1,0,3892328,0,""
9804,"MavenTier3PassivesWon11","","Victory. New possession. Seize it.","Audio/Dialogue/NPC/Maven/Maven_80_04_B.ogg","","","","",1,0,1,1,0,3892482,0,""
9805,"MavenTier3PassivesWon12","","Held attention. Worthy.","Audio/Dialogue/NPC/Maven/Maven_80_05_A.ogg","","","","",1,0,1,1,0,3892686,0,""
9806,"MavenTier3PassivesWon13","","Held attention. Worthy!","Audio/Dialogue/NPC/Maven/Maven_80_05_B.ogg","","","","",1,0,1,1,0,3892890,0,""
9807,"MavenTier3PassivesWon14","","Held attention. Worthy.","Audio/Dialogue/NPC/Maven/Maven_80_05_C.ogg","","","","",1,0,1,1,0,3893044,0,""
9808,"MavenTier3PostfightPromptRandom","","Go get more.","Audio/Dialogue/NPC/Maven/Maven_81_01_A.ogg","","","","",1,0,1,1,0,3893242,0,""
9809,"MavenTier3PostfightPrompt8","","Go get more.","Audio/Dialogue/NPC/Maven/Maven_81_01_B.ogg","","","","",1,0,1,1,0,3893402,0,""
9810,"MavenTier3PostfightPrompt9","","Go get more.","Audio/Dialogue/NPC/Maven/Maven_81_01_C.ogg","","","","",1,0,1,1,0,3893562,0,""
9811,"MavenTier3PostfightPrompt10","","Do it again.","Audio/Dialogue/NPC/Maven/Maven_81_02_A.ogg","","","","",1,0,1,1,0,3893752,0,""
9812,"MavenTier3PostfightPrompt11","","Do it again.","Audio/Dialogue/NPC/Maven/Maven_81_02_B.ogg","","","","",1,0,1,1,0,3893914,0,""
9813,"MavenTier3PostfightPrompt12","","Do it again.","Audio/Dialogue/NPC/Maven/Maven_81_02_C.ogg","","","","",1,0,1,1,0,3894076,0,""
9814,"MavenTier3PostfightPrompt13","","Do it again.","Audio/Dialogue/NPC/Maven/Maven_81_02_D.ogg","","","","",1,0,1,1,0,3894238,0,""
9815,"MavenTier3PostfightPrompt14","","Fight and repeat.","Audio/Dialogue/NPC/Maven/Maven_81_03_A.ogg","","","","",1,0,1,1,0,3894438,0,""
9816,"MavenTier3PostfightPrompt15","","Fight and repeat.","Audio/Dialogue/NPC/Maven/Maven_81_03_B.ogg","","","","",1,0,1,1,0,3894600,0,""
9817,"MavenTier3PostfightPrompt16","","Fight and repeat.","Audio/Dialogue/NPC/Maven/Maven_81_03_C.ogg","","","","",1,0,1,1,0,3894762,0,""
9818,"MavenTier3PostfightPrompt17","","Fight and repeat.","Audio/Dialogue/NPC/Maven/Maven_81_03_D.ogg","","","","",1,0,1,1,0,3894924,0,""
9819,"MavenTier3PostfightPrompt18","","More. Go. Now!","Audio/Dialogue/NPC/Maven/Maven_81_04_A.ogg","","","","",1,0,1,1,0,3895118,0,""
9820,"MavenTier3PostfightPrompt19","","More. Go. Now!","Audio/Dialogue/NPC/Maven/Maven_81_04_B.ogg","","","","",1,0,1,1,0,3895280,0,""
9821,"MavenTier3PostfightPrompt20","","More. Go... now!","Audio/Dialogue/NPC/Maven/Maven_81_04_C.ogg","","","","",1,0,1,1,0,3895478,0,""
9822,"MavenTier3PostfightPrompt21","","Bored again. Go!","Audio/Dialogue/NPC/Maven/Maven_81_05_A.ogg","","","","",1,0,1,1,0,3895676,0,""
9823,"MavenTier3PostfightPrompt22","","Bored again. Go!","Audio/Dialogue/NPC/Maven/Maven_81_05_B.ogg","","","","",1,0,1,1,0,3895838,0,""
9824,"MavenTier3PostfightPrompt23","","Bored again. Go!","Audio/Dialogue/NPC/Maven/Maven_81_05_C.ogg","","","","",1,0,1,1,0,3896000,0,""
9825,"MavenTier3PostfightPrompt24","","Test over. New test?","Audio/Dialogue/NPC/Maven/Maven_81_06_A.ogg","","","","",1,0,1,1,0,3896206,0,""
9826,"MavenTier3PostfightPrompt25","","Test over. New test?","Audio/Dialogue/NPC/Maven/Maven_81_06_B.ogg","","","","",1,0,1,1,0,3896368,0,""
9827,"MavenTier3PostfightPrompt26","","Test over. New test?","Audio/Dialogue/NPC/Maven/Maven_81_06_C.ogg","","","","",1,0,1,1,0,3896530,0,""
9828,"MavenTier3PostfightPrompt27","","Quickly, again!","Audio/Dialogue/NPC/Maven/Maven_81_07_A.ogg","","","","",1,0,1,1,0,3896726,0,""
9829,"MavenTier3PostfightPrompt28","","Quickly, again!","Audio/Dialogue/NPC/Maven/Maven_81_07_B.ogg","","","","",1,0,1,1,0,3896888,0,""
9830,"MavenTier3PostfightPrompt29","","Quickly, again!","Audio/Dialogue/NPC/Maven/Maven_81_07_C.ogg","","","","",1,0,1,1,0,3897050,0,""
9831,"MavenTier3FirstOffAtlassBossEncounterRandom","","Murder this anomaly!","Audio/Dialogue/NPC/Maven/Maven_82_A.ogg","","","","",1,0,1,1,0,3897282,0,""
9832,"MavenTier3FirstOffAtlassBossEncounter2","","Murder this anomaly!","Audio/Dialogue/NPC/Maven/Maven_82_B.ogg","","","","",1,0,1,1,0,3897460,0,""
9833,"MavenTier3FirstOffAtlassBossEncounter3","","Murder this anomaly!","Audio/Dialogue/NPC/Maven/Maven_82_C.ogg","","","","",1,0,1,1,0,3897638,0,""
9834,"MavenTier3OffAtlasBossEncounterRandom","","Collect ancient power.","Audio/Dialogue/NPC/Maven/Maven_83_01_A.ogg","","","","",1,0,1,1,0,3897868,0,""
9835,"MavenTier3OffAtlasBossEncounter2","","Collect ancient power.","Audio/Dialogue/NPC/Maven/Maven_83_01_B.ogg","","","","",1,0,1,1,0,3898040,0,""
9836,"MavenTier3OffAtlasBossEncounter3","","Defeat strange might!","Audio/Dialogue/NPC/Maven/Maven_83_02_A.ogg","","","","",1,0,1,1,0,3898258,0,""
9837,"MavenTier3OffAtlasBossEncounter4","","Defeat strange might!","Audio/Dialogue/NPC/Maven/Maven_83_02_B.ogg","","","","",1,0,1,1,0,3898430,0,""
9838,"MavenTier3OffAtlasBossEncounter5","","Accumulation of the scarce.","Audio/Dialogue/NPC/Maven/Maven_83_03_A.ogg","","","","",1,0,1,1,0,3898660,0,""
9839,"MavenTier3OffAtlasBossEncounter6","","Accumulation of the scarce!","Audio/Dialogue/NPC/Maven/Maven_83_03_B.ogg","","","","",1,0,1,1,0,3898890,0,""
9840,"MavenTier3OffAtlasBossEncounter7","","Mm, accumulation of the scarce...","Audio/Dialogue/NPC/Maven/Maven_83_03_C.ogg","","","","",1,0,1,1,0,3899132,0,""
9841,"MavenTier3OffAtlasBossEncounter8","","Vanquish strange entity!","Audio/Dialogue/NPC/Maven/Maven_83_04_A.ogg","","","","",1,0,1,1,0,3899356,0,""
9842,"MavenTier3OffAtlasBossEncounter9","","Vanquish strange entity!","Audio/Dialogue/NPC/Maven/Maven_83_04_B.ogg","","","","",1,0,1,1,0,3899528,0,""
9843,"MavenTier3OffAtlasBossEncounter10","","Unusual. Kill it. Now.","Audio/Dialogue/NPC/Maven/Maven_83_05_A.ogg","","","","",1,0,1,1,0,3899750,0,""
9844,"MavenTier3OffAtlasBossEncounter11","","Hmm. Unusual. Kill it. Now.","Audio/Dialogue/NPC/Maven/Maven_83_05_B.ogg","","","","",1,0,1,1,0,3899982,0,""
