"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","rid","bool","[rid]","[rid]","[rid]","[rid]","i32","bool"
1466,"affliction_boss_final_degen_interal","You are taking Physical and Lightning Damage over Time","","","Electrifying Sight","[354,1988]",1,3,"","","","",18,1245,1,1,2,"",1,1,"",0,"","AfflictionBossFinalDeathZone","","","","","",4,"","",0,[],"","","","",[],[],"[354,1988]",[],0,""
1467,"affliction_boss_final_degen_external","You have reduced movement speed and are taking Physical and Cold Damage over Time","","","Chilling Vision","[354,1986,11008]",1,3,"","","","",18,1246,1,1,2,"",1,1,"",0,"","AfflictionBossFinalDeathZone","","","","","",4,"","",0,[],"","","","",[],[],"[354,1986,11008]",[],0,""
1468,"affliction_demon_cold_degen","You are taking Cold Damage over Time","","","Frozen Ground",[1986],"",3,"","","","",18,1201,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1986],[],0,""
1469,"keystone_one_with_nature","",1,"","",[4956],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","OneWithNature","","","","","",4,"","",0,[],"","","","",[],[],[4956],[],0,""
1470,"snipe_stacks","You are gaining stages by channelling the Snipe skill.","","","Snipe",[8332],1,4,1,"","",1,18,1244,1,1,6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8332],[],0,""
1471,"snipe_conditional_damage_bonus","",1,"","",[],1,1,"","","",1,18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1472,"affliction_debuff_life_and_es_recovery_rate","You have reduced Life and Energy Shield Recovery Rate. This debuff is removed when you stop being Delirious.","","","Wasting Touch","[2817,2819]",1,4,1,"","","",18,1205,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,"","",0,[],"","","",1,[],[],"[2817,2819]",[],0,""
1473,"affliction_debuff_action_speed","You are slowed. This debuff is removed when you stop being Delirious.","","","Paralysing Touch",[346],1,4,1,"","","",18,1206,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,"","",0,[],"","","",1,[],[],[346],[],0,""
1474,"affliction_debuff_damage_taken","You are taking increased Damage. This debuff is removed when you stop being Delirious.","","","Eroding Touch",[477],1,4,1,"","","",18,1207,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,"","",0,[],"","","",1,[],[],[477],[],0,""
1475,"affliction_debuff_flask_effect_and_charge_gain","You are gaining less Flask Charges and your Flasks have reduced Effect. This debuff is removed when you stop being Delirious.","","","Diluting Touch","[1750,460]",1,4,1,"","","",18,1208,1,"",2,"",1,1,"",10,"","AfflictionOnHitDebuff","","","","","",4,"","",0,[],"","","",1,[],[],"[1750,460]",[],0,""
1476,"affliction_receive_recovery_debuff_cooldown","",1,"","",[11017],1,2,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11017],[],0,""
1477,"affliction_receive_action_speed_debuff_cooldown","",1,"","",[11018],1,2,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11018],[],0,""
1478,"affliction_receive_flask_debuff_cooldown","",1,"","",[11020],1,2,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11020],[],0,""
1479,"affliction_receive_damage_taken_debuff_cooldown","",1,"","",[11019],1,2,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11019],[],0,""
1480,"recent_minion_buffs","",1,"","","[1910,177,140]",1,2,"","","","",18,0,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[1910,177,140]",[],0,""
1481,"gain_10_aoe_every_second_up_to_50","",1,"","",[],1,1,"","","",1,18,0,1,"",1,"","","","",0,"","GainStatsAtIntervalWhileStationary","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1482,"blind_monk","You are significantly less accurate","","","Blinded",[973],1,3,"","","",1,3,174,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[973],[],0,""
1483,"have_used_a_travel_skill_recently","",1,"","",[11087],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11087],[],0,""
1484,"have_cast_a_spell_recently","",1,"","",[11089],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11089],[],0,""
1485,"have_cursed_an_enemy_recently","",1,"","",[11091],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11091],[],0,""
1486,"have_chilled_an_enemy_recently","",1,"","",[],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[11093],0,""
1487,"have_stunned_an_enemy_with_a_two_handed_melee_weapon_recently","",1,"","",[11095],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11095],[],0,""
1488,"have_crit_with_a_two_handed_melee_weapon_recently","",1,"","",[11096],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11096],[],0,""
1489,"have_used_a_brand_skill_recently","",1,"","",[11098],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11098],[],0,""
1490,"have_hit_with_main_hand_weapon_recently","",1,"","",[11100],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11100],[],0,""
1491,"have_hit_with_off_hand_weapon_recently","",1,"","",[11102],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11102],[],0,""
1492,"have_ignited_an_enemy_recently","",1,"","",[],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[11104],0,""
1493,"have_summoned_totem_in_past_2_seconds","",1,"","",[11126],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11126],[],0,""
1494,"cannot_regen_life","",1,"","",[1006],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1006],[],0,""
1495,"nearby_enemies_deal_reduced_damage","",1,"","",[24],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,""
1496,"generic_buff_aura","",1,"","",[],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","GenericBuffAura","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1497,"affliction_corpse_degen","You are taking Physical Damage over time","","","Putrefaction",[354],"",3,"","","","",18,1222,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,""
1498,"hinder_aura","",1,"","",[11553],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","HinderAura","","","","","",4,"","",0,[],"","","","",[],[],[11553],[],0,""
1499,"corpse_sink","",1,"","",[],"",11,"","","","",18,0,1,"",15,"",1,1,"",0,"","CorpseSink","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1500,"orion_beam_bomb_slow","You take 10% increased Damage and are 6% slower for each stack.","","","Corruption of the Awakener","[477,11566]",1,4,1,"","",1,18,1227,1,"",2,"",1,1,"",8,"","","","","","","",4,"","",0,[],"","","",1,[],[],"[477,11566]",[],0,""
1501,"axes_swords_rage_gain_cooldown","",1,"","",[11892],1,2,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11892],[],0,""
1502,"vomit_chunk_stew","You are slowed for each stack of this Debuff.","","","Explosive Retch",[346],"",4,1,"","","",18,1228,1,"",2,"",1,1,"",5,"","","","","","","",4,"","",0,[],"","","",1,[],[],[346],[],0,""
1503,"spellslinger","You will trigger spells when you fire wand projectiles.","",1,"Spellslinger",[],1,1,"","","","",18,1229,1,"",1,"",1,1,"",0,"","","","","","","",1,"",1,0,[],"","","","",[],[],[],[],0,""
1504,"have_crit_with_herald_recently","",1,"","",[11607],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11607],[],0,""
1505,"increased_enemy_elemental_damage_taken_from_item","You take increased Elemental Damage.","","","Elemental Damage Taken Increase",[3504],1,3,"","","","",18,928,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3504],[],0,""
1506,"rune_paint_hidden_teleport_cooldown","",1,"","",[],"",3,"","","","",18,0,1,"",2,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1507,"keystone_reactionary_physical_damage_reduction","",1,"","",[1038],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1038],[],0,""
1508,"keystone_reactionary_plus_elemental_max_resist","",1,"","","[141,951]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[141,951]",[],0,""
1509,"keystone_reactionary_track_guard_skill_ended_recently","",1,"","",[],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","KeystoneReactionaryTrackGuardSkill","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1510,"keystone_reactionary_damage_taken_pluspercent","",1,"","",[11754],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11754],[],0,""
1511,"glorious_madness","You're going gloriously mad. You will be repeatedly touched in random ways.","","","Glorious Madness","[11742,11743]",1,3,"","","","",18,1204,1,"",15,"",1,1,"",0,"","GloriousMadness","","","","","",4,"",1,0,[],"","","","",[],[],"[11742,11743]",[],0,""
1512,"lightning_volatile_slow","You have 30% less action speed.","","","Electrifying Gaze",[11566],1,3,"","","",1,18,1245,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[11566],[],0,""
1513,"herald_of_agony_max_virulence_hidden","",1,"","",[11507],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],[11507],[],0,""
1514,"elemental_warding_buff_fated","You are unaffected by Curses","",1,"Elemental Warding",[7447],1,3,"","","","",18,1310,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7447],[],0,""
1515,"rallying_cry_new_weapon_damage_added","A portion of your ally's weapon damage is being added to you","","","Rallied","[30,45,52,59,66,31,46,53,60,67]",1,3,"","","",1,18,1315,1,"",1,"",1,1,"",0,"","RemoveOnOwnerWeaponSwap","","","","","",4,"","",0,[],"","","","",[],[],"[30,45,52,59,66,31,46,53,60,67]",[],0,""
1516,"infernal_cry","You will explode if you die with this debuff.","","","Infernal Cry",[],1,3,"","","",1,18,1305,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1517,"enduring_cry_endurance_charge_benefits","You have extra physical damage reduction and elemental resistance for each endurance charge you have.","","","Enduring Cry","[142,446]",1,3,"","","","",18,396,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[142,446]",[],0,""
1518,"rage_regeneration","",1,"","",[],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","RageRegeneration","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1519,"have_changed_stance_recently","",1,"","",[11907],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[11907],[],0,""
1520,"seismic_cry","You can stun enemies more easily.","","","Seismic Cry",[108],1,3,"","","","",18,1290,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[108],[],0,""
1521,"ancestral_cry","You have bonus melee range and armour.","","","Ancestral Cry","[1234,116,117]",1,3,"","","","",18,1291,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1234,116,117]",[],0,""
1522,"brand_detonate_buff","","","","[UNUSED] Brand Detonate Buff",[11761],"",3,"","","","",18,935,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[11761],[],0,""
1523,"magma_sigil","You are Branded. and will gain energy over time. When the brand is removed, the energy will explode.","","","Penance Brand",[477],1,1,1,"","",1,18,1323,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","","","",[],[],[477],[],0,""
1524,"immolation_sigil","You are Branded.","","","Wintertide Brand",[477],1,1,1,"","",1,18,1324,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","","","",[],[],[477],[],0,""
1525,"trigger_sigil","You are Branded.","","","Arcanist Brand",[477],1,1,1,"","",1,18,1325,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","","","",[],[],[477],[],0,""
1526,"immolation_brand_burn","You are taking cold damage over time from a Wintertide Brand.","","","Wintertide",[1986],1,1,"","","",1,18,1313,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1986],[],0,""
1527,"magma_pustule","You have been energised by a Penance Brand.","","","Penance",[],"",4,1,"",11937,"",18,1295,1,"",2,"",1,1,"",0,"","PenanceBrandCharge","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1528,"immolation_brand_burn_secondary","You are taking cold damage over time from being near an ending Wintertide Brand effect.","","","Wintertide's End",[1986],1,3,"","","",1,18,1314,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1986],[],0,""
1529,"ancestral_slam_big_hit_counter","",1,"","",[],"",1,"","","","",18,0,1,"",15,"",1,1,"",0,"","AncestralSlamBigHitCounter","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1530,"fragile_regrowth","You are gaining Fragile Regrowth over time and will lose it when hit.","","","Fragile Regrowth",[],1,4,1,11964,11965,1,18,1304,1,"",6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1531,"fragile_regrowth_generation","",1,"","",[],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","FragileRegrowthGeneration","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1532,"wake_of_destruction","",1,"","",[],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","WakeOfDestruction","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1533,"lightning_resistance_override","",1,"","","[11981,11982]","",3,"","","","",18,0,"","",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[11981,11982]",[],0,""
1534,"instant_warcry_skill_delay","",1,"","",[],1,2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1535,"spectral_wolf_buff","Your Spectral Wolves are granting you additional Physical Damage with Attacks","","","Spectral Pack","[30,31]",1,1,"","","","",18,1330,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[30,31]",[],0,""
1536,"chaos_resistance","",1,"","",[150],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[150],[],0,""
1537,"have_cast_dash_recently","",1,"","",[12051],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[12051],[],0,""
1538,"harvest_crab_screech_buff","","","","","[1910,177,24]",1,2,"","","","",18,1306,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1910,177,24]",[],0,""
1539,"harvest_crab_screech_debuff","You take increased Cold Damage.","","","Frigid Roar",[3639],1,2,"","","","",18,1307,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3639],[],0,""
1540,"replenishing_presence_passive_aura","",1,"","",[451],1,1,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,""
1541,"harvest_plague_spider_slow","You are slowed.","","","Noxious Fumes",[346],1,2,"","","","",18,1308,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,""
1542,"harvest_hulk_enrage","",1,"","","[434,718,70,216]","",1,"","","","",18,1311,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[434,718,70,216]",[],0,""
1543,"generic_buff_aura_not_removed_on_death","",1,"","",[],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","GenericBuffAura","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1544,"ground_profane_enemy","You are on an enemy's Profane Ground, lowering your resistances and making you easier to critically hit.","","","Profane Ground","[12109,9087,7675]","",3,"","","","",18,201,"","",2,"",1,1,"",0,"","RefreshWhenRemoved","","","","","",4,"","",0,[],"","","","",[],[],"[12109,9087,7675]",[],0,""
1545,"unholy_might_while_no_es","You deal extra Chaos Damage, based on your Physical Damage","","","Unholy Might",[5663],1,3,"","","","",18,279,1,1,1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[5663],[],0,""
1546,"dynamo_mana_recovery","",1,"","",[562],1,1,"","","","",18,0,1,1,15,"",1,"","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[562],[],0,""
1547,"keystone_oasis","",1,"","Keystone Oasis",[],1,3,"","","","",18,0,1,"",15,"",1,"","",0,"","KeystoneOasis","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1548,"alchemists_genius","Flasks have increased effect on you, and you gain an increased number of Flask Charges.","","","Alchemist's Genius","[12147,460]",1,3,"","","",1,18,1322,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[12147,460]",[],0,""
1549,"harvest_boss_raven_screech","Shocks on you have increased effect and duration, and can increase damage taken to a higher value than normal.","","","Shrill Screech","[3602,205,12196]",1,4,1,"","","",18,1316,1,"",2,"",1,1,"",20,"","","","","","","",4,"","",0,[],"","","","",[],[],"[3602,205,12196]",[],0,""
1550,"have_been_ignited_recently","",1,"","",[],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[12174],0,""
1551,"have_been_shocked_recently","",1,"","",[12175],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[12175],[],0,""
1552,"warcry_physical_damage_reduction_rating_percent","",1,"","",[117],"",3,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[117],[],0,""
1553,"winter_brand_stacks","",1,"","",[],1,4,"","","","",18,1318,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1554,"display_num_empowered_attacks","",1,"","",[],1,1,"","","","",18,0,1,"",15,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,""
1555,"harvest_beast_roar_debuff","You are slowed.","","","Bestial Roar",[346],1,2,"","","","",18,1319,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[346],[],0,""
1556,"keystone_impale_cannot_be_impaled","You cannot be impaled again, and Call of Steel cannot remove impale debuffs from you.","","","The Impaled",[12115],"",3,"","","","",18,1320,1,"",1,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[13697],[12115],[],0,""
1557,"harvest_rhex_screech_debuff","You take increased Lightning Damage.","","","Thunderous Roar",[3640],1,2,"","","","",18,1321,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3640],[],0,""
1558,"debilitate","You are slowed and deal less Damage.","","","Debilitate","[12211,12212]",1,3,"","","","",18,1326,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[12211,12212]",[],0,""
1559,"explode_on_death_dealing_chaos_damage","",1,"","",[12216],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[12216],[],0,""
1560,"cannot_be_stunned_after_stun_finished","",1,"","",[702],1,2,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[702],[],0,""
1561,"maximum_life_cannot_be_zero_temporarily","",1,1,"",[12242],1,3,"","","",1,18,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[12242],[],0,""
1562,"hindered_enemy_life_regeneration_rate","",1,"","",[2410],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[2410],[],0,""
1563,"exposed_enemy_elemental_status_duration","",1,"","",[621],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[621],[],0,""
