"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","SoundFile","ParrotSoundFile","i32_32","i32_36"
7922,"Dex4b_Wild_EnterReliquary_03_02","What's an 'unt without a trophy? ","Qu'est-ce qu'une chasse sans trophée ?","Was wäre schon eine Jagd ohne Trophäe?","トロフィーのない狩りなんて。","전리품 없는 사냥이 무슨 의미지?","Uma caçada sem um troféu não é uma caçada.","Что за охота без трофея?","¿Qué es una cacería sin un trofeo? ","การล่าจะขาดรางวัลไปได้เช่นไรเล่า?","如果沒有獲物，還算是什麼狩獵？ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EnterReliquary_03_02.ogg","",10000,300000
7923,"Dex4b_Wild_EnterReliquary_03_03","What's an 'unt without a trophy? ","Qu'est-ce qu'une chasse sans trophée ?","Was wäre schon eine Jagd ohne Trophäe?","トロフィーのない狩りなんて。","전리품 없는 사냥이 무슨 의미지?","Uma caçada sem um troféu não é uma caçada.","Что за охота без трофея?","¿Qué es una cacería sin un trofeo? ","การล่าจะขาดรางวัลไปได้เช่นไรเล่า?","如果沒有獲物，還算是什麼狩獵？ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EnterReliquary_03_03.ogg","",10000,300000
7924,"Dex4b_Wild_EnterReliquary_04_01","A king's ransom, this. ","Une rançon de roi, ça.","Ein königlicher Schatz.","大金だよ。","한 재산이군.","Isso aqui vale ouro.","Златые горы.","Esto sí que es una fortuna. ","นี่มันสมบัติระดับกษัตริย์เลยนา","發大財了。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EnterReliquary_04_01.ogg","",10000,300000
7925,"Dex4b_Wild_EnterReliquary_04_02","A king's ransom, this. ","Une rançon de roi, ça.","Ein königlicher Schatz.","大金だよ。","한 재산이군.","Isso aqui vale ouro.","Златые горы.","Esto sí que es una fortuna. ","นี่มันสมบัติระดับกษัตริย์เลยนา","發大財了。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EnterReliquary_04_02.ogg","",10000,300000
7926,"Dex4b_Wild_EnterReliquary_04_03","A king's ransom, this. ","Une rançon de roi, ça.","Ein königlicher Schatz.","大金だよ。","한 재산이군.","Isso aqui vale ouro.","Златые горы.","Esto sí que es una fortuna. ","นี่มันสมบัติระดับกษัตริย์เลยนา","發大財了。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_EnterReliquary_04_03.ogg","",10000,300000
7927,"Dex4b_Wild_FlaskEmptNoCombat_01_01","Me flask is empty. ","Mon flacon est vide.","Mein Fläschchen ist leer.","フラスコが空っぽだ。","내 플라스크가 비었다.","Meu frasco está vazio.","Мой флакон опустел.","Mi frasco está vacío.","ขวดยาข้าเกลี้ยง","我的藥劑空了。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptNoCombat_01_01.ogg","",10000,300000
7928,"Dex4b_Wild_FlaskEmptNoCombat_01_02","Me flask is empty. ","Mon flacon est vide.","Mein Fläschchen ist leer.","フラスコが空っぽだ。","내 플라스크가 비었다.","Meu frasco está vazio.","Мой флакон опустел.","Mi frasco está vacío.","ขวดยาข้าเกลี้ยง","我的藥劑空了。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptNoCombat_01_02.ogg","",10000,300000
7929,"Dex4b_Wild_FlaskEmptNoCombat_01_03","Me flask is empty. ","Mon flacon est vide.","Mein Fläschchen ist leer.","フラスコが空っぽだ。","내 플라스크가 비었다.","Meu frasco está vazio.","Мой флакон опустел.","Mi frasco está vacío.","ขวดยาข้าเกลี้ยง","我的藥劑空了。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptNoCombat_01_03.ogg","",10000,300000
7930,"Dex4b_Wild_FlaskEmptNoCombat_02_01","Not a drop left. ","Il ne reste plus une goutte.","Kein Tropfen mehr.","もう一滴も残ってない。","한 방울도 안 남았어.","Não sobrou uma gota.","Ни капли не осталось.","No queda ni una gota.","ไม่เหลือสักหยด","一滴都不剩了。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptNoCombat_02_01.ogg","",10000,300000
7931,"Dex4b_Wild_FlaskEmptNoCombat_02_02","Not a drop left. ","Il ne reste plus une goutte.","Kein Tropfen mehr.","もう一滴も残ってない。","한 방울도 안 남았어.","Não sobrou uma gota.","Ни капли не осталось.","No queda ni una gota.","ไม่เหลือสักหยด","一滴都不剩了。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptNoCombat_02_02.ogg","",10000,300000
7932,"Dex4b_Wild_FlaskEmptNoCombat_02_03","Not a drop left. ","Il ne reste plus une goutte.","Kein Tropfen mehr.","もう一滴も残ってない。","한 방울도 안 남았어.","Não sobrou uma gota.","Ни капли не осталось.","No queda ni una gota.","ไม่เหลือสักหยด","一滴都不剩了。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptNoCombat_02_03.ogg","",10000,300000
7933,"Dex4b_Wild_FlaskEmptNoCombat_03_01","I'm empty. ","Je suis vidée.","Ich bin leer.","空っぽだ。","텅 비었다.","Está vazio.","Пусто.","Estoy vacía.","หมดเกลี้ยง","喝完了。","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptNoCombat_03_01.ogg","",10000,300000
7934,"Dex4b_Wild_FlaskEmptNoCombat_03_02","I'm empty. ","Je suis vidée.","Ich bin leer.","空っぽだ。","텅 비었다.","Está vazio.","Пусто.","Estoy vacía.","หมดเกลี้ยง","喝完了。","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptNoCombat_03_02.ogg","",10000,300000
7935,"Dex4b_Wild_FlaskEmptyCombat_01_01","Flask's empty!","Le flacon est vide !","Das Fläschchen ist leer!","フラスコが空だ！","플라스크가 비었어!","O frasco está vazio!","Флакон пуст!","¡El frasco está vacío!","ขวดยาหมด!","藥劑喝光了！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptyCombat_01_01.ogg","",10000,300000
7936,"Dex4b_Wild_FlaskEmptyCombat_01_02","Flask's empty!","Le flacon est vide !","Das Fläschchen ist leer!","フラスコが空だ！","플라스크가 비었어!","O frasco está vazio!","Флакон пуст!","¡El frasco está vacío!","ขวดยาหมด!","藥劑喝光了！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptyCombat_01_02.ogg","",10000,300000
7937,"Dex4b_Wild_FlaskEmptyCombat_02_01","Not a drop!","Pas une goutte !","Nicht ein Tropfen!","一滴もない！","한 방울도 없어!","Nem uma gota!","Ни капли!","¡Ni una gota!","ไม่เหลือสักหยด!","一滴都不剩了！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptyCombat_02_01.ogg","",10000,300000
7938,"Dex4b_Wild_FlaskEmptyCombat_02_02","Not a drop!","Pas une goutte !","Nicht ein Tropfen!","一滴もない！","한 방울도 없어!","Nem uma gota!","Ни капли!","¡Ni una gota!","ไม่เหลือสักหยด!","一滴都不剩了！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptyCombat_02_02.ogg","",10000,300000
7939,"Dex4b_Wild_FlaskEmptyCombat_02_03","Not a drop!","Pas une goutte !","Nicht ein Tropfen!","一滴もない！","한 방울도 없어!","Nem uma gota!","Ни капли!","¡Ni una gota!","ไม่เหลือสักหยด!","一滴都不剩了！","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptyCombat_02_03.ogg","",10000,300000
7940,"Dex4b_Wild_FlaskEmptyCombat_03_01","It's empty! ","C'est vide !","Es ist leer!","空だ！","비었어!","Está vazio!","Он пуст!","¡Está vacío!","ขวดมันหมด!","喝完了！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptyCombat_03_01.ogg","",10000,300000
7941,"Dex4b_Wild_FlaskEmptyCombat_03_02","It's empty! ","C'est vide !","Es ist leer!","空だ！","비었어!","Está vazio!","Он пуст!","¡Está vacío!","ขวดมันหมด!","喝完了！ ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_FlaskEmptyCombat_03_02.ogg","",10000,300000
7942,"Dex4b_Wild_HideoutFirstEnter_01_01","Won't say no to a spot o' shut-eye. ","Je ne dirais pas non à un peu de sommeil.","Würde zu einem ruhigen Platz für ein Schläfchen nicht nein sagen.","ちょっと寝ていくのもいいかもね。","잠시 눈을 붙이면 좋겠군.","Não vou negar um descanso.","Не откажусь от места, где можно поспать.","No le diría que no a una siestecita.","มีที่พักสายตาหน่อยก็ไม่เลว","有個能打盹的地方也不錯。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_01_01.ogg","",10000,300000
7943,"Dex4b_Wild_HideoutFirstEnter_01_02","Won't say no to a spot o' shut-eye. ","Je ne dirais pas non à un peu de sommeil.","Würde zu einem ruhigen Platz für ein Schläfchen nicht nein sagen.","ちょっと寝ていくのもいいかもね。","잠시 눈을 붙이면 좋겠군.","Não vou negar um descanso.","Не откажусь от места, где можно поспать.","No le diría que no a una siestecita.","มีที่พักสายตาหน่อยก็ไม่เลว","有個能打盹的地方也不錯。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_01_02.ogg","",10000,300000
7944,"Dex4b_Wild_HideoutFirstEnter_02_01","A place to put me feet up. ","Un endroit où je peux me reposer.","Ein Ort zum Ausruhen.","足を休められる場所だ。","푹 쉴 수 있는 곳이군.","Um lugar para colocar meus pés pra cima.","Место, где можно перевести дух.","Un lugar donde descansar.","ที่ที่ข้าได้เหยียดแขนขา","我可以在這裡小憩片刻。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_02_01.ogg","",10000,300000
7945,"Dex4b_Wild_HideoutFirstEnter_02_02","A place to put me feet up. ","Un endroit où je peux me reposer.","Ein Ort zum Ausruhen.","足を休められる場所だ。","푹 쉴 수 있는 곳이군.","Um lugar para colocar meus pés pra cima.","Место, где можно перевести дух.","Un lugar donde descansar.","ที่ที่ข้าได้เหยียดแขนขา","我可以在這裡小憩片刻。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_02_02.ogg","",10000,300000
7946,"Dex4b_Wild_HideoutFirstEnter_02_03","A place to put me feet up. ","Un endroit où je peux me reposer.","Ein Ort zum Ausruhen.","足を休められる場所だ。","푹 쉴 수 있는 곳이군.","Um lugar para colocar meus pés pra cima.","Место, где можно перевести дух.","Un lugar donde descansar.","ที่ที่ข้าได้เหยียดแขนขา","我可以在這裡小憩片刻。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_02_03.ogg","",10000,300000
7947,"Dex4b_Wild_HideoutFirstEnter_03_01","I like it here. It's quiet, like. ","J'aime bien cet endroit. C'est calme.","Mir gefällt's hier. Schön ruhig.","ここはいいね。静かだし。","이곳이 마음에 들어. 조용하니까.","Eu gosto daqui. É tranquilo.","Мне нравится тут. Тихо.","Me gusta este sitio. Es tranquilo. ","ข้าชอบที่นี่ มันเงียบนัก","我喜歡這個地方的靜謐。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_03_01.ogg","",10000,300000
7948,"Dex4b_Wild_HideoutFirstEnter_03_02","I like it here. It's quiet, like. ","J'aime bien cet endroit. C'est calme.","Mir gefällt's hier. Schön ruhig.","ここはいいね。静かだし。","이곳이 마음에 들어. 조용하니까.","Eu gosto daqui. É tranquilo.","Мне нравится тут. Тихо.","Me gusta este sitio. Es tranquilo. ","ข้าชอบที่นี่ มันเงียบนัก","我喜歡這個地方的靜謐。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_03_02.ogg","",10000,300000
7949,"Dex4b_Wild_HideoutFirstEnter_03_03","I like it here. It's quiet, like. ","J'aime bien cet endroit. C'est calme.","Mir gefällt's hier. Schön ruhig.","ここはいいね。静かだし。","이곳이 마음에 들어. 조용하니까.","Eu gosto daqui. É tranquilo.","Мне нравится тут. Тихо.","Me gusta este sitio. Es tranquilo. ","ข้าชอบที่นี่ มันเงียบนัก","我喜歡這個地方的靜謐。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_03_03.ogg","",10000,300000
7950,"Dex4b_Wild_HideoutFirstEnter_04_01","A sight for sore eyes. ","Un plaisir pour les yeux.","Balsam für meine müden Augen.","目の保養だ。","눈이 편해지는 곳이야.","Um colírio para os olhos.","Отрада для усталых глаз.","Un regalo para la vista.","ที่นี่น่าดูนัก","這樣的景觀讓疲累的身心頓感舒爽。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_04_01.ogg","",10000,300000
7951,"Dex4b_Wild_HideoutFirstEnter_04_02","A sight for sore eyes. ","Un plaisir pour les yeux.","Balsam für meine müden Augen.","目の保養だ。","눈이 편해지는 곳이야.","Um colírio para os olhos.","Отрада для усталых глаз.","Un regalo para la vista.","ที่นี่น่าดูนัก","這樣的景觀讓疲累的身心頓感舒爽。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_04_02.ogg","",10000,300000
7952,"Dex4b_Wild_HideoutFirstEnter_04_03","A sight for sore eyes. ","Un plaisir pour les yeux.","Balsam für meine müden Augen.","目の保養だ。","눈이 편해지는 곳이야.","Um colírio para os olhos.","Отрада для усталых глаз.","Un regalo para la vista.","ที่นี่น่าดูนัก","這樣的景觀讓疲累的身心頓感舒爽。 ","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_04_03.ogg","",10000,300000
7953,"Dex4b_Wild_HideoutFirstEnter_05_01","A home away from home.","Un foyer loin de chez moi.","Ein Heim fernab der Heimat.","家から遠い家だ。","고향처럼 편안한 곳이야.","Um lar longe de casa.","Дом вдали от дома.","Un hogar lejos de mi hogar.","บ้านเกิดที่ใกล้จากบ้าน","離鄉背景還是能找到個落腳處。","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_05_01.ogg","",10000,300000
7954,"Dex4b_Wild_HideoutFirstEnter_05_02","A home away from home.","Un foyer loin de chez moi.","Ein Heim fernab der Heimat.","家から遠い家だ。","고향처럼 편안한 곳이야.","Um lar longe de casa.","Дом вдали от дома.","Un hogar lejos de mi hogar.","บ้านเกิดที่ใกล้จากบ้าน","離鄉背景還是能找到個落腳處。","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_05_02.ogg","",10000,300000
7955,"Dex4b_Wild_HideoutFirstEnter_05_03","A home away from home.","Un foyer loin de chez moi.","Ein Heim fernab der Heimat.","家から遠い家だ。","고향처럼 편안한 곳이야.","Um lar longe de casa.","Дом вдали от дома.","Un hogar lejos de mi hogar.","บ้านเกิดที่ใกล้จากบ้าน","離鄉背景還是能找到個落腳處。","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_HideoutFirstEnter_05_03.ogg","",10000,300000
7956,"Dex4b_Wild_IdentifyUnique_01_01","No tellin' what this has seen.","Impossible de savoir ce qu'il a vu.","Ich kann mir nur vorstellen, was das hier schon gesehen hat.","こいつはどんな経験をしてきたんだろう。","그동안 무슨 일을 겪었을까.","Sabe-se lá o que já aconteceu com isso.","Поди угадай, сколько эта штука повидала.","Imposible saber lo que ha visto esto.","ไม่มีทางรู้ว่ามันพบเจออะไรมาบ้าง","不知道這東西經歷過什麼。","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_IdentifyUnique_01_01.ogg","",10000,300000
7957,"Dex4b_Wild_IdentifyUnique_01_02","No tellin' what this has seen.","Impossible de savoir ce qu'il a vu.","Ich kann mir nur vorstellen, was das hier schon gesehen hat.","こいつはどんな経験をしてきたんだろう。","그동안 무슨 일을 겪었을까.","Sabe-se lá o que já aconteceu com isso.","Поди угадай, сколько эта штука повидала.","Imposible saber lo que ha visto esto.","ไม่มีทางรู้ว่ามันพบเจออะไรมาบ้าง","不知道這東西經歷過什麼。","Audio/Dialogue/4.0/Characters/Dex/Huntress/Huntress_Wild/Huntress_Wild_IdentifyUnique_01_02.ogg","",10000,300000
