"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool_96","[i32]_97","i32_113","[rid]_117","bool_133","[rid]_134","bool_150","[rid]_151"
702,"SupportSpellEchoCount","","","","","","","","","","",[18161],12,[],[],2,1,[],0,[],1,[],1,[]
703,"SupportSpellEchoArea","","","","","","","","","","",[19745],12,[],[],4,1,[],0,[],1,[],1,[]
704,"SupportIceBiteDamage","","","","","","","","","","","[19026,19028]",12,[],[],7,1,[],0,[],1,[],1,[]
705,"SupportInnervate","","","","","","","","","","","[19035,5941]",12,[],[],9,1,[],0,[],1,[],1,[]
706,"SupportArcaneSurge","","","","","","","","","","","[5910,5908]",12,[],[],14,1,[],0,[],1,[],1,[]
707,"SupportUnleashSealGain","","","","","","","","","","",[10999],12,[],[],2,1,[],0,[],1,[],1,[]
708,"SupportUnleashMaxSeals","","","","","","","","","","",[8520],12,[],[],2,1,[],0,[],1,[],1,[]
709,"SupportUnleashRepeatDamage","","","","","","","","","","",[8585],12,[],[1196],1,1,[],0,[],1,[],1,[]
710,"SupportImpendingDoomTrigger","","","","","","","","","","",[11746],12,[],[],14,1,[],0,[],1,[],1,[]
711,"CurseTransferOnDeath","","","","","","","","","","",[2051],12,[],[],14,1,[],0,[],1,[],1,[]
712,"SupportFrostNexusDuration","","","","","","","","","","",[20551],12,[],[],4,1,[],0,[],1,[],1,[]
713,"SupportShockSiphonESGain","","","","","","","","","","",[17970],12,[],[],9,1,[],0,[],1,[],1,[]
714,"SupportCoursingCurrent","","","","","","","","","","","[17973,18234]",12,[],[],8,1,[],0,[],1,[],1,[]
715,"SupportFortress","","","","","","","","","","",[18796],12,[],[],4,1,[],0,[],1,[],1,[]
716,"SupportBitingFrostDamage","","","","","","","","","","",[20707],12,[],[],1,1,[],0,[],1,[],1,[]
717,"SupportStormfire","","","","","","","","","","",[18802],12,[],[10314],7,1,[],0,[],1,[],1,[]
718,"SupportEnergyBarrier","","","","","","","","","","",[18817],12,[],[],14,1,[],0,[],1,[],1,[]
719,"SupportElementalDischargeTrigger","","","","","","","","","","",[18829],12,[],[],8,1,[],0,[],1,[],1,[]
720,"SupportFrostfireIgniteMagnitude","","","","","","","","","","",[18799],12,[],[10313],7,1,[],0,[],1,[],1,[]
721,"SupportFieryDeathTrigger","","","","","","","","","","",[18837],12,[],[],9,1,[],0,[],1,[],1,[]
722,"SupportManaFlareTrigger","","","","","","","","","","",[18893],12,[],[2756],8,1,[],0,[],1,[],1,[]
723,"ChanceToNotConsumeCorpse","","","","","","","","","","",[18978],12,[],[],2,1,[],0,[],1,[],1,[]
724,"SupportDecayingHexDamage","","","","","","","","","","",[19008],12,[],[],1,1,[],0,[],1,[],1,[]
725,"SupportMinionPact","","","","","","","","","","","[18971,18972]",12,[],[],1,1,[],0,[],1,[],1,[]
726,"SupportLastGaspDuration","","","","","","","","","","",[19013],12,[],[],27,1,[],0,[],1,[],1,[]
727,"SupportAmbushCritChance","","","","","","","","","","",[18943],12,[],[],5,1,[],0,[],1,[],1,[]
728,"SupportHinder","","","","","","","","","","",[19604],12,[],[],14,1,[],0,[],1,[],1,[]
729,"SupportIntenseAgonyDamage","","","","","","","","","","",[19607],12,[],[],1,1,[],0,[],1,[],1,[]
730,"SupportDrainAilmentsDamage","","","","","","","","","","",[19628],12,[],[],1,1,[],0,[],1,[],1,[]
731,"SupportChaoticFreeze","","","","","","","","","","",[19605],12,[],[],7,1,[],0,[],1,[],1,[]
732,"SupportSpellcascadeCount","","","","","","","","","","",[6496],12,[],[],4,1,[],0,[],1,[],1,[]
733,"SupportSpellCascadeArea","","","","","","","","","","",[6497],12,[],[],4,1,[],0,[],1,[],1,[]
734,"SupportDanseMacabre","","","","","","","","","","",[20714],12,[],[],2,1,[],0,[],1,[],1,[]
735,"SupportBurningRunes","","","","","","","","","","",[20330],12,[],[],1,1,[],0,[],1,[],1,[]
736,"SupportExposureEffect","","","","","","","","","","",[20653],12,[],[],8,1,[],0,[],1,[],1,[]
737,"SupportCrescendo","","","","","","","","","","",[19288],12,[20964],[],2,1,[],0,[],1,[],1,[]
738,"SupportRangedCombatDamage","","","","","","","","","","",[19750],12,[],[],1,1,[],0,[],1,[],1,[]
739,"SupportCullingStrike","","","","","","","","","","",[19748],12,[],[],8,1,[],0,[],1,[],1,[]
740,"SupportDazeBuildup","","","","","","","","","","",[19781],12,[],[],8,1,[],0,[],1,[],1,[]
741,"SupportBreakPostureDazeDuration","","","","","","","","","","",[19780],12,[],[],8,1,[],0,[],1,[],1,[]
742,"SupportFerocitySkillSpeed","","","","","","","","","","",[20698],12,[],[],2,1,[],0,[],1,[],1,[]
743,"SupportPotentialCritChance","","","","","","","","","","",[20683],12,[],[],5,1,[],0,[],1,[],1,[]
744,"SupportCulminationDamage","","","","","","","","","","",[20677],12,[],[],1,1,[],0,[],1,[],1,[]
745,"SupportPierceDamageAfterPierce","","","","","","","","","","",[3816],12,[],[],1,1,[],0,[],1,[],1,[]
746,"SupportForkDamageAfterFork","","","","","","","","","","",[17891],12,[],[],1,1,[],0,[],1,[],1,[]
747,"SupportMomentum","","","","","","","","","","","[19157,19158]",12,[],[],1,1,[],0,[],1,[],1,[]
748,"SupportBurstingPlague","","","","","","","","","","","[18745,18747]",12,[],[18072],7,1,[],0,[],1,[],1,[]
749,"SupportKnockbackWave","","","","","","","","","","",[18867],12,[],[],14,1,[],0,[],1,[],1,[]
750,"SupportLockdownPin","","","","","","","","","","",[18902],12,[],[],8,1,[],0,[],1,[],1,[]
751,"SupportManaFlaskCharges","","","","","","","","","","",[18962],12,[],[],9,1,[],0,[],1,[],1,[]
752,"SupportLifeFlaskCharges","","","","","","","","","","",[18963],12,[],[],9,1,[],0,[],1,[],1,[]
753,"FlameWallProjectileAddedFlatDamage","","","","","","","","","","","[21013,21014]",12,[],[],1,1,[],0,[],1,[],1,[]
754,"InfernalCryExplosionDamageFromPower","","","","","","","","","","",[18129],12,[],[],1,1,[],0,[],1,[],1,[]
755,"SkeletalReaverEnrageDecay","","","","","","","","","","",[18985],12,[],[],14,1,[],0,[],1,[],1,[]
756,"SkeletalArsonistCommandThreshold","","","","","","","","","","",[18554],12,[],[],2,1,[],0,[],1,[],1,[]
757,"SkeletalClericHeal","","","","","","","","","","",[22490],12,[21018],[],14,1,[],0,[],1,[],1,[]
758,"PlagueBearerStorage","","","","","","","","","","",[9411],12,[9412],[],14,1,[],0,[],1,[],1,[]
759,"PlagueBearerNovaAoE","","","","","","","","","","",[18630],12,[],[],4,1,[],0,[],1,[],1,[]
760,"MagmaBarrierWindow","","","","","","","","","","",[18742],12,[],[],2,1,[],0,[],1,[],1,[]
761,"MagmaBarrierCooldown","","","","","","","","","","",[18743],12,[],[],2,1,[],0,[],1,[],1,[]
762,"LightningConduitExtraBolts","","","","","","","","","","",[21054],12,[],[],1,1,[],0,[],1,[],1,[]
763,"AuraFireResistanceGranted","","","","","","","","","","",[21084],12,[],[],13,1,[],0,[],1,[],1,[]
764,"AuraColdResistanceGranted","","","","","","","","","","",[21085],12,[],[],13,1,[],0,[],1,[],1,[]
765,"AuraLightningResistanceGranted","","","","","","","","","","",[21086],12,[],[],13,1,[],0,[],1,[],1,[]
766,"AuraChaosResistanceGranted","","","","","","","","","","",[21087],12,[],[],13,1,[],0,[],1,[],1,[]
767,"CurseFireResistanceGranted","","","","","","","","","","",[21079],12,[],[],13,1,[],0,[],1,[],1,[]
768,"CurseColdResistanceGranted","","","","","","","","","","",[21080],12,[],[],13,1,[],0,[],1,[],1,[]
769,"CurseLightningResistanceGranted","","","","","","","","","","",[21081],12,[],[],13,1,[],0,[],1,[],1,[]
770,"CurseChaosResistanceGranted","","","","","","","","","","",[21082],12,[],[],13,1,[],0,[],1,[],1,[]
771,"SkillEnergyGainPenalty","","","","","","","","","","",[21132],12,[],[],14,1,[],0,[],1,[],1,[]
772,"WitherOnHitChanceFromChaosDamageMagnitude","","","","","","","","","","",[21192],12,[],[],8,1,[],0,[],1,[],1,[]
773,"GaleForceDamage","","","","","","","","","","",[18884],12,[],[],1,1,[],0,[],1,[],1,[]
774,"GaleForceArea","","","","","","","","","","",[18885],12,[],[],4,1,[],0,[],1,[],1,[]
775,"GaleForceKnockback","","","","","","","","","","",[18886],12,[],[],8,1,[],0,[],1,[],1,[]
776,"SpearDischargeConversion","","","","","","","","","","",[21373],12,[],[],1,1,[],0,[],1,[],1,[]
777,"SpearDischargeArea","","","","","","","","","","",[21372],12,[],[],4,1,[],0,[],1,[],1,[]
778,"WindstormExtraRadius","","","","","","","","","","",[12712],12,[],[],4,1,[],0,[],1,[],1,[]
779,"WindstormKnockback","","","","","","","","","","",[21244],12,[],[],8,1,[],0,[],1,[],1,[]
780,"WindstormSlow","","","","","","","","","","",[18758],12,[],[],14,1,[],0,[],1,[],1,[]
781,"WindstormDamage","","","","","","","","","","",[12711],12,[],[],1,1,[],0,[],1,[],1,[]
782,"WindstormMaxStages","","","","","","","","","","",[12713],12,[],[],2,1,[],0,[],1,[],1,[]
783,"WindstormLimit","","","","","","","","","","",[21399],12,[],[],2,1,[],0,[],1,[],1,[]
784,"VolcanicFissureLimit","","","","","","","","","","",[21582],12,[],[],2,1,[],0,[],1,[],1,[]
785,"LifeRecoupPerAttackTime","","","","","","","","","","",[21595],12,[2863],[],2,1,[],0,[],1,[],1,[]
786,"ManaRecoupPerCastTime","","","","","","","","","","",[21596],12,[],[],2,1,[],0,[],1,[],1,[]
787,"EvasionIncreasePerAttackTime","","","","","","","","","","",[21604],12,[2863],[],2,1,[],0,[],1,[],1,[]
788,"ArmourIncreasePerAttackTime","","","","","","","","","","",[21602],12,[2863],[],2,1,[],0,[],1,[],1,[]
789,"SparkMinTimeBetweenTargetClearing","","","","","","","","","","",[21638],12,[],[],14,1,[],0,[],1,[],1,[]
790,"SandstormSwipeHitInterval","","","","","","","","","","",[21699],12,[],[],2,1,[],0,[],1,[],1,[]
791,"SandstormSwipeWindstormDamage","","","","","","","","","","",[18849],12,[],[],1,1,[],0,[],1,[],1,[]
792,"TwisterElementalDamage","","","","","","","","","","",[21943],12,[],[],1,1,[],0,[],1,[],1,[]
793,"CannotFullyFillStunThreshold","","","","","","","","","","",[21490],12,[],[],1,1,[],0,[],1,[],1,[]
794,"DoubleChargeBenefits","","","","","","","","","","",[21629],12,[],[],14,1,[],0,[],1,[],1,[]
795,"CurseDurationFromChargeConsumption","","","","","","","","","","",[21213],12,[2437],[],14,1,[],0,[],1,[],1,[]
796,"HazardRearmChance","","","","","","","","","","",[21716],12,[],[],14,1,[],0,[],1,[],1,[]
797,"GainVolatilityIfEmpowered","","","","","","","","","","",[21861],12,[],[],14,1,[],0,[],1,[],1,[]
798,"ExplosiveSpearLimit","","","","","","","","","","",[21310],12,[],[],2,1,[],0,[],1,[],1,[]
799,"ExplosiveSpearProjectileLimit","","","","","","","","","","",[22348],12,[],[],2,1,[],0,[],1,[],1,[]
800,"StormLanceLimit","","","","","","","","","","",[21442],12,[],[],2,1,[],0,[],1,[],1,[]
801,"BloodhoundsMarkBuildupMultiplier","","","","","","","","","","",[21999],12,[],[],14,1,[],0,[],1,[],1,[]
802,"BloodhoundsMarkThreshold","","","","","","","","","","",[21738],12,[],[],14,1,[],0,[],1,[],1,[]
803,"BloodhoundsMarkDamage","","","","","","","","","","",[21737],12,[],[],1,1,[],0,[],1,[],1,[]
804,"BloodhoundsMarkArea","","","","","","","","","","",[21739],12,[],[],4,1,[],0,[],1,[],1,[]
805,"RapidAssaultAdditionalSpearhead","","","","","","","","","","",[22035],12,[],[],1,1,[],0,[],1,[],1,[]
806,"UnsteadyTempoFirstStrike","","","","","","","","","","",[21358],12,[],[],1,1,[],0,[],1,[],1,[]
807,"UnsteadyTempoSecondStrike","","","","","","","","","","",[21359],12,[],[],1,1,[],0,[],1,[],1,[]
808,"UnsteadyTempoThirdStrike","","","","","","","","","","",[21360],12,[],[],1,1,[],0,[],1,[],1,[]
809,"SyzygyIntimidate","","","","","","","","","","",[21261],12,[],[],1,1,[],0,[],1,[],1,[]
810,"SyzygyPrimeForStun","","","","","","","","","","",[21262],12,[],[],1,1,[],0,[],1,[],1,[]
811,"SuffuseGroundSurfaceGrowth","","","","","","","","","","","[20832,20833]",12,[],[],14,1,[],0,[],1,[],1,[]
812,"SupportAncestralCallFrequency","","","","","","","","","","",[21352],12,[],[],2,1,[],0,[],1,[],1,[]
813,"SupportAncestralAidConditional","","","","","","","","","","",[21375],12,[],[],2,1,[],0,[],1,[],1,[]
814,"OverchargeShockReflect","[Shock|Shocks] caused are reflected to you","Les [Shock|Électrocutions] infligées vous sont renvoyées","Verursachte [Schock|Schocks] werden auf Euch reflektiert","与えた[Shock|感電]が自身に反射されるか","자신이 유발한 [Shock|감전]이 자신에게 반사됨","[Shock|Eletrizações] causadas são refletidas para você","Наложенный [Shock|шок] отражается в вас","Las [Shock|electrocuciones] provocadas se reflejan hacia ti","สถานะ [Shock|ช็อค] ที่สร้าง ถูกสะท้อนกลับมายังตัวคุณ","引發的[Shock|感電]會反射給你",[1803],4,[],"[1323,2698]",1,1,[],0,[],1,[],1,[]
815,"StormLanceHitFrequency","","","","","","","","","","",[21443],12,[],[],2,1,[],0,[],1,[],1,[]
816,"StormLanceDetonatedBeamCount","","","","","","","","","","",[21863],12,[],[],2,1,[],0,[],1,[],1,[]
817,"VineArrowPodLimit","","","","","","","","","","",[22196],12,[],[],2,1,[],0,[],1,[],1,[]
818,"FireResistWithUncapped","","","","","","","","","","","[299,2034,137]",12,[],[],32,"",[],2,[],"",[],"",[]
819,"ColdResistWithUncapped","","","","","","","","","","","[298,2035,139]",12,[],[],32,"",[],2,[],"",[],"",[]
820,"LightningResistWithUncapped","","","","","","","","","","","[300,2036,141]",12,[],[],32,"",[],2,[],"",[],"",[]
821,"ChaosResistWithUncapped","","","","","","","","","","","[301,2037,143]",12,[],[],32,"",[],2,[],"",[],"",[]
822,"PunchThroughSupport","","","","","","","","","","",[21470],12,[],[],14,1,[],0,[],1,[],1,[]
823,"InfusionDamageGain","","","","","","","","","","",[21759],12,[],[],1,1,[],0,[],1,[],1,[]
824,"PoisonCloudLimit","","","","","","","","","","",[22233],12,[],[],2,1,[],0,[],1,[],1,[]
825,"TwisterMinTimeBetweenTargetClearing","","","","","","","","","","",[21741],12,[],[],14,1,[],0,[],1,[],1,[]
826,"SkillDetonationTime","","","","","","","","","","",[22305],12,[],[],4,1,[],0,[],1,[],1,[]
827,"ParryProjectileDistance","","","","","","","","","","",[22169],12,[],[21965],4,1,[],0,[],1,[],1,[]
828,"ParryBuffMagnitudeAttack","","","","","","","","","","",[21473],12,[],[],13,1,[],0,[],1,[],1,[]
829,"ParryBuffMagnitudeSpell","","","","","","","","","","",[21474],12,[],[],13,1,[],0,[],1,[],1,[]
830,"SpearfieldMaximum","","","","","","","","","","",[13631],12,[],[],2,1,[],0,[],1,[],1,[]
831,"SpearfieldDelayedDamage","","","","","","","","","","",[22464],12,[],[],4,1,[],0,[],1,[],1,[]
832,"LightningSpearChargeSplits","","","","","","","","","","",[22313],12,[],[],3,1,[],0,[],1,[],1,[]
833,"LightningSpearChargeDamage","","","","","","","","","","",[22310],12,[],[1196],1,1,[],0,[],1,[],1,[]
834,"SupportingFireVolleyCount","","","","","","","","","","",[22171],12,[],[],3,1,[],0,[],1,[],1,[]
835,"SupportingFireVolleyDelay","","","","","","","","","","",[22209],12,[],[],3,1,[],0,[],1,[],1,[]
836,"MH_ManaLeech_Chaos","Main Hand Mana Leech from Chaos Attacks","Mana drainé par les attaques de chaos (Main principale)","Haupthand: Manaraub durch Chaos-Angriffe","混沌アタックダメージからのメインハンドマナリーチ","주 무기로 카오스 공격 시 마나 흡수","Dreno de Mana com Ataques de Caos da Mão Principal","Похищение маны от атак хаосом правой рукой","Absorción de maná de la mano principal de los ataques de caos","ดูดมานา จากการโจมตี เคออส ของมือหลัก","主手混沌攻擊偷取魔力",[22446],1,[7242],"[424,1633,20351]",8,1,[14],0,"[265,266]",1,[],1,[]
837,"OH_ManaLeech_Chaos","Off Hand Mana Leech from Chaos Attacks","Mana drainé par les attaques de chaos (Main secondaire)","Nebenhand: Manaraub durch Chaos-Angriffe","混沌アタックダメージからのオフハンドマナリーチ","보조 장비로 카오스 공격 시 마나 흡수","Dreno de Mana com Ataques de Caos da Mão Secundária","Похищение маны от атак хаосом левой рукой","Absorción de maná de la mano secundaria de los ataques de caos","ดูดมานา จากการโจมตี เคออส ของมือรอง","副手混沌攻擊偷取魔力",[22447],1,[7243],"[424,1633,20351]",8,1,[14],0,"[267,268]",1,[],1,[]
838,"MH_ManaLeech_Fire","Main Hand Mana Leech from Fire Attacks","Mana drainé par les attaques de feu (Main principale)","Haupthand: Manaraub durch Feuer-Angriffe","火アタックダメージからのメインハンドマナリーチ","주 무기로 화염 공격 시 마나 흡수","Dreno de Mana com Ataques de Fogo da Mão Principal","Похищение маны от атак огнём правой рукой","Absorción de maná de la mano principal de los ataques de fuego","ดูดมานา จากการโจมตี ไฟ ของมือหลัก","主手火焰攻擊偷取魔力",[22431],1,[7242],"[424,1633,20351]",8,1,[14],0,"[257,258]",1,[],1,[]
839,"OH_ManaLeech_Fire","Off Hand Mana Leech from Fire Attacks","Mana drainé par les attaques de feu (Main secondaire)","Nebenhand: Manaraub durch Feuer-Angriffe","火アタックダメージからのオフハンドマナリーチ","보조 장비로 화염 공격 시 마나 흡수","Dreno de Mana com Ataques de Fogo da Mão Secundária","Похищение маны от атак огнём левой рукой","Absorción de maná de la mano secundaria de los ataques de fuego","ดูดมานา จากการโจมตี ไฟ ของมือรอง","副手火焰攻擊偷取魔力",[22432],1,[7243],"[424,1633,20351]",8,1,[14],0,"[259,260]",1,[],1,[]
840,"MH_ManaLeech_Lightning","Main Hand Mana Leech from Lightning Attacks","Mana drainé par les attaques de foudre (Main principale)","Haupthand: Manaraub durch Blitz-Angriffe","雷アタックダメージからのメインハンドマナリーチ","주 무기로 번개 공격 시 마나 흡수","Dreno de Mana com Ataques de Raio da Mão Principal","Похищение маны от атак молнией правой рукой","Absorción de maná de la mano principal de los ataques de rayo","ดูดมานา จากการโจมตี สายฟ้า ของมือหลัก","主手閃電攻擊偷取魔力",[22441],1,[7242],"[424,1633,20351]",8,1,[14],0,"[261,262]",1,[],1,[]
841,"OH_ManaLeech_Lightning","Off Hand Mana Leech from Lightning Attacks","Mana drainé par les attaques de foudre (Main secondaire)","Nebenhand: Manaraub durch Blitz-Angriffe","雷アタックダメージからのオフハンドマナリーチ","보조 장비로 번개 공격 시 마나 흡수","Dreno de Mana com Ataques de Raio da Mão Secundária","Похищение маны от атак молнией левой рукой","Absorción de maná de la mano secundaria de los ataques de rayo","ดูดมานา จากการโจมตี สายฟ้า ของมือรอง","副手閃電攻擊偷取魔力",[22442],1,[7243],"[424,1633,20351]",8,1,[14],0,"[263,264]",1,[],1,[]
842,"MH_ManaLeech_Cold","Main Hand Mana Leech from Cold Attacks","Mana drainé par les attaques de froid (Main principale)","Haupthand: Manaraub durch Kälte-Angriffe","冷気アタックダメージからのメインハンドマナリーチ","주 무기로 냉기 공격 시 마나 흡수","Dreno de Mana com Ataques de Gelo da Mão Principal","Похищение маны от атак холодом правой рукой","Absorción de maná de la mano principal de los ataques de hielo","ดูดมานา จากการโจมตี น้ำแข็ง ของมือหลัก","主手冰冷攻擊偷取魔力",[22436],1,[7242],"[424,1633,20351]",8,1,[14],0,"[253,254]",1,[],1,[]
843,"OH_ManaLeech_Cold","Off Hand Mana Leech from Cold Attacks","Mana drainé par les attaques de froid (Main secondaire)","Nebenhand: Manaraub durch Kälte-Angriffe","冷気アタックダメージからのオフハンドマナリーチ","보조 장비로 냉기 공격 시 마나 흡수","Dreno de Mana com Ataques de Gelo da Mão Secundária","Похищение маны от атак холодом левой рукой","Absorción de maná de la mano secundaria de los ataques de hielo","ดูดมานา จากการโจมตี น้ำแข็ง ของมือรอง","副手冰冷攻擊偷取魔力",[22437],1,[7243],"[424,1633,20351]",8,1,[14],0,"[255,256]",1,[],1,[]
