"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantic","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","bool_23","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool_41","HASH32","BelongsActiveSkills","Category","bool_78","bool_79","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
21997,"strongbox_monster_packs_+%","","","",1,"","","","","","","","","","","","","","",1,1420839796,[],"","","",1,[],[],""
21998,"virtual_map_strongbox_number_of_packs_to_summon",1,"","",3,"","","","","","","","","","","",1,"","",1,2790771598,[],"","","",1,[],[],""
21999,"hunters_mark_%_of_phys_damage_over_time_as_build_up","","","",1,"","","","","","","","","","","","","","",1,1112526674,[],"","","",1,[],[],""
22000,"cannot_use_non_normal_body_armour",1,"","",4,"","","","","","","","","","","","","","",1,3245586010,[],"","","",1,[],[],""
22001,"strongbox_gold_cost_to_open","","","",3,"","","","","","","","","","","","","","",1,1488308837,[],"","","",1,[],[],""
22002,"strongbox_gold_cost_min_multiplier_per_open_%","","","",1,"","","","","","","","","","","","","","",1,609546896,[],"","","",1,[],[],""
22003,"strongbox_gold_cost_max_multiplier_per_open_%","","","",1,"","","","","","","","","","","","","","",1,3204907531,[],"","","",1,[],[],""
22004,"strongbox_can_reopen_X_times","","","",3,"","","","","","","","","","","","","","",1,2706275994,[],"","","",1,[],[],""
22005,"map_unique_boss_num_additional_modifiers","","","",3,"","","","","","","","","","","","","","",1,55838151,[],"","","",1,[],[],""
22006,"map_prefix_mod_effect_+%_final","","","",1,"","","","","","","","","","","","","","",1,3220322443,[],"","","",1,[],[],""
22007,"map_suffix_mod_effect_+%_final","","","",1,"","","","","","","","","","","","","","",1,3292355093,[],"","","",1,[],[],""
22008,"charm_enemies_extra_damage_rolls_with_lightning_damage_during_effect","",1,"",3,"","","","","","","","","","","","","","",1,1569030689,[],"","","",1,[],[],""
22009,"x%_of_chaos_damage_from_hits_prevented_recouped_as_life_and_mana","","","",1,"","","","","","","","","","","","","","",1,1301105531,[],"","","",1,[],[],""
22010,"charm_x%_of_chaos_damage_from_hits_prevented_recouped_as_life_and_mana_during_effect","",1,"",1,"","","","","","","","","","","","","","",1,652058313,[],"","","",1,[],[],""
22011,"blind_on_poison_inflicted","","","",4,"","","","","","","","","","","","","","",1,328900012,[],"","","",1,[],[],""
22012,"map_monsters_drop_no_equipment","","","",4,"","","","","","","","","","","","","","",1,3948955465,[],"","","",1,[],[],""
22013,"drop_no_equipment","","","",4,"","","","","","","","","","","","","","",1,3206023837,[],"","","",1,[],[],""
22014,"map_tormented_spirit_chance_+%","","","",1,"","","","","","","","","","","","","","",1,2332660234,[],"","","",1,[],[],""
22015,"map_tormented_spirits_touch_area_+%","","","",1,"","","","","","","","","","","","","","",1,3483463852,[],"","","",1,[],[],""
22016,"map_tormented_spirits_can_touch_+%_monsters","","","",1,"","","","","","","","","","","","","","",1,2449598913,[],"","","",1,[],[],""
22017,"map_monster_dropped_item_rarity_permyriad_if_possessed","","","",7,"","","","","","","","","","","","","","",1,367788597,[],"","","",1,[],[],""
22018,"map_monster_dropped_item_rarity_permyriad_if_touched","","","",7,"","","","","","","","","","","","","","",1,529819912,[],"","","",1,[],[],""
22019,"map_tormented_spirit_release_chance","","","",1,"","","","","","","","","","","","","","",1,2701144491,[],"","","",1,[],[],""
22020,"overcharged_spear_detonated_duration_ms","","","",3,"","","","","","","","","","",1,"","","",1,2927336059,[],"","","",1,[],[],""
22021,"mtx_flying_parade_level_up_effect",1,"","",3,"","","","","","","","","","",1,"","","",1,1724399594,[],"","","",1,[],[],""
22022,"charm_possesed_by_random_azmerian_spirit_for_x_seconds_when_used","",1,"",3,"","","","","","","","","","","","","","",1,1280236095,[],"","","",1,[],[],""
22023,"map_tormented_spirits_sacred_spirit_possess_with_other_spirit","","","",4,"","","","","","","","","","","","","","",1,130559787,[],"","","",1,[],[],""
22024,"map_beyond_demon_always_elite","","","",4,"","","","","","","","","","","","","","",1,1518158841,[],"","","",1,[],[],""
22025,"twister_%_chance_for_additional_twister","","","",1,"","","","","","","","","","","","","","",1,3304297786,[],"","","",1,[],[],""
22026,"quality_display_base_skill_effect_duration_is_gem","","","",4,"","","","","","","","","","","","","","",1,2455360626,[],"","","",1,[],[],""
22027,"chest_contains_ultimatum_monsters_display",1,"","",4,"","","","","","","","","","","","","","",1,3082493521,[],"","","",1,[],[],""
22028,"physical_hit_damage_bypass_energy_shield_%","","","",1,"","","","","","","","","","","",1,"","",1,2422594408,[],"","","",1,[0],[],""
22029,"fire_hit_damage_bypass_energy_shield_%","","","",1,"","","","","","","","","","","",1,"","",1,1362603163,[],"","","",1,[0],[],""
22030,"cold_hit_damage_bypass_energy_shield_%","","","",1,"","","","","","","","","","","",1,"","",1,3161179118,[],"","","",1,[0],[],""
22031,"lightning_hit_damage_bypass_energy_shield_%","","","",1,"","","","","","","","","","","",1,"","",1,2318625506,[],"","","",1,[0],[],""
22032,"chaos_hit_damage_bypass_energy_shield_%","","","",1,"","","","","","","","","","","",1,"","",1,1483149830,[],"","","",1,[0],[],""
22033,"base_elemental_hit_damage_bypass_energy_shield_%","","","",1,"","","","","","","","","","","","","","",1,2721743347,[],"","","",1,[],[],""
22034,"current_energy_shield_%_as_elemental_damage_reduction","","","",1,"","","","","","","","","","","","","","",1,83857288,[],"","","","",[],[],""
22035,"rapid_assault_%_chance_to_attach_additional_spear","","","",1,"","","","","","","","","","","","","","",1,2045520166,[],"","","",1,[],[],""
22036,"your_mace_slam_aftershock_chance_%","","","",1,"","","","","","","","","","",1,"","","",1,3552741476,[],18,"","",1,[],[],""
22037,"your_aftershock_area_of_effect_+%","","","",1,"","","","","","","","","","","","","","",1,2220637574,[],18,"","",1,[],[],""
22038,"your_slam_aftershock_chance_%","","","",1,"","","","","","","","","","",1,"","","",1,1419901319,[],18,"","",1,[],[],""
22039,"virutal_aftershock_area_of_effect_+%","","","",1,"","","","","","","","","","",1,1,"","",1,2732401592,[],"","","",1,[],[],""
22040,"is_spectre_with_death_action","","","",4,"","","","","","","","","","",1,"","","",1,2714408581,[],"","","",1,[],[],""
22041,"map_monster_slain_experience_+%_hidden","","","",3,"","","","","","","","","","","","","","",1,716817037,[],"","","",1,[],[],""
22042,"map_player_lose_no_experience_on_death",1,"","",4,"","","","","","","","","","","","","","",1,3657719607,[],"","","",1,[],[],""
22043,"map_beyond_monster_difficulty_tankiness_+%_per_portal_merge","","","",1,"","","","","","","","","","","","","","",1,1432844371,[],"","","",1,[],[],""
22044,"map_beyond_maximum_monster_difficulty_tankiness_+%_per_portal_merge","","","",1,"","","","","","","","","","","","","","",1,1648516089,[],"","","",1,[],[],""
22045,"map_beyond_from_league_item_rarity_+%_permyriad_per_portal_merge","","","",1,"","","","","","","","","","","","","","",1,3949119819,[],"","","",1,[],[],""
22046,"map_beyond_maximum_from_league_item_rarity_+%_permyriad_per_portal_merge","","","",1,"","","","","","","","","","","","","","",1,3289910268,[],"","","",1,[],[],""
22047,"capped_actor_scale_+%_from_soul_eater_if_not_player",1,"","",1,"","","","","","","","","","","","","","",1,2059918078,[],"","","",1,[],[],""
22048,"keystone_crimson_assault","","","",4,"","","","","","","","","","","","","","",1,1280606869,[],"","","",1,[],[],""
22049,"base_aggravate_bleeding_when_inflicted_chance_%","","","",1,"","","","","","","","","","","","","","",1,1588560769,[],"","","",1,[],[],""
22050,"map_duplicate_all_rare_monsters",1,"","",4,"","","","","","","","","","","","","","",1,1498522727,[],"","","",1,[],[],""
22051,"projectiles_move_with_precise_movement","","","",4,"","","","","","","","","","",1,"","","",1,1192461438,[],"","","",1,[],[],""
22052,"map_primal_spirit_chance_+%","","","",1,"","","","","","","","","","","","","","",1,309097249,[],"","","",1,[],[],""
22053,"map_wild_spirit_chance_+%","","","",1,"","","","","","","","","","","","","","",1,3482204686,[],"","","",1,[],[],""
22054,"map_vivid_spirit_chance_+%","","","",1,"","","","","","","","","","","","","","",1,1008648640,[],"","","",1,[],[],""
22055,"map_sacred_spirit_chance_+%","","","",1,"","","","","","","","","","","","","","",1,3769865166,[],"","","",1,[],[],""
22056,"rhoa_mount_projectile_additional_height_offset","","","",3,"","","","","","","","","","",1,"","","",1,2136681555,[],"","","",1,[],[],""
22057,"map_essence_life_chance_+%","","","",1,"","","","","","","","","","","","","","",1,4079616400,[],"","","",1,[],[],""
22058,"map_essence_mana_chance_+%","","","",1,"","","","","","","","","","","","","","",1,499754475,[],"","","",1,[],[],""
22059,"map_essence_defences_chance_+%","","","",1,"","","","","","","","","","","","","","",1,2826621227,[],"","","",1,[],[],""
22060,"map_essence_fire_chance_+%","","","",1,"","","","","","","","","","","","","","",1,3559529556,[],"","","",1,[],[],""
22061,"map_essence_cold_chance_+%","","","",1,"","","","","","","","","","","","","","",1,1129469963,[],"","","",1,[],[],""
22062,"map_essence_lightning_chance_+%","","","",1,"","","","","","","","","","","","","","",1,2444224085,[],"","","",1,[],[],""
22063,"map_essence_physical_chance_+%","","","",1,"","","","","","","","","","","","","","",1,4114567019,[],"","","",1,[],[],""
22064,"map_essence_chaos_chance_+%","","","",1,"","","","","","","","","","","","","","",1,610790623,[],"","","",1,[],[],""
22065,"map_essence_attack_chance_+%","","","",1,"","","","","","","","","","","","","","",1,525064140,[],"","","",1,[],[],""
22066,"map_essence_caster_chance_+%","","","",1,"","","","","","","","","","","","","","",1,286183658,[],"","","",1,[],[],""
22067,"map_essence_speed_chance_+%","","","",1,"","","","","","","","","","","","","","",1,251034688,[],"","","",1,[],[],""
22068,"map_essence_attribute_chance_+%","","","",1,"","","","","","","","","","","","","","",1,2681957247,[],"","","",1,[],[],""
22069,"body_armour_grants_x_base_fire_damage_resistance_%",1,"","",1,"","","","","","","","","","","","","","",1,857572599,[],"","","",1,[],[],""
22070,"body_armour_grants_x_base_cold_damage_resistance_%",1,"","",1,"","","","","","","","","","","","","","",1,3292183634,[],"","","",1,[],[],""
22071,"body_armour_grants_x_base_lightning_damage_resistance_%",1,"","",1,"","","","","","","","","","","","","","",1,432341598,[],"","","",1,[],[],""
22072,"body_armour_grants_x_strength_+%",1,"","",1,"","","","","","","","","","","","","","",1,2418465979,[],"","","",1,[],[],""
22073,"body_armour_grants_x_maximum_life_+%",1,"","",1,"","","","","","","","","","","","","","",1,172829688,[],"","","",1,[],[],""
22074,"body_armour_grants_x_stun_threshold_+%",1,"","",1,"","","","","","","","","","","","","","",1,2230445140,[],"","","",1,[],[],""
22075,"body_armour_grants_x_life_regeneration_rate_per_minute_%",1,"","",1,"","","","","","","","","","","","","","",1,2622528139,[],"","","",1,[],[],""
22076,"body_armour_grants_x_base_maximum_fire_damage_resistance_%",1,"","",5,"","","","","","","","","","","","","","",1,2793454307,[],"","","",1,[],[],""
22077,"body_armour_grants_x_physical_damage_taken_%_as_fire",1,"","",1,"","","","","","","","","","","","","","",1,1388604723,[],"","","",1,[],[],""
22078,"body_armour_grants_x_base_self_critical_strike_multiplier_-%",1,"","",3,"","","","","","","","","","","","","","",1,1596468635,[],"","","",1,[],[],""
22079,"body_armour_grants_base_armour_applies_to_chaos_damage",1,"","",4,"","","","","","","","","","","","","","",1,1606658751,[],"","","",1,[],[],""
22080,"body_armour_grants_unaffected_by_ignite",1,"","",4,"","","","","","","","","","","","","","",1,1564776788,[],"","","",1,[],[],""
22081,"local_force_corruption_outcome_two_enchants","",1,"",4,"","","","","","","","","","","","","","",1,679998772,[],"","","",1,[],[],""
22082,"atlas_keystone_extra_content_chance_+%_final","","","",1,"","","","","","","","","","","","","","",1,3595523188,[],"","","",1,[],[],""
22083,"atlas_keystone_map_monster_tre_+%_final",1,"","",1,"","","","","","","","","","","","","","",1,1415603694,[],"","","",1,[],[],""
22084,"local_tablet_make_maps_in_radius_available","",1,"",4,"","","","","","","","","","","","","","",1,4108234351,[],"","","",1,[],[],""
22085,"quality_display_herald_of_blood_is_gem","","","",4,"","","","","","","","","","","","","","",1,812918914,[],"","","",1,[],[],""
22086,"aggravate_bleeding_when_inflicted_chance_%","","","",1,"","","","","","","","","","","",1,"","",1,1231123045,[],"","","",1,[],[],""
22087,"quality_display_trinity_is_gem","","","",4,"","","","","","","","","","","","","","",1,367854879,[],"","","",1,[],[],""
22088,"projectile_damage_+%_with_spears_while_there_no_enemies_surrounding_you","","","",1,"","","","","","","","","","","","","","",1,2070870127,[],1,"","",1,[],[],""
22089,"melee_damage_+%_with_spears_while_surrounded","","","",1,"","","","","","","","","","","","","","",1,748335449,[],1,"","",1,[],[],""
22090,"first_X_minions_have_0_base_spirit_reservation","","","",3,"","","","","","","","","","","","","","",1,1986982078,[],"","","",1,[],[],""
22091,"additional_base_spirit_reservation","","","",3,"","","","","","","","","","","","","","",1,3670462955,[],"",1,"",1,[],[],""
22092,"additional_spirit_reservation",1,"","",3,"","","","","","","","","","","",1,"","",1,1177581038,[],"","","",1,[1],[],""
22093,"imbue_weapon_exerted","","","",4,"","","","","","","","","","","","","","",1,2442451416,[],"","","",1,[],[],""
22094,"imbue_weapon_combust_trigger_chance_%","","","",1,"","","","","","","","","","","","","","",1,1142848798,[],"","","",1,[],[],""
22095,"movement_speed_while_performing_is_not_slowed_on_contact","","","",4,"","","","","","","","","","",1,"","","",1,1473594410,[],"","","",1,[],[],""
22096,"from_league_item_rarity_+%_permyriad_if_possessed","","","",7,"","","","","","","","","","","","","","",1,466548516,[],"","","",1,[],[],""
22097,"from_league_item_rarity_+%_permyriad_if_touched","","","",7,"","","","","","","","","","","","","","",1,2119571787,[],"","","",1,[],[],""
22098,"main_hand_effetive_total_chance_permyriad_for_hit_to_be_critical","","","",7,"","","","","","","","","","","",1,"","",1,3315764941,[],"","","",1,[],[],""
22099,"off_hand_effetive_total_chance_permyriad_for_hit_to_be_critical","","","",7,"","","","","","","","","","","",1,"","",1,2690326393,[],"","","",1,[],[],""
22100,"spell_effetive_total_chance_permyriad_for_hit_to_be_critical","","","",7,"","","","","","","","","","","",1,"","",1,2989678360,[],"","","",1,[],[],""
22101,"secondary_effetive_total_chance_permyriad_for_hit_to_be_critical","","","",7,"","","","","","","","","","","",1,"","",1,1828132741,[],"","","",1,[],[],""
22102,"thorns_effetive_total_chance_permyriad_for_hit_to_be_critical","","","",7,"","","","","","","","","","","",1,"","",1,484949175,[],"","","",1,[41],[],""
22103,"main_hand_effetive_total_chance_permyriad_for_hit_to_be_double_critical","","","",7,"","","","","","","","","","","",1,"","",1,3465070596,[],"","","",1,[],[],""
22104,"off_hand_effetive_total_chance_permyriad_for_hit_to_be_double_critical","","","",7,"","","","","","","","","","","",1,"","",1,622476001,[],"","","",1,[],[],""
22105,"armour_was_fully_broken","","","",4,"","","","","","","","","","",1,"","","",1,2899097358,[],"","","",1,[],[],""
22106,"gemling_all_attributes_+%_final",1,"","",1,"","","","","","","","","","","","","","",1,1350534925,[],0,"","",1,[],[],""
22107,"chest_drops_corrupted_uniques_with_enchantment_jewellery",1,"","",3,"","","","","","","","","","","","","","",1,2923538367,[],"","","",1,[],[],""
22108,"chest_drops_corrupted_uniques_with_mod_ranges_outside_normal_range_jewellery",1,"","",3,"","","","","","","","","","","","","","",1,3031735552,[],"","","",1,[],[],""
22109,"chest_drops_corrupted_uniques_with_enchantment_martial",1,"","",3,"","","","","","","","","","","","","","",1,700338635,[],"","","",1,[],[],""
22110,"chest_drops_corrupted_uniques_with_socket_martial",1,"","",3,"","","","","","","","","","","","","","",1,2877316934,[],"","","",1,[],[],""
22111,"chest_drops_corrupted_uniques_with_mod_ranges_outside_normal_range_martial",1,"","",3,"","","","","","","","","","","","","","",1,1376475977,[],"","","",1,[],[],""
22112,"chest_drops_corrupted_uniques_with_enchantment_caster",1,"","",3,"","","","","","","","","","","","","","",1,2092798254,[],"","","",1,[],[],""
