"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","QuestFlags","NPCMasterKey","ShortName","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","Act","NPCAudios1","NPCAudios2","HASH16","row_102","Portrait","DialogueStyle","ShopSet","Gender","bool_166","string_167","NPCType"
904,"Metadata/Monsters/MarakethTimeDjinn/MarakethFireDjinn","Ruzhan, the Blazing Sword","Ruzhan, l'Épée ardente","Ruzhan, das flammende Schwert","灼熱の剣、ルザン","불타는 검 루잔","Ruzhan, a Espada Fulgurante","Ружан, Пылающий меч","Ruzhan, la Espada ardiente","รูซาน ดาบโชติช่วง","熾熱之劍．魯兹安","Metadata/Monsters/MarakethTimeDjinn/MarakethFireDjinn","","","Ruzhan, the Blazing Sword","Ruzhan, l'Épée ardente","Ruzhan, das flammende Schwert","灼熱の剣、ルザン","불타는 검 루잔","Ruzhan, a Espada Fulgurante","Ружан, Пылающий меч","Ruzhan, la Espada ardiente","รูซาน ดาบโชติช่วง","熾熱之劍．魯兹安",0,[],[],19187,"","","","","",1,"",""
905,"Metadata/Monsters/MarakethSandDjinn/MarakethSandDjinn","Kelari, the Tainted Sands","Kélari, les Sables souillés","Kelari, der Verderbte Sand","汚染された砂、ケラリ","더럽혀진 사막 켈라리","Kelari, as Areias Maculadas","Келари, Порочные пески","Kelari, Arena contaminada ","เคลารี ผืนทรายด่างพร้อย","汙穢之沙．克拉里","Metadata/Monsters/MarakethSandDjinn/MarakethSandDjinn","","","Kelari, the Tainted Sands","Kélari, les Sables souillés","Kelari, der Verderbte Sand","汚染された砂、ケラリ","더럽혀진 사막 켈라리","Kelari, as Areias Maculadas","Келари, Порочные пески","Kelari, Arena contaminada ","เคลารี ผืนทรายด่างพร้อย","汙穢之沙．克拉里",0,[],[],54002,"","","","","",1,"",""
906,"Metadata/NPC/Four_Act1/Aoife","Aoife","Aoife","Aoife","イーファ","이퍼","Aoife","Ифа","Aoife","อีฟ","奧伊芙","","","","Aoife","Aoife","Aoife","イーファ","이퍼","Aoife","Ифа","Aoife","อีฟ","奧伊芙",1,[],[],48585,"",94,6,"","F",1,"",""
907,"Metadata/NPC/League/Ritual/Aoife","Aoife","Aoife","Aoife","イーファ","이퍼","Aoife","Ифа","Aoife","อีฟ","奧伊芙","","","","Aoife","Aoife","Aoife","イーファ","이퍼","Aoife","Ифа","Aoife","อีฟ","奧伊芙",0,[],[],3272,"",94,6,"","F",1,"",""
908,"Metadata/NPC/League/Ritual/AoifeHub","Aoife","Aoife","Aoife","イーファ","이퍼","Aoife","Ифа","Aoife","อีฟ","奧伊芙","","","","Aoife","Aoife","Aoife","イーファ","이퍼","Aoife","Ифа","Aoife","อีฟ","奧伊芙",0,[420],[421],22854,"",95,6,"","F",1,"",""
909,"Metadata/NPC/League/Ritual/AoifeDisappear","Aoife","Aoife","Aoife","イーファ","이퍼","Aoife","Ифа","Aoife","อีฟ","奧伊芙","","","","Aoife","Aoife","Aoife","イーファ","이퍼","Aoife","Ифа","Aoife","อีฟ","奧伊芙",0,[420],[421],34861,"",95,6,"","F",1,"",""
910,"Metadata/Terrain/Gallows/EndGame/RitualPinnacle/Objects/AiofeEntranceGhost","Aoife","Aoife","Aoife","イーファ","이퍼","Aoife","Ифа","Aoife","อีฟ","奧伊芙","Metadata/Terrain/Gallows/EndGame/RitualPinnacle/Objects/AiofeEntranceGhost","","","Aoife","Aoife","Aoife","イーファ","이퍼","Aoife","Ифа","Aoife","อีฟ","奧伊芙",0,[],[],5494,"",94,6,"","F",1,"",""
911,"Metadata/NPC/League/Ritual/TheMhacha","The Mhacha","La Mhacha","Die Mhacha","マハ","마하","A Mhacha","Маха","Mhacha","มาชา","姆哈查","","","","The Mhacha","La Mhacha","Die Mhacha","マハ","마하","A Mhacha","Маха","Mhacha","มาชา","姆哈查",0,[],[],41710,"","","","","F",1,"",""
912,"Metadata/NPC/League/Ritual/TheMorrigan","The Morrigan","La Mórrigan","Die Morrigan","モリガン","모리건","A Mórrigan","Морриган","Morrigan","มอร์ริแกน","莫里根","","","","The Morrigan","La Mórrigan","Die Morrigan","モリガン","모리건","A Mórrigan","Морриган","Morrigan","มอร์ริแกน","莫里根",0,[],[],1240,"","","","","F",1,"",""
913,"Metadata/NPC/League/Ritual/TheCatha","The Catha","La Catha","Die Catha","キャサ","캐사","A Catha","Ката","Catha","คาธา","凱莎","","","","The Catha","La Catha","Die Catha","キャサ","캐사","A Catha","Ката","Catha","คาธา","凱莎",0,[],[],39139,"","","","","F",1,"",""
914,"Metadata/NPC/League/Ritual/TheGoddess","The Goddess","La Déesse","Die Göttin","女神","여신","A Deusa","Богиня","La diosa","เทพี","女神","","","","The Goddess","La Déesse","Die Göttin","女神","여신","A Deusa","Богиня","La diosa","เทพี","女神",0,[],[],34712,"","","","","F",1,"",""
915,"Metadata/NPC/Four_Act1/LachlannGraveGlyph","Grave of Count Lachlann","Tombe du Comte Lachlann","Grab von Graf Lachlann","ラクラン伯爵の墓","라클란 백작의 무덤","Túmulo do Conde Lachlann","Могила графа Лакланна","Tumba del Conde Lachlann","หลุมศพเคานต์ลาคแลนน์","拉克朗伯爵之墓","Metadata/NPC/Info/StoryGlyphBase","","","Grave of Count Lachlann","Tombe du Comte Lachlann","Grab von Graf Lachlann","ラクラン伯爵の墓","라클란 백작의 무덤","Túmulo do Conde Lachlann","Могила графа Лакланна","Tumba del Conde Lachlann","หลุมศพเคานต์ลาคแลนน์","拉克朗伯爵之墓",1,[],[],37201,"","",6,"","",1,"",""
916,"Metadata/Monsters/BreachBossFallenKnight/FallenKnight","It That Was Tul","Chose qui fut Tul","Es, das einst Tul war","トゥルだったもの","툴이었던 그것","Aquilo que foi Tul","То-что-было-Тул","Eso que era Tul","มันผู้เคยเป็นทุล","昔之托沃","Metadata/Monsters/BreachBossFallenKnight/FallenKnight","","","It That Was Tul","Chose qui fut Tul","Es, das einst Tul war","トゥルだったもの","툴이었던 그것","Aquilo que foi Tul","То-что-было-Тул","Eso que era Tul","มันผู้เคยเป็นทุล","昔之托沃",0,[],[],24131,"","","","","",1,"",""
917,"Metadata/Monsters/BreachBossHandMage/HandMage","It That Was Esh","Chose qui fut Esh","Es, das einst Esh war","エシュだったもの","에쉬였던 그것","Aquilo que foi Esh","То-что-было-Иш","Eso que era Esh","มันผู้เคยเป็นเอ็ช","昔之艾許","Metadata/Monsters/BreachBossHandMage/HandMage","","","It That Was Esh","Chose qui fut Esh","Es, das einst Esh war","エシュだったもの","에쉬였던 그것","Aquilo que foi Esh","То-что-было-Иш","Eso que era Esh","มันผู้เคยเป็นเอ็ช","昔之艾許",0,[],[],11327,"","","","","",1,"",""
918,"Metadata/NPC/League/Breach/Chayula","The Dreamer","Le Rêveur","Der Träumer","夢見人","몽상가","O Sonhador","Спящий","El Soñador","ผู้ฝันใฝ่","幻夢者","Metadata/NPC/League/Chayula/Chayula","","","The Dreamer","Le Rêveur","Der Träumer","夢見人","몽상가","O Sonhador","Спящий","El Soñador","ผู้ฝันใฝ่","幻夢者",0,"[406,408,410]","[407,409,411]",7567,"",99,6,"","",1,"",""
919,"Metadata/NPC/League/Breach/ChayulaEmerge","The Dreamer","Le Rêveur","Der Träumer","夢見人","몽상가","O Sonhador","Спящий","El soñador","ผู้ฝันใฝ่","幻夢者","Metadata/NPC/League/Chayula/ChayulaEmerge","","","The Dreamer","Le Rêveur","Der Träumer","夢見人","몽상가","O Sonhador","Спящий","El soñador","ผู้ฝันใฝ่","幻夢者",0,"[406,408,410]","[407,409,411]",58071,918,99,6,"","",1,"",""
920,"Metadata/NPC/League/Breach/ChayulaProclamation","The Dreamer","Le Rêveur","Der Träumer","夢見人","몽상가","O Sonhador","Спящий","El soñador","ผู้ฝันใฝ่","幻夢者","Metadata/NPC/League/Chayula/ChayulaProclamation","","","The Dreamer","Le Rêveur","Der Träumer","夢見人","몽상가","O Sonhador","Спящий","El soñador","ผู้ฝันใฝ่","幻夢者",0,"[406,408,410]","[407,409,411]",26867,918,99,6,"","",1,"",""
921,"Metadata/NPC/League/Chayula/ChayulaPreProclamation","The Dreamer","Le Rêveur","Der Träumer","夢見人","몽상가","O Sonhador","Спящий","El Soñador","ผู้ฝันใฝ่","幻夢者","Metadata/NPC/League/Chayula/ChayulaPreProclamation","","","The Dreamer","Le Rêveur","Der Träumer","夢見人","몽상가","O Sonhador","Спящий","El Soñador","ผู้ฝันใฝ่","幻夢者",0,"[406,408,410]","[407,409,411]",3424,918,99,6,"","",1,"",""
922,"Metadata/NPC/League/Chayula/ChayulaFarmerHub","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲","Metadata/NPC/League/Chayula/ChayulaFarmerHub","","","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲",0,[419],[418],58490,"",96,6,49,"F",1,"",""
923,"Metadata/NPC/League/Chayula/ChayulaFarmerNearDreamer","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲","Metadata/NPC/League/Chayula/ChayulaFarmerNearDreamer","","","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲",0,[419],[418],49169,922,96,6,"","F",1,"",""
924,"Metadata/NPC/League/Chayula/ChayulaFarmerPostEshAndTul","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲","","","","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲",0,[419],[418],42221,"",96,6,"","F",1,"",""
925,"Metadata/NPC/League/Chayula/ChayulaFarmerTrainingArea","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲","","","","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲",0,[419],[418],39463,"",96,6,"","F",1,"",""
926,"Metadata/NPC/League/Chayula/ChayulaFarmerProclamation","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲","","","","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲",0,[419],[418],2936,922,96,6,"","F",1,"",""
927,"Metadata/NPC/League/Chayula/ChayulaFarmerFirstMonastery","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲","","","","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲",0,[419],[418],10986,922,96,6,"","F",1,"",""
928,"Metadata/NPC/League/Chayula/ChayulaFarmerPostCliffJump","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲","Metadata/NPC/League/Chayula/ChayulaFarmerPostCliffJump","","","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲",0,[419],[418],44993,922,96,6,"","F",1,"",""
929,"Metadata/Monsters/Breach/NPC/ChayulaFarmer","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲","","","","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲",0,[419],[418],38502,"",96,6,"","F",1,"",""
930,"Metadata/Monsters/Breach/NPC/ChayulaFarmerWildFollow","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲","","","","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲",0,[419],[418],9989,"",96,6,"","F",1,"",""
931,"Metadata/Monsters/Breach/NPC/ChayulaFarmerWildFirstEncounter","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲","","","","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲",0,[419],[418],6204,"",96,6,"","F",1,"",""
932,"Metadata/Monsters/Breach/NPC/ChayulaFarmerWildFollowFirstHive","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲","","","","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲",0,[419],[418],29173,"",96,6,"","F",1,"",""
933,"Metadata/Monsters/Breach/NPC/ChayulaFarmerWildFirstBossEncounter","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲","","","","Ailith","Ailith","Ailith","エイリス","아일리트","Ailith","Эйлит","Ailith","เอลิธ","艾里絲",0,[419],[418],32376,"",96,6,"","F",1,"",""
934,"Metadata/NPC/League/Chayula/MonkClone","Mysterious Acolyte","Acolyte mystérieux","Rätselhafter Akolyth","謎の修道僧","수수께끼의 조수","Acólito Misterioso","Загадочный послушник","Acólito misterioso","สาวกลึกลับ","神秘的侍僧","Metadata/NPC/League/Chayula/MonkClone","","","Mysterious Acolyte","Acolyte mystérieux","Rätselhafter Akolyth","謎の修道僧","수수께끼의 조수","Acólito Misterioso","Загадочный послушник","Acólito misterioso","สาวกลึกลับ","神秘的侍僧",0,[],[],27666,"","",6,"","M",1,"",""
935,"Metadata/NPC/Info/ChayulaBook","The Word of the Dreamer","Les Paroles du Rêveur","Das Wort des Träumers","夢見人の世界","몽상가의 말","A Palavra do Sonhador","Слово Спящего","La palabra del Soñador","พระดำรัสท่านผู้ฝันใฝ่","幻夢者之語","Metadata/NPC/League/Chayula/ChayulaBook","","","The Word of the Dreamer","Les Paroles du Rêveur","Das Wort des Träumers","夢見人の世界","몽상가의 말","A Palavra do Sonhador","Слово Спящего","La palabra del Soñador","พระดำรัสท่านผู้ฝันใฝ่","幻夢者之語",0,[],[],35362,"","",6,"","",1,"",""
936,"Metadata/NPC/League/Chayula/KeeperCongregation","Keeper Congregation","Congrégation des Gardiens","Hüter-Ordensgemeinschaft","守護者の集い","찾은 사람이 임자지...","Congregação Protetora","Толпа хранителей","Congregación de protectores","คณะผู้ธำรง","看守者集會","Metadata/NPC/NPC","","","Keeper Congregation","Congrégation des Gardiens","Hüter-Ordensgemeinschaft","守護者の集い","찾은 사람이 임자지...","Congregação Protetora","Толпа хранителей","Congregación de protectores","คณะผู้ธำรง","看守者集會",0,[],[],61905,"","","","","",1,"",""
937,"Metadata/NPC/League/Chayula/KeeperSquire","Keeper","Gardien","Hüter","守護者","보관자","Protetor","Хранитель","Protector","ผู้ธำรง","看守者","Metadata/NPC/NPC","","","Keeper","Gardien","Hüter","守護者","보관자","Protetor","Хранитель","Protector","ผู้ธำรง","看守者",0,[],[],20371,"","",6,"","",1,"",""
938,"Metadata/Terrain/HideoutDecorations/Microtransactions/ImprisonedDjinn/ImprisonedDjinn","Salar, Merchant Djinn","Salar, le Djinn marchand","Salar, Händler-Djinn","商人のジン、サラー","상인 진 살라르","Salar, o Djinn Mercador","Салар, джинн-торговец","Salar, genio mercader","ซาลาร์ จินน์พ่อค้า","商貿巨靈．薩拉","Metadata/Terrain/HideoutDecorations/Microtransactions/ImprisonedDjinn/ImprisonedDjinn","","","Salar, Merchant Djinn","Salar, le Djinn marchand","Salar, Händler-Djinn","商人のジン、サラー","상인 진 살라르","Salar, o Djinn Mercador","Салар, джинн-торговец","Salar, genio mercader","ซาลาร์ จินน์พ่อค้า","商貿巨靈．薩拉",0,[371],[372],194,"","",6,"","",1,"",""
939,"Metadata/NPC/Four_Act3/RavagedCampGlyph","Lost Temple Logbook","Journal de bord du Temple perdu","Logbuch des verschollenen Tempels","失われた神殿の探検記録","사라진 사원 일지","Diário do Templo Perdido","Журнал затерянного храма","Registro del templo perdido","สมุดปูมเดินทางวิหารที่สาบสูญ","遺失神廟日誌","Metadata/NPC/Four_Act3/RavagedCampGlyph","","","Lost Temple Logbook","Journal de bord du Temple perdu","Logbuch des verschollenen Tempels","失われた神殿の探検記録","사라진 사원 일지","Diário do Templo Perdido","Журнал затерянного храма","Registro del templo perdido","สมุดปูมเดินทางวิหารที่สาบสูญ","遺失神廟日誌",3,[],[],57646,"","",6,"","",1,"",""
