"rownum","Id","bool_8","i32_9","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool_37","i32_38","bool_42","bool_43","i32_44","[rid]_48","BaseItemTypesKey","bool_80","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string_133","string_133 (French)","string_133 (German)","string_133 (Japanese)","string_133 (Korean)","string_133 (Portuguese)","string_133 (Russian)","string_133 (Spanish)","string_133 (Thai)","string_133 (Traditional Chinese)","MaxLevel","rid_145","UnlockItem","Encounter_AchievementItemsKeys","Environment","InheritsFrom","bool_217","MinimapIcons","[rid]_234","string_250","i32_258","i32_262","bool_266","Colour","OutlineColour","bool_299","bool_300","LeagueChallenges","IsHardmode","StatsHardmode","bool_334","bool_335","bool_336","i32_337","i32_341","rid_345","bool_361","[rid]_362","[rid]_378","[rid]_394"
816,"Metadata/Terrain/Doodads/Leagues/Expedition/ExpeditionUltimatiumRelicExploded","",2,"Vaal Pedestal","Piédestal vaal","Vaal-Podest","ヴァールの台座","바알 주춧돌","Pedestal Vaal","Пьедестал ваал","Pedestal vaal","แท่นวาล์","瓦爾臺座","[""Metadata/Terrain/Doodads/Leagues/Expedition/VaalRelics.ao""]",1,0,"","",100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1,[],[],[]
817,"Metadata/Terrain/Leagues/Expedition/Objects/ExpeditionBeastUncut","",2,"Beast Skin","Peau de bête","Bestienhaut","獣の皮","야수 가죽","Pele de Fera","Звериная кожа","Cuero de bestia","หนังสัตว์ร้าย","獸皮","[""Metadata/Terrain/Doodads/Leagues/Expedition/MiscExplodables/CrystallineBeastSkinCluster01.ao""]",1,0,"","",100,[],"","",[],[],"",0,"","F","F","","","F","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1,[],[],[]
818,"Metadata/Chests/Reliquary/ReliquaryTwilightOrder","",4,"Relic Vault","Reliquaire","Relikt-Schatzkammer","聖遺物保管箱","유물 금고","Cofre das Relíquias","Хранилище реликвий","Bóveda de reliquias","หีบวัตถุโบราณ","遺產寶庫","[""Metadata/Chests/Reliquary/kethChestGold.ao""]",1,0,"","",165,[],"","",[],[],"",0,"","M","F","","","M","NS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],"","","",3,0,"",1,[],[],[]
819,"Metadata/Chests/UniqueMegalithChest_01","",2,"Empowered Rune","Rune améliorée","Verstärkte Rune","強化されたルーン","강화 룬","Runa Fortalecida","Усиленная руна","Runa potenciada","อักขระเสริมฤทธิ์","強化符文","[""Metadata/Terrain/Doodads/Maps/Megalith/RuneStone01.ao""]",1,1,"","",100,[],"","",[8309],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/MegalithRuneChest",1,"",[],"",0,0,"","","","","",[],1,[],"","","",1,100,"",1,[],[],[]
820,"Metadata/Chests/UniqueMegalithChest_02","",2,"Empowered Rune","Rune améliorée","Verstärkte Rune","強化されたルーン","강화 룬","Runa Fortalecida","Усиленная руна","Runa potenciada","อักขระเสริมฤทธิ์","強化符文","[""Metadata/Terrain/Doodads/Maps/Megalith/RuneStone02.ao""]",1,1,"","",100,[],"","",[8309],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/MegalithRuneChest",1,"",[],"",0,0,"","","","","",[],1,[],"","","",1,100,"",1,[],[],[]
821,"Metadata/Chests/UniqueMegalithChest_03","",2,"Empowered Rune","Rune améliorée","Verstärkte Rune","強化されたルーン","강화 룬","Runa Fortalecida","Усиленная руна","Runa potenciada","อักขระเสริมฤทธิ์","強化符文","[""Metadata/Terrain/Doodads/Maps/Megalith/RuneStone03.ao""]",1,1,"","",100,[],"","",[8309],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/MegalithRuneChest",1,"",[],"",0,0,"","","","","",[],1,[],"","","",1,100,"",1,[],[],[]
822,"Metadata/Chests/UniqueMegalithChest_04","",2,"Empowered Rune","Rune améliorée","Verstärkte Rune","強化されたルーン","강화 룬","Runa Fortalecida","Усиленная руна","Runa potenciada","อักขระเสริมฤทธิ์","強化符文","[""Metadata/Terrain/Doodads/Maps/Megalith/RuneStone04.ao""]",1,1,"","",100,[],"","",[8309],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/MegalithRuneChest",1,"",[],"",0,0,"","","","","",[],1,[],"","","",1,100,"",1,[],[],[]
823,"Metadata/Chests/UniqueMegalithChest_05","",2,"Empowered Rune","Rune améliorée","Verstärkte Rune","強化されたルーン","강화 룬","Runa Fortalecida","Усиленная руна","Runa potenciada","อักขระเสริมฤทธิ์","強化符文","[""Metadata/Terrain/Doodads/Maps/Megalith/RuneStone05.ao""]",1,1,"","",100,[],"","",[8310],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/MegalithRuneChest",1,"",[],"",0,0,"","","","","",[],1,[],"","","",1,100,"",1,[],[],[]
824,"Metadata/Chests/UniqueMegalithChest_06","",2,"Empowered Rune","Rune améliorée","Verstärkte Rune","強化されたルーン","강화 룬","Runa Fortalecida","Усиленная руна","Runa potenciada","อักขระเสริมฤทธิ์","強化符文","[""Metadata/Terrain/Doodads/Maps/Megalith/RuneStone06.ao""]",1,1,"","",100,[],"","",[8310],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/MegalithRuneChest",1,"",[],"",0,0,"","","","","",[],1,[],"","","",1,100,"",1,[],[],[]
825,"Metadata/Chests/UniqueMegalithChest_07","",2,"Empowered Rune","Rune améliorée","Verstärkte Rune","強化されたルーン","강화 룬","Runa Fortalecida","Усиленная руна","Runa potenciada","อักขระเสริมฤทธิ์","強化符文","[""Metadata/Terrain/Doodads/Maps/Megalith/RuneStone07.ao""]",1,1,"","",100,[],"","",[8310],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/MegalithRuneChest",1,"",[],"",0,0,"","","","","",[],1,[],"","","",1,100,"",1,[],[],[]
826,"Metadata/Chests/UniqueMegalithChest_08","",2,"Empowered Rune","Rune améliorée","Verstärkte Rune","強化されたルーン","강화 룬","Runa Fortalecida","Усиленная руна","Runa potenciada","อักขระเสริมฤทธิ์","強化符文","[""Metadata/Terrain/Doodads/Maps/Megalith/RuneStone08.ao""]",1,1,"","",100,[],"","",[8311],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/MegalithRuneChest",1,"",[],"",0,0,"","","","","",[],1,[],"","","",1,100,"",1,[],[],[]
827,"Metadata/Chests/UniqueMegalithChest_09","",2,"Empowered Rune","Rune améliorée","Verstärkte Rune","強化されたルーン","강화 룬","Runa Fortalecida","Усиленная руна","Runa potenciada","อักขระเสริมฤทธิ์","強化符文","[""Metadata/Terrain/Doodads/Maps/Megalith/RuneStone09.ao""]",1,1,"","",100,[],"","",[8311],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/MegalithRuneChest",1,"",[],"",0,0,"","","","","",[],1,[],"","","",1,100,"",1,[],[],[]
828,"Metadata/Chests/LeagueAzmeri/OmenChest","",5,"Omen Altar","Autel de présage","Omenaltar","お告げの祭壇","징조 제단","Altar do Presságio","Алтарь предзнаменований","Altar de augurios","แท่นลางบอกเหตุ","預兆祭壇","[""Metadata/Terrain/Doodads/Leagues/Azmeri/OmanShrine01_01.ao"",""Metadata/Terrain/Doodads/Leagues/Azmeri/OmanShrine01_02.ao"",""Metadata/Terrain/Doodads/Leagues/Azmeri/OmanShrine01_03.ao""]",1,0,"","",100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1,[],[],[]
829,"Metadata/Chests/Cleansed/MinibossChasm","",8,"","","","","","","","","","","[""Metadata/Terrain/Doodads/Maps/Corruption/SanctifiedCorruption/SanctifiedChasm.ao""]",1,0,"","",100,[],"","",[],[],"",0,"","","","","","","","","","",100,"","",[],"","Metadata/Chests/Cleansed/MinibossChasm","","",[],"emerge_wild_01",0,0,"","","","","",[],"",[],"","","",3,0,"",1,[],[],[]
830,"Metadata/Chests/FrozenFalls/EzomyteChest_01",1,4,"Effigy","Effigie","Bildnis","彫像","제웅","Efígie","Чучело","Efigie","รูปจำลอง","雕像","[""Metadata/Chests/EzomyteChests/Snow/EzomyteChest_01.ao""]",1,6,"",1,100,[],"","",[],[],61,0,"","F","N","","","F","NS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-15,15,"","","","","",[],"",[],1,1,1,1,600,"",1,[],[],[]
831,"Metadata/Chests/FrozenFalls/EzomyteChest_02",1,4,"Effigy","Effigie","Bildnis","彫像","제웅","Efígie","Чучело","Efigie","รูปจำลอง","雕像","[""Metadata/Chests/EzomyteChests/Snow/EzomyteChest_02.ao""]",1,6,"",1,100,[],"","",[],[],61,0,"","F","N","","","F","NS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-15,15,"","","","","",[],"",[],1,1,1,1,600,"",1,[],[],[]
832,"Metadata/Chests/FrozenFalls/EzomyteChest_03",1,4,"Effigy","Effigie","Bildnis","彫像","제웅","Efígie","Чучело","Efigie","รูปจำลอง","雕像","[""Metadata/Chests/EzomyteChests/Snow/EzomyteChest_04.ao""]",1,6,"",1,100,[],"","",[],[],61,0,"","F","N","","","F","NS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-15,15,"","","","","",[],"",[],1,1,1,1,600,"",1,[],[],[]
833,"Metadata/Chests/FrozenFalls/EzomyteChest_04",1,4,"Effigy","Effigie","Bildnis","彫像","제웅","Efígie","Чучело","Efigie","รูปจำลอง","雕像","[""Metadata/Chests/EzomyteChests/Snow/EzomyteChest_04.ao""]",1,6,"",1,100,[],"","",[],[],61,0,"","F","N","","","F","NS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-15,15,"","","","","",[],"",[],1,1,1,1,600,"",1,[],[],[]
834,"Metadata/Chests/FrozenFalls/EzomyteChest_05",1,2,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/EzomyteChests/Snow/EzomyteChest_05.ao""]","",2,"",1,100,[],"","",[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
835,"Metadata/Chests/FrozenFalls/EzomyteChest_06",1,2,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/EzomyteChests/Snow/EzomyteChest_06.ao""]","",2,"",1,100,[],"","",[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-15,15,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
836,"Metadata/Chests/FrozenFalls/ForestCache01",1,4,"Cache","Cache","Lagertruhe","隠し財産","은닉함","Estoque","Тайник","Alijo","ที่ซ่อนของ","密盒","[""Metadata/Chests/ForestCache/Snow/ForestCache01.ao""]",1,4,1,"",100,[],"","",[],[],"",0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
837,"Metadata/Chests/FrozenFalls/ForestCache02",1,4,"Cache","Cache","Lagertruhe","隠し財産","은닉함","Estoque","Тайник","Alijo","ที่ซ่อนของ","密盒","[""Metadata/Chests/ForestCache/Snow/ForestCache02.ao""]",1,4,1,"",100,[],"","",[],[],"",0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
838,"Metadata/Chests/FrozenFalls/ForestCache03",1,4,"Cache","Cache","Lagertruhe","隠し財産","은닉함","Estoque","Тайник","Alijo","ที่ซ่อนของ","密盒","[""Metadata/Chests/ForestCache/Snow/ForestCache03.ao""]",1,4,1,"",100,[],"","",[],[],"",0,"","F","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
839,"Metadata/Chests/StackedBoulder01",1,2,"Boulder","Rocher","Felsbrocken","丸石","바위","Pedregulho","Валун","Roca","ก้อนหิน","巨石","[""Metadata/Chests/Boulders/StackedBolderChests/StackedBolder01.ao""]","",2,"",1,50,[],"","",[],[],"",0,"","M","M","","","M","MS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-90,90,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
840,"Metadata/Chests/StackedBoulder02",1,2,"Boulder","Rocher","Felsbrocken","丸石","바위","Pedregulho","Валун","Roca","ก้อนหิน","巨石","[""Metadata/Chests/Boulders/StackedBolderChests/StackedBolder02.ao""]","",2,"",1,50,[],"","",[],[],"",0,"","M","M","","","M","MS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-90,90,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
841,"Metadata/Chests/StackedBoulder03",1,2,"Boulder","Rocher","Felsbrocken","丸石","바위","Pedregulho","Валун","Roca","ก้อนหิน","巨石","[""Metadata/Chests/Boulders/StackedBolderChests/StackedBolder03.ao""]","",2,"",1,50,[],"","",[],[],"",0,"","M","M","","","M","MS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-90,90,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
842,"Metadata/Chests/StackedBoulder04",1,2,"Boulder","Rocher","Felsbrocken","丸石","바위","Pedregulho","Валун","Roca","ก้อนหิน","巨石","[""Metadata/Chests/Boulders/StackedBolderChests/StackedBolder04.ao""]","",2,"",1,50,[],"","",[],[],"",0,"","M","M","","","M","MS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-90,90,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
843,"Metadata/Chests/ShrikeIsland/ImpaledKaruiCorpse",1,4,"Impaled Karui","Karui empalé","Aufgespießter Karui","串刺しにされたカルイ","꿰뚫린 카루이","Karui Empalado","Пронзённый каруи","Karui empalado","ศพคารุยที่ถูกเสียบ","被刺穿的卡魯人","[""Metadata/Terrain/Doodads/Islands/ShrikeIsland/ImpaledKaruiEliteCorpse.ao""]",1,6,"","",100,[],"","",[],[],"",0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4/4_7/Objects/ImpaledKaruiCorpse",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,0,"",1,[],[],[]
844,"Metadata/Chests/KedgeBayChests/KedgeBayChestValuable",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/KalguuranCrates/SmallerPersonalChest.ao""]",1,10,"","",70,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,1000,"","",[],[],[]
845,"Metadata/Chests/GoblinChest01",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/GoblinChests/GoblinChest01.ao""]",1,8,"",1,50,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,800,"",1,[],[],[]
846,"Metadata/Chests/GoblinChest02",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/GoblinChests/GoblinChest02.ao""]",1,8,"",1,50,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,800,"",1,[],[],[]
847,"Metadata/Chests/GoblinChest03",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/GoblinChests/GoblinChest03.ao""]",1,8,"",1,50,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,800,"",1,[],[],[]
848,"Metadata/Chests/GoblinChest04",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/GoblinChests/GoblinChest04.ao""]",1,8,"",1,50,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,800,"",1,[],[],[]
849,"Metadata/Chests/GoblinChest05",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/GoblinChests/GoblinChest05.ao""]",1,6,"",1,50,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,600,"",1,[],[],[]
850,"Metadata/Chests/GoblinChest06",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/GoblinChests/GoblinChest06.ao""]",1,6,"",1,50,[],"","",[],[],60,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,600,"",1,[],[],[]
851,"Metadata/Chests/KaruiChest_02_MagicAndRare",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/KaruiChests/KaruiChest_02.ao""]",1,4,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,1,1,1,400,"","",[],[],[]
852,"Metadata/Chests/KaruiChest_06_MagicAndRare",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/KaruiChests/KaruiChest_06.ao""]",1,4,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,1,1,1,400,"","",[],[],[]
853,"Metadata/Chests/KaruiChest_08_MagicAndRare",1,2,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/KaruiChests/KaruiChest_08.ao""]",1,4,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,1,1,1,400,"","",[],[],[]
854,"Metadata/Chests/KaruiChest_09_MagicAndRare",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/KaruiChests/KaruiChest_09.ao""]",1,10,"","",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-2,2,"","","","","",[],"",[],1,1,1,1,1000,"","",[],[],[]
855,"Metadata/Chests/ScorchedFarmlandsLandmarkChest",1,4,"Corpse","Cadavre","Leichnam","死体","시신","Cadáver","Труп","Cadáver","ศพ","屍體","[""Metadata/Chests/CorpseChests_95702/MarakethUnworthy/UnworthyChest03.ao""]",1,4,"","",100,[],"",1,[],[],61,0,"","M","M","","","M","MS","M","","",100,"","",[],"","Metadata/Terrain/Gallows/Act4_Interlude/Part1/P1_1/Objects/ScorchedFarmlandLandmarkChest",1,"",[],"",-5,5,"","","","","",[],"",[],1,1,1,1,0,"",1,[],[],[]
856,"Metadata/Chests/Abyss/AbyssDepthsFinalTicketChest","",4,"Large Abyssal Trove","Grand trésor abyssal","Große Truhe aus der Tiefe\r\n","巨大なアビスの宝箱","대형 심연의 발견물","Repositório Abissal Grande","Большой клад Бездны","Tesoro abisal grande","ขุมทรัพย์อะบิสใหญ่","大型深淵寶庫","[""Metadata/Chests/Abyss/AbyssFinalChest02Rare.ao""]",1,5,"","",100,[],"","",[8017],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Abyss/AbyssDepthsChestBase",1,"",[],"",0,0,"","","","","",[],1,[16592],"","",1,1,0,"","",[],[],[]
857,"Metadata/Chests/Abyss/AbyssDepthsFinalChanceChestRare","",4,"Abyssal Trove","Trésor abyssal","Truhe aus der Tiefe","アビスの宝箱","심연의 발견물","Repositório Abissal","Клад Бездны","Tesoro abisal","ขุมทรัพย์อะบิส","深淵寶庫","[""Metadata/Chests/Abyss/AbyssChestSmallRare.ao""]",1,5,"","",100,[],"","",[8016],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Abyss/AbyssDepthsChestBaseChance",1,"",[],"",0,0,"","","","","",[],1,[16592],"","",1,1,0,"","",[],[],[]
858,"Metadata/Chests/Abyss/AbyssDepthsFinalChanceChestMagic","",4,"Abyssal Trove","Trésor abyssal","Truhe aus der Tiefe","アビスの宝箱","심연의 발견물","Repositório Abissal","Клад Бездны","Tesoro abisal","ขุมทรัพย์อะบิส","深淵寶庫","[""Metadata/Chests/Abyss/AbyssChestSmallMagic.ao""]",1,5,"","",100,[],"","",[8016],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Abyss/AbyssDepthsChestBaseChance",1,"",[],"",0,0,"","","","","",[],1,[16592],"",1,"",1,0,"","",[],[],[]
859,"Metadata/Chests/Abyss/AbyssDepthsChest","",4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","箱子","[""Metadata/Chests/Abyss/AbyssChestSmallMagic.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[16592],"",1,1,1,1000,"",1,[],[],[]
860,"Metadata/Chests/Abyss/AbyssDepthsChestLarge","",4,"Large Chest","Grand coffre","Große Truhe","ラージチェスト","대형 상자","Baú Grande","Большой сундук","Cofre grande","หีบใหญ่","大箱子","[""Metadata/Chests/Abyss/AbyssChestSmallRare.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[16592],"",1,1,1,1000,"",1,[],[],[]
861,"Metadata/Chests/StrongBoxes/LandmarkStrongbox/P1_4LandmarkStrongbox1",1,2,"Strongbox","Coffre-fort","Tresor","ストロングボックス","금고","Caixa-forte","Ларец","Caja fuerte","กล่องนิรภัย","保險箱","[""Metadata/Terrain/Gallows/Leagues/StrongBoxes/LargeStrongbox01.ao""]","",10,"","",100,[],"",1,"[8061,8004,8005]","[1220,1216]",0,45,"","M","M","","","F","MS","F","","",64,"","",[],"","Metadata/Chests/StrongBoxes/LandmarkStrongbox/P1_4LandmarkStrongbox1","","",[],"",-45,45,"","","","","",[],1,[],"","","",3,1000,"",1,[],[],[]
