"rownum","Id","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Invisible","Removable","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Stats","CancelOnDeath","MergeMode","ShowCount","Maximum_Stat","Current_Stat","bool_80","i32_81","BuffVisual","bool_101","bool_102","BuffCategory","bool_107","bool_108","bool_109","bool_110","BuffLimit","bool_115","Implementation","IsRecovery","bool_125","MinStat","bool_142","UIStackMode","bool_147","IsSkillBuff","i32_149","[i32]_153","bool_169","bool_170","MultiPartAchievement","bool_187","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool_252","bool_253","bool_254","bool_255","rid_256","[i32]_272","string_288","string_288 (French)","string_288 (German)","string_288 (Japanese)","string_288 (Korean)","string_288 (Portuguese)","string_288 (Russian)","string_288 (Spanish)","string_288 (Thai)","string_288 (Traditional Chinese)","[rid]_296","[i32]_312","i32_328","PreloadGroup","bool_348","bool_349","bool_350"
2530,"stormcaller_arrow_debuff","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",31,0,1,"",2,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","",1,"",[],"","","","","","","","","","",[20009],[],1,[],"","",""
2531,"berserk_reservation","","","","","","","","","","",1,"","","","","","","","","","","","[19197,9059,20011,6994]","",3,"","","","",31,0,1,"",18,"",1,1,"",0,"","","","","","",8,"",1,0,[],"","",[],"",[],"[20269,23982]","[19197,9059,20011,6994]",[],"","","","","",[],"","","","","","","","","","",[],[],6,[],"","",""
2532,"herald_of_agony_reservation","","","","","","","","","","","","","","","","","","","","","","",[20090],"",3,"","","","",31,975,1,"",18,"",1,1,"",0,"","","","","","",8,"",1,0,[],"","",[],"",[],[7899],[20090],[],"","","","","",[],"","","","","","","","","","",[],[],6,[],"","",""
2533,"proximal_intangibility","","Vous êtes immunisé aux Dégâts tant qu'aucun ennemi n'est à courte portée","Ihr seid immun gegen Schaden, solange sich keine Gegner in kurzer Distanz befinden.","近距離に敵がいない間はダメージを受けない","근거리에 적이 없으면 피해 면역","Você é Imune a Dano enquanto não houver inimigos próximos","Вы иммунны к урону, пока вблизи вас нет врагов","Eres inmune al daño si no hay enemigos a corta distancia","คุณป้องกันความเสียหายขณะที่ไม่มีศัตรูอยู่ในระยะใกล้","近距離內沒有敵人時，你對傷害免疫",1,"","","","","","","","","","","",[],1,2,"","","","",31,0,1,"",18,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],"[6034,5152,773,135,715,985,14371]",[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
2534,"proximal_intangibility_with_targeting","","","","","","","","","","",1,"","","","","","","","","","","",[],1,2,"","","","",31,0,1,"",18,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],"[5152,773,135,715,985,14371]",[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
2535,"proximal_intangibility_visuals","You are Immune to Damage while no enemies are in close range","Vous êtes immunisé contre les Dégâts tant qu'aucun ennemi ne se trouve à courte portée","Ihr seid immun gegen Schaden, während sich keine Gegner in unmittelbarer Nähe befinden.","敵が近距離にいない間はダメージを受けない","근거리에 적이 없으면 피해에 면역이 됩니다.","Você é imune a dano enquanto nenhum inimigo estiver por perto.","Вы невосприимчивы к урону, пока в непосредственной близости нет врагов","Eres inmune al daño mientras no haya ningún enemigo a corta distancia","คุณไม่ได้รับความเสียหายขณะที่ไม่มีศัตรูอยู่ในระยะใกล้","近距離內沒有敵人時，你對傷害免疫",1,"","","","","","","","","","","",[],1,2,"","","","",31,2302,1,"",1,"",1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
2536,"herald_of_blood","Slain Enemies with [BloodLoss|Blood Loss] explode dealing [Physical] [Attack] Damage","Les ennemis tués souffrant d'une [BloodLoss|Perte de sang] explosent, infligeant des Dégâts d'[Attack|Attaque] [Physical|Physiques]","Getötete Gegner mit [BloodLoss|Blutverlust] explodieren und verursachen [Physical|physischen] [Attack|Angriffs]schaden.","[BloodLoss|失血]で倒された敵は爆発し、[Physical|物理][Attack|アタック]ダメージを与える","[BloodLoss|혈액상실]로 죽은 적이 폭발하여 [Physical|물리] [Attack|공격] 피해를 줍니다.","Inimigos abatidos com [BloodLoss|perda de sangue] explodem, causando dano de [Attack|ataque] [Physical|físico].","Убитые враги с [BloodLoss|кровопотерей] взрываются, нанося [Physical|физический] урон от [Attack|атак]","Los enemigos derrotados que tengan [BloodLoss|pérdida de sangre] explotan para infligir daño [Physical|físico] de [Attack|ataques].","ศัตรูที่มีการ[BloodLoss|ขาดเลือด]ที่ถูกสังหาร จะระเบิดตัวเองเพื่อสร้างความเสียหาย [Attack|โจมตี] [Physical|กายภาพ]","帶有[BloodLoss|失血]的敵人被擊殺時爆炸，造成[Physical|物理][Attack|攻擊]傷害","",1,"Herald Of Blood","Héraut du sang","Herold des Blutes","ヘラルドオブブラッド","피의 전령","Arauto Sangrento","Вестник крови","Heraldo de sangre","สาสน์โลหิต","鮮血之捷",[26],1,3,"","","","",31,2358,1,"",13,"",1,1,"",0,"","","",1,"","",1,"",1,0,[],"","",[],"",[],[21257],[26],[],"","","","","",[],"","","","","","","","","","",[21327],[],1,[],"","",""
2537,"withering_presence_reservation","","","","","","","","","","",1,"","","","","","","","","","","","[4741,4741]",1,3,"","","","",31,0,1,"",18,"",1,1,"",0,"","WitheringPresenceBuff","","","","",8,"",1,0,[],"","",[],"",[],[],"[4741,4741]",[],"","","","","",[],"","","","","","","","","","",[],[],6,[],"","",""
2538,"decay_rarity","Gain increased [ItemRarity|Rarity of Items] on kill","Vous bénéficiez d'une augmentation de la [ItemRarity|Raretés des objets cédés] en tuant","Erhaltet erhöhte [ItemRarity|Seltenheit von Gegenständen] bei Tötung","キル時の[ItemRarity|アイテムのレアリティ]が増加","처치 시 [ItemRarity|아이템 희귀도] 증가","Ganha mais [ItemRarity|raridade de itens] ao matar.","Дарует увеличение [ItemRarity|редкости выпадающих прелметов] при убийстве.","Ganas [ItemRarity|rareza de objetos] aumentada al matar","มี[ItemRarity|ระดับความหายากของ ไอเทม] เพิ่มขึ้น เมื่อสังหาร","擊殺時獲得更高的[ItemRarity|物品稀有度]","","","[MountingGreed|Mounting Greed]","[MountingGreed|Cupidité insatiable]","[MountingGreed|Wachsende Gier]","[MountingGreed|高まる欲望]","[MountingGreed|커져가는 탐욕]","[MountingGreed|Ganância Crescente]","[MountingGreed|Растущая жадность]","[MountingGreed|Avaricia creciente]","[MountingGreed|โลภล้นฟ้า]","[MountingGreed|貪婪加劇]",[148],"",2,"","","","",31,2436,1,"",18,"",1,1,"",0,"","DecayRarity","","","","",8,"","",0,[],"","",[],"",[],[],[148],[],"","","","","",[],"","","","","","","","","","",[],[],6,[],"","",""
2539,"combat_frenzy_reservation","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",31,0,1,"",18,"",1,1,"",0,"","","","","","",8,"",1,0,[],"","",[],"",[],[20085],[],[],"","","","","",[],"","","","","","","","","","",[],[],6,[],"","",""
2540,"ultimatum_fadeout_monster","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",31,2304,1,"",18,1,1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],"[870,20118]",[],[],"","","","","",[],"","","","","","","","","","",[],[],6,[],"","",""
2541,"cast_on_block_reserve","","","","","","","","","","","","","Cast on Block","Déclenchement lors du Blocage","Zaubern bei Block","ブロック時キャスト","막기 시 시전","Conjurar ao Bloquear","Сотворение чар при блоке","Lanzar al bloquear","ร่ายเมื่อบล็อค","格擋時施放",[],1,1,1,"","","",31,2307,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
2542,"cast_on_block_count","","","","","","","","","","",1,"","","","","","","","","","","",[],1,1,"","","","",31,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
2543,"soul_offering","You deal increased [Spell] damage","Vous bénéficiez d'une Augmentation de Dégâts des [Spell|Sorts].","Ihr verursacht erhöhten [Spell|Zauber]schaden.","[Spell|スペル]ダメージ増加している","주는 [Spell|주문] 피해가 증가합니다.","Você causa dano [Spell|Mágico] aumentado","Вы наносите увеличенный урон от [Spell|чар]","Infliges daño de [Spell|hechizos] aumentado","คุณสร้างความเสียหาย [Spell|เวท] เพิ่มขึ้น","你造成額外[Spell|法術]傷害","","","Mystic Potency","Puissance mystique","Mystische Kraft","神秘の効能","신비한 효력","Potência Mística","Мистическое могущество","Potencia mística","ศักยภาพลี้ลับ","神秘威能",[25],1,3,"","","","",31,2308,1,"",18,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[25],[],"","",1,"","",[],"","","","","","","","","","",[],[],1,[],"","",""
2544,"sanctum_pickup_water","","","","","","","","","","",1,"","","","","","","","","","","",[],"",2,"","","","",31,2309,1,"",18,1,1,1,"",0,"","","","","","",8,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
2545,"ultimatum_holding_soul_core","Return this to a Stone Altar. You are taking escalating Physical Damage over Time.","Ramenez cet objet à un Autel de pierre. Vous subissez chaque seconde de plus en plus de Dégâts physiques sur la durée.","Bringt dies zu einem Steinaltar. Ihr erleidet mit der Zeit zunehmenden physischen Schaden.","石の祭壇に戻れ。徐々に増加する物理継続ダメージを受けている。","이것을 돌 제단으로 돌려놓으십시오. 점점 증가하는 지속 물리 피해를 받고 있습니다.","Você sofre dano físico degenerativo crescente. Retorne isso a um Altar de Pedra.","Верните это на каменный алтарь. Вы получаете растущий постепенный физический урон.","Devuelve esto a un Altar de piedra. Recibes daño físico degenerativo creciente.","นำสิ่งนี้มาคืนที่แท่นศิลา คุณได้รับความเสียหาย กายภาพ ต่อเนื่อง เพิ่มขึ้นเรื่อยๆ","將此物品帶回石陣祭壇。你正在承受不斷惡化的物理持續傷害。","","","Vaal Soul Core","Noyau d'âme vaal","Vaal-Seelenkern","ヴァールソウルコア","바알 영혼 핵","Núcleo d'Alma Vaal","Ядро душ ваал","Núcleo de alma vaal","แกนวิญญาณวาล์","瓦爾靈魂核心",[344],1,3,1,"","","",31,2310,1,1,2,1,1,1,"",100,"","GenericIncrementStacks","","","","",8,"","",0,[],"","",[],"",[],[],[344],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
2546,"breach_boss_spider_tether","Movement speed [Slow|Slowed]. Moving far enough away from the web  will break it.","Votre Vitesse de déplacement est [Slow|Ralentie]. Éloignez-vous suffisamment de la toile pour la rompre.","Eure Bewegungsgeschwindigkeit ist [Slow|verlangsamt]. Entfernt Euch weit genug vom Netz, um es zu zerreißen.","移動スピードが[Slow|減速]している。網から十分に離れると破壊される。","이동 속도가 [Slow|감속]되었습니다. 거미줄로부터 멀리 떨어지면 결속이 끊어집니다.","Sua velocidade de movimento [Slow|diminui]. Ao se mover para longe das teias, elas se romperão.","Передвижение [Slow|замедлено]. Отойдите на достаточное расстояние, чтобы разорвать паутину.","Tu velocidad de movimiento está [Slow|ralentizada]. Si te mueves lo suficientemente lejos de la telaraña, se romperá.","ความเร็วในการเคลื่อนที่ [Slow|เชื่องช้า] ใยจะขาดออกเมื่อเคลื่อนออกไปได้ไกลพอ","移動速度[Slow|被減緩]。遠離蛛網以將其破壞。","","","Webbed","Pris dans la toile","Im Netz","蜘蛛の巣まみれ","거미줄에 덮임","Teias de Aranha","Опутывание","Atrapado en la telaraña","ติดใย","網羅",[20429],1,1,"","","","",31,2314,1,"",2,"",1,1,"",0,"","",1,"","","",8,"","",0,[],"","",[],"",[18053],[],"[20429,18053]",[],"","","","","",[],"","","","","","","","","","",[],[3],1,[],"","",""
2547,"daze_immunity","All Daze has been removed from you, and you cannot be Dazed.","Tous les effets d'Hébétement qui vous affectaient ont été retirés et vous ne pouvez plus être Hébété.","Sämtliche Benommenheit wurde von Euch entfernt, und Ihr könnt nicht mehr benommen gemacht werden.","すべての眩暈が取り除かれ、眩暈状態にならない。","모든 혼미가 제거되었으며 혼미 상태가 되지 않습니다.","Você se livrou do efeito de desorientação e não pode mais sofrê-lo.","С вас сняты все эффекты оцепенения и вы не можете оцепенеть.","Se ha eliminado toda tu desorientación y no te pueden desorientar.","สถานะ งุนงง ทั้งหมดถูกกำจัดจากตัวคุณ และคุณจะไม่ติดสถานะ งุนงง","移除你身上全部目眩，且你不能被目眩。","","","Daze Immunity","Immunité à l'Hébétement","Benommenheitsimmunität","眩暈完全無効化","혼미 면역","Imunidade a Desorientação","Иммунитет к оцепенению","Inmunidad a la desorientación","ป้องกันงุนงง","目眩免疫",[],"",3,"","","","",31,1739,1,"",1,"",1,"","",0,"","","","","","",8,"","",0,[],"","",[],"",[],[20275],[],[],"","","","","",[],"","","","","","","","","","",[],[],1,[],"","",""
