"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","rid_218","i32_234","Pickup_AchievementItems","SMFiles","Identify_AchievementItems","EPKFile","Corrupt_AchievementItems","IsAlternateArt","bool_311","CreateCorruptedJewelAchievementItem","AnimationLocation","string_336","string_344","string_352","string_360","string_368","string_376","string_384","string_392","string_400","string_408","string_416","string_424","IsAtlasOfWorldsMapIcon","IsTier16Icon","[i32]_434","bool_450","[rid]_451","[string]_467","[string]_483","[string]_499","[string]_515","[string]_531","[string]_547","[string]_563","string_579","string_587","string_595","string_603","string_611","string_619","string_627","string_635","string_643","Composition","rid_655","rid_671","rid_687","rid_703","[string]_719","[string]_735","[string]_751","[string]_767","[string]_783","[string]_799","rid_815","string_831","string_839","string_847","string_855","string_863","string_871","string_879","rid_887","rid_903","rid_919","rid_935","string_951"
15470,"FourUniqueTrap12","Art/2DItems/Weapons/OneHandWeapons/Traps/TrapRemote05.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1.ao",699,21978,"Art/Models/Items/Weapons/OneHandWeapons/Traps/Basetypes/TrapRemote_Intricate_Held.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15471,"FourUniqueTrap13","Art/2DItems/Weapons/OneHandWeapons/Traps/Trap08.dds","Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1.ao",699,57425,"Art/Models/Items/Weapons/OneHandWeapons/Traps/Basetypes/Trap_Refined_Held.fmt",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15472,"FourUniqueCharm1_","Art/2DItems/Charms/Uniques/ThawingUniqueCharm.dds","Metadata/Items/Charms/FreezeImmuneCharmDrop.ao",969,40350,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15473,"FourUniqueCharm2","Art/2DItems/Charms/Uniques/StaunchingUniqueCharm.dds","Metadata/Items/Charms/StaunchingCharm.ao",969,38761,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15474,"FourUniqueCharm3","Art/2DItems/Charms/Uniques/AntidoteUniqueCharm.dds","Metadata/Items/Charms/AntidoteCharmDrop.ao",969,934,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15475,"FourUniqueCharm4","Art/2DItems/Charms/Uniques/DousingUniqueCharm.dds","Metadata/Items/Charms/IgniteCharmDrop.ao",969,26190,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15476,"FourUniqueCharm5","Art/2DItems/Charms/Uniques/GroundingUniqueCharm.dds","Metadata/Items/Charms/ShockImmuneCharmDrop.ao",969,30432,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15477,"FourUniqueCharm6_","Art/2DItems/Charms/Uniques/StoneUniqueCharm.dds","Metadata/Items/Charms/StunCharmDrop.ao",969,7805,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15478,"FourUniqueCharm7_","Art/2DItems/Charms/Uniques/SilverUniqueCharm.dds","Metadata/Items/Charms/SlowCharmDrop.ao",969,12488,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15479,"FourUniqueCharm8","Art/2DItems/Charms/Uniques/RubyUniqueCharm.dds","Metadata/Items/Charms/FireResistCharmDrop.ao",969,37890,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15480,"FourUniqueCharm9","Art/2DItems/Charms/Uniques/SapphireUniqueCharm.dds","Metadata/Items/Charms/ColdCharmDrop.ao",969,19753,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15481,"FourUniqueCharm10","Art/2DItems/Charms/Uniques/TopazUniqueCharm.dds","Metadata/Items/Charms/LightningResistCharmDrop.ao",969,34763,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15482,"FourUniqueCharm11","Art/2DItems/Charms/Uniques/ChaosUniqueCharm.dds","Metadata/Items/Charms/ChaosCharmDrop.ao",969,46210,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15483,"FourUniqueCharm12","Art/2DItems/Charms/Uniques/GoldenUniqueCharm.dds","Metadata/Items/Charms/ItemFindCharmDrop.ao",969,16287,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15484,"FourUniquePinnacle1","Art/2DItems/Armours/BodyArmours/Uniques/MoriorInvictus_M.dds","Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/MoriorInvictus/MoriorInvictusDrop.ao",535,52840,"",[],[],[],[],[],[],[],"","","","","","","","",5,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/MoriorInvictus/MoriorInvictusStr.ao""]","[""Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/MoriorInvictus/MoriorInvictusDex.ao""]","[""Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/MoriorInvictus/MoriorInvictusInt.ao""]","[""Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/MoriorInvictus/MoriorInvictusStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/MoriorInvictus/MoriorInvictusStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/MoriorInvictus/MoriorInvictusDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15485,"FourUniquePinnacle2","Art/2DItems/Armours/Helmets/Uniques/SolusIpse.dds","Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SolusIpse/SolusIpseDrop.ao",680,39421,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SolusIpse/SolusIpseStr.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SolusIpse/SolusIpseDex.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SolusIpse/SolusIpseInt.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SolusIpse/SolusIpseStrDex.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SolusIpse/SolusIpseStrInt.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SolusIpse/SolusIpseDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15486,"FourUniquePinnacle3_","Art/2DItems/Armours/Gloves/Uniques/SineAequo.dds","Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/SineAequo/SineAequoDrop.ao",687,45043,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/SineAequo/SineAequoStr.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/SineAequo/SineAequoDex.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/SineAequo/SineAequoInt.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/SineAequo/SineAequoStrDex.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/SineAequo/SineAequoStrInt.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/SineAequo/SineAequoDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15487,"FourUniquePinnacle4","Art/2DItems/Armours/Boots/Uniques/AbAeterno.dds","Metadata/Items/Armours/Boots/ArmoursFour/Uniques/AbAeterno/AbAeternoDrop.ao",684,55278,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Boots/ArmoursFour/Uniques/AbAeterno/AbAeternoStr.ao""]","[""Metadata/Items/Armours/Boots/ArmoursFour/Uniques/AbAeterno/AbAeternoDex.ao""]","[""Metadata/Items/Armours/Boots/ArmoursFour/Uniques/AbAeterno/AbAeternoInt.ao""]","[""Metadata/Items/Armours/Boots/ArmoursFour/Uniques/AbAeterno/AbAeternoStrDex.ao""]","[""Metadata/Items/Armours/Boots/ArmoursFour/Uniques/AbAeterno/AbAeternoStrInt.ao""]","[""Metadata/Items/Armours/Boots/ArmoursFour/Uniques/AbAeterno/AbAeternoDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],"[""Metadata/Items/Armours/Boots/ArmoursFour/Uniques/AbAeterno/AbAeternoDexB.ao""]","[""Metadata/Items/Armours/Boots/ArmoursFour/Uniques/AbAeterno/AbAeternoIntB.ao""]",[],[],[],"","","","","","","","","","","","",""
15488,"FourUniquePinnacle5_","Art/2DItems/Weapons/OneHandWeapons/Scepters/Uniques/SacredFlame.dds","Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/SacredFlame/SacredFlameDrop.ao",542,53003,"Metadata/Items/Weapons/OneHandWeapons/Sceptres/Uniques/SacredFlame/SacredFlameHeld.ao",[],[],[],[],[],[],[],"","","","","","","",13,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15489,"FourUniqueSanctum1","Art/2DItems/Armours/BodyArmours/Uniques/PilgrimsImage.dds","Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/PilgrimsImage/PilgrimsImageDrop.ao",679,165,"",[],[],[],[],[],[],[],"","","","","","","","",2,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/PilgrimsImage/PilgrimsImageStr.ao""]","[""Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/PilgrimsImage/PilgrimsImageDex.ao""]","[""Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/PilgrimsImage/PilgrimsImageInt.ao""]","[""Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/PilgrimsImage/PilgrimsImageStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/PilgrimsImage/PilgrimsImageStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/PilgrimsImage/PilgrimsImageDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],"[""Metadata/Items/Armours/BodyArmours/ArmoursFour/Uniques/PilgrimsImage/PilgrimsImageIntB.ao""]",[],[],[],"","","","","","","","","","","","",""
15490,"FourUniqueSanctum2","Art/2DItems/Armours/Helmets/Uniques/SandstormVisage.dds","Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SandstormVisage/SandstormVisageDrop.ao",680,13268,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SandstormVisage/SandstormVisageStr.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SandstormVisage/SandstormVisageDex.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SandstormVisage/SandstormVisageInt.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SandstormVisage/SandstormVisageStrDex.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SandstormVisage/SandstormVisageStrInt.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SandstormVisage/SandstormVisageDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SandstormVisage/SandstormVisageStrB.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SandstormVisage/SandstormVisageDexB.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SandstormVisage/SandstormVisageIntB.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SandstormVisage/SandstormVisageStrDexB.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SandstormVisage/SandstormVisageStrIntB.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/SandstormVisage/SandstormVisageDexIntB.ao""]","","","","","","","","","","","","",""
15491,"FourUniqueSanctum3","Art/2DItems/Armours/Gloves/Uniques/BlessedBonds.dds","Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/BlessedBonds/BlessedBondsDrop.ao",687,10049,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/BlessedBonds/BlessedBondsStr.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/BlessedBonds/BlessedBondsDex.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/BlessedBonds/BlessedBondsInt.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/BlessedBonds/BlessedBondsStrDex.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/BlessedBonds/BlessedBondsStrInt.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/BlessedBonds/BlessedBondsDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15492,"FourUniqueSanctum4a","Art/2DItems/Rings/Uniques/EmberheartSeal.dds","Metadata/Items/Rings/Ring.ao",675,1482,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15493,"FourUniqueSanctum4b","Art/2DItems/Rings/Uniques/RimeveilSeal.dds","Metadata/Items/Rings/Ring.ao",675,52533,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15494,"FourUniqueSanctum4c","Art/2DItems/Rings/Uniques/StormforgedSeal.dds","Metadata/Items/Rings/Ring.ao",675,5006,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15495,"FourUniqueUltimatum1","Art/2DItems/Armours/Helmets/Uniques/GlimpseOfChaos.dds","Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/GlimpseOfChaos/GlimpseOfChaosDrop.ao",680,22013,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/GlimpseOfChaos/GlimpseOfChaosStr.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/GlimpseOfChaos/GlimpseOfChaosDex.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/GlimpseOfChaos/GlimpseOfChaosInt.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/GlimpseOfChaos/GlimpseOfChaosStrDex.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/GlimpseOfChaos/GlimpseOfChaosStrInt.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/GlimpseOfChaos/GlimpseOfChaosDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/GlimpseOfChaos/GlimpseOfChaosStrB.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/GlimpseOfChaos/GlimpseOfChaosDexB.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/GlimpseOfChaos/GlimpseOfChaosIntB.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/GlimpseOfChaos/GlimpseOfChaosStrDexB.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/GlimpseOfChaos/GlimpseOfChaosStrIntB.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/GlimpseOfChaos/GlimpseOfChaosDexIntB.ao""]","","","","","","","","","","","","",""
15496,"FourUniqueUltimatum2","Art/2DItems/Belts/Uniques/ZerphisGenesis.dds","Metadata/Items/Belts/Belt.ao",676,14777,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15497,"FourUniqueUltimatum3","Art/2DItems/Offhand/Shields/Uniques/MahuxotlsMachination.dds","Metadata/Items/Armours/Shields/Uniques/MahuxotlShield/MahuxotlShieldDrop.ao",690,15914,"Metadata/Items/Armours/Shields/Uniques/MahuxotlShield/MahuxotlShieldHeld.ao",[],[],[],[],[],[],[],"","","","","","","",15,10,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15498,"FourUniqueUltimatum4","Art/2DItems/Armours/Gloves/Uniques/Hateforge.dds","Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/Hateforge/HateforgeDrop.ao",687,63475,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/Hateforge/HateforgeStr.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/Hateforge/HateforgeDex.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/Hateforge/HateforgeInt.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/Hateforge/HateforgeStrDex.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/Hateforge/HateforgeStrInt.ao""]","[""Metadata/Items/Armours/Gloves/ArmoursFour/Uniques/Hateforge/HateforgeDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15499,"FourUniqueExpedition1","Art/2DItems/Offhand/Shields/Uniques/Svalinn.dds","Metadata/Items/Armours/Shields/Uniques/Svalinn/SvalinnDrop.ao",691,19826,"Metadata/Items/Armours/Shields/Uniques/Svalinn/SvalinnHeld.ao",[],[],[],[],[],[],[],"","","","","","","",16,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15500,"FourUniqueExpedition2","Art/2DItems/Armours/Helmets/Uniques/KeeperOfTheArc.dds","Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/KeeperOfTheArc/KeeperOfTheArcDrop.ao",680,22736,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/KeeperOfTheArc/KeeperOfTheArcStr.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/KeeperOfTheArc/KeeperOfTheArcDex.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/KeeperOfTheArc/KeeperOfTheArcInt.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/KeeperOfTheArc/KeeperOfTheArcStrDex.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/KeeperOfTheArc/KeeperOfTheArcStrInt.ao""]","[""Metadata/Items/Armours/Helmets/ArmoursFour/Uniques/KeeperOfTheArc/KeeperOfTheArcDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15501,"FourUniqueExpedition3_","Art/2DItems/Flasks/Uniques/OlrothsResolve.dds","Metadata/Items/Flasks/Basetypes/FlaskLife11Drop.ao",674,33718,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",1,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
15502,"FourUniqueExpedition4","Art/2DItems/Weapons/OneHandWeapons/OneHandMaces/Uniques/Olrovasara.dds","Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/uniques/Olrovasara/OlrovasaraDrop.ao",543,37017,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/uniques/Olrovasara/OlrovasaraHeld.ao",[],[],[],[],[],[],[],"","","","","","","",21,12,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
