"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool_96","[i32]_97","i32_113","StatsKeys4","bool_133","StatsKeys5","bool_150","StatsKeys6","i32_167"
923,"WindstormKnockback","","","","","","","","","","",[20893],14,[],[],8,1,[],0,[],1,[],1,[],0
924,"WindstormSlow","","","","","","","","","","",[18412],14,[],[],14,1,[],0,[],1,[],1,[],0
925,"WindstormDamage","","","","","","","","","","",[12534],14,[],[],1,1,[],0,[],1,[],1,[],0
926,"WindstormMaxStages","","","","","","","","","","",[22383],14,[],[],2,1,[],0,[],1,[],1,[],0
927,"WindstormLimit","","","","","","","","","","",[21028],14,[],[],2,1,[],0,[],1,[],1,[],0
928,"VolcanicFissureLimit","","","","","","","","","","",[21219],14,[],[],2,1,[],0,[],1,[],1,[],0
929,"LifeRecoupPerAttackTime","","","","","","","","","","",[21232],14,[2849],[],2,1,[],0,[],1,[],1,[],0
930,"ManaRecoupPerCastTime","","","","","","","","","","",[21233],14,[],[],2,1,[],0,[],1,[],1,[],0
931,"EvasionIncreasePerAttackTime","","","","","","","","","","",[21241],14,[2849],[],2,1,[],0,[],1,[],1,[],0
932,"ArmourIncreasePerAttackTime","","","","","","","","","","",[21239],14,[2849],[],2,1,[],0,[],1,[],1,[],0
933,"SparkMinTimeBetweenTargetClearing","","","","","","","","","","",[21272],14,[],[],14,1,[],0,[],1,[],1,[],0
934,"SandstormSwipeHitInterval","","","","","","","","","","",[21310],14,[],[],2,1,[],0,[],1,[],1,[],0
935,"SandstormSwipeWindstormDamage","","","","","","","","","","",[18504],14,[],[],1,1,[],0,[],1,[],1,[],0
936,"TwisterElementalDamage","","","","","","","","","","",[21550],14,[],[],1,1,[],0,[],1,[],1,[],0
937,"CannotFullyFillStunThreshold","","","","","","","","","","",[21125],14,[],[],1,1,[],0,[],1,[],1,[],0
938,"DoubleChargeBenefits","","","","","","","","","","",[21263],14,[],[],14,1,[],0,[],1,[],1,[],0
939,"CurseDurationFromChargeConsumption","","","","","","","","","","",[20862],14,[2427],[],14,1,[],0,[],1,[],1,[],0
940,"HazardRearmChance","","","","","","","","","","",[21328],14,[],[],14,1,[],0,[],1,[],1,[],0
941,"HazardInitialDamage","","","","","","","","","","",[23251],14,[],[],1,1,[],0,[],1,[],1,[],0
942,"GainVolatilityIfEmpowered","","","","","","","","","","",[21468],14,[],[],14,1,[],0,[],1,[],1,[],0
943,"ExplosiveSpearLimit","","","","","","","","","","",[20953],14,[],[],2,1,[],0,[],1,[],1,[],0
944,"ExplosiveSpearProjectileLimit","","","","","","","","","","",[21959],14,[],[],2,1,[],0,[],1,[],1,[],0
945,"StormLanceLimit","","","","","","","","","","",[21076],14,[],[],2,1,[],0,[],1,[],1,[],0
946,"BloodhoundsMarkBuildupMultiplier","","","","","","","","","","",[21605],14,[],[],14,1,[],0,[],1,[],1,[],0
947,"BloodhoundsMarkThreshold","","","","","","","","","","",[21348],14,[],[],14,1,[],0,[],1,[],1,[],0
948,"BloodhoundsMarkDamage","","","","","","","","","","",[21347],14,[],[],1,1,[],0,[],1,[],1,[],0
949,"BloodhoundsMarkArea","","","","","","","","","","",[21349],14,[],[],4,1,[],0,[],1,[],1,[],0
950,"RapidAssaultAdditionalSpearhead","","","","","","","","","","",[21641],14,[],[],1,1,[],0,[],1,[],1,[],0
951,"SyzygyIntimidate","","","","","","","","","","",[20910],14,[],[],1,1,[],0,[],1,[],1,[],0
952,"SyzygyPrimeForStun","","","","","","","","","","",[20911],14,[],[],1,1,[],0,[],1,[],1,[],0
953,"SuffuseGroundSurfaceGrowth","","","","","","","","","","","[20482,20483]",14,[],[],14,1,[],0,[],1,[],1,[],0
954,"SupportAncestralCallFrequency","","","","","","","","","","",[20988],14,[],[],2,1,[],0,[],1,[],1,[],0
955,"SupportAncestralAidConditional","","","","","","","","","","",[21007],14,[],[],2,1,[],0,[],1,[],1,[],0
956,"OverchargeShockReflect","[Shock|Shocks] caused are reflected to you","Les [Shock|Électrocutions] infligées vous sont renvoyées","Verursachte [Schock|Schocks] werden auf Euch reflektiert","与えた[Shock|感電]が自身に反射されるか","자신이 유발한 [Shock|감전]이 자신에게 반사됨","[Shock|Eletrificações] causadas são refletidas para você","Наложенный [Shock|шок] отражается в вас","Las [Shock|electrocuciones] provocadas se reflejan hacia ti","สถานะ [Shock|ช็อค] ที่สร้าง ถูกสะท้อนกลับมายังตัวคุณ","引發的[Shock|感電]會反射給你",[1801],4,[],"[1323,2684]",1,1,[],0,[],1,[],1,[],0
957,"StormLanceHitFrequency","","","","","","","","","","",[21077],14,[],[],2,1,[],0,[],1,[],1,[],0
958,"StormLanceDetonatedBeamCount","","","","","","","","","","",[21470],14,[],[],2,1,[],0,[],1,[],1,[],0
959,"VineArrowPodLimit","","","","","","","","","","",[21809],14,[],[],2,1,[],0,[],1,[],1,[],0
960,"FireResistWithUncapped","","","","","","","","","","","[298,2031,138]",14,[],[24733],33,"",[],2,[],"",[],"",[],0
961,"ColdResistWithUncapped","","","","","","","","","","","[297,2032,140]",14,[],[24733],33,"",[],2,[],"",[],"",[],0
962,"LightningResistWithUncapped","","","","","","","","","","","[299,2033,142]",14,[],[24733],33,"",[],2,[],"",[],"",[],0
963,"ChaosResistWithUncapped","","","","","","","","","","","[300,2034,144]",14,[],[24733],33,"",[],2,[],"",[],"",[],0
964,"PunchThroughSupport","","","","","","","","","","",[21104],14,[],[],14,1,[],0,[],1,[],1,[],0
965,"InfusionDamageGain","","","","","","","","","","",[21368],14,[],[],1,1,[],0,[],1,[],1,[],0
966,"PoisonCloudLimit","","","","","","","","","","",[21846],14,[],[],2,1,[],0,[],1,[],1,[],0
967,"TwisterMinTimeBetweenTargetClearing","","","","","","","","","","",[21351],14,[],[],14,1,[],0,[],1,[],1,[],0
968,"SkillDetonationTime","","","","","","","","","","",[21918],14,[],[],4,1,[],0,[],1,[],1,[],0
969,"ParryNonProjectileDistance","","","","","","","","","","",[21778],14,[],[21572],4,1,[],0,[],1,[],1,[],0
970,"ParryProjectileDistance","","","","","","","","","","",[21779],14,[],[21572],4,1,[],0,[],1,[],1,[],0
971,"ParryBuffMagnitudeAttack","","","","","","","","","","",[21108],14,[26915],[],13,1,[],0,[],1,[],1,[],0
972,"ParryBuffMagnitudeSpell","","","","","","","","","","",[21109],14,[26915],[],13,1,[],0,[],1,[],1,[],0
973,"SpearfieldMaximum","","","","","","","","","","",[13427],14,[],[],2,1,[],0,[],1,[],1,[],0
974,"SpearfieldDelayedDamage","","","","","","","","","","",[22081],14,[],[],4,1,[],0,[],1,[],1,[],0
975,"LightningSpearChargeSplits","","","","","","","","","","",[21926],14,[],[],3,1,[],0,[],1,[],1,[],0
976,"LightningSpearChargeDamage","","","","","","","","","","",[21923],14,[],[1198],1,1,[],0,[],1,[],1,[],0
977,"SupportingFireVolleyCount","","","","","","","","","","",[21781],14,[],[],3,1,[],0,[],1,[],1,[],0
978,"SupportingFireVolleyDelay","","","","","","","","","","",[21822],14,[],[],3,1,[],0,[],1,[],1,[],0
979,"ShockedGroundEffectDuration","","","","","","","","","","",[22006],14,[],[],4,1,[],0,[],1,[],1,[],0
980,"ChilledGroundEffectDuration","","","","","","","","","","",[22007],14,[],[],4,1,[],0,[],1,[],1,[],0
981,"IgnitedGroundEffectDuration","","","","","","","","","","",[22008],14,[],[],4,1,[],0,[],1,[],1,[],0
982,"SecondaryShockedGroundEffectDuration","","","","","","","","","","",[22009],14,[],[],4,1,[],0,[],1,[],1,[],0
983,"SecondaryChilledGroundEffectDuration","","","","","","","","","","",[22010],14,[],[],4,1,[],0,[],1,[],1,[],0
984,"SecondaryIgnitedGroundEffectDuration","","","","","","","","","","",[22011],14,[],[],4,1,[],0,[],1,[],1,[],0
985,"ElementalSunderingMaximum","","","","","","","","","","",[22069],14,[],[],4,1,[],0,[],1,[],1,[],0
986,"FrostWallLength","","","","","","","","","","",[500],14,[],[],4,1,[],0,[],1,[],1,[],0
987,"ArmourBreakVsParried","","","","","","","","","","",[22103],14,[],[19479],1,1,[],0,[],1,[],1,[],0
988,"ToxicGrowthLimit","","","","","","","","","","",[22096],14,[],[],2,1,[],0,[],1,[],1,[],0
989,"LightningRodAdditionalBurstChance","","","","","","","","","","",[19613],14,[],[],1,1,[],0,[],1,[],1,[],0
990,"RainofArrowsFallSpeed","","","","","","","","","","",[19669],14,[],[],1,1,[],0,[],1,[],1,[],0
991,"ElectrocutingArrowGainLightningVsTarget","","","","","","","","","","",[19668],14,[],[],1,1,[],0,[],1,[],1,[],0
992,"EarthshatterDamagePerSpike","","","","","","","","","","",[19615],14,[],[],1,1,[],0,[],1,[],1,[],0
993,"EarthshatterSpikeLimit","","","","","","","","","","",[24426],14,[],[],2,1,[],0,[],1,[],1,[],0
994,"ShieldWallDamageIfSlammed","","","","","","","","","","",[19616],14,[],[],1,1,[],0,[],1,[],1,[],0
995,"ShieldWallLimit","","","","","","","","","","",[20113],14,[],[],2,1,[],0,[],1,[],1,[],0
996,"ShieldWallInitialDamage","","","","","","","","","","",[23253],14,[],[],1,1,[],0,[],1,[],1,[],0
997,"RollingSlamStunThreshold","","","","","","","","","","",[19670],14,[],[],14,1,[],0,[],1,[],1,[],0
998,"FuriousSlamRageConsumption","","","","","","","","","","",[22229],14,[],[],2,1,[],0,[],1,[],1,[],0
999,"RaiseZombieEmpowermentEffect","","","","","","","","","","",[19608],14,[],[],1,1,[],0,[],1,[],1,[],0
1000,"HexblastDamageCurseDurationRemaining","","","","","","","","","","",[19609],14,[],[],1,1,[],0,[],1,[],1,[],0
1001,"SkeletalClericRevivedSkeletonImmuneDuration","","","","","","","","","","",[19610],14,[],[],10,1,[],0,[],1,[],1,[],0
1002,"DarkEffigyAdditionalProjectilePerDebuffChance","","","","","","","","","","",[19611],14,[],[],1,1,[],0,[],1,[],1,[],0
1003,"BoneOfferingDamageTakenAfterShieldLoss","","","","","","","","","","",[19612],14,[],[],10,1,[],0,[],1,[],1,[],0
1004,"ContagionAdditionalTargets","","","","","","","","","","",[19666],14,[],[],1,1,[],0,[],1,[],1,[],0
1005,"SkeletalReaverRageEffect","","","","","","","","","","",[19667],14,[],[],10,1,[],0,[],1,[],1,[],0
1006,"DetonatingArrowMaxStages","","","","","","","","","","",[22384],14,[],[],2,1,[],0,[],1,[],1,[],0
1007,"DamageAfterChainFinal","","","","","","","","","","",[19605],14,[],[],1,1,[],0,[],1,[],1,[],0
1008,"DamageVsChilledFinal","","","","","","","","","","",[19606],14,[],[],1,1,[],0,[],1,[],1,[],0
1009,"ManaTempestLinger","","","","","","","","","","",[19607],14,[],[],1,1,[],0,[],1,[],1,[],0
1010,"ColdSnapNotRemoveFreeze","","","","","","","","","","",[19661],14,[],[],1,1,[],0,[],1,[],1,[],0
1011,"EchoChance","","","","","","","","","","",[19663],14,[],[],1,1,[],0,[],1,[],1,[],0
1012,"FlameWallProjectileIgniteMagnitude","","","","","","","","","","",[19603],14,[],[22402],1,1,[],0,[],1,[],1,[],0
1013,"DamageVsBurningFinal","","","","","","","","","","",[19604],14,[],[22402],1,1,[],0,[],1,[],1,[],0
1014,"TempestBellDamagePerHitTaken","","","","","","","","","","",[19601],14,[],[],1,1,[],0,[],1,[],1,[],0
1015,"WindStrikeDamageFromDistanceFinal","","","","","","","","","","",[19602],14,[],[],1,1,[],0,[],1,[],1,[],0
1016,"DazeOnHitChance","","","","","","","","","","",[19659],14,[],[],1,1,[],0,[],1,[],1,[],0
1017,"DiisengageAdditionalShockwaveChance","","","","","","","","","","",[22217],14,[],[22402],1,1,[],0,[],1,[],1,[],0
1018,"ChanceNotConsumeParried","","","","","","","","","","",[22218],14,[],[22402],1,1,[],0,[],1,[],1,[],0
1019,"ThunderousLeapShockedGroundChance","","","","","","","","","","",[22219],14,[],[],1,1,[],0,[],1,[],1,[],0
1020,"KnockbackDistanceFinal","","","","","","","","","","",[22220],14,[],[22402],1,1,[],0,[],1,[],1,[],0
1021,"SpearOfSolarisRetainGloryChance","","","","","","","","","","",[22221],14,[],[22402],1,1,[],0,[],1,[],1,[],0
1022,"SkillWolfPackSize","","","","","","","","","","",[22455],14,[],[],10,1,[],0,[],1,[],1,[],0
1023,"EntangleVineInterval","","","","","","","","","","",[22436],14,[],[],15,1,[],0,[],1,[],1,[],0
1024,"EntangleVineDuration","","","","","","","","","","",[24706],14,[],[],15,1,[],0,[],1,[],1,[],0
1025,"EntangleRootLimit","","","","","","","","","","",[22448],14,[],[],2,1,[],0,[],1,[],1,[],0
1026,"EntangleMaximumVines","","","","","","","","","","",[22435],14,[],[],15,1,[],0,[],1,[],1,[],0
1027,"EntangleSlow","","","","","","","","","","",[22438],14,[],[],15,1,[],0,[],1,[],1,[],0
1028,"ElementalPowerDuration","","","","","","","","","","",[22463],14,[],[],15,1,[],0,[],1,[],1,[],0
1029,"ElementalPowerDamage","","","","","","","","","","",[22464],14,[],[],15,1,[],0,[],1,[],1,[],0
1030,"RequiemGainRate","","","","","","","","","","",[22468],14,[],[],2,1,[],0,[],1,[],1,[],0
1031,"RequiemRequiredCount","","","","","","","","","","",[22469],14,[],[],2,1,[],0,[],1,[],1,[],0
1032,"RequiemTime","","","","","","","","","","",[22565],14,[],[],14,1,[],0,[],1,[],1,[],0
1033,"SkipRageConsumption","","","","","","","","","","",[22260],14,[],[],14,1,[],0,[],1,[],1,[],0
1034,"SwarmArmourBreakAmount","","","","","","","","","","",[22285],14,[],[],1,1,[],0,[],1,[],1,[],0
1035,"SwarmArmourBreakFrequency","","","","","","","","","","",[22284],14,[],[],1,1,[],0,[],1,[],1,[],0
1036,"SwarmActiveLimit","","","","","","","","","","",[22287],14,[],[],2,1,[],0,[],1,[],1,[],0
1037,"ElementalDamageRecoupedAsLife","[ElementalDamage|Elemental] damage taken [Recoup|Recouped] as Life","Dégâts [ElementalDamage|Élémentaires] subis [Recoup|Recouvrés] sous forme de Vie","Erlittener [ElementalDamage|Elementar]schaden als Leben [Recoup|wiedergewonnen]","受けた[ElementalDamage|元素]ダメージをライフとして[Recoup|回収]する","받은 [ElementalDamage|원소] 피해를 생명력으로 [Recoup|회생]","O dano [ElementalDamage|elemental] sofrido é [Recoup|recuperado] como vida","[Recoup|Восполнение] полученного урона от [ElementalDamage|стихий] в виде здоровья","Daño [ElementalDamage|elemental] recibido [Recoup|recobrado] como vida","พลังชีวิตที่ถูก[Recoup|เยียวยา] จากความเสียหาย [ElementalDamage|ธาตุ] ที่ได้รับ","承受的[ElementalDamage|元素]傷害[Recoup|補償]為生命",[19078],1,[],[24733],27,1,[],0,[],"",[],"",[],0
1038,"PhysicalDamageRecoupedAsLife","[Physical] damage taken [Recoup|Recouped] as Life","Dégâts [Physical|Physiques] subis [Recoup|Recouvrés] sous forme de Vie","Erlittener [Physical|physischer] Schaden als Leben [Recoup|wiedergewonnen]","受けた[Physical物理]ダメージをライフとして[Recoup|回収]する","받은 [Physical|물리] 피해를 생명력으로 [Recoup|회생]","O dano [Physical|físico] sofrido é [Recoup|recuperado] como vida","[Recoup|Восполнение] полученного [Physical|физического] урона в виде здоровья","Daño [Physical|físico] recibido [Recoup|recobrado] como vida","พลังชีวิตที่ถูก[Recoup|เยียวยา] จากความเสียหาย [PhysicalDamage|กายภาพ] ที่ได้รับ","承受的[Physical|物理]傷害[Recoup|補償]為生命",[14924],1,[],[24733],27,1,[],0,[],"",[],"",[],0
1039,"ExsanguinateBeamCount","","","","","","","","","","",[12983],14,[],[22402],1,1,[],0,[],1,[],1,[],0
1040,"ElementalExpressionTriggerchance","","","","","","","","","","",[19467],14,[],[],8,1,[],0,[],1,[],1,[],0
1041,"EnervatingNovaDistanceDamage","","","","","","","","","","",[22792],14,[],[],1,1,[],0,[],1,[],1,[],0
1042,"GalvanicFieldLimit","","","","","","","","","","",[22577],14,[],[],2,1,[],0,[],1,[],1,[],0
1043,"GalvanicFieldFrequency","","","","","","","","","","",[15506],14,[],[],2,1,[],0,[],1,[],1,[],0
1044,"GalvanicFieldShockBuff","","","","","","","","","","",[22288],14,[],[],14,1,[],0,[],1,[],1,[],0
1045,"SpellslingerEnergyGain","","","","","","","","","","",[22807],14,[],[],2,1,[],0,[],1,[],1,[],0
1046,"RhoaMovementSpeed","","","","","","","","","","",[22485],14,[],[],14,1,[],0,[],1,[],1,[],0
1047,"RhoaSpeedPenaltyReduction","","","","","","","","","","",[22483],14,[],[],14,1,[],0,[],1,[],1,[],0
1048,"ActiveSkillProjectileDamage+%IfPiercingEnemy","","","","","","","","","","",[19672],14,[],[22402],1,1,[],0,[],1,[],1,[],0
1049,"ColdExposureEffect+%","","","","","","","","","","",[19369],14,[],[22402],7,1,[],0,[],1,[],1,[],0
1050,"ForgeHammerFissureLimit","","","","","","","","","","",[23931],14,[],[],2,1,[],0,[],1,[],1,[],0
1051,"IncendiaryShotIgniteDurationPerFragmentHit%","","","","","","","","","","",[22967],14,[],[],7,1,[],0,[],1,[],1,[],0
1052,"ActiveSkillIgniteEffect+%Final","","","","","","","","","","",[7324],14,[],[],7,1,[],0,[],1,[],1,[],0
1053,"SunderArmourBreakAdditionalIncreasedMagnitude","","","","","","","","","","",[22985],14,[],[],14,1,[],0,[],1,[],1,[],0
1054,"SeismicCryAftershockDamage","","","","","","","","","","",[17973],14,[],[],14,1,[],0,[],1,[],1,[],0
1055,"WardingSteelMaximumStoredDamage","","","","","","","","","","",[22337],14,[22337],[],14,1,[],0,[],1,[],1,[],0
1056,"WardingSteelAreaOfEffectPerPercentOfMaximumCharge","","","","","","","","","","",[22336],14,[],[],14,1,[],0,[],1,[],1,[],0
1057,"MagmaBarrierIncreasedBlockChance","","","","","","","","","","",[23163],14,[],[],13,1,[],0,[],1,[],1,[],0
1058,"MagmaBarrierDecreasedChargeUpDuration","","","","","","","","","","",[23164],14,[23164],[22402],14,1,[],0,[],1,[],1,[],0
1059,"MagmaBarrierChargeUpTime","","","","","","","","","","",[18396],14,[],[],14,1,[],0,[],1,[],1,[],0
1060,"BoneOfferingAbsorbThreshold","","","","","","","","","","",[23094],14,[],[],14,1,[],0,[],1,[],1,[],0
1061,"BoneOfferingDamageTaken+%","","","","","","","","","","",[23095],14,[],[],14,1,[],0,[],1,[],1,[],0
1062,"TriggeredFissureMaxFissures","","","","","","","","","","",[23122],14,[],[],14,1,[],0,[],1,[],1,[],0
1063,"TriggeredFissureFissuresCreated","","","","","","","","","","",[23121],14,[],[],14,1,[],0,[],1,[],1,[],0
1064,"BranchingFissureNum","Number of branches per Fissure","Nombre de ramifications par Fissure","Anzahl von Verzweigungen pro Spalte","亀裂ごとの枝分かれの数","균열 하나당 파생 횟수","Quantidade de ramificações por fenda","Число ответвлений в каждой расселине","Cantidad de ramas por fisura","จำนวนของการแตกแขนง ต่อรอยแยก","每道裂縫分支數量",[22603],0,[],[],14,1,[],0,[],1,[],1,[],0
1065,"BranchingFissureDamage","Branched Fissure damage","Dégâts des Fissures ramifiées","Schaden von verzweigten Spalten","枝分かれした亀裂のダメージ","파생된 균열 피해","Dano de Fenda Ramificada","Урон ответвившейся расселины","Daño de fisuras ramificadas","ความเสียหาย ของรอยแยกที่แตกแขนง","分支裂縫傷害",[22606],8,[],[],14,1,[],0,[],1,[],1,[],0
1066,"BranchingFissureArea","Branched Fissure area of effect","Zone d'effet des Fissures ramifiées","Wirkungsbereich von verzweigten Spalten","枝分かれした亀裂の効果範囲","파생된 균열 효과 범위","Área de Efeito de Fenda Ramificada","Область действия ответвившейся расселины","Área de efecto de fisuras ramificadas","พื้นที่ส่งผล ของรอยแยกที่แตกแขนง","分支裂縫效果範圍",[22604],8,[],[],14,1,[],0,[],1,[],1,[],0
1067,"HitsCannotKill","","","","","","","","","","",[22943],14,[],[],1,1,[],0,[],1,[],1,[],0
1068,"HeatConsumption","","","","","","","","","","","[18808,23263,23265]",14,[],[],1,1,[],0,[],1,[],1,[],0
1069,"LivingLightningOnHit","","","","","","","","","","",[22582],14,[],[],14,1,[],0,[],1,[],1,[],0
1070,"DamageToUniqueEnemies+%Final","","","","","","","","","","",[22982],14,[],[],1,1,[],0,[],1,[],1,[],0
1071,"HighVelocityRoundsRivenArmourDebuff%","","","","","","","","","","",[22978],14,[],[],1,1,[],0,[],1,[],1,[],0
1072,"IceWallShatterDamage","","","","","","","","","","",[23361],14,[],[],1,1,[],0,[],1,[],1,[],0
1073,"IceWallShatterArea","","","","","","","","","","",[23362],14,[],[],4,1,[],0,[],1,[],1,[],0
1074,"IceWallHazardInitialDamage","","","","","","","","","","",[23249],14,[],[],1,1,[],0,[],1,[],1,[],0
1075,"FrostBombExposure","","","","","","","","","","","[23495,23496,23497]",14,[],[],1,1,[],0,[],1,[],1,[],0
1076,"FrostBombLevelLimit","","","","","","","","","","",[23876],14,[],[],1,1,[],0,[],1,[],1,[],0
1077,"FrostBombLimit","","","","","","","","","","",[23874],14,[],[],2,1,[],0,[],1,[],1,[],0
1078,"SelfCurseRefelct","","","","","","","","","","",[1797],14,[],[],14,1,[],0,[],1,[],1,[],0
1079,"CurseIgnoreLimit","","","","","","","","","","",[23410],14,[],[],14,1,[],0,[],1,[],1,[],0
1080,"ShatterOrbDamage","","","","","","","","","","",[23580],14,[],[],1,1,[],0,[],1,[],1,[],0
1081,"FirestormFireInfusionArea","","","","","","","","","","",[23627],14,[],[],4,1,[],0,[],1,[],1,[],0
