"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Value","i32_130","Stat2Value","i32_138","Stat3Value","i32_146","Stat4Value","i32_154","SpawnWeight_Tags","[i32]_174","Tags","GrantedEffectsPerLevel","AuraFlags","[i32]_238","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Value","i32_298","Stat5","FullAreaClear_AchievementItems","AchievementItems","GenerationWeight_Tags","GenerationWeight_Values","ModifyMapsAchievements","Stat6Value","i32_402","Stat6","MaxLevel","bool_426","CraftingItemClassRestrictions","MonsterOnDeath","i32_451","HeistAchievements","Stat7Value","i32_475","Stat7","Stat8","Stat8Value","i32_515","InfluenceType","ImplicitTags","HasHardmodeStatValues","Stat1MinHardmode","Stat1MaxHardmode","Stat2MinHardmode","Stat2MaxHardmode","Stat3MinHardmode","Stat3MaxHardmode","Stat4MinHardmode","Stat4MaxHardmode","Stat5MinHardmode","Stat5MaxHardmode","Stat6MinHardmode","Stat6MaxHardmode","Stat7MinHardmode","Stat7MaxHardmode","Stat8MinHardmode","Stat8MaxHardmode","BuffTemplate","ArchnemesisMinionMod","HASH32","BuffTemplate2","i32_648","[rid]_652","RadiusJewelType","IsEssenceOnlyModifier","SpawnLevel_Override","SpawnWeight_Values"
15533,"AlloyMarkEffect",50805,8910,65,12450,"","","",1,"of the Stars","des Étoiles","der Sterne","星々の","- 별","das Estrelas","звёзд","de las estrellas","of the Stars","星辰之",2,[1460],40,50,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1179271723,[],0,[],3,"",0,[0]
15534,"HandWrapsStrength1",60770,4575,1,4719,"","","",1,"of the Brute","de la Brute","des Wüstlings","蛮人の","- 짐승","do Bruto","силача","del bruto","of the Brute","野蠻之",2,[2188],7,10,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",745271243,[],0,[],3,"",0,[0]
15535,"HandWrapsStrength2",47790,4575,1,4719,"","","",1,"of the Wrestler","du Lutteur","des Ringers","レスラーの","- 씨름꾼","do Brigão","борца","del luchador ","of the Wrestler","摔角手之",2,[2188],11,13,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3540983109,[],0,[],3,"",0,[0]
15536,"HandWrapsStrength3",30904,4575,1,4719,"","","",1,"of the Bear","de l'Ours","des Bären","熊の","- 곰","do Urso","медведя","del oso","of the Bear","熊之",2,[2188],14,16,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3933411532,[],0,[],3,"",0,[0]
15537,"HandWrapsStrength4",35192,4575,1,4719,"","","",1,"of the Lion","du Lion","des Löwen","ライオンの","- 사자","do Leão","льва","del león ","of the Lion","獅子之",2,[2188],17,19,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1643794619,[],0,[],3,"",0,[0]
15538,"HandWrapsStrength5",17582,4575,1,4719,"","","",1,"of the Gorilla","du Gorille","des Gorillas","ゴリラの","- 고릴라","do Gorila","гориллы","del gorila","of the Gorilla","大猩猩之",2,[2188],20,22,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4232355072,[],0,[],3,"",0,[0]
15539,"HandWrapsStrength6",45000,4575,1,4719,"","","",1,"of the Goliath","du Goliath","des Goliaths","巨躯の","- 골리앗","do Golias","голиафа","del goliat","of the Goliath","巨人之",2,[2188],23,25,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",958956042,[],0,[],3,"",0,[0]
15540,"HandWrapsStrength7",29347,4575,1,4719,"","","",1,"of the Leviathan","du Léviathan","des Giganten","リヴァイアサンの","- 레비아탄","do Leviatã","левиафана","del leviatán ","of the Leviathan","海獸之",2,[2188],26,28,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3960726012,[],0,[],3,"",0,[0]
15541,"HandWrapsStrength8",2389,4575,1,4719,"","","",1,"of the Titan","du Titan","des Titanen","タイタンの","- 거신","do Titã","титана","del titán ","of the Titan","泰坦之",2,[2188],29,32,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3230085851,[],0,[],3,"",0,[0]
15542,"HandWrapsDexterity1",35620,12237,1,24117,"","","",1,"of the Mongoose","de la Mangouste","der Manguste","マングースの","- 몽구스","do Mangusto","мангуста","de la mangosta","of the Mongoose","貓鼬之",2,[5942],15,18,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",995884254,[],0,[],3,"",0,[0]
15543,"HandWrapsDexterity2",925,12237,1,24117,"","","",1,"of the Lynx","du Lynx","des Luchses","リンクスの","- 스라소니","do Lince","рыси","del lince ","of the Lynx","山貓之",2,[5942],19,22,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1362103712,[],0,[],3,"",0,[0]
15544,"HandWrapsDexterity3",13094,12237,1,24117,"","","",1,"of the Fox","du Renard","des Fuchses","狐の","- 여우","da Raposa","лисы","del zorro","of the Fox","狐狸之",2,[5942],23,26,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4069306595,[],0,[],3,"",0,[0]
15545,"HandWrapsDexterity4",7282,12237,1,24117,"","","",1,"of the Falcon","du Faucon","des Falken","隼の","- 매","do Falcão","сокола","del halcón ","of the Falcon","獵鷹之",2,[5942],27,30,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3525631771,[],0,[],3,"",0,[0]
15546,"HandWrapsDexterity5",53820,12237,1,24117,"","","",1,"of the Panther","de la Panthère","des Panthers","パンサーの","- 흑표","da Pantera","пантеры","de la pantera","of the Panther","豹之",2,[5942],31,35,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1041041811,[],0,[],3,"",0,[0]
15547,"HandWrapsDexterity6",29121,12237,1,24117,"","","",1,"of the Leopard","du Léopard","des Leoparden","豹の","- 표범","do Leopardo","леопарда","del leopardo ","of the Leopard","花豹之",2,[5942],36,40,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3140453564,[],0,[],3,"",0,[0]
15548,"HandWrapsDexterity7",61836,12237,1,24117,"","","",1,"of the Jaguar","du Jaguar","des Jaguars","ジャガーの","- 재규어","do Jaguar","ягуара","del jaguar","of the Jaguar","美洲豹之",2,[5942],41,45,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",670982885,[],0,[],3,"",0,[0]
15549,"HandWrapsDexterity8",36161,12237,1,24117,"","","",1,"of the Phantom","de l'Apparition","des Phantoms","幻像の","- 유령","da Assombração","фантома","del fantasma","of the Phantom","幻影之",2,[5942],46,50,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",963315495,[],0,[],3,"",0,[0]
15550,"HandWrapsDexterity9",52975,12237,1,24117,"","","",1,"of the Wind","du Vent","des Windes","風の","- 바람","do Vento","ветра","del viento","of the Wind","風之",2,[5942],51,60,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4120484633,[],0,[],3,"",0,[0]
15551,"HandWrapsIntelligence1",48243,5123,1,3224,"","","",1,"of the Pupil","de l'Élève","des Schülers","生徒の","- 제자","do Pupilo","ученика","del pupilo","of the Pupil","瞳孔之",2,[2689],5,8,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",46376993,[],0,[],3,"",0,[0]
15552,"HandWrapsIntelligence2",12360,5123,1,3224,"","","",1,"of the Student","de l'Étudiant","des Studenten","学徒の","- 학생","do Aluno","слушателя","del estudiante ","of the Student","學徒之",2,[2689],9,12,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1169222612,[],0,[],3,"",0,[0]
15553,"HandWrapsIntelligence3",48077,5123,1,3224,"","","",1,"of the Prodigy","du Prodige","des Wunders","神童の","- 영재","do Prodígio","одарённого","del prodigio ","of the Prodigy","奇才之",2,[2689],13,16,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",500957672,[],0,[],3,"",0,[0]
15554,"HandWrapsIntelligence4",30472,5123,1,3224,"","","",1,"of the Augur","du Devin","der Prophezeiung","占師の","- 점술가","do Áugure","авгура","del augur","of the Augur","預言之",2,[2689],17,20,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",587622045,[],0,[],3,"",0,[0]
15555,"HandWrapsIntelligence5",48817,5123,1,3224,"","","",1,"of the Philosopher","du Philosophe","des Philosophen","哲学者の","- 철학자","do Filósofo","философа","del filósofo ","of the Philosopher","哲學家之",2,[2689],21,24,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",530212249,[],0,[],3,"",0,[0]
15556,"HandWrapsIntelligence6",29316,5123,1,3224,"","","",1,"of the Sage","du Sage","des Weisen","賢者の","- 현자","do Erudito","мудреца","del sabio","of the Sage","聖人之",2,[2689],25,28,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2532108344,[],0,[],3,"",0,[0]
15557,"HandWrapsIntelligence7",10675,5123,1,3224,"","","",1,"of the Savant","du Savant","des Gelehrten","碩学の","- 학자","do Entendido","эрудита","del erudito ","of the Savant","大學者之",2,[2689],29,32,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3378147165,[],0,[],3,"",0,[0]
15558,"HandWrapsIntelligence8",6225,5123,1,3224,"","","",1,"of the Virtuoso","du Virtuose","des Virtuosen","巨匠の","- 거장","do Virtuoso","виртуоза","del virtuoso ","of the Virtuoso","神技之",2,[2689],33,36,0,0,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3469283849,[],0,[],3,"",0,[0]
15559,"HandWrapsFireResist1",37910,12176,1,139,949,"","",1,"of the Whelpling","du Dragonnet","des Welplings","仔竜の","- 새끼용","do Filhote","углей","de la cría de dragón","of the Whelpling","幼龍之",2,[49],11,15,1,1,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1265,320,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2635403122,[],0,[],3,"",0,[0]
15560,"HandWrapsFireResist2",30607,12176,1,139,949,"","",1,"of the Salamander","de la Salamandre","des Salamanders","サラマンダーの","- 불도마뱀","da Salamandra","саламандры","de la salamandra","of the Salamander","火蜥蜴之",2,[49],16,20,1,1,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1265,320,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",524687731,[],0,[],3,"",0,[0]
15561,"HandWrapsFireResist3",54613,12176,1,139,949,"","",1,"of the Drake","du Drake","des Drachens","ドレイクの","- 비룡","do Dragonete","дракона","del draco","of the Drake","火龍之",2,[49],21,25,1,1,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1265,320,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1591905102,[],0,[],3,"",0,[0]
15562,"HandWrapsFireResist4",17816,12176,1,139,949,"","",1,"of the Kiln","du Four","des Brennofens","窯の","- 가마","do Forno","печи","del horno","of the Kiln","窯爐之",2,[49],21,25,2,2,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1265,320,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3582948770,[],0,[],3,"",0,[0]
15563,"HandWrapsFireResist5",48775,12176,1,139,949,"","",1,"of the Furnace","de la Fournaise","des Ofens","炉の","- 용광로","da Fornalha","жаровни","de la caldera","of the Furnace","爐火之",2,[49],26,30,2,2,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1265,320,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2099273534,[],0,[],3,"",0,[0]
15564,"HandWrapsFireResist6",35377,12176,1,139,949,"","",1,"of the Volcano","du Volcan","des Vulkans","火山の","- 화산","do Vulcão","вулкана","del volcán","of the Volcano","火山之",2,[49],31,35,2,2,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1265,320,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1157146591,[],0,[],3,"",0,[0]
15565,"HandWrapsFireResist7",52846,12176,1,139,949,"","",1,"of Magma","du Magma","der Magma","マグマの","- 마그마","do Magma","магмы","de magma","of Magma","熔岩屏障之",2,[49],36,40,2,2,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1265,320,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4288056692,[],0,[],3,"",0,[0]
15566,"HandWrapsFireResist8",17953,12176,1,139,949,"","",1,"of Tzteosh","de Tzteosh","des Tzteosh","ツティオシュの","- 체오쉬","de Tzteosh","Тзтиоша","de Tzteosh","of Tzteosh","提耶須之",2,[49],36,40,3,3,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1265,320,311,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",537185107,[],0,[],3,"",0,[0]
15567,"HandWrapsColdResist1",62834,12175,1,141,950,"","",1,"of the Seal","du Phoque","der Robbe","アシカの","- 봉인","da Foca","тюленя","de la foca","of the Seal","海豹之",2,[50],11,15,1,1,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",882550972,[],0,[],3,"",0,[0]
15568,"HandWrapsColdResist2",52843,12175,1,141,950,"","",1,"of the Penguin","du Pingouin","des Pinguins","ペンギンの","- 펭귄","do Pinguim","пингвина","del pingüino","of the Penguin","企鵝之",2,[50],16,20,1,1,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2647000106,[],0,[],3,"",0,[0]
15569,"HandWrapsColdResist3",19912,12175,1,141,950,"","",1,"of the Narwhal","du Narval","des Narwals","イッカクの","- 일각고래","do Narval","нарвала","del narval","of the Narwhal","獨角鯨之",2,[50],21,25,1,1,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2571945922,[],0,[],3,"",0,[0]
15570,"HandWrapsColdResist4",54130,12175,1,141,950,"","",1,"of the Yeti","du Yéti","des Yetis","イエティの","- 설인","do Yeti","йети","del yeti","of the Yeti","雪人之",2,[50],21,25,2,2,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",4269856230,[],0,[],3,"",0,[0]
15571,"HandWrapsColdResist5",41331,12175,1,141,950,"","",1,"of the Walrus","du Morse","des Walrosses","セイウチの","- 바다코끼리","da Morsa","моржа","de la morsa","of the Walrus","海象之",2,[50],26,30,2,2,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3843091206,[],0,[],3,"",0,[0]
15572,"HandWrapsColdResist6",24230,12175,1,141,950,"","",1,"of the Polar Bear","de l'Ours polaire","des Eisbären","ホッキョクグマの","- 북극곰","do Urso-polar","белого медведя","del oso polar","of the Polar Bear","北極熊之",2,[50],31,35,2,2,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2547020310,[],0,[],3,"",0,[0]
15573,"HandWrapsColdResist7",44141,12175,1,141,950,"","",1,"of the Ice","de la Glace","des Eises","氷の","- 얼음판","do Gelo","льда","del hielo","of the Ice","冰之",2,[50],36,40,2,2,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3202582348,[],0,[],3,"",0,[0]
15574,"HandWrapsColdResist8",14826,12175,1,141,950,"","",1,"of Haast","de Haast","von Haast","ハーストの","- 하스트","de Haast","Хааста","de Haast","of Haast","哈斯特之",2,[50],36,40,3,3,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1266,1264,320,312,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",727399743,[],0,[],3,"",0,[0]
15575,"HandWrapsLightningResist1",19586,12174,1,143,951,"","",1,"of the Cloud","du Nuage","der Wolke","雲の","- 구름","da Nuvem","облака","de la nube","of the Cloud","雲朵之",2,[51],11,15,1,1,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1050239743,[],0,[],3,"",0,[0]
15576,"HandWrapsLightningResist2",5614,12174,1,143,951,"","",1,"of the Squall","de la Rafale","der Windbö","スコールの","- 돌풍","do Silvo","шквала","de la borrasca","of the Squall","冰雹之",2,[51],16,20,1,1,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2095683239,[],0,[],3,"",0,[0]
15577,"HandWrapsLightningResist3",1518,12174,1,143,951,"","",1,"of the Storm","de l'Orage","des Sturms","嵐の","- 태풍","da Tempestade","шторма","de la tormenta","of the Storm","暴風之",2,[51],21,25,1,1,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1228686261,[],0,[],3,"",0,[0]
15578,"HandWrapsLightningResist4",26438,12174,1,143,951,"","",1,"of the Thunderhead","du Nuage noir","der Gewitterwolke","雷雲の","- 뇌운","do Temporal","грозовой тучи","de la nube de tormenta","of the Thunderhead","積雨雲之",2,[51],21,25,2,2,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2498430528,[],0,[],3,"",0,[0]
15579,"HandWrapsLightningResist5",5834,12174,1,143,951,"","",1,"of the Tempest","de la Tempête","des Gewitters","雷雨の","- 폭풍","da Tormenta","бури","de la tempestad","of the Tempest","暴風雨之",2,[51],26,30,2,2,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",900153968,[],0,[],3,"",0,[0]
15580,"HandWrapsLightningResist6",54090,12174,1,143,951,"","",1,"of the Maelstrom","du Maelström","des Mahlstroms","大渦の","- 큰 소용돌이","do Vórtice","вихря","de la vorágine","of the Maelstrom","颱風之",2,[51],31,35,2,2,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1196836037,[],0,[],3,"",0,[0]
15581,"HandWrapsLightningResist7",16093,12174,1,143,951,"","",1,"of the Lightning","de la Foudre","des Blitzes","雷の","- 번개","do Relâmpago","молнии","del rayo","of the Lightning","電之",2,[51],36,40,2,2,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1041034824,[],0,[],3,"",0,[0]
15582,"HandWrapsLightningResist8",52370,12174,1,143,951,"","",1,"of Ephij","d'Ephij","des Ephij","エフィジの","- 에피즈","de Ephij","Ифижа","de Ephij","of Ephij","艾菲吉之",2,[51],36,40,3,3,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1264,1267,320,313,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",3481395091,[],0,[],3,"",0,[0]
15583,"HandWrapsChaosResist1",13699,12177,1,145,952,"","",1,"of the Lost","de l'Égaré","des Kristalls","迷い子の","- 상실","dos Perdidos","заблудшего","de los perdidos","of the Lost","失落之",2,[94],6,9,1,1,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1295,314,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2428912858,[],0,[],3,"",0,[0]
15584,"HandWrapsChaosResist2",48955,12177,1,145,952,"","",1,"of Banishment","du Bannissement","der Ausstoßung","流刑の","- 추방","do Banimento","лишённого","de destierro","of Banishment","放逐之",2,[94],10,13,1,1,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1295,314,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",988539909,[],0,[],3,"",0,[0]
15585,"HandWrapsChaosResist3",12288,12177,1,145,952,"","",1,"of Eviction","de l'Éviction","der Vertreibung","排出の","- 퇴거","do Despejo","отвергнутого","de evicción","of Eviction","驅逐之",2,[94],14,17,1,1,0,0,0,0,[0],[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[1295,314,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",888414035,[],0,[],3,"",0,[0]
