"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","SoundFile","ParrotSoundFile","i32_32","i32_36"
12346,"Int4_Gameplay_A4_22","This heat... Hot enough to strip flesh.","Cette chaleur… Elle pourrait vous faire fondre la peau.","Diese Hitze ... Heiß genug, um das Fleisch von den Knochen zu schmelzen.","この熱気…肉を剥ぎ取るほどに灼けているわね。","이 열기는... 살점이 녹아내릴 정도군.","Que calor... Dá para arrancar a carne.","Эта жара... Такая и плоть может расплавить.","Este calor... Tan caliente que te arranca la piel.","ไอร้อนนี่... ร้อนพอที่จะทำให้เนื้อละลาย","這股熱氣……熱到足以讓人皮肉分離。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_23.ogg","",10000,0
12347,"Int4_Gameplay_A4_23","Your deaths will be swift!","Votre mort sera rapide !","Eure Tode werden schnell sein!","お前たちの死は、すぐに訪れるわ。","빠르게 죽여 주마!","Vocês vão morrer rápido!","Вы умрёте быстро!","¡Sus muertes serán rápidas!","แกจะตายอย่างเร็ววัน!","你們會死得很痛快！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_24.ogg","",10000,0
12348,"Int4_Gameplay_A4_24","They don't attack... How strange.","Ils n'attaquent pas… Comme c'est étrange.","Sie greifen nicht an ... Wie seltsam.","攻撃してこない…ずいぶん奇妙ね。","공격해 오지 않다니... 참으로 이상하군.","Não estão atacando... Estranho.","Они не атакуют... Странно.","No atacan... Qué extraño.","พวกมันไม่โจมตี... แปลกนัก","他們沒有攻擊……真奇怪。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_25.ogg","",10000,0
12349,"Int4_Gameplay_A4_25","Seems they don't want to share!","Il semble que ça ne leur dit rien de partager !","Scheint, als wollten sie nicht teilen!","分け与える気なんて、さらさらないようね。","나눠 갖기 싫은 모양이군!","Parece que eles não querem dividir!","Похоже, они не хотят делиться!","¡Parece que no quieren compartir!","เหมือนว่าพวกมันไม่อยากแบ่งปันนะ!","看來他們不想分享！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_26.ogg","",10000,0
12350,"Int4_Gameplay_A4_26","Watch it!","Attention !","Pass auf!","気をつけなさい！","조심해!","Cuidado!","Смотри!","¡Cuidado!","ระวัง!","小心！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_27.ogg","",10000,0
12351,"Int4_Gameplay_A4_27","Intellect always trumps mindless brawn.","L'intellect l'emporte toujours sur la force brute.","Der Intellekt triumphiert immer über hirnlose Muskeln.","知性はいつだって、考えなしの蛮力を凌ぐものよ。","지성은 언제나 어리석은 힘을 이기는 법이지.","Inteligência sempre vence a força desmiolada.","Интеллект всегда побеждает грубую силу без мозгов.","¡El intelecto siempre le gana a la fuerza bruta!","ปัญญาย่อมเหนือกว่ากำลังไร้สมอง","智慧往往能戰勝無腦的蠻力。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_28.ogg","",10000,0
12352,"Int4_Gameplay_A4_28","I like your lair! Shame about the occupant.","Votre antre me plaît ! Si seulement il n'y avait pas d'occupant.","Ich mag dieses Versteck! Schade, dass es bewohnt ist.","巣はなかなか気に入ったわ。残念なのは…住人ね","마음에 드는 소굴이야! 주인은 아쉽지만.","Adorei sua toca! Pena que o morador é um desastre.","Мне нравится твоё логово! Но с его жителем нехорошо получилось.","¡Me gusta tu guarida! Qué pena por su ocupante.","ข้าชอบรังของแกนัก! น่าเสียดายเรื่องคนที่มาอยู่นะ","我喜歡你們的巢穴！可惜裡面的居住者很扣分。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_29.ogg","",10000,0
12353,"Int4_Gameplay_A4_29","Is he <i>{eating} the sulphite?","Est-ce qu'il <i>{mange} le sulfite ?","<i>{Isst} er etwa das Sulfit?","あいつ、サルファイトを食べてるっていうの？","아황산염을 <i>{먹고} 있는 건가?","Ele está <i>{comendo} o sulfito?","Он что, <i>{едят} сульфит?","¿Se está <i>{comiendo} el sulfito?","เขา<i>{กิน}ซัลไฟต์อยู่เรอะ?","他在<i>{吃}硫酸嗎？","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_30.ogg","",10000,0
12354,"Int4_Gameplay_A4_30","Well, well, aren't you a lucky one?","Eh bien, la chance est de votre côté, on dirait.","Na, Ihr seid aber ein Glückspilz.","ふふ…ずいぶん運のいい子じゃない。","당신 참 운이 좋군.","Ora, ora, não é que você deu sorte?","Ну что ж, похоже тебе повезло?","Bueno, bueno, eres un tipo con suerte.","ไงล่ะ แกโชคดีไม่เบาเลยนี่นา","哎呀，你還真是幸運啊？","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_31.ogg","",10000,0
12355,"Int4_Gameplay_A4_31","Saved your life. Try not to waste it.","Vous avez la vie sauve. N'allez pas la gâcher.","Ich habe Euer Leben gerettet. Verschwendet es nicht.","命を助けてあげたのよ。無駄にしないことね。","기껏 구해준 목숨이니 아껴 쓰라고.","Salvei sua vida. Não a desperdice.","Я спасла тебе жизнь. Постарайся не потратить её зря.","Te he salvado la vida. Intenta no desperdiciarla.","ช่วยชีวิตแกไว้แล้ว อย่าใช้ไปให้เสียเปล่าล่ะ","救了你一命。試著別浪費了。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_32.ogg","",10000,0
12356,"Int4_Gameplay_A4_32","What a strange feeling... Is it the fog causing this?","Quelle sensation étrange… Est-ce la brume qui fait ça ?","Was für ein merkwürdiges Gefühl ... Wird es vom Nebel verursacht?","奇妙な感覚ね…これは霧の仕業かしら。","이상한 느낌이야... 안개 때문인가?","Que sensação estranha... Será que é a névoa?","Что за странное ощущение... Интересно, это из-за этого тумана?","Qué sensación más extraña... ¿La niebla está provocando esto?","รู้สึกพิลึกนัก... หมอกนี่เป็นต้นเหตุเรอะ?","真是奇怪的感覺……這是迷霧導致的嗎？","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_33.ogg","",10000,0
12357,"Int4_Gameplay_A4_33","A map... or at least, part of one.","Une carte… Du moins, un morceau.","Eine Karte ... oder zumindest ein Teil davon.","地図…少なくともその切れ端には見えるわね。","지도군... 일부이긴 하지만.","Um mapa... ou pelo menos, parte de um.","Карта... ну, как минимум, часть карты.","Un mapa... o al menos, un trozo de uno.","แผนที่... อย่างน้อยก็ส่วนหนึ่ง","一張地圖……至少是一部分。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_34.ogg","",10000,0
12358,"Int4_Gameplay_A4_34","Time to piece together this puzzle.","Il est temps de rassembler les pièces de ce puzzle.","Zeit, das Puzzle zusammenzusetzen.","この謎を解き明かす時ね。","이 퍼즐을 맞출 시간이야.","Hora de montar esse quebra-cabeça.","Пора собрать эту головоломку.","Hora de armar este puzle.","ได้เวลาต่อปริศนานี้เข้าได้ด้วยกันละ","是時候把這個拼圖拼在一起了。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_35.ogg","",10000,0
12359,"Int4_Gameplay_A4_35","The last piece of the puzzle. I should show this to the Karui girl.","La dernière pièce du puzzle. Je devrais montrer ça à la Karuie.","Das letzte Teil des Puzzles. Ich sollte es dem Karui-Mädchen zeigen.","パズルの最後の欠片ね。カルイの娘に見せてやるとしましょう。","퍼즐의 마지막 조각이다. 카루이 여자에게 보여줘야겠어.","A última peça do quebra-cabeça. Vou mostrar para a karui.","Последняя часть головоломки. Надо показать это каруйской девочке.","La última pieza del puzle. Debería enseñarle esto a la chica karui.","ต่อตัวชิ้นสุดท้าย ข้าน่าจะเอานี่ไปให้แม่สาวคารุยนั่นดู","最後一片拼圖。我應該把這拿去給那個卡魯女孩看看。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_36.ogg","",10000,0
12360,"Int4_Gameplay_A4_36","A pirate's life always ends the same: as a pile of bones on some forgotten shore.","Tous les pirates finissent de la même façon : en tas d'os abandonné sur un rivage perdu.","Das Leben eines Piraten endet immer auf dieselbe Weise: Als ein Haufen Knochen an einer vergessenen Küste.","海賊の人生の結末はいつだって同じ。忘れられた岸辺に打ち上げられる、骨の山よ。","해적의 삶은 늘 같은 최후를 맞이하지. 잊혀진 해안의 뼈다귀로 말이야.","Vida de pirata sempre termina igual: ossos empilhados numa praia esquecida.","Пиратская жизнь всегда заканчивается одним и тем же: кучкой костей на всеми забытых берегах.","La vida de un pirata siempre acaba igual: una pila de huesos en alguna costa olvidada.","ชีวิตโจรสลัดมักมีจุดจบเหมือนกันหมด เป็นกองกระดูกอยู่ตรงชายฝั่งสักแห่งที่โลกลืม","海盜的結局永遠都一樣：成為某個被遺忘海岸上的白骨堆。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_37.ogg","",10000,0
12361,"Int4_Gameplay_A4_37","The Kalguurans throw ships away like spoiled meat.","Les Kalguuriens abandonnent leurs navires comme de la viande avariée.","Die Kalguur werfen Schiffe weg wie vergammeltes Fleisch.","カルグール人は船を、腐った肉みたいに平気で捨てるのね。","칼구르인들은 배들을 상한 고기처럼 내다 버리는군.","Os kalguuranos descartam navios como se fossem carne estragada.","Калгууранцы всегда выбрасывают корабли, словно протухшее мясо.","Los kalguranos desechan barcos como si fueran carne en mal estado.","พวกคาลเกอร์เอาเรือไปทิ้งขว้างเหมือนเนื้อเน่าเลย","卡爾葛人把船隻當成壞掉的肉一樣拋棄。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_38.ogg","",10000,0
12362,"Int4_Gameplay_A4_38","We'll see if she speaks the truth about this metal.","Nous verrons si elle dit vrai à propos de ce métal.","Wir werden sehen, ob sie die Wahrheit über dieses Metall sagt. ","この金属について、彼女が本当のことを言っているか…確かめてやるわ。","이 금속에 대한 그녀의 말이 사실인지 확인해 봐야지.","Veremos se ela diz a verdade sobre esse metal.","Посмотрим, не соврала ли она про этот металл.","Veamos si ella decía la verdad sobre este metal.","มาดูกันว่าเธอพูดจริงเรื่องโลหะนี่ไหม","我們就來看看她對這塊金屬的描述是否屬實。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_39.ogg","",10000,0
12363,"Int4_Gameplay_A4_39","This ship's about to blow!","Ce navire est sur le point d'exploser !","Das Schiff wird gleich explodieren!","この船…もうすぐ吹き飛ぶわよ。","배가 폭발한다!","O navio vai explodir!","Кажется, корабль скоро взорвётся!","¡Este barco está a punto de explotar!","เรือจะระเบิดแล้ว!","這艘船要爆炸了！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_40.ogg","",10000,0
12364,"Int4_Gameplay_A4_40","You won't. <i>{I} will.","Vous n'en ferez rien. <i>{Je} m'en charge.","Ihr nicht. <i>{Ich} schon.","あなたには無理よ。わたしなら、できるけれど。","아니. <i>{내}가 그럴 거야.","Você não vai. <i>{Eu} vou.","Ты нет. <i>{Я} да.","Tú no. <i>{Yo} lo haré.","แกไม่ได้ทำหรอก <i>{ข้า}จะทำเอง","你不會的。<i>{我}會。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_41.ogg","",10000,0
12365,"Int4_Gameplay_A4_41","Take cover!","À couvert !","In Deckung!","隠れなさい、命が惜しいなら。","숨어!","Protejam-se!","Прячься!","¡A cubierto!","หมอบ!","找掩護！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_42.ogg","",10000,0
12366,"Int4_Gameplay_A4_42","Rare. Dangerous. Volatile. I like it already.","Rare, dangereux, instable. Ça me plaît déjà.","Selten. Gefährlich. Explosiv. Das gefällt mir jetzt schon.","稀少で、危険で、不安定…もう気に入ったわ。","희귀하고, 위험하고, 폭발하다니. 벌써 마음에 드는군.","Incomum. Perigoso. Instável. Já gostei.","Редкая. Опасная. Переменчивая. Мне уже нравится эта штука.","Raro. Peligroso. Volátil. Ya me gusta.","หายาก อันตราย ปะทุง่าย ข้าชอบมันนัก","稀有。危險。不穩定。我已經喜歡上它了。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_43.ogg","",10000,0
12367,"Int4_Gameplay_A4_43","This 'Freya' had better thank me for this.","Cette « Freya » a intérêt de me remercier.","Diese \""Freya\"" sollte mir dafür besser dankbar sein.","“フレイヤ”とやら、せめて感謝くらいはしてもらいたいものね。","그 '프레야'가 고마워해야 할 거야.","Essa tal de \""Freya\"" deveria me agradecer por isso.","Этой «Фрейе» стоит меня за это поблагодарить.","Más vale que esta \""Freya\"" me agradezca esto.","ไอ้ 'เฟรยา' นั่นต้องขอบคุณข้าให้ได้","這位「芙雷雅」最好為此感謝我。","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_44.ogg","",10000,0
12368,"Int4_Gameplay_A4_44","Haha! I knew it was all a ruse!","Ha ha ! Je savais que c'était une ruse depuis le début !","Haha! Ich wusste, dass das nur eine Täuschung war!","あはは！やっぱり全部企みだったのね！","하하! 속임수일 줄 다 알았다!","Haha! Eu sabia que era um embuste!","Ха! Так и знала, что это была приманка!","¡Ja, ja! ¡Sabía que era todo una trampa!","ฮะฮ่า! รู้มาตลอดว่าแกตั้งใจตบตา!","哈哈！我就知道這全是詭計！","Audio/Dialogue/4.0/Characters/Int/Witch/Witch_Gameplay/Witch_Gameplay_A4_45.ogg","",10000,0
