"rownum","Id","Audio","[i32]_24","VolumePercentage","QuestFlag1","QuestFlag2","[i32]_76","[i32]_92"
376,"DoryaniEGGoodbyes","[""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Goodbyes_01_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Goodbyes_01_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Goodbyes_01_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Goodbyes_01_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Goodbyes_02_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Goodbyes_02_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Goodbyes_02_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Goodbyes_02_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Goodbyes_03_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Goodbyes_03_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_Goodbyes_03_03.ogg""]",[],100,[],[],[],[]
377,"DoryaniEGGoodbyes_NoTowerReached","[""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt1_02_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt1_02_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt1_02_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt1_02_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt1_03_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt1_03_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt1_03_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt1_03_04.ogg""]",[],100,[],[],[],[4072]
378,"DoryaniEGGoodbyes_NoCrisisChamber","[""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt2_01_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt2_01_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt2_01_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt2_01_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt2_02_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt2_02_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt2_02_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt2_02_04.ogg""]",[],100,[],[],[4072],[659]
379,"DoryaniEGGoodbyes_FragmentDelivered","[""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt3_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt3_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt3_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt3_04.ogg""]",[],100,[],[],[659],[4477]
380,"DoryaniEGGoodbyes_NoLabReached","[""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt4_01_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt4_01_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt4_01_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt4_01_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt4_02_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt4_02_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt4_02_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt4_02_04.ogg""]",[],100,[],[],[4279],[4288]
381,"DoryaniEGGoodbyes_CorruptionBossArea","[""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt5_01_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt5_01_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt5_01_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt5_01_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt5_02_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt5_02_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt5_02_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt5_02_04.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt5_03_01.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt5_03_02.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt5_03_03.ogg"",""Audio/Dialogue/4.0/NPC/EndGame/Ziggurat/Doryani_Greeting/Doryani_EGrev_GoodbyesAlt5_03_04.ogg""]",[],100,[],[],[],[]
382,"FarrowHellos","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_04_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_05_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_05_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_05_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_05_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_06_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_06_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_06_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Hellos_06_04.ogg""]",[],100,[],[],[],[]
383,"FarrowGoodbyes","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_03_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_04_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_04_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_05_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_05_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_05_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_05_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_06_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_06_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_06_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_Goodbyes_06_04.ogg""]",[],100,[],[],[],[]
384,"FarrowHellos_Act2","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt3_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt3_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt3_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt3_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt3_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt3_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt3_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt3_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt3_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt3_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt3_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt3_03_04.ogg""]",[],100,[5660],[],[],[]
385,"FarrowGoodbyes_Act2","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt3_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt3_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt3_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt3_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt3_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt3_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt3_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt3_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt3_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt3_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt3_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt3_03_04.ogg""]",[],100,[5660],[],[],[]
386,"FarrowHellos_Act3","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt4_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt4_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt4_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt4_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt4_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt4_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt4_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt4_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt4_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt4_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt4_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt4_03_04.ogg""]",[],100,[5661],[],[],[]
387,"FarrowGoodbyes_Act3","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt4_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt4_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt4_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt4_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt4_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt4_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt4_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt4_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt4_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt4_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt4_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt4_03_04.ogg""]",[],100,[5661],[],[],[]
388,"FarrowHellos_Act4","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt5_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt5_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt5_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt5_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt5_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt5_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt5_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt5_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt5_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt5_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt5_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt5_03_04.ogg""]",[],100,[5662],[],[],[]
389,"FarrowGoodbyes_Act4","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt5_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt5_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt5_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt5_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt5_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt5_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt5_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt5_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt5_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt5_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt5_03_04.ogg""]",[],100,[5662],[],[],[]
390,"FarrowHellos_RuneAreaNotFound","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt1_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt1_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt1_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt1_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt1_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt1_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt1_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt1_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt1_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt1_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt1_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt1_03_04.ogg""]",[],100,[],[5663],[],[]
391,"FarrowGoodbyes_RuneAreaNotFound","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt1_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt1_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt1_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt1_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt1_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt1_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt1_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt1_02_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt1_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt1_03_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt1_03_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_GoodbyesAlt1_03_04.ogg""]",[],100,[],[5663],[],[]
392,"FarrowHellos_RuneAreaFound","[""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt2_01_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt2_01_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt2_01_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt2_01_04.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt2_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt2_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt2_02_03.ogg"",""Audio/Dialogue/4.0/NPC/Leagues/Expedition/Farrow_Greeting/FarrowRev_HellosAlt2_02_04.ogg""]",[],100,[5663],[],[],[]
