"rownum","Id","ItemClass","Width","Height","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool_225","UncutGemSoundEffect","rid_242","bool_258","Unmodifiable","Achievement","ShopTag","rid_292","i32_308","[rid]_312","[rid]_328","[rid]_344"
3977,"Metadata/Items/Gems/SupportGemAtaluiBloodletting",19,1,1,"Atalui's Bloodletting","Saignée d'Atalui","Ataluis Aderlass","アタルイの血抜き","아탈루이의 사혈","Dessangramento de Atalui","Кровопускание Аталуи","Sangría de Atalui","Atalui's Bloodletting","阿特路伊的出血","Metadata/Items/Gems/SupportSkillGem",65,"",[],1,"",[],38,9286,3063288702,[],"","F","M","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3978,"Metadata/Items/Gems/SupportGemExecute",19,1,1,"Execute I","Exécution I","Hinrichten I","処刑 I","처형 I","Executar I","Казнь I","Ejecutar I","Execute I","處刑 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9306,3786863330,[],"","F","N","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3979,"Metadata/Items/Gems/SupportGemExecuteTwo",19,1,1,"Execute II","Exécution II","Hinrichten II","処刑 II","처형 II","Executar II","Казнь II","Ejecutar II","Execute II","處刑 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9306,1273749247,[],"","F","N","","","F","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3980,"Metadata/Items/Gems/SupportGemExecuteThree",19,1,1,"Execute III","Exécution III","Hinrichten III","処刑 III","처형 III","Execução III","Казнь III","Ejecutar III","Execute III","處刑 III","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9306,3512055840,[],"","F","N","","","F","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3981,"Metadata/Items/Gems/SupportGemSearingFlame",19,1,1,"Searing Flame I","Flamme calcinante I","Sengende Flamme I","灼熱の炎 I","이글거리는 화염 I","Chama Calcinante I","Обжигающее пламя I","Llama abrasadora I","Searing Flame I","燒灼烈焰 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,16343,772496619,[],"","F","F","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3982,"Metadata/Items/Gems/SupportGemSearingFlameTwo",19,1,1,"Searing Flame II","Flamme calcinante II","Sengende Flamme II","灼熱の炎 II","이글거리는 화염 II","Chama Calcinante II","Обжигающее пламя II","Llama abrasadora II","Searing Flame II","燒灼烈焰 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,16343,654226975,[],"","F","F","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3983,"Metadata/Items/Gems/SupportGemBehead",19,1,1,"Behead I","Décapitation I","Enthaupten I","首狩り I","참수 I","Decapitar I","Обезглавливание I","Decapitación I","Behead I","斬首 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9304,3471518268,[],"","F","N","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3984,"Metadata/Items/Gems/SupportGemBeheadTwo",19,1,1,"Behead II","Décapitation II","Enthaupten II","首狩り II","참수 II","Decapitar II","Обезглавливание II","Decapitación II","Behead II","斬首 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9304,4158735485,[],"","F","N","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3985,"Metadata/Items/Gems/SupportGemEinharsBeastrite",19,1,1,"Einhar's Beastrite","Rituel bestial d'Einhar","Einhars Bestienritus","アイナーの獣の儀式","아인하르의 야수의식","Rito da Fera de Einhar","Ритуал Эйнара","Rito bestial de Einhar","Einhar's Beastrite","埃哈的野獸儀式","Metadata/Items/Gems/SupportSkillGem",65,"",[],1,"",[],38,9305,892608645,[],"","M","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3986,"Metadata/Items/Gems/SupportGemJaggedGround",19,1,1,"Jagged Ground I","Sol irrégulier I","Unebener Boden I","ギザギザ領域 I","요철 지대 I","Chão de Estacas I","Вздыбленная земля I","Suelo irregular I","Jagged Ground I","碎裂地面 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9303,1272413199,[],"","M","M","","","F","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3987,"Metadata/Items/Gems/SupportGemJaggedGroundTwo",19,1,1,"Jagged Ground II","Sol irrégulier II","Unebener Boden II","ギザギザ領域 II","요철 지대 II","Chão de Estacas II","Вздыбленная земля II","Suelo irregular II","Jagged Ground II","碎裂地面 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9303,3108019902,[],"","M","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3988,"Metadata/Items/Gems/SupportGemExploitWeakness",19,1,1,"Exploit Weakness","Exploitation de faiblesse","Schwachstelle ausnutzen","弱点活用","약점 이용","Explorar Fraqueza","Брешь","Explotar debilidad","Exploit Weakness","攻其之弱","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9414,2366373741,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3989,"Metadata/Items/Gems/SupportGemImpactShockwave",19,1,1,"Impact Shockwave","Contrecoup","Aufprallschockwelle","インパクトショックウェーブ","충돌 충격파","Onda de Choque de Impacto","Ударная волна","Onda expansiva impactante","Impact Shockwave","衝擊震波","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9017,4085950770,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3990,"Metadata/Items/Gems/SupportGemFirePenetration",19,1,1,"Fire Penetration I","Pénétration du feu I","Durchdringendes Feuer I","火耐性貫通 I","화염 관통 I","Penetração de Fogo I","Пронизывающий жар I","Penetración de fuego I","Fire Penetration I","火焰穿透 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9003,3376396961,[],"","F","N","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3991,"Metadata/Items/Gems/SupportGemFirePenetrationTwo",19,1,1,"Fire Penetration II","Pénétration du feu II","Durchdringendes Feuer II","火耐性貫通 II","화염 관통 II","Penetração de Fogo II","Пронизывающий жар II","Penetración de fuego II","Fire Penetration II","火焰穿透 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9003,1228921483,[],"","F","N","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3992,"Metadata/Items/Gems/SupportGemFireExposure",19,1,1,"Fire Exposure","Exposition au feu","Feuer-Anfälligkeit","火の曝露","화염 노출","Exposição ao Fogo","Восприимчивость к огню","Exposición al fuego","Fire Exposure","火焰曝曬","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,16418,1812577317,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3993,"Metadata/Items/Gems/SupportGemEnragedWarcry",19,1,1,"Enraged Warcry I","Cri de guerre enragé I","Wutentbrannter Kriegsschrei I","激怒のウォークライ I","격앙된 함성 I","Clamor Enfurecido I","Яростный крик I","Grito de guerra enfurecido I","Enraged Warcry I","激怒戰吼 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9007,2764664656,[],"","M","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3994,"Metadata/Items/Gems/SupportGemEnragedWarcryTwo",19,1,1,"Enraged Warcry II","Cri de guerre enragé II","Wutentbrannter Kriegsschrei II","激怒のウォークライ II","격앙된 함성 II","Clamor Enfurecido II","Яростный крик II","Grito de guerra enfurecido II","Enraged Warcry II","激怒戰吼 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9007,1079435018,[],"","M","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3995,"Metadata/Items/Gems/SupportGemFistOfWar",19,1,1,"Fist of War I","Poing de guerre I","Faust des Krieges I","フィストオブウォー I","전쟁의 주먹 I","Punho da Guerra I","Кулак войны I","Puño de guerra I","Fist of War I","拳霸 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9266,172023623,[],"","M","F","","","F","MS","M","","","","",[],[],"","","","","","",[],295,"",0,[],[],[]
3996,"Metadata/Items/Gems/SupportGemFistOfWarTwo",19,1,1,"Fist of War II","Poing de guerre II","Faust des Krieges II","フィストオブウォー II","전쟁의 주먹 II","Punho da Guerra II","Кулак войны II","Puño de guerra II","Fist of War II","拳霸 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9266,4216208976,[],"","M","F","","","F","MS","M","","","","",[],[],"","","","","","",[],295,"",0,[],[],[]
3997,"Metadata/Items/Gems/SupportGemFistOfWarThree",19,1,1,"Fist of War III","Poing de guerre III","Faust des Krieges III","フィストオブウォー III","전쟁의 주먹 III","Punho da Guerra III","Кулак войны III","Puño de guerra III","Fist of War III","拳霸 III","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9266,1616603729,[],"","M","F","","","F","MS","M","","","","",[],[],"","","","","","",[],295,"",0,[],[],[]
3998,"Metadata/Items/Gems/SupportGemDevastate",19,1,1,"Devastate","Dévastation","Verheeren","蹂躙","파괴","Devastação","Разгром","Devastar","Devastate","蹂躪","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9415,2106180827,[],"","F","N","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
3999,"Metadata/Items/Gems/SupportGemHeavySwing",19,1,1,"Heavy Swing","Coup massif","Großer Schwung","ヘビースイング","묵직한 휘두르기","Golpe Poderoso","Тяжёлый замах","Giro pesado","Heavy Swing","沉重揮擊","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8915,1849395362,[],"","M","M","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4000,"Metadata/Items/Gems/SupportGemLifeThief",19,1,1,"Life Leech I","Drain de vie I","Lebensraub I","ライフリーチ I","생명력 흡수 I","Roubo de Vida I","Похищение здоровья I","Absorción de vida I","Life Leech I","生命偷取 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8888,2432239139,[],"","M","M","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4001,"Metadata/Items/Gems/SupportGemLifeThiefTwo",19,1,1,"Life Leech II","Drain de vie II","Lebensraub II","ライフリーチ II","생명력 흡수 II","Roubo de Vida II","Похищение здоровья II","Absorción de vida II","Life Leech II","生命偷取 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8888,2423567530,[],"","M","M","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4002,"Metadata/Items/Gems/SupportGemLifeThiefThree",19,1,1,"Life Leech III","Drain de vie III","Lebensraub III","ライフリーチ III","생명력 흡수 III","Roubo de Vida III","Похищение здоровья III","Absorción de vida III","Life Leech III","生命偷取 III","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8888,1084911847,[],"","M","M","","","F","NS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4003,"Metadata/Items/Gems/SupportGemBrutality",19,1,1,"Brutality I","Brutalité I","Brutalität I","ブルータリティ I","포악함 I","Brutalidade I","Жестокость I","Brutalidad I","Brutality I","野性殘暴 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9576,1281012522,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4004,"Metadata/Items/Gems/SupportGemBrutalityTwo",19,1,1,"Brutality II","Brutalité II","Brutalität II","ブルータリティ II","포악함 II","Brutalidade II","Жестокость II","Brutalidad II","Brutality II","野性殘暴 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9576,875644611,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4005,"Metadata/Items/Gems/SupportGemBrutalityThree",19,1,1,"Brutality III","Brutalité III","Brutalität III","ブルータリティ III","포악함 III","Brutalidade III","Жестокость III","Brutalidad III","Brutality III","野性殘暴 III","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9576,2094671248,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4006,"Metadata/Items/Gems/SupportGemBloodlust",19,1,1,"Bloodlust","Soif de sang","Blutlust","ブラッドラスト","유혈 충동","Sede de Sangue","Кровожадность","Sed de sangre","Bloodlust","嗜血","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9116,2069099215,[],"","F","F","","","F","FS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4007,"Metadata/Items/Gems/SupportGemMeatShield",19,1,1,"Meat Shield I","Souffre-douleur I","Fleischschild I","ミートシールド I","육탄 방어 I","Bucha de Canhão I","Живой щит I","Escudo de carne I","Meat Shield I","肉盾 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9230,3535984827,[],"","M","F","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4008,"Metadata/Items/Gems/SupportGemMeatShieldTwo",19,1,1,"Meat Shield II","Souffre-douleur II","Fleischschild II","ミートシールド II","육탄 방어 II","Bucha de Canhão II","Живой щит II","Escudo de carne II","Meat Shield II","肉盾 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9230,1444034467,[],"","M","F","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4009,"Metadata/Items/Gems/SupportGemBrutusBrain",19,1,1,"Brutus' Brain","Cerveau de Brutus","Gehirn von Brutus","ブルータスの脳","브루투스의 두뇌","Cérebro do Brutus","Мозг Изувера","El Cerebro de Brutus","Brutus' Brain","布魯特斯的腦","Metadata/Items/Gems/SupportSkillGem",65,"",[],1,"",[],38,9231,4272614762,[],"","M","N","","","F","MS","M","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4010,"Metadata/Items/Gem/SupportGemBreakEndurance",19,1,1,"Break Endurance","Briser et Endurer","Widerstandsbrecher","破壊時エンデュランス","인내 파괴","Anular Tolerância","Разрушительная выносливость","Quebrar aguante","Break Endurance","打破忍耐","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9232,403552070,[],"","M","M","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4011,"Metadata/Items/Gems/SupportGemEternalFlame",19,1,1,"Eternal Flame I","Flamme éternelle I","Ewige Flamme I","永遠の炎 I","영원한 화염 I","Chama Eterna I","Вечное пламя I","Llama eterna I","Eternal Flame I","永恆烈焰 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9233,53395035,[],"","F","F","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4012,"Metadata/Items/Gems/SupportGemEternalFlameTwo",19,1,1,"Eternal Flame II","Flamme éternelle II","Ewige Flamme II","永遠の炎 II","영원한 화염 II","Chama Eterna II","Вечное пламя II","Llama eterna II","Eternal Flame II","永恆烈焰 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9233,1921791010,[],"","F","F","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4013,"Metadata/Items/Gems/SupportGemEternalFlameThree",19,1,1,"Eternal Flame III","Flamme éternelle III","Ewige Flamme III","永遠の炎 III","영원한 화염 III","Chama Eterna III","Вечное пламя III","Llama eterna III","Eternal Flame III","永恆烈焰 III","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9233,311475225,[],"","F","F","","","F","NS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4014,"Metadata/Items/Gems/SupportGemInfernalLegion",19,1,1,"Infernal Legion I","Légion infernale I","Legion des Höllenfeuers I","インファーナルリージョン I","지옥불 군단 I","Legião Infernal I","Пылающий легион I","Legión infernal I","Infernal Legion I","煉獄軍團 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9246,4159921771,[],"","F","F","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4015,"Metadata/Items/Gems/SupportGemInfernalLegionTwo",19,1,1,"Infernal Legion II","Légion infernale II","Legion des Höllenfeuers II","インファーナルリージョン II","지옥불 군단 II","Legião Infernal II","Пылающий легион II","Legión infernal II","Infernal Legion II","煉獄軍團 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9246,446459128,[],"","F","F","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4016,"Metadata/Items/Gems/SupportGemInfernalLegionThree",19,1,1,"Infernal Legion III","Légion infernale III","Legion des Höllenfeuers III","インファーナルリージョン III","지옥불 군단 III","Legião Infernal III","Пылающий легион III","Legión infernal III","Infernal Legion III","煉獄軍團 III","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9246,646936585,[],"","F","F","","","F","MS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4017,"Metadata/Items/Gems/SupportGemFireInfusion",19,1,1,"Fire Attunement","Harmonie avec le feu","Feuereinstimmung","ファイヤーアチューンメント","화염 조율","Sintonia com o Fogo","Власть огня","Adaptación al fuego","Fire Attunement","火焰同調","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8858,3786173206,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4018,"Metadata/Items/Gems/SupportGemInspiration",19,1,1,"Efficiency I","Efficacité I","Effizienz I","コスト軽減 I","효율 I","Eficiência I","Эффективность I","Eficiencia I","Efficiency I","效率 I","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8884,974320748,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4019,"Metadata/Items/Gems/SupportGemInspirationTwo",19,1,1,"Efficiency II","Efficacité II","Effizienz II","コスト軽減 II","효율 II","Eficiência II","Эффективность II","Eficiencia II","Efficiency II","效率 II","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,8884,4118917579,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
4020,"Metadata/Items/Gems/SupportGemImmolate",19,1,1,"Immolate","Immolation","Feueropferung","火炙り","번제","Imolação","Жертвенность","Inmolar","Immolate","犧牲","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,9573,4236314787,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],"","",0,[],[],[]
