"rownum","NPCKey","i32_16","DialogueOption","DialogueOption (French)","DialogueOption (German)","DialogueOption (Japanese)","DialogueOption (Korean)","DialogueOption (Portuguese)","DialogueOption (Russian)","DialogueOption (Spanish)","DialogueOption (Thai)","DialogueOption (Traditional Chinese)","[rid]_28","[rid]_44","[rid]_60","Script","QuestFlags1","Category","QuestRewardOffersKey","QuestFlag2","NPCTextAudioKeys","Script2","bool_172","bool_173","[i32]_174","[i32]_190","i32_206","[i32]_210","[i32]_226","bool_242","BaseItemTypes","[i32]_259","bool_275","DialogueOption2","ConsoleQuickAction","Music1","i32_316","[rid]_320","i32_336","Music2","i32_356","QuestFlag3","bool_376","i32_377","row_381","TalkDialogue","bool_405","Ascendancy","bool_422"
2092,908,5,"Effigies of the Nameless","Effigies des Innommés","Abbilder der Namenlosen","名もなき者の人形","이름 없는 자의 제웅","Efígies dos Inominados","Чучела Безымянных","Las efigies de los sin nombre","รูปจำลองของผู้ไร้นาม","無名者的雕像",[],[],[],"triggerer.FinishNPCChat();  SetStateTo(depart, 1); Delay( 3.4, { triggerer.SetQuestFlag( AoifeHide ); } );",[],6,"","",[],"globals.ritual_npc.PlayTextAudio( AoifeEG_ReturnBodyAfterEffigy_C1_Wild, 'Metadata/NPC/League/Ritual/Aoife' ); Delay( 3, { PlayCharacterAudioEvent( AfterRitualChainSpawnedComment); } );","","",[717],[4510],717,"[717,4511]",[717],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[866],"",[],""
2093,908,6,"Recover Head of the King","Récupérer la Tête du Roi","Kopf des Königs zurückbringen","王の首を回収する","왕의 머리 회수","Recuperar a Cabeça do Rei","Вернуть голову Хозяина","Recupera la cabeza del rey","แสวงหาเศียรราชัน","取回國王首級",[],[1331],[],"",[1331],7,130,"",[],"","","",[243],[4138],243,[4360],[243],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
2094,908,7,"Recover Tangled Torso","Récupérer le Torse enchevêtré","Verstrickten Oberkörper zurückbringen","絡まった胴体を回収する","얽힌 몸통 회수","Recuperar o Torso Entrançado","Вернуть опутанный торс","Recupera el torso enredado","แสวงหาลำตัวพัวพัน","取回糾纏軀幹",[],"[1459,1590]",[],"",[1459],7,119,"",[],"","","",[227],[195],227,"[161,4511]",[227],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
2095,908,8,"Recover Mossy Arm","Récupérer le Bras moussu","Moosbewachsenen Arm zurückbringen","苔むした腕を回収する","이끼투성이 팔 회수","Recuperar a Braço Musgoso","Вернуть замшелую руку","Recupera el brazo musgoso","แสวงหาแขนตะไคร่จับ","取回苔癬手臂",[],"[1460,1590]",[],"",[1460],7,120,"",[],"","","",[228],[196],228,"[162,4511]",[228],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
2096,908,9,"Recover Frayed Cloth","Récupérer l'Étoffe effilochée","Ausgefransten Stoff zurückbringen","擦り切れた布を回収する","흐트러진 천 회수","Recuperar o Pano Desgastado","Вернуть истрёпанную тряпку","Recupera la tela raída","แสวงหาผ้าหลุดลุ่ย","取回磨損布料",[],"[1461,1590]",[],"",[1461],7,121,"",[],"","","",[229],[197],229,"[163,4511]",[229],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
2097,908,10,"Recover Brittle Arm","Récupérer le Bras fragile","Spröden Arm zurückbringen","脆い腕を回収する","허약한 팔 회수","Recuperar a Braço Frágil","Вернуть хрупкую руку","Recupera el brazo quebradizo","แสวงหาแขนเปราะบาง","取回易碎手臂",[],"[1462,1590]",[],"",[1462],7,122,"",[],"","","",[230],[198],230,"[164,4511]",[230],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
2098,908,11,"Recover Ragged Cloth","Récupérer l'Étoffe dépenaillée","Zerfetzten Stoff zurückbringen","ボロボロの布を回収する","해진 천 회수","Recuperar o Pano Esfarrapado","Вернуть изодранную тряпку","Recupera la tela deshilachada","แสวงหาผ้าขาดวิ่น","取回襤褸布料",[],"[1463,1590]",[],"",[1463],7,123,"",[],"","","",[231],[199],231,"[165,4511]",[231],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
2099,908,12,"Recover Audience with the King","Récupérer l'Audience avec le Roi","Audienz mit dem König zurückbringen","王との謁見を回収する","왕 알현 회수","Recuperar a Audiência com o Rei","Вернуть Встречу с Хозяином","Recuperar la Audiencia con el rey","แสวงหาเข้าเฝ้าราชัน","取回覲見國王",[],[5556],[],"",[5556],7,137,"",[],"","","",[244],[234],244,[261],[244],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
2100,908,13,"Select Ritual Maps","Sélectionner des Cartes Rituel","Wählt Ritual-Karten","リチュアルマップを選択する","의식 지도 선택","Selecionar Mapas de Ritual","Выбрать карты для ритуала","Elegir mapas de ritual","เลือกแผนที่พิธีกรรม","選擇祭祀地圖",[],[],[],"triggerer.SendOpenScreen( WaypointScreen, 0, 6 );",[],6,"","",[],"","","",[],[1],1,[4510],[],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
2101,908,14,"Caer Tarth","Caer Tarth","Caer Tarth","カイル・タルス","캐어 타르스","Caer Tarth","Каэр Тарт","Caer Tarth","เคียร์ ทาร์ธ","凱爾塔斯",[],[],[1606],"",[],3,"",1606,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[868],"",[],""
2102,908,15,"The Goddess","La Déesse","Die Göttin","女神","여신","A Deusa","Богиня","La diosa","เทพี","女神",[1606],[],[1607],"",[],3,"",1607,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[869],"",[],""
2103,908,16,"Names","Noms","Namen","名前","이름","Nomes","Имена","Nombres","ชื่อ","名字",[1607],[],[1608],"",[],3,"",1608,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[871],"",[],""
2104,908,17,"The Spirit","L'Esprit","Der Geist","霊魂","혼백","O Espírito","Дух","El Espíritu","พระวิญญาณ","魂靈",[1608],[],[1609],"",[],3,"",1609,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[8],57,"",0,"","",0,"",[870],"",[],""
2105,908,18,"The King In The Mists","Le Roi dans les Brumes","Der König in den Nebeln","霧の王","연무 속의 왕","O Rei nas Brumas","Хозяин в Туманах","El Rey de las nieblas","ราชันในม่านหมอก","迷霧之王",[],[],[1610],"",[],3,"",1610,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[872],"",[],""
2106,908,19,"Lamenting","Lamentations","Wehklagen","嘆き","한탄","Lamentação","Оплакивание","Lamento","การคร่ำครวญ","哀悼",[1610],[],[1611],"",[],3,"",1611,[],"","","",[],[],4839,[4138],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[873],"",[],""
2107,908,20,"Lamenting","Lamentations","Wehklagen","嘆き","한탄","Lamentação","Оплакивание","Lamento","การคร่ำครวญ","哀悼",[],[],[1612],"",[],3,"",1612,[],"","","",[],[4138],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[874],"",[],""
2108,908,21,"The Village","Le Village","Das Dorf","村","마을","A Vila","Деревня","La aldea","หมู่บ้าน","村莊",[1612],[],[1613],"",[],3,"",1613,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[11],57,"",0,"","",0,"",[875],"",[],""
2109,908,22,"The Nameless","Les Innommés","Die Namenlosen","名もなき者","이름 없는 자","Os Inominados","Безымянные","Los sin nombre","ผู้ไร้นาม","無名者",[1610],[],[1614],"",[],3,"",1614,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[876],"",[],""
2110,908,23,"The Champion","Le Champion","Der Streiter","勇者","용사","O Campeão","Заступник","El Campeón","วีรชน","冠冕之人",[],[],[1615],"",[],3,"",1615,[],"","","",[],[4510],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[877],"",[],""
2111,908,24,"The Bodach","Le Bodach","Der Bodach","ボダック","보닥","O Bodach","Бодах","El Bodach","โบดัค","博德克",[],[],[1616],"",[],3,"",1616,[],"","","",[],[4361],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[878],"",[],""
2112,908,25,"The Queen In The Mists","Le Reine dans les Brumes","Die Königin in den Nebeln","霧の女王","연무 속의 여왕","A Rainha nas Brumas","Хозяйка в Туманах","La Reina de las nieblas","ราชินีในม่านหมอก","迷霧之后",[72],[],[],"",[],3,"",72,[],"","","",[],[],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[879],"",[],""
2113,908,26,"Effigies of the Nameless","Effigies des Innommés","Abbilder der Namenlosen","名もなき者の女王","이름 없는 자의 제웅","Efígies dos Inominados","Чучела Безымянных","Las efigies de los sin nombre","หุ่นจำลองผู้ไร้นาม","無名者的雕像",[],[],[],"",[],37,"",72,[],"","","",[],[4138],4839,[],[],"","",[],"","","","",57,[],57,"",0,"","",0,"",[865],"",[],""
2114,909,0,"Farewell","Adieux","Abschied","別れ","작별 인사","Adeus","Прощание","Despedida","อำลา","告別",[],[],[],"triggerer.FinishNPCChat();\r\n\t\t\t DirtyStateMachine(); \r\n\t\t\ttriggerer.Delay( 9.4, { SetLeagueQuestFlag( EndgameRitualViridiAoifeGone ); } );",[],6,"","",[],"triggerer.SetGlobalAudioParam( MusicInterlude, 1 ); Delay( 6.5, { globals.ritual_npc.Call( farewell, triggerer ); } );","","",[4362],[4361],4362,[],[4362],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[867],"",[],""
2115,915,0,"Grave of Count Lachlann","Tombe du Comte Lachlann","Grab von Graf Lachlann","ラクラン伯爵の墓","라클란 백작의 무덤","Túmulo do Conde Lachlann","Могила графа Лакланна","Tumba del Conde Lachlann","หลุมศพเคานต์ลาคแลนน์","拉克朗伯爵之墓",[],[],[1582],"",[72],3,"",72,[7701],"","",1,[],[],4839,[],[],1,"",[],"","","","",57,[],57,"",0,"","",0,"",[],"",[],""
2116,924,0,"Esh and Tul Defeated","Esh and Tul vaincues","Vernichted: Esh und Tul","エシュおよびトゥル討伐","에쉬와 툴 처치함","Esh e Tul Derrotadas","Иш и Тул побеждены","Esh y Tul derrotados","สยบเอ็ชและทุลได้สำเร็จ","艾許與托沃已被擊敗",[],[],[],"triggerer.SetSessionQuestFlag( AilithMonasteryPortalOpen ); DirtyStateMachine(); \r\nmonastery_portal.DirtyStateMachine();\r\nFinishNPCChat();",[],6,"","",[],"","","",[4378],[4326],4378,[],[4378],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[576],"",[],""
2117,931,0,"Introduction","Présentations","Einführung","自己紹介","소개","Apresentação","Приветствие","Presentación","แนะนำตัว","介紹",[],[1237],[1235],"triggerer.FinishNPCChat();",[1235],6,"",1235,[],"triggerer.SetGlobalAudioParam( MusicInterlude, 2 );","","",[],[],4839,[4290],[],"","",[],"","","","",57,[],57,"",0,1237,1,0,"",[555],"",[],""
2118,931,1,"First Breach Completed","Première brèche terminée","Erster Riss abgeschlossen","最初のブリーチ完了","첫 번째 균열 완료함","Primeira Fenda Concluída","Первый Разлом завершён","Primera fisura completada","ผ่านบรีชแรกได้สำเร็จ","完成首次裂痕",[],[],[],"",[],6,"","",[],"","","",[4291],[4290],4291,[4291],[4291],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[556],"",[],""
2119,931,2,"Breach Splinter Reward","Esquille de Brèche (récompense)","Belohnung: Riss-Splitter","ブリーチスプリンター報酬","균열 파편 보상","Recompensa do Fragmento da Fenda","Осколок Разлома (награда)","Recompensa de astilla de fisura","รางวัล สะเก็ดบรีช","裂痕裂片獎勵",[],[],[],"",[],7,108,"",[],"","","",[4373],[4291],4373,[4372],[4373],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
2120,931,3,"[DNT] After First Fight Post Reward","[DNT] After First Fight Post Reward","[DNT] After First Fight Post Reward","[DNT] After First Fight Post Reward","[DNT] After First Fight Post Reward","[DNT] After First Fight Post Reward","[DNT] After First Fight Post Reward","[DNT] After First Fight Post Reward","[DNT] After First Fight Post Reward","[DNT] After First Fight Post Reward",[],[],[],"triggerer.RevealAtlasNode( ChayulaLeague, 4 ); triggerer.FinishNPCChat(); DirtyStateMachine();\r\n",[],6,"","",[],"SuspendAtlasInput(); DisableTargetable();\r\nLoadAtlas( ChayulaLeague, 48 ); DelayIgnoringPause( 1.5, { RequestAtlasTalk( Ailith_AfterFirstFightP3, ChayulaLeague ); } );\r\ntriggerer.PlayInterlude( 'Audio/Music/Endgame/Leagues/Breach/Stingers/MonasteryIntro', 0.5 );","","",[4374],[4373],4374,[4374],[4374],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[557],"",[],""
2121,931,4,"[DNT] After First Fight Post Reward Open Atlas","[DNT] After First Fight Post Reward Open Atlas","[DNT] After First Fight Post Reward Open Atlas","[DNT] After First Fight Post Reward Open Atlas","[DNT] After First Fight Post Reward Open Atlas","[DNT] After First Fight Post Reward Open Atlas","[DNT] After First Fight Post Reward Open Atlas","[DNT] After First Fight Post Reward Open Atlas","[DNT] After First Fight Post Reward Open Atlas","[DNT] After First Fight Post Reward Open Atlas",[],[],[],"triggerer.FinishNPCChat();\r\ntriggerer.SetLeagueQuestFlag( EndgameBreachAilithFirstEncounterPortalOutSeen );\r\nDirtyStateMachine();",[],37,"","",[],"SuspendAtlasInput( false ); CloseOpenScreen(); Delay( 0.5, { globals.ailith_firstencounter.Call( LeaveDialogue, triggerer ); } ); ","","",[4375],[4291],4375,[],[4375],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[558],"",[],""
2122,931,5,"[DNT] After Atlas Open Leave","[DNT] After Atlas Open Leave","[DNT] After Atlas Open Leave","[DNT] After Atlas Open Leave","[DNT] After Atlas Open Leave","[DNT] After Atlas Open Leave","[DNT] After Atlas Open Leave","[DNT] After Atlas Open Leave","[DNT] After Atlas Open Leave","[DNT] After Atlas Open Leave",[],[],[],"",[],6,"","",[],"","","",[181],[1],181,[],[181],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[559],"",[],""
2123,932,0,"The Flame","La Flamme","Die Flamme","炎","불길","A Chama","Пламя","La llama","เพลิง","黯焰",[],[],[1577],"FaceObject(triggerer, 1); DoAction(Dance); this.players_waiting_for_power.FinishNPCChat();",[],6,"","",[],"","","",[4376],[],4376,[],[4376],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[574],"",[],""
2124,932,1,"Keeper of the Flame","Gardien de la Flamme","Hüter der Flamme","炎の守護者","불길의 수호자","Protetor da Chama","Хранитель Пламени","Protector de la llama","ผู้ธำรงเพลิง","黯焰看守者",[],[],[],"if( GetStance() == 'stance5' ){ Call(PrepareForFirstHive); }",[],6,"","",[],"","","",[4377],[109],4377,[],[4377],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[575],"",[],""
2125,922,0,"Buy or Sell items","Acheter ou vendre des objets","Gegenstände kaufen oder verkaufen","アイテムを売買する","아이템 구매 또는 판매","Comprar ou Vender Itens","Торговать","Comprar o vender objetos","ซื้อขายไอเทม","購買或販售物品",[],[],[],"",[],12,"",72,[],"","","",[],[],4839,[],[],"","",[2],"","",0,"",57,[],57,"",0,"","",0,"",[],"",[],""
2126,922,1,"Breach Splinter Reward","Esquille de Brèche (récompense)","Belohnung: Riss-Splitter","ブリーチスプリンター報酬","균열 파편 보상","Recompensa do Fragmento da Fenda","Осколок Разлома (награда)","Recompensa de astilla de fisura","รางวัล สะเก็ดบรีช","裂痕裂片獎勵",[],[],[],"",[],7,109,"",[],"","","",[4373],[4290],4373,[4372],[4373],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
2127,922,2,"[DNT] Introduction in Monastery 1","Féconder l'Arbre de la genèse","[DNT] Introduction in Monastery 1","[DNT] Introduction in Monastery 1","[DNT] Introduction in Monastery 1","[DNT] Introduction in Monastery 1","Удобрение Дерева зарождения","Fertilizar el Árbol del génesis","[DNT] Introduction in Monastery 1","[DNT] Introduction in Monastery 1",[],[],[],"DirtyStateMachine();\r\ntriggerer.FinishNPCChat();",[],6,"","",[],"","","","[171,149]",[],171,[171],[171],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[561],"",[],""
2128,922,3,"[DNT] Introduction in Monastery 1b","Féconder l'Arbre de la genèse","Belohnung: Fruchtkeim","母胎ギフト報酬","생명의 결실 보상","Recompensa da Dádiva do Ventre","Удобрение Дерева зарождения","Recompensa de regalo del vientre","รางวัลเควสต์ ผลฝากครรภ์","胎贈獎勵",[],[],[],"",[],6,"","",[],"","","",[172],[171],172,[172],[172],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[562],"",[],""
2129,922,4,"Wombgift Reward","Don de la matrice (récompense)","Belohnung: Fruchtkeim","母胎ギフト報酬","생명의 결실 보상","Recompensa da Dádiva do Ventre","Дар утробы (награда)","Recopensa de Regalo del vientre","รางวัล ผลฝากครรภ์","胎贈獎勵",[],[],[],"triggerer.FinishNPCChat();",[],7,110,"",[],"","","",[168],[172],168,[170],[168],"","",[],"","","","",57,[],57,"",0,"","",0,"",[],"",[],""
2130,922,5,"[DNT] Introduction in Monastery 2","Féconder l'Arbre de la genèse","[DNT] Introduction in Monastery 2","[DNT] Introduction in Monastery 2","[DNT] Introduction in Monastery 2","[DNT] Introduction in Monastery 2","Удобрение Дерева зарождения","Fertilizar el Árbol del génesis","[DNT] Introduction in Monastery 2","[DNT] Introduction in Monastery 2",[],[],[],"triggerer.FinishNPCChat();",[],6,"","",[],"","","",[173],[176],173,[173],[173],"","",[],"","","","",57,[],57,"",0,"","",0,"",[563],"",[],""
2131,922,6,"[DNT] Introduction in Monastery 4","Féconder l'Arbre de la genèse","[DNT] Introduction in Monastery 4","[DNT] Introduction in Monastery 4","[DNT] Introduction in Monastery 4","[DNT] Introduction in Monastery 4","Удобрение Дерева зарождения","Fertilizar el Árbol del génesis","[DNT] Introduction in Monastery 4","[DNT] Introduction in Monastery 4",[],[],[],"",[],6,"","",[],"","","",[174],[178],174,[174],[174],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[565],"",[],""
2132,922,7,"Breach Tablet Reward","Tablette de Brèche (récompense)","Belohnung: Riss-Tafel","ブリーチ石板報酬","균열 서판 보상","Recompensa de Tábua de Fenda","Плитка Разлома (награда)","Recompensa de Tablilla de fisura","รางวัล แผ่นหินบรีช","裂痕碑牌獎勵",[],[],[],"",[],7,109,"",[],"","","",[4305],[174],4305,[4304],[4305],"","",[],"","","","",57,[],57,"",0,"",1,0,"",[],"",[],""
