"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string_40","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","HASH16","bool_66","bool_67","TwoHandedMaceEPKFile","OneHandedAxeEPKFile","TwoHandedAxeEPKFile","ClawEPKFile","PETFile","Shield","OnHitEffect","string_124","string_132","string_140","string_148","string_156","string_164","string_172"
312,"Weapon_ShatteringObsidian","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/2H_Mace.epk",39589,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/2H_Mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/2H_Mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Dagger.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/Sword.epk","","","","","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crystalshatter/epk/obsidian/weapons/2H_Mace.epk"
313,"Weapon_SupportChargedShots","","Metadata/Effects/Spells/supports/charged_shots/charged.epk","","","","","",18301,"","","","","","","","","","","","","","","",""
314,"Skill_HeraldOfBlood","Metadata/Effects/Spells/reservation_herald_of_blood/epk/weapon_FX.epk","Metadata/Effects/Spells/reservation_herald_of_blood/epk/weapon_FX.epk","Metadata/Effects/Spells/reservation_herald_of_blood/epk/weapon_FX.epk","Metadata/Effects/Spells/reservation_herald_of_blood/epk/weapon_FX.epk","","Metadata/Effects/Spells/reservation_herald_of_blood/epk/weapon_FX.epk","Metadata/Effects/Spells/reservation_herald_of_blood/epk/weapon_FX.epk",14328,"","","Metadata/Effects/Spells/reservation_herald_of_blood/epk/weapon_FX.epk","Metadata/Effects/Spells/reservation_herald_of_blood/epk/weapon_FX.epk","Metadata/Effects/Spells/reservation_herald_of_blood/epk/weapon_FX.epk","Metadata/Effects/Spells/reservation_herald_of_blood/epk/weapon_FX.epk","","","Metadata/Effects/Spells/reservation_herald_of_blood/epk/weapon_FX.epk","Metadata/Effects/Spells/reservation_herald_of_blood/epk/weapon_FX.epk","","","","Metadata/Effects/Spells/reservation_herald_of_blood/epk/unarmed_buff.epk","Metadata/Effects/Spells/reservation_herald_of_blood/epk/unarmed_buff.epk","Metadata/Effects/Spells/reservation_herald_of_blood/epk/weapon_FX.epk"
315,"Weapon_SupportSpectralArrows","","","","","","","",22601,"","","","","","","","","","","","","Metadata/Effects/Spells/supports/Spectral_Arrows/epk/ghostly_arrow.epk","","",""
316,"NoEffect","","","","","","","",8372,"","","","","","","","","","","","","","","",""
317,"Skill_HeraldOfThunderValkyrie","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/weapon_buff_shortHandle.epk","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/weapon_buff_longHandle.epk",4191,"","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/weapon_buff_shortHandle.epk","","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/weapon_buff_crossbow.epk","","","","","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/weapon_buff_longHandle.epk"
318,"Skill_HeraldOfThunderValkyrieActive","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/storm_weapon.epk","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/storm_weapon.epk",62050,"","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/storm_weapon.epk","","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/storm_crossbow.epk","","","","","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Valkyrie/epk/storm_weapon.epk"
319,"Skill_HeraldOfThunderFaridun","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/weapon_buff_shortHandle.epk","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/weapon_buff_longHandle.epk",17307,"","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/weapon_buff_longHandle.epk","Metadata/Effects/Spells/lightning_herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/weapon_buff_shortHandle.epk","","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/weapon_buff_crossbow.epk","","","","","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/weapon_buff_longHandle.epk"
320,"Skill_HeraldOfThunderActiveFaridun","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/storm_weapon.epk","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/storm_weapon.epk",10629,"","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/storm_weapon.epk","","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/storm_crossbow.epk","","","","","","Metadata/Effects/Microtransactions/Spells/lightning_herald_of_thunder/Faridun/epk/storm_weapon.epk"
321,"Skill_HeraldOfThunderDarkTempest","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/weapon_buff_shortHandle.epk","","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/weapon_buff_longHandle.epk",53906,"","","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/weapon_buff_shortHandle.epk","","","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/weapon_buff_crossbow.epk","","","","","","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/weapon_buff_longHandle.epk"
322,"Skill_HeraldOfThunderActiveDarkTempest","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/storm_weapon.epk","","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/storm_weapon.epk",8242,"","","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/storm_weapon.epk","","","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/storm_weapon.epk","","","","","","Metadata/Effects/Microtransactions/Spells/Huntress/DarkTempest/herald_of_thunder/epk/storm_weapon.epk"
323,"Skill_HeraldOfThunderDoryani","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/weapon_buff_shortHandle.epk","","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/weapon_buff_shortHandle.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/weapon_buff_longHandle.epk",33067,"","","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/weapon_buff_shortHandle.epk","","","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/weapon_buff_longHandle.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/weapon_buff_crossbow.epk","","","","","","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/weapon_buff_longHandle.epk"
324,"Skill_HeraldOfThunderActiveDoryani","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/storm_weapon.epk","","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/storm_weapon.epk",61685,"","","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/storm_weapon.epk","","","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/storm_weapon.epk","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/storm_weapon.epk","","","","","","Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/herald_of_thunder/epk/storm_weapon.epk"
325,"Requiem_Active","","","","","","","",155,"","","","","","","","","","Metadata/Effects/misc/Uniques/weapons/TwoHandWeapons/Crossbow/The_Grand_Design/epk/weapon_active.epk","","","","","",""
326,"Weapon_FoliateDeathplate","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_DaggerWand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_Bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_1HMace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_1HSword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_2HSword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_Staff.epk",27731,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_2HMace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_1HAxe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_2HAxe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_Claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/FX/ExFoliate.pet","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_Shield.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_Spear.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_Crossbow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_Flail.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_1HMace.epk","","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Foliate/Foliate_Attachment_Staff.epk"
327,"ToxicDomainWeapon","","Metadata/Effects/Spells/bow_toxicdomain/EPKs/bowEnhancement.epk","","","","","",27518,"","","","","","","","","","","","","","","",""
328,"Footprint_Wuzhiqi","Metadata/Effects/Microtransactions/foot_prints/Wuzhiqi/footprints_wuzhiqi_trl.epk","","","","","","",57014,"","","","","","","","","","","","","","","",""
329,"Weapon_Wuzhiqi","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_DWC.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_2Haxe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_staff.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_DWC.epk",61857,"","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_2Haxe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_DWC.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_sheild.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_sheild.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_spear.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_crossbow.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_mace.epk","","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Wuzhiqi/epk/Wuzhiqi_DWC.epk"
330,"Weapon_Severed_Arm","","","","","","","",54543,"","","","","","","Metadata/Items/Weapons/Microtransactions/SeveredArm/fx/on_hit.pet","","","","","","","","",""
331,"Skill_VoltaicMark","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk","","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk",63148,"","","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk","","","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk","","","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk","","Metadata/Effects/Spells/curses_02/marks/epk/Buff_Voltaic_Weapon.epk"
