"rownum","BaseMetadata","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","i32","i32","i32","i32","i32","i32","i32","bool","i32","string","bool"
682,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_3",1,[6351],5,1000,0,0,3700,7300,0,0,"",1,"",0,16777216,83886080,335544320,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
683,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_3",9,[6351],5,1000,0,0,3200,6300,0,0,"",1,"",0,16777216,83886080,419430400,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
684,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_3",29,[6351],5,1000,0,0,2700,5500,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
685,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_3",52,[6351],5,1000,0,0,2300,4800,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
686,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_3",92,[6351],5,1000,0,0,2000,4200,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
687,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_3",173,[6351],5,1000,0,0,1800,3700,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
688,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_3",239,[6351],5,1000,0,0,1700,3300,0,0,"",1,"",0,16777216,83886080,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
689,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_4",1,[6350],5,1000,0,0,3700,7300,0,0,"",1,"",0,16777216,83886080,0,167772160,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
690,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_4",9,[6350],5,1000,0,0,3200,6300,0,0,"",1,"",0,16777216,83886080,0,251658240,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
691,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_4",29,[6350],5,1000,0,0,2700,5500,0,0,"",1,"",0,16777216,83886080,0,335544320,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
692,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_4",52,[6350],5,1000,0,0,2300,4800,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
693,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_4",92,[6350],5,1000,0,0,2000,4200,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
694,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_4",173,[6350],5,1000,0,0,1800,3700,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
695,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_4",239,[6350],5,1000,0,0,1700,3300,0,0,"",1,"",0,16777216,83886080,0,419430400,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
696,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/GhostPirateEncounter/GhostPirateEncounterTier1_5",1,[6352],1,0,0,0,0,0,0,0,"",1,"",65536,16777216,0,0,0,67108864,0,"",1,"triggerer.DoAction( Emerge ); triggerer.PlayEffect( Metadata/Effects/Spells/desecrate/corpselight.ao );",""
697,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssEncounter/AbyssEncounter1_1",1,[6359],1,0,0,0,1000,0,0,0,"","","",65536,0,0,0,0,83886080,0,"",1,"",""
698,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssEncounter/AbyssEncounter1_2",1,[6360],1,0,0,0,1000,0,0,0,"","","",65536,0,0,0,0,83886080,0,"",1,"",""
699,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssEncounter/AbyssEncounter2_1",1,[6361],1,0,0,0,1000,0,0,0,"","","",65536,0,0,0,0,83886080,0,"",1,"",""
700,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_1",1,[2814],100,500,0,15,1000,0,0,0,"","","",0,201326592,0,167772160,0,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
701,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_1",9,[2814],100,500,0,15,800,0,0,0,"","","",0,234881024,0,251658240,0,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
702,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_1",29,[2814],100,500,0,15,600,0,0,0,"","","",0,268435456,0,251658240,0,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
703,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_1",52,[2814],100,325,0,15,325,0,0,0,"","","",0,301989888,0,251658240,83886080,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
704,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_1",92,[2814],100,325,0,15,290,0,0,0,"","","",0,335544320,0,335544320,83886080,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
705,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_1",173,[2814],100,325,0,15,260,0,0,0,"","","",0,369098752,0,335544320,83886080,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
706,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_1",239,[2814],100,325,0,15,230,0,0,0,"","","",0,402653184,0,335544320,83886080,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
707,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_2",1,[2815],1,0,0,0,0,0,0,0,"","","",0,0,0,0,83886080,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
708,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_2",9,[2815],1,0,0,0,0,0,0,0,"","","",0,0,0,0,167772160,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
709,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_2",29,[2815],1,0,0,0,0,0,0,0,"","","",0,0,0,0,167772160,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
710,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_2",52,[2815],1,0,0,0,0,0,0,0,"","","",0,0,0,0,335544320,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
711,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_2",92,[2815],1,0,0,0,0,0,0,0,"","","",0,0,0,0,335544320,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
712,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_2",173,[2815],1,0,0,0,0,0,0,0,"","","",0,0,0,0,553648128,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
713,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DropBearEncounter/DropBearEncounterTier1_2",239,[2815],1,0,0,0,0,0,0,0,"","","",0,0,0,0,553648128,83886080,0,"",1,"triggerer.DoAction( DropBearAmbush );",""
714,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier1_1",1,[2345],100,250,0,50,1000,0,0,0,"","","",0,83886080,0,167772160,0,83886080,0,"",1,"",""
715,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier1_1",9,[2345],100,250,0,50,800,0,0,0,"","","",0,100663296,0,251658240,0,83886080,0,"",2,"",""
716,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier1_1",29,[2345],100,250,0,50,600,0,0,0,"","","",0,117440512,0,251658240,0,83886080,0,"",2,"",""
717,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier1_1",52,[2345],100,250,0,50,250,0,0,0,"","","",0,134217728,0,251658240,83886080,83886080,0,"",2,"",""
718,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier1_1",92,[2345],100,250,0,50,225,0,0,0,"","","",0,150994944,0,335544320,83886080,83886080,0,"",3,"",""
719,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier1_1",173,[2345],100,250,0,50,200,0,0,0,"","","",0,167772160,0,335544320,83886080,83886080,0,"",3,"",""
720,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier1_1",239,[2345],100,250,0,50,175,0,0,0,"","","",0,184549376,0,335544320,83886080,83886080,0,"",3,"",""
721,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier2_1",1,[2346],100,5000,0,0,3000,0,0,0,"","","",16777216,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
722,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier2_1",9,[2346],100,5000,0,0,2500,0,0,0,"","","",16777216,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
723,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier2_1",29,[2346],100,5000,0,0,2000,0,0,0,"","","",16777216,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
724,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier2_1",52,[2346],100,5000,0,0,1500,0,0,0,"","","",16777216,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
725,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier2_1",92,[2346],100,5000,0,0,1000,0,0,0,"","","",16777216,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
726,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier2_1",173,[2346],100,5000,0,0,500,0,0,0,"","","",16777216,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
727,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier2_1",239,[2346],100,5000,0,0,500,0,0,0,"","","",16777216,0,0,0,0,83886080,0,"",1,"triggerer.DoAction( Emerge );",""
728,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/DevourerEncounter/DevourerEncounterTier1_2",1,[2345],1,0,0,0,0,0,0,0,"","","",0,0,0,0,1677721600,83886080,0,"",1,"devourer_controller.ModifyState(devourer_count, +1); triggerer.AddLifeOnDeath({devourer_controller.ModifyState(devourer_count, -1);});",""
729,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_1",1,"[6084,0,0,0]",20,0,15,25,920,1120,0,0,"","",1,0,335544320,335544320,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
730,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_1",10,"[6084,0,0,0]",20,0,15,25,880,1080,0,0,"","",1,0,335544320,335544320,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
731,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_1",20,"[6084,0,0,0]",20,0,15,25,840,1040,0,0,"","",1,0,335544320,335544320,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
732,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_1",40,"[6084,0,0,0]",20,0,15,25,800,600,0,0,"","",1,0,335544320,335544320,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
733,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_1",84,"[6084,0,0,0]",20,0,15,25,600,800,0,0,"","",1,0,335544320,335544320,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
734,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_1",125,"[6084,0,0,0]",20,0,15,25,500,700,0,0,"","",1,0,335544320,335544320,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
735,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_1",177,"[6084,0,0,0]",20,0,15,25,400,600,0,0,"","",1,0,335544320,335544320,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
736,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_1",243,"[6084,0,0,0]",20,0,15,25,320,520,0,0,"","",1,0,335544320,335544320,503316480,0,83886080,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
737,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_2",1,"[6203,0]",1,0,15,25,4000,5000,0,0,"","",1,0,335544320,83886080,0,1677721600,50331648,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
738,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_2",10,"[6203,0]",1,0,15,25,4000,5000,0,0,"","",1,0,335544320,83886080,0,1677721600,50331648,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
739,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_2",20,"[6203,0]",1,0,15,25,4000,5000,0,0,"","",1,0,335544320,83886080,0,1677721600,50331648,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
740,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_2",40,"[6203,0]",1,0,15,25,4000,5000,0,0,"","",1,0,335544320,83886080,0,1677721600,50331648,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
741,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_2",84,"[6203,0]",1,0,15,25,4000,5000,0,0,"","",1,0,335544320,83886080,0,1677721600,50331648,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
742,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_2",125,"[6203,0]",1,0,15,25,4000,5000,0,0,"","",1,0,335544320,83886080,0,1677721600,50331648,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
743,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_2",177,"[6203,0]",2,0,15,25,3300,6600,0,0,"","",1,0,335544320,83886080,0,1677721600,50331648,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
744,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/AbyssCultistEncounter/AbyssCultistEncounter1_2",243,"[6203,0]",2,0,15,25,2800,5600,0,0,"","",1,0,335544320,83886080,0,1677721600,50331648,0,"",1,"triggerer.PlayEffect( Metadata/Effects/Spells/monsters_effects/League_Abyss/Abyss_Lich_2/shardspear_explosion.ao ); triggerer.AddBuff( abyss_monsters_damage_taken, 3, -90, 0, 3000 );",""
745,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/WolfEncounter/WolfEncounterSpawner1_1",1,[6165],2,1000,0,3,1040,1240,0,0,"",1,"",16842752,0,0,335544320,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
746,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/WolfEncounter/WolfEncounterSpawner1_1",9,[6165],3,1000,0,3,960,1160,0,0,"",1,"",16842752,0,0,419430400,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
747,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/WolfEncounter/WolfEncounterSpawner1_1",29,[6165],3,1000,0,3,920,1120,0,0,"",1,"",16842752,0,0,503316480,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
748,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/WolfEncounter/WolfEncounterSpawner1_1",52,[6165],3,1000,0,3,880,1080,0,0,"",1,"",16842752,0,0,503316480,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
749,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/WolfEncounter/WolfEncounterSpawner1_1",92,[6165],4,1000,0,3,840,1040,0,0,"",1,"",16842752,0,0,503316480,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
750,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/WolfEncounter/WolfEncounterSpawner1_1",173,[6165],4,1000,0,3,800,600,0,0,"",1,"",16842752,0,0,503316480,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
751,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/WolfEncounter/WolfEncounterSpawner1_1",239,[6165],4,1000,0,3,600,800,0,0,"",1,"",16842752,0,0,503316480,0,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
752,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/WolfEncounter/WolfEncounterSpawner2_1",1,[6166],1,1000,0,3,600,800,0,0,"",1,"",65536,0,0,0,419430400,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
753,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/WolfEncounter/WolfEncounterSpawner2_1",9,[6166],1,1000,0,3,600,800,0,0,"",1,"",65536,0,0,0,503316480,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
754,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/WolfEncounter/WolfEncounterSpawner2_1",52,[6166],1,1000,0,3,600,800,0,0,"",1,"",65536,0,0,0,671088640,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
755,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/WolfEncounter/WolfEncounterSpawner2_1",92,[6166],1,1000,0,3,600,800,0,0,"",1,"",65536,0,0,0,838860800,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
756,"Metadata/Terrain/Leagues/Delve/Objects/EncounterSpawners/WolfEncounter/WolfEncounterSpawner2_1",173,[6166],1,1000,0,3,600,800,0,0,"",1,"",65536,0,0,0,1090519040,83886080,0,"",1,"triggerer.DoAction( WalkEmerge );",""
