"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","MiscAnimatedKeys1","bool","BuffName","rid","rid","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","[rid]"
1362,"death_wish","Art/2DArt/SkillIcons/Deathwish.dds","[""Metadata/Effects/Spells/DeathWish/monster_buff.epk""]",[],[],"","","","","","","","",[],[],[]
1363,"heist_military_shield_wall_aura","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","",[],[],[]
1364,"unique_flask_eldritch_battery","Art/2DArt/BuffIcons/SorrowOfTheDivineFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[]
1365,"death_wish_display_stages","Art/2DArt/SkillIcons/Deathwish.dds",[],[],[],"","","","","","","","",[],[],[]
1366,"darkwood_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre_darkwood/DarkWoodSpecter.epk""]",[],[],"","","","","","","","",[],[],[]
1367,"ground_caustic_yellow","Art/2DArt/BuffIcons/HeistCausticCloud.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/cultist/epk/poisoned_yellow.epk""]",[],[],"","","","","","","","",[],[],[]
1368,"corpse_walk_corpse_fade_in","","[""Metadata/Effects/Spells/desecrate/fadein.epk""]",[],[],"","","","","","","","",[],[],[]
1369,"corpse_walk_corpse_fade_out","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/desecrate/fadeout.epk""]",[],[],"","","","","","","","",[],[],[]
1370,"heist_robot_crucible_buff","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/crucible/pulse_buff.epk""]",[],[],"","","","","","","","",[],[],[]
1371,"steel_charge","Art/2DArt/SkillIcons/ShatteringSteel.dds",[],[],[],"","","","","","","","",[],[],[79]
1372,"heist_robot_skitterbot_buff","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/skitterbot/supercharged.epk""]",[],[],"","","","","","","","",[],[],[]
1373,"heist_robot_argus_buff","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/argus/overcharged.epk""]",[],[],"","","","","","","","",[],[],[]
1374,"blackhole_damage_taken_divine","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Microtransactions/Spells/black_hole/divine/void_vulnerable.epk""]",[],[],"","","","","","","","",[],[],[]
1375,"emberstorm","Art/2DArt/BuffIcons/TempestOrange.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/danai/player_magnetized.epk""]",[],[],"","","","","","","","",[],[],[]
1376,"ground_oil","Art/2DArt/BuffIcons/buffspeed.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
1377,"ground_oil_burning","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/Ignited_player.epk","","",[],[],[]
1378,"heist_conversion_debuff","Art/2DArt/SkillIcons/conversiontrap.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","",[],[],[80]
1379,"heist_death_rune","","[""Metadata/Effects/StatusAilments/divine_shocked.epk"",""Metadata/Effects/StatusAilments/divine_shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/divine_shocked.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
1380,"desecrate_void_corpse_effect","","[""Metadata/Effects/Microtransactions/Spells/void_desecrate/corpse.epk""]",[],[],"","","","","","","","",[],[],[]
1381,"shattered_shield_buff","Art/2DArt/SkillIcons/EverglassBarrier.dds",[],[],[],"","","","","","","","",[],[],[]
1382,"steel_charge_temple","Art/2DArt/BuffIcons/ImpactingSteelBuff.dds",[],[],[],"","","","","","","","",[],[],[81]
1383,"scorching_conflux","Art/2DArt/BuffIcons/ScorchingConflux.dds",[],[],[],"","","","","","","","",[],[],[]
1384,"sapping_conflux","Art/2DArt/BuffIcons/SappingConflux.dds",[],[],[],"","","","","","","","",[],[],[]
1385,"brittle_conflux","Art/2DArt/BuffIcons/BrittleConflux.dds",[],[],[],"","","","","","","","",[],[],[]
1386,"heist_death_rune_green","","[""Metadata/Effects/Spells/monsters_effects/League_Heist/Warding_runes/pet/Player_effects/green_shock.epk"",""Metadata/Effects/Spells/monsters_effects/League_Heist/Warding_runes/pet/Player_effects/green_shock.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
1387,"heist_death_rune_red","","[""Metadata/Effects/Spells/monsters_effects/League_Heist/Warding_runes/pet/Player_effects/red_shock.epk"",""Metadata/Effects/Spells/monsters_effects/League_Heist/Warding_runes/pet/Player_effects/red_shock.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[]
1388,"heist_twins_immobilise","Art/2DArt/BuffIcons/bufffrozen.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/vin/ice_prison.epk""]",[],[],"","",4827,"","","","","",[],[],[]
1389,"heist_freidrich_corpse_mark","","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_detonate_slave_telegraph.epk""]",[],[],"","","","","","","","",[],[],[]
1390,"player_aura_dual_dragon_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/dragon/combined/CombinedDragonAura.epk""]",[],"","","","","","","","",[],[],[]
1391,"ritual_rune_buff_initial","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/pre_ritual_buff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1392,"ritual_corpse_sink","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/corpse_fadeout.epk""]",[],[55],"","","","","","","","",[],[],[]
1393,"ritual_monster_emerge","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/corpse_fadein.epk""]",[],[55],"","","","","","","","",[],[],[]
1394,"heist_twin_vic_enrage","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/fire_enrage.epk""]",[],[],"","","","","","","","",[],[],[]
1395,"heist_twin_vin_enrage","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/ice_enrage.epk""]",[],[],"","","","","","","","",[],[],[]
1396,"player_aura_misery","",[],"[""Metadata/Effects/Microtransactions/Aura/warlord_misery/Misery_Aura.epk""]",[],"","","","","","","","",[],[],[]
1397,"player_aura_suffering","",[],"[""Metadata/Effects/Microtransactions/Aura/warlord_suffering/Suffering_Aura.epk""]",[],"","","","","","","","",[],[],[]
1398,"quicksand_display_buff_heist_freidrich","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/blood_pool_sinking.epk""]",[],[],"","Boiling Blood","","","You are slowed and taking physical damage over time.","","","",[],[],[]
1399,"dominating_blow_celestial_normal_visual","","[""Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/minion_normal.epk""]",[],[],"","","","","","","","",[],[],[]
1400,"dominating_blow_celestial_magic_visual","","[""Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/minion_magic.epk""]",[],[],"","","","","","","","",[],[],[]
1401,"dominating_blow_celestial_rare_visual","","[""Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/minion_rare.epk""]",[],[],"","","","","","","","",[],[],[]
1402,"heist_freidrich_bloodpool_blood","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/tarollo/tarollo_blood_ground_sinking.epk""]",[],[],"","","","","","","","",[],[],[]
1403,"oil_arrow_fire_exposure","","[""Metadata/Effects/Spells/oil_arrow/EPKs/fire_exposure_idle.epk""]",[],[],"","","","","","","","",[],[],[]
1404,"pirate_boss_ghostfire_degen","Art/2DArt/BuffIcons/GhostfireBuff.dds","[""Metadata/Effects/Spells/monsters_effects/frozen_cabins/ghostflame_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
1405,"crimson_priest_boss_degen","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CrimsonPriest/EPKs/minion_heartstopper.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CrimsonPriest/EPKs/player_heartstopper.epk","","",[],[],[]
1406,"ritual_rune_buff_fire1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterFire1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1407,"ritual_rune_buff_cold1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterCold1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1408,"ritual_rune_buff_chaos_purple1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterChaosPurple1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1409,"elementalist_convergence","Art/2DArt/SkillIcons/passives/Elementalist/PendulumOfDestruction.dds","[""Metadata/Effects/StatusAilments/convergence/convergence.epk""]",[],[],1,"","","","","","","",[],[],[]
1410,"aegis_primal","Art/2DArt/BuffIcons/PrimalAegis.dds",[],[],[],"","","","","","","","",[],[],[]
1411,"flame_golem_respawn","Art/2DArt/SkillIcons/FireElementalSummonInactive.dds",[],[],[],"","","","","","","","",[],[],[]
1412,"ice_golem_respawn","Art/2DArt/SkillIcons/IceElementalSummonInactive.dds",[],[],[],"","","","","","","","",[],[],[]
1413,"lightning_golem_respawn","Art/2DArt/SkillIcons/LightningGolemInactive.dds",[],[],[],"","","","","","","","",[],[],[]
1414,"stone_golem_respawn","Art/2DArt/SkillIcons/RockGolemSummonInactive.dds",[],[],[],"","","","","","","","",[],[],[]
1415,"chaos_golem_respawn","Art/2DArt/SkillIcons/ChaosElementalSummonInactive.dds",[],[],[],"","","","","","","","",[],[],[]
1416,"carrion_golem_respawn","Art/2DArt/SkillIcons/SummonCarrionGolemInactive.dds",[],[],[],"","","","","","","","",[],[],[]
1417,"gathering_winds_stacks","Art/2DArt/BuffIcons/GaleForceBuff.dds",[],[],[],"","","","","","","","",[],[],[]
1418,"sacrificial_zeal","Art/2DArt/BuffIcons/GripofSacrificeBuff.dds",[],[],[],"","","","","","","","",[],[],[]
1419,"fanatacism_charge","Art/2DArt/SkillIcons/passives/fanatacismcharge.dds",[],[],[],1,"","","","","","","",[],[],[82]
1420,"fanatacism","Art/2DArt/BuffIcons/FanatascismBuffIcon.dds","[""Metadata/Effects/Spells/ascendancy_classes/inquisitor/fanaticism_power.epk""]",[],[],1,"","","","","","","",[],[],[]
1421,"rupture","Art/2DArt/SkillIcons/SpectralRagingSpirit.dds","[""Metadata/Effects/StatusAilments/rupture/rupture_02.epk""]",[],[],1,"","","","","","","",[],[],[]
1422,"despair_herald_of_light","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/purity.epk""]",[],[],"","","","","","","","",[],[],[]
1423,"despair_herald_of_agony","Art/2DArt/SkillIcons/HeraldOfAgony.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/agony.epk""]",[],[],"","","","","","","","",[],[],[]
1424,"despair_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/ash.epk""]",[],[],"","","","","","","","",[],[],[]
1425,"despair_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/thunder.epk""]",[],[],"","","","","","","","",[],[],[]
1426,"despair_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/ice.epk""]",[],[],"","","","","","","","",[],[],[]
1427,"despair_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/thunder_charged.epk""]",[],[],"","","","","","","","",[],[],[]
1428,"ignited_despair","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/warlord/ash_ignite.epk""]","[""Metadata/Effects/Spells/supports/aurafy/fire.epk""]",[],"","","","","","","","",[],[],[]
1429,"atlas_sulphite_mined_buff","Art/2DArt/SkillIcons/passives/AtlasTrees/DelveNotable2.dds",[],[],[],"","","","","","","","",[],[],[]
1430,"ignite_unique_blackflame","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited_blackflame_01.epk"",""Metadata/Effects/StatusAilments/Ignited_blackflame_01.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited_blackflame_01.epk""]","[""Metadata/Effects/Spells/supports/aurafy/Ignited_blackflame_01.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_blackflame_01.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_blackflame_Large_01.epk""]",[],"","","","","","","","",[],[],[]
1431,"ritual_rune_buff_lightning1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterLightning1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1432,"ritual_rune_buff_physical_blood1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterPhysicalBlood1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1433,"ritual_rune_buff_chaos_green1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterChaosGreen1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1434,"ritual_rune_buff_generic_charges1","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1435,"ritual_rune_buff_generic_energy_shield1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterGenericES.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1436,"ritual_rune_buff_generic_life1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterGenericLife.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1437,"ritual_rune_buff_generic_fortify1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterGenericFortify.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1438,"ritual_rune_buff_generic_massive1","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1439,"ritual_rune_buff_generic_speed1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterGenericSpeed.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1440,"ritual_rune_buff_necromantic1","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1441,"ritual_rune_buff_vaal1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterVaal1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1442,"ritual_rune_buff_golden1","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterGolden1.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[55],"","","","","","","","",[],[],[]
1443,"ritual_ice_beam","Art/2DArt/BuffIcons/ChillingBeam.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]",[],[],"","","","","","","","",[],[],[]
1444,"ritual_golden_coin_buff","Art/2DArt/BuffIcons/CoinShowerBuff.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[],"","","","","","","","",[],[],[]
1445,"maven_boss_buff","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/StatusAilments/Ignited.epk""]",[],[],"","","","","","","","",[],[],[]
1446,"vampiric_icon","Art/2DArt/SkillIcons/JackTheAxe.dds","[""Metadata/Effects/Spells/vampiric_icon/player_buff.epk""]",[],[],"","","","","","","","",[],[],[]
1447,"demigods_increased_item_rarity_aura","Art/2DArt/BuffIcons/DemigodAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Misc/uniques/Aura/Demigods/Gold/gold_aura.epk""]",[],"","","","","","","","",[],[],[]
1448,"brutal_charge","Art/2DArt/BuffIcons/brutalcharge.dds",[],[],[],"","","","","","","","",[],[],[14]
1449,"affliction_charge","Art/2DArt/BuffIcons/afflictioncharge.dds",[],[],[],"","","","","","","","",[],[],[15]
1450,"absorption_charge","Art/2DArt/BuffIcons/absorptioncharge.dds",[],[],[],"","","","","","","","",[],[],[16]
1451,"wet","Art/2DArt/SkillIcons/Hydrosphere.dds",[],[],[],"","","","","","","","",[],[],[]
1452,"crazy","","[""Metadata/Effects/Microtransactions/Misc/misc_unique_effects/minion_crazy/minion_crazy.epk""]",[],[],"","","","","","","","",[],[],[]
1453,"thaumaturgy_grow_buff","",[],[],[],"","","","","","","","",[],[],[]
1454,"ritual_blood_totem_degen","Art/2DArt/BuffIcons/BloodTotemEffigyBuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/blood_ritual/blood_debuff.epk""]",[],[],"","","","","","","","",[],[],[]
1455,"behemoth_swamp_gas","Art/2DArt/BuffIcons/CausticCloud.dds",[],[],[],"","","","","","","","",[],[],[]
1456,"ritual_grow_buff","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/big_ritual/big.epk""]",[],[],"","","","","","","","",[],[],[]
1457,"maven_boss_heal","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/heal/beam/heal.epk""]",[],[],"","","","","","","","",[],[],[]
1458,"quicksand_display_buff_ritual","Art/2DArt/SkillIcons/BloodQuicksand.dds","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/life_ritual/blood_pool.epk""]",[],[],"","Smothering Mist","","","You are slowed and your life recovery is lowered.","","","",[],[],[]
1459,"quick_guard_maven","Art/2DArt/BuffIcons/QuickGuard.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/guard_skill/Iron_Skin.epk""]",[],[],"","","","","","","","",[],[],[]
1460,"quicksand_display_buff_swamp_behemoth","Art/2DArt/BuffIcons/CausticCloud.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/mud_sink.epk""]",[],[],"","Toxic Swamp","","","You are slowed and are taking chaos damage over time","","","",[],[],[]
1461,"ritual_totem_defences_buff","","[""Metadata/Effects/Spells/monsters_effects/League_Ritual/fortify_ritual/AuraFortify.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
1462,"ritual_speed_daemon","Art/2DArt/SkillIcons/SpeedDaemon.dds",[],[],[],"","","","","","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_rune/runetypes/MonsterGenericSpeed.epk","","",[],[],[]
1463,"ritual_chaos_vines","Art/2DArt/SkillIcons/ChaosVines.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[]
