"rownum","Id","Text","XBoxText","i32","PlaystationText"
4884,"ItemDisplaySkillGemLevelsFromGemMaxLevel","{0} Levels from Gem (Max)","",656718697,""
4885,"LoginMigrateTitleNoName","Migrate to base League","",-1564937850,""
4886,"MigrationFailedTitle","Migration Failed","",-1350242446,""
4887,"MarketSearchMushrunes","Oils","",-1564307716,""
4888,"ReminderTextUnnerve","(Unnerved enemies take 10% increased Spell Damage)","",888472790,""
4889,"BlightCraftingTitle","Anointing","",471663942,""
4890,"BlightCraftingButton","Anoint","",210735972,""
4891,"ReminderTextFungalGround","(Allies on your Fungal Ground gain 10% of Non-Chaos Damage as extra Chaos Damage. Enemies on your Fungal Ground deal 10% less Damage.)","",878877021,""
4892,"ReminderTextMinionsOverMatter","(The damage they take will be divided evenly between them)","",511882962,""
4893,"BlightPumpDurabilityText","Pump Durability","",931972812,""
4894,"BetrayalMissionReceived","Complete the Immortal Syndicate encounter","",-269118374,""
4895,"BetrayalMissionReceivedN","Complete the Immortal Syndicate encounters ({0}/{1})","",1975728046,""
4896,"BetrayalMissionComplete","Mission complete. The Syndicate has been driven from the area.","",1226940974,""
4897,"BetrayalMissionFailed","Mission failed.","",2019240137,""
4898,"BetrayalMissionFortSeen","Defeat the Syndicate members guarding the Fortification.","",-2020535336,""
4899,"BetrayalMissionCartSeen","Defeat the Syndicate members before the Transport escapes.","",-533488809,""
4900,"BetrayalMissionLabSeen","Enter the Syndicate Laboratory\nDefeat the Syndicate members before they destroy the Research.","",758718706,""
4901,"BetrayalMissionGankSeen","Defeat the Syndicate member's Intervention without dying.","",1401762530,""
4902,"BetrayalMissionFortComplete","Fortification encounter complete.","",-1465128562,""
4903,"BetrayalMissionCartComplete","Transportation encounter complete.","",-54745851,""
4904,"BetrayalMissionLabComplete","Research encounter complete.","",1649971171,""
4905,"BetrayalMissionGankComplete","Intervention encounter complete.","",-646872366,""
4906,"BetrayalMissionFortAbandoned","Fortification encounter abandoned.","",-241399239,""
4907,"BetrayalMissionCartAbandoned","Transportation encounter abandoned.","",-1478696856,""
4908,"BetrayalMissionLabAbandoned","Research encounter abandoned.","",1491982276,""
4909,"BetrayalMissionGankAbandoned","Intervention encounter abandoned.","",1048541341,""
4910,"BetrayalMissionFortRetreated","Fortification Syndicate members have retreated to their Safehouse.","",1696978817,""
4911,"BetrayalMissionCartRetreated","Transportation Syndicate members have retreated to their Safehouse.","",-159089481,""
4912,"BetrayalMissionLabRetreated","Research Syndicate members have retreated to their Safehouse.","",980743030,""
4913,"BetrayalMissionGankRetreated","Intervention Syndicate members have retreated to their Safehouse.","",-233427326,""
4914,"BetrayalMissionCartFailed","Transportation encounter failed. The Transport escaped.","",2063766218,""
4915,"BetrayalMissionLabFailed","Research encounter failed. The evidence was destroyed.","",255106292,""
4916,"BetrayalMissionGankFailed","Intervention encounter failed. You were assassinated.","",-594344921,""
4917,"BetrayalMissionLabEntered","Defeat the Syndicate members before they destroy the Research.","",-184606304,""
4918,"BetrayalMissionFortDefeated","Question the defeated Syndicate members","",1348083560,""
4919,"BetrayalMissionLabDefeated","Question the defeated Syndicate members","",-455100487,""
4920,"BetrayalMissionCartDefeated","Question the defeated Syndicate members","",449214780,""
4921,"BetrayalMissionGankDefeated","Question the defeated Syndicate members","",62896017,""
4922,"BetrayalSafehouseCompleted","Mission Complete. The Safehouse reward rooms are now unlocked.","",-812958936,""
4923,"BetrayalSafehouseDefeated","Interrogate the Leader","",335049660,""
4924,"BetrayalSafehouseBoss","Defeat the Syndicate Members","",775942156,""
4925,"BetrayalSafehouseAbandoned","The Safehouse has been abandoned","",232093179,""
4926,"BetrayalSafehouseEntered","Raid the Syndicate Safehouse","",-91544334,""
4927,"BetrayalCatarinaCompleted","Mission Complete. Catarina's reward rooms are now unlocked.","",1126395031,""
4928,"BetrayalCatarinaDefeated2","Interrogate Catarina","",-1712671838,""
4929,"BetrayalCatarinaSeen2","Defeat Catarina, the Syndicate Mastermind","",-1600217972,""
4930,"BetrayalCatarinaDefeated1","Follow Catarina and defeat her","",1572617929,""
4931,"BetrayalCatarinaSeen1","Defeat Catarina, the Syndicate Mastermind","",-1296948575,""
4932,"BetrayalCatarinaEntered","Find and defeat the Syndicate Mastermind","",-1819771331,""
4933,"BlightEncounterSuccessText","Fungal Growth Successfully Destroyed","",-693909055,""
4934,"BlightEncounterFailureText","Ichor Pump Destroyed","",-797066583,""
4935,"BlightBuildActionText","Build","",-593233956,""
4936,"BlightCloseActionText","Close","",1012135359,""
4937,"BlightNavigateActionText","Navigate","",-1428399104,""
4938,"BlightedMapModFailure","Blighted Maps cannot be opened with one or more of the selected Modifiers.","",867131981,""
4939,"InGameStateWarningDropItemWithIncubator","Drop item with incubator attached?","",1773448848,""
4940,"InGameStateWarningDestroyItemWithIncubator","You will lose all incubator progress attached to item.","",-1943408354,""
4941,"BlightCraftingUIInfo","Place an Amulet, Ring, Blight Unique Item or Blighted Map into the crafting slot.\r\n\nYou can modify these items by combining them with Oils.\r\n\n<default>{Amulets and Blight Uniques can be enchanted with a Notable passive skill with 3 Oils.}\r\n\n<default>{Rings can be enchanted with modifiers to Blight Towers with 2 Oils.}\r\n\n<default>{Blighted Maps can be modified to have up to 3 Blight modifiers (1 modifier per Oil used).}","",-779071838,""
4942,"AtlasCraftingBenchDefaultDescription","Place a Map Item to open six portals to the associated Map area.","",-1437444498,""
4943,"ModifierKeyShiftLong","Shift + ","",1394466967,""
4944,"ModifierKeyShiftShort","Shft+","",-149960703,""
4945,"ModifierKeyAltLong","Alt + ","",1656198455,""
4946,"ModifierKeyAltShort","Alt+","",-2077877986,""
4947,"ModifierKeyControlLong","Control + ","",2121146543,""
4948,"ModifierKeyControlShort","Ctrl+","",1908922836,""
4949,"BlightRequiredOils","Cassia can Enchant your Amulet with this notable using these Oils:","",1960943143,""
4950,"BlightCraftingInfoLegend","Show Anointing Information","",-2008647056,""
4951,"MapDeviceWarningNoMissionForMap","You do not have any Atlas Missions for this map tier.","",-26166022,""
4952,"StashPanelUniquesSearchInfo","Highlights items within the current tab that match the keywords you specify.  Uniques can only be searched by name. \n\nTips:\n<default>{- Type multiple keywords by separating them with a space\n- You can press <b>{CTRL + F} as a shortcut}","Highlights items within the current tab that match the keywords you specify.  Uniques can only be searched via names. \n\nTips:\n<default>{- Type multiple keywords by separating them with a space\n- Combine space-separated text into a single keyword by enclosing it in quotation marks. e.g \""Tabula Rasa\""",1940621307,"Highlights items within the current tab that match the keywords you specify. Uniques can only be searched via names. \n\nTips:\n<default>{- Type multiple keywords by separating them with a space\n- Combine space-separated text into a single keyword by enclosing it in quotation marks. e.g \""Tabula Rasa\"""
4953,"StashPanelMapsSearchInfo","Highlights items within the current tab that match the keywords you specify.\n\nTips:\n<default>{- Search for item level by typing ilvl:X\n- Search for map tier by typing tier:X\n- Search maps by region. e.g \""Tirn's End\""\n- You can press <b>{CTRL + F} as a shortcut}","Tips:\n<default>{- Search for item level by typing ilvl:X\n- Search for map tier by typing tier:X\n- Search maps by region. e.g \""Tirn's End\""\n}",-2123739525,"Tips:\n<default>{- Search for item level by typing ilvl:X\n- Search for map tier by typing tier:X\n- Search maps by region. e.g \""Tirn's End\""\n}"
4954,"ActionToggleSkillSet","Toggle Skill Set","",1026193815,""
4955,"RecycleMicrotransactionsWarning","You are about to destroy all the microtransactions you have selected and will receive a random one in return. Do you want to proceed?","",165214944,""
4956,"HideoutMusicCategories","Change Category","",-1609345654,""
4957,"RecycleMicrotransactionWindowTitle","Salvage Box","",582757131,""
4958,"RecycleMicrotransactionWindowHelp","Click on surplus Microtransactions to Salvage them, improving your rewards.","Use <<xbox_button_x>> on surplus Microtransactions to Salvage them, improving your rewards.",1218177291,""
4959,"ReminderTextAurasOnlyAffectThingsTheyAffect","(Auras can only grant bonuses to things they affect)","",1204395628,""
4960,"BlightAnointErrorCorruptedItem","This Corrupted item requires a Tainted Oil to anoint.","",-585479479,""
4961,"BlightAnointErrorMirrorItem","Mirrored items cannot be anointed.","",845094853,""
4962,"BlightAnointErrorInvalidItem","This item cannot be anointed.","",112304548,""
4963,"BlightAnointErrorTooManyInput","This item requires fewer oils to be anointed.","",236276416,""
4964,"BlightAnointErrorBlightedMapMaxMods","A Blighted Map cannot have more than 3 Blight modifiers.","",66364759,""
4965,"BlightAnointErrorNoCassia","Complete the quest \""Strange Growths\"" to unlock Anointing.","",859157949,""
4966,"MapDeviceWarningUniqueMapWithMaster","Atlas Missions cannot be completed in Unique Maps.","",-45279343,""
4967,"HideoutMusicDisabledHoverText","Purchase in Store","",-1874228727,""
4968,"ReminderTextAggressiveMinions","(Aggressive minions have their targeting range raised to a minimum value)","",-42594881,""
4969,"ReminderTextDefensiveMinions","(Defensive minions have their targeting range lowered to a maximum value. They always target enemies around you)","",1986042715,""
4970,"RecycleMicrotransactionConsoleAction","Send to Salvage Box","",-848123989,""
4971,"ReminderTextBlightedSpore","(Blighted Spores last for 10 seconds and have a random Aura)","",599124682,""
4972,"BlightCraftingPreviewMapTitle","Blighted Map Modifiers","",-1090907977,""
4973,"ReminderTextExpectedPoisonDamage","(The Expected Damage of Poison is its Damage per second multiplied by its Duration)","",1531760512,""
4974,"BlightCraftingAnointOverrideTitle","<red>{Enchantment Warning}","",1271085813,""
4975,"BlightCraftingAnointOverrideWarning","Enchanting this item will replace the item's current enchantments. Would you like to proceed?","",-865992241,""
4976,"RecycleResourceText","{0} Points Salvaged","",-260693270,""
4977,"ReminderTextPsudoKeystoneTransfigurationOfBody","(Increases and Reductions to Maximum Life also apply to Attack Damage at 30% of their value)","",-1451573393,""
4978,"ReminderTextPsudoKeystoneTransfigurationOfMind","(Increases and Reductions to Maximum Mana also apply to Damage at 30% of their value)","",-712758593,""
4979,"ReminderTextPsudoKeystoneTransfigurationOfSoul","(Increases and Reductions to Maximum Energy Shield\nalso apply to Spell Damage at 30% of their value)","",-1315290668,""
4980,"MapDeviceWarningTitle","<colour:yellow>{Warning}","",1151361287,""
4981,"RecycleMicrotransactionWindowCommonHover","The chance to receive a common microtransaction.","",381698950,""
4982,"RecycleMicrotransactionWindowUncommonHover","The chance to receive an uncommon microtransaction.","",1910121210,""
4983,"RecycleMicrotransactionWindowRareHover","The chance to receive a rare microtransaction.","",1045008716,""
4984,"RecycleMicrotransactionWindowCombinedHover","The chance to receive a microtransaction that is the result of combining two together.","",1255259518,""
4985,"RecycleMicrotransactionWindowTencentSpecialHover","The chance to receive a ChiYou microtransaction.","",364214800,""
4986,"RecycleMicrotransactionWindowThresholdReached","You have reached the maximum reward chances for this box.","",-897702397,""
4987,"ConsoleQuickCategorySelectLegend","Quick Move","",1742267149,""
4988,"RecycleMicrotransactionWindowSacrificeOverThreshold","Salvaging this microtransaction will cap your reward chances for this box at the maximum. Do you want to proceed?","",-202088327,""
4989,"RecycleMicrotransactionLastMicroError","You can only salvage duplicate microtransactions.","",-326255691,""
4990,"RecycleMicrotransactionCannotBeSalvages","This microtransaction can not be salvaged.","",-1846205606,""
4991,"BlightSkipEncounterDelayText","Start Blight Encounter","",2084432449,""
4992,"RecycleMicrotransactionNoMicros","You have not selected any microtransactions to salvage. Do you want to proceed?","",523712864,""
4993,"RecycleMicrotransactionSalvageEquippedItem","You cannot salvage an item that is in use. Reclaim it first.","",-925739907,""
4994,"MonsterReplicatesOnDeathInfoString","Replicates on Death","",-421349445,""
4995,"MapDeviceWarningInfectedMapWithMaster","Atlas Missions cannot be completed in Blighted Maps.","",1448839145,""
4996,"ObjectDisplayTextMetamorphosisMonsterMarker","Select Metamorph","",-2139453935,""
4997,"ObjectDisplayTextMetamorphosisVat","Construct Metamorph","",-2034093660,""
4998,"ObjectDisplayInfoMetamorphosisVat","Interact to begin Metamorph encounter","",-18332797,""
4999,"LeagueStandardMetamorphosis","Defeat Metamorphs created by combining samples of monsters you slay.\n\n<colour:yellow>{This is the default Path of Exile league.}","",-658188739,""
5000,"LeagueHardcoreMetamorphosis","Defeat Metamorphs created by combining samples of monsters you slay.\n\n<colour:red>{A character killed in Hardcore Metamorph becomes a Standard character.}","",-1911665064,""
