"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","rid","bool","AIFile","i32","i32","i32","i32","bool","bool"
1111,"monster_haste","","","CastAuraSpeed","Art/2DArt/SkillIcons/auraspeed.dds",[4],"[2,8,5,12,23,15,39,64,32,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,518174,0,"",""
1112,"monster_wrath","","","CastAuraLightningDamage","Art/2DArt/SkillIcons/auralightning.dds",[4],"[2,8,5,12,23,15,39,31,64,32,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,518252,0,"",""
1113,"monster_fire_resist_aura","","","CastAuraFireResistance","Art/2DArt/SkillIcons/aurafireresist.dds",[4],"[2,8,5,12,23,15,39,29,64,32,72,90]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,518356,0,"",""
1114,"monster_cold_resist_aura","","","CastAuraColdResistance","Art/2DArt/SkillIcons/auracoldresist.dds",[4],"[2,8,5,12,23,15,39,30,64,32,72,90]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,518460,0,"",""
1115,"monster_lightning_resist_aura","","","CastAuraLightningResistance","Art/2DArt/SkillIcons/auralightningresist.dds",[4],"[2,8,5,12,23,15,39,31,64,32,72,90]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,518574,0,"",""
1116,"rending_steel","Rending Steel (NOT CURRENTLY USED)","[UNUSED] Slash in an arc, hitting with all weapons and Impaling enemies hit. Enemies struck release a burst of shards backward, dealing damage behind them. Only works with Axes and Swords.","RendingSteel","Art/2DArt/SkillIcons/LancingSteel.dds","[1,2]","[1,8,24,20,28]","[9,10,15,11,16]","","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,519270,0,"",""
1117,"lancing_steel","Lancing Steel","","LancingSteel","Art/2DArt/SkillIcons/LancingSteel.dds","[1,2]","[1,3,7,11,41,28,82]","[9,10,15,11,16]","","",1,"","",20,1,"[8741,8772,8775,13120]","[24,8774,8458,173]",[],1,1,[],8,"","","",13,0,519810,0,"",""
1118,"storm_brand","Storm Brand","Creates a magical brand which can attach to a nearby enemy. It periodically activates while attached, firing beams which deal damage to nearby enemies and those around them. The brand will detach if the enemy dies.","ConduitSigil","Art/2DArt/SkillIcons/ConduitSigil.dds","[1,2]","[2,7,8,31,19,9,15,14,16,32,22,65,72]",[],"","",1,"","",20,1,"[8722,8718,8736]","[8720,8717,24]",[],1,1,[],8,"","","",12,0,520764,0,"",""
1119,"zana_player_bubble","","","ZanaPlayerBubble","",[3],"[2,8,5,72]",[],"","",1,"ZanaPlayerBubble","",20,1,[],[],[],1,1,[],8,"","","",0,0,521052,0,"",""
1120,"focus","Focus","Focus your power, granting yourself the Focussed buff.","Focus","Art/2DArt/SkillIcons/DjinnFocus.dds",[4],"[5,2,64,90]",[],"","",1,"Focus","",20,1,"[8611,8770]","[6320,3351]",[],1,1,[],8,"","","",0,0,521350,0,"",""
1121,"banner_war","War Banner","Casting once reserves mana to carry a banner which increases the accuracy of nearby allies, and physical damage taken by nearby enemies. Gain stages by killing enemies while carrying the banner. Casting the skill again places the banner, ending the mana reservation. Once placed, it becomes more powerful for each stage gained. You cannot have multiple banners at the same time.","BloodstainedBanner","Art/2DArt/SkillIcons/WarBanner.dds",[1],"[5,8,2,9,12,39,64,72,71,28,88,85,86,90]",[],"","",1,"","",20,1,"[8733,8765]","[14078,1941]",[],1,1,[],8,"","","",0,0,522394,0,"",""
1122,"banner_dread","Dread Banner","Casting once reserves mana to carry a banner which makes nearby allies inflict impale with attacks, and lessens the accuracy of nearby enemies. Gain stages by impaling enemies while carrying the banner. Casting the skill again places the banner, ending the mana reservation. Once placed, it becomes more powerful for each stage gained. You cannot have multiple banners at the same time.","PuresteelBanner","Art/2DArt/SkillIcons/DreadBanner.dds",[1],"[5,8,2,9,12,39,64,72,71,28,88,85,86,90]",[],"","",1,"","",20,1,"[8733,8764,10937]","[14078,1941,2964]",[],1,1,[],8,"","","",0,0,523492,0,"",""
1123,"betrayal_siege_cannon","","","BetrayalSiegeCannon","","[1,2,8]","[7,2,8,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,523608,0,"",""
1124,"feast_of_flesh","Feast of Flesh","Consume a number of corpses around you to recover life, mana and energy shield.","FeastOfFlesh","Art/2DArt/SkillIcons/FeastofFlesh.dds",[4],"[2,8,32,72,84]",[],"","",1,"FeastOfFlesh","",20,"",[],[],[],1,"",[],8,"","","",0,0,524156,0,"",""
1125,"shattering_steel","Shattering Steel","Swing an Axe or Sword, consuming Steel Shards to gain a Steel Ward that protects you for a duration, and fire projectiles which shatter on impact or soon after being launched, dealing area damage in front of where they shatter. Steel Shards are gained with the Call of Steel Skill.","ShatteringSteel","Art/2DArt/SkillIcons/ShatteringSteel.dds","[1,2]","[1,3,7,11,41,8,28,57,96]","[9,10,15,11,16]","","",1,"","",20,1,"[8704,8739,8740,13065]","[8705,24,173,13059]",[],1,1,[],8,"","","",13,0,525164,0,"",""
1126,"donut_circle","","","DonutCircle","","[1,2]",[2],[],"","",1,"DonutCircle","",20,1,[],[],[],1,1,[],8,"","","",12,0,525438,0,"",""
1127,"revive_monsters_in_cone","","","ReviveMonstersInCone","",[6],[2],[],"","",1,"ReviveMonstersInCone","",20,1,[],[],[],1,1,[],8,"","","",0,0,525732,0,"",""
1128,"create_monster_from_corpses","","","CreateMonsterFromCorpses","",[6],[2],[],"","",1,"CreateMonsterFromCorpses","",20,1,[],[],[],1,1,[],8,"","","",0,0,525850,0,"",""
1129,"arcane_wake","Arcane Wake","Create a slipstream at your location.","CastGroundEffect","Art/2DArt/SkillIcons/ArcaneWake.dds",[1],"[2,8,7,32,9,50,72,84,90,37]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",0,0,526098,0,"",""
1130,"armageddon_brand","Armageddon Brand","Creates a magical brand which can attach to a nearby enemy. It periodically activates while attached, causing a fiery meteor to fall from the sky. The brand will detach if the enemy dies.","CataclysmSigil","Art/2DArt/SkillIcons/ArmageddonBrand.dds","[1,2]","[2,7,8,29,9,15,14,16,32,22,65,72]",[],"","",1,"","",20,1,"[8721,8738,8737]","[8719,8475,24]",[],1,1,[],8,"","","",12,0,526816,0,"",""
1131,"multi_reflection_beam","","","MultiReflectionBeam","",[15],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,527100,0,"",""
1132,"sigil_recall","Brand Recall","Recall your brands to you, detaching them from enemies and increasing attachment range until they next attach to an enemy. Spends a portion of each recalled brand's cost to cause it to activate.","SigilRecall","Art/2DArt/SkillIcons/RecallSigil.dds",[4],"[2,32,64,90]",[],"","",1,"","",20,1,"[8651,12258]","[3351,12257]",[],1,1,[8630],8,"","","",0,0,527750,0,"",""
1133,"monster_frost_fury","","","MonsterFrostFury","",[4],"[2,30,7,8,9,3,72,82]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,527862,0,"",""
1134,"geometry_projectiles_spell","","","GeometryProjectiles","","[2,1,4]",[32],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,528168,0,"",""
1135,"geometry_projectiles_attack","","","GeometryProjectilesAttack","","[2,1,4]",[32],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,528488,0,"",""
1136,"death_clap","","","DeathClap","","[1,2]","[7,2,8,72]",[],"","",1,"DeathClap","",20,1,[],[],[],1,1,[],8,"","","",12,0,528766,0,"",""
1137,"riker_bomb_shot","","","RikerBombShot","","[1,2]",[32],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,529034,0,"",""
1138,"catarina_carpet_mortar","","","CatarinaCarpetMortar","","[2,1]","[3,57,2,7,8,14,15,16,22,32,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,529386,0,"",""
1139,"hand_slam","","","HandSlam","","[2,1]","[32,8]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,529636,0,"",""
1140,"spiky_donut","","","SpikyDonut","","[2,1]","[32,8,7,2,72]",[],"","",1,"SpikyDonut","",20,1,[],[],[],1,1,[],8,"","","",12,0,529906,0,"",""
1141,"reaper_slam","","","ReaperSlam","","[2,1]","[32,8,2,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,530172,0,"",""
1142,"bone_slam","","","BoneSlam","","[2,1]","[32,8,2,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,530430,0,"",""
1143,"catarina_sideways_carpet_bomb","","","CatarinaSidewaysCarpetBomb","","[2,1]","[8,7]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,530756,0,"",""
1144,"catarina_rollout","","","CatarinaRollout_","","[2,1]","[8,7]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,531036,0,"",""
1145,"catarina_scythe","","","CatarinaScythe","","[2,1]","[8,7]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,531326,0,"",""
1146,"catarina_barrage","","","CatarinaBarrage","","[2,1]","[8,7]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,531620,0,"",""
1147,"monkey_throw","","","MonkeyThrow","",[3],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,531874,0,"",""
1148,"effect_driven_attack","","","EffectDrivenAttack","","[2,1,4]",[32],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,531974,0,"",""
1149,"effect_driven_spell","","","EffectDrivenSpell","","[2,1,4]",[32],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,532278,0,"",""
1150,"geometry_trigger","","","GeometryTrigger","","[2,1,4]",[32],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,532556,0,"",""
1151,"volatile_wormhole_slam","","","VolatileWormholeSlam","",[2],[2],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,532656,0,"",""
1152,"purifying_flame","Purifying Flame","A wave of divine fire deals damage in a line, then creates Consecrated Ground and deals damage in an area around the targeted location. A larger shockwave then expands outwards, damaging enemies standing on Consecrated Ground that were not already hit.","Sanctify","Art/2DArt/SkillIcons/PurifyingFlame.dds","[2,1,22]","[2,8,7,9,14,15,16,32,22,29,70,72,28]",[],"","",1,"","",20,1,"[9166,9150]","[8851,24]",[],1,1,[],8,3,"","",12,0,533670,0,"",""
1153,"multi_teleport_blackhole_projectile","","","MultiTeleportBlackholeProjectile","",[2],"[2,3,8,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,534024,0,"",""
1154,"rectangle_mortar_with_rotating_orbs","","","RectangleMortarWithRotatingOrbs","","[2,1]","[2,3,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,534376,0,"",""
1155,"camera_lens_expanding_donut","","","CameraLensExpandingDonut","",[2],"[2,35]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,534690,0,"",""
1156,"soulrend","Soulrend","Fires a projectile that turns towards enemies in front of it, damaging and piercing through those it hits, and leeching some of that damage as energy shield. As the projectile travels, it repeatedly applies a short but powerful chaos damage over time debuff to each enemy in an area around it.","Soulrend","Art/2DArt/SkillIcons/Soulrend.dds","[2,1]","[2,8,9,3,35,7,42,22,32,14,16,15,70,72,57]",[],"","",1,"","",20,1,"[9144,9145]","[24,173]",[],1,1,[],8,3,"","",12,0,535714,0,"",""
1157,"dark_ritual","Bane","Applies a debuff to enemies in an area, which deals chaos damage over Time. Linked hex curses are also applied to those enemies. The debuff deals more damage and lasts longer for each hex applied this way.  This skill cannot be used by Totems, Traps, or Mines.","DarkRitual","Art/2DArt/SkillIcons/DarkRitual.dds","[2,1,22]","[2,8,9,35,42,22,56,32,49,70,72,97]",[],"","",1,"","",20,1,"[9147,9148]","[24,434]",[],1,1,[],8,"","","",8,0,536690,0,"",""
1158,"wave_of_conviction","Wave of Conviction","An expanding wave of energy surges forward, damaging enemies in a cone-shaped area over a duration. Each enemy hit is inflicted with Exposure matching the element of which they took the highest damage. Only one Wave of Conviction can be active at a time","Purge","Art/2DArt/SkillIcons/Purge.dds","[2,1]","[2,8,7,9,14,15,16,32,29,31,70,22,72,28]",[],"","",1,"","",20,1,"[9156,9157,9158]","[24,215,9302]",[],1,1,[],8,3,"","",12,0,537646,0,"",""
1159,"spell_damage_aura","Zealotry","Casts an aura that grants bonuses to damage and critical strike chance of spells to you and your allies, and gives a chance to create Consecrated Ground against stronger enemies.","CastAuraSpellDamage","Art/2DArt/SkillIcons/SpellDamageAura.dds",[4],"[2,8,5,12,23,15,39,64,72,81,85,86,90]",[],"","",1,"Spell Damage Aura","",20,1,"[9088,9087,9089]","[14057,1941,14078]",[],1,1,[],8,"","","",0,0,538572,0,"",""
1160,"storm_burst_new","Storm Burst","Unleash orbs of energy while you channel that repeatedly jump towards the targeted location until their duration expires, dealing damage in small area after each jump. When you stop channelling, all remaining orbs explode, dealing higher damage in a larger area.","StormBurstNew","Art/2DArt/SkillIcons/StormBurst.dds","[18,17,23]","[2,7,15,31,48,8,9,72,28]",[],"","",1,"","",20,1,"[6379,6380,6499]","[219,434,24]",[],1,1,[],8,"","","",12,0,539308,0,"",""
1161,"divine_tempest","Divine Ire","Channelling draws in energy around you to repeatedly build up stages, damaging a number of nearby enemies when you do so. Release to unleash a powerful burst of energy in a beam in front of you.","DivineTempest","Art/2DArt/SkillIcons/DivineTempest.dds","[18,17,23]","[2,8,7,48,31,15,72,28]",[],"","",1,"","",20,1,[9154],[24],[],1,1,[9155],8,"","","",12,0,540150,0,"",""
1162,"damage_over_time_aura","Malevolence","Casts an aura that multiplies damage over time and increases skill effect duration of you and your allies.","CastAuraDamageOverTime","Art/2DArt/SkillIcons/DeliriumAura.dds",[4],"[2,8,5,12,23,15,39,64,72,81,85,86,90]",[],"","",1,"Spell Damage Aura","",20,1,"[8952,8951,8953]","[14057,1941,14078]",[],1,1,[],8,"","","",0,0,540908,0,"",""
1163,"cascading_triangle_slam","","","CascadingTriangleSlam","",[1],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,541008,0,"",""
1164,"synthesis_beam_refraction","","","SynthesisBeamRefraction","",[15],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,541308,0,"",""
1165,"sequential_wifi_arcs","","","SequentialWifiArcs","","[1,2]","[2,35,8,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,541608,0,"",""
1166,"dash_to_target","","","DashToTarget","","[1,2]","[2,34]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,541876,0,"",""
1167,"spinning_ground_laser","","","SpinningGroundLaser","","[1,2]","[2,8,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,541984,0,"",""
1168,"monster_soulrend","","","MonsterSoulrend","","[2,1]","[2,8,9,3,35,42,22,32,14,16,15,49,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,542306,0,"",""
1169,"flame_totem_channelled","Holy Flame Totem","Summons a totem that channels to fire a stream of flame at nearby enemies, and creates an area of consecrated ground around the totem.","FlameTotemChannelled","Art/2DArt/SkillIcons/flametotem.dds","[1,2,20]","[2,3,57,7,14,16,26,29,48,28]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/flametotem.jpg","","FlameTotem","",17,1,"[4273,4246,4063,9167]","[173,175,24,8851]",[],1,1,[],8,"","","",12,0,543042,0,"",""
1170,"synthesis_turret_charge_projectile","","","SynthesisTurretChargeProjectile","",[2],"[2,3,7]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,543388,0,"",""
1171,"mass_beam_barrage","","","MassBeamBarrage","","[2,1]","[2,7]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,543668,0,"",""
1172,"concentrated_beam","","","ConcentratedBeam","","[2,1]","[2,7]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,543950,0,"",""
1173,"shock_rifle_disco","","","ShockRifleDisco","","[2,1]","[2,3,7]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,544234,0,"",""
1174,"expanding_cone_waves","","","ExpandingConeWaves","","[2,1]","[2,8,7,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,544534,0,"",""
1175,"expanding_effect","","","ExpandingEffect","","[4,1,2]","[2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,544816,0,"",""
1176,"steelskin","Steelskin","Applies a buff which can take some of the damage from hits for you before being depleted. Shares a cooldown with other Guard skills.","QuickGuard","Art/2DArt/BuffIcons/QuickGuard.dds",[4],"[2,5,64,9,32,78,90]",[],"","",1,"","",20,1,"[9579,9935]","[9429,1038]",[],1,1,[],8,"","","",0,0,545320,0,"",""
1177,"quick_dodge","Dash","Performs a series of quick teleports towards a targeted location. If using the \""Attack in Place\"" option, the direction is reversed. Shares a cooldown with other Blink skills.","QuickDodge","Art/2DArt/SkillIcons/QuickDash.dds",[1],"[2,34,79,80,90]",[],"","",1,"","",20,1,"[9950,9936]","[9949,11741]",[],1,1,[],8,4,"","",0,0,545894,0,"",""
1178,"quick_block","[UNUSED] Quick Block  (NOT CURRENTLY USED)","[UNUSED] Not used","QuickBlock","Art/2DArt/SkillIcons/auraspeed.dds",[1],"[1,5,9,7,64,8,20,90]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,546106,0,"",""
1179,"replicate","[UNUSED] Replicate  (NOT CURRENTLY USED)","[UNUSED] Summon replications of your character that follow you. When you use a supported skill, the replications also use their copy of the skill. Additional Projectiles are distributed evenly among replications.","Replicate","Art/2DArt/SkillIcons/passives/Survivalist.dds",[4],"[6,2,9,77,90]",[],"","",1,"","",20,1,[],[],"[1,20,21,24,7,8,3,19,9,35,41,57]",1,1,[],8,"","","",0,0,546828,0,"",""
1180,"bladestorm","Bladestorm","Perform a spinning attack, damaging enemies around you and creating a bladestorm matching your stance. The bladestorm repeatedly damages enemies, based on your weapon damage and attack time, for a duration. Blood bladestorms are stationary and cause Bleeding, while Sand bladestorms move slowly forwards and Blind enemies. Requires a Sword or Axe. You are in Blood Stance by default.","Bladestorm","Art/2DArt/SkillIcons/BloodBladeStorm.dds","[2,1]","[1,20,8,9,24]","[9,10,15,11,16]","","",1,"","",20,1,"[9938,12982]","[24,13410]",[],1,1,[9365],8,"","","",13,0,547918,0,"",""
1181,"blood_sand_stance","Blood and Sand","Casts a buff that grants different bonuses to melee skills depending on your stance. Using the skill again alternates between Blood Stance and Sand Stance.","BloodSandStance","Art/2DArt/BuffIcons/SandStance.dds",[4],"[2,5,64,12,64,85,86,90,93]",[],"","",1,"","",20,1,[9939],[4548],[],1,1,[],8,"","","",0,0,548688,0,"",""
1182,"berserk","Berserk","Consumes Rage at an accelerating rate to provide a powerful buff, granting more attack damage, attack speed, movement speed, and less damage taken.","Berserk","Art/2DArt/BuffIcons/Beserk.dds",[4],"[2,5,32,64,86,90]",[],"","",1,"Berserk","",20,1,"[9617,9952]","[9429,4548]",[],1,1,[],8,"","","",13,0,549178,0,"",""
1183,"blood_spears","Perforate","Smash the ground to bring forth multiple spears to damage enemies. When in Blood Stance, multiple spikes burst from the ground in sequence, able to hit enemies multiple times. In Sand Stance, the spikes are thrust outwards. Requires a Sword or Axe. You are in Blood Stance by default.","BloodSpears","Art/2DArt/SkillIcons/Bloodspears.dds","[2,1]","[1,8,7,20,24,92]","[9,10,15,11,16]","","",1,"","",20,1,"[9940,9941]","[434,24]",[],1,1,[9396],8,"","","",13,0,550302,0,"",""
1184,"chain_strike","Chain Hook","When used at range, throws out a chain, pulling you to the enemy hit dealing damage in an area behind them. When close to the enemy, just causes the area damage directly. Requires a One Handed Mace, Sceptre, Sword or Axe.","ChainStrike","Art/2DArt/SkillIcons/ChainStrike.dds","[2,1]","[1,8,7,34,20,24]","[9,10,11,12,32]","","",1,"","",20,1,[9947],[24],[],1,1,[],8,0,"","",13,0,551254,0,"",""
1185,"tormented_spirit_tether","","","TormentedSpiritTether","",[2],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,551562,0,"",""
