"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","i32","TwoHandedMaceEPKFile","OneHandedAxeEPKFile","TwoHandedAxeEPKFile","ClawEPKFile","PETFile","string"
185,"Weapon_Ritual","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/staff.epk",46791,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/axemace_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ritual/shield.epk"
186,"Weapon_Misery","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/staff.epk",31675,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_misery/EPKs/shield.epk"
187,"Footprint_Misery","","","","","","","",6335,"","","","","",""
188,"Weapon_Suffering","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/staff.epk",40980,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/warlord_suffering/EPKs/shield.epk"
189,"Footprint_Suffering","","","","","","","",19502,"","","","","",""
190,"Footprint_Despair","","","","","","","",36947,"","","","","",""
191,"Weapon_Faithsworn","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/staff.epk",34898,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Faithsworn/epks/shield.epk"
192,"Weapon_Renegade","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/staff.epk",59121,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Renegade/epks/shield.epk"
193,"Weapon_CoreDelve","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/staff.epk",877,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Delve/epks/shield.epk"
194,"Weapon_CoreBreach","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/staff.epk",61144,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Breach/epk/shield.epk"
195,"Weapon_CoreAbyss","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/daggerclawwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/staff.epk",46679,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/daggerclawwand.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Abyss/epk/shield.epk"
196,"Weapon_CoreHarvest","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/Harvest.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/staff.epk",37734,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/Harvest.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harvest/epks/shield.epk"
197,"Weapon_CoreAtlas","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/staff.epk",39057,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/atlas/epk/shield.epk"
198,"Weapon_Lightbringer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/staff.epk",29573,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_lightbringer/epk/shield.epk"
199,"Footprint_Lightbringer","","","","","","","",62723,"","","","","",""
200,"Weapon_Darkshard","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/staff.epk",15926,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/nightbane_darkshard/epk/shield.epk"
201,"Footprint_Darkshard","","","","","","","",18293,"","","","","",""
202,"Footprint_Apollyon","","","","","","","",16437,"","","","","",""
203,"Weapon_Jingwei","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/staff.epk",28599,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/dwc.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/jingwei/epk/shield.epk"
204,"Footprint_Jingwei","","","","","","","",36738,"","","","","",""
205,"Bow_Mirage_Archer_Suffering","","Metadata/Effects/Microtransactions/Spells/mirage_archer/Suffering/Epk/suffer_weapon.epk","","","","","",51587,"","","","","",""
206,"Weapon_AuspiciousDragon1","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/staff.epk",48451,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk1/shield.epk"
207,"Weapon_AuspiciousDragon2","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/staff.epk",1685,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk2/shield.epk"
208,"Weapon_AuspiciousDragon3","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/staff.epk",64457,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3/shield.epk"
209,"Weapon_AuspiciousBlueDragon","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/daggerwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/sword2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/staff.epk",23026,"Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/axe_mace_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/claw.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dragon_treasure/epk3b/shield.epk"
