"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","AchievementItemsKeys","[rid]","[string]"
3545,5702,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3546,5703,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3547,5704,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3548,5705,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3549,5706,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3550,5707,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3551,5708,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3552,5709,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3553,5710,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3554,5711,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3555,5712,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3556,5713,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3557,5714,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3558,5715,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3559,5716,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3560,5717,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3561,5718,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3562,5719,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3563,5720,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3564,5721,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3565,5722,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3566,5723,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3567,5724,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3568,5725,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3569,5726,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3570,5727,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3571,5728,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3572,5729,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3573,5730,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3574,5731,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3575,5732,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3576,5733,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3577,5734,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3578,5735,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3579,5736,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3580,5737,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3581,5738,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",0,[],[],[]
3582,5739,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3583,5740,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3584,5741,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3585,5742,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3586,5743,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3587,5744,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3588,5745,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",0,[],[],[]
3589,5746,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3590,5747,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3591,5748,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3592,5749,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3593,5750,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3594,5751,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3595,5752,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3596,5753,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3597,5754,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3598,5755,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3599,5756,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3600,5757,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3601,5758,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3602,5759,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3603,5760,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3604,5761,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3605,5762,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3606,5763,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3607,5764,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3608,5766,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3609,5765,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3610,5767,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3611,5768,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3612,5770,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3613,5769,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3614,5771,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",0,[],[],[]
3615,5772,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3616,5773,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3617,5774,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3618,5775,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3619,5776,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",2,[],[],[]
3620,5777,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3621,5778,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3622,5779,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3623,5780,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3624,5781,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3625,5782,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3626,5783,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3627,5784,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3628,5785,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3629,5786,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3630,5787,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",0,[],[],[]
3631,5788,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3632,5789,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3633,5790,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3634,5791,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3635,5792,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3636,5793,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3637,5794,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3638,5795,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3639,5796,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3640,5797,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3641,5798,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3642,5799,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3643,5800,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3644,5801,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3645,5802,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3646,5803,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3647,5804,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3648,5805,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3649,5806,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3650,5807,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3651,5808,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3652,5809,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3653,5810,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3654,5811,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3655,5812,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3656,5813,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3657,5814,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3658,5815,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3659,5816,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"",0,[],[],[]
3660,5817,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3661,5818,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3662,5819,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3663,5820,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3664,5821,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3665,5822,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3666,5823,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3667,5824,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3668,5825,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3669,5826,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3670,5827,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3671,5828,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3672,5829,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3673,5830,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3674,5831,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3675,5832,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3676,5833,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3677,5834,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3678,5835,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3679,5836,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3680,5837,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3681,5838,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3682,5839,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3683,5840,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3684,5841,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3685,5842,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3686,5843,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3687,5844,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3688,5845,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3689,5846,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3690,5847,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3691,5848,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3692,5849,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3693,5850,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3694,5851,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3695,5852,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3696,5853,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3697,5854,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3698,5855,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3699,5856,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3700,5857,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3701,5858,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3702,5859,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3703,5860,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3704,5861,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3705,5862,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3706,5863,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
3707,5864,20,1,"grant_micro","","","Creates an object in your hideout",[],"","","",[],[],0,"",0,"","",[],[],[]
