"rownum","BetrayalJobsKey","BetrayalTargetsKey","BetrayalRanksKey","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Description2","Description2 (French)","Description2 (German)","Description2 (Japanese)","Description2 (Korean)","Description2 (Portuguese)","Description2 (Russian)","Description2 (Spanish)","Description2 (Thai)","Description2 (Traditional Chinese)"
193,3,5,2,"Thieving Harvest Scarabs","Subtilise des Scarabées du Bosquet","Stiehlt Hain-Skarabäen","ハーベストスカラベ泥棒","도둑질한 수확 갑충석","Furtando Escaravelhos de Colheitas","Ворует скарабеев Жатвы","Hurtar escarabajos de cosecha","ลักขโมยสคารับฮาร์เวสต์","偷竊塑者聖甲蟲","Thieving Delirium Scarabs","Subtilise des Scarabées du Délire","Stiehlt Delirium-Skarabäen","デリリウムスカラベ泥棒","도둑질한 환영 갑충석","Surrupiando Escaravelhos do Delírio","Ворует скарабеев Делириума","Hurtar escarabajos de delirio","ลักขโมยสคารับเดลิเรียม","偷竊塑者聖甲蟲"
194,3,5,3,"Thieving Harvest Scarabs","Subtilise des Scarabées du Bosquet","Stiehlt Hain-Skarabäen","ハーベストスカラベ泥棒","도둑질한 수확 갑충석","Furtando Escaravelhos de Colheitas","Ворует скарабеев Жатвы","Hurtar escarabajos de cosecha","ลักขโมยสคารับฮาร์เวสต์","偷竊塑者聖甲蟲","Thieving Delirium Scarabs","Subtilise des Scarabées du Délire","Stiehlt Delirium-Skarabäen","デリリウムスカラベ泥棒","도둑질한 환영 갑충석","Surrupiando Escaravelhos do Delírio","Ворует скарабеев Делириума","Hurtar escarabajos de delirio","ลักขโมยสคารับเดลิเรียม","偷竊塑者聖甲蟲"
195,1,5,1,"Fabricating Unusual Socket Colours","Fabrique des couleurs de châsses inhabituelles","Fabriziert ungewöhnliche Fassungsfarben","見慣れない色のソケットを製作","제작한 특이한 홈 색상","Fabricando Cores Incomuns de Encaixes","Подделывает неестественные цвета гнёзд","Fabricar colores de engarces inusuales","จัดทำสีรูประหลาด","收藏調整插槽寶玉","Testing Item Socket Limits","Teste les limites de châsses des Objets","Testet Limits von Gegenstandsfassungen","アイテムのソケットの限界試験","아이템 홈 한도 테스트","Testando o Limite dos Encaixes dos Itens","Испытывает пределы количества гнёзд на предмете","Poner a prueba los límites de los engarces de objetos","ทดสอบขีดจำกัดรูของไอเทม","測試物品插槽上限"
196,1,5,2,"Testing Item Socket Limits","Teste les limites de châsses des Objets","Testet Limits von Gegenstandsfassungen","アイテムのソケットの限界試験","시험한 아이템 홈 한도","Testando os Limites de Encaixes de Itens","Испытывает пределы количества гнёзд на предмете","Poner a prueba los límites de los engarces de objetos","ทดสอบขีดจำกัดรูของไอเทม","收藏調整插槽寶玉","Testing Item Socket Limits","Teste les limites de châsses des Objets","Testet Limits von Gegenstandsfassungen","アイテムのソケットの限界試験","아이템 홈 한도 테스트","Testando o Limite dos Encaixes dos Itens","Испытывает пределы количества гнёзд на предмете","Poner a prueba los límites de los engarces de objetos","ทดสอบขีดจำกัดรูของไอเทม","測試物品插槽上限"
197,1,5,3,"Testing Item Link Limits","Teste les limites de liens des Objets","Testet Limits von Fassungsverbindungen","アイテムのリンクの限界試験","시험한 아이템 연결부 한도","Testando os Limites de Conexões de Itens","Испытывает пределы связи между гнёздами на предмете","Poner a prueba los límites de los vínculos de objetos","ทดสอบขีดจำกัดการเชื่อมรูของไอเทม","收藏調整插槽寶玉","Testing Item Socket Limits","Teste les limites de châsses des Objets","Testet Limits von Gegenstandsfassungen","アイテムのソケットの限界試験","아이템 홈 한도 테스트","Testando o Limite dos Encaixes dos Itens","Испытывает пределы количества гнёзд на предмете","Poner a prueba los límites de los engarces de objetos","ทดสอบขีดจำกัดรูของไอเทม","測試物品插槽上限"
198,2,5,1,"Hoarding Gambler's Currency Chests","Fabrique des couleurs de châsses inhabituelles","Hortet Spieler-Währungstruhen","ギャンブラーのカレンシーチェストの貯め込み","비축한 도박사의 화폐 상자","Amontoando Baús de Moedas do Apostador","Припрятывает сундуки с валютой наудачу","Acaparar cofres de objetos monetarios del apostador","กักตุนหีบเงินตรานักพนัน","製造罕見插槽顏色","Fabricating Unusual Socket Colours","Fabrique des couleurs de châsses inhabituelles","Fertigt ungewöhliche Fassungsfarben an","見慣れない色のソケットを製作","특이한 홈 색상 제작","Fabricando Cores de Encaixes Incomuns","Подделывает неестественные цвета гнёзд","Fabricar colores de engarces inusuales","จัดทำสีรูประหลาด","製造罕見插槽顏色"
199,2,5,2,"Hoarding Gambler's Currency Chests","Teste les limites de châsses des Objets","Hortet Spieler-Währungstruhen","ギャンブラーのカレンシーチェストの貯め込み","비축한 도박사의 화폐 상자","Amontoando Baús de Moedas do Apostador","Припрятывает сундуки с валютой наудачу","Acaparar cofres de objetos monetarios del apostador","กักตุนหีบเงินตรานักพนัน","測試物品插槽上限","Fabricating Unusual Socket Colours","Fabrique des couleurs de châsses inhabituelles","Fertigt ungewöhliche Fassungsfarben an","見慣れない色のソケットを製作","특이한 홈 색상 제작","Fabricando Cores de Encaixes Incomuns","Подделывает неестественные цвета гнёзд","Fabricar colores de engarces inusuales","จัดทำสีรูประหลาด","製造罕見插槽顏色"
200,2,5,3,"Hoarding Gambler's Currency Chests","Teste les limites de liens des Objets","Hortet Spieler-Währungstruhen","ギャンブラーのカレンシーチェストの貯め込み","비축한 도박사의 화폐 상자","Amontoando Baús de Moedas do Apostador","Припрятывает сундуки с валютой наудачу","Acaparar cofres de objetos monetarios del apostador","กักตุนหีบเงินตรานักพนัน","測試物品連線上限","Fabricating Unusual Socket Colours","Fabrique des couleurs de châsses inhabituelles","Fertigt ungewöhliche Fassungsfarben an","見慣れない色のソケットを製作","특이한 홈 색상 제작","Fabricando Cores de Encaixes Incomuns","Подделывает неестественные цвета гнёзд","Fabricar colores de engarces inusuales","จัดทำสีรูประหลาด","製造罕見插槽顏色"
201,4,5,1,"Experimenting with Item Chance (Bring Something!)","Mène des expérimentations liées à la Chance (Apportez quelque chose !)","Experimentiert mit Gegenstands-Chancen (bringt etwas mit!)","アイテムの可能性を実験（何か手に入れ！）","실험한 아이템 확률 (뭔가 가져와 봐!)","Testando a Sorte com Itens (Traz alguma coisa aí!)","Экспериментирует с шансами предметов (принести что-нибудь!)","Experimentar con la probabilidad de los objetos (¡trae algo!)","ทดลองกับโอกาสของไอเทม\r\n(เอาของไปด้วย!)","囤積豐收聖甲蟲","Testing Item Link Limits","Teste les limites de liens des Objets","Testet Limits von Fassungsverbindungen","アイテムのソケットリンクの限界試験","아이템 연결부 한도 테스트","Testando o Limite de Conexões dos Itens","Испытывает пределы связи между гнёздами на предмете","Poner a prueba los límites de los vínculos de objetos","ทดสอบขีดจำกัดการเชื่อมรูของไอเทม","測試物品連線上限"
202,4,5,2,"Experimenting with Item Chance (Bring Something!)","Mène des expérimentations liées à la Chance (Apportez quelque chose !)","Experimentiert mit Gegenstands-Chancen (bringt etwas mit!)","アイテムの可能性を実験（何か手に入れ！）","실험한 아이템 확률 (뭔가 가져와 봐!)","Testando a Sorte com Itens (Traz alguma coisa aí!)","Экспериментирует с шансами предметов (принести что-нибудь!)","Experimentar con la probabilidad de los objetos (¡trae algo!)","ทดลองกับโอกาสของไอเทม\r\n(เอาของไปด้วย!)","囤積豐收聖甲蟲","Testing Item Link Limits","Teste les limites de liens des Objets","Testet Limits von Fassungsverbindungen","アイテムのソケットリンクの限界試験","아이템 연결부 한도 테스트","Testando o Limite de Conexões dos Itens","Испытывает пределы связи между гнёздами на предмете","Poner a prueba los límites de los vínculos de objetos","ทดสอบขีดจำกัดการเชื่อมรูของไอเทม","測試物品連線上限"
203,4,5,3,"Experimenting with Item Chance (Bring Something!)","Mène des expérimentations liées à la Chance (Apportez quelque chose !)","Experimentiert mit Gegenstands-Chancen (bringt etwas mit!)","アイテムの可能性を実験（何か手に入れ！）","실험한 아이템 확률 (뭔가 가져와 봐!)","Testando a Sorte com Itens (Traz alguma coisa aí!)","Экспериментирует с шансами предметов (принести что-нибудь!)","Experimentar con la probabilidad de los objetos (¡trae algo!)","ทดลองกับโอกาสของไอเทม\r\n(เอาของไปด้วย!)","囤積豐收聖甲蟲","Testing Item Link Limits","Teste les limites de liens des Objets","Testet Limits von Fassungsverbindungen","アイテムのソケットリンクの限界試験","아이템 연결부 한도 테스트","Testando o Limite de Conexões dos Itens","Испытывает пределы связи между гнёздами на предмете","Poner a prueba los límites de los vínculos de objetos","ทดสอบขีดจำกัดการเชื่อมรูของไอเทม","測試物品連線上限"
