"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool","BossHealthBar","bool"
8539,"Metadata/Monsters/Daemon/DagobahDaemon",1131,8,3,6,6,"[""Metadata/Monsters/BeehiveBehemoth/Objects/DagobahDaemon.act""]","[""Metadata/Monsters/BeehiveBehemoth/Objects/DagobahDaemon.ao""]","Metadata/Monsters/BeehiveBehemoth/Objects/DagobahDaemon",[],1,"","",100,1,6,6,9,0,"[814,818,791,765,801]",100,[],80,80,700,500,0,[10557],"Metadata/Monsters/BeehiveBehemoth/Objects/DagobahDaemon.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-30440,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8540,"Metadata/Monsters/Daemon/StagnationToxicGrowthDaemon",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/BeehiveBehemoth/Objects/ToxicGrowthDaemon",[],1,"","",100,1,3,6,9,0,"[814,818,791,765,801]",100,[],80,80,700,500,0,[10557],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-26367,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8541,"Metadata/Monsters/Daemon/StagnationToxicPodDaemon_",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/BeehiveBehemoth/Objects/ToxicPodDaemon",[],1,"","",100,1,3,6,9,0,"[814,818,791,765,801]",100,[],80,80,700,500,0,[10557],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-13058,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8542,"Metadata/Monsters/Daemon/StagnationToxicSpikeDaemon",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/BeehiveBehemoth/Objects/ToxicSpikeDaemon",[],1,"","",100,1,3,6,9,0,"[814,818,791,765,801]",100,[],80,80,700,500,0,[10557],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,12158,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8543,"Metadata/Monsters/BurnBoss/BurnBoss",2755,28,4,6,15,"[""Metadata/Monsters/BurnBoss/BurnBoss.act""]","[""Metadata/Monsters/BurnBoss/BurnBoss.ao""]","Metadata/Monsters/BurnBoss/BurnBoss","[3939,22890]",1,"","",140,2,6,6,9,0,"[34,769,814,791,797,141,825,30,29,765,51,802,73]",200,[],135,135,700,500,0,"[6832,4096,241,6842,7641,7983,7984,7985,7986,7987,7988,7989,7990,7991,7992,6844,9025,6833]","Metadata/Monsters/BurnBoss/BurnBoss.ais",[],"",12,"The Restless Shade",150,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,28403,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8544,"Metadata/Monsters/BurnBoss/BurnBossStandalone",2755,28,4,6,15,"[""Metadata/Monsters/BurnBoss/BurnBoss.act""]","[""Metadata/Monsters/BurnBoss/BurnBoss.ao""]","Metadata/Monsters/BurnBoss/BurnBossStandalone","[3939,22890]",1,"","",140,2,6,6,9,0,"[34,769,814,791,797,141,30,29,765,51,802,826,73]",200,[],135,135,700,500,0,"[6832,4096,241,6842,7641,7983,7984,7985,7986,7987,7988,7989,7990,7991,7992,6844,9025,9494,3401]","Metadata/Monsters/BurnBoss/BurnBossStandalone.ais",[],"",12,"The Restless Shade",150,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,26154,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8545,"Metadata/Monsters/BurnBoss/BurnBossElder",2755,28,4,6,15,"[""Metadata/Monsters/BurnBoss/BurnBoss.act""]","[""Metadata/Monsters/BurnBoss/BurnBoss.ao""]","Metadata/Monsters/BurnBoss/BurnBossElderClone","[3939,22890]",1,"","",140,2,6,6,9,0,"[34,769,827,814,791,141,30,29,765,51,802,73]",200,[],135,135,700,500,0,"[6832,4096,241,6842,7641,7983,7984,7985,7986,7987,7988,7989,7990,7991,7992,6844,9025]","Metadata/Monsters/BurnBoss/BurnBoss.ais",[],"",12,"The Restless Shade",150,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-30301,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8546,"Metadata/Monsters/BurnBoss/SkeletonMeleeSword",201,32,3,6,9,"[""Metadata/Monsters/BurnBoss/BurnBossSkeletonMelee.act""]","[""Metadata/Monsters/BurnBoss/BurnBossSkeletonMelee.ao""]","Metadata/Monsters/BurnBoss/BurnBossSkeletonMelee",[6298],1,"","",100,3,6,2,8,0,"[813,122,777,774,803,764,30,31,765,51,820,73]",150,[],105,105,700,500,0,[381],"Metadata/Monsters/Standard.ais",[],"",8,"Rattling Recruit",75,135,1500,[13889],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,-3677,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,4,135,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8547,"Metadata/Monsters/BurnBoss/SkeletonMeleeSwordShield",201,32,3,6,9,"[""Metadata/Monsters/BurnBoss/BurnBossSkeletonMeleeShield.act""]","[""Metadata/Monsters/BurnBoss/BurnBossSkeletonMelee.ao""]","Metadata/Monsters/BurnBoss/BurnBossSkeletonMelee",[6298],1,"","",100,3,6,2,8,0,"[813,122,777,774,803,764,30,31,765,51,820,73]",150,[],105,105,700,500,0,[381],"Metadata/Monsters/Standard.ais",[],"",8,"Rattling Recruit",75,135,1500,[13889],[13890],"",9,26,"",0,[],[],[],"",1,6,100,0,0,100,-17877,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,4,135,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8548,"Metadata/Monsters/BurnBoss/BurnBossCoffinMoveDaemon",1206,12,0,6,6,"[""Metadata/Monsters/BurnBoss/BurnBossCoffin.act""]","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Grave_Trough/coffin_blast.ao""]","Metadata/Monsters/BurnBoss/BurnBossCoffin",[],1,"","",100,2,3,1,8,0,"[813,34,769,819,74,791,801]",100,[],105,105,700,500,0,"[6829,6827]","Metadata/Monsters/NoAi.ais",[],"",10,"Invisible",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-6249,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8549,"Metadata/Monsters/BurnBoss/BurnBossCoffinMoveDaemon2",1206,12,0,6,6,"[""Metadata/Monsters/BurnBoss/BurnBossCoffin.act""]","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Grave_Trough/coffin_blast.ao""]","Metadata/Monsters/BurnBoss/BurnBossCoffin2",[],1,"","",100,2,3,1,8,0,"[813,34,769,819,74,791,801]",100,[],105,105,700,500,0,[6829],"Metadata/Monsters/NoAi.ais",[],"",10,"Invisible",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-13853,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8550,"Metadata/Monsters/BurnBoss/BurnBossInvisibleFire",1206,12,0,6,6,"[""Metadata/Monsters/BurnBoss/BurnBossInvisibleFire.act""]","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Grave_Trough/coffin_object.ao""]","Metadata/Monsters/BurnBoss/BurnBossInvisibleFire",[],1,"","",100,2,6,6,8,0,"[813,34,769,74,791,801]",100,[],20,20,700,500,0,"[6830,6867]","Metadata/Monsters/BurnBoss/BurnBossInvisibleFire.ais",[],"",10,"Creeping Fire",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,7625,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8551,"Metadata/Monsters/CrimsonPriest/CrimsonPriestBoss",2757,0,4,6,15,"[""Metadata/Monsters/CrimsonPriest/CrimsonPriest.act""]","[""Metadata/Monsters/CrimsonPriest/CrimsonPriest.ao""]","Metadata/Monsters/CrimsonPriest/CrimsonPriest","[3939,22890]",1,"","",140,2,6,2,3,0,"[34,798,808,163,791,141,825,765,118,820,73,52]",200,[],135,135,700,500,0,"[9671,9672,9673,9674,9460,9675,9461,9021,9022,9023,9481,9465]","Metadata/Monsters/CrimsonPriest/CrimsonPriest.ais",[],"",2,"Kadaris, Crimson Mayor",150,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,7515,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8552,"Metadata/Monsters/CrimsonPriest/CrimsonPriestBossStandalone",2758,8,4,6,15,"[""Metadata/Monsters/CrimsonPriest/CrimsonPriest.act""]","[""Metadata/Monsters/CrimsonPriest/CrimsonPriestStandalone.ao""]","Metadata/Monsters/CrimsonPriest/CrimsonPriestStandalone","[3939,22890]",1,"","",140,2,6,2,3,0,"[34,798,808,791,141,765,118,820,826,73,801,52]",200,[],135,135,700,500,0,"[9671,9672,9673,9674,9460,9675,9461,9021,9022,9023,9481,9465,3391]","Metadata/Monsters/CrimsonPriest/CrimsonPriest.ais",[],"",2,"Kadaris, Crimson Mayor",150,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-13674,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8553,"Metadata/Monsters/CrimsonPriest/CrimsonPriestBossElder",2757,0,4,6,15,"[""Metadata/Monsters/CrimsonPriest/CrimsonPriest.act""]","[""Metadata/Monsters/CrimsonPriest/CrimsonPriest.ao""]","Metadata/Monsters/ElderBosses/ElderBossClone","[3939,22890]",1,"","",140,2,6,2,3,0,"[827,808,163,791,141,830,118,820,73,52]",200,[],135,135,700,500,0,[],"Metadata/Monsters/CrimsonPriest/CrimsonPriest.ais",[],"",2,"Kadaris, Crimson Mayor",150,400,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,7835,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8554,"Metadata/Monsters/CrimsonPriest/CrimsonPriestBossClone",2759,0,4,6,15,"[""Metadata/Monsters/CrimsonPriest/CrimsonPriestClone.act""]","[""Metadata/Monsters/CrimsonPriest/CrimsonPriestClone.ao""]","Metadata/Monsters/CrimsonPriest/CrimsonPriestClone",[6630],1,"","",140,2,6,2,3,0,"[808,163,791,141,830,118,820,73,52]",125,[],135,135,700,500,0,[5541],"Metadata/Monsters/CrimsonPriest/CrimsonPriestClone.ais",[],"",2,"Shadow Councillor",94,188,1500,[],[],"","","","",0,[],[36720],[],"",1,6,100,0,0,100,3050,"","","","","","",[],[],[],"",1000,0,[],[],10,"","",[],"",1,1,0,0,0,188,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8555,"Metadata/Monsters/CrimsonPriest/CrimsonPriestBossCloneStandalone",2759,0,4,6,15,"[""Metadata/Monsters/CrimsonPriest/CrimsonPriestClone.act""]","[""Metadata/Monsters/CrimsonPriest/CrimsonPriestClone.ao""]","Metadata/Monsters/CrimsonPriest/CrimsonPriestCloneStandalone",[6630],1,"","",140,2,6,2,3,0,"[808,163,791,141,830,118,820,73,52]",125,[],135,135,700,500,0,[5541],"Metadata/Monsters/CrimsonPriest/CrimsonPriestClone.ais",[],"",2,"Shadow Councillor",94,188,1500,[],[],"","","","",0,[],[36720],[],"",1,6,100,0,0,100,-14894,"","","","","","",[],[],[],"",1000,0,[],[],10,"","",[],"",1,1,0,0,0,188,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8556,"Metadata/Monsters/CrimsonPriest/CrimsonPriestInvisibleFire",1206,12,0,6,6,"[""Metadata/Monsters/CrimsonPriest/CrimsonPriestInvisibleFire.act""]","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CrimsonPriest/blood_orb.ao""]","Metadata/Monsters/CrimsonPriest/CrimsonPriestInvisibleFire",[],1,"","",100,2,3,6,8,0,"[813,74,791,801]",100,[],105,105,700,500,0,[690],"Metadata/Monsters/NoAi.ais",[],"",10,"Creeping Fire",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-11918,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8557,"Metadata/Monsters/CrimsonPriest/CrimsonPriestInvisibleFireStandalone",1206,12,0,6,6,"[""Metadata/Monsters/CrimsonPriest/CrimsonPriestInvisibleFire.act""]","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CrimsonPriest/blood_orb.ao""]","Metadata/Monsters/CrimsonPriest/CrimsonPriestInvisibleFireStandalone",[],1,"","",100,2,3,6,8,0,"[813,74,791,801]",100,[],105,105,700,500,0,[690],"Metadata/Monsters/NoAi.ais",[],"",10,"Creeping Fire",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,31784,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8558,"Metadata/Monsters/Spiker/SpikerBull/SpikerBullBoss",2762,37,4,6,15,"[""Metadata/Monsters/Spiker/SpikerBull/SpikerBull.act""]","[""Metadata/Monsters/Spiker/SpikerBull/SpikerBull.ao""]","Metadata/Monsters/Spiker/SpikerBull/SpikerBull","[3939,22890]",1,"","",125,2,6,2,3,0,"[72,34,56,766,808,791,797,141,803,764,825,30,31,765,32,118,759,820]",200,[],135,135,700,500,0,"[390,239,240,6836,10848,6837,10849,820,6838]","Metadata/Monsters/Spiker/SpikerBull/SpikerBull.ais",[],"",2,"Gazuul, Droughtspawn",140,400,1395,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-18222,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8559,"Metadata/Monsters/Spiker/SpikerBull/SpikerBullBossStandalone",2762,37,4,6,15,"[""Metadata/Monsters/Spiker/SpikerBull/SpikerBull.act""]","[""Metadata/Monsters/Spiker/SpikerBull/SpikerBull.ao""]","Metadata/Monsters/Spiker/SpikerBull/SpikerBullStandalone","[3939,22890]",1,"","",125,2,6,2,3,0,"[72,34,56,766,808,791,797,141,803,764,30,31,765,32,118,759,820,826]",200,[],135,135,700,500,0,"[390,239,240,6836,10848,6837,10849,820,6838]","Metadata/Monsters/Spiker/SpikerBull/SpikerBull.ais",[],"",2,"Gazuul, Droughtspawn",140,400,1395,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-9170,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8560,"Metadata/Monsters/Spiker/SpikerBull/SpikerBullBossStandaloneAtlasUber__",2763,37,4,6,15,"[""Metadata/Monsters/Spiker/SpikerBull/SpikerBull.act""]","[""Metadata/Monsters/Spiker/SpikerBull/SpikerBull.ao""]","Metadata/Monsters/Spiker/SpikerBull/SpikerBullStandaloneAtlasUber",[],1,"","",125,2,6,2,3,0,"[72,34,56,766,808,791,797,141,803,764,30,31,765,32,118,759,820,826]",300,[],135,135,700,500,0,"[390,239,240,6836,6837,10849,820,6838]","Metadata/Monsters/Spiker/SpikerBull/SpikerBullAtlas.ais",[],"",2,"Impaling Abomination",135,390,1395,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,13697,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-10,10,0,390,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasUbers/AtlasUberMonsterBase""]",0,0,0,0,0,"","",""
8561,"Metadata/Monsters/Spiker/SpikerBull/SpikerBullBossElder",2762,37,4,6,15,"[""Metadata/Monsters/Spiker/SpikerBull/SpikerBull.act""]","[""Metadata/Monsters/Spiker/SpikerBull/SpikerBull.ao""]","Metadata/Monsters/ElderBosses/ElderBossClone","[3939,22890]",1,"","",125,2,6,2,3,0,"[72,56,827,808,791,141,803,830,30,31,118,759,820]",200,[],135,135,700,500,0,[],"Metadata/Monsters/Spiker/SpikerBull/SpikerBull.ais",[],"",2,"Gazuul, Droughtspawn",140,400,1395,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-16338,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8562,"Metadata/Monsters/Barghest/BarghestBoss",2764,30,4,6,15,"[""Metadata/Monsters/Barghest/Barghest.act""]","[""Metadata/Monsters/Barghest/Barghest.ao""]","Metadata/Monsters/Barghest/Barghest",[],1,"","",220,2,6,5,1,0,"[823,72,806,791,141,49,803,764,29,765,118]",200,[],135,135,700,500,0,"[381,10563,10564,10565]","Metadata/Monsters/Barghest/Barghest.ais",[],"",1,"[UNUSED] Nine-point-five-tail Fox",150,300,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-14157,"","","","","","",[],[],[],"",400,0,[],[],0,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8563,"Metadata/Monsters/Barghest/BarghestBossPlaceholder",2764,30,4,6,15,"[""Metadata/Monsters/Barghest/BarghestPlaceholder.act""]","[""Metadata/Monsters/Barghest/BarghestPlaceholder.ao""]","Metadata/Monsters/Barghest/BarghestPlaceholder",[],1,"","",220,2,6,5,1,0,"[823,72,34,767,806,791,141,49,803,764,29,765,118]",200,[],135,135,700,500,0,"[381,10563,10564,10565,10568,10566,10567,10569,10571,10570]","Metadata/Monsters/Barghest/BarghestPlaceholder.ais",[],"",1,"[UNUSED] Nine-point-five-tail Fox",150,300,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-11259,"","","","","","",[],[],[],"",400,0,[],[],0,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8564,"Metadata/Monsters/Daemon/IceFissureDaemon",1131,8,3,6,6,"[""Metadata/Monsters/Barghest/Objects/IceFissureDaemon.act""]","[""Metadata/Monsters/Barghest/Objects/IceFissureDaemon.ao""]","Metadata/Monsters/Barghest/Objects/IceFissureDaemon",[],1,"","",100,1,3,6,9,0,"[34,767,814,818,791,801]",100,[],50,50,700,500,0,"[10559,10558,10560]","Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-31572,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8565,"Metadata/Monsters/Thaumaturgy/ThaumaturgistBoss",2765,51,3,6,15,"[""Metadata/Monsters/Thaumaturgy/Thaumaturgist.act""]","[""Metadata/Monsters/Thaumaturgy/Thaumaturgist.ao""]","Metadata/Monsters/Thaumaturgy/Thaumaturgist","[3939,22890]",1,"","",130,3,6,3,2,0,"[821,34,769,788,776,71,48,797,807,764,825,30,29,765,32,118,772,805]",200,[],105,105,700,500,0,"[390,626,3376,9450,7602,7638,5383,6841,9489,1724,6865]","Metadata/Monsters/Thaumaturgy/Thaumaturgist.ais",[],"",1,"Ciergan, Shadow Alchemist",150,400,1170,[13659],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,30691,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8566,"Metadata/Monsters/Thaumaturgy/ThaumaturgistBossStandalone",2765,51,3,6,15,"[""Metadata/Monsters/Thaumaturgy/Thaumaturgist.act""]","[""Metadata/Monsters/Thaumaturgy/Thaumaturgist.ao""]","Metadata/Monsters/Thaumaturgy/ThaumaturgistStandalone","[3939,22890]",1,"","",130,3,6,3,2,0,"[821,34,769,788,776,71,48,797,807,764,30,29,765,32,118,826,772,805]",200,[],105,105,700,500,0,"[390,626,3376,9450,7602,7638,5383,6841,9489,1724,6865]","Metadata/Monsters/Thaumaturgy/ThaumaturgistStandalone.ais",[],"",1,"Ciergan, Shadow Alchemist",150,400,1170,[13659],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,-5979,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8567,"Metadata/Monsters/Thaumaturgy/ThaumaturgistBossElder_",2765,51,3,6,15,"[""Metadata/Monsters/Thaumaturgy/Thaumaturgist.act""]","[""Metadata/Monsters/Thaumaturgy/Thaumaturgist.ao""]","Metadata/Monsters/ElderBosses/ElderBossClone","[3939,22890]",1,"","",130,3,6,3,2,0,"[821,827,788,776,71,48,807,830,30,29,118,805]",200,[],105,105,700,500,0,[],"Metadata/Monsters/Thaumaturgy/Thaumaturgist.ais",[],"",1,"Ciergan, Shadow Alchemist",150,400,1170,[13659],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,-925,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8568,"Metadata/Monsters/Daemon/ThaumaturgyMoltenEruptionDaemon",1131,8,3,6,6,"[""Metadata/Monsters/Thaumaturgy/ThaumaturgyMoltenEruptionDaemon.act""]","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Thaumaturgist/ao/bubbles.ao""]","Metadata/Monsters/Thaumaturgy/ThaumaturgyMoltenEruptionDaemon",[],1,"","",100,1,3,6,9,0,"[34,766,814,818,791,32,801]",100,[],50,50,700,500,0,"[9452,4246]","Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,12344,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8569,"Metadata/Monsters/ElderTentacle/Alternate/LavaTentacleSquid",2766,30,3,6,8,"[""Metadata/Monsters/ElderTentacle/Alternate/LavaTentacleSquid.act""]","[""Metadata/Monsters/ElderTentacle/Alternate/LavaTentacleSquid.ao""]","Metadata/Monsters/ElderTentacle/Alternate/LavaTentacleSquid",[6630],1,"","",100,2,6,6,1,0,"[34,74,752,766,806,791,803,30,29,32,118]",150,[],105,135,700,500,0,[10556],"Metadata/Monsters/ElderTentacle/Alternate/LavaTentacleSquid.ais",[],"",1,"[UNUSED] Lava Squid",150,300,1500,[],[],"","","","",0,[],[36720],[],"",1,6,100,0,0,100,-18401,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,300,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8570,"Metadata/Monsters/SpiderPlated/HeraldOfAgonySpiderPlatedGlimmerwood",2325,50,2,6,12,"[""Metadata/Monsters/SpiderPlated/HeraldOfAgonySpiderPlatedGlimmerwood.act""]","[""Metadata/Effects/Microtransactions/Spells/heralds/glimmerwood/spider.ao""]","Metadata/Monsters/SpiderPlated/HeraldOfAgonySpiderPlated","[6293,8663]",1,"","",68,2,6,5,1,0,"[823,72,806,777,774,75,121,764,765,805]",150,[],80,80,700,500,0,"[10450,10451,196,381]","Metadata/Monsters/SpiderPlated/HeraldOfAgonySpiderPlated.ais",[],"",11,"Agony Crawler",150,150,1300,[9788],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,-32220,"","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"","",1,0,0,0,150,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
8571,"Metadata/Monsters/Champion/HeraldOfPurityGlimmerwood",683,38,3,6,12,"[""Metadata/Monsters/Champion/HeraldOfLightMinion.act""]","[""Metadata/Effects/Microtransactions/Spells/heralds/glimmerwood/guard.ao""]","Metadata/Monsters/Champion/HeraldOfLightMinion",[],1,"","",83,3,6,3,5,0,"[821,804,788,776,71,48,764,30,31,765,810,118]",200,[],105,105,700,500,0,"[381,10452,9090,10453]","Metadata/Monsters/Champion/HeraldOfLightMinion.ais",[],"",1,"Sentinel of Purity",304,340,830,[13628],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,7004,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,0,340,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
