"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","[string]","IgnoreQuantBonus","bool"
10563,"Metadata/Items/MapFragments/Maven/MavenMapAtlas2",31,1,1,"Maven's Invitation: The Atlas","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],2,"",[],38,0,13872,-47697822,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10564,"Metadata/Items/MapFragments/Maven/MavenMapAtlas3",31,1,1,"Maven's Invitation: The Atlas","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],2,"",[],38,0,13873,-1842654672,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10565,"Metadata/Items/MapFragments/Maven/MavenMapAtlas4",31,1,1,"Maven's Invitation: The Atlas","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],2,"",[],38,0,13874,-183918531,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10566,"Metadata/Items/MapFragments/Maven/MavenMapAtlas5",46,1,1,"Maven's Invitation: The Atlas","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[],2,"",[691],5,0,13875,352662958,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10567,"Metadata/Items/MapFragments/Maven/MavenMapAtlas5New",46,1,1,"Maven's Invitation: The Atlas","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[],2,"",[691],5,0,13875,-1791862179,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10568,"Metadata/Items/MapFragments/Maven/MavenMapOutsideTopLeft1",31,1,1,"Maven's Invitation: Haewark Hamlet","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13871,1375808934,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10569,"Metadata/Items/MapFragments/Maven/MavenMapOutsideTopLeft2",31,1,1,"Maven's Invitation: Haewark Hamlet","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13872,677633159,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10570,"Metadata/Items/MapFragments/Maven/MavenMapOutsideTopLeft3",31,1,1,"Maven's Invitation: Haewark Hamlet","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13873,560453085,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10571,"Metadata/Items/MapFragments/Maven/MavenMapOutsideTopLeft4",31,1,1,"Maven's Invitation: Haewark Hamlet","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13874,519665976,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10572,"Metadata/Items/MapFragments/Maven/MavenMapOutsideTopLeft5",46,1,1,"Maven's Invitation: Haewark Hamlet","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[],1,"",[691],5,0,13875,1519118574,[],"","","",[],[],10566,1,"","","","","",[],[],"",""
10573,"Metadata/Items/MapFragments/Maven/MavenMapInsideTopLeft1",31,1,1,"Maven's Invitation: Tirn's End","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13896,-1278227388,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10574,"Metadata/Items/MapFragments/Maven/MavenMapInsideTopLeft2",31,1,1,"Maven's Invitation: Tirn's End","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13897,-1583877774,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10575,"Metadata/Items/MapFragments/Maven/MavenMapInsideTopLeft3",31,1,1,"Maven's Invitation: Tirn's End","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13898,517305898,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10576,"Metadata/Items/MapFragments/Maven/MavenMapInsideTopLeft4",31,1,1,"Maven's Invitation: Tirn's End","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13899,1016444972,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10577,"Metadata/Items/MapFragments/Maven/MavenMapInsideTopLeft5",46,1,1,"Maven's Invitation: Tirn's End","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[],1,"",[691],5,0,13900,1873872174,[],"","","",[],[],10566,1,"","","","","",[],[],"",""
10578,"Metadata/Items/MapFragments/Maven/MavenMapInsideTopRight1",31,1,1,"Maven's Invitation: Lex Proxima","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13881,131365794,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10579,"Metadata/Items/MapFragments/Maven/MavenMapInsideTopRight2",31,1,1,"Maven's Invitation: Lex Proxima","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13882,-1362755513,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10580,"Metadata/Items/MapFragments/Maven/MavenMapInsideTopRight3",31,1,1,"Maven's Invitation: Lex Proxima","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13883,1240653001,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10581,"Metadata/Items/MapFragments/Maven/MavenMapInsideTopRight4",31,1,1,"Maven's Invitation: Lex Proxima","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13884,-1121309187,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10582,"Metadata/Items/MapFragments/Maven/MavenMapInsideTopRight5",46,1,1,"Maven's Invitation: Lex Proxima","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[],1,"",[691],5,0,13885,1107430258,[],"","","",[],[],10566,1,"","","","","",[],[],"",""
10583,"Metadata/Items/MapFragments/Maven/MavenMapOutsideTopRight1",31,1,1,"Maven's Invitation: Lex Ejoris","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13876,663727354,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10584,"Metadata/Items/MapFragments/Maven/MavenMapOutsideTopRight2",31,1,1,"Maven's Invitation: Lex Ejoris","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13877,1538002472,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10585,"Metadata/Items/MapFragments/Maven/MavenMapOutsideTopRight3",31,1,1,"Maven's Invitation: Lex Ejoris","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13878,629966939,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10586,"Metadata/Items/MapFragments/Maven/MavenMapOutsideTopRight4",31,1,1,"Maven's Invitation: Lex Ejoris","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13879,-195547280,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10587,"Metadata/Items/MapFragments/Maven/MavenMapOutsideTopRight5",46,1,1,"Maven's Invitation: Lex Ejoris","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[],1,"",[691],5,0,13880,1722223280,[],"","","",[],[],10566,1,"","","","","",[],[],"",""
10588,"Metadata/Items/MapFragments/Maven/MavenMapOutsideBottomLeft1",31,1,1,"Maven's Invitation: New Vastir","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13891,992287908,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10589,"Metadata/Items/MapFragments/Maven/MavenMapOutsideBottomLeft2",31,1,1,"Maven's Invitation: New Vastir","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13892,1435553280,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10590,"Metadata/Items/MapFragments/Maven/MavenMapOutsideBottomLeft3",31,1,1,"Maven's Invitation: New Vastir","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13893,1702308944,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10591,"Metadata/Items/MapFragments/Maven/MavenMapOutsideBottomLeft4",31,1,1,"Maven's Invitation: New Vastir","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13894,1599656312,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10592,"Metadata/Items/MapFragments/Maven/MavenMapOutsideBottomLeft5",46,1,1,"Maven's Invitation: New Vastir","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[],1,"",[691],5,0,13895,1932003379,[],"","","",[],[],10566,1,"","","","","",[],[],"",""
10593,"Metadata/Items/MapFragments/Maven/MavenMapInsideBottomLeft1",31,1,1,"Maven's Invitation: Glennach Cairns","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13866,537208580,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10594,"Metadata/Items/MapFragments/Maven/MavenMapInsideBottomLeft2",31,1,1,"Maven's Invitation: Glennach Cairns","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13867,-41824570,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10595,"Metadata/Items/MapFragments/Maven/MavenMapInsideBottomLeft3",31,1,1,"Maven's Invitation: Glennach Cairns","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13868,-204405921,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10596,"Metadata/Items/MapFragments/Maven/MavenMapInsideBottomLeft4",31,1,1,"Maven's Invitation: Glennach Cairns","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13869,1843938087,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10597,"Metadata/Items/MapFragments/Maven/MavenMapInsideBottomLeft5",46,1,1,"Maven's Invitation: Glennach Cairns","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[],1,"",[691],5,0,13870,-1652291548,[],"","","",[],[],10566,1,"","","","","",[],[],"",""
10598,"Metadata/Items/MapFragments/Maven/MavenMapInsideBottomRight1",31,1,1,"Maven's Invitation: Valdo's Rest","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13901,1082286903,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10599,"Metadata/Items/MapFragments/Maven/MavenMapInsideBottomRight2",31,1,1,"Maven's Invitation: Valdo's Rest","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13902,1217115828,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10600,"Metadata/Items/MapFragments/Maven/MavenMapInsideBottomRight3",31,1,1,"Maven's Invitation: Valdo's Rest","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13903,1199070611,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10601,"Metadata/Items/MapFragments/Maven/MavenMapInsideBottomRight4",31,1,1,"Maven's Invitation: Valdo's Rest","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13904,2017373513,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10602,"Metadata/Items/MapFragments/Maven/MavenMapInsideBottomRight5",46,1,1,"Maven's Invitation: Valdo's Rest","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[],1,"",[691],5,0,13905,-2055259959,[],"","","",[],[],10566,1,"","","","","",[],[],"",""
10603,"Metadata/Items/MapFragments/Maven/MavenMapOutsideBottomRight1",31,1,1,"Maven's Invitation: Lira Arthain","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13886,-702837011,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10604,"Metadata/Items/MapFragments/Maven/MavenMapOutsideBottomRight2",31,1,1,"Maven's Invitation: Lira Arthain","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13887,-183028639,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10605,"Metadata/Items/MapFragments/Maven/MavenMapOutsideBottomRight3",31,1,1,"Maven's Invitation: Lira Arthain","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13888,1531792973,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10606,"Metadata/Items/MapFragments/Maven/MavenMapOutsideBottomRight4",31,1,1,"Maven's Invitation: Lira Arthain","Metadata/Items/QuestItems/AbstractQuestItem",1,2396,[],1,"",[],38,0,13889,-69486678,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10607,"Metadata/Items/MapFragments/Maven/MavenMapOutsideBottomRight5",46,1,1,"Maven's Invitation: Lira Arthain","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2396,[],1,"",[691],5,0,13890,-410511241,[],"","","",[],[],10566,1,"","","","","",[],[],"",""
10608,"Metadata/Items/MapFragments/CurrencyMavenKey",38,1,1,"The Maven's Writ","Metadata/Items/MapFragments/AbstractMapFragment",83,2395,[],1,"",[],38,1,13906,-1714153127,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10609,"Metadata/Items/MapFragments/CurrencyMavenKeyFragment",30,1,1,"Crescent Splinter","Metadata/Items/Currency/StackableCurrency",83,2397,[],1,"",[],38,1,13907,-1901308105,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10610,"Metadata/Items/MapFragments/CurrencyUberBossKeyShaper",38,1,1,"Cosmic Fragment","Metadata/Items/MapFragments/AbstractMapFragment",84,2398,[],1,"",[],38,1,13908,-1245923048,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10611,"Metadata/Items/MapFragments/CurrencyUberBossKeyUberElder",38,1,1,"Decaying Fragment","Metadata/Items/MapFragments/AbstractMapFragment",84,2399,[],1,"",[],38,1,13909,2037019755,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10612,"Metadata/Items/MapFragments/CurrencyUberBossKeySirus",38,1,1,"Awakening Fragment","Metadata/Items/MapFragments/AbstractMapFragment",84,2400,[],1,"",[],38,1,13910,218015043,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10613,"Metadata/Items/MapFragments/CurrencyUberBossKeyCortex",38,1,1,"Synthesising Fragment","Metadata/Items/MapFragments/AbstractMapFragment",84,2401,[],1,"",[],38,1,13911,11050845,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10614,"Metadata/Items/MapFragments/CurrencyUberBossKeyMaven",38,1,1,"Reality Fragment","Metadata/Items/MapFragments/AbstractMapFragment",84,2402,[],1,"",[],38,1,13912,1015490199,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10615,"Metadata/Items/MapFragments/CurrencyUberBossKeyEater",38,1,1,"Devouring Fragment","Metadata/Items/MapFragments/AbstractMapFragment",84,2403,[],1,"",[],38,1,13913,777426096,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10616,"Metadata/Items/MapFragments/CurrencyUberBossKeyExarch",38,1,1,"Blazing Fragment","Metadata/Items/MapFragments/AbstractMapFragment",84,2404,[],1,"",[],38,1,13914,-1498453006,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10617,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable1_1",59,1,1,"Chromium Haewark Hamlet Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,677]",25,0,13807,-994564749,[],"",8380,"",[],[],"",1,"","","","","",[],[],"",""
10618,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable1_2",59,1,1,"Chromium Tirn's End Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,677]",25,0,13808,-1907955862,[],"",8380,"",[],[],"",1,"","","","","",[],[],"",""
10619,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable1_3",59,1,1,"Chromium Lex Proxima Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,677]",25,0,13809,-1523552901,[],"",8380,"",[],[],"",1,"","","","","",[],[],"",""
10620,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable1_4",59,1,1,"Chromium Lex Ejoris Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,677]",25,0,13810,-449362590,[],"",8380,"",[],[],"",1,"","","","","",[],[],"",""
10621,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable1_5",59,1,1,"Chromium New Vastir Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,677]",25,0,13811,-1904410976,[],"",8380,"",[],[],"",1,"","","","","",[],[],"",""
10622,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable1_6",59,1,1,"Chromium Glennach Cairns Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,677]",25,0,13812,-1628056629,[],"",8380,"",[],[],"",1,"","","","","",[],[],"",""
10623,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable1_7",59,1,1,"Chromium Valdo's Rest Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,677]",25,0,13813,-1646516034,[],"",8380,"",[],[],"",1,"","","","","",[],[],"",""
10624,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable1_8",59,1,1,"Chromium Lira Arthain Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,677]",25,0,13814,578406763,[],"",8380,"",[],[],"",1,"","","","","",[],[],"",""
10625,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable2_1",59,1,1,"Platinum Haewark Hamlet Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,678]",25,0,13815,-370459020,[],"",8381,"",[],[],"",1,"","","","","",[],[],"",""
10626,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable2_2",59,1,1,"Platinum Tirn's End Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,678]",25,0,13816,1881437643,[],"",8381,"",[],[],"",1,"","","","","",[],[],"",""
10627,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable2_3",59,1,1,"Platinum Lex Proxima Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,678]",25,0,13817,1406533226,[],"",8381,"",[],[],"",1,"","","","","",[],[],"",""
10628,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable2_4",59,1,1,"Platinum Lex Ejoris Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,678]",25,0,13818,588671806,[],"",8381,"",[],[],"",1,"","","","","",[],[],"",""
10629,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable2_5",59,1,1,"Platinum New Vastir Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,678]",25,0,13819,2016009641,[],"",8381,"",[],[],"",1,"","","","","",[],[],"",""
10630,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable2_6",59,1,1,"Platinum Glennach Cairns Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,678]",25,0,13820,37388602,[],"",8381,"",[],[],"",1,"","","","","",[],[],"",""
10631,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable2_7",59,1,1,"Platinum Valdo's Rest Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,678]",25,0,13821,-989827968,[],"",8381,"",[],[],"",1,"","","","","",[],[],"",""
10632,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable2_8",59,1,1,"Platinum Lira Arthain Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,678]",25,0,13822,2036662212,[],"",8381,"",[],[],"",1,"","","","","",[],[],"",""
10633,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable3_1",59,1,1,"Titanium Haewark Hamlet Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,679]",25,0,13823,34145829,[],"",8382,"",[],[],"",1,"","","","","",[],[],"",""
10634,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable3_2",59,1,1,"Titanium Tirn's End Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,679]",25,0,13824,-1973693306,[],"",8382,"",[],[],"",1,"","","","","",[],[],"",""
10635,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable3_3",59,1,1,"Titanium Lex Proxima Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,679]",25,0,13825,519247417,[],"",8382,"",[],[],"",1,"","","","","",[],[],"",""
10636,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable3_4",59,1,1,"Titanium Lex Ejoris Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,679]",25,0,13826,2024797880,[],"",8382,"",[],[],"",1,"","","","","",[],[],"",""
10637,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable3_5",59,1,1,"Titanium New Vastir Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,679]",25,0,13827,-1410582906,[],"",8382,"",[],[],"",1,"","","","","",[],[],"",""
10638,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable3_6",59,1,1,"Titanium Glennach Cairns Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,679]",25,0,13828,236533787,[],"",8382,"",[],[],"",1,"","","","","",[],[],"",""
10639,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable3_7",59,1,1,"Titanium Valdo's Rest Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,679]",25,0,13829,-443011749,[],"",8382,"",[],[],"",1,"","","","","",[],[],"",""
10640,"Metadata/Items/AtlasUpgrades/AtlasUpgradeCraftable3_8",59,1,1,"Titanium Lira Arthain Watchstone","Metadata/Items/AtlasUpgrades/AtlasRegionUpgrade",1,2394,[],1,"","[680,679]",25,0,13830,725119626,[],"",8382,"",[],[],"",1,"","","","","",[],[],"",""
10641,"Metadata/Items/Incursion/ItemisedTemple",46,1,1,"Chronicle of Atzoatl","Metadata/Items/MapFragments/AbstractMiscMapItem",1,2414,[],1,"",[],38,1,13925,-410462935,[],"","","",[],[],"","","","","","","",[],[],"",""
10642,"Metadata/Items/Ultimatum/ItemisedTrial",46,1,1,"Inscribed Ultimatum","Metadata/Items/MapFragments/AbstractMiscMapItem",1,"",[],1,"",[713],38,1,14116,2145254139,[9946],"","","",[],[],"","","","","","","",[],[],"",""
10643,"Metadata/Items/MapFragments/CurrencyHarvestBossKey",38,1,1,"Sacred Blossom","Metadata/Items/MapFragments/AbstractMapFragment",1,2457,[],1,"",[],38,1,14120,-1194777791,[],"","","",[],[],"",1,"","","","","",[],[],"",""
10644,"Metadata/Items/MicrotransactionCursorEffects/MarakethCursor",40,1,1,"Maraketh Cursor","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,"",[],38,0,3187,-258478135,[],"","","",[],[],"","","","","","","",[],[],"",""
10645,"Metadata/Items/MicrotransactionCursorEffects/VaalCursor",40,1,1,"Vaal Cursor","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,"",[],38,0,3188,723719497,[],"","","",[],[],"","","","","","","",[],[],"",""
10646,"Metadata/Items/MicrotransactionCursorEffects/EternalsCursor",40,1,1,"Eternal Cursor","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],2,"",[],38,0,3189,1508363013,[],"","","",[],[],"","","","","","","",[],[],"",""
