"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags"
12766,"heist_currency_regal_drops_as_exalted_%","","","",1,"","","","","","","",993016001,[],"","","",1,[]
12767,"heist_currency_scouring_drops_as_regret_%","","","",1,"","","","","","","",1677901987,[],"","","",1,[]
12768,"heist_currency_scouring_drops_as_annulment_%","","","",1,"","","","","","","",1683575133,[],"","","",1,[]
12769,"heist_currency_regret_drops_as_annulment_%","","","",1,"","","","","","","",-1662206610,[],"","","",1,[]
12770,"heist_currency_chromatic_drops_as_jewellers_%","","","",1,"","","","","","","",-1626527636,[],"","","",1,[]
12771,"heist_currency_chromatic_drops_as_fusing_%","","","",1,"","","","","","","",-1556264411,[],"","","",1,[]
12772,"heist_currency_jewellers_drops_as_fusing_%","","","",1,"","","","","","","",-212492122,[],"","","",1,[]
12773,"heist_chests_chance_for_secondary_objectives_%","","","",1,"","","","","","","",-627936702,[],"","","",1,[]
12774,"heist_chests_double_currency_%","","","",1,"","","","","","","",1394897529,[],"","","",1,[]
12775,"heist_chests_double_jewels_%","","","",1,"","","","","","","",-431156544,[],"","","",1,[]
12776,"heist_chests_double_maps_%","","","",1,"","","","","","","",-1666339373,[],"","","",1,[]
12777,"heist_chests_double_uniques_%","","","",1,"","","","","","","",1575427581,[],"","","",1,[]
12778,"heist_chests_unique_rarity_%","","","",1,"","","","","","","",1947107931,[],"","","",1,[]
12779,"heist_chests_double_sextants_%","","","",1,"","","","","","","",-865576458,[],"","","",1,[]
12780,"heist_chests_double_map_fragments_%","","","",1,"","","","","","","",1413389087,[],"","","",1,[]
12781,"heist_chests_double_divination_cards_%","","","",1,"","","","","","","",-1506205925,[],"","","",1,[]
12782,"heist_chests_double_delirium_orbs_and_splinters_%","","","",1,"","","","","","","",-672829020,[],"","","",1,[]
12783,"heist_chests_double_blighted_maps_and_catalysts_%","","","",1,"","","","","","","",-235926292,[],"","","",1,[]
12784,"heist_chests_double_essences_%","","","",1,"","","","","","","",-278204545,[],"","","",1,[]
12785,"heist_chests_double_breach_splinters_%","","","",1,"","","","","","","",-1016081239,[],"","","",1,[]
12786,"heist_chests_double_scarabs_%","","","",1,"","","","","","","",-1782610518,[],"","","",1,[]
12787,"heist_chests_double_catalysts_%","","","",1,"","","","","","","",551595907,[],"","","",1,[]
12788,"heist_chests_double_legion_splinters_%","","","",1,"","","","","","","",160894370,[],"","","",1,[]
12789,"heist_chests_double_oils_%","","","",1,"","","","","","","",-644003899,[],"","","",1,[]
12790,"virtual_static_strike_base_zap_frequency_ms","","","",1,"","",1,1,"","",1,-589842874,[],"","","",1,[1]
12791,"gain_X_random_charges_every_6_seconds",1,"","",1,"","","","","","","",-1215925800,[],"","","",1,[]
12792,"local_display_trigger_level_x_flame_dash_when_you_use_a_socketed_skill","",1,"",3,"","","","","","","",1301199138,[],"","","","",[]
12793,"local_display_spend_energy_shield_for_costs_before_mana_for_socketed_skills","",1,"",4,"","","","","","","",1727334170,[],"","","","",[]
12794,"local_use_skill_on_melee_hit_%","",1,1,1,"","","","",12795,12796,"",1893636651,[],"","","",1,[]
12795,"main_hand_use_skill_on_melee_hit_%","",1,"",1,"","","","","","","",491734395,[],"","","",1,[]
12796,"off_hand_use_skill_on_melee_hit_%","",1,"",1,"","","","","","","",1032513217,[],"","","",1,[]
12797,"attack_critical_strikes_ignore_elemental_resistances","","","",4,"","","","","","","",-1049952209,[],"","","","",[]
12798,"local_maximum_quality_+","",1,"",3,"","","","","","","",1392903781,[],"","","",1,[]
12799,"cannot_use_flask_in_fifth_slot",1,"","",4,"","","","","","",1,-725257912,[],"","","","",[]
12800,"maximum_power_and_endurance_charges_+","","","",3,"","","","","","","",1824379419,[],16,"","",1,[]
12801,"gain_frenzy_charge_on_hitting_unique_enemy_%","","","",1,"","","","","","",1,1555018434,[],"","","",1,[]
12802,"heist_npc_contract_generates_niles_intelligence","","","",3,"","","","","","","",-1400891891,[],"","","",1,[]
12803,"heist_npc_contract_generates_gianna_intelligence","","","",3,"","","","","","","",2056253902,[],"","","",1,[]
12804,"heist_npc_blueprint_reveal_cost_+%","","","",1,"","","","","","","",1709437586,[],"","","",1,[]
12805,"heist_nenet_scouts_nearby_patrols_and_mini_bosses","","","",4,"","","","","","","",995826946,[],"","","","",[]
12806,"local_implicit_mod_cannot_be_changed",1,1,"",4,"","","","","","","",1512325884,[],"","","","",[]
12807,"local_maximum_prefixes_allowed_+",1,1,"",3,"","","","","","","",-182693878,[],"","","",1,[]
12808,"local_maximum_suffixes_allowed_+",1,1,"",3,"","","","","","","",-473469107,[],"","","",1,[]
12809,"enemies_shocked_by_you_have_physical_damage_%_converted_to_lightning",1,"","",1,"","","","","","","",-369125664,[],"","","",1,[]
12810,"enemies_ignited_by_you_have_physical_damage_%_converted_to_fire",1,"","",1,"","","","","","","",-964289443,[],"","","",1,[]
12811,"minion_fire_cloud_on_death_maximum_life_per_minute_to_deal_as_fire_damage_%","","","",1,"","","","","","","",1416802229,[],"","","",1,[]
12812,"fire_cloud_on_death_maximum_life_per_minute_to_deal_as_fire_damage_%","","","",1,"","","","","","","",-1298234121,[],"","","",1,[]
12813,"damage_+%_vs_magic_monsters","","","",1,"","","","","","","",-1738366039,[],"","","",1,[]
12814,"gain_magic_monster_mods_on_kill_%_chance","","","",1,"","","","","","","",-894890728,[],"","","",1,[]
12815,"aspect_of_the_cat_base_secondary_duration",1,"","",3,"","","","","","","",51471803,"[""aspect_cat""]","","","",1,[]
12816,"gain_maximum_frenzy_and_endurance_charges_when_you_gain_cats_agility","","","",4,"","","","","","","",-1007037618,[],"","","","",[]
12817,"gain_onslaught_while_you_have_cats_agility","","","",4,"","","","","","","",1339474249,[],"","","","",[]
12818,"has_cats_agility","","","",4,"","","","","","","",1545864684,[],"","","","",[]
12819,"local_display_trigger_level_20_shade_form_when_hit_%","",1,"",1,"","","","","","","",-1363110388,[],"","","","",[]
12820,"gain_%_of_phys_as_extra_chaos_per_elder_item_equipped","","","",1,"","","","","","","",1368865567,[],"","","",1,[]
12821,"hits_ignore_enemy_chaos_resistance_if_all_elder_items_equipped","","","",4,"","","","","","","",1961180039,[],"","","","",[]
12822,"maximum_added_chaos_damage_to_attacks_per_50_strength","","","",3,"","","","","","","",1250440390,[],"","","",1,[]
12823,"minimum_added_chaos_damage_to_attacks_per_50_strength","","","",3,"","","","","","","",-1257627608,[],"","","",1,[]
12824,"maximum_added_chaos_damage_to_attacks_and_spells_per_50_strength","","","",3,"","","","","","","",-1392431451,[],"","","",1,[]
12825,"minimum_added_chaos_damage_to_attacks_and_spells_per_50_strength","","","",3,"","","","","","","",1765267444,[],"","","",1,[]
12826,"deal_no_non_chaos_damage","","","",4,"","","","","","","",-2121731197,[],"","","","",[]
12827,"local_display_socketed_travel_skills_damage_+%_final","",1,"",1,"","","","","","","",-16017156,[],"","","","",[]
12828,"unique_replica_the_stampede_travel_socketed_skill_damage_+%_final","","","",1,"","","","","","","",1529974010,[],"","","",1,[]
12829,"damage_taken_+%_while_phasing","","","",1,"","","","","","","",-2118935513,[],"","","",1,[]
12830,"number_of_additional_chains_for_projectiles_while_phasing","","","",3,"","",1,"","","",1,-1755273578,[],"","","",1,[]
12831,"minion_fire_damage_resistance_%","","","",1,"","","","","","","",1384683499,[],"","","",1,[]
12832,"base_chaos_damage_can_ignite","","","",4,"","","","","","","",376710721,[],"","","","",[]
12833,"unique_replica_volkuurs_guidance_ignite_duration_+%_final","","","",1,"","","","","","","",-512555421,[],"","","",1,[]
12834,"chaos_skill_chance_to_ignite_%","","","",1,"","","","","","","",81837902,[],"","","",1,[]
12835,"local_display_mod_aura_mana_regeration_rate_+%","",1,"",1,"","","","","","","",-2002381791,[],"","","","",[]
12836,"virtual_avoid_physical_damage_%","","","",1,"","","",1,"","","",-189799084,[],"","","",1,[0]
12837,"avoid_physical_damage_%_while_phasing","","","",1,"","","","","","","",-893805463,[],"","","",1,[]
12838,"chance_to_grant_frenzy_charge_to_nearby_allies_on_kill_%","","","",1,"","","","","","","",-1035570461,[],"","","",1,[]
12839,"chance_to_grant_endurance_charge_to_nearby_allies_on_hit_%","","","",1,"","","","","","","",22254111,[],"","","",1,[]
12840,"deal_no_damage_when_not_on_low_life","","","",4,"","","","","","","",-567044129,[],"","","","",[]
12841,"claw_damage_+%_while_on_low_life","","","",1,"","","","","","","",1012230867,[],"","","",1,[]
12842,"spells_impale_on_hit_%_chance","","","",1,"","","","","","","",-110821753,[],"","","",1,[]
12843,"attack_damage_+%_per_450_physical_damage_reduction_rating","","","",1,"","","","","","","",-1322363765,[],"","","",1,[]
12844,"raised_zombies_cover_in_ash_on_hit_%",1,"","",1,"","","","","","","",-2005929599,[],"","","",1,[]
12845,"raised_zombies_fire_damage_%_of_maximum_life_taken_per_minute",1,"","",1,"","","","","","","",-1586385054,[],"","","",1,[]
12846,"raised_zombies_have_avatar_of_fire",1,"","",1,"","","","","","","",-93403892,[],"","","",1,[]
12847,"fire_damage_to_return_on_block","","","",3,"","","","","","","",-827863762,[],"","","",1,[]
12848,"gain_endurance_charge_if_attack_freezes","","","",4,"","","","","","","",1679721387,[],"","","","",[]
12849,"gain_power_charge_on_hit_%_chance_against_frozen_enemy","","","",1,"","","","","","","",-1578428316,[],"","","",1,[]
12850,"self_cold_damage_on_reaching_maximum_power_charges","","","",3,"","","","","","","",604833471,[],"","","",1,[]
12851,"movement_velocity_+%_while_chilled","","","",1,"","","","","","","",85937281,[],"","","",1,[]
12852,"attack_speed_+%_while_chilled","","","",1,"","","","","","","",-2059537451,[],"","","",1,[]
12853,"cast_speed_+%_while_chilled","","","",1,"","","","","","","",956782984,[],"","","",1,[]
12854,"local_unique_jewel_melee_range_+_with_passive_tree_connected_to_duelist_start","",1,"",3,"","","","","","","",-1276965832,[],"","","",1,[]
12855,"local_unique_jewel_flask_charges_gained_+%_with_passive_tree_connected_to_ranger_start","",1,"",1,"","","","","","","",1673898982,[],"","","",1,[]
12856,"local_unique_jewel_attack_and_cast_speed_+%_with_passive_tree_connected_to_shadow_start","",1,"",1,"","","","","","","",-1467889114,[],"","","",1,[]
12857,"local_unique_jewel_skill_effect_duration_+%_with_passive_tree_connected_to_witch_start","",1,"",1,"","","","","","","",734787938,[],"","","",1,[]
12858,"local_unique_jewel_spell_and_attack_block_%_with_passive_tree_connected_to_templar_start","",1,"",1,"","","","","","","",-24108041,[],"","","",1,[]
12859,"local_unique_jewel_damage_+%_with_passive_tree_connected_to_scion_start","",1,"",1,"","","","","","","",679759113,[],"","","",1,[]
12860,"local_unique_jewel_life_regeneration_rate_per_minute_%_with_passive_tree_connected_to_marauder_start","",1,"",1,"","","","","","","",-618456232,[],"","","",1,[]
12861,"trigger_skill_granted_by_item_on_skill_use","","","",4,"","","","","","","",1892105399,[],"","","","",[]
12862,"local_display_trigger_level_X_assassins_mark_when_you_hit_rare_or_unique_enemy","",1,"",3,"","","","","","","",926176320,[],"","","","",[]
12863,"local_display_trigger_level_X_poachers_mark_when_you_hit_rare_or_unique_enemy","",1,"",3,"","","","","","","",-1825837910,[],"","","","",[]
12864,"local_display_trigger_level_X_warlords_mark_when_you_hit_rare_or_unique_enemy","",1,"",3,"","","","","","","",422364855,[],"","","","",[]
12865,"double_doom_effect","","","",4,"","","","","","","",1987866047,[],"","","","",[]
12866,"local_explicit_mod_effect_+%",1,1,"",1,"","","","","","","",1516548490,[],"","","",1,[]
12867,"cast_on_flask_use_%","","","",3,"","","","","","",1,1862374267,[],"","","",1,[]
12868,"local_display_trigger_summon_taunting_contraption_on_flask_use","",1,"",4,"","","","","","","",-714021755,[],"","","","",[]
12869,"attack_damage_+%_per_1000_accuracy_rating","","","",1,"","","","","","","",783695199,[],"","","",1,[]
12870,"overpowered_effect_+%","","","",1,"","","","","","",1,421159851,[],"","","",1,[]
12871,"crush_for_2_seconds_on_hit_%_chance","","","",1,"","","","","","",1,1523770664,[],1,"","",1,[]
12872,"refresh_bleeding_duration_on_hit_%_chance","","","",1,"","","","","","",1,-1773172194,[],"","","",1,[]
12873,"additional_critical_strike_chance_permyriad_while_dead","","","",6,"","","","","","",1,1634554065,[],"","","",1,[]
12874,"skill_effect_duration_+%_while_dead","","","",6,"","","","","","",1,1840900878,[],"","","",1,[]
12875,"added_damage_+%_final","","","",1,"","","","","","",1,-583395042,[],"","","",1,[]
12876,"trap_trigger_radius_+%_per_power_charge","","","",1,"","","","","","",1,-1646611679,[],"","","",1,[]
12877,"combat_rush_effect_+%","","","",1,"","","","","","",1,-896266651,[],"","","",1,[]
12878,"support_minion_focus_fire_critical_strike_chance_+%_vs_focused_target","","","",1,"","","","","","",1,754102704,[],"","","",1,[]
12879,"support_minion_focus_fire_critical_strike_multiplier_+_vs_focused_target","","","",1,"","","","","","",1,-1816928631,[],"","","",1,[]
12880,"minion_life_leech_from_elemental_damage_permyriad",1,"","",1,"","","","","","",1,744513292,[],7,"","",1,[]
12881,"damage_+%_if_lost_endurance_charge_in_past_8_seconds","","","",1,"","","","","","",1,1877739841,[],"","","",1,[]
12882,"base_chance_to_destroy_corpse_on_kill_%_vs_ignited","","","",1,"","","","","","",1,-108010843,[],"","","",1,[]
12883,"virtual_chance_to_destroy_corpse_on_kill_%_vs_ignited","","","",1,"","","",1,"","","",499816330,[],"","","",1,[18]
12884,"ancestral_slam_stun_threshold_reduction_+%","","","",1,"","","","","","",1,454775019,[],"","","",1,[]
12885,"overwhelm_%_physical_damage_reduction_while_max_fortification","","","",1,"","","","","","",1,189607882,[],"","","",1,[]
12886,"freeze_applies_cold_resistance_+","","","",1,"","","","","","",1,5586729,[],"","","",1,[]
12887,"chance_for_extra_damage_roll_%","","","",1,"","","","","","",1,-1220319303,[],"","","",1,[]
12888,"recover_%_maximum_life_on_cull","","","",1,"","","","","","",1,1378652239,[],"","","",1,[]
12889,"chance_to_inflict_additional_impale_%","","","",1,"","","","","","",1,-887839652,[],18,"","",1,[]
12890,"minion_burning_damage_+%",1,"","",1,"","","","","","",1,-1690621219,[],"","","",1,[]
12891,"infusion_grants_life_regeneration_rate_per_minute_%","","","",1,"","","","","","",1,215759589,[],"","","",1,[]
12892,"support_innervate_chance_to_gain_buff_on_shock_vs_unique_%","","","",1,"","","","","","",1,1882165913,[],"","","",1,[]
12893,"chance_for_coin_shower_on_kill_%","","","",1,"","","","","","",1,2037118340,[],"","","",1,[]
12894,"chance_to_bleed_on_hit_%_vs_maimed","","","",1,"","","","","","",1,-1944081132,[],"","","",1,[]
12895,"damage_+%_per_200_mana_spent_recently","","","",1,"","","","","","","",1492701353,[],"","","",1,[]
12896,"minion_ailment_damage_+%",1,"","",1,"","","","","","",1,-1010217007,[],"","","",1,[]
12897,"minion_damage_+%_on_full_life",1,"","",1,"","","","","","",1,-819836112,[],"","","",1,[]
12898,"minion_cooldown_recovery_+%",1,"","",1,"","","","","","",1,-734291200,[],"","","",1,[]
12899,"virtual_trap_trigger_radius_+%",1,"","",1,"","","",1,"","","",186058605,[],"","","",1,[1]
12900,"track_have_lost_endurance_charge_in_past_8_seconds","","","",4,"","","",1,"","","",-1208985357,[],"","","","",[36]
12901,"mirage_archer_number_of_additional_projectiles","","","",3,"","",1,"","","",1,2010478825,[],"","","",1,[]
12902,"support_additional_trap_%_chance_for_1_additional_trap","","","",1,"","",1,"","","",1,259965434,[],"","","",1,[]
12903,"enemies_you_shock_take_%_increased_physical_damage","","","",1,"","","","","","",1,-588759741,[],"","","",1,[]
12904,"projectile_damage_+%_if_pierced_enemy","","","",1,"","","","","","",1,1860964903,[],"","","",1,[]
12905,"knockback_chance_%_at_close_range","","","",1,"","","","","","",1,-1603711569,[],"","","",1,[]
12906,"attack_speed_+%_with_atleast_20_rage","","","",1,"","","","","","",1,-1012129796,[],"","","",1,[]
12907,"gain_1_rage_on_use_%_chance","","","",1,"","","","","","",1,-908234724,[],"","","",1,[]
12908,"support_spell_cascade_area_delay_+%","","","",1,"","",1,"","","",1,920735853,[],"",1,"",1,[]
12909,"support_spell_echo_final_repeat_damage_+%_final","","","",1,"","","","","","",1,2032991776,[],"","","",1,[]
12910,"damage_+%_final_from_spell_echo_final_repeat","","","",1,"","","","","","",1,-1715614819,[],"","","",1,[]
12911,"recover_%_life_when_stunning_an_enemy_permyriad","","","",1,"","","","","","",1,3024798,[],"","","",1,[]
12912,"you_and_enemy_movement_velocity_+%_while_affected_by_ailment_you_inflicted","","","",1,"","","","","","",1,1806142457,[],"","","",1,[]
12913,"unleash_support_seal_gain_frequency_+%_while_channelling","","","",1,"","","","","","",1,-1520121341,[],"","","",1,[]
12914,"unleash_support_seal_gain_frequency_+%_while_not_channelling","","","",1,"","","","","","",1,1659483134,[],"","","",1,[]
12915,"minimum_power_from_quality","","","",3,"","",1,"","","",1,-1251855805,[],"","","",1,[]
12916,"local_display_trigger_level_x_fiery_impact_on_melee_hit_with_this_weapon","",1,"",3,"","","","","","","",1050417062,[],"","","","",[]
12917,"projectiles_can_split_from_terrain",1,"","",4,"","",1,"","","",1,-383720487,[],"","","","",[]
12918,"projectiles_can_split_at_end_of_range",1,"","",4,"","",1,"","","",1,371682670,[],"","","","",[]
12919,"chance_to_inflict_scorch_on_enemy_on_block_%","","","",1,"","","","","","","",1429040426,[],"","","",1,[]
