"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32","string","string","ModelSizeMultiplier","i32","i32","rid","i32","i32","Tags","ExperienceMultiplier","[i32]","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid","i32","i32","[rid]","MultiPartAchievements","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","AilmentThreshold","SinkEffect","i32","MonsterConditionalEffectPack","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BossHealthBar","rid","i32","bool","i32","i32","i32","i32","bool","i32","rid","i32","i32","i32","bool","i32","i32","i32","rid","i32","i32","i32","rid","bool","i32","bool"
1481,"Metadata/Monsters/SkeletalKnight/SkeletalKnightStrongbox",773,16,3,5,15,"[""Metadata/Monsters/SkeletalKnight/SkeletalKnight.act""]","[""Metadata/Monsters/SkeletalKnight/SkeletalKnight.ao""]","Metadata/Monsters/SkeletalKnight/SkeletalKnight",[],1,"","",100,2,6,0,5,0,"[1020,723,724,122,48,713,1087,30,31,714,51,752]",225,[],105,105,700,500,0,"[580,5222,2442,1279,2444]","Metadata/Monsters/SkeletalKnight/SkeletalKnight.ais",[],"",4,"Eternal Knight",225,225,1500,[15358],[15359],"","",26,"",0,[],[5522],[],"",1,6,135,0,0,135,61583,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,10,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,946588,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,946596,0,"",5,163,1028443341,0,1,0,""
1482,"Metadata/Monsters/SkeletalReaper/SkeletalReaper",774,10,4,6,15,"[""Metadata/Monsters/SkeletalReaper/SkeletalReaper.act""]","[""Metadata/Monsters/SkeletalReaper/SkeletalReaper.ao""]","Metadata/Monsters/SkeletalReaper/SkeletalReaper",[],1,"","",125,3,6,1,5,0,"[1021,122,48,713,30,31,714,51,752]",225,[],105,105,700,500,0,"[580,3237,2396]","Metadata/Monsters/SkeletalReaper/SkeletalReaper.ais","[5081,5222]","",4,"Knight-Gaunt",225,225,1500,[15357],[],"",11,"","",0,[],[],[],"",1,6,135,0,0,135,19182,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,947294,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1008981770,1008981770,0,"",0,947294,0,"",7,163,1028443341,0,1,0,""
1483,"Metadata/Monsters/SkeletalReaper/SkeletalReaperStrongbox",774,10,4,6,15,"[""Metadata/Monsters/SkeletalReaper/SkeletalReaper.act""]","[""Metadata/Monsters/SkeletalReaper/SkeletalReaper.ao""]","Metadata/Monsters/SkeletalReaper/SkeletalReaper",[],1,"","",125,3,6,1,5,0,"[1021,122,48,713,30,31,714,51,752]",225,[],105,105,700,500,0,"[580,3237,2396]","Metadata/Monsters/SkeletalReaper/SkeletalReaper.ais","[5081,5222]","",4,"Knight-Gaunt",225,225,1500,[15357],[],"",11,"","",0,[],[],[],"",1,6,135,0,0,135,35319,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,947666,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1008981770,1008981770,0,"",0,947674,0,"",7,163,1028443341,0,1,0,""
1484,"Metadata/Monsters/SkeletalConstruct/BoneConstructPlayerSummoned",363,37,1,4,12,"[""Metadata/Monsters/PitifulFabrications/PlayerSummoned/BoneConstructPlayerSummoned.act""]","[""Metadata/Monsters/PitifulFabrications/PlayerSummoned/BoneConstructPlayerSummoned.ao""]","Metadata/Monsters/PitifulFabrications/PlayerSummoned/BoneConstructPlayerSummoned",[5626],1,"","",100,2,6,19,8,0,"[122,754,1041,51,73]",100,[],60,60,700,500,0,[764],"Metadata/Monsters/PitifulFabrications/PlayerSummoned/BoneConstructPlayerSummoned.ais",[],"",4,"Bone Crawler",75,35,1060,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,38819,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,5,10,948638,0,35,"","",1,0,1,0,0,0,0,0,0,0,0,948834,0,-5,5,"","",1,"",0,2,-5,5,"",0,"",1065353216,1065353216,0,"",0,948834,0,"",3,35,1028443341,0,1,0,""
1485,"Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan",775,14,4,6,20,"[""Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan.act""]","[""Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan.ao""]","Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan",[],1,"","",140,3,6,18,6,0,"[724,48,713,1040,714,752]",250,[],105,105,700,500,0,"[580,2490,2491]","Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan.ais",[],"",3,"Goliath",288,250,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,62653,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,949526,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,949534,0,"",7,175,1028443341,0,1,0,""
1486,"Metadata/Monsters/TwoheadedTitan/TwoHeadedTitanSanctumTrial",776,14,4,6,20,"[""Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan.act""]","[""Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan.ao""]","Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan",[],1,"","",140,3,6,18,6,0,"[724,48,713,1040,714,1015,752]",250,[],105,105,700,500,0,"[580,2490,2491]","Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan.ais",[],"",3,"Goliath",288,250,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,30028,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,949832,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,949840,0,"",7,175,1028443341,0,1,0,""
1487,"Metadata/Monsters/TwoheadedTitan/TwoHeadedTitanSpectre",775,14,4,6,20,"[""Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan.act""]","[""Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan.ao""]","Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan",[],1,"","",140,3,6,18,6,0,"[724,48,713,1040,714,752]",250,[],105,105,700,500,0,"[580,2490,2491]","Metadata/Monsters/TwoheadedTitan/TwoHeadedTitan.ais",[],"",3,"Goliath",288,250,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,54993,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,950112,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,950112,0,"",7,175,1028443341,0,1,0,""
1488,"Metadata/Monsters/Mutewind/MutewindWomanSpearCorrodedEliteRareName",777,54,3,6,21,"[""Metadata/Monsters/Mutewind/BanditWoman/SpearElite.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/SpearElite.ao""]","Metadata/Monsters/Mutewind/BanditWoman/SpearEliteNamed",[],1,"","",119,2,6,9,1,0,"[724,71,48,713,31,714,1046,118,1029,756]",230,[],105,135,700,500,0,"[583,4898,4943,4918,4949,4951,4961,4950,4963,4919,4953]","Metadata/Monsters/Mutewind/BanditWoman/SpearElite.ais",[],"stance2",0,"L'im the Impaler",173,230,1500,[15125],[],"",77,"","",0,[],[8783],[],"",1,6,135,0,0,135,20689,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,951108,0,0,0,"","",1,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,951108,0,286,5,165,1028443341,0,1,0,""
1489,"Metadata/Monsters/Mutewind/MutewindWomanSpearCorrodedElite",777,54,3,6,21,"[""Metadata/Monsters/Mutewind/BanditWoman/SpearElite.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/SpearElite.ao""]","Metadata/Monsters/Mutewind/BanditWoman/SpearElite",[],1,"","",119,2,6,9,1,0,"[724,71,48,713,31,714,118,1029,756]",230,[],105,135,700,500,0,"[583,4898,4943,4918,4949,4951,4961,4950,4963,4919,4953]","Metadata/Monsters/Mutewind/BanditWoman/SpearElite.ais",[],"",0,"Faridun Impaler",173,230,1500,[15125],[],"",77,"","",0,[],[8783],[],"",1,6,135,0,0,135,34493,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,951732,0,0,0,"","",1,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,951732,0,286,5,165,1028443341,0,1,0,""
1490,"Metadata/Monsters/Mutewind/MutewindWomanSpearCorrodedEliteSpectre_",777,54,3,6,21,"[""Metadata/Monsters/Mutewind/BanditWoman/SpearElite.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/SpearElite.ao""]","Metadata/Monsters/Mutewind/BanditWoman/SpearElite",[],1,"","",119,2,6,9,1,0,"[724,71,48,713,31,714,118,1029,756]",230,[],105,135,700,500,0,"[583,4898,4943,4918,4949,4951,4961,4950,4963,4919,4953]","Metadata/Monsters/Mutewind/BanditWoman/SpearEliteSpectre.ais",[],"",0,"Faridun Impaler",173,230,1500,[15125],[],"",77,"","",0,[],[8783],[],"",1,6,135,0,0,135,54930,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,952360,0,0,0,"","",1,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,952360,0,286,5,165,1028443341,0,1,0,""
1491,"Metadata/Monsters/Totems/ancestor_totem/AncestralWarriorSpirit",778,55,0,6,10,"[""Metadata/Characters/CharacterAncestor.act""]","[""Metadata/Monsters/Totems/ancestor_totem/AncestorFour.ao""]","Metadata/Monsters/Totems/ancestor_totem/AncestralWarriorSpirit",[],1,"","",100,3,18,8,1,0,"[1028,757,730,727,747,781,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Totems/MetaSlamTotem.ais",[],"TwoHandMace",3,"Ancestral Warrior Spirit",100,100,830,[],[],"",17,"","",0,[],[],[],"",1,6,135,0,0,135,37160,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,952972,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,952972,0,"",0,100,1028443341,0,1,0,""
1492,"Metadata/Monsters/Totems/ShockwaveTotem",779,8,3,6,6,"[""Metadata/Monsters/Totems/ShockwaveTotem/shockwave_totem.act""]","[""Metadata/Monsters/Totems/ShockwaveTotem/ShockwaveTotem.ao""]","Metadata/Monsters/Totems/ShockwaveTotem/ShockwaveTotem",[],1,"","",100,2,6,5,6,0,"[742,120,781,745,762,1025,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/Totems/ShockwaveTotem/shockwave_totem.ais",[],"",39,"Totem",100,100,0,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,46879,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,953656,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,953656,0,"",0,100,1028443341,0,1,0,""
1493,"Metadata/Monsters/RhoaPlayerSummoned/RhoaPlayerSummoned",780,37,2,6,16,"[""Metadata/Monsters/RhoaPlayerSummoned/RhoaPlayerSummoned.act""]","[""Metadata/Monsters/RhoaPlayerSummoned/RhoaPlayerSummoned.ao""]","Metadata/Monsters/RhoaPlayerSummoned/RhoaPlayerSummoned",[5626],1,"","",120,3,6,18,1,0,"[72,755,49,1040,31,118]",100,[],60,60,700,500,0,[580],"Metadata/Monsters/RhoaPlayerSummoned/RhoaPlayerSummoned.ais",[],"",0,"Rhoa Companion",200,200,1230,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,51909,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,954310,0,0,0,"","",7,1,0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,954310,0,"",4,150,1028443341,0,1,0,""
1494,"Metadata/Monsters/VaseMonster/VaseMonster_",781,11,4,6,11,"[""Metadata/Monsters/VaseMonster/VaseMonster.act""]","[""Metadata/Monsters/VaseMonster/VaseMonster.ao""]","Metadata/Monsters/VaseMonster/VaseMonster",[],1,"","",100,2,6,5,17,0,"[74,713,30,31,714,32,1025,73,752]",170,[],105,105,700,500,0,"[580,3334,1302,3537]","Metadata/Monsters/VaseMonster/VaseMonster.ais",[],"stance2",3,"Urnwalker",170,170,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,35069,"","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,955010,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,955010,0,"",6,135,1028443341,0,1,0,""
1495,"Metadata/Monsters/VaseMonster/VaseMonsterSanctumTrial",782,11,4,6,11,"[""Metadata/Monsters/VaseMonster/VaseMonster.act""]","[""Metadata/Monsters/VaseMonster/VaseMonster.ao""]","Metadata/Monsters/VaseMonster/VaseMonster",[],1,"","",100,2,6,5,17,0,"[74,713,30,31,714,32,1015,1025,73,752]",170,[],105,105,700,500,0,"[580,3334,1302,3537]","Metadata/Monsters/VaseMonster/VaseMonster.ais",[],"stance2",3,"Urnwalker",170,170,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,51558,"","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,955360,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,955368,0,"",6,135,1028443341,0,1,0,""
1496,"Metadata/Monsters/VaseMonster/VaseMonsterSanctumTrialTime",782,11,4,6,11,"[""Metadata/Monsters/VaseMonster/VaseMonster.act""]","[""Metadata/Monsters/VaseMonster/VaseMonsterRed.ao""]","Metadata/Monsters/VaseMonster/VaseMonsterSanctumTime",[],1,"","",100,2,6,5,17,0,"[74,713,30,31,714,32,1015,1025,73,752]",170,[],105,105,700,500,0,"[580,904]","Metadata/Monsters/VaseMonster/VaseMonsterSanctumTime.ais",[],"stance2",3,"Urnwalker",170,170,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,27978,"","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,956016,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,956024,0,"",6,135,1028443341,0,1,0,""
1497,"Metadata/Monsters/VaseMonster/VaseMonsterSpectre",781,11,4,6,11,"[""Metadata/Monsters/VaseMonster/VaseMonster.act""]","[""Metadata/Monsters/VaseMonster/VaseMonster.ao""]","Metadata/Monsters/VaseMonster/VaseMonster",[],1,"","",100,2,6,5,17,0,"[74,713,30,31,714,32,1025,73,752]",170,[],105,105,700,500,0,"[580,3334,1302,3537]","Metadata/Monsters/VaseMonster/VaseMonster.ais",[],"",3,"Urnwalker",170,170,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,64881,"","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,956348,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,956348,0,"",6,135,1028443341,0,1,0,""
1498,"Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriest",783,16,2,5,32,"[""Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriest.act""]","[""Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriest.ao""]","Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriest",[],1,"","",100,2,6,9,1,0,"[723,724,34,715,71,48,713,29,118,1029,73,752]",150,[],105,105,700,500,0,"[587,71,579,1310,2541]","Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriest.ais",[],"",0,"Risen Tale-woman",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,65517,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,957182,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,957182,0,"",4,125,1028443341,0,1,0,""
1499,"Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriestSanctumTrial",784,16,2,5,32,"[""Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriestSanctum.act""]","[""Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriestSanctum.ao""]","Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriest",[],1,"","",100,2,6,9,1,0,"[723,724,34,715,71,48,713,29,118,1015,1029,73,752]",150,[],105,105,700,500,0,"[587,71,579,1310,2541,3585,4275,1111,4176]","Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriest.ais",[],"",0,"Risen Tale-woman",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,31047,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,957982,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,957990,0,"",4,125,1028443341,0,1,0,""
1500,"Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriestSanctumTrialTime",784,16,2,5,32,"[""Metadata/Monsters/UndeadMarakethPriest/MetalPriest.act""]","[""Metadata/Monsters/UndeadMarakethPriest/MetalPriest.ao""]","Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriest",[],1,"","",100,2,6,9,1,0,"[723,724,34,715,71,48,713,29,118,1015,1029,73,752]",150,[],105,105,700,500,0,"[587,71,579,1310,2541]","Metadata/Monsters/UndeadMarakethPriest/UndeadMarakethPriest.ais",[],"",0,"Risen Tale-woman",150,150,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,62133,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,958670,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,958678,0,"",4,125,1028443341,0,1,0,""
1501,"Metadata/Monsters/GiantUglyToad/GiantUglyToadExplode_",785,8,3,6,6,"[""Metadata/Monsters/GiantUglyToad/GiantUglyToad.act""]","[""Metadata/Monsters/GiantUglyToad/GiantUglyToadCritter01.ao"",""Metadata/Monsters/GiantUglyToad/GiantUglyToadCritter02.ao""]","Metadata/Monsters/GiantUglyToad/GiantUglyToad",[5626],1,"","",80,2,3,5,1,0,"[707,30,31,118,1025,752]",100,[],105,105,700,500,0,[5243],"Metadata/Monsters/GiantUglyToad/GiantUglyToad.ais",[],"",0,"Giant Ugly Toad",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,45380,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,959508,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,959508,0,"",0,100,1028443341,0,1,0,""
1502,"Metadata/Monsters/NPC/AlvaSunkenCityPast",786,37,2,4,10,"[""Metadata/Monsters/NPC/AlvaSunkenCityPast.act""]","[""Metadata/NPC/League/Incursion/TreasureHunter.ao""]","Metadata/Monsters/NPC/AlvaSunkenCityPast",[],1,"","",100,2,25,3,5,0,"[772,34,715,726,731,725,71,754,713,29,714,761,118,1023]",100,[],40,40,700,500,0,"[603,3558,4515]","Metadata/Monsters/NPC/AlvaSunkenCityPast.ais","[5081,5254]","",0,"Alva",56,120,1170,[9334],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,25042,"","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"","","",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,960112,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,960112,0,"",0,110,1028443341,0,1,0,""
1503,"Metadata/Monsters/Zombies/CourtGuardZombieAxe",787,7,3,5,7,"[""Metadata/Monsters/Zombies/CourtGuards/CourtGuardZombieAxe.act""]","[""Metadata/Monsters/Zombies/CourtGuards/CourtGuardZombie01.ao""]","Metadata/Monsters/Zombies/CourtGuards/CourtGuardZombie",[5293],1,"","",100,2,6,5,1,0,"[30,31,1025,73,752,52]",100,[],70,105,700,500,0,[580],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5081,5211,5081,5211]","stance5",9,"Rotting Guard",120,100,2505,[],[],"","","","",0,[],[],[],"",10,4,6,0,0,2,8431,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,960804,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,960804,0,281,0,100,1028443341,0,1,0,""
1504,"Metadata/Monsters/Zombies/CourtGuardZombieUnarmed",787,7,3,5,7,"[""Metadata/Monsters/Zombies/CourtGuards/CourtGuardZombieUnarmed.act""]","[""Metadata/Monsters/Zombies/CourtGuards/CourtGuardZombie02.ao"",""Metadata/Monsters/Zombies/CourtGuards/CourtGuardZombie03.ao""]","Metadata/Monsters/Zombies/CourtGuards/CourtGuardZombie",[5293],1,"","",100,2,6,5,1,0,"[30,31,1025,73,752,52]",100,[],70,105,700,500,0,[580],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5081,5211,5081,5211]","stance5",9,"Rotting Guard",120,100,2505,[],[],"","","","",0,[],[],[],"",10,4,6,0,0,2,26721,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,961500,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,961500,0,281,0,100,1028443341,0,1,0,""
1505,"Metadata/Monsters/BeehiveBehemoth/FungusBehemoth",788,15,4,5,13,"[""Metadata/Monsters/BeehiveBehemoth/FungusBehemoth.act""]","[""Metadata/Monsters/BeehiveBehemoth/FungusBehemoth/FungusBehemoth.ao""]","Metadata/Monsters/BeehiveBehemoth/FungusBehemoth",[],1,"","",100,3,6,2,1,0,"[1022,72,34,141,893,30,29,32,752]",200,[],135,150,700,500,0,"[603,1446,2903,2905,855,5259,3311,1031,3855,1898,1899,4587]","Metadata/Monsters/BeehiveBehemoth/FungusBehemoth.ais",[],"stance2",9,"The Rotten Druid",200,150,1500,[15420],[],"",57,"","",0,[9433],[3783],[],"",1,6,135,0,0,135,29892,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,962388,0,0,0,1,"",7,"",0,0,0,0,"",0,4668,1065353216,1065353216,0,"",0,962388,0,"",6,188,1028443341,0,"",0,""
1506,"Metadata/Monsters/BeehiveBehemoth/FungusBehemothMap",790,15,4,5,13,"[""Metadata/Monsters/BeehiveBehemoth/FungusBehemoth.act""]","[""Metadata/Monsters/BeehiveBehemoth/FungusBehemoth/FungusBehemoth.ao""]","Metadata/Monsters/BeehiveBehemoth/FungusBehemothMap_",[],1,"","",100,3,6,2,1,0,"[1022,72,34,141,893,30,29,32,752]",250,[],135,150,700,500,0,"[603,1446,2903,2905,855,5259,3311,1031,3855,1898,1899,4587]","Metadata/Monsters/BeehiveBehemoth/FungusBehemoth.ais",[],"stance2",9,"The Fungus Behemoth",200,250,1500,[15420],[],"",57,"","",0,[],[3578],[],"",1,6,135,0,0,135,34079,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,963028,0,0,0,1,"",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,963036,0,"",6,313,1028443341,0,"",0,""
1507,"Metadata/Monsters/BeehiveBehemoth/FungusBehemothCRUEL",789,15,4,5,13,"[""Metadata/Monsters/BeehiveBehemoth/FungusBehemoth.act""]","[""Metadata/Monsters/BeehiveBehemoth/FungusBehemoth/FungusBehemoth.ao""]","Metadata/Monsters/BeehiveBehemoth/FungusBehemothCRUEL",[],1,"","",100,3,6,2,1,0,"[1022,72,34,141,893,30,29,32,752]",200,[],135,150,700,500,0,"[603,1446,2903,2905,855,5259,3311,1031,3855,1898,1899,4587]","Metadata/Monsters/BeehiveBehemoth/FungusBehemoth.ais",[],"stance2",9,"The Rotten Druid",200,200,1500,[15420],[],"",57,"","",0,[9433],[],[],"",1,6,135,0,0,135,53280,"","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,963530,0,0,0,1,"",7,"",0,0,0,0,"",0,4668,1065353216,1065353216,0,"",0,963530,0,"",6,250,1028443341,0,"",0,""
1508,"Metadata/Monsters/BeehiveBehemoth/FungusBehemothVine",791,0,3,6,20,"[""Metadata/Monsters/BeehiveBehemoth/FungusBehemothVine.act""]","[""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/FungusBehemoth/swamp_vine_01.ao"",""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/FungusBehemoth/swamp_vine_02.ao"",""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/FungusBehemoth/swamp_vine_03.ao"",""Metadata/Effects/Spells/monsters_effects/Act1_FOUR/FungusBehemoth/swamp_vine_04.ao""]","Metadata/Monsters/BeehiveBehemoth/BeehiveBehemothVine",[],1,"","",100,2,3,1,12,0,"[1021,163,769,742,714,771,768]",100,[],135,135,700,500,0,[2512],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",170,100,1995,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,149,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,964704,0,0,0,"","",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,964704,0,"",0,100,1028443341,0,1,0,""
