"rownum","Id","ItemClass","Width","Height","Name","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","rid","rid"
2359,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex4Cruel",24,2,3,"Advanced Cloaked Mail","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",55,"",[],3,"",[41],1,1,14034,3401449283,[],"","","",[],[],"","","","","","","",[],"",""
2360,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex5Cruel",24,2,3,"Advanced Explorer Armour","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",59,"",[],3,"",[41],1,1,14035,2457236013,[],"","","",[],[],"","","","","","","",[],"",""
2361,"Metadata/Items/Armours/BodyArmours/FourBodyStrDex6Cruel",24,2,3,"Advanced Scale Mail","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",62,"",[],3,"",[41],1,1,14036,2687399536,[],"","","",[],[],"","","","","","","",[],"",""
2362,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt1Cruel",24,2,3,"Advanced Pilgrim Vestments","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",45,"",[],3,"",[42],1,1,14044,2402879799,[],"","","",[],[],"","","","","","","",[],"",""
2363,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt2Cruel",24,2,3,"Advanced Pelt Mantle","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",48,"",[],3,"",[42],1,1,14045,3347109243,[],"","","",[],[],"","","","","","","",[],"",""
2364,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt3Cruel",24,2,3,"Advanced Mail Vestments","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",51,"",[],3,"",[42],1,1,14046,4246153751,[],"","","",[],[],"","","","","","","",[],"",""
2365,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt4Cruel",24,2,3,"Advanced Shaman Mantle","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",55,"",[],3,"",[42],1,1,14047,1561266192,[],"","","",[],[],"","","","","","","",[],"",""
2366,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt5Cruel",24,2,3,"Advanced Ironclad Vestments","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",59,"",[],3,"",[42],1,1,14048,2433912503,[],"","","",[],[],"","","","","","","",[],"",""
2367,"Metadata/Items/Armours/BodyArmours/FourBodyStrInt6Cruel",24,2,3,"Advanced Sacrificial Mantle","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",62,"",[],3,"",[42],1,1,14049,1702010625,[],"","","",[],[],"","","","","","","",[],"",""
2368,"Metadata/Items/Armours/BodyArmours/FourBodyDexInt1Cruel",24,2,3,"Advanced Hermit Garb","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",45,"",[],3,"",[43],1,1,14057,1677840834,[],"","","",[],[],"","","","","","","",[],"",""
2369,"Metadata/Items/Armours/BodyArmours/FourBodyDexInt2Cruel",24,2,3,"Advanced Waxed Jacket","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",48,"",[],3,"",[43],1,1,14058,2859306738,[],"","","",[],[],"","","","","","","",[],"",""
2370,"Metadata/Items/Armours/BodyArmours/FourBodyDexInt3Cruel",24,2,3,"Advanced Marabout Garb","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",51,"",[],3,"",[43],1,1,14059,3253268260,[],"","","",[],[],"","","","","","","",[],"",""
2371,"Metadata/Items/Armours/BodyArmours/FourBodyDexInt4Cruel",24,2,3,"Advanced Wayfarer Jacket","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",55,"",[],3,"",[43],1,1,14060,1492148562,[],"","","",[],[],"","","","","","","",[],"",""
2372,"Metadata/Items/Armours/BodyArmours/FourBodyDexInt5Cruel",24,2,3,"Advanced Anchorite Garb","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",59,"",[],3,"",[43],1,1,14061,3530364330,[],"","","",[],[],"","","","","","","",[],"",""
2373,"Metadata/Items/Armours/BodyArmours/FourBodyDexInt6Cruel",24,2,3,"Advanced Scalper's Jacket","Metadata/Items/Armours/BodyArmours/AbstractBodyArmour",62,"",[],3,"",[43],1,1,14062,2270899044,[],"","","",[],[],"","","","","","","",[],"",""
2374,"Metadata/Items/Armours/Helmets/FourHelmetStr1Cruel",25,2,2,"Advanced Rusted Greathelm","Metadata/Items/Armours/Helmets/AbstractHelmet",45,"",[],1,"",[38],1,1,14070,2416203921,[],"","","",[],[],"","","","","","","",[],"",""
2375,"Metadata/Items/Armours/Helmets/FourHelmetStr2Cruel",25,2,2,"Advanced Soldier Greathelm","Metadata/Items/Armours/Helmets/AbstractHelmet",48,"",[],1,"",[38],1,1,14071,3250284017,[],"","","",[],[],"","","","","","","",[],"",""
2376,"Metadata/Items/Armours/Helmets/FourHelmetStr3Cruel",25,2,2,"Advanced Wrapped Greathelm","Metadata/Items/Armours/Helmets/AbstractHelmet",51,"",[],1,"",[38],1,1,14072,2736521413,[],"","","",[],[],"","","","","","","",[],"",""
2377,"Metadata/Items/Armours/Helmets/FourHelmetStr4Cruel",25,2,2,"Advanced Spired Greathelm","Metadata/Items/Armours/Helmets/AbstractHelmet",55,"",[],1,"",[38],1,1,14073,2613143664,[],"","","",[],[],"","","","","","","",[],"",""
2378,"Metadata/Items/Armours/Helmets/FourHelmetStr5Cruel",25,2,2,"Advanced Elite Greathelm","Metadata/Items/Armours/Helmets/AbstractHelmet",59,"",[],1,"",[38],1,1,14074,3351823209,[],"","","",[],[],"","","","","","","",[],"",""
2379,"Metadata/Items/Armours/Helmets/FourHelmetDex1Cruel",25,2,2,"Advanced Shabby Hood","Metadata/Items/Armours/Helmets/AbstractHelmet",45,"",[],1,"",[39],1,1,14081,104753929,[],"","","",[],[],"","","","","","","",[],"",""
2380,"Metadata/Items/Armours/Helmets/FourHelmetDex2Cruel",25,2,2,"Advanced Felt Cap","Metadata/Items/Armours/Helmets/AbstractHelmet",48,"",[],1,"",[39],1,1,14082,3810310606,[],"","","",[],[],"","","","","","","",[],"",""
2381,"Metadata/Items/Armours/Helmets/FourHelmetDex3Cruel",25,2,2,"Advanced Lace Hood","Metadata/Items/Armours/Helmets/AbstractHelmet",51,"",[],1,"",[39],1,1,14083,1291008769,[],"","","",[],[],"","","","","","","",[],"",""
2382,"Metadata/Items/Armours/Helmets/FourHelmetDex4Cruel",25,2,2,"Advanced Swathed Cap","Metadata/Items/Armours/Helmets/AbstractHelmet",55,"",[],1,"",[39],1,1,14084,534184394,[],"","","",[],[],"","","","","","","",[],"",""
2383,"Metadata/Items/Armours/Helmets/FourHelmetDex5Cruel",25,2,2,"Advanced Hunter Hood","Metadata/Items/Armours/Helmets/AbstractHelmet",59,"",[],1,"",[39],1,1,14085,2817771586,[],"","","",[],[],"","","","","","","",[],"",""
2384,"Metadata/Items/Armours/Helmets/FourHelmetInt1Cruel",25,2,2,"Advanced Twig Circlet","Metadata/Items/Armours/Helmets/AbstractHelmet",45,"",[],1,"",[40],1,1,14092,4220792205,[],"","","",[],[],"","","","","","","",[],"",""
2385,"Metadata/Items/Armours/Helmets/FourHelmetInt2Cruel",25,2,2,"Advanced Wicker Tiara","Metadata/Items/Armours/Helmets/AbstractHelmet",48,"",[],1,"",[40],1,1,14093,3001777398,[],"","","",[],[],"","","","","","","",[],"",""
2386,"Metadata/Items/Armours/Helmets/FourHelmetInt3Cruel",25,2,2,"Advanced Beaded Circlet","Metadata/Items/Armours/Helmets/AbstractHelmet",51,"",[],1,"",[40],1,1,14094,2054141293,[],"","","",[],[],"","","","","","","",[],"",""
2387,"Metadata/Items/Armours/Helmets/FourHelmetInt4Cruel",25,2,2,"Advanced Chain Tiara","Metadata/Items/Armours/Helmets/AbstractHelmet",55,"",[],1,"",[40],1,1,14095,4204076768,[],"","","",[],[],"","","","","","","",[],"",""
2388,"Metadata/Items/Armours/Helmets/FourHelmetInt5Cruel",25,2,2,"Advanced Feathered Tiara","Metadata/Items/Armours/Helmets/AbstractHelmet",59,"",[],1,"",[40],1,1,14096,38508358,[],"","","",[],[],"","","","","","","",[],"",""
2389,"Metadata/Items/Armours/Helmets/FourHelmetStrDex1Cruel",25,2,2,"Advanced Brimmed Helm","Metadata/Items/Armours/Helmets/AbstractHelmet",45,"",[],1,"",[41],1,1,14103,4022052725,[],"","","",[],[],"","","","","","","",[],"",""
2390,"Metadata/Items/Armours/Helmets/FourHelmetStrDex2Cruel",25,2,2,"Advanced Guarded Helm","Metadata/Items/Armours/Helmets/AbstractHelmet",48,"",[],1,"",[41],1,1,14104,3678613528,[],"","","",[],[],"","","","","","","",[],"",""
2391,"Metadata/Items/Armours/Helmets/FourHelmetStrDex3Cruel",25,2,2,"Advanced Visored Helm","Metadata/Items/Armours/Helmets/AbstractHelmet",51,"",[],1,"",[41],1,1,14105,3276830951,[],"","","",[],[],"","","","","","","",[],"",""
2392,"Metadata/Items/Armours/Helmets/FourHelmetStrDex4Cruel",25,2,2,"Advanced Cowled Helm","Metadata/Items/Armours/Helmets/AbstractHelmet",55,"",[],1,"",[41],1,1,14106,1513236030,[],"","","",[],[],"","","","","","","",[],"",""
2393,"Metadata/Items/Armours/Helmets/FourHelmetStrDex5Cruel",25,2,2,"Advanced Shielded Helm","Metadata/Items/Armours/Helmets/AbstractHelmet",59,"",[],1,"",[41],1,1,14107,3094960757,[],"","","",[],[],"","","","","","","",[],"",""
2394,"Metadata/Items/Armours/Helmets/FourHelmetStrInt1Cruel",25,2,2,"Advanced Iron Crown","Metadata/Items/Armours/Helmets/AbstractHelmet",45,"",[],1,"",[42],1,1,14111,3512296159,[],"","","",[],[],"","","","","","","",[],"",""
2395,"Metadata/Items/Armours/Helmets/FourHelmetStrInt2Cruel",25,2,2,"Advanced Horned Crown","Metadata/Items/Armours/Helmets/AbstractHelmet",48,"",[],1,"",[42],1,1,14112,2918312160,[],"","","",[],[],"","","","","","","",[],"",""
2396,"Metadata/Items/Armours/Helmets/FourHelmetStrInt3Cruel",25,2,2,"Advanced Cultist Crown","Metadata/Items/Armours/Helmets/AbstractHelmet",51,"",[],1,"",[42],1,1,14113,3038762916,[],"","","",[],[],"","","","","","","",[],"",""
2397,"Metadata/Items/Armours/Helmets/FourHelmetStrInt4Cruel",25,2,2,"Advanced Martyr Crown","Metadata/Items/Armours/Helmets/AbstractHelmet",55,"",[],1,"",[42],1,1,14114,1130551710,[],"","","",[],[],"","","","","","","",[],"",""
2398,"Metadata/Items/Armours/Helmets/FourHelmetStrInt5Cruel",25,2,2,"Advanced Heavy Crown","Metadata/Items/Armours/Helmets/AbstractHelmet",59,"",[],1,"",[42],1,1,14115,2931869426,[],"","","",[],[],"","","","","","","",[],"",""
2399,"Metadata/Items/Armours/Helmets/FourHelmetDexInt1Cruel",25,2,2,"Advanced Hewn Mask","Metadata/Items/Armours/Helmets/AbstractHelmet",45,"",[],1,"",[43],1,1,14119,1689052071,[],"","","",[],[],"","","","","","","",[],"",""
2400,"Metadata/Items/Armours/Helmets/FourHelmetDexInt2Cruel",25,2,2,"Advanced Face Mask","Metadata/Items/Armours/Helmets/AbstractHelmet",48,"",[],1,"",[43],1,1,14120,2871374854,[],"","","",[],[],"","","","","","","",[],"",""
2401,"Metadata/Items/Armours/Helmets/FourHelmetDexInt3Cruel",25,2,2,"Advanced Hooded Mask","Metadata/Items/Armours/Helmets/AbstractHelmet",51,"",[],1,"",[43],1,1,14121,887208777,[],"","","",[],[],"","","","","","","",[],"",""
2402,"Metadata/Items/Armours/Helmets/FourHelmetDexInt4Cruel",25,2,2,"Advanced Veiled Mask","Metadata/Items/Armours/Helmets/AbstractHelmet",55,"",[],1,"",[43],1,1,14122,2625088746,[],"","","",[],[],"","","","","","","",[],"",""
2403,"Metadata/Items/Armours/Helmets/FourHelmetDexInt5Cruel",25,2,2,"Advanced Tribal Mask","Metadata/Items/Armours/Helmets/AbstractHelmet",59,"",[],1,"",[43],1,1,14123,3645168087,[],"","","",[],[],"","","","","","","",[],"",""
2404,"Metadata/Items/Armours/Gloves/FourGlovesStr2Cruel",22,2,2,"Advanced Riveted Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",45,"",[],1,"",[38],1,1,14128,1531082058,[],"","","",[],[],"","","","","","","",[],"",""
2405,"Metadata/Items/Armours/Gloves/FourGlovesStr3Cruel",22,2,2,"Advanced Tempered Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",51,"",[],1,"",[38],1,1,14129,661344367,[],"","","",[],[],"","","","","","","",[],"",""
2406,"Metadata/Items/Armours/Gloves/FourGlovesStr4Cruel",22,2,2,"Advanced Bolstered Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",55,"",[],1,"",[38],1,1,14130,2197289313,[],"","","",[],[],"","","","","","","",[],"",""
2407,"Metadata/Items/Armours/Gloves/FourGlovesStr5Cruel",22,2,2,"Advanced Moulded Mitts","Metadata/Items/Armours/Gloves/AbstractGloves",59,"",[],1,"",[38],1,1,14131,3771096637,[],"","","",[],[],"","","","","","","",[],"",""
2408,"Metadata/Items/Armours/Gloves/FourGlovesDex2Cruel",22,2,2,"Advanced Firm Bracers","Metadata/Items/Armours/Gloves/AbstractGloves",45,"",[],1,"",[39],1,1,14136,2986310585,[],"","","",[],[],"","","","","","","",[],"",""
2409,"Metadata/Items/Armours/Gloves/FourGlovesDex3Cruel",22,2,2,"Advanced Bound Bracers","Metadata/Items/Armours/Gloves/AbstractGloves",51,"",[],1,"",[39],1,1,14137,909137580,[],"","","",[],[],"","","","","","","",[],"",""
2410,"Metadata/Items/Armours/Gloves/FourGlovesDex4Cruel",22,2,2,"Advanced Sectioned Bracers","Metadata/Items/Armours/Gloves/AbstractGloves",55,"",[],1,"",[39],1,1,14138,3301613346,[],"","","",[],[],"","","","","","","",[],"",""
2411,"Metadata/Items/Armours/Gloves/FourGlovesDex5Cruel",22,2,2,"Advanced Spined Bracers","Metadata/Items/Armours/Gloves/AbstractGloves",59,"",[],1,"",[39],1,1,14139,713889586,[],"","","",[],[],"","","","","","","",[],"",""
2412,"Metadata/Items/Armours/Gloves/FourGlovesInt2Cruel",22,2,2,"Advanced Sombre Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",45,"",[],1,"",[40],1,1,14144,3492734064,[],"","","",[],[],"","","","","","","",[],"",""
2413,"Metadata/Items/Armours/Gloves/FourGlovesInt3Cruel",22,2,2,"Advanced Stitched Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",51,"",[],1,"",[40],1,1,14145,1644320794,[],"","","",[],[],"","","","","","","",[],"",""
2414,"Metadata/Items/Armours/Gloves/FourGlovesInt4Cruel",22,2,2,"Advanced Jewelled Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",55,"",[],1,"",[40],1,1,14146,2406305876,[],"","","",[],[],"","","","","","","",[],"",""
2415,"Metadata/Items/Armours/Gloves/FourGlovesInt5Cruel",22,2,2,"Advanced Intricate Gloves","Metadata/Items/Armours/Gloves/AbstractGloves",59,"",[],1,"",[40],1,1,14147,3741858155,[],"","","",[],[],"","","","","","","",[],"",""
2416,"Metadata/Items/Armours/Gloves/FourGlovesStrDex1Cruel",22,2,2,"Advanced Ringmail Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",45,"",[],1,"",[41],1,1,14151,821321678,[],"","","",[],[],"","","","","","","",[],"",""
2417,"Metadata/Items/Armours/Gloves/FourGlovesStrDex2Cruel",22,2,2,"Advanced Layered Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",51,"",[],1,"",[41],1,1,14152,909387651,[],"","","",[],[],"","","","","","","",[],"",""
2418,"Metadata/Items/Armours/Gloves/FourGlovesStrDex3Cruel",22,2,2,"Advanced Doubled Gauntlets","Metadata/Items/Armours/Gloves/AbstractGloves",59,"",[],1,"",[41],1,1,14153,1777727101,[],"","","",[],[],"","","","","","","",[],"",""
2419,"Metadata/Items/Armours/Gloves/FourGlovesStrInt1Cruel",22,2,2,"Advanced Rope Cuffs","Metadata/Items/Armours/Gloves/AbstractGloves",45,"",[],1,"",[42],1,1,14157,2971348876,[],"","","",[],[],"","","","","","","",[],"",""
2420,"Metadata/Items/Armours/Gloves/FourGlovesStrInt2Cruel",22,2,2,"Advanced Aged Cuffs","Metadata/Items/Armours/Gloves/AbstractGloves",51,"",[],1,"",[42],1,1,14158,1341042995,[],"","","",[],[],"","","","","","","",[],"",""
2421,"Metadata/Items/Armours/Gloves/FourGlovesStrInt3Cruel",22,2,2,"Advanced Goldcast Cuffs","Metadata/Items/Armours/Gloves/AbstractGloves",59,"",[],1,"",[42],1,1,14159,671300832,[],"","","",[],[],"","","","","","","",[],"",""
2422,"Metadata/Items/Armours/Gloves/FourGlovesDexInt1Cruel",22,2,2,"Advanced Gauze Wraps","Metadata/Items/Armours/Gloves/AbstractGloves",45,"",[],1,"",[43],1,1,14163,1460112588,[],"","","",[],[],"","","","","","","",[],"",""
2423,"Metadata/Items/Armours/Gloves/FourGlovesDexInt2Cruel",22,2,2,"Advanced Linen Wraps","Metadata/Items/Armours/Gloves/AbstractGloves",51,"",[],1,"",[43],1,1,14164,192950220,[],"","","",[],[],"","","","","","","",[],"",""
2424,"Metadata/Items/Armours/Gloves/FourGlovesDexInt3Cruel",22,2,2,"Advanced Spiral Wraps","Metadata/Items/Armours/Gloves/AbstractGloves",59,"",[],1,"",[43],1,1,14165,1363712375,[],"","","",[],[],"","","","","","","",[],"",""
2425,"Metadata/Items/Armours/Boots/FourBootsStr2Cruel",23,2,2,"Advanced Iron Greaves","Metadata/Items/Armours/Boots/AbstractBoots",45,"",[],1,"",[38],1,1,14170,3376904147,[],"","","",[],[],"","","","","","","",[],"",""
2426,"Metadata/Items/Armours/Boots/FourBootsStr3Cruel",23,2,2,"Advanced Bronze Greaves","Metadata/Items/Armours/Boots/AbstractBoots",51,"",[],1,"",[38],1,1,14171,3466224128,[],"","","",[],[],"","","","","","","",[],"",""
2427,"Metadata/Items/Armours/Boots/FourBootsStr4Cruel",23,2,2,"Advanced Trimmed Greaves","Metadata/Items/Armours/Boots/AbstractBoots",55,"",[],1,"",[38],1,1,14172,3547941423,[],"","","",[],[],"","","","","","","",[],"",""
2428,"Metadata/Items/Armours/Boots/FourBootsStr5Cruel",23,2,2,"Advanced Stone Greaves","Metadata/Items/Armours/Boots/AbstractBoots",59,"",[],1,"",[38],1,1,14173,2441764962,[],"","","",[],[],"","","","","","","",[],"",""
2429,"Metadata/Items/Armours/Boots/FourBootsDex2Cruel",23,2,2,"Advanced Laced Boots","Metadata/Items/Armours/Boots/AbstractBoots",45,"",[],1,"",[39],1,1,14178,4078423564,[],"","","",[],[],"","","","","","","",[],"",""
2430,"Metadata/Items/Armours/Boots/FourBootsDex3Cruel",23,2,2,"Advanced Embossed Boots","Metadata/Items/Armours/Boots/AbstractBoots",51,"",[],1,"",[39],1,1,14179,3779836513,[],"","","",[],[],"","","","","","","",[],"",""
2431,"Metadata/Items/Armours/Boots/FourBootsDex4Cruel",23,2,2,"Advanced Steeltoe Boots","Metadata/Items/Armours/Boots/AbstractBoots",55,"",[],1,"",[39],1,1,14180,3746105877,[],"","","",[],[],"","","","","","","",[],"",""
2432,"Metadata/Items/Armours/Boots/FourBootsDex5Cruel",23,2,2,"Advanced Lizardscale Boots","Metadata/Items/Armours/Boots/AbstractBoots",59,"",[],1,"",[39],1,1,14181,2231294501,[],"","","",[],[],"","","","","","","",[],"",""
2433,"Metadata/Items/Armours/Boots/FourBootsInt2Cruel",23,2,2,"Advanced Wrapped Sandals","Metadata/Items/Armours/Boots/AbstractBoots",45,"",[],1,"",[40],1,1,14186,3797197940,[],"","","",[],[],"","","","","","","",[],"",""
2434,"Metadata/Items/Armours/Boots/FourBootsInt3Cruel",23,2,2,"Advanced Lattice Sandals","Metadata/Items/Armours/Boots/AbstractBoots",51,"",[],1,"",[40],1,1,14187,3083333848,[],"","","",[],[],"","","","","","","",[],"",""
2435,"Metadata/Items/Armours/Boots/FourBootsInt4Cruel",23,2,2,"Advanced Silk Slippers","Metadata/Items/Armours/Boots/AbstractBoots",55,"",[],1,"",[40],1,1,14188,102998875,[],"","","",[],[],"","","","","","","",[],"",""
2436,"Metadata/Items/Armours/Boots/FourBootsInt5Cruel",23,2,2,"Advanced Feathered Sandals","Metadata/Items/Armours/Boots/AbstractBoots",59,"",[],1,"",[40],1,1,14189,3584626905,[],"","","",[],[],"","","","","","","",[],"",""
2437,"Metadata/Items/Armours/Boots/FourBootsStrDex1Cruel",23,2,2,"Advanced Mail Sabatons","Metadata/Items/Armours/Boots/AbstractBoots",45,"",[],1,"",[41],1,1,14193,2270246625,[],"","","",[],[],"","","","","","","",[],"",""
2438,"Metadata/Items/Armours/Boots/FourBootsStrDex2Cruel",23,2,2,"Advanced Braced Sabatons","Metadata/Items/Armours/Boots/AbstractBoots",51,"",[],1,"",[41],1,1,14194,2719740973,[],"","","",[],[],"","","","","","","",[],"",""
2439,"Metadata/Items/Armours/Boots/FourBootsStrDex3Cruel",23,2,2,"Advanced Stacked Sabatons","Metadata/Items/Armours/Boots/AbstractBoots",59,"",[],1,"",[41],1,1,14195,1965574271,[],"","","",[],[],"","","","","","","",[],"",""
2440,"Metadata/Items/Armours/Boots/FourBootsStrInt1Cruel",23,2,2,"Advanced Padded Leggings","Metadata/Items/Armours/Boots/AbstractBoots",45,"",[],1,"",[42],1,1,14199,2697538586,[],"","","",[],[],"","","","","","","",[],"",""
2441,"Metadata/Items/Armours/Boots/FourBootsStrInt2Cruel",23,2,2,"Advanced Secured Leggings","Metadata/Items/Armours/Boots/AbstractBoots",51,"",[],1,"",[42],1,1,14200,2301046947,[],"","","",[],[],"","","","","","","",[],"",""
2442,"Metadata/Items/Armours/Boots/FourBootsStrInt3Cruel",23,2,2,"Advanced Pelt Leggings","Metadata/Items/Armours/Boots/AbstractBoots",59,"",[],1,"",[42],1,1,14201,3824753695,[],"","","",[],[],"","","","","","","",[],"",""
2443,"Metadata/Items/Armours/Boots/FourBootsDexInt1Cruel",23,2,2,"Advanced Frayed Shoes","Metadata/Items/Armours/Boots/AbstractBoots",45,"",[],1,"",[43],1,1,14205,848170209,[],"","","",[],[],"","","","","","","",[],"",""
2444,"Metadata/Items/Armours/Boots/FourBootsDexInt2Cruel",23,2,2,"Advanced Threaded Shoes","Metadata/Items/Armours/Boots/AbstractBoots",51,"",[],1,"",[43],1,1,14206,2519608168,[],"","","",[],[],"","","","","","","",[],"",""
2445,"Metadata/Items/Armours/Boots/FourBootsDexInt3Cruel",23,2,2,"Advanced Hunting Shoes","Metadata/Items/Armours/Boots/AbstractBoots",59,"",[],1,"",[43],1,1,14207,2568503183,[],"","","",[],[],"","","","","","","",[],"",""
2446,"Metadata/Items/Armours/Shields/FourShieldStr2Cruel",26,2,4,"Advanced Painted Tower Shield","Metadata/Items/Armours/Shields/AbstractShield",45,"",[],2,"","[38,226]",1,1,14212,4134806692,[],"","","",[],[],"","","","","","","",[],"",""
2447,"Metadata/Items/Armours/Shields/FourShieldStr3Cruel",26,2,4,"Advanced Braced Tower Shield","Metadata/Items/Armours/Shields/AbstractShield",48,"",[],2,"","[38,226]",1,1,14213,1183065894,[],"","","",[],[],"","","","","","","",[],"",""
2448,"Metadata/Items/Armours/Shields/FourShieldStr5Cruel",26,2,4,"Advanced Effigial Tower Shield","Metadata/Items/Armours/Shields/AbstractShield",51,"",[],2,"","[38,226]",1,1,14215,515604327,[],"","","",[],[],"","","","","","","",[],"",""
2449,"Metadata/Items/Armours/Shields/FourShieldStr6Cruel",26,2,4,"Advanced Rampart Tower Shield","Metadata/Items/Armours/Shields/AbstractShield",55,"",[],2,"","[38,226]",1,1,14216,3185162322,[],"","","",[],[],"","","","","","","",[],"",""
2450,"Metadata/Items/Armours/Shields/FourShieldStr7Cruel",26,2,4,"Advanced Heraldric Tower Shield","Metadata/Items/Armours/Shields/AbstractShield",59,"",[],2,"","[38,226]",1,1,14217,418399659,[],"","","",[],[],"","","","","","","",[],"",""
2451,"Metadata/Items/Armours/Shields/FourShieldStr8Cruel",26,2,4,"Advanced Stone Tower Shield","Metadata/Items/Armours/Shields/AbstractShield",61,"",[],2,"","[38,226]",1,1,14218,1906090057,[],"","","",[],[],"","","","","","","",[],"",""
2452,"Metadata/Items/Armours/Shields/FourShieldStrDex1Cruel",26,2,3,"Advanced Hardwood Targe","Metadata/Items/Armours/Shields/AbstractShield",45,"",[],2,"","[41,228]",1,1,14224,1651245420,[],"","","",[],[],"","","","","","","",[],"",""
