"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClasses","WebsiteDescription","WebsiteImage","HideOnWebsite","GrantedEffect","bool","SkillTotemId","IsManuallyCasted","Input_Stats","Output_Stats","MinionActiveSkillTypes","bool","isGem","SecondarySkillSpecificStats","SkillMine","AlternateSkillTargetingBehaviour","bool","AIFile","StatContextFlags","bool","bool","bool","TransfigureBase","i32","i32","string","rid","string","rid","rid","bool","string","i32","string"
829,"freezing_mark","Freezing Mark","[Mark|Marks] a target, making them more susceptible to being [Frozen]. When the Marked target dies, a [Cold] nova erupts from their corpse. This nova does not use your Weapon Damage, and instead uses its own base [Attack] Damage.",718,"Art/2DArt/SkillIcons/FreezingMarkSkill.dds","[1,24]","[1,13,14,15,21,31,69,8,139,97,29,143]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"",471,"","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/freezing_mark/"
830,"freezing_mark_nova","Freezing Nova","",719,"Art/2DArt/SkillIcons/FreezingMarkSkill.dds",[1],"[83,7,31,36,0,117,29,166]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","","","",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/freezing_mark_nova/"
831,"thaumaturgist_mark","Voltaic Mark","[Mark|Marks] a target, making them more susceptible to being [Shock|Shocked]. When the Marked target dies, a [Lightning] nova erupts from their corpse. This nova does not use your Weapon Damage, and instead uses its own base [Attack] Damage.",720,"Art/2DArt/SkillIcons/ShockingMarkSkill.dds",[1],"[1,13,14,15,21,31,69,8,139,97,30,143]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/thaumaturgist_mark/"
832,"thaumaturgist_mark_nova","Voltaic Nova","",721,"Art/2DArt/SkillIcons/ShockingMarkSkill.dds",[1],"[0,83,7,31,36,117,30,166]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","","","",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/thaumaturgist_mark_nova/"
833,"ailment_bearer","Unbound Avatar","Gain [UnboundFury|Unbound Fury] by inflicting [ElementalAilments|Elemental Ailments] with [HitDamage|Hits] on enemies. Once you reach maximum Unbound Fury, consume it to become Unbound for a duration, vastly augmenting your Elemental prowess.",722,"Art/2DArt/SkillIcons/MonkInvokerUnboundAvatar.dds",[4],"[4,89,63,28,29,30,84,85,8]",[],"","",1,"","",25,1,[19926],[8865],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/ailment_bearer/"
834,"hand_of_chayula","Hand of Chayula","Dash to an enemy and [Strike] them with an unarmed [Attack|Attack], applying socketed [Curse|Curses] and [Mark|Marks] with reduced effect. This skill always [Strike|Strikes] with your bare fist, even if you have a [Quarterstaff|Quarterstaff] equipped.",723,"Art/2DArt/SkillIcons/MonkHandOfChayula.dds","[2,1]","[121,0,117,19,7,41,20]","[36,57]","","",1,"","",25,1,[],[],[],1,1,[],8,2,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/hand_of_chayula/"
835,"freezing_word","Freezing Word","Manifest words of power that freeze the air around you, coating nearby enemies in shards of ice. Dealing enough damage to these enemies will shatter the shards, causing an icy explosion that deals [Attack] damage but does not use your weapon's damage.",725,"Art/2DArt/SkillIcons/MonkFreezingWord.dds",[1],"[7,29,139,166]","[36,57]","","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/freezing_word/"
836,"triggered_freezing_word_explosion","Freezing Explosion","",726,"Art/2DArt/SkillIcons/MonkFreezingWord.dds",[1],"[0,7,31,36,83,29,117]","[36,57]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/triggered_freezing_word_explosion/"
837,"reset_cooldowns","Time Snap","Manipulates time, resetting the cooldowns of your other Skills.",727,"Art/2DArt/SkillIcons/SorceressTemporalistReloadCooldown.dds",[4],"[1,89]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
838,"time_stop","Time Freeze","Releases a large wave that stops time for all affected enemies for a duration. Duration is lower the more times the enemy has had time stopped for them.",728,"Art/2DArt/SkillIcons/SorceressTemporalistTimeStop.dds",[4],"[1,89,7,8]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/time_stop/"
839,"demon_transformation","Demon Form","[Shapeshift] into a demon, vastly boosting the power of your [Spell|Spells]. You gain Demonflame every second you remain in demon form, causing your Life to be lost at an ever-increasing rate. Revert to human form if you reach 1 Life, use a Skill that isn't a [Spell], or reactivate this Skill.",729,"Art/2DArt/SkillIcons/WitchTransformDemon.dds",[4],"[4,138,89,155,131]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,3,0,0,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/demon_transformation/"
840,"war_banner_reservation","War Banner","While active, killing enemies with [Attack|Attacks] or standing near a [Rarity|Unique] enemy generates [Valour]. Using this Skill consumes its [Valour] to place an inspiring Banner with an [Aura] that grants you and nearby [Allies] [Attack] damage and [Accuracy] while the Banner lasts. The Banner cannot gain [Valour] while placed, and you cannot place a Banner while you already have a Banner placed.",730,"Art/2DArt/SkillIcons/WarBannerSkill.dds",[4],"[119,11,4,138,149,7,8]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","","","",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
841,"defiance_banner_reservation","Defiance Banner","While active, killing enemies with [Attack|Attacks] or standing near a [Rarity|Unique] enemy generates [Valour]. Using this Skill consumes its [Valour] to place an inspiring Banner with an [Aura] that grants you and nearby [Allies] [Armour], [Evasion] and movement speed while the Banner lasts. The Banner cannot gain [Valour] while placed, and you cannot place a Banner while you already have a Banner placed.",730,"Art/2DArt/SkillIcons/DefianceBannerSkill.dds",[4],"[119,11,4,138,149,7,8]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","","","",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
842,"dread_banner_reservation","Dread Banner","While active, killing enemies with [Attack|Attacks] or standing near a [Rarity|Unique] enemy generates [Valour]. Using this Skill consumes its [Valour] to place an inspiring Banner with an [Aura] that grants you and nearby [Allies] [StunThreshold|Stun Threshold], [AilmentThreshold|Elemental Ailment Threshold] and [Flask] charges while the Banner lasts. The Banner cannot gain [Valour] while placed, and you cannot place a Banner while you already have a Banner placed.",730,"Art/2DArt/SkillIcons/DreadBannerSkill.dds",[4],"[119,11,4,138,149,7,8]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","","","",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
843,"time_of_need","Time of Need","Invokes divine blessings, periodically healing you and removing [Curse|Curses] and [ElementalAilments|Elemental Ailments] from you.",731,"Art/2DArt/SkillIcons/TimeOfNeedSkill.dds",[4],"[119,11,4,138,8]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","","","",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/time_of_need/"
844,"encase_in_jade","Encase in Jade","Consumes all stacks of [Jade] to grant a [Buff] for a duration that absorbs all Damage from [HitDamage|Hits], up to a maximum based on the amount of [Jade] consumed. While encased you cannot move or perform actions.",732,"Art/2DArt/SkillIcons/BruteWarbringerEncasedJade.dds",[4],"[1,4,77,89,8,27]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/encase_in_jade/"
845,"summon_totem_defender","Ancestral Spirits","Each of your [Totem|Totems] will summon an Ancestral Spirit [Minion] to fight for you. If the Totem that summoned the Minion dies then the Ancestral Spirit will too.",734,"Art/2DArt/SkillIcons/BruteWarbringerDefenders.dds","[1,24,20,28]","[5,8,31,49,76,36]",[],"","",1,"","",25,"",[],[],"[0,19,20,23,1,6,7,2,18,8,34,40,56]",1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
846,"elemental_invocation","Elemental Invocation","While active, this Invocation gains [Energy|Energy] when you [Freeze], [Shock] or [Ignite] an enemy. Using the Invocation once sufficient [Energy|Energy] is gathered will consume the [Energy|Energy] to trigger socketed [Spell|Spells], and can trigger them multiple times if it has enough [Energy].",735,"Art/2DArt/SkillIcons/ElementalInvocationSkill.dds","[2,1]","[11,119,121,138,4,149,156,28,29,30,181]",[],"","",1,"","",25,1,[],[],[],1,1,[18319],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
847,"breach_walk","Into the Breach","Creates a Breach around you, allowing you to see nearby [FlamesOfChayula|Flames of Chayula]. You are considered to be in a Breach while this skill is active.",737,"Art/2DArt/SkillIcons/MonkBreachWalk.dds",[4],"[4,138,119,11]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
848,"attrition","Attrition","While active, causes you to deal more [HitDamage|Hit] damage to [Rarity|Rare] and [Rarity|Unique] enemies the longer you've been fighting them, and gain [CullingStrike|Culling Strike] against them once you've been fighting them for long enough.",740,"Art/2DArt/SkillIcons/AttritionSkill.dds",[4],"[119,11,4,138]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/attrition/"
849,"elemental_conflux","Elemental Conflux","Tap into a current of raw and unpredictable [ElementalDamage|Elemental] power, causing you to deal greatly more damage of a randomly chosen [ElementalDamage|Element]. The [ElementalDamage|Element] affected changes frequently, though the same [ElementalDamage|Element] can be affected multiple times in succession.",741,"Art/2DArt/SkillIcons/ElementalConfluxSkill.dds",[4],"[119,11,4,138,8,30,29,28]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","","","",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/elemental_conflux/"
850,"emergency_reload","Emergency Reload","Instantly reloads your active [Crossbow] [Ammunition] and [Empowered|Empowers] the loaded bolts to deal more damage.",742,"Art/2DArt/SkillIcons/MercEmergencyReload.dds",[4],"[63,89,8,118,4,146]",[78],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/emergency_reload/"
851,"cluster_grenade","Cluster Grenade","Fires a bouncing [Grenade] that explodes when its fuse expires, throwing out a nova of mini [Grenade|Grenades] that explode when they come to a stop.",601,"Art/2DArt/SkillIcons/MercClusterGrenade.dds","[1,24,20,28]","[0,40,7,61,10,89,8,157,28,139,175]",[78],"","",1,"","",25,1,"[19961,19962,19963,19969]","[9359,3219,209,167]",[],1,1,[],8,7,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/cluster_grenade/"
852,"cluster_grenade_mini","","",601,"Art/2DArt/SkillIcons/MercClusterGrenade.dds",[1],"[0,40,7,61,10,89,8,157]",[78],"","",1,"","",25,"","[19961,19962,19963,19969]","[9359,3219,209,167]",[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","","","",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/cluster_grenade_mini/"
853,"lightning_clone_retaliation","Lightning Clone Retaliation","",744,"",[2],"[1,2,56,31,89]",[],"","",1,"LightningCloneRetaliation","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
854,"pilot_row_boat","","",745,"",[1],[47],[],"","",1,"","",25,"",[],[],[],"","",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","","","",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
855,"charge_mastery","Charge Infusion","While active, you gain powerful [Buff|Buffs] based on your active [Charges]. However, maintaining the [Buff] Consumes [Charges] every few seconds.",746,"Art/2DArt/SkillIcons/ChargeMasteryDeath.dds",[4],"[119,11,4,138]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/charge_mastery/"
856,"shard_despoiler","Shard Scavenger","While active, [Consume|Consuming] [Freeze], [Shock], [Ignite], or [ArmourBreak|Fully Broken Armour] on an enemy reloads your [Crossbow|Crossbow]. This can only occur once every few seconds.",747,"Art/2DArt/SkillIcons/MercShardDespoiler.dds",[4],"[119,11,4,138,29,30,27,28]",[78],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/shard_despoiler/"
857,"affliction_split","","",748,"",[2],[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
858,"trigger_ignite_oil_ground","","",749,"",[1],[31],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
859,"mtx_sit_on_the_throne","","",750,"",[4],[110],[],"","",1,"","",25,"",[],[],[],"","",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
860,"overwhelming_pressure","Overwhelming Presence","While active, enemies in your [Presence] are easier to [Stun] and inflict [ElementalAilments|Elemental Ailments] upon.",751,"Art/2DArt/SkillIcons/OverwhelmingPressureSkill.dds",[4],"[119,11,4,138]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/overwhelming_pressure/"
861,"alchemist_boon","Alchemist's Boon","While active, grants you [Flask] charges passively and causes Life and Mana recovery from your [Flask|Flasks] to also apply to [Allies] in your [Presence].",752,"Art/2DArt/SkillIcons/AlchemistsBoonSkill.dds",[4],"[119,11,4,138,38]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/alchemist_boon/"
862,"melee_kill_invocation","Reaper's Invocation","While active, this Invocation gains [Energy|Energy] when you kill an enemy with a [Melee] [Attack]. Using the Invocation once sufficient [Energy|Energy] is gathered will consume the [Energy|Energy] to trigger socketed [Spell|Spells], and can trigger them multiple times if it has enough [Energy].",753,"Art/2DArt/SkillIcons/MeleeInvocationSkill.dds","[2,1]","[11,119,121,138,4,149,156,181]",[],"","",1,"","",25,1,[],[],[],1,1,[18319],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
863,"harvester","Sacrifice","While active, your undead [Reviving] [Minion|Minions] can be used in place of [Corpse|Corpses] by your skills, but your [Minion|Minions] [Reviving|Revive] more slowly.",754,"Art/2DArt/SkillIcons/HarvesterSkill.dds",[1],"[119,11,4,138,5]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/harvester/"
864,"archmage","Archmage","While active, causes your Non-[Channelling] [Spell|Spells] to cost additional mana and deal extra [Lightning] damage, both based on your maximum Mana.",755,"Art/2DArt/SkillIcons/ArchmageSkill.dds",[4],"[119,11,4,138,30]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/archmage/"
865,"burning_runes","Burning Inscription","Creates [IgnitedGround|Ignited Ground] [Ignite|Igniting] Enemies based off a percentage of your Maximum Mana.",756,"Art/2DArt/SkillIcons/iconbasicattack.dds","[1,24,20,28]","[31,6,7,28,114]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
866,"magnetic_salvo","Magnetic Salvo","Aims skyward and fires energy missiles at lingering arrows or bolts created by other [Lightning] [Attack|Attacks] in front of you. The missiles explode if they land close to a lingering bolt or arrow, dealing more damage in a larger area but destroying that bolt or arrow in the process.",757,"Art/2DArt/SkillIcons/RangerMagneticSalvo.dds",[1],"[6,7,2,56,0,40,30,175]",[13],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",2,"Metadata/StatDescriptions/specific_skill_stat_descriptions/magnetic_salvo/statset_0/"
867,"freezing_salvo","Freezing Salvo","Passively coalesces icy missiles from the air over time. Using the skill fires a missile, firing an additional missile for each that has been accumulated.",758,"Art/2DArt/SkillIcons/RangerFreezingSalvoSkill.dds","[1,20]","[6,7,29,2,56,0,40,162,175]",[13],"","",1,"","",25,1,[],[],[],1,1,[],8,5,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/freezing_salvo/"
868,"triggered_gas_cloud","[DNT] Gas Cloud","[DNT] Creates a [Poison|Poison] cloud. [Burning] effects or [Detonator|Detonator] skills will cause the cloud to explode in a fiery blast. (Wording copied from Toxic Grenade.)",759,"Art/2DArt/SkillIcons/RangerGasCloudSkill.dds",[1],"[31,7,34,8]",[],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
