"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","string","bool","bool","i32","i32","i32","i32","bool","i32","[string]","rid","bool","bool","bool","[rid]"
15493,"accuracy_rating_+%_final_from_map","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1433970467,[],"","","",1,[]
15494,"map_player_accuracy_rating_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1695837132,[],"","","",1,[]
15495,"map_ground_consecrated_life_regeneration_rate_per_minute_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1697381332,[],"","","",1,[]
15496,"lose_x_mana_when_you_use_skill","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1059650304,[],"","","",1,[]
15497,"cleansing_fire_delay_between_spawns_ms","","","",3,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,387121506,[],"","","",1,[]
15498,"cleansing_fire_projectile_move_delay_ms","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",392147898,[],"","","",1,[]
15499,"cleansing_fire_maven_projectiles_to_destroy","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",215315246,[],"","","",1,[]
15500,"melee_hits_grant_rampage_stacks","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1870268034,[],"","","",1,[]
15501,"trigger_on_attack_hit_against_rare_or_unique","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,1901429566,[],"","","","",[]
15502,"dread_banner_grants_an_additional_x_to_maximum_fortification_when_placing_the_banner","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-115952005,[],"","","",1,[]
15503,"dread_banner_grants_an_additional_x_to_maximum_fortification_when_placing_the_banner_div_50","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-473359770,[],"","","",1,[]
15504,"damage_+%_with_bow_skills","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1448872557,[],"","","",1,[]
15505,"gain_frenzy_charge_on_hitting_marked_enemy_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",591972023,[],"","","",1,[]
15506,"keystone_precise_technique","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-702631122,[],"","","",1,[]
15507,"main_hand_attack_damage_+%_final_from_precise_technique","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",1441085911,[],"","","",1,[]
15508,"off_hand_attack_damage_+%_final_from_precise_technique","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",-843303588,[],"","","",1,[]
15509,"ignore_all_migitation_from_self","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",802458344,[],"","","",1,[]
15510,"voodoo_doll_target_object_id","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",122564818,[],"","","",1,[]
15511,"voodoo_doll_damage_reflection_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",172400694,[],"","","",1,[]
15512,"map_rogue_exiles_chance_to_drop_additional_currency_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-72591971,[],"","","",1,[]
15513,"map_incursion_pack_size_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1726201478,[],"","","",1,[]
15514,"map_possessed_monster_item_quantity_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1407522912,[],"","","",1,[]
15515,"map_boss_chance_to_be_surrounded_by_spirits_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1331686465,[],"","","",1,[]
15516,"map_shrines_have_guaranteed_magic_pack","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1076716530,[],"","","",1,[]
15517,"map_shrines_chance_to_be_greed_shrine_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-441545935,[],"","","",1,[]
15518,"atlas_daily_kirac_missions_+","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1645092304,[],"","","",1,[]
15519,"map_duplicate_essence_monsters_with_at_least_4_essences","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1342574934,[],"","","",1,[]
15520,"map_duplicate_essence_monsters_with_shrieking_essence","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",443248056,[],"","","",1,[]
15521,"map_essence_monsters_chance_for_3_additional_essences_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",734027642,[],"","","",1,[]
15522,"map_extra_monolith_%_chance","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1393647953,[],"","","",1,[]
15523,"map_harbinger_cooldown_speed_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1467348083,[],"","","",1,[]
15524,"map_harbingers_have_chance_to_drop_full_currency","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1480792359,[],"","","",1,[]
15525,"map_strongboxes_+%_chance_to_be_arcanist","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1963263681,[],"","","",1,[]
15526,"map_strongboxes_+%_chance_to_be_cartographers","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",159546562,[],"","","",1,[]
15527,"map_strongboxes_+%_chance_to_be_diviners","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1666143600,[],"","","",1,[]
15528,"map_strongboxes_currency_is_duplicated","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-87627757,[],"","","",1,[]
15529,"map_einhar_mission_additional_yellows","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1411746193,[],"","","",1,[]
15530,"map_abyss_jewels_%_chance_to_drop_corrupted_with_more_mods","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-948659074,[],"","","",1,[]
15531,"map_ritual_%_chance_to_drop_vessel_from_final_encounter","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-833460504,[],"","","",1,[]
15532,"map_breach_chest_splinter_quantity_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-717596010,[],"","","",1,[]
15533,"map_breach_monster_splinter_quantity_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-502523654,[],"","","",1,[]
15534,"monster_dropped_item_quantity_+%_final_if_possessed","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",789558999,[],"","","",1,[]
15535,"map_strongboxes_chance_to_be_operatives_%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",728273744,[],"","","",1,[]
15536,"unique_jewel_grants_notable_hash_part_1",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1445092115,[],"","","","",[]
15537,"unique_jewel_grants_notable_hash_part_2",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",192579001,[],"","","","",[]
15538,"local_display_nearby_stationary_enemies_gain_a_grasping_vine_every_x_ms","",1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-21362470,[],"","","",1,[]
15539,"unique_boots_all_damage_inflicts_poison_against_enemies_with_at_least_x_grasping_vines","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1518815076,[],"","","",1,[]
15540,"gain_x_grasping_vines_when_you_take_a_critical_strike","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-517318768,[],"","","",1,[]
15541,"map_vaal_temple_spawn_additional_vaal_vessels","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",450864145,[],"","","",1,[]
15542,"support_cast_while_channelling_triggered_skill_non_damaging_ailment_effect_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-341246900,[],"","","",1,[]
15543,"map_contains_heist_bounty_pack_%_chance","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",225531381,[],"","","",1,[]
15544,"map_player_shrine_buff_effect_on_self_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",666171297,[],"","","",1,[]
15545,"map_betrayal_leaders_drop_additional_veiled_rare_of_their_type","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",635749581,[],"","","",1,[]
15546,"map_harbinger_summoned_minion_count_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",85850141,[],"","","",1,[]
15547,"map_betrayal_chance_for_leader_to_intervene_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",538468900,[],"","","",1,[]
15548,"monster_ai_minion_effectiveness_thresholds_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1708810095,[],"","","",1,[]
15549,"map_kirac_mission_pack_size_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1717214613,[],"","","",1,[]
15550,"number_of_vaal_side_area_bosses_to_summon","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-2009831997,[],"","","",1,[]
15551,"black_star_comet_barrage_big_projectiles","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1262258477,[],"","","",1,[]
15552,"black_star_comet_barrage_small_projectiles_per_big","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",806548154,[],"","","",1,[]
15553,"black_star_comet_barrage_projectile_start_height","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-922567940,[],"","","",1,[]
15554,"physical_hit_and_dot_damage_%_taken_as_fire","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1497539909,[],"","","",1,[]
15555,"lightning_hit_and_dot_damage_%_taken_as_fire","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",684801183,[],"","","",1,[]
15556,"cold_hit_and_dot_damage_%_taken_as_fire","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1698131867,[],"","","",1,[]
15557,"attack_block_%_per_200_fire_hit_damage_taken_recently","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",319137797,[],"","","",1,[]
15558,"physical_damage_over_time_%_taken_as_fire","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",1072540615,[],"","","",1,[]
15559,"support_spellslinger_damage_+%_final","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1927355209,[],"","","",1,[]
15560,"map_atlas_primordial_doodad_density","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-481601722,[],"","","",1,[]
15561,"accuracy_rating_+_per_green_socket_on_bow","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-555359249,[],"","","",1,[]
15562,"arrow_speed_additive_modifiers_also_apply_to_bow_damage","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1945968973,[],"","","",1,[]
15563,"gain_frenzy_charge_per_enemy_you_crit_%_chance","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1275515975,[],"","","",1,[]
15564,"hydrosphere_hit_cooldown_ms","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,1,827246160,[],"","","",1,[]
15565,"virtual_bow_damage_+%","","","",1,"","","",1,-16843010,-16843010,-16843010,-16843010,"",1648832201,[],"","","",1,[]
15566,"black_star_comet_barrage_overall_spawn_time_ms","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",854548066,[],"","","",1,[]
15567,"chest_drop_additional_rusted_scarabs","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",576849763,[],"","","",1,[]
15568,"chest_drop_additional_polished_scarabs","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1445589814,[],"","","",1,[]
15569,"chest_drop_additional_gilded_scarabs","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",998201507,[],"","","",1,[]
15570,"chest_drop_additional_winged_scarabs","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",516014787,[],"","","",1,[]
15571,"chest_drop_additional_map_fragments","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1113305843,[],"","","",1,[]
15572,"chest_drop_additional_map_currency","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-710332977,[],"","","",1,[]
15573,"chest_all_dropped_scarabs_are_same_content_type","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1550012155,[],"","","",1,[]
15574,"map_atlas_scouting_report_drop_chance_+%","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1567122224,[],"","","",1,[]
15575,"local_unique_jewel_blight_cast_speed_+%_with_40_int_in_radius","",1,"",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",499894792,[],"","","",1,[]
15576,"blight_cast_speed_+%",1,"","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-758860694,"[""blight_channel"",""vaal_blight""]","","","",1,[]
15577,"mtx_mjolner_visual_effect_on_kill_%_chance","","","",1,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,678068447,[],"","","",1,[]
15578,"mtx_headhunter_visual_effect_on_rare_kill_%_chance","","","",1,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,231058231,[],"","","",1,[]
15579,"mtx_bottled_faith_visual_effect_on_flask_use_%_chance","","","",1,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,-1567177530,[],"","","",1,[]
15580,"mtx_dying_sun_projectile_attached_visual_effect","","","",4,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,1528335356,[],"","","",1,[]
15581,"projectile_attached_visual_effect_art_variation","","","",4,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,661726044,[],"","","",1,[]
15582,"mtx_paradoxica_double_damage_visual_effect","","","",4,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,-11501492,[],"","","",1,[]
15583,"mtx_hands_high_templar_corruption_visual_effect",1,"","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",815644050,[],"","","",1,[]
15584,"track_fire_damage_taken_from_hits_recently","","","",4,"","","",1,-16843010,-16843010,-16843010,-16843010,"",2028217774,[],"","","",1,[]
15585,"fire_damage_taken_from_hits_recently","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1659462131,[],"","","",1,[]
15586,"number_of_socketed_skill_gems",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1353889307,[],"","","",1,[]
15587,"skill_aura_also_disables_non_blessing_mana_reservation_skills","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,177979343,[],"","","",1,[]
15588,"non_blessing_skills_with_mana_reservation_are_disabled",1,"","",4,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,685643444,[],"","","",1,[]
15589,"skill_disabled_by_stat",1,"","",4,"","",1,1,-16843010,-16843010,-16843010,-16843010,1,1057189748,[],"","","",1,[1]
15590,"skill_is_aegis_skill","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",2030539542,[],"","","",1,[]
15591,"skill_is_blessing_skill","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,1,-263479834,[],"","","",1,[]
15592,"skill_is_aura_skill",1,"","",4,"","",1,1,-16843010,-16843010,-16843010,-16843010,1,1287511505,[],"","","",1,[1]
15593,"local_influence_mod_requires_unique_monster_presence","",1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-39303830,[],"","","",1,[]
15594,"local_influence_mod_requires_celestial_boss_presence","",1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1354414896,[],"","","",1,[]
15595,"character_sheet_display_presence_radius","","","",4,"","","",1,-16843010,-16843010,-16843010,-16843010,1,1624180465,[],"","","",1,[]
15596,"map_breach_type_override","","","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1755649598,[],"","","",1,[]
15597,"map_boss_drops_additional_shaper_guardian_map","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",728249071,[],"","","",1,[]
15598,"map_boss_drops_additional_elder_guardian_map","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-537332553,[],"","","",1,[]
15599,"map_boss_drops_additional_conqueror_map","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1114327434,[],"","","",1,[]
15600,"boss_life_+%_final_from_boss_drops_guardian_map_sextant","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",1161671782,[],"","","",1,[]
15601,"map_boss_life_+%_final_from_boss_drops_guardian_map_sextant","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",911487783,[],"","","",1,[]
15602,"boss_damage_+%_final_from_boss_drops_guardian_map_sextant","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-397240723,[],"","","",1,[]
15603,"map_boss_damage_+%_final_from_boss_drops_guardian_map_sextant","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-841364959,[],"","","",1,[]
15604,"map_dropped_maps_are_corrupted_with_8_mods","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1715785157,[],"","","",1,[]
15605,"map_legion_monster_splinter_emblem_drops_duplicated","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1960166723,[],"","","",1,[]
15606,"legion_monster_life_+%_final_from_sextant","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1043648902,[],"","","",1,[]
15607,"map_legion_monster_life_+%_final_from_sextant","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",-215111252,[],"","","",1,[]
15608,"map_metamorph_catalyst_drops_duplicated","","","",4,"","","","",-16843010,-16843010,-16843010,-16843010,"",1766518230,[],"","","",1,[]
15609,"metamorph_life_+%_final_from_sextant","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",404304377,[],"","","",1,[]
15610,"map_metamorph_life_+%_final_from_sextant","","","",1,"","","","",-16843010,-16843010,-16843010,-16843010,"",984576732,[],"","","",1,[]
15611,"display_item_quantity_increases_rewards_from_boss_by_x_percent_of_its_value",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1618399930,[],"","","",1,[]
15612,"display_item_quantity_increases_rewards_from_encounter_by_x_percent_of_its_value",1,"","",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",-1332987916,[],"","","",1,[]
15613,"local_display_socketed_gems_supported_by_level_x_mark_on_hit","",1,"",3,"","","","",-16843010,-16843010,-16843010,-16843010,"",1859995428,[],"","","","",[]
15614,"chance_to_be_sapped_when_hit_%",1,"","",1,"","",1,"",-16843010,-16843010,-16843010,-16843010,1,-1653105664,[],"","","",1,[]
