"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect"
1601,169,8,[990],[],"Gwennen has found something interesting. Talk to her.","","Talk to Gwennen",[],0,"[""Talk to Gwennen""]",[],[],"",[1096],[],10,""
1602,170,0,"[2535,0]",[],"Quest Complete - You have discovered the full story of the ancient Kalguuran people on Wraeclast, and you have located the Triskelion Flame. Unfortunately, it had to be destroyed to defeat Olroth.",1,"Quest Complete",[],0,[],[],[],"",[],[],10,""
1603,170,1,[2542],[],"You have found an Ancient Kalguuran text. Return to Dannig to hear a translation of the long-lost words within.","","Return to Dannig for the translation",[],0,"[""Return to Dannig to hear a translation of the Ancient Kalguuran text you found""]",[],[],"",[],[],10,""
1604,170,2,"[2455,0]",[],"Pick up the Ancient Kalguuran text and return to Dannig for translation, so that you may complete the story of the Kalguurans and how Olroth ended up with the Triskelion Flame.","","Retrieve the Ancient Kalguuran text",[],0,"[""Retrieve the Ancient Kalguuran text""]",[],[],"",[],[],10,""
1605,170,3,[2455],[],"You have defeated Olroth and destroyed the Triskelion Flame, but the story is not yet complete. Find Ancient Kalguuran texts and return them to Dannig for translation.","","Search for Ancient Kalguuran texts",[],0,"[""Search for Ancient Kalguuran texts at Expedition sites""]",[],[],"",[],[],10,""
1606,170,4,[2541],[],"The Triskelion Flame has resurrected Olroth the Grim, leader of the Knights of the Sun. Give him his final peace.","","Defeat Olroth",[],0,"[""Put Olroth to rest""]",[],[],"",[],[],10,""
1607,170,5,[2540],[],"Approach the Triskelion Flame and attempt to retrieve it for the Kalguurans.","","Approach the Triskelion Flame",[],0,"[""Approach the Triskelion Flame""]",[],[],"",[],[],10,""
1608,170,6,[2535],[],"You have discovered the full story of the ancient Kalguurans on Wraeclast. Search for the Triskelion Flame, likely to be found at one of the final resting places of their four greatest heroes.","","Search for the Triskelion Flame",[],0,"[""Search for the Triskelion Flame at Expedition sites""]",[],[],"",[],[],10,""
1609,170,7,[2536],[],"Pick up the Ancient Kalguuran text and return it to Dannig for translation.","","Retrieve the Ancient Kalguuran text",[],0,"[""Retrieve the Ancient Kalguuran text""]",[],[],"",[],[],10,""
1610,170,8,[2416],[],"Dannig has asked you to assist the Kalguurans in unearthing the fate of their past expedition to Wraeclast. Find Ancient Kalguuran texts and return them to him for translation.","","Search for Ancient Kalguuran texts",[],0,"[""Search for Ancient Kalguuran texts at Expedition sites""]",[],[],"",[],[],10,""
1611,171,0,[],[],"Quest Complete - You have implanted yourself with the Blood Crucible, spilled blood, and learned how to Shift to other realities with its powers.",1,"Quest Complete",[],0,[],[],[],"",[1158],[],10,""
1612,171,1,[2590],[],"Survive until you return to your reality.","","Survive the Shift",[],0,"[""Survive the temporary Shift to an alternate Wraeclast""]",[],[],"",[1156],[],10,""
1613,171,2,[2589],[],"The Blood Crucible has had its fill. Activate it to temporarily Shift to another far more horrifying Wraeclast.","","Activate the Crucible to Shift realities",[],0,"[""Spend the blood that you spilled to Shift to an alternate Wraeclast""]",[],[],"",[1156],[],10,""
1614,171,3,[],[],"The Vaal device you implanted in yourself hungers for death. Slay monsters and spill their blood to fuel the Crucible.","","Spill blood to fuel the Crucible",[],0,"[""Kill monsters to fill your Crucible with blood""]",[],[],"",[1156],[],10,""
1615,171,4,[2583],[],"A mysterious stranger has given you a unique Vaal device. Implant it into yourself by placing it in the appropriate slot in your inventory.","","Implant the Blood Crucible into your inventory",[],0,"[""Apply the Blood Crucible to your inventory""]",[],[],"",[],[],10,""
1616,171,5,[2586],[],"A mysterious stranger has offered you an ancient Vaal device. Take it from her.","","",[],0,"[""Take the Blood Crucible from The Last to Die""]",[],[],"",[],[],10,""
1617,171,6,[2588],[],"A mysterious stranger has arrived on Wraeclast. Talk to her.","","Talk to The Last to Die",[],0,"[""Talk to The Last to Die""]",[],[],"",[],[],10,""
1618,171,7,[],[],"A mysterious stranger has arrived on Wraeclast. Talk to her in town.","","Talk to The Last to Die",[],0,"[""Talk to The Last to Die in town""]",[],[],"",[1155],[],10,""
1619,172,0,[],[],"Quest Complete - You absorbed corruption and activated the Crucible to transform an item.",1,"Quest Complete",[],0,[],[],[],"",[1159],[],10,""
1620,172,1,[2592],[],"The Blood Crucible has had its fill of demonic corruption. Activate it to transform the item held within it.","","Transform the item within the Crucible",[],0,"[""Activate the Blood Crucible to transform the item within""]",[],[],"",[1156],[],10,""
1621,172,2,"[2591,0]",[],"The Crucible produces mysterious transforming energies when it absorbs the corruption of the Scourge. Slay demons to fuel it further.","","Absorb the corruption of the Scourge",[],0,"[""Slay as many of the Scourge as you can to fuel the Crucible""]",[],[],"",[1156],[],10,""
1622,172,3,"[2591,0]",[],"The Blood Crucible has had its fill. Activate it to temporarily Shift to another far more horrifying Wraeclast.","","Activate the Crucible to Shift realities",[],0,"[""Spend the corruption you absorbed to Shift to an alternate Wraeclast""]",[],[],"",[1156],[],10,""
1623,172,4,[2591],[],"The Vaal device you implanted in yourself craves corruption. Slay monsters and absorb corruption to fuel the Crucible.","","Absorb corruption to fuel the Crucible",[],0,"[""Kill monsters to expose your Blood Crucible to corruption""]",[],[],"",[1156],[],10,""
1624,172,5,[],[],"The Blood Crucible seems to have the capacity to hold an item. Place a piece of equipment into it.","","Place an item into the Blood Crucible",[],0,"[""Place an item into the Blood Crucible""]",[],[],"",[1156],[],10,""
1625,173,0,[],[],"Quest Complete - You have upgraded the Blood Crucible with the Dream Furnace and unlocked an extra Map slot.",1,"Quest Complete",[],0,[],[],[],"",[1157],[],10,""
1626,173,1,[2584],[],"The device you found appears to be a mix of Vaal technologies and unknown designs. Bring it to the Last to Die to learn more.","","Give the Dream Furnace to The Last to Die",[],0,"[""Give the Dream Furnace to The Last to Die""]",[],[],"",[],[],10,""
1627,173,2,[2587],[],"You have come across a device comprised of a strange mixture of technologies. Pick it up.","","Pick up the Dream Furnace",[],0,"[""Pick up the Dream Furnace""]",[],[],"",[],[],10,""
1628,174,0,[2601],[],"Quest Complete - You have upgraded the Blood Crucible with the Viscera Caldron and unlocked an extra item slot.",1,"Quest Complete",[],0,[],[],[],"",[1160],[],10,""
1629,174,1,[2594],[],"The device you found appears to be a mix of Vaal technologies and unknown designs. Bring it to the Last to Die to learn more.","","Give the Viscera Cauldron to The Last to Die",[],0,"[""Give the Viscera Cauldron to The Last to Die""]",[],[],"",[],[],10,""
1630,174,2,[2601],[],"You have come across a device comprised of a strange mixture of technologies. Pick it up.","","Pick up the Viscera Cauldron",[],0,"[""Pick up the Viscera Cauldron""]",[],[],"",[],[],10,""
1631,163,0,[],[],"Quest Complete - You have defeated The Elder, unlocked the Decayed Voidstone and gained {0}.",1,"Quest Complete",[],0,[],[],[],"","[220,662]",[],0,""
1632,163,1,[2007],[],"You have defeated The Elder and unlocked the Decayed Voidstone. Use the Atlas Book of Skill to gain {0}.","","",[],0,"[""Use the Atlas Book of Skill""]",[],[],"",[220],[],0,""
1633,163,2,[],[],"You have defeated a memory of The Elder. Talk to Commander Kirac for a reward.","","Talk to Commander Kirac",[],0,"[""Talk to Commander Kirac""]",[],[],"",[220],[],10,""
1634,163,3,[],[],"A memory of The Elder still remains in the Atlas. Enter the Shaper's Realm and defeat it with the aid of the memory of a certain rogue cartographer.","","",[],0,"[""Defeat the memory of The Elder in the Shaper's Realm""]",[],[],"",[607],[],10,""
1635,164,0,[],[],"Quest Complete - You have defeated The Eater of Worlds and the Infinite Hunger. You have unlocked the Grasping Voidstone and gained 2 Atlas Passive Skill Points and 4 Atlas Passive Respec Points.",1,"Quest Complete",[],0,[],[],[],"","[351,221,664,675]",[],10,""
1636,164,1,[2009],[],"You have defeated the Eater of Worlds and unlocked the Grasping Voidstone. Use the Atlas Book of Skill to gain {0}.","","",[],0,"[""Use the Atlas Book of Skill""]",[],[],"","[351,221]",[],0,""
1637,164,2,[],[],"You have defeated The Eater of Worlds and the Infinite Hunger, unlocking the Grasping Voidstone. Talk to Commander Kirac for a reward.","","Talk to Commander Kirac",[],0,"[""Talk to Commander Kirac""]",[],[],"","[351,221]",[],10,""
1638,164,3,[1900],[],"Defeat The Eater of Worlds.","","Defeat The Eater of Worlds",[],0,"[""Defeat The Eater of Worlds""]",[],[],"","[351,211]",[],10,""
1639,164,4,[986],[],"Enter The Eater of Worlds' arena.","","Enter The Absence of Symmetry and Harmony",[],0,"[""Enter The Absence of Symmetry and Harmony""]",[],[],"","[351,211]",[],10,""
1640,164,5,[954],[],"Use the Screaming Invitation in the map device to gain access to the Eater of Worlds' arena.","","Use the Screaming Invitation in the Map Device",[],0,"[""Use the Screaming Invitation in the Map Device""]",[],[],"","[351,211]",[],10,""
1641,164,6,[957],[],"Pick up the Screaming Invitation.","","Pick up the Screaming Invitation",[],0,"[""Pick up the Screaming Invitation""]",[],[],"","[351,211]",[],10,""
1642,164,7,[1996],[],"Defeat the map boss to receive an invitation.","","Defeat the Map Boss",[],0,"[""Defeat the Map Boss""]",[],[],"","[351,211]",[],10,""
1643,164,8,[],[],"Pursue The Eater of Worlds' influence in a Tier {0}+ map.","","",[],0,"[""Pursue The Eater of Worlds' influence in a Tier {0}+ Map""]",[],[],"","[351,211]",[],8,""
1644,164,9,[],[],"Pursue The Eater of Worlds' influence in a Tier {0}+ map.","","",[],0,"[""Pursue The Eater of Worlds' influence in a Tier {0}+ Map""]",[],[],"","[351,210]",[],8,""
1645,164,10,[],[],"Pursue The Eater of Worlds' influence in a Tier {0}+ map.","","",[],0,"[""Pursue The Eater of Worlds' influence in a Tier {0}+ Map""]",[],[],"","[351,209]",[],8,""
1646,164,11,[],[],"Pursue The Eater of Worlds' influence in a Tier {0}+ map.","","",[],0,"[""Pursue The Eater of Worlds' influence in a Tier {0}+ Map""]",[],[],"","[351,208]",[],8,""
1647,164,12,[],[],"Pursue The Eater of Worlds' influence in a Tier {0}+ map.","","Pursue The Eater of Worlds' influence",[],0,"[""Pursue The Eater of Worlds' influence in a Tier {0}+ Map""]",[],[],"","[351,207]",[],8,""
1648,164,13,[1900],[],"Defeat The Infinite Hunger.","","Defeat The Infinite Hunger",[],0,"[""Defeat The Infinite Hunger""]",[],[],"","[351,206]",[],10,""
1649,164,14,[986],[],"Enter The Infinite Hunger's arena.","","Enter Seething Chyme",[],0,"[""Enter Seething Chyme""]",[],[],"","[351,206]",[],10,""
1650,164,15,[953],[],"Use the Writhing Invitation in the map device to gain access to the Infinite Hunger's arena.","","Use the Writhing Invitation in the Map Device",[],0,"[""Use the Writhing Invitation in the Map Device""]",[],[],"","[351,206]",[],10,""
1651,164,16,[957],[],"Pick up the Writhing Invitation.","","Pick up the Writhing Invitation",[],0,"[""Pick up the Writhing Invitation""]",[],[],"","[351,206]",[],10,""
1652,164,17,[1996],[],"Defeat the map boss to receive an invitation.","","Defeat the Map Boss",[],0,"[""Defeat the Map Boss""]",[],[],"","[351,206]",[],10,""
1653,164,18,[],[],"Pursue The Eater of Worlds' influence in a Tier {0}+ map.","","",[],0,"[""Pursue The Eater of Worlds' influence in a Tier {0}+ Map""]",[],[],"","[351,206]",[],8,""
1654,164,19,[],[],"Pursue The Eater of Worlds' influence in a Tier {0}+ map.","","",[],0,"[""Pursue The Eater of Worlds' influence in a Tier {0}+ Map""]",[],[],"","[351,205]",[],8,""
1655,164,20,[],[],"Pursue the Eater of Worlds' influence in a Tier {0}+ map.","","Pursue The Eater of Worlds' influence",[],0,"[""Pursue The Eater of Worlds' influence in a Tier {0}+ Map""]",[],[],"",[351],[],8,""
1656,164,21,[1870],[],"Use the Flesh Compass to augment your map device to enable you to perceive the influence of The Eater of Worlds.","","Use the Flesh Compass to augment your Map Device",[],0,"[""Use the Flesh Compass to augment your Map Device""]",[],[],"",[],[],10,""
1657,164,22,[1887],[],"Pick up The Eater of Worlds' beacon.","","Pick up the Flesh Compass",[],0,"[""Pick up the Flesh Compass""]",[],[],"",[],[],10,""
1658,164,23,[2012],[],"You have defeated the Infinite Hunger. Use the Atlas Book of Skill to gain {0}.","","",[],0,"[""Use the Atlas Book of Skill""]",[],[],"","[351,221]",[],0,""
1659,165,0,[],[],"Quest Complete - You have defeated The Searing Exarch and the Black Star. You have unlocked the Omniscient Voidstone and gained 2 Atlas Passive Skill Points and 4 Atlas Passive Respec Points.",1,"Quest Complete",[],0,[],[],[],"","[352,222,665,676]",[],10,""
1660,165,1,[2010],[],"You have defeated The Searing Exarch and unlocked the Omniscient Voidstone. Use the Atlas Book of Skill to gain {0}.","","",[],0,"[""Use the Atlas Book of Skill""]",[],[],"","[352,222]",[],0,""
1661,165,2,[],[],"You have defeated The Searing Exarch and the Black Star, unlocking the Omniscient Voidstone. Talk to Commander Kirac for a reward.","","Talk to Commander Kirac",[],0,"[""Talk to Commander Kirac""]",[],[],"","[352,222]",[],10,""
1662,165,3,[1901],[],"Defeat The Searing Exarch.","","Defeat The Searing Exarch",[],0,"[""Defeat The Searing Exarch""]",[],[],"","[352,327]",[],10,""
1663,165,4,[987],[],"Enter The Searing Exarch's arena.","","Enter The Absence of Patience and Wisdom",[],0,"[""Enter The Absence of Patience and Wisdom""]",[],[],"","[352,327]",[],10,""
1664,165,5,[956],[],"Use the Incandescent Invitation in the Map Device to gain access to The Searing Exarch's arena.","","Use the Incandescent Invitation in the Map Device",[],0,"[""Use the Incandescent Invitation in the Map Device""]",[],[],"","[352,327]",[],10,""
1665,165,6,[958],[],"Pick up the Incandescent Invitation.","","Pick up the Incandescent Invitation",[],0,"[""Pick up the Incandescent Invitation""]",[],[],"","[352,327]",[],10,""
1666,165,7,[1997],[],"Defeat the map boss to receive an invitation.","","Defeat the Map Boss",[],0,"[""Defeat the Map Boss""]",[],[],"","[352,327]",[],10,""
1667,165,8,[],[],"Pursue The Searing Exarch's influence in a Tier {0}+ map.","","",[],0,"[""Pursue the Searing Exarch's influence in a Tier {0}+ Map""]",[],[],"","[352,327]",[],9,""
1668,165,9,[],[],"Pursue The Searing Exarch's influence in a Tier {0}+ map.","","",[],0,"[""Pursue the Searing Exarch's influence in a Tier {0}+ Map""]",[],[],"","[352,326]",[],9,""
1669,165,10,[],[],"Pursue The Searing Exarch's influence in a Tier {0}+ map.","","",[],0,"[""Pursue the Searing Exarch's influence in a Tier {0}+ Map""]",[],[],"","[352,325]",[],9,""
1670,165,11,[],[],"Pursue The Searing Exarch's influence in a Tier {0}+ map.","","",[],0,"[""Pursue the Searing Exarch's influence in a Tier {0}+ Map""]",[],[],"","[352,324]",[],9,""
1671,165,12,[],[],"Pursue The Searing Exarch's influence in a Tier {0}+ map.","","Pursue The Searing Exarch's influence",[],0,"[""Pursue the Searing Exarch's influence in a Tier {0}+ Map""]",[],[],"","[352,323]",[],9,""
1672,165,13,[1901],[],"Defeat The Black Star.","","Defeat The Black Star",[],0,"[""Defeat The Black Star""]",[],[],"","[352,322]",[],10,""
1673,165,14,[987],[],"Enter The Black Star's arena.","","Enter Polaric Void",[],0,"[""Enter Polaric Void""]",[],[],"","[352,322]",[],10,""
1674,165,15,[955],[],"Use the Polaric Invitation in the map device to gain access to The Black Star's arena.","","Use the Polaric Invitation in the Map Device",[],0,"[""Use the Polaric Invitation in the Map Device""]",[],[],"","[352,322]",[],10,""
1675,165,16,[958],[],"Pick up the Polaric Invitation.","","Pick up the Polaric Invitation",[],0,"[""Pick up the Polaric Invitation""]",[],[],"","[352,322]",[],10,""
1676,165,17,[1997],[],"Defeat the map boss to receive an invitation.","","Defeat the Map Boss",[],0,"[""Defeat the Map Boss""]",[],[],"","[352,322]",[],10,""
1677,165,18,[],[],"Pursue The Searing Exarch's influence in a Tier {0}+ map.","","",[],0,"[""Pursue the Searing Exarch's influence in a Tier {0}+ Map""]",[],[],"","[352,322]",[],9,""
1678,165,19,[],[],"Pursue The Searing Exarch's influence in a Tier {0}+ map.","","",[],0,"[""Pursue the Searing Exarch's influence in a Tier {0}+ Map""]",[],[],"","[352,321]",[],9,""
1679,165,20,[],[],"Pursue The Searing Exarch's influence in a Tier {0}+ map.","","Pursue The Searing Exarch's influence",[],0,"[""Pursue the Searing Exarch's influence in a Tier {0}+ Map""]",[],[],"",[352],[],9,""
1680,165,21,[1869],[],"Use the Luminous Astrolabe to augment your map device to enable you to perceive the influence of The Searing Exarch.","","Use the Luminous Astrolabe to augment your Map Device",[],0,"[""Use the Luminous Astrolabe to augment your Map Device""]",[],[],"",[],[],10,""
1681,165,22,[1886],[],"Pick up The Searing Exarch's beacon.","","Pick up the Luminous Astrolabe",[],0,"[""Pick up the Luminous Astrolabe""]",[],[],"",[],[],10,""
1682,165,23,[2013],[],"You have defeated the Black Star. Use the Atlas Book of Skill to gain {0}.","","",[],0,"[""Use the Atlas Book of Skill""]",[],[],"","[352,222]",[],0,""
1683,106,0,[],[],"Quest Complete - You have entered the Atlas of Worlds, slain a Map Boss, and been commissioned by Commander Kirac to aid the Citizen Vanguard.",1,"",[],0,[],[],[],"",[1038],[],10,""
1684,106,1,[],[],"You have enter the Atlas and slain a Map Boss. Find Commander Kirac and talk to him about your experience.","","Talk to Commander Kirac",[139],0,"[""Return to Commander Kirac""]",[],[],"",[1037],[],10,""
1685,106,2,[2278],[],"This Map contains a powerful Boss somewhere within its depths. Find that Boss and slay it.","","Defeat the Map Boss",[],0,"[""Find and defeat the Map Boss""]",[],[],"",[1036],[],10,""
1686,106,3,[2582],[],"The Map Device has created several portals. Enter them and explore a new world.","","Enter a Map Device Portal",[139],0,"[""Enter a Map Device Portal""]",[],[],"",[1036],[],10,""
1687,106,4,[],[],"Commander Kirac has given you a Map. Place it in the Map Device and activate it.","","Use a Map in the Map Device",[139],0,"[""Place a Map in the Map Device and activate it""]",[139],[],"",[216],[],10,""
1688,106,5,[],[],"Take a Map from Commander Kirac.","","",[139],0,"[""Take a Map from Commander Kirac""]",[139],[],"",[217],[],10,""
1689,106,6,[],[],"Find and talk to Commander Kirac in the War Room through the tunnel.","","Talk to Commander Kirac",[139],0,"[""Find the tunnel to the War Room and talk to Commander Kirac""]",[139],[],"",[1055],[],10,""
