"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","bool_25","string_26","bool_34","i32_35","i32_39","string_43"
718,"StashSkinMtx","Stash Skin","Apparence de Réserve","Truhe-Skin","スタッシュスキン","보관함 스킨","Visual de Baú","Внешний вид тайника","Aspecto para alijo","สกินคลังเก็บของ","倉庫外觀","","","","","",-16843010,-16843010,""
719,"MapDeviceMtx","Map Device Skin","Apparence de Dispositif cartographique","Kartenapparat-Skin","マップデバイススキン","지도 장치 스킨","Visual de Dispositivo de Mapas","Внешний вид Машины картоходца","Aspecto para artefacto de mapas","สกินเครื่องเปิดแผนที่","地圖裝置外觀","","","","","",-16843010,-16843010,""
720,"CraftingBenchMtx","Crafting Bench Skin","Apparence d'Établi d'artisanat","Werkbank-Skin","クラフトベンチスキン","작업대 스킨","Visual de Mesa de Forja","Внешний вид верстака","Aspecto para mesa de fabricación","สกินโต๊ะคราฟท์","工藝台外觀","","","","","",-16843010,-16843010,""
721,"HideoutDecoration","Decoration","Décoration","Dekoration","装飾品","장식물","Decoração","Украшение","Decoración","ของตกแต่ง","裝飾物","","","","","",-16843010,-16843010,""
722,"HideoutArchitectural","Architectural Decoration","Décoration architecturale","Dekoration: Architektur","建築装飾品","건축 장식물","Decoração Arquitetural","Украшение: архитектура","Decoración arquitectónica","ของตกแต่งสถาปัตยกรรม","建築裝飾物","","","","","",-16843010,-16843010,""
723,"HideoutFurniture","Furniture Decoration","Décoration mobilière","Dekoration: Möbel","家具装飾品","가구 장식물","Decoração de Mobília","Украшение: мебель","Decoración de muebles","ของตกแต่งเฟอร์นิเจอร์","家具裝飾物","","","","","",-16843010,-16843010,""
724,"HideoutLighting","Lighting Decoration","Décoration lumineuse","Dekoration: Beleuchtung","光装飾品","조명 장식물","Decoração de Iluminação","Украшение: освещение","Decoración de luz","ของตกแต่งแสงเงา","照明裝飾物","","","","","",-16843010,-16843010,""
725,"PortalFire","Fire","Feu","Feuer","火","불","Fogo","Огонь","Fuego","ไฟ","火焰","","","","","",-16843010,-16843010,""
726,"PortalWater","Water","Eau","Wasser","水","물","Água","Вода","Agua","น้ำ","水","","","","","",-16843010,-16843010,""
727,"PortalLightning","Lighting","Foudre","Blitz","雷","빛","Raio","Молнии","Rayo","สายฟ้า","光線","","","","","",-16843010,-16843010,""
728,"PortalIce","Ice","Glace","Eis","氷","얼음","Gelo","Лёд","Hielo","น้ำแข็ง","冰","","","","","",-16843010,-16843010,""
729,"PortalEldritch","Eldritch","Surnaturel","Übernatürlich","エルドリッチ","섬뜩한","Ancestral","Мистические","Sobrenatural","ผิดธรรมชาติ","異能","","","","","",-16843010,-16843010,""
730,"PortalArcane","Arcane","Arcane","Arkan","アーケイン","비전","Arcano","Колдовские","Arcano","อาคม","秘術","","","","","",-16843010,-16843010,""
731,"PortalMechanical","Mechanical","Mécanique","Mechanisch","機械","기계","Mecânico","Механические","Mecánico","เครื่องจักร","機械","","","","","",-16843010,-16843010,""
732,"PortalMythical","Mythical","Mythique","Mythisch","神話","신화","Mítico","Мифические","Mítico","สัตว์วิเศษ","神話","","","","","",-16843010,-16843010,""
733,"PortalCelestial","Celestial","Céleste","Himmlisch","天体","천공","Celestial","Небесные","Celestial","Celestial","星際","","","","","",-16843010,-16843010,""
734,"PortalEarth","Earth","Terre","Erde","大地","대지","Terra","Земные","Tierra","ปฐพี","大地","","","","","",-16843010,-16843010,""
735,"PortalDemonic","Demonic","Démoniaque","Dämonisch","悪魔","악마","Demoníaco","Демонические","Demoníaco","Demonic","惡魔的","","","","","",-16843010,-16843010,""
736,"PortalDivine","Divine","Divin","Göttlich","神","신성","Divino","Божественные","Divino","Divine","神聖的","","","","","",-16843010,-16843010,""
737,"PortalStygian","Stygian","Stygien","Schauerlich","スティギアン","명계","Estígio","Стигийские","Estigio","Stygian","冥河","","","","","",-16843010,-16843010,""
738,"WingsMtx","Wings","Ailes","Flügel","翼","날개","Asas","Крылья","Alas","ปีก","翼","","","","","",-16843010,-16843010,""
739,"CloakMtx","Cloak","Cape","Umhang","マント","망토","Capa","Плащ","Capa","ผ้าคลุม","隱袍","","","","","",-16843010,-16843010,""
740,"BackAttachmentMtx","Back Attachment","Accessoire dorsal","Rückenzusatz","背面装飾品","등 부착물","Adorno Dorsal","Заплечное украшение","Accesorio para la espalda","แฟชั่นติดหลัง","背飾","","","","","",-16843010,-16843010,""
741,"PoE2EarlyAccessTheme","Path of Exile 2 Early Access","Path of Exile 2 : Accès anticipé","Path of Exile 2 Early Access","Path of Exile 2 早期アクセス","패스 오브 엑자일 2 얼리 액세스","Acesso Antecipado ao Path of Exile 2","Ранний доступ Path of Exile 2","Acceso anticipado para Path of Exile 2","Path of Exile 2 Early Access","《流亡黯道 2》搶先體驗","",407,"","","",-16843010,-16843010,""
742,"PoE2ArmourPieces","Armour Piece","Morceau d'armure","Rüstungsteil","防具","Armour Piece","Peça de Armadura","Часть доспеха","Pieza de armadura","ชิ้นส่วนเกราะ","護甲碎片","","","","","",31,0,""
743,"PoE2BackAttachment","Back Attachment","Accessoire dorsal","Rückenzusatz","背面装飾品","Back Attachment","Adorno Dorsal","Заплечное украшение","Accesorio para la espalda","แฟชั่นติดหลัง","背飾","","","","","",31,0,""
744,"PoE2HelmetAttachment","Helmet Attachment","Accessoire de casque","Helmzusatz","兜装飾品","Helmet Attachment","Acessório de Elmo","Эффект шлема","Accesorio para casco","แฟชั่นติดหมวก","頭部特效","","","","","",31,0,""
745,"PoE2BeltAttachment","Belt Attachment","Accessoire de ceinture","Gürtelzusatz","ベルト装飾品","Belt Attachment","Acessório de Cinto","Украшение для пояса","Accesorio para cinturón","แฟชั่นติดเข็มขัด","腰帶附加","","","","","",31,0,""
746,"PoE2HipAttachment","Hip Attachment","Accessoire à la hanche","Hüftzusatz","腰装飾品","Hip Attachment","Acessório de Cintura","Набедренное украшение","Accesorio para cadera","แฟชั่นติดสะโพก","臀部附加","","","","","",31,0,""
747,"PoE2Footprints","Footprints","Effet d'empreintes de pas","Fußspuren","足跡","Footprints","Pegadas","Следы","Huellas","รอยเท้า","行走特效","","","","","",31,0,""
748,"PoE2WeaponSkin","Weapon Skin","Apparence d'arme","Waffenskin","武器スキン","Weapon Skin","Visual de Arma","Внешний вид оружия","Aspecto para arma","สกินอาวุธ","武器外觀","","","","","",32,0,""
749,"PoE2WeaponEffect","Weapon Effect","Effet d'arme","Waffeneffekt","武器エフェクト","Weapon Effect","Efeito de Arma","Эффект оружия","Efecto para arma","เอฟเฟคอาวุธ","武器特效","","","","","",32,0,""
750,"PoE2ShieldSkin","Shield Skin","Apparence de bouclier","Schild-Skin","盾スキン","Shield Skin","Visual de Escudo","Внешний вид щита","Aspecto para escudo","สกินโล่","護盾外觀","","","","","",32,0,""
751,"PoE2FinisherEffect","Finisher Effect","Effet de mise à mort","Vollstreckereffekt","フィニッシャーエフェクト","Finisher Effect","Efeito Finalizador","Эффект добивания","Efecto de remate","เอฟเฟคปลิดชีพ","終結特效","","","","","",36,0,""
752,"PoE2CharacterEffect","Character Effect","Effet de personnage","Charaktereffekt","キャラクターエフェクト","Character Effect","Efeito de Personagem","Эффект персонажа","Efecto para el personaje","เอฟเฟคตัวละคร","角色特效","","","","","",36,0,""
753,"PoE2ExtraEffect","Extra Effect","Effet supplémentaire","Zusätzlicher Effekt","追加エフェクト","Extra Effect","Efeito Extra","Дополнительный эффект","Efecto adicional","เอฟเฟคเพิ่มเติม","額外效果","","","","","",36,0,""
754,"PoE2ChargeSkins","Alternate Charge Skin","Apparence de Charges alternatives","Ladungen-Skin","代替チャージスキン","Alternate Charge Skin","Visual Alternativo de Cargas","Внешний вид зарядов","Aspecto alternativo para cargas","สกินชาร์จแบบพิเศษ","替代能量球外觀","","","","","",36,0,""
755,"PoE2Rings","Ring Skin","Apparence de bague","Ring-Skin","指輪スキン","Ring Skin","Visual de Anel","Внешний вид кольца","Aspecto para anillo","สกินแหวน","戒指外觀","","","","","",37,0,""
756,"PoE2Amulets","Amulet Skin","Apparence d'amulette","Amulett-Skin","アミュレットスキン","Amulet Skin","Visual de Amuleto","Внешний вид амулета","Aspecto para amuleto","สกินสร้อย","項鍊外觀","","","","","",37,0,""
757,"PoE2Flasks","Flask Skin","Apparence de Flacon","Fläschchen-Skin","フラスコスキン","Flask Skin","Visual de Frasco","Внешний вид флакона","Aspecto para frasco","สกินขวดยา","藥劑外觀","","","","","",37,0,""
758,"PoE2HideoutArea","Hideout Area","Zone de Repaire","Vesteckgebiet","隠れ家エリア","Hideout Area","Área de Refúgio","Область убежища","Área de guarida","ด่านที่ซ่อน","藏身處區域","","","","","",39,0,""
759,"PoE2UtilitySkins","Utility Skins","Apparences utilitaires","Allgemeine Skins","ユーティリティスキン","Utility Skins","Visuais Utilitários","Прочие декорации для убежища","Aspectos de utilidad","สกินช่วยเหลือ","功能外觀","","","","","",39,0,""
760,"PoE2HideoutDecorations","Decorations","Décorations","Dekorationen","装飾品","Decorations","Decorações","Декорации","Decoraciones","ของตกแต่ง","裝飾物","","","","","",39,0,""
761,"PoE2Cursor","Cursor","Curseur","Mauszeiger","カーソル","Cursor","Cursor","Курсор","Cursor","เคอร์เซอร์","鼠標","","","","","",38,0,""
762,"PoE2Charms","[DNT]Charm Effect","[DNT]Charm Effect","[DNT]Charm Effect","[DNT]Charm Effect","[DNT]Charm Effect","[DNT]Charm Effect","[DNT]Charm Effect","[DNT]Charm Effect","[DNT]Charm Effect","[DNT]Charm Effect","","","","","",-16843010,-16843010,""
763,"PoE2CharacterSkin","[DNT]Character Skin","[DNT]Character Skin","[DNT]Character Skin","[DNT]Character Skin","[DNT]Character Skin","[DNT]Character Skin","[DNT]Character Skin","[DNT]Character Skin","[DNT]Character Skin","[DNT]Character Skin","","","","","",36,0,""
764,"PoE2SpearSkills","Spear Skills","Spear Skills","Spear Skills","Spear Skills","Spear Skills","Spear Skills","Spear Skills","Spear Skills","Spear Skills","Spear Skills","","","","","",35,0,""
765,"PoE2BowSkills","Bow Skills","Bow Skills","Bow Skills","Bow Skills","Bow Skills","Bow Skills","Bow Skills","Bow Skills","Bow Skills","Bow Skills","","","","","",35,0,""
766,"PoE2QuarterstaffSkills","Quarterstaff Skills","Quarterstaff Skills","Quarterstaff Skills","Quarterstaff Skills","Quarterstaff Skills","Quarterstaff Skills","Quarterstaff Skills","Quarterstaff Skills","Quarterstaff Skills","Quarterstaff Skills","","","","","",35,0,""
767,"PoE2DaggerSkills","Dagger Skills","Dagger Skills","Dagger Skills","Dagger Skills","Dagger Skills","Dagger Skills","Dagger Skills","Dagger Skills","Dagger Skills","Dagger Skills","","","","","",35,0,""
768,"PoE2ElementalSkills","Elemental Skills","Elemental Skills","Elemental Skills","Elemental Skills","Elemental Skills","Elemental Skills","Elemental Skills","Elemental Skills","Elemental Skills","Elemental Skills","","","","","",35,0,""
769,"PoE2OccultSkills","Occult Skills","Occult Skills","Occult Skills","Occult Skills","Occult Skills","Occult Skills","Occult Skills","Occult Skills","Occult Skills","Occult Skills","","","","","",35,0,""
770,"PoE2PrimalSkills","Primal Skills","Primal Skills","Primal Skills","Primal Skills","Primal Skills","Primal Skills","Primal Skills","Primal Skills","Primal Skills","Primal Skills","","","","","",35,0,""
771,"PoE2FlailSkills","Flail Skills","Flail Skills","Flail Skills","Flail Skills","Flail Skills","Flail Skills","Flail Skills","Flail Skills","Flail Skills","Flail Skills","","","","","",35,0,""
772,"PoE2MaceSkills","Mace Skills","Mace Skills","Mace Skills","Mace Skills","Mace Skills","Mace Skills","Mace Skills","Mace Skills","Mace Skills","Mace Skills","","","","","",35,0,""
773,"PoE2AxeSkills","Axe Skills","Axe Skills","Axe Skills","Axe Skills","Axe Skills","Axe Skills","Axe Skills","Axe Skills","Axe Skills","Axe Skills","","","","","",35,0,""
774,"PoE2CrossbowSkills","Crossbow Skills","Crossbow Skills","Crossbow Skills","Crossbow Skills","Crossbow Skills","Crossbow Skills","Crossbow Skills","Crossbow Skills","Crossbow Skills","Crossbow Skills","","","","","",35,0,""
775,"PoE2SwordSkills","Sword Skills","Sword Skills","Sword Skills","Sword Skills","Sword Skills","Sword Skills","Sword Skills","Sword Skills","Sword Skills","Sword Skills","","","","","",35,0,""
776,"PoE2TrackingScrolls","Tracking Scrolls","Tracking Scrolls","Tracking Scrolls","Tracking Scrolls","Tracking Scrolls","Tracking Scrolls","Tracking Scrolls","Tracking Scrolls","Tracking Scrolls","Tracking Scrolls","","","","","",37,0,""
