"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","[string]","IgnoreQuantBonus","bool","rid"
3782,"Metadata/Items/Heist/QuestContracts/HeistContractQuestTullina2",31,1,1,"Contract: Disengagement","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],38,0,13709,587241630,[],"","","",[],[],"","","","","","","",[],[],"","",""
3783,"Metadata/Items/Heist/QuestContracts/HeistContractQuestNiles1",31,1,1,"Contract: Rational Tools","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],38,0,13709,1478365356,[],"","","",[],[],"","","","","","","",[],[],"","",""
3784,"Metadata/Items/Heist/QuestContracts/HeistContractQuestNiles2",31,1,1,"Contract: A Mundane Sample","Metadata/Items/QuestItems/AbstractQuestItem",75,"",[],2,"",[],38,0,13709,-1506374328,[],"","","",[],[],"","","","","","","",[],[],"","",""
3785,"Metadata/Items/Heist/QuestContracts/HeistContractQuestNenet1",31,1,1,"Contract: The Book of Jamanra","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],38,0,13709,1358885575,[],"","","",[],[],"","","","","","","",[],[],"","",""
3786,"Metadata/Items/Heist/QuestContracts/HeistContractQuestNenetRepeatable",65,1,1,"Forbidden Contract","Metadata/Items/Heist/HeistContract",81,"",[],2,"",[],38,1,13711,286923838,[],"","","",[],[],"","","","","","","",[],[],"","",""
3787,"Metadata/Items/Heist/QuestContracts/HeistContractQuestIsla1",31,1,1,"Contract: Isla's Prototypes","Metadata/Items/QuestItems/AbstractQuestItem",46,"",[],2,"",[],38,0,13709,880680967,[],"","","",[],[],"","","","","","","",[],[],"","",""
3788,"Metadata/Items/Heist/QuestContracts/HeistContractQuestIsla2",31,1,1,"Contract: Isla's Designs","Metadata/Items/QuestItems/AbstractQuestItem",55,"",[],2,"",[],38,0,13709,126778623,[],"","","",[],[],"","","","","","","",[],[],"","",""
3789,"Metadata/Items/Heist/QuestContracts/HeistContractQuestIslaRepeatable",65,1,1,"Preventative Contract","Metadata/Items/Heist/HeistContract",80,"",[],2,"",[],38,1,13710,1384293389,[],"","","",[],[],"","","","","","","",[],[],"","",""
3790,"Metadata/Items/Heist/QuestContracts/HeistContractQuestAdiyah1",31,1,1,"Contract: A Matter of Honour","Metadata/Items/QuestItems/AbstractQuestItem",60,"",[],2,"",[],38,0,13709,1276979872,[],"","","",[],[],"","","","","","","",[],[],"","",""
3791,"Metadata/Items/Heist/QuestContracts/HeistContractQuestAdiyah2",31,1,1,"Contract: Flying False Colours","Metadata/Items/QuestItems/AbstractQuestItem",75,"",[],2,"",[],38,0,13709,1342717531,[],"","","",[],[],"","","","","","","",[],[],"","",""
3792,"Metadata/Items/Heist/QuestContracts/HeistContractQuestAdiyahRepeatable",65,1,1,"Familial Contract","Metadata/Items/Heist/HeistContract",81,"",[],2,"",[],38,1,13712,1922172917,[],"","","",[],[],"","","","","","","",[],[],"","",""
3793,"Metadata/Items/Heist/QuestContracts/HeistContractQuestWhakano1",31,1,1,"Contract: Slaver's Revenge","Metadata/Items/QuestItems/AbstractQuestItem",60,"",[],2,"",[],38,0,13709,-491616499,[],"","","",[],[],"","","","","","","",[],[],"","",""
3794,"Metadata/Items/Heist/QuestContracts/HeistContractQuestWhakano2",31,1,1,"Contract: Follow the Paper Trail","Metadata/Items/QuestItems/AbstractQuestItem",75,"",[],2,"",[],38,0,13709,1641255457,[],"","","",[],[],"","","","","","","",[],[],"","",""
3795,"Metadata/Items/Heist/QuestContracts/HeistContractQuestWhakanoRepeatable",65,1,1,"Vigilante Contract","Metadata/Items/Heist/HeistContract",80,"",[],2,"",[],38,1,13714,154067290,[],"","","",[],[],"","","","","","","",[],[],"","",""
3796,"Metadata/Items/Heist/QuestContracts/HeistContractQuestFaustus1",31,1,1,"Contract: The Admiral's Records","Metadata/Items/QuestItems/AbstractQuestItem",60,"",[],2,"",[],38,0,13709,1698850819,[],"","","",[],[],"","","","","","","",[],[],"","",""
3797,"Metadata/Items/Heist/QuestContracts/HeistContractQuestFaustus2",31,1,1,"Contract: Findings for Fidium","Metadata/Items/QuestItems/AbstractQuestItem",75,"",[],2,"",[],38,0,13709,1614895308,[],"","","",[],[],"","","","","","","",[],[],"","",""
3798,"Metadata/Items/Heist/QuestContracts/HeistContractQuestFaustusRepeatable",65,1,1,"Naval Contract","Metadata/Items/Heist/HeistContract",82,"",[],2,"",[],38,1,13713,-414856588,[],"","","",[],[],"","","","","","","",[],[],"","",""
3799,"Metadata/Items/Heist/QuestContracts/HeistContractQuestKurai1",31,1,1,"Contract: Hyrri's Gift","Metadata/Items/QuestItems/AbstractQuestItem",68,"",[],2,"",[],38,0,13709,-541827889,[],"","","",[],[],"","","","","","","",[],[],"","",""
3800,"Metadata/Items/Heist/QuestContracts/HeistContractQuestKurai2",31,1,1,"Contract: The Negotiation","Metadata/Items/QuestItems/AbstractQuestItem",75,"",[],2,"",[],38,0,13709,1634443964,[],"","","",[],[],"","","","","","","",[],[],"","",""
3801,"Metadata/Items/Heist/QuestContracts/HeistContractQuestKurai3",31,1,1,"Contract: The Rescue","Metadata/Items/QuestItems/AbstractQuestItem",75,"",[],2,"",[],38,0,13709,-759573395,[],"","","",[],[],"","","","","","","",[],[],"","",""
3802,"Metadata/Items/Heist/QuestContracts/HeistContractQuestKuraiRepeatable",65,1,1,"Vengeful Contract","Metadata/Items/Heist/HeistContract",83,"",[],2,"",[],38,1,13715,1643224381,[],"","","",[],[],"","","","","","","",[],[],"","",""
3803,"Metadata/Items/Heist/HeistEquipmentCloak1",68,2,2,"Torn Cloak","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23285],2,"",[644],23,1,13727,-961801505,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3804,"Metadata/Items/Heist/HeistEquipmentCloak2",68,2,2,"Tattered Cloak","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23286],2,"",[644],23,1,13728,183844379,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3805,"Metadata/Items/Heist/HeistEquipmentCloak3",68,2,2,"Hooded Cloak","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23287],2,"",[644],23,1,13729,712459982,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3806,"Metadata/Items/Heist/HeistEquipmentCloak4",68,2,2,"Whisper-woven Cloak","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23288],2,"",[644],23,1,13730,1283877896,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3807,"Metadata/Items/Heist/HeistEquipmentBrooch1",69,1,1,"Silver Brooch","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23289],2,"",[645],23,1,13731,-1341769723,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3808,"Metadata/Items/Heist/HeistEquipmentBrooch2",69,1,1,"Golden Brooch","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23290],2,"",[645],23,1,13732,1444164844,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3809,"Metadata/Items/Heist/HeistEquipmentBrooch3",69,1,1,"Enamel Brooch","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23291],2,"",[645],23,1,13733,-1317773292,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3810,"Metadata/Items/Heist/HeistEquipmentBrooch4",69,1,1,"Foliate Brooch","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23292],2,"",[645],23,1,13734,753497659,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3811,"Metadata/Items/Heist/HeistEquipmentLockpicking1",67,2,2,"Simple Lockpick","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23305],2,"","[647,657]",23,1,13735,1320821787,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3812,"Metadata/Items/Heist/HeistEquipmentLockpicking2",67,2,2,"Standard Lockpick","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23306],2,"","[647,657]",23,1,13736,371006428,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3813,"Metadata/Items/Heist/HeistEquipmentLockpicking3",67,2,2,"Fine Lockpick","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23307],2,"","[647,657]",23,1,13737,609266431,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3814,"Metadata/Items/Heist/HeistEquipmentLockpicking4",67,2,2,"Master Lockpick","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23308],2,"","[647,657]",23,1,13738,-721355692,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3815,"Metadata/Items/Heist/HeistEquipmentBruteForce1",67,2,2,"Leather Bracers","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23309],2,"","[648,657]",23,1,13739,-338705828,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3816,"Metadata/Items/Heist/HeistEquipmentBruteForce2",67,2,2,"Studded Bracers","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23310],2,"","[648,657]",23,1,13740,-1989296800,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3817,"Metadata/Items/Heist/HeistEquipmentBruteForce3",67,2,2,"Runed Bracers","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23311],2,"","[648,657]",23,1,13741,-349844394,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3818,"Metadata/Items/Heist/HeistEquipmentBruteForce4",67,2,2,"Steel Bracers","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23312],2,"","[648,657]",23,1,13742,-116290798,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3819,"Metadata/Items/Heist/HeistEquipmentPerception1",67,2,2,"Crude Sensing Charm","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23313],2,"","[649,657]",23,1,13743,-1070119759,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3820,"Metadata/Items/Heist/HeistEquipmentPerception2",67,2,2,"Fine Sensing Charm","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23314],2,"","[649,657]",23,1,13744,-853391943,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3821,"Metadata/Items/Heist/HeistEquipmentPerception3",67,2,2,"Polished Sensing Charm","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23315],2,"","[649,657]",23,1,13745,1748617696,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3822,"Metadata/Items/Heist/HeistEquipmentPerception4",67,2,2,"Thaumaturgical Sensing Charm","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23316],2,"","[649,657]",23,1,13746,-582983023,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3823,"Metadata/Items/Heist/HeistEquipmentDemolition1",67,2,2,"Voltaxic Flashpowder","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23317],2,"","[650,657]",23,1,13747,-1262267073,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3824,"Metadata/Items/Heist/HeistEquipmentDemolition2",67,2,2,"Trarthan Flashpowder","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23318],2,"","[650,657]",23,1,13748,-1132100800,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3825,"Metadata/Items/Heist/HeistEquipmentDemolition3",67,2,2,"Azurite Flashpowder","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23319],2,"","[650,657]",23,1,13749,1818920657,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3826,"Metadata/Items/Heist/HeistEquipmentDemolition4",67,2,2,"Thaumetic Flashpowder","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23320],2,"","[650,657]",23,1,13750,1086609932,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3827,"Metadata/Items/Heist/HeistEquipmentCounterThaumaturge1",67,2,2,"Crude Ward","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23321],2,"","[651,657]",23,1,13751,-1716725066,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3828,"Metadata/Items/Heist/HeistEquipmentCounterThaumaturge2",67,2,2,"Lustrous Ward","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23322],2,"","[651,657]",23,1,13752,191851471,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3829,"Metadata/Items/Heist/HeistEquipmentCounterThaumaturge3",67,2,2,"Shining Ward","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23323],2,"","[651,657]",23,1,13753,960106724,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3830,"Metadata/Items/Heist/HeistEquipmentCounterThaumaturge4",67,2,2,"Thaumaturgical Ward","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23324],2,"","[651,657]",23,1,13754,-1323491253,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3831,"Metadata/Items/Heist/HeistEquipmentTrapDisarmament1",67,2,2,"Essential Keyring","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23325],2,"","[652,657]",23,1,13755,-804787577,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3832,"Metadata/Items/Heist/HeistEquipmentTrapDisarmament2",67,2,2,"Versatile Keyring","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23326],2,"","[652,657]",23,1,13756,2064240097,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3833,"Metadata/Items/Heist/HeistEquipmentTrapDisarmament3",67,2,2,"Skeleton Keyring","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23327],2,"","[652,657]",23,1,13757,-1769548684,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3834,"Metadata/Items/Heist/HeistEquipmentTrapDisarmament4",67,2,2,"Grandmaster Keyring","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23328],2,"","[652,657]",23,1,13758,-1914450970,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3835,"Metadata/Items/Heist/HeistEquipmentAgility1",67,2,2,"Eelskin Sole","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23329],2,"","[653,657]",23,1,13759,1036060377,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3836,"Metadata/Items/Heist/HeistEquipmentAgility2",67,2,2,"Foxhide Sole","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23330],2,"","[653,657]",23,1,13760,-724719829,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3837,"Metadata/Items/Heist/HeistEquipmentAgility3",67,2,2,"Winged Sole","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23331],2,"","[653,657]",23,1,13761,583199982,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3838,"Metadata/Items/Heist/HeistEquipmentAgility4",67,2,2,"Silkweave Sole","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23332],2,"","[653,657]",23,1,13762,-23752405,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3839,"Metadata/Items/Heist/HeistEquipmentDeception1",67,2,2,"Basic Disguise Kit","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23333],2,"","[654,657]",23,1,13763,-1191429200,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3840,"Metadata/Items/Heist/HeistEquipmentDeception2",67,2,2,"Theatre Disguise Kit","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23334],2,"","[654,657]",23,1,13764,1160474699,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3841,"Metadata/Items/Heist/HeistEquipmentDeception3",67,2,2,"Espionage Disguise Kit","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23335],2,"","[654,657]",23,1,13765,6883023,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3842,"Metadata/Items/Heist/HeistEquipmentDeception4",67,2,2,"Regicide Disguise Kit","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23336],2,"","[654,657]",23,1,13766,-2073553737,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3843,"Metadata/Items/Heist/HeistEquipmentEngineering1",67,2,2,"Steel Drill","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23337],2,"","[655,657]",23,1,13767,308065572,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3844,"Metadata/Items/Heist/HeistEquipmentEngineering2",67,2,2,"Flanged Drill","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23338],2,"","[655,657]",23,1,13768,210004989,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3845,"Metadata/Items/Heist/HeistEquipmentEngineering3",67,2,2,"Sulphur Blowtorch","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23339],2,"","[655,657]",23,1,13769,-220595587,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3846,"Metadata/Items/Heist/HeistEquipmentEngineering4",67,2,2,"Thaumetic Blowtorch","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23340],2,"","[655,657]",23,1,13770,735121223,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3847,"Metadata/Items/Heist/HeistEquipmentMelee1",66,2,2,"Rough Sharpening Stone","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23293],2,"","[646,662]",23,1,13771,-986629603,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3848,"Metadata/Items/Heist/HeistEquipmentMelee2",66,2,2,"Standard Sharpening Stone","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23294],2,"","[646,662]",23,1,13772,-373768757,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3849,"Metadata/Items/Heist/HeistEquipmentMelee3",66,2,2,"Fine Sharpening Stone","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23295],2,"","[646,662]",23,1,13773,1670348634,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3850,"Metadata/Items/Heist/HeistEquipmentMelee4",66,2,2,"Obsidian Sharpening Stone","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23296],2,"","[646,662]",23,1,13774,-1070642136,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3851,"Metadata/Items/Heist/HeistEquipmentRanged1",66,2,2,"Flanged Arrowhead","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23297],2,"","[646,663]",23,1,13775,-1271548037,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3852,"Metadata/Items/Heist/HeistEquipmentRanged2",66,2,2,"Fragmenting Arrowhead","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23298],2,"","[646,663]",23,1,13776,288805568,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3853,"Metadata/Items/Heist/HeistEquipmentRanged3",66,2,2,"Hollowpoint Arrowhead","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23299],2,"","[646,663]",23,1,13777,-1284599077,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3854,"Metadata/Items/Heist/HeistEquipmentRanged4",66,2,2,"Precise Arrowhead","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23300],2,"","[646,663]",23,1,13778,843039278,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3855,"Metadata/Items/Heist/HeistEquipmentCaster1",66,2,2,"Focal Stone","Metadata/Items/Heist/AbstractHeistEquipment",60,"",[23301],2,"","[646,664]",23,1,13779,900914813,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3856,"Metadata/Items/Heist/HeistEquipmentCaster2",66,2,2,"Conduit Line","Metadata/Items/Heist/AbstractHeistEquipment",75,"",[23302],2,"","[646,664]",23,1,13780,-2036438160,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3857,"Metadata/Items/Heist/HeistEquipmentCaster3",66,2,2,"Aggregator Charm","Metadata/Items/Heist/AbstractHeistEquipment",80,"",[23303],2,"","[646,664]",23,1,13781,349930461,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3858,"Metadata/Items/Heist/HeistEquipmentCaster4",66,2,2,"Burst Band","Metadata/Items/Heist/AbstractHeistEquipment",83,"",[23304],2,"","[646,664]",23,1,13782,-1269299880,[],"","","",[],[],"","","","","","","",[10454],[],"","",""
3859,"Metadata/Items/Heist/HeistFinalObjective1",72,2,2,"Urn of Farud","Metadata/Items/Heist/HeistObjective",1,2294,[],2,"",[],38,0,13783,1612294950,[],"","","",[],[],"","","","","","","",[],[],"","",""
3860,"Metadata/Items/Heist/HeistFinalObjective2",72,2,2,"Box of Tripyxis","Metadata/Items/Heist/HeistObjective",1,2295,[],2,"",[],38,0,13784,417762282,[],"","","",[],[],"","","","","","","",[],[],"","",""
3861,"Metadata/Items/Heist/HeistFinalObjective3",72,2,2,"Incense of Keth","Metadata/Items/Heist/HeistObjective",1,2296,[],2,"",[],38,0,13785,2043671141,[],"","","",[],[],"","","","","","","",[],[],"","",""
3862,"Metadata/Items/Heist/HeistFinalObjective4",72,2,2,"Crest of Ezomyr","Metadata/Items/Heist/HeistObjective",1,2297,[],2,"",[],38,0,13786,1461569917,[],"","","",[],[],"","","","","","","",[],[],"","",""
3863,"Metadata/Items/Heist/HeistFinalObjective5",72,2,2,"Ez Myrae Tome","Metadata/Items/Heist/HeistObjective",1,2298,[],2,"",[],38,0,13787,-1447175897,[],"","","",[],[],"","","","","","","",[],[],"","",""
3864,"Metadata/Items/Heist/HeistFinalObjective6",72,2,2,"Hand of Arimor","Metadata/Items/Heist/HeistObjective",1,2299,[],2,"",[],38,0,13788,876217044,[],"","","",[],[],"","","","","","","",[],[],"","",""
3865,"Metadata/Items/Heist/HeistFinalObjective7",72,2,2,"Abberathine Horns","Metadata/Items/Heist/HeistObjective",1,2300,[],2,"",[],38,0,13789,1507507138,[],"","","",[],[],"","","","","","","",[],[],"","",""
3866,"Metadata/Items/Heist/HeistFinalObjective8",72,2,2,"Admiral Proclar's Pipe","Metadata/Items/Heist/HeistObjective",1,2365,[],2,"",[],38,0,13817,-1616005283,[],"","","",[],[],"","","","","","","",[],[],"","",""
3867,"Metadata/Items/Heist/HeistFinalObjective9",72,2,2,"Alchemical Chalice","Metadata/Items/Heist/HeistObjective",1,2366,[],2,"",[],38,0,13818,275748154,[],"","","",[],[],"","","","","","","",[],[],"","",""
3868,"Metadata/Items/Heist/HeistFinalObjective10",72,2,2,"Ogham Candelabra","Metadata/Items/Heist/HeistObjective",1,2390,[],2,"",[],38,0,13842,-150357406,[],"","","",[],[],"","","","","","","",[],[],"","",""
3869,"Metadata/Items/Heist/HeistFinalObjective11",72,2,2,"Tusked Hominid Skull","Metadata/Items/Heist/HeistObjective",1,2392,[],2,"",[],38,0,13844,672898241,[],"","","",[],[],"","","","","","","",[],[],"","",""
3870,"Metadata/Items/Heist/HeistFinalObjective12",72,2,2,"Celestial Stone","Metadata/Items/Heist/HeistObjective",1,2369,[],2,"",[],38,0,13821,-370196340,[],"","","",[],[],"","","","","","","",[],[],"","",""
3871,"Metadata/Items/Heist/HeistFinalObjective13",72,2,2,"Urn of the Original Ashes","Metadata/Items/Heist/HeistObjective",1,2393,[],2,"",[],38,0,13845,-1543154936,[],"","","",[],[],"","","","","","","",[],[],"","",""
3872,"Metadata/Items/Heist/HeistFinalObjective14",72,2,2,"Heart Coil","Metadata/Items/Heist/HeistObjective",1,2371,[],2,"",[],38,0,13823,338091721,[],"","","",[],[],"","","","","","","",[],[],"","",""
