"rownum","Id","MonsterTypesKey","i32_24","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","i32_128","i32_132","i32_136","TagsKeys","ExperienceMultiplier","[i32]_160","i32_176","i32_180","i32_184","CriticalStrikeChance","i32_192","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid_244","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32_376","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool_428","i32_429","i32_433","i32_437","i32_441","i32_445","i32_449","HASH16","bool_455","string_456"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid_576","i32_592","i32_596","[rid]_600","[rid]_616","i32_632","SinkAnimation_AOFile","bool_644","[rid]_645","bool_661","bool_662","bool_663","i32_664","i32_668","f32_672","i32_676","EPKFile","i32_688","MonsterConditionalEffectPacksKey","bool_708","bool_709","i32_710","bool_714","i32_715","i32_719","i32_723","i32_727","i32_731","i32_735","AddonMonsterTypeIndex","i32_755","i32_759","i32_763","i32_767","i32_771","bool_775","BossHealthBar","bool_777"
7150,"Metadata/Monsters/Skeletons/SkeletonBowExplosiveArrowDelve3",513,21,2,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonBanditBowEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonBowBanditEmerge","[6370,6418]",1,"","",100,3,6,4,8,100,"[813,122,993,786,48,796,1143,31,765,822,32,51,802,73]",120,[],105,105,700,500,0,"[397,1069]","Metadata/Monsters/Skeletons/ArcherExplosiveArrow.ais",[],"",8,"Brittle Miner","Mineur frêle","Spröder Minenarbeiter","脆い炭鉱夫","말라붙은 광부","Mineiro Frágil","Хрупкий шахтёр","Minero quebradizo","Brittle Miner","殘骨礦工",90,132,1995,[14398],[7505],14397,13,"","",0,[],[],[],"",1,6,100,0,0,100,28409,"","","M","M","","","M","MS","M","","","","",32,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,132,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7151,"Metadata/Monsters/Skeletons/SkeletonBowExplosiveArrowDelveSpectre_",513,21,2,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonBanditBowEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonBowBanditEmergeSpectre","[6370,6418]",1,"","",100,3,6,4,8,100,"[813,122,993,786,48,1143,31,765,822,32,51,802,73]",120,[],105,105,700,500,0,"[397,1069]","Metadata/Monsters/Skeletons/ArcherExplosiveArrow.ais",[],"",8,"Brittle Miner","Mineur frêle","Spröder Minenarbeiter","脆い炭鉱夫","말라붙은 광부","Mineiro Frágil","Хрупкий шахтёр","Minero quebradizo","Brittle Miner","殘骨礦工",90,132,1995,[14398],[7505],14397,13,"","",0,[],[],[],1,1,6,100,0,0,100,-9349,"","","M","M","","","M","MS","M","","","","",32,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,132,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7152,"Metadata/Monsters/Skeletons/SkeletonBanditMeleeDelve1",117,21,2,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonBanditEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonBanditEmerge","[6370,6396,20727]",1,"","",100,3,6,1,8,100,"[813,122,819,993,777,774,796,764,1143,30,31,765,51,802,73]",125,[],105,105,700,500,0,"[397,1880]","Metadata/Monsters/Skeletons/SkeletonMeleePuncture.ais",[],"",8,"Rattling Slave","Esclave cliquetant","Klappernder Sklave","ラトリングスレイヴ","덜컹대는 노예","Escravo Chacoalhador","Гремучий раб","Esclavo tambaleante","Rattling Slave","焦躁奴隸",125,156,1605,"[7489,7469]","[7616,7617]","",9,26,"",0,[],[],[],"",1,6,100,0,0,100,-4281,"","","M","M","","","M","MS","M","","","","",32,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,156,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7153,"Metadata/Monsters/Skeletons/SkeletonBanditMeleeDelve2",117,21,2,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonBanditEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonBanditEmerge2","[6370,6396,20727]",1,"","",100,3,6,1,8,100,"[813,122,819,993,777,774,796,764,1143,30,31,765,51,802,73]",125,[],105,105,700,500,0,"[397,1880]","Metadata/Monsters/Skeletons/SkeletonMeleePuncture.ais",[],"",8,"Rattling Slave","Esclave cliquetant","Klappernder Sklave","ラトリングスレイヴ","덜컹대는 노예","Escravo Chacoalhador","Гремучий раб","Esclavo tambaleante","Rattling Slave","焦躁奴隸",125,156,1605,"[7489,7469]","[7616,7617]","",9,26,"",0,[],[],[],"",1,6,100,0,0,100,11342,"","","M","M","","","M","MS","M","","","","",32,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,156,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7154,"Metadata/Monsters/Skeletons/SkeletonBanditMeleeDelve3",117,21,2,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonBanditEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonBanditEmerge3","[6370,6396,20727]",1,"","",100,3,6,1,8,100,"[813,122,819,993,777,774,796,764,1143,30,31,765,51,802,73]",125,[],105,105,700,500,0,"[397,1880]","Metadata/Monsters/Skeletons/SkeletonMeleePuncture.ais",[],"",8,"Rattling Slave","Esclave cliquetant","Klappernder Sklave","ラトリングスレイヴ","덜컹대는 노예","Escravo Chacoalhador","Гремучий раб","Esclavo tambaleante","Rattling Slave","焦躁奴隸",125,156,1605,"[7489,7469]","[7616,7617]","",9,26,"",0,[],[],[],"",1,6,100,0,0,100,-11523,"","","M","M","","","M","MS","M","","","","",32,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,156,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7155,"Metadata/Monsters/Skeletons/SkeletonBanditMeleeDelveSpectre",117,21,2,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonBanditEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/Skeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonBanditEmergeSpectre","[6370,6396,20727]",1,"","",100,3,6,1,8,100,"[813,122,819,993,777,774,764,1143,30,31,765,51,802,73]",125,[],105,105,700,500,0,"[397,1880]","Metadata/Monsters/Skeletons/SkeletonMeleePuncture.ais",[],"",8,"Rattling Slave","Esclave cliquetant","Klappernder Sklave","ラトリングスレイヴ","덜컹대는 노예","Escravo Chacoalhador","Гремучий раб","Esclavo tambaleante","Rattling Slave","焦躁奴隸",125,156,1605,"[7489,7469]","[7616,7617]","",9,26,"",0,[],[],[],1,1,6,100,0,0,100,22238,"","","M","M","","","M","MS","M","","","","",32,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,156,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7156,"Metadata/Monsters/Skeletons/SkeletonBlackCaster1_",179,11,2,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonCasterEmerge",[6370],1,"","",100,3,6,2,8,0,"[813,122,34,780,774,796,29,765,51,820,73,801]",120,[],70,105,700,500,0,[2739],"Metadata/Monsters/Skeletons/SkeletonCasterGoldBlack.ais",[],"",8,"Desecrated Saint","Saint profané","Entweihter Heiliger","冒涜された聖人","훼손된 성자","Santo Profanado","Осквернённый святой","Santo profanado","Desecrated Saint","毀教者",60,84,1605,[],[],"","","","",0,[],[10099],[],"",1,6,100,0,0,100,18006,"","","M","M","","","M","MS","M","","","",16,"","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7157,"Metadata/Monsters/Skeletons/SkeletonBlackCaster2",179,11,2,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonCasterEmerge",[6370],1,"","",100,3,6,2,8,0,"[813,122,34,780,774,796,29,765,51,820,73,801]",120,[],70,105,700,500,0,[2739],"Metadata/Monsters/Skeletons/SkeletonCasterGoldBlack.ais",[],"",8,"Desecrated Saint","Saint profané","Entweihter Heiliger","冒涜された聖人","훼손된 성자","Santo Profanado","Осквернённый святой","Santo profanado","Desecrated Saint","毀教者",60,84,1605,[],[],"","","","",0,[],[10099],[],"",1,6,100,0,0,100,-356,"","","M","M","","","M","MS","M","","","",16,"","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7158,"Metadata/Monsters/Skeletons/SkeletonBlackCaster3",179,11,2,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonCasterEmerge",[6370],1,"","",100,3,6,2,8,0,"[813,122,34,780,774,796,29,765,51,820,73,801]",120,[],70,105,700,500,0,[2739],"Metadata/Monsters/Skeletons/SkeletonCasterGoldBlack.ais",[],"",8,"Desecrated Saint","Saint profané","Entweihter Heiliger","冒涜された聖人","훼손된 성자","Santo Profanado","Осквернённый святой","Santo profanado","Desecrated Saint","毀教者",60,84,1605,[],[],"","","","",0,[],[10099],[],"",1,6,100,0,0,100,-11887,"","","M","M","","","M","MS","M","","","",16,"","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7159,"Metadata/Monsters/Skeletons/SkeletonBlackCasterSpectre",179,11,2,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonCasterEmergeSpectre",[6370],1,"","",100,3,6,2,8,0,"[813,122,34,780,774,29,765,51,820,73,801]",120,[],105,105,700,500,0,[2739],"Metadata/Monsters/Skeletons/SkeletonCasterGoldBlack.ais",[],"",8,"Desecrated Saint","Saint profané","Entweihter Heiliger","冒涜された聖人","훼손된 성자","Santo Profanado","Осквернённый святой","Santo profanado","Desecrated Saint","毀教者",60,84,1605,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,17715,"","","M","M","","","M","MS","M","","","",16,"","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7160,"Metadata/Monsters/Skeletons/SkeletonBlackMeleeDelve1",117,21,2,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonBanditEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonBanditEmerge","[6370,6396]",1,"","",100,3,6,1,8,100,"[813,122,819,993,777,774,796,764,1143,30,31,765,51,802,73]",125,[],105,105,700,500,0,"[397,1880]","Metadata/Monsters/Skeletons/SkeletonMeleePuncture.ais",[],"",8,"Rattling Slave","Esclave cliquetant","Klappernder Sklave","ラトリングスレイヴ","덜컹대는 노예","Escravo Chacoalhador","Гремучий раб","Esclavo tambaleante","Rattling Slave","焦躁奴隸",125,156,1605,"[7465,7474,7492]",[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,-1638,"","","M","M","","","M","MS","M","","","",16,"","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,156,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7161,"Metadata/Monsters/Skeletons/SkeletonBlackMeleeDelve2",117,21,2,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonBanditEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonBanditEmerge2","[6370,6396]",1,"","",100,3,6,1,8,100,"[813,122,819,993,777,774,796,764,1143,30,31,765,51,802,73]",125,[],105,105,700,500,0,"[397,1880]","Metadata/Monsters/Skeletons/SkeletonMeleePuncture.ais",[],"",8,"Rattling Slave","Esclave cliquetant","Klappernder Sklave","ラトリングスレイヴ","덜컹대는 노예","Escravo Chacoalhador","Гремучий раб","Esclavo tambaleante","Rattling Slave","焦躁奴隸",125,156,1605,"[7465,7474,7492]",[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,-27549,"","","M","M","","","M","MS","M","","","",16,"","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,156,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7162,"Metadata/Monsters/Skeletons/SkeletonBlackMeleeDelve3",117,21,2,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonBanditEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonBanditEmerge3","[6370,6396]",1,"","",100,3,6,1,8,100,"[813,122,819,993,777,774,796,764,1143,30,31,765,51,802,73]",125,[],105,105,700,500,0,"[397,1880]","Metadata/Monsters/Skeletons/SkeletonMeleePuncture.ais",[],"",8,"Rattling Slave","Esclave cliquetant","Klappernder Sklave","ラトリングスレイヴ","덜컹대는 노예","Escravo Chacoalhador","Гремучий раб","Esclavo tambaleante","Rattling Slave","焦躁奴隸",125,156,1605,"[7465,7474,7492]",[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,-14718,"","","M","M","","","M","MS","M","","","",16,"","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,156,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7163,"Metadata/Monsters/Skeletons/SkeletonBlackMeleeDelveSpectre",117,21,2,6,9,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonBanditEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/BlackSkeleton.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonBanditEmergeSpectre","[6370,6396]",1,"","",100,3,6,1,8,100,"[813,122,819,993,777,774,764,1143,30,31,765,51,802,73]",125,[],105,105,700,500,0,"[397,1880]","Metadata/Monsters/Skeletons/SkeletonMeleePuncture.ais",[],"",8,"Rattling Slave","Esclave cliquetant","Klappernder Sklave","ラトリングスレイヴ","덜컹대는 노예","Escravo Chacoalhador","Гремучий раб","Esclavo tambaleante","Rattling Slave","焦躁奴隸",125,156,1605,"[7465,7474,7492]",[],"",9,"","",0,[],[],[],1,1,6,100,0,0,100,25882,"","","M","M","","","M","MS","M","","","",16,"","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,156,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7164,"Metadata/Monsters/Skeletons/SkeletonCasterFireDelve1",175,11,2,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterFire.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonCasterEmerge",[6370],1,"","",100,3,6,2,8,0,"[813,122,34,993,766,780,774,796,1143,30,32,51,820,73,801]",120,[],70,105,700,500,0,[847],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Brittle Arsonist","Incendiaire frêle","Spröder Brandstifter","脆い放火魔","말라붙은 방화범","Incendiário Frágil","Истлевший поджигатель","Pirómano Quebradizo","Brittle Arsonist","枯骨之炎",60,84,1605,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,7511,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7165,"Metadata/Monsters/Skeletons/SkeletonCasterFireDelve2_",175,11,2,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterFire.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonCasterEmerge",[6370],1,"","",100,3,6,2,8,0,"[813,122,34,993,766,780,774,796,1143,30,32,51,820,73,801]",120,[],70,105,700,500,0,[847],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Brittle Arsonist","Incendiaire frêle","Spröder Brandstifter","脆い放火魔","말라붙은 방화범","Incendiário Frágil","Истлевший поджигатель","Pirómano Quebradizo","Brittle Arsonist","枯骨之炎",60,84,1605,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,25316,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7166,"Metadata/Monsters/Skeletons/SkeletonCasterFireDelve3",175,11,2,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterFire.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonCasterEmerge",[6370],1,"","",100,3,6,2,8,0,"[813,122,34,993,766,780,774,796,1143,30,32,51,820,73,801]",120,[],70,105,700,500,0,[847],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Brittle Arsonist","Incendiaire frêle","Spröder Brandstifter","脆い放火魔","말라붙은 방화범","Incendiário Frágil","Истлевший поджигатель","Pirómano Quebradizo","Brittle Arsonist","枯骨之炎",60,84,1605,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-16983,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7167,"Metadata/Monsters/Skeletons/SkeletonCasterFireDelveSpectre",175,11,2,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterFire.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonCasterEmergeSpectre",[6370],1,"","",100,3,6,2,8,0,"[813,122,34,993,766,780,774,1143,30,32,51,820,73,801]",120,[],70,105,700,500,0,[847],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Brittle Arsonist","Incendiaire frêle","Spröder Brandstifter","脆い放火魔","말라붙은 방화범","Incendiário Frágil","Истлевший поджигатель","Pirómano Quebradizo","Brittle Arsonist","枯骨之炎",60,84,1605,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,-20484,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7168,"Metadata/Monsters/Skeletons/SkeletonCasterColdDelve1",177,8,2,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterCold.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonCasterEmerge",[6370],1,"","",100,3,6,2,8,0,"[813,122,34,767,993,780,774,796,1143,29,32,51,820,73,801]",120,[],70,105,700,500,0,[854],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Axiom Frostguard","Givregarde d'Axiom","Axiom-Frostwache","アクシオム・フロストガード","액시옴 서리수호병","Guardião Congelado Axiom","Морозный страж Аксиомы","Guardia de Hielo de Axiom","Axiom Frostguard","冰霜獄衛",60,84,1605,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-8111,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7169,"Metadata/Monsters/Skeletons/SkeletonCasterColdDelve2",177,8,2,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterCold.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonCasterEmerge",[6370],1,"","",100,3,6,2,8,0,"[813,122,34,767,993,780,774,796,1143,29,32,51,820,73,801]",120,[],70,105,700,500,0,[854],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Axiom Frostguard","Givregarde d'Axiom","Axiom-Frostwache","アクシオム・フロストガード","액시옴 서리수호병","Guardião Congelado Axiom","Морозный страж Аксиомы","Guardia de Hielo de Axiom","Axiom Frostguard","冰霜獄衛",60,84,1605,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,8479,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7170,"Metadata/Monsters/Skeletons/SkeletonCasterColdDelve3",177,8,2,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterCold.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonCasterEmerge",[6370],1,"","",100,3,6,2,8,0,"[813,122,34,767,993,780,774,796,1143,29,32,51,820,73,801]",120,[],70,105,700,500,0,[854],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Axiom Frostguard","Givregarde d'Axiom","Axiom-Frostwache","アクシオム・フロストガード","액시옴 서리수호병","Guardião Congelado Axiom","Морозный страж Аксиомы","Guardia de Hielo de Axiom","Axiom Frostguard","冰霜獄衛",60,84,1605,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-28359,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7171,"Metadata/Monsters/Skeletons/SkeletonCasterColdDelveSpectre",177,8,2,6,46,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterEmerge.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonCasterCold.ao""]","Metadata/Monsters/Skeletons/Delve/SkeletonCasterEmergeSpectre",[6370],1,"","",100,3,6,2,8,0,"[813,122,34,767,993,780,774,1143,29,32,51,820,73,801]",120,[],70,105,700,500,0,[854],"Metadata/Monsters/Skeletons/SkeletonCaster.ais",[],"",8,"Axiom Frostguard","Givregarde d'Axiom","Axiom-Frostwache","アクシオム・フロストガード","액시옴 서리수호병","Guardião Congelado Axiom","Морозный страж Аксиомы","Guardia de Hielo de Axiom","Axiom Frostguard","冰霜獄衛",60,84,1605,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,21885,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,84,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7172,"Metadata/Monsters/RockGolem/RockGolemDelve",1385,30,3,6,10,"[""Metadata/Monsters/RockGolem/RockGolemSummoned.act""]","[""Metadata/Monsters/RockGolem/RockGolemFoothills.ao""]","Metadata/Monsters/RockGolem/Delve/RockGolemDelve",[13352],1,"","",110,2,6,3,6,0,"[821,74,993,777,774,796,803,764,120,1143,31,765,811]",150,[],135,135,700,500,0,[396],"Metadata/Monsters/Standard.ais",[],"",6,"Disturbed Rock","Roche agitée","Aufgerüttelter Fels","物騒な岩","동요하는 바위","Rocha Deturpada","Потревоженный камень","Roca Perturbada","หินที่ไม่สงบ","竦動巨岩",120,225,1500,[9920],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,19960,"","","F","M","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,225,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7173,"Metadata/Monsters/RockGolem/RockGolemDelve2",1380,30,2,6,8,"[""Metadata/Monsters/RockGolem/RockGolemSummoned.act""]","[""Metadata/Monsters/RockGolem/RockGolemFoothills.ao""]","Metadata/Monsters/RockGolem/Delve/RockGolemDelve",[13352],1,"","",50,2,6,3,6,0,"[821,74,993,793,777,774,803,764,120,1143,31,765,811]",90,[],135,135,700,500,0,[396],"Metadata/Monsters/Standard.ais",[],"",6,"Disturbed Fragment","Éclat agité","Aufgerütteltes Fragment","物騒な断片","동요하는 조각","Fragmento Deturpado","Потревоженный осколок","Fragmento Perturbado","ชิ้นส่วนที่ไม่สงบ","竦動裂片",90,108,1500,[9920],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,-31952,"","","M","N","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,-10,10,0,108,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
7174,"Metadata/Monsters/RockGolem/RockGolemDelveAzurite",1385,30,3,6,10,"[""Metadata/Monsters/RockGolem/RockGolemSummoned.act""]","[""Metadata/Monsters/RockGolem/RockGolemFoothills.ao""]","Metadata/Monsters/RockGolem/Delve/RockGolemDelveAzurite",[13352],1,"","",88,2,6,3,6,0,"[821,34,767,74,993,777,774,796,803,764,120,1143,31,765,32,811]",150,[],135,135,700,500,0,"[1681,1682,396,9431,6775]","Metadata/Monsters/RockGolem/Delve/RockGolemDelveRanged.ais",[],"",6,"Disturbed Azurite","Azurite agitée","Aufgerütteltes Azurit","物騒なアズライト","동요하는 남동석","Azurita Deturpada","Потревоженный азурит","Azurita perturbada","อะซูไรต์ที่ไม่สงบ","竦動碧藍礦",120,225,1500,[9920],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,-2222,"","","F","N","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,225,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
