"rownum","BaseItemType","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemType","Description","Usage_AchievementItems","Scroll","Possession_AchievementItem","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","ChangedForHardmode","DescriptionHardmode","IsGold","UsageHint","bool"
758,1444,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
759,1445,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
760,1446,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
761,1447,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
762,1448,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
763,1449,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
764,1450,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
765,1451,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
766,1452,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
767,1453,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
768,1454,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
769,1455,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
770,1456,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
771,1457,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
772,1458,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
773,1459,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
774,1460,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
775,1461,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
776,1462,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
777,1463,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
778,1464,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
779,1465,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
780,1466,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
781,1467,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
782,1468,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
783,1469,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
784,1470,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
785,1471,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
786,1472,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
787,1473,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
788,1474,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
789,1475,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
790,1476,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
791,1477,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
792,1478,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
793,1479,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
794,1480,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
795,1481,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
796,1482,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
797,1483,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
798,1484,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
799,1485,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
800,1486,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
801,1487,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
802,1488,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
803,1489,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
804,1490,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
805,1491,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
806,1492,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
807,1493,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
808,1494,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
809,1495,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
810,1496,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
811,1497,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
812,1498,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
813,1499,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
814,1500,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
815,1501,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
816,1502,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
817,1503,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
818,1504,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
819,1505,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
820,1506,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
821,1507,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
822,1508,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
823,1509,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
824,1510,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
825,1511,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
826,1512,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
827,1513,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
828,1514,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
829,1515,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
830,1516,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
831,1517,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
832,1518,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
833,1519,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
834,1520,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
835,1521,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
836,1522,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
837,1523,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
838,1524,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
839,1525,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
840,1526,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
841,1527,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
842,1528,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
843,1529,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
844,1530,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
845,1531,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
846,1532,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
847,1533,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
848,1534,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
849,1535,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
850,1536,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
851,1537,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
852,1538,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
853,1539,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
854,1540,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
855,1541,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
856,1542,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
857,1543,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
858,1544,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
859,1545,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
860,1546,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
861,1547,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
862,1548,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
863,1549,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
864,1550,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
865,1551,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
866,1552,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
867,1553,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
868,1554,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
869,1555,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
870,1556,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
871,1557,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
872,1558,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
873,1559,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
874,1560,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
875,1561,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
876,1562,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
877,1563,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
878,1564,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
879,1565,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
880,1566,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
881,1567,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
882,1568,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
883,1569,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
884,1570,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
885,1571,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
886,1572,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
887,1573,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
888,1574,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
889,1575,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
890,1576,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
891,1577,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
892,1578,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
893,1579,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
894,1580,1,3,"","","","",[],"","",[],[],0,"",0,[],[],[],"","","","",""
895,1581,20,2,"reroll_rare_eldritch","Right click this item then left click a rare item with The Searing Exarch or The Eater of Worlds dominance to apply it.","","If The Searing Exarch is dominant, reroll prefix modifiers. If The Eater of Worlds is dominant, reroll suffix modifiers.",[8417],"","",[],[],5000,"<<xbox_button_x>> to select, then  <<xbox_button_a>> on a rare item with The Searing Exarch or The Eater of Worlds dominance to apply it.",100,[],[],[],"","","","Drag this item onto a rare item with The Searing Exarch or The Eater of Worlds dominance to apply it.",""
896,1582,10,2,"add_mod_to_rare_eldritch","Right click this item then left click a rare item with The Searing Exarch or The Eater of Worlds dominance to apply it. Rare items can have up to six random modifiers.","","If The Searing Exarch is dominant, add a prefix modifier. If The Eater of Worlds is dominant, add a suffix modifier.",[9033],"","",[],[],5000,"<<xbox_button_x>> to select, then  <<xbox_button_a>> on a rare item with The Searing Exarch or The Eater of Worlds dominance to apply it. Rare items can have up to six random modifiers.",100,[],[],[],"","","","Drag this item onto a rare item with The Searing Exarch or The Eater of Worlds dominance to apply it. Rare items can have up to six random modifiers.",""
897,1583,20,2,"remove_random_mod_eldritch","Right click this item then left click on a magic or rare item with The Searing Exarch or The Eater of Worlds dominance to apply it.","","If The Searing Exarch is dominant, remove a prefix modifier. If The Eater of Worlds is dominant, remove a suffix modifier.",[8419],"","",[],[],5000,"<<xbox_button_x>> to use, then <<xbox_button_a>> on a magic or rare item item with The Searing Exarch or The Eater of Worlds dominance to apply it.",100,[],[],[],"","","","Drag this item onto on a magic or rare item with The Searing Exarch or The Eater of Worlds dominance to apply it.",""
898,1593,20,1,"scouting_report","Right click this item while viewing Kirac's Atlas Missions to use it.","","Reroll all of Kirac's Atlas Missions, including at least one Unique map.",[8466],"","",[],[],5000,"Press <<xbox_button_x>> while viewing Kirac's Atlas Missions to use it.",0,[],[],[],"","","","Drag this item while viewing Kirac's Atlas Missions to use it.",""
899,1594,20,1,"scouting_report","Right click this item while viewing Kirac's Atlas Missions to use it.","","Reroll all of Kirac's Atlas Missions, including at least one Breachstone.",[8466],"","",[],[],5000,"Press <<xbox_button_x>> while viewing Kirac's Atlas Missions to use it.",0,[],[],[],"","","","Drag this item while viewing Kirac's Atlas Missions to use it.",""
900,1595,20,1,"scouting_report","Right click this item while viewing Kirac's Atlas Missions to use it.","","Reroll all of Kirac's Atlas Missions, adding additional mission options.",[8466],"","",[],[],5000,"Press <<xbox_button_x>> while viewing Kirac's Atlas Missions to use it.",0,[],[],[],"","","","Drag this item while viewing Kirac's Atlas Missions to use it.",""
901,1596,20,1,"scouting_report","Right click this item while viewing Kirac's Atlas Missions to use it.","","Reroll all of Kirac's Atlas Missions, corrupting all non-Unique Maps.",[8466],"","",[],[],5000,"Press <<xbox_button_x>> while viewing Kirac's Atlas Missions to use it.",0,[],[],[],"","","","Drag this item while viewing Kirac's Atlas Missions to use it.",""
902,1597,20,1,"scouting_report","Right click this item while viewing Kirac's Atlas Missions to use it.","","Reroll all of Kirac's Atlas Missions, adding layers of Delirium to all non-Unique Maps.",[8466],"","",[],[],5000,"Press <<xbox_button_x>> while viewing Kirac's Atlas Missions to use it.",0,[],[],[],"","","","Drag this item while viewing Kirac's Atlas Missions to use it.",""
903,1598,20,1,"scouting_report","Right click this item while viewing Kirac's Atlas Missions to use it.","","Reroll all of Kirac's Atlas Missions, granting missions with rewarding implicit modifiers.",[8466],"","",[],[],5000,"Press <<xbox_button_x>> while viewing Kirac's Atlas Missions to use it.",0,[],[],[],"","","","Drag this item while viewing Kirac's Atlas Missions to use it.",""
904,1599,20,1,"scouting_report","Right click this item while viewing Kirac's Atlas Missions to use it.","","Reroll all of Kirac's Atlas Missions, including at least one Blighted Map.",[8466],"","",[],[],5000,"Press <<xbox_button_x>> while viewing Kirac's Atlas Missions to use it.",0,[],[],[],"","","","Drag this item while viewing Kirac's Atlas Missions to use it.",""
905,1600,20,1,"scouting_report","Right click this item while viewing Kirac's Atlas Missions to use it.","","Reroll all of Kirac's Atlas Missions, including at least one Shaper Guardian, Elder Guardian, or Elderslayer Map.",[8466],"","",[],[],5000,"Press <<xbox_button_x>> while viewing Kirac's Atlas Missions to use it.",0,[],[],[],"","","","Drag this item while viewing Kirac's Atlas Missions to use it.",""
906,1601,20,1,"scouting_report","Right click this item while viewing Kirac's Atlas Missions to use it.","","Reroll all of Kirac's Atlas Missions, using uncompleted Maps where possible.",[8466],"","",[],[],5000,"Press <<xbox_button_x>> while viewing Kirac's Atlas Missions to use it.",0,[],[],[],"","","","Drag this item while viewing Kirac's Atlas Missions to use it.",""
907,1602,10,2,"extract_oil","Right click this item then left click an Anointed item to destroy it.","","Destroys an Anointed Item to recover one of the Oils that was used to apply that Anointment",[],"","",[],[],5000,"<<xbox_button_x>> to use, then <<xbox_button_a>> on an Anointed item to destroy it.",0,[],[],[],"","","","Drag this item onto an Anointed item to destroy it.",""
908,1629,20,1,"sentinel_craft","Right click this item then select two Sentinels to combine.","","Destroys two Sentinels to create a fully-charged Sentinel with a combination of their properties. Sometimes, the resultant item is modified unpredictably",[],"","",[],[],400,"Press <<xbox_button_x>> then select two Sentinels to combine.",0,[],[],[],"","","","Drag this item then select two Sentinels to combine.",""
909,1630,20,1,"sentinel_craft","Right click this item then select two Sentinels to combine.","","Destroys two Sentinels to create a fully-charged Sentinel with a combination of their properties. Sometimes, the resultant item is modified unpredictably, with a higher chance of a special base type",[],"","",[],[],400,"Press <<xbox_button_x>> then select two Sentinels to combine.",0,[],[],[],"","","","Drag this item then select two Sentinels to combine.",""
910,1631,20,1,"sentinel_craft","Right click this item then select two Sentinels to combine.","","Destroys two Sentinels to create a fully-charged Sentinel with a combination of their properties. Sometimes, the resultant item is modified unpredictably, with a higher chance of a upgrading the tier of modifiers",[],"","",[],[],400,"Press <<xbox_button_x>> then select two Sentinels to combine.",0,[],[],[],"","","","Drag this item then select two Sentinels to combine.",""
911,1632,20,1,"sentinel_craft","Right click this item then select two Sentinels to combine.","","Destroys two Sentinels to create a fully-charged Sentinel with a combination of their properties. Sometimes, the resultant item is modified unpredictably, with a higher chance of new random modifiers",[],"","",[],[],400,"Press <<xbox_button_x>> then select two Sentinels to combine.",0,[],[],[],"","","","Drag this item then select two Sentinels to combine.",""
912,1633,20,1,"sentinel_craft","Right click this item then select two Armours to combine. These items must be of the same item class.","","Destroys two Armours to create a new Armour with a combination of their properties. Sometimes, the resultant item is modified unpredictably",[],"","",[],[],5000,"Press <<xbox_button_x>> then select two Armours to combine. These items must be of the same item class.",0,[],[],[],"","","","Drag this item then select two Armours to combine. These items must be of the same item class.",""
913,1634,20,1,"sentinel_craft","Right click this item then select two Weapons or Quivers to combine. These items must be of the same item class.","","Destroys two Weapons or Quivers to create a new Weapon or Quiver with a combination of their properties. Sometimes, the resultant item is modified unpredictably",[],"","",[],[],5000,"Press <<xbox_button_x>> then select two Weapons or Quivers to combine. These items must be of the same item class.",0,[],[],[],"","","","Drag this item then select two Weapons or Quivers to combine. These items must be of the same item class.",""
914,1635,20,1,"sentinel_craft","Right click this item then select two Jewellery items to combine. These items must be of the same item class.","","Destroys two Jewellery items to create a new Jewellery item with a combination of their properties. Sometimes, the resultant item is modified unpredictably",[],"","",[],[],5000,"Press <<xbox_button_x>> then select two Jewellery items to combine. These items must be of the same item class.",0,[],[],[],"","","","Drag this item then select two Jewellery items to combine. These items must be of the same item class.",""
915,1650,50000,3,"","Can be used at the Horticrafting bench in your hideout.","","",[],"","",[],[],50000,"",0,[],[],[],"","","","",""
916,1651,50000,3,"","Can be used at the Horticrafting bench in your hideout.","","",[],"","",[],[],50000,"",0,[],[],[],"","","","",""
917,1652,50000,3,"","Can be used at the Horticrafting bench in your hideout.","","",[],"","",[],[],50000,"",0,[],[],[],"","","","",""
918,1653,10,3,"","Can be used at the Horticrafting bench in your hideout.","","",[],"","",[],[],5000,"",0,[],[],[],"","","","",""
919,1661,1,3,"","","","Used to open Bronze Caches within the Trials",[],"","",[],[],0,"",0,[],[],[],"","","","",""
920,1662,1,3,"","","","Used to open Silver Caches within the Trials",[],"","",[],[],0,"",0,[],[],[],"","","","",""
921,1663,1,3,"","","","Used to open Gold Caches within the Trials",[],"","",[],[],0,"",0,[],[],[],"","","","",""
922,1664,1,3,"","","","Used to open Bronze Caches within the Trials",[],"","",[],[],0,"",0,[],[],[],"","","","",""
923,1665,1,3,"","","","Used to open Silver Caches within the Trials",[],"","",[],[],0,"",0,[],[],[],"","","","",""
924,1666,1,3,"","","","Used to open Gold Caches within the Trials",[],"","",[],[],0,"",0,[],[],[],"","","","",""
925,1654,5000,3,"","","","Can be spent at Vendors.",[],"","",[],[],50000,"",0,[],[],[],"","",1,"",""
