"rownum","Id","Characters","Text","AudioFiles","i32","i32","bool","bool","i32","i32","i32","i32","i32","NPCs","rid","f32","[rid]","i32"
13307,"TrialmasterG3_ModSelectionBuffExpiryRate_10",[],"Time is your enemy.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_44_04A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13308,"TrialmasterG3_ModSelectionBuffExpiryRate_11",[],"Time is your enemy.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_44_04B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13309,"TrialmasterG3_ModSelectionBuffExpiryRate_12",[],"Time is your enemy.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_44_04C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13310,"TrialmasterG3_ModSelectionExtraProj_Random",[],"Their volleys multiply while yours turn against you.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_45_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13311,"TrialmasterG3_ModSelectionExtraProj_2",[],"Their volleys multiply while yours turn against you.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_45_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13312,"TrialmasterG3_ModSelectionExtraProj_3",[],"Their volleys multiply while yours turn against you.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_45_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13313,"TrialmasterG3_ModSelectionExtraProj_4",[],"Your own volleys turn against you.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_45_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13314,"TrialmasterG3_ModSelectionExtraProj_5",[],"Your own volleys turn against you.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_45_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13315,"TrialmasterG3_ModSelectionExtraProj_6",[],"Your own volleys turn against you.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_45_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13316,"TrialmasterG3_ModSelectionMonsterAttackCastSpeedPerSecond_Random",[],"The tide of death is rapid.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_46_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13317,"TrialmasterG3_ModSelectionMonsterAttackCastSpeedPerSecond_2",[],"The tide of death is rapid.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_46_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13318,"TrialmasterG3_ModSelectionMonsterAttackCastSpeedPerSecond_3",[],"The tide of death is rapid.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_46_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13319,"TrialmasterG3_ModSelectionMonsterAttackCastSpeedPerSecond_4",[],"They accelerate beyond reason.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_46_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13320,"TrialmasterG3_ModSelectionMonsterAttackCastSpeedPerSecond_5",[],"They accelerate beyond reason.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_46_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13321,"TrialmasterG3_ModSelectionMonsterAttackCastSpeedPerSecond_6",[],"They accelerate beyond reason.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_46_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13322,"TrialmasterG3_ModSelectionDamageTakenIncreasePerSecond_Random",[],"Mortality seeks you in kind.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_47_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13323,"TrialmasterG3_ModSelectionDamageTakenIncreasePerSecond_2",[],"Mortality seeks you in kind.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_47_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13324,"TrialmasterG3_ModSelectionDamageTakenIncreasePerSecond_3",[],"Mortality seeks you in kind.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_47_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13325,"TrialmasterG3_ModSelectionDamageTakenIncreasePerSecond_4",[],"You are more frail than you know.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_47_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13326,"TrialmasterG3_ModSelectionDamageTakenIncreasePerSecond_5",[],"You are more frail than you know.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_47_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13327,"TrialmasterG3_ModSelectionDamageTakenIncreasePerSecond_6",[],"You are more frail than you know.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_47_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13328,"TrialmasterG3_ModSelectionDamageTakenIncreasePerSecond_7",[],"Frailty races through your bones.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_47_03A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13329,"TrialmasterG3_ModSelectionDamageTakenIncreasePerSecond_8",[],"Frailty races through your bones.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_47_03B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13330,"TrialmasterG3_ModSelectionDamageTakenIncreasePerSecond_9",[],"Frailty races through your bones.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_47_03C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13331,"TrialmasterG3_ModSelectionGeneric_Random",[],"A fine choice indeed.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13332,"TrialmasterG3_ModSelectionGeneric_2",[],"A fine choice indeed.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13333,"TrialmasterG3_ModSelectionGeneric_3",[],"Think you can handle it?","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13334,"TrialmasterG3_ModSelectionGeneric_4",[],"Think you can handle it?","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13335,"TrialmasterG3_ModSelectionGeneric_5",[],"Few dare choose that one...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_03A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13336,"TrialmasterG3_ModSelectionGeneric_6",[],"Few dare choose that one...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_03B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13337,"TrialmasterG3_ModSelectionGeneric_7",[],"Last time someone picked that they didn't last a single round...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_04A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13338,"TrialmasterG3_ModSelectionGeneric_8",[],"Last time someone picked that they didn't last a single round...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_04B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13339,"TrialmasterG3_ModSelectionGeneric_9",[],"My my, aren't you the brave one?","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_05A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13340,"TrialmasterG3_ModSelectionGeneric_10",[],"My my, aren't you the brave one?","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_05B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13341,"TrialmasterG3_ModSelectionGeneric_11",[],"Personally wouldn't've picked that one...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_06A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13342,"TrialmasterG3_ModSelectionGeneric_12",[],"Personally wouldn't've picked that one...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_06B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13343,"TrialmasterG3_ModSelectionGeneric_13",[],"Your choice, your consequences...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_07A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13344,"TrialmasterG3_ModSelectionGeneric_14",[],"Your choice, your consequences...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_07B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13345,"TrialmasterG3_ModSelectionGeneric_15",[],"Your trial nears its abrupt end...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_08A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13346,"TrialmasterG3_ModSelectionGeneric_16",[],"Your trial nears its abrupt end...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_08B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13347,"TrialmasterG3_ModSelectionGeneric_17",[],"So brave; so naive...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_09A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13348,"TrialmasterG3_ModSelectionGeneric_18",[],"So brave; so naive...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_09B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13349,"TrialmasterG3_ModSelectionGeneric_19",[],"I applaud your bravery.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_10A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13350,"TrialmasterG3_ModSelectionGeneric_20",[],"I applaud your bravery.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_10B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13351,"TrialmasterG3_ModSelectionGeneric_21",[],"I've never tested this on anyone before.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_11A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13352,"TrialmasterG3_ModSelectionGeneric_22",[],"I've never tested this on anyone before.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_11B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13353,"TrialmasterG3_ModSelectionGeneric_23",[],"Praise Chaos and pass the inhibitions.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_12A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13354,"TrialmasterG3_ModSelectionGeneric_24",[],"A song for a soul.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_13A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13355,"TrialmasterG3_ModSelectionGeneric_25",[],"A song for a soul.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_13B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13356,"TrialmasterG3_ModSelectionGeneric_26",[],"Drink deep of avarice as you feast on futility.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_14A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13357,"TrialmasterG3_ModSelectionGeneric_27",[],"Drink deep of avarice as you feast on futility.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_14B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13358,"TrialmasterG3_ModSelectionGeneric_28",[],"Sink into the bowels of nothing!","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_15A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13359,"TrialmasterG3_ModSelectionGeneric_29",[],"Sink into the bowels of nothing!","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_15B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13360,"TrialmasterG3_ModSelectionGeneric_30",[],"Sluggish are those burdened with choice.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_16A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13361,"TrialmasterG3_ModSelectionGeneric_31",[],"Sluggish are those burdened with choice.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_16B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13362,"TrialmasterG3_ModSelectionGeneric_32",[],"Desperately grasp for order while you tumble towards chaos.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_17A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13363,"TrialmasterG3_ModSelectionGeneric_33",[],"Desperately grasp for order while you tumble towards chaos.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_17B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13364,"TrialmasterG3_ModSelectionGeneric_34",[],"Your teeth will be as embers grinding against sanity.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_18A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13365,"TrialmasterG3_ModSelectionGeneric_35",[],"Your teeth will be as embers grinding against sanity.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_48_18B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13366,"TrialmasterG3_EncounterKillAllMonsters_Random",[],"Leave naught but corpses.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13367,"TrialmasterG3_EncounterKillAllMonsters_2",[],"Leave naught but corpses.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13368,"TrialmasterG3_EncounterKillAllMonsters_3",[],"Slay them all.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13369,"TrialmasterG3_EncounterKillAllMonsters_4",[],"Slay them all.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13370,"TrialmasterG3_EncounterKillAllMonsters_5",[],"Slay them all.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13371,"TrialmasterG3_EncounterKillAllMonsters_6",[],"Kill them all.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_03A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13372,"TrialmasterG3_EncounterKillAllMonsters_7",[],"Kill them all.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_03B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13373,"TrialmasterG3_EncounterKillAllMonsters_8",[],"Kill them all.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_03C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13374,"TrialmasterG3_EncounterKillAllMonsters_9",[],"Slay everything.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_04A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13375,"TrialmasterG3_EncounterKillAllMonsters_10",[],"Slay everything.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_04B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13376,"TrialmasterG3_EncounterKillAllMonsters_11",[],"Slay everything.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_04C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13377,"TrialmasterG3_EncounterKillAllMonsters_12",[],"Bring death.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_05A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13378,"TrialmasterG3_EncounterKillAllMonsters_13",[],"Bring death.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_05B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13379,"TrialmasterG3_EncounterKillAllMonsters_14",[],"Bring death.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_49_05C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13380,"TrialmasterG3_EncounterSurviveTimer_Random",[],"Survive.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13381,"TrialmasterG3_EncounterSurviveTimer_2",[],"Survive.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13382,"TrialmasterG3_EncounterSurviveTimer_3",[],"Survive.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13383,"TrialmasterG3_EncounterSurviveTimer_4",[],"Don't die.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13384,"TrialmasterG3_EncounterSurviveTimer_5",[],"Don't die.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13385,"TrialmasterG3_EncounterSurviveTimer_6",[],"Don't die.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13386,"TrialmasterG3_EncounterSurviveTimer_7",[],"Hold your ground... if you can.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_03A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13387,"TrialmasterG3_EncounterSurviveTimer_8",[],"Hold your ground... if you can.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_03B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13388,"TrialmasterG3_EncounterSurviveTimer_9",[],"Hold your ground... if you can.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_03C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13389,"TrialmasterG3_EncounterSurviveTimer_10",[],"Stem the tide.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_04A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13390,"TrialmasterG3_EncounterSurviveTimer_11",[],"Stem the tide.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_04B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13391,"TrialmasterG3_EncounterSurviveTimer_12",[],"Stem the tide.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_04C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13392,"TrialmasterG3_EncounterSurviveTimer_13",[],"Try not to die.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_05A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13393,"TrialmasterG3_EncounterSurviveTimer_14",[],"Try not to die.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_05B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13394,"TrialmasterG3_EncounterSurviveTimer_15",[],"Try not to die.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_05C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13395,"TrialmasterG3_EncounterSurviveTimer_16",[],"Outlive my expectations.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_06A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13396,"TrialmasterG3_EncounterSurviveTimer_17",[],"Outlive my expectations.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_06B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13397,"TrialmasterG3_EncounterSurviveTimer_18",[],"Outlive my expectations.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_06C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13398,"TrialmasterG3_EncounterSurviveTimer_19",[],"Live.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_07A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13399,"TrialmasterG3_EncounterSurviveTimer_20",[],"Live.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_07B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13400,"TrialmasterG3_EncounterSurviveTimer_21",[],"Live.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_50_07C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13401,"TrialmasterG3_EncounterPowerMonument_Random",[],"Powering the monument requires souls...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_51_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13402,"TrialmasterG3_EncounterPowerMonument_2",[],"Powering the monument requires souls...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_51_01B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13403,"TrialmasterG3_EncounterPowerMonument_3",[],"Powering the monument requires souls...","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_51_01C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13404,"TrialmasterG3_EncounterPowerMonument_4",[],"Pillage and Retrieve.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_51_02A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13405,"TrialmasterG3_EncounterPowerMonument_5",[],"Pillage and Retrieve.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_51_02B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13406,"TrialmasterG3_EncounterPowerMonument_6",[],"Pillage and Retrieve.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_51_02C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13407,"TrialmasterG3_EncounterPowerMonument_7",[],"Ravage and Ransack.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_51_03A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13408,"TrialmasterG3_EncounterPowerMonument_8",[],"Ravage and Ransack.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_51_03B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13409,"TrialmasterG3_EncounterPowerMonument_9",[],"Ravage and Ransack.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_51_03C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13410,"TrialmasterG3_EncounterPowerMonument_10",[],"Seek out the Cores.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_51_04A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13411,"TrialmasterG3_EncounterPowerMonument_11",[],"Seek out the Cores.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_51_04B.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13412,"TrialmasterG3_EncounterPowerMonument_12",[],"Seek out the Cores.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_51_04C.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
13413,"TrialmasterG3_EncounterKillInCircles_Random",[],"Chaos demands sacrifice.","[""Audio/Dialogue/4.0/NPC/Part1/Act3/Trialmaster_Wild/TriG3_Wild_52_01A.ogg""]",338,0,"","",338,0,1,0,1,[170],"",0,[],100
