"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","MiscAnimations","bool"
3049,2327,0,875,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Glacial Hammer","Marteau de glace","Frosthammer","グレイシャルハンマー","빙하 망치","Martelo Glacial","Ледяной молот","Martillo glacial","ค้อนเยือกแข็ง","冰霜之錘",0,[],0,0,[],[],[],[],[],""
3050,2327,1,875,[],[],9472,"",[],[],0,"",[],0,"","","",[],"Glacial Hammer","Marteau de glace","Frosthammer","グレイシャルハンマー","빙하 망치","Martelo Glacial","Ледяной молот","Martillo glacial","ค้อนเยือกแข็ง","冰霜之錘",0,[],0,0,[],[],[],[],[],""
3051,2327,2,875,[],[],9473,"",[1920],[-30],0,"",[],0,"","","",[],"Glacial Hammer","Marteau de glace","Frosthammer","グレイシャルハンマー","빙하 망치","Martelo Glacial","Ледяной молот","Martillo glacial","ค้อนเยือกแข็ง","冰霜之錘",0,[],50,0,[],[],[],[],[],""
3052,2327,3,875,[],[],9474,"","[214,1920]","[2,30]",0,"",[],0,"","","",[],"Glacial Hammer","Marteau de glace","Frosthammer","グレイシャルハンマー","빙하 망치","Martelo Glacial","Ледяной молот","Martillo glacial","ค้อนเยือกแข็ง","冰霜之錘",0,[],-30,0,[],[],[],[],[],""
3053,2327,4,875,[],[],9475,"",[357],[4000],0,870,[],0,"","","",[],"Glacial Hammer","Marteau de glace","Frosthammer","グレイシャルハンマー","빙하 망치","Martelo Glacial","Ледяной молот","Martillo glacial","ค้อนเยือกแข็ง","冰霜之錘",0,[],0,0,[],[],[],[],[],""
3054,2333,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[9086],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
3055,2333,1,2558,[],[],9409,"",[173],[4],0,"",[],0,"","","",[9086],"Spectral Weapon","Arme spectrale","Spektrale Waffe","スペクトラルウェポン","영체 무기","Arma Espectral","Призрачное оружие","Arma espectral","อาวุธเงา","靈體武器",0,[],0,0,[],[],[],[],[],""
3056,2333,2,2863,[],[],9437,"",[],[],0,"",[],0,"","","",[9086],"Spectral Barrage","Salve spectrale","Spektrales Sperrfeuer","スペクトラルバラージ","영체 연발 사격","Barragem Espectral","Призрачный залп","Aluvión espectral","ยิงกระสุนเงาเป็นชุด","靈體彈幕",56,[],0,0,[],[],[],[],[],""
3057,2333,3,2863,[],[],9438,"",[],[],0,"",[],0,"","","",[9086],"Spectral Barrage","Salve spectrale","Spektrales Sperrfeuer","スペクトラルバラージ","영체 연발 사격","Barragem Espectral","Призрачный залп","Aluvión espectral","ยิงกระสุนเงาเป็นชุด","靈體彈幕",56,[],0,0,[],[],[],[],[],""
3058,2333,4,2863,[],[],9494,"",[],[],0,"",[],0,"","","",[9086],"Spectral Barrage","Salve spectrale","Spektrales Sperrfeuer","スペクトラルバラージ","영체 연발 사격","Barragem Espectral","Призрачный залп","Aluvión espectral","ยิงกระสุนเงาเป็นชุด","靈體彈幕",82,[],0,0,[],[],[],[],[],""
3059,2289,0,349,[],[],9471,"",[1920],[-20],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
3060,2289,1,3881,[],[],9472,"",[],[],0,"",[],0,"","","",[],"Slam","Frappe au sol","Hieb","スラム","강타","Pancada","Удар","Impacto","ทุบ","重擊",0,[],0,0,[],[],[],[],[],""
3061,2289,2,5289,[],[],9410,"",[],[],0,"",[],0,"","","",[],"Curse Nova","Nova maudite","Fluchnova","カースノヴァ","저주 폭발","Nova Amaldiçoada","Кольцо проклятий","Nova de maldición","สาปกระจาย","詛咒新星",0,[],-30,0,[],[],[],[],[],""
3062,2289,3,5289,[],[],9411,"",[173],[3],0,"",[],0,"","","",[],"Curse Nova","Nova maudite","Fluchnova","カースノヴァ","저주 폭발","Nova Amaldiçoada","Кольцо проклятий","Nova de maldición","สาปกระจาย","詛咒新星",0,[],-30,0,[],[],[],[],[],""
3063,2289,4,5289,[],[],9421,"",[214],[2],0,"",[],0,"","","",[],"Curse Nova","Nova maudite","Fluchnova","カースノヴァ","저주 폭발","Nova Amaldiçoada","Кольцо проклятий","Nova de maldición","สาปกระจาย","詛咒新星",0,[],-30,0,[],[],[],[],[],""
3064,2292,0,349,[],[],9471,"",[1920],[-20],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
3065,2292,1,3881,[],[],9472,"",[],[],0,"",[],0,"","","",[],"Slam","Frappe au sol","Hieb","スラム","강타","Pancada","Удар","Impacto","ทุบ","重擊",0,[],0,0,[],[],[],[],[],""
3066,2292,2,5289,[],[],9410,"",[],[],0,"",[],0,"","","",[],"Curse Nova","Nova maudite","Fluchnova","カースノヴァ","저주 폭발","Nova Amaldiçoada","Кольцо проклятий","Nova de maldición","สาปกระจาย","詛咒新星",0,[],-30,0,[],[],[],[],[],""
3067,2292,3,5289,[],[],9411,"",[173],[3],0,"",[],0,"","","",[],"Curse Nova","Nova maudite","Fluchnova","カースノヴァ","저주 폭발","Nova Amaldiçoada","Кольцо проклятий","Nova de maldición","สาปกระจาย","詛咒新星",0,[],-30,0,[],[],[],[],[],""
3068,2292,4,5289,[],[],9421,"",[214],[2],0,"",[],0,"","","",[],"Curse Nova","Nova maudite","Fluchnova","カースノヴァ","저주 폭발","Nova Amaldiçoada","Кольцо проклятий","Nova de maldición","สาปกระจาย","詛咒新星",0,[],-30,0,[],[],[],[],[],""
3069,3384,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
3070,3384,1,1446,[],[],9409,"",[1920],[-20],0,"",[],0,"","","",[],"Bone Spikes","Pics d'os","Knochenspieße","ボーンスパイク","뼈 가시","Estacas de Ossos","Костяные шипы","Pinchos de hueso","หนามกระดูก","骸骨尖刺",0,[],0,0,[],[],[],[],[],""
3071,3384,2,1446,[],[],9410,"",[1920],[-20],0,"",[],0,"","","",[],"Bone Spikes","Pics d'os","Knochenspieße","ボーンスパイク","뼈 가시","Estacas de Ossos","Костяные шипы","Pinchos de hueso","หนามกระดูก","骸骨尖刺",0,[],0,0,[],[],[],[],[],""
3072,3384,3,5455,[],[],9411,"",[1211],[-30],0,5003,[],0,"","","",[],"Bone Eruption","Éruption d'os","Knocheneruption","ボーンイラプション","뼈 분출","Erupção Óssea","Костная сыпь","Erupción ósea","กระดูกพื้นระเบิด","骸骨爆發",0,[],0,0,[],[],[],[],[],""
3073,3384,4,5455,[],[],9421,"",[1211],[-60],0,"",[5003],0,"","","on_event_contact_for_BonePrison = \""TriggerSkill( TalismanDegenMapBoss, TargetLocation );\""",[],"Bone Prison","Prison d'ossements","Knochenkäfig","ボーンプリズン","뼈 감옥","Prisão de Ossos","Костяная тюрьма","Prisión de hueso","คุกโครงกระดูก","骸骨中毒",0,[],0,0,[],[],[],[],[],""
3074,3835,0,4561,[],[],9408,"",[1920],[40],0,"",[],0,"","","",[],"Snipe Shot","Tir de précision","Gezielter Schuss","スナイプショット","저격 사격","Atirador","Прицельный выстрел","Disparo preciso","ศรเล็งยิง","背刺射擊",0,[],-50,0,[],[],[],[],[],""
3075,3835,1,4083,[],[],9409,"",[],[],0,"",[],0,"","","",[],"Mirror Arrow","Flèche miroir","Klonpfeil","ミラーアロー","거울 화살","Flecha Espelhada","Зеркальная стрела","Disparo preciso","ศรเงาสะท้อน","魅影射擊",0,[],0,0,[],[],[],[],[],""
3076,3835,2,4083,[],[],9410,"",[],[],0,"",[],0,"","","",[],"Mirror Arrow","Flèche miroir","Klonpfeil","ミラーアロー","거울 화살","Flecha Espelhada","Зеркальная стрела","Flecha espejo","ศรเงาสะท้อน","魅影射擊",0,[],0,0,[],[],[],[],[],""
3077,3835,3,4561,[],[],9411,"",[],[],0,"",[],0,"","","",[],"Snipe Shot","Tir de précision","Gezielter Schuss","スナイプショット","저격 사격","Atirador","Прицельный выстрел","Disparo preciso","ศรเล็งยิง","背刺射擊",0,[],0,0,[],[],[],[],[],""
3078,3835,4,4561,[],[],9411,"",[],[],0,"",[],0,"","","",[],"Snipe Shot","Tir de précision","Gezielter Schuss","スナイプショット","저격 사격","Atirador","Прицельный выстрел","Disparo preciso","ศรเล็งยิง","背刺射擊",0,[],0,0,[],[],[],[],[],""
3079,2489,0,357,[],[],9471,"",[1920],[-20],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
3080,2489,1,729,[],[],9463,"",[],[],0,"",[],0,"","","",[],"Caustic Leap","Bond caustique","Ätzender Sprung","コースティックリープ","부식성 도약","Salto Cáustico","Ядовитый прыжок","Salto cáustico","กระโดดกัดกร่อน","腐蝕跳躍",0,[],0,0,[],[],[],[],[],""
3081,2489,2,729,[],[],9464,"",[],[],0,"",[],0,"","","",[],"Caustic Leap","Bond caustique","Ätzender Sprung","コースティックリープ","부식성 도약","Salto Cáustico","Ядовитый прыжок","Salto cáustico","กระโดดกัดกร่อน","腐蝕跳躍",0,[],0,0,[],[],[],[],[],""
3082,2489,3,4922,[],[],9415,"",[],[],0,"",[],0,"","","",[],"Spider Mortar","Mortier de l'araignée","Spinnengeschosse","スパイダーモーター","거미 박격포","Morteiro de Aranhas","Паучья мортира","Mortero de araña","กระสุนแมงมุมลอย","毒蛛砲擊",0,[],0,0,[],[],[],[],[],""
3083,2489,4,3389,[],[],9421,"","[173,1211]","[2,-20]",0,"",[],0,"","","",[],"Caustic Blast","Explosion caustique","Ätzende Explosion","コースティックブラスト","부식성 폭발","Explosão Cáustica","Ядовитый взрыв","Explosión cáustica","ระเบิดกัดกร่อน","腐蝕爆破",0,[],0,0,[],[],[],[],[],""
3084,2492,0,357,[],[],9471,"",[1920],[-20],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
3085,2492,1,4922,[],[],9413,"",[],[],0,"",[],0,"","","",[],"Spider Mortar","Mortier de l'araignée","Spinnengeschosse","スパイダーモーター","거미 박격포","Morteiro de Aranhas","Паучья мортира","Mortero de araña","กระสุนแมงมุมลอย","毒蛛砲擊",0,[],0,0,[],[],[],[],[],""
3086,2492,2,4922,[],[],9414,"",[173],[2],0,"",[],0,"","","",[],"Spider Mortar","Mortier de l'araignée","Spinnengeschosse","スパイダーモーター","거미 박격포","Morteiro de Aranhas","Паучья мортира","Mortero de araña","กระสุนแมงมุมลอย","毒蛛砲擊",0,[],0,0,[],[],[],[],[],""
3087,2492,3,4922,[],[],9438,"",[],[],0,"",[],0,"","","",[],"Spider Mortar","Mortier de l'araignée","Spinnengeschosse","スパイダーモーター","거미 박격포","Morteiro de Aranhas","Паучья мортира","Mortero de araña","กระสุนแมงมุมลอย","毒蛛砲擊",56,[],0,0,[],[],[],[],[],""
3088,2492,4,4922,[],[],9456,"",[],[],0,"",[],0,"","","",[],"Spider Mortar","Mortier de l'araignée","Spinnengeschosse","スパイダーモーター","거미 박격포","Morteiro de Aranhas","Паучья мортира","Mortero de araña","กระสุนแมงมุมลอย","毒蛛砲擊",98,[],0,0,[],[],[],[],[],""
3089,2401,0,357,[],[],9471,"",[1920],[-20],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
3090,2401,1,1982,[],[],9472,"",[1211],[-30],0,"",[],0,"","","",[],"Caustic Knives","Couteaux caustiques","Ätzende Klingen","コースティックナイフ","부식성 단도","Flechas Cáusticas","Ядовитые кинжалы","Cuchillos cáusticos","มีดกัดกร่อน","腐蝕匕首",0,[],0,0,[],[],[],[],[],""
3091,2401,2,1982,[],[],9410,"",[1211],[-30],0,"",[],0,"","","",[],"Caustic Knives","Couteaux caustiques","Ätzende Klingen","コースティックナイフ","부식성 단도","Flechas Cáusticas","Ядовитые кинжалы","Cuchillos cáusticos","มีดกัดกร่อน","腐蝕匕首",0,[],0,0,[],[],[],[],[],""
3092,2401,3,1982,[],[],9411,"","[1211,214]","[-30,2]",0,"",[],0,"","","",[],"Caustic Knives","Couteaux caustiques","Ätzende Klingen","コースティックナイフ","부식성 단도","Flechas Cáusticas","Ядовитые кинжалы","Cuchillos cáusticos","มีดกัดกร่อน","腐蝕匕首",0,[],0,0,[],[],[],[],[],""
3093,2401,4,1982,[],[],9456,"",[1211],[-30],0,"",[],0,"","","",[],"Caustic Knives","Couteaux caustiques","Ätzende Klingen","コースティックナイフ","부식성 단도","Flechas Cáusticas","Ядовитые кинжалы","Cuchillos cáusticos","มีดกัดกร่อน","腐蝕匕首",98,[],-80,0,[],[],[],[],[],""
3094,2405,0,357,[],[],9471,"",[1920],[-20],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
3095,2405,1,1982,[],[],9472,"",[1211],[-30],0,"",[],0,"","","",[],"Caustic Knives","Couteaux caustiques","Ätzende Klingen","コースティックナイフ","부식성 단도","Flechas Cáusticas","Ядовитые кинжалы","Cuchillos cáusticos","มีดกัดกร่อน","腐蝕匕首",0,[],0,0,[],[],[],[],[],""
3096,2405,2,1982,[],[],9410,"",[1211],[-30],0,"",[],0,"","","",[],"Caustic Knives","Couteaux caustiques","Ätzende Klingen","コースティックナイフ","부식성 단도","Flechas Cáusticas","Ядовитые кинжалы","Cuchillos cáusticos","มีดกัดกร่อน","腐蝕匕首",0,[],0,0,[],[],[],[],[],""
3097,2405,3,1982,[],[],9411,"","[1211,214]","[-30,2]",0,"",[],0,"","","",[],"Caustic Knives","Couteaux caustiques","Ätzende Klingen","コースティックナイフ","부식성 단도","Flechas Cáusticas","Ядовитые кинжалы","Cuchillos cáusticos","มีดกัดกร่อน","腐蝕匕首",0,[],0,0,[],[],[],[],[],""
3098,2405,4,1982,[],[],9456,"",[1211],[-30],0,"",[],0,"","","",[],"Caustic Knives","Couteaux caustiques","Ätzende Klingen","コースティックナイフ","부식성 단도","Flechas Cáusticas","Ядовитые кинжалы","Cuchillos cáusticos","มีดกัดกร่อน","腐蝕匕首",98,[],0,0,[],[],[],[],[],""
3099,988,0,3335,[],[],9471,"",[1920],[-40],0,"",[],0,"","","",[],"Holy Strike","Frappe sacrée","Heiliger Schlag","ホーリーストライク","신성한 타격","Golpe Sagrado","Святой удар","Golpe sagrado","ฟาดศักดิ์สิทธิ์","神聖之擊",0,[],-80,0,[],[],[],[],[],""
3100,988,1,3335,[],[],9472,"",[1920],[-40],0,"",[],0,"","","",[],"Holy Strike","Frappe sacrée","Heiliger Schlag","ホーリーストライク","신성한 타격","Golpe Sagrado","Святой удар","Golpe sagrado","ฟาดศักดิ์สิทธิ์","神聖之擊",0,[],0,0,[],[],[],[],[],""
3101,988,2,735,[],[],9464,"",[],[],0,"",[],0,"","","",[],"Leap Slam","Bond percutant","Sprunghieb","リープスラム","도약 강타","Salto Impactante","Наскок","Salto con impacto","กระโจนทุบ","躍擊",0,[],0,0,[],[],[],[],[],""
3102,988,3,3673,[],[],9411,"",[],[],0,"",[],0,"","","",[],"Solar Ray","Rayon solaire","Solarer Strahl","ソーラーレイ","태양 광선","Raio Solar","Солнечный луч","Rayo solar","ลำแสงตะวัน","日耀光束",0,[],0,0,[],[],[],[],[],""
3103,988,4,3794,[],[],9416,"",[],[],0,"",[],0,"","","",[],"Thorn Spheres","Sphères d'épines","Stachelige Kugeln","ソーンスフィア","가시 구","Esferas de Espinhos","Колючие сферы","Esferas de espinas","หนามทรงกลม","物理烽火",0,[],80,0,[],[],[],[],[],""
