"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","i32","i32","i32","bool","i32","[rid]","row","rid","bool","[rid]","[rid]","i32","i32","bool","rid","rid","bool","rid"
7287,"Metadata/Items/Hideout/HideoutOssuaryBrazier",39,2,2,"Ossuary Brazier","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2296577,0,0,0,"",975029275,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7288,"Metadata/Items/Hideout/HideoutOssuaryGrave1",39,2,2,"Weathered Grave","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2296833,0,0,0,"",505764048,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7289,"Metadata/Items/Hideout/HideoutOssuaryPlaque",39,2,2,"Ossuary Plaque","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2297089,0,0,0,"",-1823193681,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7290,"Metadata/Items/Hideout/HideoutOssuaryGrave2",39,2,2,"Ossuary Grave","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2297345,0,0,0,"",121445976,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7291,"Metadata/Items/Hideout/HideoutOssuaryGraveMarker",39,1,1,"Ossuary Grave Marker","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2297601,0,0,0,"",-819462834,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7292,"Metadata/Items/Hideout/HideoutOssuaryPillar",39,1,2,"Ossuary Pillar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2297857,0,0,0,"",1971912066,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7293,"Metadata/Items/Hideout/HideoutOssuaryBoneSculpture",39,2,2,"Bone Sculpture","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2298113,0,0,0,"",-273492108,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7294,"Metadata/Items/Hideout/HideoutOssuaryBoneDisplay",39,2,2,"Bone Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2298369,0,0,0,"",1550652545,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7295,"Metadata/Items/Hideout/HideoutOssuarySkullPile",39,2,2,"Skull Pile","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2298625,0,0,0,"",-2086218785,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7296,"Metadata/Items/Hideout/HideoutBathRug",39,2,2,"Bathhouse Rug","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2298881,0,0,0,"",1466017967,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7297,"Metadata/Items/Hideout/HideoutBathMosaic",39,3,3,"Bathhouse Mosaic","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2299137,0,0,0,"",2058069850,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7298,"Metadata/Items/Hideout/HideoutTowerArchway",39,2,2,"Tower Archway","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2299393,0,0,0,"",1357755685,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7299,"Metadata/Items/Hideout/HideoutBrickArchway",39,2,2,"Brick Archway","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2299649,0,0,0,"",881130168,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7300,"Metadata/Items/Hideout/HideoutPowerCable",39,2,1,"Power Cable","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2299905,0,0,0,"",532502900,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7301,"Metadata/Items/Hideout/HideoutTowerDebris",39,1,1,"Tower Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2300161,0,0,0,"",261590938,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7302,"Metadata/Items/Hideout/HideoutTowerPod",39,1,2,"Tower Pod","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2300417,0,0,0,"",500196990,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7303,"Metadata/Items/Hideout/HideoutTowerApparatus",39,3,3,"Tower Apparatus","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2300673,0,0,0,"",2109994094,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7304,"Metadata/Items/Hideout/HideoutSteamHydrant",39,1,1,"Steam Hydrant","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2300929,0,0,0,"",1338522308,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7305,"Metadata/Items/Hideout/HideoutWoodenPlanks",39,2,2,"Wooden Planks","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2301185,0,0,0,"",-478735777,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7306,"Metadata/Items/Hideout/HideoutFloorPipes",39,2,2,"Floor Pipes","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2301441,0,0,0,"",-63470214,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7307,"Metadata/Items/Hideout/HideoutWallMachinery",39,2,2,"Wall Machinery","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2301697,0,0,0,"",-1119935989,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7308,"Metadata/Items/Hideout/HideoutVilentaDevice",39,2,2,"Generator","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2301953,0,0,0,"",-345271009,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7309,"Metadata/Items/Hideout/HideoutSkyShrineStatue",39,2,2,"Statue of the Sisters","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2302209,0,0,0,"",1111177699,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7310,"Metadata/Items/Hideout/HideoutMosaicWall",39,2,2,"Mosaic Wall","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2302465,0,0,0,"",-1536599604,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7311,"Metadata/Items/Hideout/HideoutSkyShrineWall",39,2,2,"Sky Shrine Wall","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2302721,0,0,0,"",-1157266904,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7312,"Metadata/Items/Hideout/HideoutSkyShrineDoor",39,2,2,"Sky Shrine Door","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2302977,0,0,0,"",1678164433,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7313,"Metadata/Items/Hideout/HideoutSkyShrineMosaic",39,2,2,"Sky Shrine Mosaic","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2303233,0,0,0,"",961671605,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7314,"Metadata/Items/Hideout/HideoutSkyShrinePillar",39,2,2,"Sky Shrine Pillar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2303489,0,0,0,"",-714083048,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7315,"Metadata/Items/Hideout/HideoutSkyShrineRubble",39,2,2,"Sky Shrine Rubble","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2303745,0,0,0,"",283498947,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7316,"Metadata/Items/Hideout/HideoutFern",39,1,1,"Fern","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2304001,0,0,0,"",-1353234750,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7317,"Metadata/Items/Hideout/HideoutBrokenBarricade",39,2,2,"Broken Barricade","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2304257,0,0,0,"",2145755954,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7318,"Metadata/Items/Hideout/HideoutBridgeDebris",39,2,1,"Bridge Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2304513,0,0,0,"",281609934,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7319,"Metadata/Items/Hideout/HideoutLanternPost",39,1,2,"Lantern Post","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2304769,0,0,0,"",1629432330,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7320,"Metadata/Items/Hideout/HideoutPoolingBlood",39,2,2,"Pooling Blood","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2305025,0,0,0,"",-1491897579,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7321,"Metadata/Items/Hideout/HideoutKitavaSummoningCircle",39,2,2,"Summoning Circle","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2305281,0,0,0,"",445530247,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7322,"Metadata/Items/Hideout/HideoutBrokenPole",39,1,1,"Broken Pole","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2305537,0,0,0,"",-744018683,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7323,"Metadata/Items/Hideout/HideoutRamshackleCrate",39,1,1,"Ramshackle Crate","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2305793,0,0,0,"",-104363187,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7324,"Metadata/Items/Hideout/HideoutCorpseCart",39,3,3,"Corpse Cart","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2306049,0,0,0,"",1325141588,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7325,"Metadata/Items/Hideout/HideoutCorpseCrane",39,2,2,"Corpse Crane","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2306305,0,0,0,"",-1734852549,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7326,"Metadata/Items/Hideout/HideoutKitavaHead",39,1,1,"Kitava Head","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2306561,0,0,0,"",-1347615605,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7327,"Metadata/Items/Hideout/HideoutKitavaHeart",39,1,1,"Kitava Heart","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2306817,0,0,0,"",-778523946,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7328,"Metadata/Items/Hideout/HideoutKitavaHorns",39,1,1,"Kitava Horns","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2307073,0,0,0,"",-132026998,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7329,"Metadata/Items/Hideout/HideoutRamshackleWall",39,2,2,"Ramshackle Wall","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2307329,0,0,0,"",-333104467,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7330,"Metadata/Items/Hideout/HideoutAbyssalRitualCircle",39,3,3,"Abyssal Ritual Circle","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2307585,0,0,0,"",-1544562250,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7331,"Metadata/Items/Hideout/HideoutAbyssalWhaleBones",39,3,3,"Abyssal Whale Bones","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2307841,0,0,0,"",1869551155,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7332,"Metadata/Items/Hideout/HideoutRustedCage",39,2,2,"Rusted Cage","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2308097,0,0,0,"",1288957383,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7333,"Metadata/Items/Hideout/HideoutArakaaliEgg",39,2,2,"Arakaali Egg","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2308353,0,0,0,"",1419985048,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7334,"Metadata/Items/Hideout/HideoutArchedGateway",39,2,2,"Arched Gateway","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2308609,0,0,0,"",-1000215030,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7335,"Metadata/Items/Hideout/HideoutAshenBonfire",39,2,2,"Ashen Bonfire","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2308865,0,0,0,"",194537698,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7336,"Metadata/Items/Hideout/HideoutAzuriteBucket",39,1,1,"Azurite Bucket","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2309121,0,0,0,"",1060508360,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7337,"Metadata/Items/Hideout/HideoutAzuriteChunk",39,2,2,"Azurite Chunk","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2309377,0,0,0,"",-726730166,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7338,"Metadata/Items/Hideout/HideoutAzuriteVein",39,1,2,"Azurite Vein","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2309633,0,0,0,"",-890331569,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7339,"Metadata/Items/Hideout/HideoutBestiaryNotes",39,1,1,"Bestiary Notes","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2309889,0,0,0,"",1271481396,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7340,"Metadata/Items/Hideout/HideoutFenceDebris",39,1,1,"Fence Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2310145,0,0,0,"",-670329131,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7341,"Metadata/Items/Hideout/HideoutBuildingSupplies",39,2,1,"Building Supplies","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2310401,0,0,0,"",-506127031,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7342,"Metadata/Items/Hideout/HideoutBurlapSack",39,1,1,"Burlap Sack","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2310657,0,0,0,"",2072332340,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7343,"Metadata/Items/Hideout/HideoutBurnedBranch",39,1,1,"Burned Branch","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2310913,0,0,0,"",386220241,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7344,"Metadata/Items/Hideout/HideoutBurnedTree",39,1,1,"Burned Tree","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2311169,0,0,0,"",2125250715,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7345,"Metadata/Items/Hideout/HideoutCathedralDebris",39,2,2,"Cathedral Debris","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2311425,0,0,0,"",-1271943573,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7346,"Metadata/Items/Hideout/HideoutCathedralPodium",39,2,2,"Cathedral Podium","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2311681,0,0,0,"",-351452855,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7347,"Metadata/Items/Hideout/HideoutCathedralTiles",39,2,2,"Cathedral Tiles","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2311937,0,0,0,"",1361088562,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7348,"Metadata/Items/Hideout/HideoutCatherineWheel",39,1,2,"Catherine Wheel","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2312193,0,0,0,"",-379157958,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7349,"Metadata/Items/Hideout/HideoutCharredCrater",39,2,2,"Charred Crater","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2312449,0,0,0,"",-1401432810,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7350,"Metadata/Items/Hideout/HideoutClayBucket",39,1,1,"Clay Bucket","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2312705,0,0,0,"",1170691420,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7351,"Metadata/Items/Hideout/HideoutClothSack",39,1,1,"Cloth Sack","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2312961,0,0,0,"",-483851128,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7352,"Metadata/Items/Hideout/HideoutComfyChair",39,2,2,"Comfy Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2313217,0,0,0,"",419382515,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7353,"Metadata/Items/Hideout/HideoutDeadSlave",39,1,1,"Dead Slave","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2313473,0,0,0,"",1280763833,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7354,"Metadata/Items/Hideout/HideoutDecorativeRug",39,2,1,"Decorative Rug","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2313729,0,0,0,"",-1692994430,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7355,"Metadata/Items/Hideout/HideoutDestroyedBarricade",39,2,2,"Destroyed Barricade","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2313985,0,0,0,"",1937209064,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7356,"Metadata/Items/Hideout/HideoutEmptyCrate",39,1,1,"Empty Crate","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2314241,0,0,0,"",-232965513,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7357,"Metadata/Items/Hideout/HideoutGallows",39,3,3,"Slave Gallows","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2314497,0,0,0,"",-964980516,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7358,"Metadata/Items/Hideout/HideoutGruthkulShrine",39,3,3,"Gruthkul Shrine","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2314753,0,0,0,"",-132449812,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7359,"Metadata/Items/Hideout/HideoutHitchingPost",39,1,2,"Hitching Post","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2315009,0,0,0,"",384088753,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7360,"Metadata/Items/Hideout/HideoutIceBlocks",39,1,1,"Ice Blocks","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2315265,0,0,0,"",-169043260,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7361,"Metadata/Items/Hideout/HideoutImageofCatarina",39,3,3,"Image of Catarina","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2315521,0,0,0,"",-721885893,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7362,"Metadata/Items/Hideout/HideoutImageofElreon",39,3,3,"Image of Elreon","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2315777,0,0,0,"",1621372763,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7363,"Metadata/Items/Hideout/HideoutImageofHaku",39,3,3,"Image of Haku","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2316033,0,0,0,"",-408274279,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7364,"Metadata/Items/Hideout/HideoutImageofLeo",39,3,3,"Image of Leo","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2316289,0,0,0,"",-957218586,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7365,"Metadata/Items/Hideout/HideoutImageofTora",39,3,3,"Image of Tora","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2316545,0,0,0,"",-1088009813,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7366,"Metadata/Items/Hideout/HideoutImageofVagan",39,3,3,"Image of Vagan","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2316801,0,0,0,"",809414563,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7367,"Metadata/Items/Hideout/HideoutImageofVorici",39,3,3,"Image of Vorici","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2317057,0,0,0,"",1310826521,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7368,"Metadata/Items/Hideout/HideoutIncenseBurner",39,1,1,"Incense Burner","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2317313,0,0,0,"",-783934533,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7369,"Metadata/Items/Hideout/HideoutInnocenceAltar",39,2,2,"Innocence Altar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2317569,0,0,0,"",951928721,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7370,"Metadata/Items/Hideout/HideoutInnocenceBench",39,2,2,"Innocence Bench","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2317825,0,0,0,"",634008513,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7371,"Metadata/Items/Hideout/HideoutInnocenceCandelabra",39,1,1,"Innocence Candelabra","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2318081,0,0,0,"",-1982823662,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7372,"Metadata/Items/Hideout/HideoutInnocenceCandle",39,1,1,"Innocence Candle","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2318337,0,0,0,"",1547125340,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7373,"Metadata/Items/Hideout/HideoutInnocenceCandleRow",39,1,1,"Innocence Candle Row","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2318593,0,0,0,"",833462550,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7374,"Metadata/Items/Hideout/HideoutInnocenceShrine",39,2,2,"Innocence Shrine","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2318849,0,0,0,"",369854946,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7375,"Metadata/Items/Hideout/HideoutInnocenceSideTable",39,1,1,"Innocence Side Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2319105,0,0,0,"",871661872,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7376,"Metadata/Items/Hideout/HideoutInnocenceStatue",39,3,3,"Innocence Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2319361,0,0,0,"",-864837764,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7377,"Metadata/Items/Hideout/HideoutInnocenceStatuePedestal",39,2,2,"Innocence Statue Pedestal","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2319617,0,0,0,"",-1512226962,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7378,"Metadata/Items/Hideout/HideoutInnocenceTomb",39,3,3,"Innocence Tomb","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2319873,0,0,0,"",819988771,[],252,"","",[],[],-16843010,-16843010,"","","","",""
7379,"Metadata/Items/Hideout/HideoutIronBrazier",39,1,1,"Iron Brazier","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],30,2320129,0,0,0,"",1827159028,[],252,"","",[],[],-16843010,-16843010,"","","","",""
