"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","rid"
3934,"royale_evasion_3","Art/2DArt/SkillIcons/passives/evasion.dds",[7676],-15,0,0,0,60450,"Perpetual Motion",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3935,"royale_mana_1","Art/2DArt/SkillIcons/passives/deepthoughts.dds",[1925],20,0,0,0,44736,"Thought Barrier",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3936,"royale_mana_2","Art/2DArt/SkillIcons/passives/minddrinker.dds","[128,2904]",20,20,0,0,60570,"Sharp Intellect",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3937,"royale_mana_3","Art/2DArt/SkillIcons/passives/Redemption.dds","[488,617]",15,15,0,0,59381,"Charging Horde",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3938,"royale_mana_4_","Art/2DArt/SkillIcons/passives/sovereignty.dds",[130],20,0,0,0,23740,"Unburdened Spirit",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3939,"royale_mana_5","Art/2DArt/SkillIcons/passives/Dreamer.dds",[127],50,0,0,0,21384,"Waking Dream",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3940,"royale_mana_6","Art/2DArt/SkillIcons/passives/KeystoneMinionInstability.dds","[11016,853]",10,1,0,0,34877,"Unstable Minions",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3941,"royale_physical_1","Art/2DArt/SkillIcons/passives/RiskAwarenessNotable.dds","[26,8930,12881]",10,10,25,0,53591,"Gargantuan Impacts",[],"",1,"","","","","","",[5470],0,"","",0,[],"","",0,"","",0,"",""
3942,"royale_physical_2","Art/2DArt/SkillIcons/passives/PhysicalDamageOverTimenotable2.dds","[6042,3631]",15,50,0,0,43613,"Vicious Bloodletter",[],"",1,"","","","","","",[2037],0,"","",0,[],"","",0,"","",0,"",""
3943,"royale_physical_3","Art/2DArt/SkillIcons/passives/PhysicalDamageOverTimenotable1.dds","[26,702]",10,1,0,3,46592,"Lifelong Warrior",[],"",1,"","","","","","",[],0,"","",3,[],"","",0,"","",0,"",""
3944,"royale_physical_4","Art/2DArt/SkillIcons/passives/CelestialPunishment.dds",[13292],100,0,0,0,14038,"Triad Torments",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3945,"royale_physical_5","Art/2DArt/SkillIcons/passives/accuracy2h.dds",[2402],1,0,0,0,50492,"Hawksight",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3946,"royale_physical_6","Art/2DArt/SkillIcons/passives/PhysicalDamageNotable.dds","[13982,26]",1,20,0,0,1185,"Way of the Blade",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3947,"royale_physical_7","Art/2DArt/SkillIcons/passives/Blood2.dds","[6042,5229]",35,25,0,0,15554,"Reckless Assault",[],"",1,"","","","","","",[2037],0,"","",0,[],"","",0,"","",0,"",""
3948,"royale_physical_8","Art/2DArt/SkillIcons/passives/ImpaleNotable1.dds","[13007,12036]",30,100,0,0,35775,"Brutal Skewering",[],"",1,"","","","","","",[2029],0,"","",0,[],"","",0,"","",0,"",""
3949,"royale_elemental_1","Art/2DArt/SkillIcons/passives/ElementalDominion2.dds","[3827,2004]",20,1,0,0,20257,"Martyr's Legacy",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3950,"royale_elemental_2","Art/2DArt/SkillIcons/passives/elementalist.dds","[486,1905]",10,5,0,0,1604,"Dynamism",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3951,"royale_elemental_3","Art/2DArt/SkillIcons/passives/Inquistitor/ElementalDomination.dds",[],0,0,0,0,17443,"Energy Well",[],"",1,"","","","","","",[],0,"","",0,[46],"","",0,"","",0,"",""
3952,"royale_elemental_4","Art/2DArt/SkillIcons/passives/Inquistitor/InstrumentsOfVirtue.dds",[13428],25,0,0,0,55159,"Apprentice Battlemage",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3953,"royale_elemental_5","Art/2DArt/SkillIcons/passives/WeaponElementalNotable.dds",[2837],250,0,0,0,31248,"Elemental Adept",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3954,"royale_chaos_1","Art/2DArt/SkillIcons/passives/Corruption.dds",[],0,0,0,0,34913,"Black Thumb",[],"",1,"","","","","","",[4345],0,"","",0,[43],"","",0,"","",0,"",""
3955,"royale_chaos_2_","Art/2DArt/SkillIcons/passives/IncreasedChaosDamage.dds","[6790,7931]",100,10,0,0,5930,"Debilitating Energy",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3956,"royale_chaos_3","Art/2DArt/SkillIcons/passives/DodgeAtksNotable.dds","[14787,13870]",20,1,0,0,41261,"Blurred Form",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3957,"royale_melee_1","Art/2DArt/SkillIcons/passives/borntofight.dds","[1231,72]",3,10,0,0,30006,"Reigning Champion",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3958,"royale_melee_2","Art/2DArt/SkillIcons/passives/MeleeAoENotable.dds","[6639,9820]",10,15,0,0,32292,"Personal Combat",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3959,"royale_melee_3","Art/2DArt/SkillIcons/passives/berserking.dds","[9681,451]",300,180,0,0,59529,"Pride of the Arena",[],"",1,"","","","","","",[3967],0,"","",0,[],"","",0,"","",0,"",""
3960,"royale_melee_4","Art/2DArt/SkillIcons/passives/StrikeSkillsNotable.dds","[1231,6889]",2,2,8,0,64103,"Expert Fencer",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3961,"royale_projectile_1","Art/2DArt/SkillIcons/passives/BarragingProjectilesNotable.dds",[12026],25,0,0,0,37121,"Arrow to the Face",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3962,"royale_projectile_2","Art/2DArt/SkillIcons/passives/ChainingProjectiles.dds","[172,13282]",1,30,0,0,47490,"Arrowstorm",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3963,"royale_projectile_3","Art/2DArt/SkillIcons/passives/ChaosDamageOverTimeNotable.dds","[3370,11473]",25,200,0,0,53481,"Venomous Ire",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3964,"royale_projectile_4","Art/2DArt/SkillIcons/passives/PierceNoteable.dds","[175,6243]",30,1,0,0,51824,"Accelerated Volley",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3965,"royale_projectile_5","Art/2DArt/SkillIcons/passives/MasterofForce.dds","[498,177]",10,5,0,0,33643,"Born for the Hunt",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3966,"royale_projectile_6","Art/2DArt/SkillIcons/passives/Hunter.dds",[4427],25,0,0,0,45947,"Distant Snipe",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3967,"royale_bow_1","Art/2DArt/SkillIcons/passives/kingofthehill.dds","[559,468]",100,1,0,0,61173,"Colossal Arrows",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3968,"royale_bow_2","Art/2DArt/SkillIcons/passives/UpwardsFiringProjectilesNotable.dds",[434],15,0,0,0,34654,"Spined Arrows",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3969,"royale_bow_3","Art/2DArt/SkillIcons/passives/AvataroftheHunt2.dds","[2871,8101,175]",10,10,50,0,11647,"Feathered Arrows",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3970,"royale_caster_1","Art/2DArt/SkillIcons/passives/DualWieldNotable.dds",[2357],15,0,0,0,11802,"Orchestral Chant",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3971,"royale_caster_2","Art/2DArt/SkillIcons/passives/Annihilation.dds","[216,6866]",5,30,0,0,46445,"Prestidigitation",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3972,"royale_caster_3","Art/2DArt/SkillIcons/passives/ManaandArcaneSurge.dds","[216,8119]",10,20,0,0,38951,"Spellmaster",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3973,"royale_attack_1","Art/2DArt/SkillIcons/passives/Meleerange.dds","[1361,104]",10,15,0,0,14094,"One Man Leaves",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3974,"royale_attack_2","Art/2DArt/SkillIcons/passives/AttackBlindNotable.dds","[72,6788]",10,25,0,0,40389,"Eyestabber",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3975,"royale_attack_3","Art/2DArt/SkillIcons/passives/newnewattackspeed.dds",[6102],20,0,0,0,40320,"Bloody Vengeance",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3976,"royale_attack_4","Art/2DArt/SkillIcons/passives/ThrillKiller.dds",[1895],30000,0,0,0,31127,"Heart Eater",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3977,"royale_area_1","Art/2DArt/SkillIcons/passives/blastradius.dds",[9222],15,0,0,0,56233,"Mystical Expansion",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3978,"royale_area_2","Art/2DArt/SkillIcons/passives/increased armor.dds","[434,717]",20,20,0,0,39160,"Towering Presence",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3979,"royale_area_3","Art/2DArt/SkillIcons/passives/AuraNotable.dds","[434,619,123]",10,10,10,0,19697,"Conqueror's Reach",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3980,"royale_channelling_1__","Art/2DArt/SkillIcons/passives/ManaandSpellBlock.dds","[5434,3031]",10,10,0,0,11908,"Defensive Arts",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3981,"royale_channelling_2","Art/2DArt/SkillIcons/passives/StaffNotable.dds","[3030,1148]",15,20,0,0,32839,"Classic Wizardry",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3982,"royale_curse_1","Art/2DArt/SkillIcons/passives/DurationofMinionsNotable.dds","[9938,9940]",10,1,0,0,22915,"Radiant Crusade",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3983,"royale_curse_2_","Art/2DArt/SkillIcons/passives/MarkNotable2.dds","[1387,13097,13098]",10,1,10,0,20750,"Deadeye's Aim",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3984,"royale_flask_1","Art/2DArt/SkillIcons/passives/ProfaneChemistry.dds","[11008,1745]",1,20,0,0,31786,"Vitality Draughts",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3985,"royale_flask_2","Art/2DArt/SkillIcons/passives/ArcaneChemistry.dds","[10005,739]",1,30,0,0,43693,"Spirit Draughts",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3986,"royale_totem_1","Art/2DArt/SkillIcons/passives/Occultist/FrigidWake.dds",[5512],20,0,0,0,13586,"Punishing Gale",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3987,"royale_totem_2","Art/2DArt/SkillIcons/passives/stormborn.dds","[659,7420]",25,15,0,0,8585,"Forceful Circuit",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3988,"royale_totem_3","Art/2DArt/SkillIcons/passives/pyromaniac.dds",[611],20,0,0,-50,42139,"Fanned Flames",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3989,"royale_totem_4","Art/2DArt/SkillIcons/passives/ironwoodtotem.dds","[2864,10572,1788]",1,1,15,0,2987,"Obstinate Ancestors",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3990,"royale_attributes_1","Art/2DArt/SkillIcons/passives/precision.dds",[605],30,0,0,0,25127,"Basic Training",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3991,"royale_attributes_2","Art/2DArt/SkillIcons/passives/precision.dds",[605],30,0,0,0,26935,"Basic Training",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3992,"royale_attributes_3","Art/2DArt/SkillIcons/passives/precision.dds",[605],30,0,0,0,40765,"Basic Training",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3993,"royale_trap_1","Art/2DArt/SkillIcons/passives/cleverconstruction.dds","[1832,1787]",2000,15,0,0,928,"Machinist's Guarantee",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3994,"royale_trap_2","Art/2DArt/SkillIcons/passives/mastersapper.dds","[312,313,3744]",50,20,20,0,56570,"Unstable Mechanisms",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3995,"royale_movement_1","Art/2DArt/SkillIcons/passives/LifeArmourAndEvasion.dds",[177],10,0,0,0,8669,"Swiftfooted",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3996,"royale_movement_2","Art/2DArt/SkillIcons/passives/AttackDamangeAndEvasionNotableIcon.dds","[1404,6866]",5000,20,0,0,49141,"Relentless",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3997,"royale_movement_3","Art/2DArt/SkillIcons/passives/FlaskDuration.dds","[460,11007]",15,15,0,0,19038,"Imbiber's Vow",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3998,"royale_duration_1","Art/2DArt/SkillIcons/passives/potencyofwill.dds",[215],30,0,0,0,35115,"Skilled Tactician",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
3999,"royale_duration_2","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds","[215,24]",-30,10,0,0,28977,"Impatient Tactician",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4000,"royale_critical_1","Art/2DArt/SkillIcons/passives/TrueStriker.dds",[3614],1000,0,0,0,29949,"Element of Surprise",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4001,"royale_critical_2","Art/2DArt/SkillIcons/passives/PowerChargeNotable.dds","[1251,3485]",20,10,0,0,59697,"Pernicious Infusion",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4002,"royale_critical_3","Art/2DArt/SkillIcons/passives/SpellMultiplyer2.dds",[3616],300,0,0,0,42971,"Excessive Cruelty",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4003,"royale_critical_4","Art/2DArt/SkillIcons/passives/chargeint.dds","[181,427]",1,300,0,0,53487,"Path to Power",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4004,"royale_shield_1","Art/2DArt/SkillIcons/passives/shieldwall.dds","[8166,22]",1,100,0,0,26643,"Magebane",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4005,"royale_shield_2","Art/2DArt/SkillIcons/passives/HoldingShieldDamage.dds",[7037],1,0,0,0,34134,"Shieldbashing",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4006,"royale_shield_3","Art/2DArt/SkillIcons/passives/steelspan.dds",[19],8,0,0,0,3524,"Shieldbearer",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4007,"royale_2hand_1","Art/2DArt/SkillIcons/passives/Chieftain/HinekoraDeathsFury.dds",[5239],100,0,0,0,44604,"Volcanic Blood",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4008,"royale_2hand_2","Art/2DArt/SkillIcons/passives/wreckingball.dds","[177,11604,695]",-10,35,1,0,37001,"Heavy Combat",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4009,"royale_dualwield_1","Art/2DArt/SkillIcons/passives/ambidexterity.dds","[73,21,5419]",10,10,20,0,63397,"Deadly Dance",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4010,"royale_dualwield_2","Art/2DArt/SkillIcons/passives/scissorblades.dds","[4805,4806,84]",150,30,50,0,54588,"Twin Savagery",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4011,"royale_dot_1","Art/2DArt/SkillIcons/passives/Entropy.dds",[1975],15,0,0,0,25329,"Draining Glare",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4012,"royale_dot_2","Art/2DArt/SkillIcons/passives/GrowthandDecay.dds","[215,3799]",20,20,0,0,4162,"Thrill of the Kill",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4013,"royale_avoidance_1","Art/2DArt/SkillIcons/passives/ChaoticPotential.dds","[1278,1146]",-50,1,0,0,43161,"Narcissism",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4014,"royale_avoidance_2","Art/2DArt/SkillIcons/passives/CorruptedDefences.dds","[7294,4837]",-30,-30,0,0,34790,"Acquired Tolerance",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4015,"royale_avoidance_3","Art/2DArt/SkillIcons/passives/breathofrime.dds","[4084,8869]",1,20,0,0,15145,"Wicked Bastion",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4016,"royale_avoidance_4","Art/2DArt/SkillIcons/passives/PoisonSpellsNotable.dds","[3370,3367]",25,25,0,0,10257,"Lingering Toxins",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4017,"royale_avoidance_5","Art/2DArt/SkillIcons/passives/Chieftain/TawhoaForestsStrength.dds",[12238],1,0,0,0,42987,"Well-travelled Warrior",[],"",1,"","","","","","",[],0,"","",0,[],43377,"",0,"","",0,"",""
4018,"royale_avoidance_6","Art/2DArt/SkillIcons/passives/KeystoneUnwaveringStance.dds","[6084,4605]",50,-50,0,0,46284,"Hardheaded",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4019,"royale_avoidance_7","Art/2DArt/SkillIcons/passives/Additionalprojectile.dds",[173],1,0,0,0,28186,"Sly Shot",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4020,"royale_ailment_1","Art/2DArt/SkillIcons/passives/iceheart.dds","[455,201]",10,20,0,0,51491,"Icebind",[],"",1,"","","","","","",[3684],0,"","",0,[],"","",0,"","",0,"",""
4021,"royale_ailment_2","Art/2DArt/SkillIcons/passives/lightningint.dds","[659,11440]",25,1,0,0,31349,"Unbearable Agony",[],"",1,"","","","","","",[2521],0,"","",0,[],"","",0,"","",0,"",""
4022,"royale_ailment_3","Art/2DArt/SkillIcons/passives/hellfire.dds","[5255,611]",25,10,0,0,50011,"Wildfire Emissary",[],"",1,"","","","","","",[3686],0,"","",0,[],"","",0,"","",0,"",""
4023,"royale_resistance_1","Art/2DArt/SkillIcons/passives/FireResistNotable.dds","[207,144]",80,15,0,0,27312,"Coalwalker",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4024,"royale_resistance_2","Art/2DArt/SkillIcons/passives/LightningResistNotable.dds","[3592,148]",-50,15,0,0,56653,"Storm Ritual",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4025,"royale_resistance_3","Art/2DArt/SkillIcons/passives/ColdResistNotable.dds","[6481,146]",-10,15,0,0,34247,"Winter Hunt",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4026,"royale_weird_1","Art/2DArt/SkillIcons/passives/Champion/FirstStrikeLastFall.dds",[7608],5,0,0,0,8454,"Dogged Refusal",[],"",1,"","","","","","",[3999],0,"","",0,[],"","",0,"","",0,"",""
4027,"royale_weird_2","Art/2DArt/SkillIcons/passives/innerforce.dds",[3948],100,0,0,0,20899,"Constant Overcharge",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4028,"royale_weird_3","Art/2DArt/SkillIcons/passives/StunMastery.dds",[341],50,0,0,0,52710,"Head Smasher",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4029,"royale_weird_4","Art/2DArt/SkillIcons/passives/stun2h.dds",[108],25,0,0,0,18565,"Helmet Crusher",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4030,"royale_weird_5","Art/2DArt/SkillIcons/passives/FrenzyChargeNotable.dds","[186,1783]",10,15,240,0,60300,"Skilled Poacher",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4031,"royale_weird_6","Art/2DArt/SkillIcons/passives/chargedex.dds","[180,421]",1,300,0,0,25443,"Frenetic Fighter",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4032,"royale_scion_1","Art/2DArt/SkillIcons/passives/EnduranceChargeNotable.dds","[1746,2629]",50,5,0,0,11880,"Indomitable Warrior",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4033,"royale_scion_2","Art/2DArt/SkillIcons/passives/EnergyShieldNotable.dds","[134,133]",20,30,0,0,29252,"Intellectual Defence",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4034,"royale_scion_3","Art/2DArt/SkillIcons/passives/chargestr.dds","[179,418]",1,300,0,0,49622,"Endless Endurance",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4035,"royale_lightning_1","Art/2DArt/SkillIcons/passives/newlightningint.dds","[56,11414]",15,-20,0,0,45040,"Master of the Storm",[],"",1,"","","","","","",[2540],0,"","",0,[],"","",0,"","",0,"",""
4036,"royale_lightning_2","Art/2DArt/SkillIcons/passives/IncreasedLightningDamage.dds","[2835,8129]",100,1,0,0,8586,"Cruel Voltage",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4037,"royale_fire_1","Art/2DArt/SkillIcons/passives/newfiredamage.dds","[42,2476]",15,10,0,0,11536,"Master of Immolation",[],"",1,"","","","","","",[2044],0,"","",0,[],"","",0,"","",0,"",""
4038,"royale_cold_1","Art/2DArt/SkillIcons/passives/newcolddamage.dds","[49,3563]",15,20,0,0,39757,"Master of Winter",[],"",1,"","","","","","",[2517],0,"","",0,[],"","",0,"","",0,"",""
4039,"royale_cold_2","Art/2DArt/SkillIcons/passives/ColdDamageOverTimeNotable.dds","[11542,455]",1,10,0,0,9382,"The Untouchable",[],"",1,"","","","","","",[],0,"","",0,[47],"","",0,"","",0,"",""
4040,"royale_strdex_1","Art/2DArt/SkillIcons/passives/plusstrengthdexterity.dds",[1385],5,0,0,0,52142,"Strength and Dexterity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4041,"royale_strdex_2","Art/2DArt/SkillIcons/passives/plusstrengthdexterity.dds",[1385],5,0,0,0,56683,"Strength and Dexterity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4042,"royale_strdex_3","Art/2DArt/SkillIcons/passives/plusstrengthdexterity.dds",[1385],5,0,0,0,46199,"Strength and Dexterity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4043,"royale_strint_1_","Art/2DArt/SkillIcons/passives/plusstrengthintelligence.dds",[1384],5,0,0,0,43154,"Strength and Intelligence",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4044,"royale_strint_2","Art/2DArt/SkillIcons/passives/plusstrengthintelligence.dds",[1384],5,0,0,0,17665,"Strength and Intelligence",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4045,"royale_strint_3","Art/2DArt/SkillIcons/passives/plusstrengthintelligence.dds",[1384],5,0,0,0,31752,"Strength and Intelligence",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4046,"royale_strint_4","Art/2DArt/SkillIcons/passives/plusstrengthintelligence.dds",[1384],5,0,0,0,63609,"Strength and Intelligence",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4047,"royale_dexint_1","Art/2DArt/SkillIcons/passives/plusintelligencedexterity.dds",[1386],5,0,0,0,30736,"Dexterity and Intelligence",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4048,"royale_dexint_2","Art/2DArt/SkillIcons/passives/plusintelligencedexterity.dds",[1386],5,0,0,0,12969,"Dexterity and Intelligence",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4049,"royale_dexint_3","Art/2DArt/SkillIcons/passives/plusintelligencedexterity.dds",[1386],5,0,0,0,23345,"Dexterity and Intelligence",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4050,"royale_axe_sword_mastery1","Art/2DArt/SkillIcons/passives/MasteryGroupAxe.dds",[],0,0,0,0,1157,"Royale Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4051,"royale_attack_mastery1","Art/2DArt/SkillIcons/passives/AttackBlindMastery.dds",[],0,0,0,0,29047,"Royale Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4052,"royale_evasion_mastery1","Art/2DArt/SkillIcons/passives/MasteryGroupEvasion.dds",[],0,0,0,0,44798,"Royale Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4053,"royale_life_mastery1","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,55252,"Royale Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,"",""
4054,"royale_two_hand_mastery1","Art/2DArt/SkillIcons/passives/MasteryGroupTwoHands.dds",[],0,0,0,0,44029,"Royale Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","",0,"",""
