"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool_60","i32_61","bool_65","bool_66","InheritsFrom","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","bool_96","[string]_97","string_113","i32_121","i32_125","i32_129","i32_133","rid_137","rid_153","i32_169","i32_173","i32_177","i32_181","i32_185","[string]_189","bool_205","[i32]_206","string_222","rid_230","rid_246","rid_262","bool_278","string_279","rid_287","string_303","rid_311","string_327","[string]_335","[string]_351"
1448,"Metadata/Projectiles/ParasiteHostBoneVomit","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Sudoku/VS_mortar_proj.ao""]","[""idle""]","[""impact""]",1000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1449,"Metadata/Projectiles/BloodFeverCaptainHookToss","[""Metadata/Monsters/Anchorman/AnchormanAnchor.ao""]","[""throw_anchor_projectile""]","[""throw_anchor_impact""]",1800,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,25,25,0,[],1,[4],"","","","","","","","","","",[],[]
1450,"Metadata/Projectiles/KelpDregPuncture","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/KelpDreg/ao/barb_snipe_proj.ao""]","[""idle""]","[""end""]",2750,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1451,"Metadata/Projectiles/InfectedMercenarySnipe","[""Metadata/Effects/Spells/crossbow_armour_piercing/bolt_armour_piercing_monster.ao""]","[""siege_01""]","[""impact_power_01""]",5000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,1,1,[],"",0,100,0,0,6690,"",0,0,100,100,0,[],"",[],"","","",215,1,"muzzle_power",220,"Audio/Sound Effects/MonsterSounds/4.0/Part1/Act1/G1_12/InfectedMerc/Crossbow/Basic/Impacts/Impact_PowerSG","","",[],[]
1452,"Metadata/Projectiles/InfectedMercenarySnipeIncin","[""Metadata/Effects/Spells/crossbow_incendiary/projectile_monster.ao""]","[""power_01""]","[""impact_power_01""]",3000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,100,0,0,8132,"",0,0,100,100,0,[],"",[],"","","",216,1,"muzzle_power",216,"Audio/Sound Effects/Skills/4.0/Crossbow/Basic/Impacts/Impact_PowerSG","","",[],[]
1453,"Metadata/Projectiles/InfectedMercenaryMinigun","[""Metadata/Effects/Spells/monsters_effects/act5/projectiles/rig.ao""]","[""loop""]","[""impact""]",900,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1454,"Metadata/Projectiles/TwilightOrderDaggerSpin","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderAssassin/throwDagger.ao""]","[""ninjaDagger_Spin""]","[""ninjaDagger_impact""]",2000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1455,"Metadata/Projectiles/TwilightOrderDaggerStraight","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderAssassin/throwDagger.ao""]","[""ninjaDagger_Straight""]","[""ninjaDagger_impact""]",2000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1456,"Metadata/Projectiles/TwilightGuardBossBoulder","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/Chattersaw/projectile.ao""]","[""idle""]","[""end""]",2000,1,4,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[4],"","","","","","","","","","",[],[]
1457,"Metadata/Projectiles/TwilightGuardBossAxe","[""Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/attachments/Boss_axe_projectile.ao""]","[""loop""]","[""loop_01""]",800,1,3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1458,"Metadata/Projectiles/BloodFeverPoiFire","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/BloodfeveredAxe/ao/bloodfever_proj.ao""]","[""projectileloop""]","[""projectileimpactgrd""]",600,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1459,"Metadata/Projectiles/TwilightSorcerorFireball","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/TwilightOrderSorceror/holy_fireball.ao""]","[""projectile""]","[""impact""]",1200,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1460,"Metadata/Projectiles/DefaultBoltBurstShot","[""Metadata/Effects/Spells/crossbow_basic/bolt_basic.ao""]","[""burst_01""]","[""impact_burst_01""]",3800,"",0,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,50,0,0,8130,"",0,0,100,100,0,[],"",[],"","","",209,1,"muzzle_burst",209,"Audio/Sound Effects/Skills/4.0/Crossbow/Basic/Impacts/Impact_BurstSG","","",[],[]
1461,"Metadata/Projectiles/IncendiaryBoltBurstShot","[""Metadata/Effects/Spells/crossbow_incendiary/projectile.ao""]","[""burst_01""]","[""impact_burst_01""]",3420,"",0,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,50,0,0,8132,"",0,0,100,100,0,[],"",[],"","","",211,1,"muzzle_burst",211,"Audio/Sound Effects/Skills/4.0/Crossbow/Basic/Impacts/Impact_BurstSG","","",[],[]
1462,"Metadata/Projectiles/ArmourPiercingBoltBurstShot","[""Metadata/Effects/Spells/crossbow_armour_piercing/bolt_armour_piercing.ao""]","[""burst_01""]","[""impact_burst_01""]",4000,"",0,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,50,0,0,8131,"",0,0,100,100,0,[],"",[],"","","",210,1,"muzzle_burst",210,"Audio/Sound Effects/Skills/4.0/Crossbow/Basic/Impacts/Impact_BurstSG","","",[],[]
1463,"Metadata/Projectiles/FreezingBoltBurstShot","[""Metadata/Effects/Spells/crossbow_permafrost/projectile.ao""]","[""burst_01""]","[""impact_burst_01""]",2800,"",0,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,50,0,0,8134,"",0,0,100,100,0,[],"",[],"","","",213,1,"muzzle_burst",213,"Audio/Sound Effects/Skills/4.0/Crossbow/Basic/Impacts/Impact_BurstSG","","",[],[]
1464,"Metadata/Projectiles/TwilightKaruiVolcanicPopcorn","[""Metadata/Effects/Spells/slam_volcanicfissure/mortar.ao""]","[""mortar_01""]",[],400,1,2,1,"","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1465,"Metadata/Projectiles/VaalLightningArrow","[""Metadata/Effects/Spells/vaal_skills/lightning_arrow/vaal_lightning_arrow.ao""]","[""flight""]","[""end""]",3260,1,1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,3532,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1466,"Metadata/Projectiles/VaalLightningArrowGore","[""Metadata/Effects/Microtransactions/Spells/lightning_arrows/gore/ao/rig.ao""]","[""bloodarrow""]","[""bloodimpact""]",3260,1,1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,3544,3561,0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1467,"Metadata/Projectiles/VaalLightningArrowDivine","[""Metadata/Effects/Microtransactions/Spells/lightning_arrows/divine/ao/divine_arrow.ao""]","[""arrow""]","[""impact""]",3260,1,1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,6838,6839,0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1468,"Metadata/Projectiles/ButterflyFrozenSphere","[""Metadata/Effects/Microtransactions/Spells/eye_of_winter/butterfly/ball.ao""]","[""FrozenBall_idle""]","[""FrozenBall_death""]",300,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1469,"Metadata/Projectiles/ButterflyFrozenSphereShard","[""Metadata/Effects/Microtransactions/Spells/eye_of_winter/butterfly/shards.ao""]","[""FrozenShard_idle""]","[""FrozenShard_death""]",800,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1470,"Metadata/Projectiles/VaalSplitArrowDefault","[""Metadata/Effects/Microtransactions/Spells/split_arrow/greeny_blue/rig.ao""]",[],[],1880,"",3,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","","[""Metadata/Effects/Spells/split_arrow_02/split_arrow_stuck.ao""]","Metadata/Effects/Spells/split_arrow_02/split_arrow_bounce.ao",50,80,0,20,"","",0,100,120,120,0,[],"",[],"","","","","","","","","","",[],[]
1471,"Metadata/Projectiles/LightningSlashSawblade","[""Metadata/Effects/Microtransactions/Spells/lightning_strike_02/Sawblade/proj.ao""]","[""proj1"",""proj2"",""proj3""]","[""impact""]",1600,"",1,"","","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1472,"Metadata/Projectiles/PetRockRock","[""Metadata/Pet/PetRock/ThrownRock.ao""]","[""flying""]","[""impact""]",1688,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1473,"Metadata/Projectiles/CorruptionArcticBreath","[""Metadata/Effects/Microtransactions/Spells/corruption_creeping_frost/arctic_breath_projectile_corruption.ao""]","[""projectile""]","[""impact""]",2000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1474,"Metadata/Projectiles/AncestralSoulCasterProjectile","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/ao/proj_cold.ao""]","[""idle""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1475,"Metadata/Projectiles/AncestralSpiritSoulCasterProjectile","[""Metadata/Effects/Spells/ascendancy_classes/warbringer/totem_defenders/jade_proj.ao""]","[""loop""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1476,"Metadata/Projectiles/ShipwreckBossSwortar","[""Metadata/Monsters/ShipwreckBoss/ShipwreckBossGroundSword.ao""]","[""swordnado_charge_loop_01""]","[""swordnado_charge_end_01""]",2000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[4],"","","","","","","","","","",[],[]
1477,"Metadata/Projectiles/BloodClanKina","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/BloodfeveredAxe/ao/bloodfever_proj.ao""]","[""projectileloop""]","[""projectileimpactgrd""]",1250,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1478,"Metadata/Projectiles/BloodClanTrapperBearTrap","[""Metadata/Monsters/BloodClan/Objects/trap_TEMP.ao""]","[""throw_01""]","[""place""]",750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1479,"Metadata/Projectiles/IceSpikerProjectile","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/QuillCrabCold/ao/Spike_Proj2.ao""]","[""loop""]","[""impact""]",1400,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1480,"Metadata/Projectiles/IceHermitSpiderProj","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/IceHermitSpider/ice_projectile.ao""]","[""projectile""]","[""impact""]",2150,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1481,"Metadata/Projectiles/RootedHeadSpike","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/RootedGuys/RootedGuy03/HeadPop/splinter_projectile.ao""]","[""splinter""]",[],1500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,50,0,0,"","",100,50,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1482,"Metadata/Projectiles/RootedHeadProjectile","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/RootedGuys/RootedGuy05/Projectile/projectile.ao""]","[""projectile""]","[""impact""]",700,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1483,"Metadata/Projectiles/RootedRootProjectile","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/RootedGuys/RootedGuy05/RootPrison/projectile.ao""]","[""projectileAnimation_02""]","[""impact""]",500,"",2,"","","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,5,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1484,"Metadata/Projectiles/RingOfBladeProjectile","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TwilightOrderAssassin/throwDagger.ao""]","[""ninjaDagger_Straight""]","[""ninjaDagger_impact""]",1600,1,2,"","","Metadata/Projectiles/Projectile",3346,0,0,0,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1485,"Metadata/Projectiles/CocoonLightningMortar","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/Cocoons3/mortar.ao""]","[""loop""]","[""animate""]",750,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1486,"Metadata/Projectiles/RootedSporeProjectile","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/RootedGuys/RootedGuy04/projectile.ao""]","[""idle_flight""]","[""end""]",2000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1487,"Metadata/Projectiles/CreepingHumanVomit","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/CreepingHuman/projectile.ao""]","[""idle""]","[""ground_impact""]",600,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1488,"Metadata/Projectiles/IceCasterBasicProj","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/BrineMaiden/sbc_projectile.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1489,"Metadata/Projectiles/IceWendigoColdHyperNova","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/IceWendigo/cold_super_nova_projectile.ao""]","[""once""]","[""end""]",2000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1490,"Metadata/Projectiles/GemlingArcherBossLightningArrows","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/LieutenantArcher/basic_projectile.ao""]","[""snipe_proj_01""]","[""snipe_proj_01_impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1491,"Metadata/Projectiles/GemlingArcherBossColdArrows","[""Metadata/Effects/Spells/elemental_hit_new/ice/arrow/elehit_arrow_ice.ao""]",[],[],2000,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1492,"Metadata/Projectiles/GemlingArcherBossLightningSnipe","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/LieutenantArcher/snipe_projectile.ao""]","[""snipe_proj_01""]","[""snipe_proj_01_impact""]",25000,1,2,"","","Metadata/Projectiles/ServerProjectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1493,"Metadata/Projectiles/LieutenantBruteShieldThrow","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TheLieutenantBrute/shield_throw.ao""]","[""flying""]","[""impact""]",1000,"",4,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],1,[],"","","","","","","","","","",[],[]
1494,"Metadata/Projectiles/CactusSpikeShots","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/CactusMonster/basic_projectile.ao""]","[""proj_01""]","[""proj_01_impact""]",1500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1495,"Metadata/Projectiles/CactusSpikeShotsOnDeath","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/CactusMonster/basic_projectile.ao""]","[""proj_01""]","[""proj_01_impact""]",1500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1496,"Metadata/Projectiles/GinsengSpine","[""Metadata/Effects/Spells/monsters_effects/Act4_FOUR/KelpDreg/ao/barb_snipe_proj.ao""]","[""idle""]","[""end""]",600,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1497,"Metadata/Projectiles/GinsengPod","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/PirateCannon/ao/cannonball_proj.ao""]","[""idle""]","[""end""]",400,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[4],"","","","","","","","","","",[],[]
1498,"Metadata/Projectiles/Scientist4Snipe","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TheScientist4/snipe_projectile.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[4],"","","","","","","","","","",[],[]
1499,"Metadata/Projectiles/PrisonerBossBloodTendril","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalSorcerer/ao/LightningTendrils/Mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
1500,"Metadata/Projectiles/PrisonerBossSpearToss","[""Metadata/Monsters/PrisonerMonsterBoss/attachments/BallistaSpearBrokenProjectile.ao""]","[""animate""]","[""impact""]",10000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","","[""Metadata/Monsters/PrisonerMonsterBoss/attachments/BallistaSpearBrokenProjectile.ao""]","",0,100,0,0,"","",0,0,218,218,0,[],"",[0],"","","","","","","","","","",[],[]
1501,"Metadata/Projectiles/PrisonerBossBallistaBolt","[""Metadata/Monsters/PrisonerMonsterBoss/attachments/BallistaSpearProjectile.ao""]","[""animate""]","[""impact_01""]",5000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,218,218,0,[],"",[],"","","","","","","","","","",[],[]
1502,"Metadata/Projectiles/VolcanoProjectile","[""Metadata/Effects/Spells/druid_volcano/volcanoMortar.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1503,"Metadata/Projectiles/VolcanoBigProjectile","[""Metadata/Effects/Spells/druid_volcano/volcanoMortar.ao""]","[""once""]",[],400,1,1,"","","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
1504,"Metadata/Projectiles/Scientist1FlaskProj","[""Metadata/Effects/Spells/monsters_effects/Act5_FOUR/TheScientist1/flask_projectile.ao""]","[""projectile""]","[""impact""]",800,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
