"rownum","Id","Name","Icon","Description","PackLeader1","PackLeader2","Mod"
882,"AtlasUber-fire6","Resolute Guards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconBurningFaithResoluteGuard","Ranged <white>{Constructs}\r\nCasts Holy <craftingfire>{Fireball}","<white>{Pack Leader:\r\nBurning Faith}","<white>{Pack Leader:\r\nBurning Faith}\r\nSummons Exploding Orbs\r\nUses <craftingfire>{Molten} Strike, Leap Slam",""
883,"AtlasUber-fire7","Chosen Loyals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconTribalQueenChosenLoyal","<white>{Demon} Warriors\r\nUses <craftingfire>{Molten} Strike","<white>{Pack Leader:\r\nTribal Queen}","<white>{Pack Leader:\r\nTribal Queen}\r\nUses Blink Arrow\r\nCreates <craftingfire>{Burning} Ground",""
884,"AtlasUber-fire8","Maddened Fanatics","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconMoltenSoulMaddenedFanatic","<white>{Humanoids}","<white>{Pack Leader:\r\nMolten Soul}","<white>{Pack Leader:\r\nMolten Soul}\r\nFires <craftingfire>{Molten} mortars\r\nUses <craftingfire>{Erupting} slam\r\nUses Spectral Throw, creating minions",""
885,"Atlasuber-cold1","Chilling Hellions","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconHellionIce","Cold <white>{Beasts} \r\nCasts <craftingcold>{Arctic} Breath","","",""
886,"Atlasuber-cold2","Animated Glaciers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconAnimatedGlacier","Large <white>{Constructs}\r\nUses <craftingcold>{Glacial} Slam","","",""
887,"Atlasuber-cold3","Reefrend","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconReefrend","Large Crab <white>{Beasts} \r\nCharges aggressively at enemies, inflicting bleed\r\nUses Fissure <craftingcold>{Torrent}\r\nBurrows underground ","","",""
888,"Atlasuber-cold4","Typhoons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconDemonDrownedTyphoon","Water <white>{Constructs} \r\nCasts <craftingcold>{Water} Vortex","<white>{Pack Leader:\r\nDemon of the Drowned}","<white>{Pack Leader:\r\nDemon of the Drowned}\r\nCasts <craftingcold>{Water} Pulse, <craftingcold>{Water} Tornado, <craftingcold>{Water} Slam\r\nTeleports",""
889,"Atlasuber-cold5","Vibrant Gargoyles","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconChromeGargoyle","Animalistic <white>{Constructs}\r\nReleases Silver Orb on Death","","",""
890,"AtlasUber-Lightning1","Lightning Protectors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconShavronneClockworkGolem","Ranged <white>{Constructs}\r\nCasts Returning <craftinglightning>{Lightning} Orb","","",""
891,"AtlasUber-Lightning2","Tasing Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonLightning","Sporadic <white>{Demons}\r\nCasts <craftinglightning>{Lightning} Warp, <craftinglightning>{Lightning} Surge","","",""
892,"AtlasUber-Lightning3","Shocking Mistresses","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisDemonRanged","Ranged <white>{Demons}","","",""
893,"AtlasUber-Lightning4","Refinery Shockers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconElectricExecutorRefineryShocker","Robotic <white>{Constructs} \r\nCasts <craftinglightning>{Arc}","<white>{Pack Leader:\r\nElectric Executor}","<white>{Pack Leader:\r\nElectric Executor}\r\nUses <craftinglightning>{Supercharged} Slam",""
894,"AtlasUber-Lightning5","Bearded Bolters","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconChargedColossusBeardedBolter","<white>{Beast} Goatmen\r\nCasts <craftinglightning>{Shock} Nova, <craftinglightning>{Spark}","<white>{Pack Leader:\r\nCharged Colossus}","<white>{Pack Leader:\r\nCharged Colossus}\r\nCasts <craftinglightning>{Lightning} Storm\r\nUses Ground Slam",""
895,"AtlasUber-Lightning6","Lightning Tamers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerArmouredBlue","Undying <white>{Demons}\r\nCasts Ball <craftinglightning>{Lightning}","","",""
896,"AtlasUber-Chaos1","Decayed Skeletons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconNecroticBonesDecayedSkeleton","Forged <white>{Undead} Skeletons","<white>{Pack Leader:\r\nNecrotic Bones}","<white>{Pack Leader:\r\nNecrotic Bones}\r\nFires mortar barrage",""
897,"AtlasUber-Chaos2","Melted Goliaths","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconCausticDemonMeltedGoliath","Caustic <white>{Constructs}\r\nUses <craftingchaos>{Toxic} Ground Cascade","<white>{Pack Leader:\r\nCaustic Demon}","<white>{Pack Leader:\r\nCaustic Demon}\r\nFires <craftingchaos>{Caustic} mortars\r\nUses Leap Slam\r\nCreates <craftingchaos>{Caustic} Ground",""
898,"AtlasUber-Chaos3","Noxious Crawlers and Plagued Arachnids","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpiderPlague","Toxic Spider <white>{Beasts}\r\nCasts <craftingchaos>{Caustic} Sphere","","",""
899,"AtlasUber-Chaos4","Putrid Corpses","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconPutrefiedShamanPutridCorpse","<white>{Undead} Zombies","<white>{Pack Leader:\r\nPutrefied Shaman}","<white>{Pack Leader:\r\nPutrefied Shaman}\r\nCasts Boulder Slam\r\nFires mortar barrage\r\nSummons Vines",""
900,"AtlasUber-Chaos5","Chaos Fanatics","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconChaosCallerChaosFanatic","Ranged <white>{Humanoids}","<white>{Pack Leader:\r\nChaos Caller}","<white>{Pack Leader:\r\nChaos Caller}\r\nSummons <craftingchaos>{Chaos} Phantasms",""
901,"AtlasUber-Chaos6","Spitting Parasites","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconMotherRotSpittingParasite","Ranged <white>{Beasts}","<white>{Pack Leader:\r\nMother of Rot}","<white>{Pack Leader:\r\nMother of Rot}\r\nFires mortars, creating <craftingchaos>{Caustic} Ground\r\nCreates Brood Eggs\r\nBurrows underground",""
902,"AtlasUber-Physical1","Confession Extractors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconBrutalIncarceratorConfessionExtractor","Ranged <white>{Humanoids}\r\nThrows Sawblades that chain off terrain","<white>{Pack Leader:\r\nBrutal Incarcerator}","<white>{Pack Leader:\r\nBrutal Incarcerator}\r\nUses Reeling Hook, Ground Slam",""
903,"AtlasUber-Physical2","Bloody Burrowers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconBloodyBarrower","Stationary burrowing <white>{Beasts} \r\nBurrows underground and bursts out near enemies\r\nCreates <craftingphysical>{Boiling Blood} ground\r\nFires projectile that spawns minions on hit","","",""
904,"AtlasUber-Physical3","Repulsive Ophidians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconTaster","Ranged <white>{Demons} \r\nFires Tar mortars, creating Tarred ground \r\nFires Blood mortars, creating <craftingphysical>{Boiling Blood} ground","","",""
905,"AtlasUber-Physical4","Sanguine Serpents","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconSanguineSerpent","Ranged <white>{Constructs} \r\nFires spines that chain off terrain and inflict <craftingphysical>{Bleed}","","",""
906,"AtlasUber-Physical5","Temple Guards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconBloodsoakedExecutionerTempleGuard","Armoured <white>{Humanoids} \r\nUses Spectral Throw, Shield Charge","<white>{Pack Leader:\r\nBloodsoaked Executioner}","<white>{Pack Leader:\r\nBloodsoaked Executioner}\r\nSummons minions\r\nUses Spectral Shield Throw, Lacerate",""
907,"AtlasUber-Physical6","Sandworn Poachers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconSandwornChattelSandwornPoacher","Ranged <white>{Undead} Skeletons\r\nUses <craftinglightning>{Lightning} Arrow","<white>{Pack Leaders:\r\nSandworn Chattel}","<white>{Pack Leaders:\r\nSandworn Chattel}\r\nSummons Sand Tornados\r\nUses Cyclone",""
908,"AtlasUber-Physical7","Mindless Thralls","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconSoaringDeathMindlessThrall","Infected bird <white>{Beasts} \r\nAggressively flies towards enemies","<white>{Pack Leader:\r\nSoaring Death}","<white>{Pack Leader:\r\nSoaring Death}\r\nCasts Wind Blast\r\nSummons minions\r\nUses Cleave\r\nFlies up and slams down on enemies",""
909,"AtlasUber-Physical8","Stoneskin Dancers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconReinforcedLithmancerStoneskinDancer","Armoured <white>{Humanoid} Warriors\r\nUses Whirling Charge","<white>{Pack Leader:\r\nReinforced Lithomancer}","<white>{Pack Leader:\r\nReinforced Lithomancer}\r\nSummons Volatile Cores",""
910,"AtlasUber-Physical9","Ancient Spearmen","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconHlukingGoliathAncientSpearman","<white>{Humanoid} Warriors\r\nUses Cleave","<white>{Pack Leader:\r\nHulking Goliath}","<white>{Pack Leader:\r\nHulking Goliath}\r\nCasts <craftingphysical>{Blood} Orbs\r\nUses Ground Slam",""
911,"AtlasUber-Physical10","Bloodstained Conjuror","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconBloodstainedConjuror","<white>{Undead} monsters\r\nCasts Bone Blast","","",""
912,"AtlasUber-Physical11","Disruptors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconSeniorScientistDisruptor","Experimented <white>{Humanoid} monsters\r\nUses Whirling Dash","<white>{Pack Leader:\r\nSenior Scientist}","<white>{Pack Leader:\r\nSenior Scientist}\r\nCasts Corpse Rain\r\nTeleports",""
913,"AtlasUber-Physical12","Saintly Evangelists","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconCleansingGuardianSainltyEvangelist","Undying <white>{Demons}\r\nCasts Holy Blast\r\nCasts Proximity Shield","<white>{Pack Leader:\r\nCleansing Guardian}","<white>{Pack Leader:\r\nCleansing Guardian}\r\nCasts Purifying Blast",""
914,"AtlasUber-Physical13","Forgotten Marksmen","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconForgottenEmperorForgottenMarksman","Ranged <white>{Undead} Skeletons\r\nFires projectile barrage\r\nUses Rain of Arrows, Pinning on hit","<white>{Pack Leader:\r\nForgotten Emperor}","<white>{Pack Leader:\r\nForgotten Emperor}\r\nUses Charged Dash, Charged Slam\r\nSummons minions",""
915,"AtlasUber-Physical14","Grizzly Beasts","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconApexMonstrosityGrizzlyBeast","Large <white>{Beasts} ","<white>{Pack Leader:\r\nApex Monstrosity}","<white>{Pack Leader:\r\nApex Monstrosity}\r\nAggressively charges at enemies",""
916,"AtlasUber-Physical15","Spined Goliaths","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconImpalingAbominationSpinedGoliath","Spiked <white>{Beasts}\r\nReleases Spine nova on death","<white>{Pack Leader:\r\nImpaling Abomination}","<white>{Pack Leader:\r\nImpaling Abomination}\r\nUses Ground Slam, Leap Slam\r\nAggressively charges at enemies, releasing Spikes ",""
917,"AtlasUber-Physical16","Spectral Leaders and Warriors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconCursedCaptainSpectralLeader","Ghostly <white>{Undead} monsters\r\nSummons Raging Spirits\r\nCasts Spectral Swiftness","<white>{Pack Leader:\r\nCursed Captain}","<white>{Pack Leader:\r\nCursed Captain}\r\nFires Soul Bolt\r\nUses Cyclone\r\nAggressively dashes at enemies",""
918,"AtlasUber-Physical17","Charred Beasts","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconWretchedDefiler","Burnt <white>{Undead} Beast skeletons","<white>{Pack Leader:\r\nWretched Defiler}","<white>{Pack Leader:\r\nWretched Defiler}\r\nSummons minions\r\nRevives the dead",""
919,"AtlasUber-Physical18","Unresting Skeletons and Tremorbones","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNecromancerSkeletonMelee","Ranged and Melee <white>{Undead} skeletons\r\nCasts Despair, Temporal Chains or Enfeeble curse Aura","<white>{Pack Leader:\r\nGrand Necromancer}","<white>{Pack Leader:\r\nGrand Necromancer}\r\nCasts Ghost Orbs\r\nSummons minions\r\nRevives the dead",""
920,"AtlasUber-Physical19","World Shatterer","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/T17MonsterIconWorldShatterer","<white>{Beast} monster\r\nUses Leap Slam","","",""
921,"kitava-heralds-supporter","Kitava's Heralds","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconKitavaDemon","Powerful Kitava <white>{Demons}\r\nUses Leap Slam, Cleave\r\nFires mortars","","",""
922,"kitava-heralds-heart-supporter","Kitava's Heralds","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconKitavaDemon","Powerful Kitava <white>{Demons}\r\nUses Leap Slam, Cleave\r\nFires mortars","<white>{Pack Leader:} \r\n<white>{Heart of the Insatiable}","<white>{Pack Leader:} \r\n<white>{Heart of the Insatiable}\r\nSummons Kitava's Heralds",""
923,"bone-husks-supporter","Bone Husks","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBreachSkeletonCannon","Large <white>{Undead} Skeletons\r\nFires Bone Mortars, leaving Bone spikes","","",""
924,"bone-husks-big-supporter","Bone Husks","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBreachSkeletonCannon","Large <white>{Undead} Skeletons\r\nFires Bone Mortars, leaving Bone spikes","<white>{Pack Leader:} \r\n<white>{Rare Bone Husk}","<white>{Pack Leader:}\r\n<white>{Rare Bone Husk}\r\nFires Bone Mortars, leaving Bone spikes\r\nAlways Rare",""
925,"breach-fire6","Xoph's Demons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBreachFire","Xoph <white>{Demons} \r\nUses Cleave\r\nEmpowers allies","<white>{Pack Leader: \r\nXoph's Loyal}","<white>{Pack Leader: \r\nXoph's Loyal}\r\nUses Cleave\r\nCovers enemies in Ash\r\nCasts <craftingfire>{Flame} Breath, <craftingfire>{Flame} Tornado",""
926,"breach-cold6","Tul's Demons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBreachCold","Tul <white>{Demons} \r\nUses <craftingcold>{Frost} Blades","<white>{Pack Leader: \r\nThey of Tul}\r\n","<white>{Pack Leader:\r\nThey of Tul}\r\nSummons <craftingcold>{Ice} Golems, <craftingcold>{Ice} Totems\r\nCasts <craftingcold>{Blizzard}",""
927,"breach-lightning6","Esh's Demons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBreachLightning","Esh <white>{Demons} \r\nCasts <craftinglightning>{Arc}","<white>{Pack Leader:  \r\nScale of Esh}","<white>{Pack Leader:\r\nScale of Esh}\r\nCasts <craftinglightning>{Arc}, <craftinglightning>{Lightning} Whip, Ball <craftinglightning>{Lightning}\r\nSummons Esh minions",""
928,"breach-physical1","Uul-Netol's Demons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBreachPhysical","Uul-Netol <white>{Demons} \r\nUses Ground Slam\r\nMaims on hit","<white>{Pack Leader: \r\nUul'Netol's Trophy}\r\n","<white>{Pack Leader:\r\nUul'Netol's Trophy}\r\nCasts <craftingphysical>{Bone Blast}\r\nCreates <craftingphysical>{Corrupting Blood} ground \r\nFires Bone Spire mortars",""
929,"breach-chaos1","Chayula's Demons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBreachChaos","Chayula <white>{Demons} \r\nUses Puncture\r\nUses Sweep","<white>{Pack Leader: \r\nChayula's Perfected}","<white>{Pack Leader:\r\nChayula's Perfected}\r\nUses Flicker Strike\r\nFires <craftingchaos>{Chaos} mortars",""
930,"breach-generic2","It That Watches","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBreachPickaxe","Breach <white>{Demons}","","",""
931,"breach-generic3","It that Whispers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBreachChaos","Ranged and Melee Breach <white>{Demons}\r\nUses Puncture","","",""
932,"InvasionBoss-Spiker","Spined Goliaths","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSpiker","Spiked <white>{Beasts}\r\nReleases Spine nova on death","<white>{Pack Leader:\r\nBladeback Guardian}","<white>{Pack Leader:\r\nBladeback Guardian}\r\nCasts <craftingcold>{Ice} Spear, <craftingfire>{Flame} Nova, <craftinglightning>{Lightning} Nova\r\nReleases <craftingcold>{Ice} Spine nova on death",""
933,"AllFlameAzmeriVoodooFlaring","Followers of the Mist","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameAzmeriVoodoo3","Ranged and Melee Wildwood <white>{Undead} and <white>{Humanoid} Cultists\r\nUses Rain of <craftingchaos>{Spores}, <craftingchaos>{Scourge} arrow\r\nCreates Viscous Swamp Ground\r\nSummons Volatile Frogs","<white>{Pack Leader:}\r\n<white>{Cultist Brute}","<white>{Pack Leader:}\r\n<white>{Cultist Brute}\r\nUses Sweep\r\nSummons Skullslingers",36486
934,"AllFlameExpeditionFlaring","Elite Kalguuran Warriors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameExpeditionRog1","Ranged and Melee Kalguuran <white>{Undead} and <white>{Constructs}\r\nCreates Exploding Orbs\r\nSummons Volatile Zombies, Minions\r\nUses Snipe, Rain of Arrows \r\nUses Ground Slam, Cleave","","",36485
935,"AllFlameAbyssFlaring","Abyssal Lich Thralls","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameAbyssMinebat","Ranged and Melee Abyss <white>{Demons}\r\nUses Whirling Charge, Stealth Ambush\r\nFires Abyss mortar, spawning Grubs\r\nFlies aggressively towards enemies, leaving <craftingchaos>{Caustic} Ground\r\nUses Burrowing Slam\r\n\r\n","","",36482
936,"AllFlameBestiaryFlaring","Children of the Farrul","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBestiaryTiger","First One Tiger <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Farric Tiger Alpha}","<white>{Pack Leader:}\r\n<white>{Farric Tiger Alpha}",36483
937,"AllFlameCurrencyPack","Tumbling Wealth","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameExaltedOrbMonster","Passive <white>{Constructs}\r\nFlees","<white>{Extra Monster:}\r\n<white>{Tumbling Opulence}","<white>{Extra Monster:}\r\n<white>{Tumbling Opulence}\r\nFlees",""
938,"AllFlameTotemPack","Furious Totems","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameKudukuTotem","Totemic <white>{Constructs}\r\nCasts <craftinglightning>{Lightning} Warp","<white>{Extra Monsters:}\r\n<white>{Kodaka}\r\n<white>{Kodoka}","<white>{Extra Monsters:}\r\n<white>{Kodaka}\r\nCasts <craftingcold>{Frostbolt}, <craftingcold>{Tidal} Wave, Charged <craftingcold>{Ice} Nova\r\nSummons Totems\r\n<white>{Kodoka}\r\nCasts <craftinglightning>{Lightning} Storm, Ball <craftinglightning>{Lightning}, <craftinglightning>{Lightning} Spiral\r\nSummons <craftinglightning>{Spark} Totems",""
939,"AllFlameRogueExilesPack","Anarchic Exiles","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameExileTemplar2","Dangerous Rogue Exile <white>{Humanoids}","","",""
940,"AllFlameBetrayalPackFortress","Syndicate Fortress Guards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBetrayalNecromancer","Ranged and Melee <white>{Undead}\r\nUses Snipe\r\nUses Cleave\r\nTeleports\r\nExplodes\r\n","<white>{Pack Leaders:}\r\n<white>{Spirit Weaver}\r\n<white>{Flesh Manipulator}","<white>{Pack Leaders:}\r\n<white>{Spirit Weaver}\r\nUses Piercing Lance\r\n<white>{Flesh Manipulator}\r\nCasts Spirit Wave\r\nRevives dead minions",""
941,"AllFlameBetrayalPackCart","Syndicate Escorts","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBetrayalOriathBlackguardChampion","Ranged and Melee <white>{Undead} and <white>{Humanoids} \r\nFires exploding projectile\r\nUses Cleave\r\nExplodes\r\n","<white>{Pack Leaders:}\r\n<white>{Syndicate Enforcer}\r\n<white>{Flesh Manipulator}","<white>{Pack Leaders:}\r\n<white>{Syndicate Enforcer}\r\nUses Leap Slam, Spiked Ground Slam\r\nSummons Banner\r\n<white>{Flesh Manipulator}\r\nCasts Spirit Wave\r\nRevives dead minions",""
942,"AllFlameBetrayalPackAssassin","Syndicate Assassins","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBetrayalSecretPoliceChampion","Syndicate <white>{Undead}\r\nUses Cleave\r\nTeleports\r\nExplodes\r\n","<white>{Pack Leaders:}\r\n<white>{Syndicate Silencer}\r\n<white>{Flesh Manipulator}","<white>{Pack Leaders:}\r\n<white>{Syndicate Silencer}\r\nUses Flicker Strike, Blade Flurry\r\nThrows slowing Net\r\n<white>{Flesh Manipulator}\r\nCasts Spirit Wave\r\nRevives dead minions",""
943,"AllFlameBetrayalPackLaboratory","Syndicate Researchers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/AllFlameBetrayalExperimenter","Ranged and Melee <white>{Humanoids}\r\nFires exploding projectile\r\nUses Flicker Strike\r\nThrows daggers","<white>{Pack Leaders:}\r\n<white>{Syndicate Fabricator}\r\n<white>{Syndicate Conduit}","<white>{Pack Leaders:}\r\n<white>{Syndicate Fabricator}\r\nThrows Bombs\r\nSummons Pulse Totems\r\n<white>{Syndicate Conduit}\r\nCasts <craftinglightning>{Arc}",""
