"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","LoadingScreen_DDSFile","i32","[i32]","i32","TopologiesKeys","ParentTown_WorldAreasKey","i32","i32","i32","Bosses_MonsterVarietiesKeys","Monsters_MonsterVarietiesKeys","SpawnWeight_TagsKeys","SpawnWeight_Values","IsMapArea","FullClear_AchievementItemsKeys","rid","i32","AchievementItemsKey","ModsKeys","i32","i32","VaalArea_WorldAreasKeys","VaalArea_SpawnChance","Strongbox_SpawnChance","Strongbox_MaxCount","Strongbox_RarityWeight","bool","i32","MaxLevel","AreaType_TagsKeys","i32","i32","IsHideout","i32","i32","i32","i32","Inflection","i32","i32","i32","TagsKeys","IsVaalArea","i32","i32","i32","IsLabyrinthAirlock","IsLabyrinthArea","TwinnedFullClear_AchievementItemsKey","Enter_AchievementItemsKey","i32","i32","i32","TSIFile","rid","i32","i32","i32","WaypointActivation_AchievementItemsKeys","IsUniqueMapArea","IsLabyrinthBossArea","i32","i32","FirstEntry_NPCTextAudioKey","FirstEntry_SoundEffectsKey","FirstEntry_NPCsKey","i32","i32","i32","i32","i32","i32","EnvironmentsKey","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","bool","i32","bool","i32","i32","i32","i32","i32","i32","MetamorphChance","DeliriumChance","HarvestChance","HeistChance","RitualChance","[rid]","UltimatumChance","ExpeditionChance"
1450,"MapEndlessLedge2_02","Path of Endurance",3,"","","[1449,1451]",66,60021,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2064],38,30,2565,2565,[3740],[],[],[],"",[],"",0,"",[4462],0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,415,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1451,"MapEndlessLedge2_03","Path of Endurance",3,"","","[1450,1452]",68,45043,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2057],38,30,2565,2565,[2214],[],[],[],"",[],"",0,"",[4462],0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,419,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1452,"MapEndlessLedge2_04","Path of Endurance",3,"","","[1451,1453]",70,44196,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2065],38,30,2565,2565,[3562],[],[],[],"",[],"",0,"",[4462],0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,420,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1453,"MapEndlessLedge2_05","Path of Endurance",3,"","","[1452,1454]",72,2733,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2063],38,30,2565,2565,[2209],[],[],[],"",[],"",0,"","[7932,4463,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,418,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1454,"MapEndlessLedge2_06","Path of Endurance",3,"","","[1453,1455]",74,61618,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2056],38,30,2565,2565,[2150],[],[],[],"",[],"",0,"","[7932,4463,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,419,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1455,"MapEndlessLedge2_07","Path of Endurance",3,"","","[1454,1456]",76,3414,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2067],38,30,2565,2565,[1197],[],[],[],"",[],"",0,"","[7932,4463,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,417,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1456,"MapEndlessLedge2_08","Path of Endurance",3,"","","[1455,1457]",77,64664,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2062],38,30,2565,2565,"[2099,2108]",[],[],[],"",[],"",0,"","[7932,4463,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,418,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1457,"MapEndlessLedge2_09","Path of Endurance",3,"","","[1456,1458]",78,29257,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2055],38,30,2565,2565,[2138],[],[],[],"",[],"",0,"","[7932,4463,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,416,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1458,"MapEndlessLedge2_10","Path of Endurance",3,"","","[1457,1459]",79,39093,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2066],38,30,2565,2565,[1417],[],[],[],"",[],"",0,"","[7932,4464,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,420,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1459,"MapEndlessLedge2_11","Path of Endurance",3,"","","[1458,1460]",80,63718,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2058],38,30,2565,2565,[2029],[],[],[],"",[],"",0,"","[7932,4464,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,414,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1460,"MapEndlessLedge2_12_","Path of Endurance",3,"","","[1459,1461]",81,56675,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2064],38,30,2565,2565,[3740],[],[],[],"",[],"",0,"","[7932,4464,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,415,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1461,"MapEndlessLedge2_13","Path of Endurance",3,"","","[1460,1462]",82,54319,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2057],38,30,2565,2565,[2214],[],[],[],"",[],"",0,"","[7932,4464,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,419,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1462,"MapEndlessLedge2_14","Path of Endurance",3,"","","[1461,1463]",82,57592,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2065],38,30,2565,2565,[3562],[],[],[],"",[],"",0,"","[7932,4464,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,420,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1463,"MapEndlessLedge2_15","Path of Endurance",3,"","","[1462,1464]",83,49638,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2063],38,30,2565,2565,[2209],[],[],[],"",[],"",0,"","[7932,7337,4464,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,418,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1464,"MapEndlessLedge2_16","Path of Endurance",3,"","","[1463,1465]",83,10024,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2056],38,30,2565,2565,[2150],[],[],[],"",[],"",0,"","[7932,7337,4464,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,419,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1465,"MapEndlessLedge2_17","Path of Endurance",3,"","","[1464,1466]",83,53823,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2067],38,30,2565,2565,[1197],[],[],[],"",[],"",0,"","[7932,7337,4464,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,417,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1466,"MapEndlessLedge2_18","Path of Endurance",3,"","","[1465,1467]",84,10161,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2062],38,30,2565,2565,"[2099,2108]",[],[],[],"",[],"",0,"","[7932,7337,4464,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,418,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1467,"MapEndlessLedge2_19","Path of Endurance",3,"","","[1466,1468]",84,28296,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2055],38,30,2565,2565,[2138],[],[],[],"",[],"",0,"","[7932,7337,4464,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,416,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1468,"MapEndlessLedge2_20","Path of Endurance",3,"","","[1467,1469]",84,7969,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2066],38,30,2565,2565,[1417],[],[],[],"",[],"",0,"","[7932,7337,4461,4464,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,420,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1469,"MapEndlessLedge2_21_","Path of Endurance",3,"","","[1468,1470,1478]",84,41349,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2060],38,30,2565,2565,[2029],[],[],[],"",[],"",0,"","[7932,7337,4461,4465,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,414,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1470,"MapEndlessLedge2_22","Path of Endurance",3,"","","[1469,1471]",84,34734,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2064],38,30,2565,2565,[3740],[],[],[],"",[],"",0,"","[7932,7337,4461,4465,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,415,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1471,"MapEndlessLedge2_23","Path of Endurance",3,"","","[1470,1472]",84,1841,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2057],38,30,2565,2565,[2214],[],[],[],"",[],"",0,"","[7932,7337,4461,4465,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,419,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1472,"MapEndlessLedge2_24","Path of Endurance",3,"","","[1471,1473]",84,45515,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2065],38,30,2565,2565,[3562],[],[],[],"",[],"",0,"","[7932,7337,4461,4465,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,420,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1473,"MapEndlessLedge2_25","Path of Endurance",3,"","","[1472,1474]",84,51122,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2063],38,30,2565,2565,[2209],[],[],[],"",[],"",0,"","[7932,7337,4461,4465,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,418,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1474,"MapEndlessLedge2_26","Path of Endurance",3,"","","[1473,1475]",84,54049,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2056],38,30,2565,2565,[2150],[],[],[],"",[],"",0,"","[7932,7337,4461,4465,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,419,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1475,"MapEndlessLedge2_27","Path of Endurance",3,"","","[1474,1476]",84,12146,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2067],38,30,2565,2565,[1197],[],[],[],"",[],"",0,"","[7932,7337,4461,4465,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,417,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1476,"MapEndlessLedge2_28","Path of Endurance",3,"","","[1475,1477]",84,14394,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2062],38,30,2565,2565,"[2099,2108]",[],[],[],"",[],"",0,"","[7932,7337,4461,4465,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,418,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1477,"MapEndlessLedge2_29","Path of Endurance",3,"","","[1476,1478]",84,24567,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2055],38,30,2565,2565,[2138],[],[],[],"",[],"",0,"","[7932,7337,4461,4465,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,416,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1478,"MapEndlessLedge2_30","Path of Endurance",3,"","","[1477,1469]",84,64731,20,16,"Art/Textures/Interface/LoadingImages/Descent.dds",2565,[],6,[2066],38,30,2565,2565,[1417],[],[],[],"",[],"",0,"","[7932,7337,4461,4465,4462]",0,20,[],0,0,0,[],"",100,100,[],0,0,"",0,0,0,16,"",10000,5000,30,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,14,5,420,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1479,"Master_TH_Shipgraveyard","Secluded Cove",1,"","",[],12,3618,10,20,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],6,[2167],1,480,2565,2565,[197],[],[],[],"",[],"",0,"",[6277],0,10,[],0,0,0,[],"",0,100,[],0,0,"",10,0,0,10,"",7000,3500,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,9,0,1054,0,0,0,0,15000,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1480,"Master_SP_Volcano","Crucible of Spirit",1,"","",[],12,63673,10,20,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],6,[2168],1,480,2565,2565,[],[],[],[],"",[],"",0,"",[6277],0,10,[],0,0,0,[],"",0,100,[],0,0,"",10,0,0,10,"",7000,3500,0,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,9,0,1056,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1481,"InvasionBoss","",1,"","",[],0,48485,0,0,"",2565,[],6,[],"",900,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,0,"",10000,5000,0,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,15,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1482,"AnyCorruptedSideArea","",1,"","",[],0,31997,0,0,"",2565,[60],6,[],"",900,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,0,"",10000,5000,0,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,15,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1483,"AnyAfflictionEndgameArea","",1,"","",[],0,48055,0,0,"",2565,[60],6,[],"",900,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,0,"",10000,5000,0,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,15,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1484,"AnyUberTabTrial","",1,"","",[],0,42065,0,0,"",2565,[60],6,[],"",900,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,0,"",10000,5000,0,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,15,0,"",0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1485,"Hideout4_3","Cavernous Hideout",1,"","",[],60,36738,0,0,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],32,[2085],"",30,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,1,0,0,0,0,"",10000,5000,0,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,3,0,886,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1486,"Hideout5_3","Forsaken Hideout",1,"","",[],60,46185,0,0,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],32,[2086],"",30,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,1,0,0,0,0,"",10000,5000,0,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,3,0,887,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1487,"Hideout11_3","Bloodsoaked Hideout",1,"","",[],60,46192,0,0,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],32,[2097],"",30,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,1,0,0,0,0,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,3,0,893,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1488,"Hideout12_3","Downtown Hideout",1,"","",[],60,1751,0,0,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],32,[2098],"",30,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,1,0,0,0,0,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,3,0,894,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1489,"Hideout13_3","Lofty Hideout",1,"","",[],60,52121,0,0,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],32,[2099],"",30,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,1,0,0,0,0,"",10000,5000,0,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,3,0,895,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1490,"Hideout16_3","Stockroom Hideout",1,"","",[],60,3303,0,0,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],32,[2104],"",30,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,1,0,0,0,0,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,3,0,898,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1491,"Hideout17_3","Industrial Hideout",1,"","",[],60,15676,0,0,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],32,[2105],"",30,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,1,0,0,0,0,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,3,0,899,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1492,"Hideout24_1","HideoutShip1",1,"","",[],1,52043,0,0,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],32,[2106],"",30,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,1,0,0,0,0,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,3,0,900,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1493,"Hideout61_3","Winding Pier",1,"","",[],60,41059,0,0,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],32,[2106],"",30,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,1,0,0,0,0,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,3,0,900,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1494,"HideoutArch","Robber's Trench Hideout",1,"","",[],20,2401,0,0,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],32,[2068],"",30,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,1,0,0,0,0,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,3,0,880,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1495,"HideoutArchClaim","Robber's Trench Hideout",1,"","",[],20,23281,0,0,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],32,[2069],"",30,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,0,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,4,0,880,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
1496,"HideoutCoralClaim","Coral Hideout",1,"","",[],20,32961,0,0,"Art/Textures/Interface/LoadingImages/HelenaHideout.dds",2565,[],32,[2071],"",30,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,[],"",0,100,[],0,0,"",0,0,0,0,"",10000,5000,0,[169],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"","","",0,0,0,0,4,0,901,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
