"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","AchievementItemsKeys","[rid]","[rid]"
4960,7307,9,3,"","","","<currencyitem>{Mirror of Kalandra}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4961,7308,11,3,"","","","<gemitem>{Level 4 Enlighten}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4962,7309,3,3,"","","","<currencyitem>{Vaal Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4963,7310,7,3,"","","","<uniqueitem>{Song of the Sirens}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4964,7311,9,3,"","","","<gemitem>{Level 20 Support Gem}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4965,7312,11,3,"","","","<gemitem>{Level 4 Empower}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4966,7313,6,3,"","","","<gemitem>{Level 20 Gem}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4967,7314,2,3,"","","","<gemitem>{Mirror Arrow}\r\n<default>{Quality:} <augmented>{+20%}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4968,7315,3,3,"","","","<currencyitem>{7x Orb of Alchemy}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4969,7316,4,3,"","","","<uniqueitem>{Mon'tregul's Grasp}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4970,7317,6,3,"","","","<gemitem>{Summon Raging Spirit}\r\n<default>{Quality:} <augmented>{+20%}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4971,7318,9,3,"","","","<size:31>{<magicitem>{Merciless One-Hand Weapon}\r\n<default>{Item Level:} <normal>{100}}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4972,7319,5,3,"","","","<uniqueitem>{Shield}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4973,7320,4,3,"","","","<magicitem>{Seraphim's Armour}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4974,7321,5,3,"","","","<currencyitem>{3x Orb of Fusing}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4975,7322,8,3,"","","","<uniqueitem>{Kaom's Heart}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4976,7323,5,3,"","","","<uniqueitem>{Doryani's Fist}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4977,7324,9,3,"","","","<uniqueitem>{Dagger}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4978,7325,8,3,"","","","<uniqueitem>{Bow}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4979,7326,7,3,"","","","<uniqueitem>{Mao Kun}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4980,7327,9,3,"","","","<uniqueitem>{Doryani's Fist}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4981,7328,6,3,"","","","<uniqueitem>{Staff}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4982,7329,8,3,"","","","<magicitem>{Gemini Claw of Celebration}\r\n<default>{Item Level:} <normal>{83}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4983,7330,13,3,"","","","<uniqueitem>{Voltaxic Rift}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4984,7331,12,3,"","","","<uniqueitem>{Midnight Bargain}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4985,7332,8,3,"","","","<uniqueitem>{Shavronne's Revelation}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4986,7333,8,3,"","","","<uniqueitem>{Shavronne Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4987,7334,6,3,"","","","<gemitem>{Level 3 Enlighten}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4988,7335,3,3,"","","","<uniqueitem>{The Taming}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4989,7336,5,3,"","","","<uniqueitem>{Drillneck}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4990,7337,4,3,"","","","<whiteitem>{Map}\r\n<default>{Map Tier:} <normal>{14}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4991,7338,6,3,"","","","<whiteitem>{Six-Link Harbinger Bow}\r\n<default>{Item Level:} <normal>{91}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4992,7339,4,3,"","","","<magicitem>{Surgeon's Flask}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4993,7340,9,3,"","","","<gemitem>{Vaal Gem}\r\n<default>{Quality:} <augmented>{+20%}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4994,7341,3,3,"","","","<whiteitem>{Mortal Hope}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4995,7342,5,3,"","","","<uniqueitem>{Ring}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4996,7343,7,3,"","","","<uniqueitem>{Ring}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4997,7344,4,3,"","","","<size:31>{<magicitem>{Merciless Two-Hand Weapon}\r\n<default>{Item Level:} <normal>{100}}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4998,7345,1,3,"","","","<currencyitem>{10x Cartographer's Chisel}",[],"","","",[],[],5000,"",0,"","",[],[],[]
4999,7346,6,3,"","","","<whiteitem>{Six-Link Coronal Maul}\r\n<default>{Item Level:} <normal>{83}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5000,7347,5,3,"","","","<uniqueitem>{Death's Hand}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5001,7348,4,3,"","","","<uniqueitem>{Wand}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5002,7349,8,3,"","","","<uniqueitem>{Shavronne's Wrappings}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5003,7350,8,3,"","","","<whiteitem>{Map}\r\n<default>{Map Tier:} <normal>{15}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5004,7351,6,3,"","","","<magicitem>{Ring of Bameth}\r\n<default>{Item Level:} <normal>{83}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5005,7352,6,3,"","","","<uniqueitem>{Fertile Mind}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5006,7353,4,3,"","","","<uniqueitem>{Body Armour}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5007,7354,3,3,"","","","<uniqueitem>{Pacifism}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5008,7355,8,3,"","","","<uniqueitem>{Gold Ring}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5009,7356,7,3,"","","","<whiteitem>{Six-Link Vaal Regalia}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5010,7357,10,3,"","","","<magicitem>{Perandus' Gold Ring}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5011,7358,3,3,"","","","<magicitem>{Unassailable Amulet}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5012,7359,6,3,"","","","<whiteitem>{Six-Link Body Armour}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5013,7360,4,3,"","","","<magicitem>{Malicious Gemini Claw}\r\n<default>{Item Level:} <normal>{83}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5014,7361,9,3,"","","","<uniqueitem>{Soul Taker}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5015,7362,5,3,"","","","<uniqueitem>{Lioneye Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5016,7363,4,3,"","","","<uniqueitem>{Coruscating Elixir}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5017,7364,8,3,"","","","<uniqueitem>{Rat's Nest}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5018,7365,3,3,"","","","<uniqueitem>{Ventor's Gamble}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5019,7366,7,3,"","","","<uniqueitem>{Voltaxic Rift}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5020,7367,4,3,"","","","<whiteitem>{Sacrifice Fragment}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5021,7368,7,3,"","","","<uniqueitem>{Vaults of Atziri}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5022,7369,5,3,"","","","<uniqueitem>{Granite Flask}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5023,7370,3,3,"","","","<uniqueitem>{Hyaon's Fury}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5024,7371,10,3,"","","","<whiteitem>{Colosseum Map}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5025,7372,11,3,"","","","<currencyitem>{10x Divine Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5026,7373,6,3,"","","","<uniqueitem>{Lioneye's Vision}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5027,7374,5,3,"","","","<uniqueitem>{Storm Cloud}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5028,7375,8,3,"","","","<gemitem>{Level 19 Gem}\r\n<default>{Alternate Quality:} <augmented>{+19%}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5029,7376,10,3,"","","","<divination>{House of Mirrors}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5030,7378,4,3,"","","","<whiteitem>{Map}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5031,7377,2,3,"","","","<uniqueitem>{Kaom's Roots}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5032,7379,8,3,"","","","<uniqueitem>{Atziri's Disfavour}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5033,7380,5,3,"","","","<rareitem>{Body Armour}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5034,7381,4,3,"","","","<magicitem>{Vivid Jewel}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5035,7382,2,3,"","","","<uniqueitem>{Two-Stone Ring}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5036,7383,9,3,"","","","<whiteitem>{Strand Map}\r\n<default>{Item Level:} <normal>{73}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5037,7384,1,3,"","",""," ",[],"","","",[],[],5000,"",0,"","",[],[],[]
5038,7385,9,3,"","","","<magicitem>{Merciless Weapon}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5039,7386,8,3,"","","","<magicitem>{Weapon of Crafting}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5040,7387,11,3,"","","","<uniqueitem>{The Harvest}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5041,7388,5,3,"","","","<uniqueitem>{Sire of Shards}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5042,7389,7,3,"","","","<whiteitem>{Six-Link Holy Chainmail}\r\n<default>{Item Level:} <normal>{60}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5043,7390,8,3,"","","","<uniqueitem>{Rigwald's Curse}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5044,7391,4,3,"","","","<uniqueitem>{Agnerod Staff}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5045,7392,6,3,"","","","<uniqueitem>{Agate Amulet}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5046,7393,3,3,"","","","<normal>{Map}\r\n<default>{Map Tier:} <normal>{5}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5047,7394,10,1,"create_random_divination_card","Right click to take a divination card out of the deck.","","A stack of unknown divination cards",[],"","","",[],[],5000,"<<xbox_button_a>> to take a divination card out of the deck.",0,"","",[],[],[]
5048,7395,9,3,"","","","<currencyitem>{10x Stacked Deck}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5049,7396,2,3,"","","","<uniqueitem>{Crystal Sceptre}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5050,7397,1,3,"","","","<uniqueitem>{Vaal Gauntlets}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5051,7398,4,3,"","","","<magicitem>{Vivid Crimson Jewel}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5052,7399,5,3,"","","","<uniqueitem>{Unset Ring}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5053,7400,5,3,"","","","<uniqueitem>{Rigwald Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5054,7401,7,3,"","","","<size:31>{<gemitem>{Support Gem}\r\n<default>{Quality:} <augmented>{+23%}\r\n<corrupted>{Corrupted}}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5055,7402,6,3,"","","","<uniqueitem>{Beyond Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5056,7403,8,3,"","","","<uniqueitem>{Nemesis Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5057,7404,7,3,"","","","<uniqueitem>{Varunastra}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5058,7405,6,3,"","","","<uniqueitem>{Death's Oath}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5059,7406,8,3,"","","","<uniqueitem>{Carcass Jack}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5060,7407,16,3,"","","","<uniqueitem>{Eyes of the Greatwolf}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5061,7408,6,3,"","","","<whiteitem>{Six-Link Short Bow}\r\n<default>{Item Level:} <normal>{50}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5062,7409,8,3,"","","","<uniqueitem>{Lightning Coil}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5063,7410,3,3,"","","","<uniqueitem>{Astramentis}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5064,7411,4,3,"","","","<uniqueitem>{Claw}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5065,7412,5,3,"","","","<uniqueitem>{Gloves}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5066,7413,6,3,"","","","<uniqueitem>{Belt}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5067,7414,8,3,"","","","<uniqueitem>{Rigwald's Quills}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5068,7415,3,3,"","","","<uniqueitem>{Rustic Sash}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5069,7416,7,3,"","","","<uniqueitem>{Umbilicus Immortalis}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5070,7417,4,3,"","","","<uniqueitem>{Jewel}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5071,7418,16,3,"","","","<rareitem>{Vaal Temple Map}\r\n<default>{Item Level:} <normal>{83}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5072,7419,2,3,"","","","<uniqueitem>{Berek's Respite}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5073,7420,10,3,"","","","<currencyitem>{2x Exalted Orb}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5074,7421,5,3,"","","","<rareitem>{Tier 1 Talisman}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5075,7422,9,3,"","","","<prophecy>{Monstrous Treasure}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5076,7423,9,3,"","","","<uniqueitem>{Trypanon}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5077,7424,5,3,"","","","<rareitem>{Ring}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5078,7425,3,3,"","","","<magicitem>{Electrocuting Jewellery}\r\n<default>{Item Level:} <normal>{76}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5079,7426,4,3,"","","","<uniqueitem>{Weapon}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5080,7427,7,3,"","","","<uniqueitem>{Meginord's Girdle}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5081,7428,9,3,"","","","<currencyitem>{30x Orb of Scouring}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5082,7429,5,3,"","","","<gemitem>{Portal}\r\n<default>{Quality:} <augmented>{+1-20%}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5083,7430,10,3,"","","","<uniqueitem>{Jewel}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5084,7431,6,3,"","","","<uniqueitem>{Chin Sol}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5085,7432,4,3,"","","","<rareitem>{Map}\r\n<default>{Map Tier:} <normal>{16}\r\n<corrupted>{Unidentified Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5086,7433,27,3,"","","","<uniqueitem>{Charan's Sword}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5087,7434,3,3,"","","","<uniqueitem>{The Harvest}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5088,7435,7,3,"","","","<normal>{Breachstone}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5089,7436,9,3,"","","","<prophecy>{Trash to Treasure}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5090,7437,4,3,"","","","<uniqueitem>{Balefire}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5091,7438,4,3,"","","","<uniqueitem>{Breach Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5092,7439,6,3,"","","","<uniqueitem>{Chayula Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5093,7440,8,3,"","","","<uniqueitem>{Starforge}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5094,7441,4,3,"","","","<uniqueitem>{Belt of the Deceiver}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5095,7442,3,3,"","","","<magicitem>{Elreon's Jewellery}\r\n<default>{Item Level:} <normal>{85}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5096,7443,5,3,"","","","<currencyitem>{5x Breachstone Splinter}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5097,7444,8,3,"","","","<uniqueitem>{Kiara's Determination}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5098,7445,6,3,"","","","<prophecy>{Fated Connections}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5099,7446,5,3,"","","","<prophecy>{The Jeweller's Touch}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5100,7447,6,3,"","","","<uniqueitem>{Severed in Sleep}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5101,7448,4,3,"","","","<uniqueitem>{Bisco's Collar}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5102,7449,8,3,"","","","<uniqueitem>{Lightpoacher}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5103,7450,5,3,"","","","<uniqueitem>{Nemesis Item}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5104,7451,9,3,"","","","<uniqueitem>{Atziri Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5105,7452,7,3,"","","","<uniqueitem>{Daresso's Salute}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5106,7453,6,3,"","","","<uniqueitem>{Bloodbond}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5107,7454,10,3,"","","","<whiteitem>{Opal Ring}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Shaper Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5108,7455,5,3,"","","","<rareitem>{Jewellery}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Shaper Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5109,7456,8,3,"","","","<uniqueitem>{Poorjoy's Asylum}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5110,7457,9,3,"","","","<currencyitem>{9x Shrieking Essence}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5111,7458,3,3,"","","","<uniqueitem>{Watcher's Eye}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5112,7459,4,3,"","","","<rareitem>{Item}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Elder Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5113,7460,5,3,"","","","<uniqueitem>{The Perandus Manor}\r\n<default>{Watchstone Count:} <normal>{4}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5114,7461,8,3,"","","","<magicitem>{Merciless Vaal Axe}\r\n<default>{Item Level:} <normal>{100}\r\n<default>{Elder Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5115,7462,5,3,"","","","<gemitem>{Level 21 Golem Gem}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5116,7463,3,3,"","","","<currencyitem>{3x Essence}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5117,7464,4,3,"","","","<uniqueitem>{The Putrid Cloister}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5118,7465,6,3,"","","","<uniqueitem>{Belly of the Beast}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5119,7466,10,3,"","","","<currencyitem>{40x Orb of Regret}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5120,7467,7,3,"","","","<gemitem>{Level 21 Aura Gem}\r\n<corrupted>{Corrupted}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5121,7468,9,3,"","","","<uniqueitem>{Voidforge}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5122,7469,5,3,"","","","<prophecy>{Queen's Sacrifice}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5123,7470,5,3,"","","","<normal>{Chateau Map}\r\n<default>{Watchstone Count:} <normal>{4}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5124,7471,6,3,"","","","<uniqueitem>{Bestiary Item}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5125,7472,6,3,"","","","<uniqueitem>{The Twilight Temple}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5126,7473,8,3,"","","","<currencyitem>{3x Deafening Essence}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5127,7474,4,3,"","","","<whiteitem>{Six-Link Sacrificial Garb}\r\n<default>{Item Level:} <normal>{100}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5128,7475,9,3,"","","","<uniqueitem>{The Poet's Pen}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5129,7476,8,3,"","","","<divination>{The Doctor}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5130,7477,5,3,"","","","<currencyitem>{20x Quality Currency}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5131,7478,6,3,"","","","<uniqueitem>{Zerphi's Heart}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5132,7479,9,3,"","","","<currencyitem>{3x Orb of Annulment}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5133,7480,4,3,"","","","<uniqueitem>{Harbinger Fragment}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5134,7481,7,3,"","","","<prophecy>{The King's Path}",[],"","","",[],[],5000,"",0,"","",[],[],[]
5135,7482,6,3,"","","","<whiteitem>{Offering to the Goddess}",[],"","","",[],[],5000,"",0,"","",[],[],[]
