"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffectsKey","NormalPurchase_BaseItemTypesKeys","NormalPurchase_Costs","MagicPurchase_BaseItemTypesKeys","MagicPurchase_Costs","TagsKeys","ModDomainsKey","IsDropDisabled","ItemVisualIdentityKey","i32","VendorRecipe_AchievementItemsKeys","RarePurchase_BaseItemTypesKeys","RarePurchase_Costs","UniquePurchase_BaseItemTypesKeys","UniquePurchase_Costs","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItemsKeys","ItemThemesKey","IdentifyMagic_AchievementItemsKeys","FragmentBaseItemTypesKey","bool","ItemShopType","rid","rid","bool"
6320,"Metadata/Items/Hideout/HideoutChestSarcophagus2",39,2,2,"Vaal Sarcophagus","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7732,-1240715456,[],[],[],[],[],"","","",[],93,[],"","",13,"","",""
6321,"Metadata/Items/Hideout/HideoutChestTribal",39,2,2,"Tribal Chest","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7733,-492625862,[],[],[],[],[],"","","",[],91,[],"","",13,"","",""
6322,"Metadata/Items/Hideout/HideoutChestVaal",39,2,2,"Vaal Vessel","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7734,1345558040,[],[],[],[],[],"","","",[],93,[],"","",12,"","",""
6323,"Metadata/Items/Hideout/HideoutChestWeaponRack",39,2,2,"Weapon Rack","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7735,-1002723592,[],[],[],[],[],"","","",[],117,[],"","",13,"","",""
6324,"Metadata/Items/Hideout/HideoutDocksRail",39,2,2,"Railway","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7736,1683694648,[],[],[],[],[],"","","",[],95,[],"","",13,"","",""
6325,"Metadata/Items/Hideout/HideoutEncampmentFireplace",39,2,2,"Fireplace","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7737,150310920,[],[],[],[],[],"","","",[],90,[],"","",12,"","",""
6326,"Metadata/Items/Hideout/HideoutEncampmentRug",39,2,2,"Camp Rug","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7738,-397771516,[],[],[],[],[],"","","",[],90,[],"","",13,"","",""
6327,"Metadata/Items/Hideout/HideoutFlagSupporter1",39,1,2,"Apprentice Hideout Banner","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7739,1713371118,[],[],[],[],[],"","","",[],97,[],"","",12,"","",""
6328,"Metadata/Items/Hideout/HideoutFlagSupporter2",39,1,2,"Journeyman Hideout Banner","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7740,-1074541396,[],[],[],[],[],"","","",[],97,[],"","",12,"","",""
6329,"Metadata/Items/Hideout/HideoutFlagSupporter3",39,1,2,"Master Hideout Banner","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7741,-697159532,[],[],[],[],[],"","","",[],97,[],"","",12,"","",""
6330,"Metadata/Items/Hideout/HideoutFlagSupporter4",39,1,2,"Grandmaster Hideout Banner","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7742,633875399,[],[],[],[],[],"","","",[],97,[],"","",12,"","",""
6331,"Metadata/Items/Hideout/HideoutForestTent1",39,2,2,"Medium Tent","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7743,190195868,[],[],[],[],[],"","","",[],90,[],"","",13,"","",""
6332,"Metadata/Items/Hideout/HideoutForestTent2",39,3,3,"Large Tent","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7744,-474824397,[],[],[],[],[],"","","",[],90,[],"","",13,"","",""
6333,"Metadata/Items/Hideout/HideoutGardenColumn",39,2,2,"Overgrown Arch","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7745,2070218945,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6334,"Metadata/Items/Hideout/HideoutGardenPath",39,2,2,"Garden Path","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7746,-1428630729,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6335,"Metadata/Items/Hideout/HideoutGardenRoadTrim",39,2,1,"Road Trim","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7747,-1247908297,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6336,"Metadata/Items/Hideout/HideoutGardenWall2",39,2,2,"Overgrown Wall","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7748,1081349573,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6337,"Metadata/Items/Hideout/HideoutIncaLetter",39,1,1,"Vaal Letter","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7749,-323027544,[],[],[],[],[],"","","",[],93,[],"","",13,"","",""
6338,"Metadata/Items/Hideout/HideoutMarketPillar",39,1,2,"Market Pillar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7750,-1440310788,[],[],[],[],[],"","","",[],95,[],"","",13,"","",""
6339,"Metadata/Items/Hideout/HideoutPrisonHighChair",39,1,1,"High Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7751,-260336999,[],[],[],[],[],"","","",[],94,[],"","",13,"","",""
6340,"Metadata/Items/Hideout/HideoutRuinedCityCorpse",39,2,1,"Emaciated Corpse","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7752,-2045811884,[],[],[],[],[],"","","",[],4,[],"","",13,"","",""
6341,"Metadata/Items/Hideout/HideoutRuinedCityCorpse2",39,2,1,"Cavia Porcellus","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7753,-698325246,[],[],[],[],[],"","","",[],4,[],"","",13,"","",""
6342,"Metadata/Items/Hideout/HideoutRuinedCityCorpse3",39,2,1,"Bloody Corpse","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7754,1719295244,[],[],[],[],[],"","","",[],4,[],"","",13,"","",""
6343,"Metadata/Items/Hideout/HideoutRuinedCityCorpseGore",39,1,1,"Disembodied Corpse","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7755,1827353188,[],[],[],[],[],"","","",[],4,[],"","",13,"","",""
6344,"Metadata/Items/Hideout/HideoutRuinedCityCorpsePile1",39,3,2,"Emaciated Corpse Pile","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7756,-1776471192,[],[],[],[],[],"","","",[],4,[],"","",13,"","",""
6345,"Metadata/Items/Hideout/HideoutRuinedCityCorpsePile2",39,3,2,"Cavia Porcellus Pile","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7757,-2608357,[],[],[],[],[],"","","",[],4,[],"","",13,"","",""
6346,"Metadata/Items/Hideout/HideoutRuinedCityCorpsePile3",39,3,2,"Bloody Corpse Pile","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7758,1044577701,[],[],[],[],[],"","","",[],4,[],"","",13,"","",""
6347,"Metadata/Items/Hideout/HideoutRuinedCityCorpsePile4",39,2,2,"Covered Corpses","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7759,805796790,[],[],[],[],[],"","","",[],4,[],"","",13,"","",""
6348,"Metadata/Items/Hideout/HideoutRuinedCityLibraryDisplayCase",39,2,2,"Display Case","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7760,2080143167,[],[],[],[],[],"","","",[],112,[],"","",13,"","",""
6349,"Metadata/Items/Hideout/HideoutRuinedCityLibraryPlinth",39,2,2,"Skeleton Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7761,-1712243741,[],[],[],[],[],"","","",[],112,[],"","",13,"","",""
6350,"Metadata/Items/Hideout/HideoutRuinedCityLibraryPodium",39,2,2,"Skull Display","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7762,-1048254096,[],[],[],[],[],"","","",[],112,[],"","",13,"","",""
6351,"Metadata/Items/Hideout/HideoutRuinedCityLibraryTable1",39,2,1,"Messy Study Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7763,-1703307971,[],[],[],[],[],"","","",[],112,[],"","",13,"","",""
6352,"Metadata/Items/Hideout/HideoutRuinedCityLibraryWhale",39,3,2,"Giant Whale Skeleton","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7764,1497649374,[],[],[],[],[],"","","",[],112,[],"","",12,"","",""
6353,"Metadata/Items/Hideout/HideoutRuinedCitySlumArch",39,3,3,"Sarn Archway","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7765,-364896384,[],[],[],[],[],"","","",[],95,[],"","",13,"","",""
6354,"Metadata/Items/Hideout/HideoutRuinedCityTree",39,1,2,"Sarn Tree","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7766,-1237518815,[],[],[],[],[],"","","",[],95,[],"","",13,"","",""
6355,"Metadata/Items/Hideout/HideoutSarnTownWind",39,1,1,"Blown Leaves","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7767,931080976,[],[],[],[],[],"","","",[],95,[],"","",13,"","",""
6356,"Metadata/Items/Hideout/HideoutScepterArch",39,3,4,"Golden Arch","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7768,993166069,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6357,"Metadata/Items/Hideout/HideoutScepterBirdCage1",39,1,2,"Small Bird Cage","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7769,-525993244,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6358,"Metadata/Items/Hideout/HideoutScepterBirdCage2",39,2,2,"Medium Bird Cage","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7770,1513954997,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6359,"Metadata/Items/Hideout/HideoutScepterBirdCage3",39,4,4,"Large Bird Cage","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7771,-53472831,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6360,"Metadata/Items/Hideout/HideoutScepterDevice0",39,2,2,"Bronze Piping","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7772,1853817808,[],[],[],[],[],"","","",[],12,[],"","",13,"","",""
6361,"Metadata/Items/Hideout/HideoutScepterDevice1",39,2,2,"Extraction Device","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7773,-2141566411,[],[],[],[],[],"","","",[],12,[],"","",13,"","",""
6362,"Metadata/Items/Hideout/HideoutScepterDevice2",39,2,2,"Transformer","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7774,-199927403,[],[],[],[],[],"","","",[],12,[],"","",12,"","",""
6363,"Metadata/Items/Hideout/HideoutScepterDevice3",39,1,3,"Energizer","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7775,1363829668,[],[],[],[],[],"","","",[],12,[],"","",12,"","",""
6364,"Metadata/Items/Hideout/HideoutScepterFurnitureChair3",39,1,1,"Floral Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7776,204184523,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6365,"Metadata/Items/Hideout/HideoutScepterFurnitureChair4",39,1,1,"Lordly Chair","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7777,-1162002560,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6366,"Metadata/Items/Hideout/HideoutScepterFurnitureCouch",39,2,1,"Triclinium","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7778,1003144076,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6367,"Metadata/Items/Hideout/HideoutScepterFurnitureTable4",39,2,1,"Dining Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7779,-97366548,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6368,"Metadata/Items/Hideout/HideoutScepterFurnitureTable5",39,1,1,"Side Table","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7780,1322357737,[],[],[],[],[],"","","",[],98,[],"","",13,"","",""
6369,"Metadata/Items/Hideout/HideoutScepterPipes",39,1,2,"Steam Pipes","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7781,1163961700,[],[],[],[],[],"","","",[],12,[],"","",13,"","",""
6370,"Metadata/Items/Hideout/HideoutScepterRainBalcony",39,2,2,"Rain","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7782,1879908037,[],[],[],[],[],"","","",[],100,[],"","",12,"","",""
6371,"Metadata/Items/Hideout/HideoutSlumBuilding",39,3,3,"Slum Building","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7783,602155830,[],[],[],[],[],"","","",[],95,[],"","",13,"","",""
6372,"Metadata/Items/Hideout/HideoutSlumFence2",39,2,2,"Iron Fence","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7784,1369893026,[],[],[],[],[],"","","",[],95,[],"","",13,"","",""
6373,"Metadata/Items/Hideout/HideoutSlumPost",39,1,2,"Stone Hitching Post","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7785,1438257623,[],[],[],[],[],"","","",[],95,[],"","",13,"","",""
6374,"Metadata/Items/Hideout/HideoutSlumTorture",39,2,3,"Torture Device","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7786,1858937977,[],[],[],[],[],"","","",[],95,[],"","",13,"","",""
6375,"Metadata/Items/Hideout/HideoutSpiderGroveTree1",39,1,2,"Web-Covered Tree","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7787,-185742698,[],[],[],[],[],"","","",[],91,[],"","",13,"","",""
6376,"Metadata/Items/Hideout/HideoutStatueBust1",39,1,1,"Library Bust","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7788,-734460674,[],[],[],[],[],"","","",[],112,[],"","",13,"","",""
6377,"Metadata/Items/Hideout/HideoutStatueBust2",39,1,1,"Golden Bust","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7789,1041877872,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6378,"Metadata/Items/Hideout/HideoutStatueBust3",39,1,1,"Stone Bust","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7790,1596145600,[],[],[],[],[],"","","",[],96,[],"","",12,"","",""
6379,"Metadata/Items/Hideout/HideoutStatueGarden1",39,2,3,"Overgrown Offering Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7791,2099687045,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6380,"Metadata/Items/Hideout/HideoutStatueGarden2",39,1,2,"Overgrown Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7792,-1545873948,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6381,"Metadata/Items/Hideout/HideoutStatueGarden3",39,2,3,"Large Overgrown Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7793,-817619918,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6382,"Metadata/Items/Hideout/HideoutStatueGold1",39,1,2,"Golden Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7794,364138801,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6383,"Metadata/Items/Hideout/HideoutStatueGold2",39,2,3,"Medium Golden Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7795,684001670,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6384,"Metadata/Items/Hideout/HideoutStatueGold3",39,2,4,"Large Golden Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7796,-190666096,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6385,"Metadata/Items/Hideout/HideoutStatueLibrary1",39,1,2,"Library Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7797,799006003,[],[],[],[],[],"","","",[],112,[],"","",13,"","",""
6386,"Metadata/Items/Hideout/HideoutStatueStone1",39,1,2,"Stone Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7798,-337022636,[],[],[],[],[],"","","",[],96,[],"","",13,"","",""
6387,"Metadata/Items/Hideout/HideoutTempleDungeonPillar",39,2,2,"Temple Arch","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7799,1198326786,[],[],[],[],[],"","","",[],119,[],"","",13,"","",""
6388,"Metadata/Items/Hideout/HideoutTempleSpike",39,1,2,"Impaling Spike","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7800,826797388,[],[],[],[],[],"","","",[],4,[],"","",12,"","",""
6389,"Metadata/Items/Hideout/HideoutVaalAirGrain",39,1,1,"Corrupted Specks","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7801,-1626562365,[],[],[],[],[],"","","",[],100,[],"","",13,"","",""
6390,"Metadata/Items/Hideout/HideoutVaalWhispySmoke",39,2,2,"Corruption","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7802,-1707331467,[],[],[],[],[],"","","",[],100,[],"","",13,"","",""
6391,"Metadata/Items/Hideout/HideoutScepterPipeKit",39,2,2,"Pipe Kit","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7803,871898447,[],[],[],[],[],"","","",[],12,[],"","",13,"","",""
6392,"Metadata/Items/ItemEffects/SekhemasBanner",40,2,2,"Sekhema's Banner","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,1,388,837932947,[],[],[],[],[],"","","",[],105,[],"","",2,"","",""
6393,"Metadata/Items/Hideout/HideoutBeachBoat1",39,2,2,"Boat Remains","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7843,1035745279,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6394,"Metadata/Items/Hideout/HideoutBeachBoat2",39,2,2,"Large Boat Remains","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7844,1739418547,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6395,"Metadata/Items/Hideout/HideoutBeachBoatWreckage",39,2,2,"Boat Wreckage","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7845,653026608,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6396,"Metadata/Items/Hideout/HideoutBeachBodyBag",39,2,1,"Body Bag","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7846,1721586092,[],[],[],[],[],"","","",[],4,[],"","",13,"","",""
6397,"Metadata/Items/Hideout/HideoutBeachDriftwood2",39,2,1,"Driftwood Log","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7847,-1622139182,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6398,"Metadata/Items/Hideout/HideoutBeachDriftwoodArch",39,2,2,"Driftwood Archway","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7848,-349253117,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6399,"Metadata/Items/Hideout/HideoutBeachMastArch",39,2,3,"Mast Arch","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7849,-2015425596,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6400,"Metadata/Items/Hideout/HideoutBeachNestRhoa",39,2,2,"Rhoa Nest","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7850,-98309775,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6401,"Metadata/Items/Hideout/HideoutBeachNestSeagull",39,1,1,"Seagull Nest","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7851,-1280807423,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6402,"Metadata/Items/Hideout/HideoutBeachRock2",39,2,2,"Large Rocks","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7852,47342018,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6403,"Metadata/Items/Hideout/HideoutBeachWall1",39,2,2,"Large Fortification","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7853,424017412,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6404,"Metadata/Items/Hideout/HideoutBeachWall2",39,2,2,"Fortification","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7854,-839622040,[],[],[],[],[],"","","",[],89,[],"","",13,"","",""
6405,"Metadata/Items/Hideout/HideoutCaveStatueGolden",39,2,4,"Golden Offering Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7855,1320877976,[],[],[],[],[],"","","",[],97,[],"","",13,"","",""
6406,"Metadata/Items/Hideout/HideoutCaveStatueTrash",39,1,2,"Decayed Statue","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7856,123867506,[],[],[],[],[],"","","",[],92,[],"","",13,"","",""
6407,"Metadata/Items/Hideout/HideoutChestCopper1",39,2,1,"Copper Chest","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7857,813201035,[],[],[],[],[],"","","",[],97,[],"","",13,"","",""
6408,"Metadata/Items/Hideout/HideoutChestCopper2",39,2,1,"Golden Chest","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7858,1465427047,[],[],[],[],[],"","","",[],97,[],"","",13,"","",""
6409,"Metadata/Items/Hideout/HideoutChurchColumn1",39,1,2,"Church Pillar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7859,250920715,[],[],[],[],[],"","","",[],122,[],"","",13,"","",""
6410,"Metadata/Items/Hideout/HideoutChurchColumn2",39,1,2,"Large Pillar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7860,-1628535435,[],[],[],[],[],"","","",[],122,[],"","",13,"","",""
6411,"Metadata/Items/Hideout/HideoutChurchGate",39,2,3,"Church Wall Gate","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7861,-456038430,[],[],[],[],[],"","","",[],122,[],"","",13,"","",""
6412,"Metadata/Items/Hideout/HideoutChurchGateLarge",39,3,3,"Large Church Wall Arch","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7862,1342523777,[],[],[],[],[],"","","",[],122,[],"","",13,"","",""
6413,"Metadata/Items/Hideout/HideoutChurchPillar1",39,1,2,"Crypt Pillar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7863,905558075,[],[],[],[],[],"","","",[],99,[],"","",13,"","",""
6414,"Metadata/Items/Hideout/HideoutChurchPillar2",39,1,2,"Catacomb Pillar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7864,115239068,[],[],[],[],[],"","","",[],99,[],"","",13,"","",""
6415,"Metadata/Items/Hideout/HideoutChurchPillar3",39,1,2,"Stone Pillar","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7865,347843407,[],[],[],[],[],"","","",[],99,[],"","",13,"","",""
6416,"Metadata/Items/Hideout/HideoutChurchPot",39,1,1,"Weathered Pot","Metadata/Items/HideoutDoodads/AbstractHideoutDoodad",1,"",[],2,34,[],[],[],[],[],29,1,7866,-2014023024,[],[],[],[],[],"","","",[],99,[],"","",13,"","",""
