"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","i32","i32","i32","i32","bool","bool"
1277,"circle_of_power","Sigil of Power","Places a Sigil on the ground, which grants a buff to you and allies in the area around it for a duration. The Sigil gains stages as you spend mana in its area, making the buff more powerful. You can only have one Sigil of Power at a time.","CircleOfPower","Art/2DArt/SkillIcons/CircleofPower.dds",[4],"[2,8,9,14,16,32,72,90,15,31,104]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,603878,0,"",""
1278,"firewall","Flame Wall","Create a wall of fire for a duration, which deals burning damage to everything in its area. Each enemy that enters the wall also receives a secondary burning debuff which persists for a short duration after leaving the wall. Any projectiles fired through the wall by you and allies deal added fire damage and apply the wall's secondary debuff on hit.","Firewall","Art/2DArt/SkillIcons/Firewall.dds","[1,22]","[2,35,8,9,14,16,32,72,15,29,49,70,22,56,25]",[],"","",1,"","",21,1,[13113],[24],[],1,1,"[12542,13114,13115]",8,"","","",8,0,604864,0,"",""
1279,"conversion","","","TrapConvert","Art/2DArt/SkillIcons/conversiontrap.dds",[2],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,605020,0,"",""
1280,"heist_mind_control","","","HeistMindControl","Art/2DArt/SkillIcons/conversiontrap.dds","[2,3,8]",[48],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,605112,0,"",""
1281,"call_of_steel","Call of Steel","Calls impale debuffs from enemies, alive or dead, in a large area around you to gain steel shards. Deals reflected damage in a smaller area around each such enemy based on the impales removed from them. Continues to grant shards over time until you reach maximum or spend them.","SteelSteal","Art/2DArt/SkillIcons/CallOfSteelSkill.dds",[4],"[90,8,96]",[],"","",1,"","",21,1,[],[],[],1,1,"[12720,12721,13188]",8,"","","",0,0,605904,0,"",""
1282,"doom_blast","Doom Blast","Deals chaos damage in an area based on the amount of Doom on the triggering Hex.","ViciousHexExplosion","Art/2DArt/SkillIcons/ViciousHex.dds","[1,2]","[2,8,7,32,37,72,42,90]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,606272,0,"",""
1283,"heist_bouncing_sawblade","","","HeistBouncingSawblade","","[1,2]","[2,7,8,14,16,15,32,29,3,57,22,19,70,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,606624,0,"",""
1284,"lancing_steel_new","Lancing Steel","Thrust an Axe or Sword forward, consuming your Steel Shards to form a cluster of shards in front of you. The cluster will fire a number of projectiles in sequence, aiming at enemies in front of or close to it. Steel Shards are gained with the Call of Steel Skill.","LancingSteelNew_","Art/2DArt/SkillIcons/LancingSteel.dds","[1,2]","[1,3,7,11,41,28,82,96]","[9,10,15,11,16]","","",1,"","",21,1,"[8736,8767,8770,13060,13116]","[24,8769,8453,13055,173]",[],1,1,[],8,"","","",13,0,607700,0,"",""
1285,"corpse_walk","Corpse Walk","Spawns corpses around you while you move.","CorpseWalk","Art/2DArt/SkillIcons/DisturbtheDead.dds",[4],"[8,32,37,50]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",0,0,608172,0,"",""
1286,"no_shield_charge","","","NewNewShieldCharge","","[1,2,23]","[1,20,8,34,79]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,608240,0,"",""
1287,"player_glacial_cascade","Glacial Cascade","Icicles emerge from the ground in a series of small bursts, each damaging enemies caught in the area and knocking them back in the direction of the next burst.","GlacialCascadeNew","Art/2DArt/SkillIcons/Upheaval.dds","[1,2]","[2,7,8,14,15,16,22,32,30,28,70,72]",[],"","http://webcdn.pathofexile.com/public/chris/GlacialCascade.jpg","","GlacialCascade","",21,1,"[4051,4296,4211,6463,13117]","[24,1105,434,2114,448]",[],1,1,[],8,3,"","",12,0,609072,0,"",""
1288,"death_wish","Death Wish","As you channel this spell, it spreads its effect to more of your minions. When you stop channelling, each affected minion explodes, and this skill deals spell damage around them.  The explosion of the minion is not affected by modifiers to spell damage, and cannot be reflected.","DeathWish","Art/2DArt/SkillIcons/Deathwish.dds",[1],"[2,48,72,8,7,6,29]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,609998,0,"",""
1289,"hexblast","Hexblast","Deals chaos damage to a single enemy, dealing more damage if they are Hexed, then removes the Hex with the highest Doom. If a Hex was removed this way, also deals area damage to other enemies around the target, boosting damage and removing Hexes from those enemies in the same way.","DoomBlast","Art/2DArt/SkillIcons/DoomBlastSkill.dds","[1,2,22]","[2,7,8,42,14,15,16,22,32,70,97,72]",[],"","",1,"","",21,1,"[13119,13120]","[24,434]",[],1,1,[],8,"","","",12,0,611040,0,"",""
1290,"heist_attach_snipe","","","HeistAttachSnipe","","[1,2]","[1,3]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,611324,0,"",""
1291,"execute_geal_no_los","","","ExecuteGEAL","","[1,4,2,8]",[32],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,611594,0,"",""
1292,"hidden_blade","Unseen Strike","Launches a spinning blade that deals weapon damage to enemies. If firing multiple projectiles, they will be fired in a circle.","HiddenBlade","Art/2DArt/SkillIcons/SecretBlade.dds","[1,2]","[3,1,41,32,57,28,90]","[6,7,56,9,10,12,32,11]","","",1,"","",21,"",[],[],[],1,"",[],8,"","","",13,0,612174,0,"",""
1293,"shield_shatter","Shield Shatter","Your shield shatters, dealing physical spell damage to enemies in an area, based on the shield's quality. For a short duration after this, you will be unable to block and will gain no defences from your shield, but your spells will deal added physical damage.","ShieldShatter","Art/2DArt/SkillIcons/EverglassBarrier.dds",[4],"[7,28,2,8,72,84,32,37,50,9]",[26],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",12,0,613144,0,"",""
1294,"summon_taunting_contraption","Summon Taunting Contraption","Summons a Taunting Contraption that taunts nearby enemies to attack it.","SummonTauntingContraption","Art/2DArt/SkillIcons/TauntingContraption.dds",[4],"[2,6,77,9,32,37,50,5]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",0,0,613780,0,"",""
1295,"totem_taunt_triggerable","","","TotemTaunt","Art/2DArt/SkillIcons/TauntingContraption.dds",[4],"[2,14,16,8,26,22,72,90,32,37]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,613874,0,"",""
1296,"oil_arrow","Flammable Shot","[UNUSED] The environmentally unsustainable child of Explosive Arrow and Flame Wall","OilArrow","Art/2DArt/SkillIcons/fusearrow.dds","[1,2]","[1,41,58,3,57,7,8,9,15,14,16,29,32]",[13],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,614192,0,"",""
1297,"water_sphere","Hydrosphere","Create a sphere of water, or move an existing sphere and reset its duration. The sphere continually applies a drenched debuff with a short duration to enemies in its area or those it moves through. You can hit the sphere with other skills to inflict Cold and Lightning Ailments (other than Chill). The sphere pulses when created, at regular intervals while afflicted by an Ailment, and after moving, damaging all drenched enemies in a large area.","WaterSphere","Art/2DArt/SkillIcons/Hydrosphere.dds","[1,22]","[7,2,8,9,14,16,32,72,30,15,100,22,70,31,28]",[],"","",1,"",1,21,1,[13809],[24],[],1,1,[],8,"","","",12,0,615552,0,"",""
1298,"tracking_slam","","","TrackingSlam","","[2,1]",[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,615810,0,"",""
1299,"aegis_elementalist","Primal Aegis","Calls forth a protective aegis which takes elemental damage from hits for you until depleted. The aegis will be restored to its full value after a short delay if you stop taking elemental damage from hits, or if depleted.","Aegis","Art/2DArt/BuffIcons/PrimalAegis.dds",[4],"[2,32,37,50,99]",[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",0,0,616168,0,"",""
1300,"vampiric_icon","Thirst for Blood","Reserves some of your life to cause bleeding you inflict to be stronger, and grant life regeneration based on the number bleeding enemies nearby.","BeamAura","Art/2DArt/SkillIcons/JackTheAxe.dds",[4],"[2,12,90]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,616638,0,"",""
1301,"unhinge","Unhinge","Relinquish your grip on reality.","ToggleBuff","Art/2DArt/SkillIcons/UnhingeSkill.dds",[4],"[2,5,64,85,86,12,90]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,616876,0,"",""
1302,"geometry_spell_channelled","","","GeometrySpell","","[2,1,4]","[32,48]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,616950,0,"",""
1303,"geometry_attack_channelled","","","GeometryAttack","","[2,1,4]","[32,48]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",14,0,617234,0,"",""
1304,"geometry_projectiles_spell_channelled","","","GeometryProjectiles","","[2,1,4]","[32,48]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,617556,0,"",""
1305,"geometry_projectiles_attack_channelled","","","GeometryProjectilesAttack","","[2,1,4]","[32,48]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,617848,0,"",""
1306,"maven_brain_charge_beam","","","MavenBrainChargeBeam","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,618154,0,"",""
1307,"maven_rotating_beams","","","MavenRotatingBeams","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,618434,0,"",""
1308,"maven_memory_game","","","MavenMemoryGame","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,618702,0,"",""
1309,"steelskin_ally","Steelskin","Applies a buff which can take some of the damage from hits for you before being depleted. Shares a cooldown with other Guard skills.","QuickGuard","Art/2DArt/BuffIcons/QuickGuard.dds",[3],"[2,5,64,9,32,78,90]",[],"","",1,"","",21,1,"[9575,9931]","[9425,1038]",[],1,1,[],8,"","","",0,0,619022,0,"",""
1310,"unearth_channelled","Unearth","Fires a projectile that will pierce through enemies to impact the ground at the targeted location, creating a Bone Archer corpse where it lands.","BoneLance","Art/2DArt/SkillIcons/BoneLance.dds","[1,11,23]","[2,3,57,15,7,8,72,28,48]",[],"","",1,"","",21,1,"[6883,7274,7278]","[6339,24,216]",[],1,1,[6823],8,"","","",12,0,619222,0,"",""
1311,"chain_grab","[DNT] Chain Grab","[DNT]","ChainGrab","Art/2DArt/SkillIcons/ChainStrike.dds","[2,1]","[1,8,7,34,20,24]","[9,10,11,12,32,37]","","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,619638,0,"",""
1312,"exsanguinate","Exsanguinate","Releases several tendrils of blood from your character, targeting enemies in a narrow angle in front of you. The beams deal physical damage and inflict a physical damage over time debuff to enemies, which can stack up to 3 times. Effects which allow skills to chain can apply to these tendrils.","BloodTendrils","Art/2DArt/SkillIcons/BloodTendrilsSkill.dds","[1,2]","[2,7,14,15,16,19,22,32,28,70,35,9]",[],"","",1,"","",21,1,"[14210,14211,14229]","[24,215,8712]",[],1,1,[],8,3,"","",12,0,620766,0,"",""
1313,"corrupting_fever","Corrupting Fever","Draws out your own blood to power a buff for a duration, letting this skill inflict the Corrupting Blood debuff on enemies you hit, dealing physical damage over time for a short secondary duration. The buff's duration will be refreshed if you spend enough life before it expires.","BloodSurge","Art/2DArt/SkillIcons/CorruptedBloodStream.dds",[4],"[2,5,9,32,64,28,90,35,15]",[],"","",1,"","",21,1,"[14214,14215]","[24,215]",[],1,1,[14225],8,"","","",5,0,621830,0,"",""
1314,"trialmaster_tether_spike","","","TrialmasterTetherSpike","",[1],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,622014,0,"",""
1315,"trialmaster_chaos_shrine","","","TrialmasterChaosShrine","",[1],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,622310,0,"",""
1316,"trialmaster_timestop","","","TrialmasterTimestop","",[2],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,622592,0,"",""
1317,"reap","Reap","A bloody scythe swipes across a selected area, applying a physical damage over time debuff in addition to hitting enemies with physical damage. If enemies survive, you gain a blood charge which raises the damage and cost of the skill. Players can have 5 maximum blood charges.","BloodScythe","Art/2DArt/SkillIcons/Bloodreap.dds","[18,22]","[2,7,14,15,16,22,32,28,70,35,8,72,9,56]",[],"","",1,"","",21,1,"[14212,14213]","[24,434]",[],1,1,[14227],8,2,"","",12,0,623414,0,"",""
1318,"petrified_blood","Petrified Blood","Applies a buff that protects the lower half of your life, preventing some of the immediate life loss when damaged by hits and applying the loss over time instead. Your life cannot be raised above low life other than by flasks, and while above low life, skills will cost life as well as mana.","ToggleBuff","Art/2DArt/SkillIcons/PetrifiedBlood.dds",[4],"[2,5,64,85,86,12,90]",[],"","",1,"","",21,1,[14216],[14052],[],1,1,[],8,"","","",0,0,624406,0,"",""
1319,"queens_demand","Queen's Demand","Alternates triggering Flames of Judgement and Storm of Judgement","QueensDemand","Art/2DArt/SkillIcons/QueensDemand.dds","[1,2]","[2,22,70]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",0,0,624726,0,"",""
1320,"add_corrupted_blood_to_target","","","AddSpecialBuffToTarget","","[2,3,4]",[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",5,0,624848,0,"",""
1321,"geometry_mortars_spell","","","GeometryMortars","","[2,1,4]",[32],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",12,0,625026,0,"",""
1322,"geometry_mortars_attack","","","GeometryMortarsAttack","","[2,1,4]",[32],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",13,0,625330,0,"",""
1323,"banner_armour_evasion","Defiance Banner","Casting once reserves mana to carry a banner which increases the armour and evasion of nearby allies, and reduces the critical strike chance of nearby enemies. Gains stages over time while carrying the banner near enemies. Casting the skill again places the banner, ending the mana reservation. Once placed, it becomes more powerful for each stage gained. You cannot have multiple banners at the same time.","ArmourEvasionBanner","Art/2DArt/SkillIcons/ArmourandEvasionBanner.dds",[1],"[5,8,2,9,12,39,64,72,71,28,88,85,86,90]",[],"","",1,"","",21,1,"[8728,14337,14699]","[14073,2795,1941]",[],1,1,[],8,"","","",0,0,626730,0,"",""
1324,"voltaxic_burst","Voltaxic Burst","Each cast of this spell waits for a short duration, releasing a burst of lightning and chaos spell damage in an area around you when that duration ends. Enemies killed by this damage, or shortly after, will explode. The explosions of the corpses are not affected by modifiers to spell damage, and cannot be reflected.","Voidburst","Art/2DArt/SkillIcons/VoidburstIcon.dds","[1,22]","[2,7,8,14,15,16,22,32,42,31,70,72,84,9]",[],"","",1,"","",21,1,"[14669,14670,14682]","[24,434,12282]",[],1,1,[],8,3,"","",13,0,627694,0,"",""
1325,"rage_vortex","Rage Vortex","Spin with a sword or axe to deal damage in an area around you. Sacrifices some rage to send a ragestorm forward. While enemies are inside it, the ragestorm will slow its movement and repeatedly deal attack damage based on your attack speed.","RageSlash","Art/2DArt/SkillIcons/RageVortex.dds","[2,1]","[1,20,8,9,24]","[9,10,15,11,16]","","",1,"","",21,1,"[14702,14703]","[24,434]",[],1,1,[14266],8,"","","",13,0,628722,0,"",""
1326,"battlemages_cry","Battlemage's Cry","Performs a warcry, taunting nearby enemies to attack the user and exerting subsequent attacks. Grants a buff which boosts critical strike chance and allows attacks to benefit from increases to spell damage.","DivineCry","Art/2DArt/SkillIcons/DivineCry.dds",[4],"[5,8,9,63,90]",[],"","",1,"","",21,1,"[9696,5535,14660,14661]","[9695,4548,4548,11887]",[],1,1,[],8,"","","",0,0,629662,0,"",""
1327,"absolution","Absolution","Damages enemies in an area, applying a debuff for a short duration. If a non-unique enemy dies while affected by the debuff, the enemy's corpse will be consumed to summon a Sentinel of Absolution for a longer secondary duration, or to refresh the duration and life of an existing one instead if you have the maximum number of them.","AbsolutionBlast","Art/2DArt/SkillIcons/AbsolutionBlast.dds","[11,18,22]","[2,6,9,18,77,7,8,22,56,28,31,32,15,14,16,70]",[],"","",1,"","",21,1,"[14662,14677,14678]","[215,216,9987]",[],1,1,[],8,3,"","",12,0,630666,0,"",""
1328,"ambush_player","Ambush","Teleports you to a nearby enemy, applying a buff to you for a short duration and blinding the enemy for a secondary duration. Performing a melee attack with a One-Handed Weapon removes the buff to exert that attack.","VanishingAmbush","Art/2DArt/SkillIcons/AmbushIcon.dds","[1,2]","[2,34,9,79,32,90,103]",[],"","",1,"","",21,1,"[14713,14714]","[3351,14339]",[],1,1,[],8,"","","",0,0,631530,0,"",""
1329,"blade_trap","Blade Trap","Throws a trap which, once triggered, swings two copies of your equipped Dagger, Claw or One Handed Sword around it in a circle, each repeatedly damaging enemies they spin through.","WeaponTrap","Art/2DArt/SkillIcons/BladeTrap.dds","[2,1]","[1,7,16,8,33,8]","[9,7,56,6,10]","","",1,"",1,21,1,"[14663,14664]","[24,434]",[],1,1,[],8,2,"","",13,0,632212,0,"",""
1330,"forbidden_rite","Forbidden Rite","Lobs an exploding projectile near the targeted location, and extra projectiles toward enemies around you. The projectiles deal chaos damage based on your life and energy shield. Casting this spell damages you.","Soulfeast","Art/2DArt/SkillIcons/Soulfeast.dds","[1,2]","[2,7,8,14,16,15,32,42,3,57,22,70,72,42]",[],"","",1,"","",21,1,"[14675,14676,14693]","[24,175,173]",[],1,1,[14289],8,2,"","",12,0,633176,0,"",""
1331,"manabond","Manabond","Deals lightning damage based upon your missing mana in a circular area around the targeted location, as well as in four rectangular extensions whose lengths depend upon your remaining mana.","ManaVoid","Art/2DArt/SkillIcons/ManaVoid.dds","[1,22]","[2,8,7,72,31,15,16,14,56,22,70,32,104]",[],"","",1,"",1,21,1,"[14665,14666,14685]","[24,434,14684]",[],1,1,[],8,3,"","",12,0,634036,0,"",""
1332,"storm_rain","Storm Rain","Fires an arrow into the air to land at a targeted location, dealing area damage. The arrow sticks in the ground where it lands, and periodically fires a beam of lightning to another arrow near it, dealing area damage between them.","PrismaticRain","Art/2DArt/SkillIcons/PrismaticRain.dds","[1,2]","[1,41,58,8,11,15,14,16,32,89,31,62,7]",[13],"","",1,"",1,21,1,"[14700,14701]","[24,174]",[],1,1,[],8,3,"","",13,0,634990,0,"",""
