"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","i32","i32","i32","i32","i32","rid","i32","[rid]","string","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","[rid]","rid","bool","bool","string","rid","rid","string","i32","i32","i32","i32"
2665,483,13,"Delusion",[],[],[],"",2565,3,0,0,0,"",2565,[8862],"","","",[1123],[1123],1123,[],1155,"",[],"","","","","","","",0,108644,0,41
2666,483,14,"Perpetuation",[],[],[],"",2565,3,0,0,0,"",2565,[8863],"","","",[1124],[1124],1124,[],1155,"",[],"","","","","","","",0,108696,0,41
2667,483,15,"Beyond",[],[],[],"",2565,3,0,0,0,"",2565,[8864],"","","",[1125],[1125],1125,[],1155,"",[],"","","","","","","",0,108736,0,41
2668,483,16,"The Fool",[],[],[],"",2565,3,0,0,0,"",2565,[8865],"","","",[1126],[1126],1126,[],1155,"",[],"","","","","","","",0,108780,0,41
2669,483,17,"The Circle",[],[],[],"",2565,3,0,0,0,"",2565,[8866],"","","",[1127],[1127],1127,[],1155,"",[],"","","","","","","",0,108828,0,41
2670,483,18,"Waking Slumber",[],[],[],"",2565,3,0,0,0,"",2565,[8867],"","","",[1128],[1128],1128,[],1155,"",[],"","","","","","","",0,108884,0,41
2671,483,19,"Stagnation",[],[],[],"",2565,3,0,0,0,"",2565,[8868],"","","",[1129],[1129],1129,[],1155,"",[],"","","","","","","",0,108932,0,41
2672,483,20,"Terminus",[],[],[],"",2565,3,0,0,0,"",2565,[8869],"","","",[1130],[1130],1130,[],1155,"",[],"","","","","","","",0,108976,0,41
2673,483,21,"Bound",[],[],[],"",2565,3,0,0,0,"",2565,[8870],"","","",[1131],[1131],1131,[],1155,"",[],"","","","","","","",0,109014,0,41
2674,483,22,"The Vanquished",[],[],[],"",2565,3,0,0,0,"",2565,[8871],"","","",[1132],[1132],1132,[],1155,"",[],"","","","","","","",0,109070,0,41
2675,483,23,"Mortal Edifice Undone",[],[],[],"",2565,3,0,0,0,"",2565,[8872],"","","",[1133],[1133],1133,[],1155,"",[],"","","","","","","",0,109140,0,41
2676,483,24,"To Wander Alone",[],[],[],"",2565,3,0,0,0,"",2565,[8873],"","","",[1134],[1134],1134,[],1155,"",[],"","","","","","","",0,109198,0,41
2677,483,25,"Unending",[],[],[],"",2565,3,0,0,0,"",2565,[8874],"","","",[1135],[1135],1135,[],1155,"",[],"","","","","","","",0,109242,0,41
2678,483,26,"Long Ago Sorrow",[],[],[],"",2565,3,0,0,0,"",2565,[8875],"","","",[1136],[1136],1136,[],1155,"",[],"","","","","","","",0,109300,0,41
2679,483,27,"The Rift",[],[],[],"",2565,3,0,0,0,"",2565,[8876],"","","",[1137],[1137],1137,[],1155,"",[],"","","","","","","",0,109344,0,41
2680,483,28,"The Bastion",[],[],[],"",2565,3,0,0,0,"",2565,[8877],"","","",[1138],[1138],1138,[],1155,"",[],"","","","","","","",0,109394,0,41
2681,483,29,"Punishment",[],[],[],"",2565,3,0,0,0,"",2565,[8878],"","","",[1139],[1139],1139,[],1155,"",[],"","","","","","","",0,109442,0,41
2682,483,30,"Agony",[],[],[],"",2565,3,0,0,0,"",2565,[8879],"","","",[1140],[1140],1140,[],1155,"",[],"","","","","","","",0,109480,0,41
2683,483,31,"Her Restlessness",[],[],[],"",2565,3,0,0,0,"",2565,[8880],"","","",[1141],[1141],1141,[],1155,"",[],"","","","","","","",0,109540,0,41
2684,483,32,"Her Escape",[],[],[],"",2565,3,0,0,0,"",2565,[8881],"","","",[1142],[1142],1142,[],1155,"",[],"","","","","","","",0,109588,0,41
2685,483,33,"The Lightkeeper",[],[],[],"",2565,3,0,0,0,"",2565,[8882],"","","",[1143],[1143],1143,[],1155,"",[],"","","","","","","",0,109646,0,41
2686,483,34,"Lightkeeper's Wrath",[],[],[],"",2565,3,0,0,0,"",2565,[8883],"","","",[1144],[1144],1144,[],1155,"",[],"","","","","","","",0,109712,0,41
2687,483,35,"The Dreamer",[],[],[],"",2565,3,0,0,0,"",2565,[8884],"","","",[1145],[1145],1145,[],1155,"",[],"","","","","","","",0,109762,0,41
2688,483,36,"The Tangle",[],[],[],"",2565,3,0,0,0,"",2565,[8885],"","","",[1146],[1146],1146,[],1155,"",[],"","","","","","","",0,109810,0,41
2689,483,37,"Movement",[],[],[],"",2565,3,0,0,0,"",2565,[8886],"","","",[1147],[1147],1147,[],1155,"",[],"","","","","","","",0,109854,0,41
2690,483,38,"Countless Gazes",[],[],[],"",2565,3,0,0,0,"",2565,[8887],"","","",[1148],[1148],1148,[],1155,"",[],"","","","","","","",0,109912,0,41
2691,483,39,"The Collapse of Order",[],[],[],"",2565,3,0,0,0,"",2565,[8888],"","","",[1149],[1149],1149,[],1155,"",[],"","","","","","","",0,109982,0,41
2692,483,40,"Renewed",[],[],[],"",2565,3,0,0,0,"",2565,[8889],"","","",[1150],[1150],1150,[],1155,"",[],"","","","","","","",0,110024,0,41
2693,483,41,"The Bastion's Hunger",[],[],[],"",2565,3,0,0,0,"",2565,[8890],"","","",[1151],[1151],1151,[],1155,"",[],"","","","","","","",0,110092,0,41
2694,483,42,"The One to Fear",[],[],[],"",2565,3,0,0,0,"",2565,[8891],"","","",[1152],[1152],1152,[],1155,"",[],"","","","","","","",0,110150,0,41
2695,484,0,"Admonishment",[],[],[],"",2565,3,0,0,0,"",2565,[11000],"","","",[1081],[],1081,[],1081,"",[],"","","","","","","",0,110198,0,41
2696,495,0,"Introduction",[],[],[2378],"",2378,3,0,0,0,"",2378,[11014],"","","",[],[],1155,[1099],1155,"",[],"","","","","","","",0,110222,0,41
2697,495,1,"Introduction",[],[],[],"",2565,3,0,0,0,"",2565,[11014],"","","",[],[1099],1099,[],1155,"",[],"","","","","","","",0,110242,0,41
2698,495,2,"The Trials",[],[],[],"",2565,3,0,0,0,"",2565,[11645],"","","",[1107],[],1107,[],1155,"",[],"","","","","","","",0,110286,0,41
2699,495,3,"Chaos",[],[],[],"",2565,3,0,0,0,"",2565,[11646],"","","",[1108],[],1108,[],1155,"",[],"","","","","","","",0,110320,0,41
2700,495,4,"Further Challenges",[72],[],[],"",2565,3,0,0,0,"",2565,[11026],"","","",[1113],[1099],1113,[],1113,"",[],"","","","","","","",0,110388,0,41
2701,495,5,"Doryani",[1561],"[491,2386,523,525,926,636]",[],"",2565,3,0,0,0,"",2565,[11647],"","","",[1109],[],1109,[],1155,"",[],"","","","","","","",0,110436,0,41
2702,495,6,"Doryani",[636],"[491,2386,523,525,926]",[],"",2565,3,0,0,0,"",2565,[11647],"","","",[1109],[],1109,[],1155,"",[],"","","","","","","",0,110480,0,41
2703,495,7,"Doryani",[926],"[491,2386,523,525]",[],"",2565,3,0,0,0,"",2565,[11647],"","","",[1109],[],1109,[],1155,"",[],"","","","","","","",0,110520,0,41
2704,495,8,"Doryani",[525],"[491,2386,523]",[],"",2565,3,0,0,0,"",2565,[11647],"","","",[1109],[],1109,[],1155,"",[],"","","","","","","",0,110556,0,41
2705,495,9,"Doryani",[523],"[491,2386]",[],"",2565,3,0,0,0,"",2565,[11647],"","","",[1109],[],1109,[],1155,"",[],"","","","","","","",0,110588,0,41
2706,495,10,"Doryani",[491],[2386],[],"",2565,3,0,0,0,"",2565,[11647],"","","",[1109],[],1109,[],1155,"",[],"","","","","","","",0,110616,0,41
2707,495,11,"Doryani",[2386],[],[],"",2565,3,0,0,0,"",2565,[11647],"","","",[1109],[],1109,[],1155,"",[],"","","","","","","",0,110640,0,41
2708,495,12,"Atziri",[525],"[827,828,185,978,491]",[],"",2565,3,0,0,0,"",2565,[11648],"","","",[1110],[],1110,[],1155,"",[],"","","","","","","",0,110700,0,41
2709,495,13,"Atziri",[491],"[827,828,185,978]",[],"",2565,3,0,0,0,"",2565,[11648],"","","",[1110],[],1110,[],1155,"",[],"","","","","","","",0,110740,0,41
2710,495,14,"Atziri",[827],"[828,185,978]",[],"",2565,3,0,0,0,"",2565,[11648],"","","",[1110],[],1110,[],1155,"",[],"","","","","","","",0,110776,0,41
2711,495,15,"Atziri",[828],"[185,978]",[],"",2565,3,0,0,0,"",2565,[11648],"","","",[1110],[],1110,[],1155,"",[],"","","","","","","",0,110808,0,41
2712,495,16,"Atziri",[185],[978],[],"",2565,3,0,0,0,"",2565,[11648],"","","",[1110],[],1110,[],1155,"",[],"","","","","","","",0,110836,0,41
2713,495,17,"Atziri",[978],[],[],"",2565,3,0,0,0,"",2565,[11648],"","","",[1110],[],1110,[],1155,"",[],"","","","","","","",0,110860,0,41
2714,495,18,"The Anathema",[],[],[],"",2565,3,0,0,0,"",2565,[11649],"","","",[1111],[595],1111,[],1155,"",[],"","","","","","","",0,110912,0,41
2715,495,19,"Defeat",[2385],[],[],"",2565,3,0,0,0,"",2565,[11644],"","","",[1112],[],1112,[],1112,"",[],"","","","","","","",0,110952,0,41
2716,502,0,"Gamble for Items",[],[],[],"",2565,38,0,0,0,"",2565,[],"","","",[],[],1,[],1155,"",[],"",1,"","",1,"","",0,110988,0,41
2717,502,1,"Gamble for Items",[2412],[],[],"",2565,38,0,0,0,"",2565,[],"","","",[1096],[],1,[1096],1096,"",[],"","","","","","","",0,111000,0,41
2718,502,2,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",0,"","",0,111000,0,41
2719,502,3,"Unearthing the Past","[2021,991]","[2407,2406]",[992],"",992,5,0,0,0,"",2565,[11804],"","","",[],[],1,[1096],1155,"",[],"","","","","","","",0,111082,0,41
2720,502,4,"The Successful Job",[2407],[2412],[2412],"",2412,5,0,0,0,"",2565,[11813],"","","",[],[],1,[1096],1155,"",[],"","","","","","","",0,111154,0,41
2721,502,5,"The Successful Job",[2412],[],[],"",2565,3,0,0,0,"",2412,[11813],"","","",[],[],1155,"[1094,1154]",1155,"",[],"","","","","","","",0,111182,0,41
2722,502,6,"Invite to Hideout",[],[],[],"",2565,37,0,0,0,"",2565,[],"","","",[],[200],1,[],1155,"",[],"","","","","","","",0,111186,0,41
2723,502,7,"Open Expedition Locker",[],[],[],"",2565,21,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",4,"","",0,111234,0,41
2724,502,8,"Explosive Archaeology","[2021,991]","[2474,2406]",[992],"",992,5,0,0,0,"",2565,[11817],"","","",[],[1096],1,[1154],1155,"",[],"","","","","","","",0,111324,0,41
2725,502,9,"Risky Remnants",[2474],[2475],[2475],"",2475,5,0,0,0,"",2565,[11823],"","","",[1154],[],1,[],1155,"",[],"","","","","","","",0,111388,0,41
2726,502,10,"Risky Remnants",[2475],[],[],"",2565,3,0,0,0,"",2475,[11823],"","","",[],[],1155,[1094],1155,"",[],"","","","","","","",0,111412,0,41
2727,502,11,"Tujen",[2409],[],[2460],"",2565,3,0,0,0,"",2460,[12265],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,111450,0,41
2728,502,12,"Rog",[2410],[],[2461],"",2565,3,0,0,0,"",2461,[12266],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,111484,0,41
2729,502,13,"Dannig",[2411],[],[2462],"",2565,3,0,0,0,"",2462,[12267],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,111524,0,41
2730,502,14,"Luck",[],[2464],[2463],"",2565,3,0,0,0,"",2463,[12268],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,111560,0,41
2731,502,15,"Failed Rebellion",[2463],[2464],[2464],"",2565,3,0,0,0,"",2464,[12269],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,111624,0,41
2732,502,16,"Luck",[2464],[],[2463],"",2565,3,0,0,0,"",2463,[12270],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,111648,0,41
2733,502,17,"The King",[2503],[],[2465],"",2565,3,0,0,0,"",2465,[12271],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,111692,0,41
2734,502,18,"Gods",[2388],[],[2466],"",2565,3,0,0,0,"",2466,[12272],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,111716,0,41
2735,502,19,"Druids of the Broken Circle",[],[2527],[2467],"",2565,5,0,0,0,"",2467,[12273],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,111798,0,41
2736,502,20,"Medved",[2467],"[2527,2459]",[2468],"",2565,5,0,0,0,"",2468,[12274],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,111846,0,41
2737,502,21,"Medved",[2527],[2459],[2469],"",2469,5,0,0,0,"",2469,[12275],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,111874,0,41
2738,502,22,"Medved's Defeat",[2459],[2527],[2470],"",2470,5,0,0,0,"",2470,[12276],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,111936,0,41
2739,502,23,"Medved's Defeat","[2527,2459]",[],[2471],"",2471,5,0,0,0,"",2471,[12277],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,111964,0,41
2740,502,24,"Introduction",[],[2021],[2544],"",2544,3,0,0,0,"",2544,"[12180,12181,12182,12183,12184,12185,12186]","","","",[],[1096],1155,[],1155,"",[],"","","","","","","",0,112088,0,41
2741,503,0,"Haggle for Items",[],[],[],"",2565,38,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","",1,"","",0,112124,0,41
2742,503,1,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",0,"","",0,112124,0,41
2743,503,2,"Invite to Hideout",[],[],[],"",2565,37,0,0,0,"",72,[],"","","",[],[200],1155,[],1155,"",[],"","","","","","","",0,112128,0,41
2744,503,3,"Open Expedition Locker",[],[],[],"",2565,21,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",4,"","",0,112128,0,41
2745,503,4,"Introduction",[],[],[2476],"",2476,3,0,0,0,"",2476,"[12278,12279,12280,12281,12282,12283,12284]","","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112244,0,41
2746,503,5,"Rog",[2410],[],[2477],"",2565,3,0,0,0,"",2477,[12454],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112268,0,41
2747,503,6,"Gwennen",[2408],[],[2478],"",2565,3,0,0,0,"",2478,[12455],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112310,0,41
2748,503,7,"Dannig",[2411],[],[2479],"",2565,3,0,0,0,"",2479,[12456],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112334,0,41
2749,503,8,"The Kalguur",[],[],[2480],"",2565,3,0,0,0,"",2480,[12457],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112380,0,41
2750,503,9,"The King",[2503],[2481],[2481],"",2565,3,0,0,0,"",2481,[12458],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112408,0,41
2751,503,10,"The King",[2481],[2482],[2482],"",2565,3,0,0,0,"",2482,[12459],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112436,0,41
2752,503,11,"The King",[2482],[],[2483],"",2565,3,0,0,0,"",2483,[12460],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112460,0,41
2753,503,12,"The Black Scythe Mercenaries",[],[2536],[2484],"",2565,5,0,0,0,"",2484,[12452],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112544,0,41
2754,503,13,"Vorana",[2484],"[2536,2457]",[2485],"",2565,5,0,0,0,"",2485,[12453],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112592,0,41
2755,503,14,"Vorana",[2536],[2457],[2486],"",2486,5,0,0,0,"",2486,[12461],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112620,0,41
2756,503,15,"Vorana",[2457],[2536],[2487],"",2487,5,0,0,0,"",2487,[12462],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112648,0,41
2757,503,16,"Vorana","[2536,2457]",[],[2488],"",2488,5,0,0,0,"",2488,[12463],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112676,0,41
2758,503,17,"Uhtred's Defeat","[2536,2458]",[],[2489],"",2489,5,0,0,0,"",2489,[12464],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112738,0,41
2759,504,0,"Deal for Items",[],[],[],"",2565,38,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","",1,"","",0,112770,0,41
2760,504,1,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",0,"","",0,112770,0,41
2761,504,2,"Invite to Hideout",[],[],[],"",2565,37,0,0,0,"",72,[],"","","",[],[200],1155,[],1155,"",[],"","","","","","","",0,112774,0,41
2762,504,3,"Open Expedition Locker",[],[],[],"",2565,21,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",4,"","",0,112774,0,41
2763,504,4,"Introduction",[],[],[2491],"",2491,3,0,0,0,"",2491,"[11981,11982,11983,11985,11984,11986,11987]","","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112890,0,41
2764,504,5,"The Order of the Chalice",[],[2531],[2492],"",2565,5,0,0,0,"",2492,[12086],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,112966,0,41
2765,504,6,"Uhtred",[2492],"[2531,2458]",[2493],"",2565,5,0,0,0,"",2493,[12087],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113014,0,41
2766,504,7,"Uhtred",[2531],[2458],[2494],"",2494,5,0,0,0,"",2494,[12088],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113042,0,41
2767,504,8,"Uhtred",[2458],[2531],[2495],"",2495,5,0,0,0,"",2495,[12089],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113070,0,41
2768,504,9,"Uhtred","[2531,2458]",[],[2496],"",2496,5,0,0,0,"",2496,[12090],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113098,0,41
2769,504,10,"Olroth's Defeat","[2531,2458,2456]",[],[2497],"",2497,3,0,0,0,"",2497,[12091],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113164,0,41
2770,504,11,"Tujen",[2409],[],[2498],"",2565,3,0,0,0,"",2498,[12082],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113188,0,41
2771,504,12,"Gwennen",[2408],[],[2499],"",2565,3,0,0,0,"",2499,[12083],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113212,0,41
2772,504,13,"Dannig",[2411],[],[2500],"",2565,3,0,0,0,"",2500,[12084],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113236,0,41
2773,504,14,"The King",[2503],[],[2501],"",2565,3,0,0,0,"",2501,[12085],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113260,0,41
2774,501,0,"Invite to Hideout",[],[],[],"",2565,37,0,0,0,"",72,[],"","","",[],[200],1155,[],1155,"",[],"","","","","","","",0,113264,0,41
2775,501,1,"Show Expedition Map",[],[718],[],"",2565,22,0,0,0,"",72,[11756],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113326,0,41
2776,501,2,"Show Expedition Map",[718],[],[],"",2565,20,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","",5,"","",0,113330,0,41
2777,501,3,"Exchange Items",[],[],[],"",2565,38,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"",1,"","",1,"","",0,113362,0,41
2778,501,4,"Sell Items",[],[],[],"",2565,26,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",0,"","",0,113362,0,41
2779,501,5,"Open Expedition Locker",[],[],[],"",2565,21,0,0,0,"",72,[],"","","",[],[],1155,[],1155,"",[],"","","","",4,"","",0,113362,0,41
2780,501,6,"Introduction",[],[],[2413],"",2413,3,0,0,0,"",2413,"[11825,11829,11827,11828,11826,11830,11831]","","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113478,0,41
2781,501,7,"The Knights of the Sun",[],[],[2414],"",2565,5,0,0,0,"",2414,[11881],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113546,0,41
2782,501,8,"Home",[],[],[2415],"",2565,3,0,0,0,"",2415,[11923],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113566,0,41
2783,501,9,"Runes",[],[],[2416],"",2565,3,0,0,0,"",2416,[11924],"","","",[],[200],1,[],1155,"",[],"","","","","","","",0,113604,0,41
2784,501,10,"The Triskelion Flame",[],[2456],[2417],"",2417,5,0,0,0,"",2417,[11925],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113672,0,41
2785,501,11,"Olroth's Defeat",[2456],[],[2540],"",2540,5,0,0,0,"",2540,[11899],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113696,0,41
2786,501,12,"Gems",[],[],[2418],"",2565,3,0,0,0,"",2418,[11926],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113728,0,41
2787,501,13,"Gods",[2388],[],[2419],"",2565,3,0,0,0,"",2419,[11927],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113752,0,41
2788,501,14,"The King",[2503],[],[2420],"",2565,3,0,0,0,"",2420,[11928],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113776,0,41
2789,501,15,"The Omen I",[2502],[],[2421],"",2565,3,0,0,0,"",2421,[11929],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113824,0,41
2790,501,16,"The Journey I",[2503],[],[2422],"",2565,3,0,0,0,"",2422,[11930],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113878,0,41
2791,501,17,"The Journey II",[2504],[],[2423],"",2565,3,0,0,0,"",2423,[11931],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113934,0,41
2792,501,18,"Arrival I",[2505],[],[2424],"",2565,3,0,0,0,"",2424,[11932],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,113980,0,41
2793,501,19,"Arrival II",[2506],[],[2425],"",2565,3,0,0,0,"",2425,[11933],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114028,0,41
2794,501,20,"Arrival III",[2507],[],[2426],"",2565,3,0,0,0,"",2426,[11934],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114078,0,41
2795,501,21,"Arrival IV",[2508],[],[2427],"",2565,3,0,0,0,"",2427,[11935],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114126,0,41
2796,501,22,"Arrival V",[2509],[],[2428],"",2565,3,0,0,0,"",2428,[11936],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114172,0,41
2797,501,23,"Colonisation I",[2510],[],[2429],"",2565,3,0,0,0,"",2429,[11937],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114228,0,41
2798,501,24,"Colonisation II",[2511],[],[2430],"",2565,3,0,0,0,"",2430,[11938],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114286,0,41
2799,501,25,"Colonisation III",[2512],[],[2431],"",2565,3,0,0,0,"",2431,[11939],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114346,0,41
2800,501,26,"Colonisation IV",[2513],[],[2432],"",2565,3,0,0,0,"",2432,[11940],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114404,0,41
2801,501,27,"Darkness Descends I",[2514],[],[2433],"",2565,3,0,0,0,"",2433,[11941],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114470,0,41
2802,501,28,"Darkness Descends II",[2515],[],[2434],"",2565,3,0,0,0,"",2434,[11942],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114538,0,41
2803,501,29,"Darkness Descends III",[2516],[],[2435],"",2565,3,0,0,0,"",2435,[11943],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114608,0,41
2804,501,30,"Darkness Descends IV",[2517],[],[2436],"",2565,3,0,0,0,"",2436,[11944],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114676,0,41
2805,501,31,"Darkness Descends V",[2518],[],[2437],"",2565,3,0,0,0,"",2437,[11945],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114742,0,41
2806,501,32,"Olroth's Journal I",[2519],[],[2438],"",2565,3,0,0,0,"",2438,[11946],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114806,0,41
2807,501,33,"Olroth's Journal II",[2520],[],[2439],"",2565,3,0,0,0,"",2439,[11947],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114872,0,41
2808,501,34,"Olroth's Journal III",[2521],[],[2440],"",2565,3,0,0,0,"",2440,[11948],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,114940,0,41
2809,501,35,"Olroth's Journal IV",[2522],[],[2441],"",2565,3,0,0,0,"",2441,[11949],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,115006,0,41
2810,501,36,"Olroth's Journal V",[2523],[],[2442],"",2565,3,0,0,0,"",2442,[11950],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,115070,0,41
2811,501,37,"The Broken Circle I",[2524],[],[2443],"",2565,3,0,0,0,"",2443,[11951],"","","",[],[],1155,[],1155,"",[],"","","","","","","",0,115136,0,41
