"rownum","Id","Description","SetId","Objective","i32","bool","HideAchievementItems","bool","MinCompletedItems","TwoColumnLayout","ShowItemCompletionsAsOne","string","SoftcoreOnly","HardcoreOnly","bool","string"
1255,"LakeEndgameGrind","Complete Endgame Grinds",48,"Complete any four of these encounters the specified number of times.",6544,"","","",4,"",1,"","","","",""
1256,"LakeFillerSpace","UNUSED",48,"UNUSED",59992,"",1,1,0,"","","","","","",""
1257,"November2022EventsReachLevel50","Reach level 50",49,"Reach level 50.",21241,"",1,"",0,1,"","","","","",""
1258,"SanctumBeginnerChallenge","Learning the Ropes",50,"Complete each of the following tasks.",52451,"","","",0,"","","","","","",""
1259,"SanctumLeagueChallenge1","Rediscovered Past",50,"Complete each of the following encounters.",31028,"","","",0,"","","","","","",""
1260,"SanctumVendorRecipes1","Vendor Knows Best I",50,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",55606,"","","",0,"","","","","","",""
1261,"SanctumDefeatActBosses1","Defeat Act Bosses I",50,"Complete each of the following encounters.",26086,"","","",0,"","","","","","",""
1262,"SanctumMiscChallenge1","Dangerous Errands",50,"Complete each of the following encounters.",5674,"","","",0,"","","","","","",""
1263,"SanctumLeagueChallenge2","Secretive Sepulchre",50,"Complete each of the following encounters.",19463,"","","",0,"","","","","","",""
1264,"SanctumDefeatActBosses2","Defeat Act Bosses II",50,"Complete each of the following encounters.",26301,"","","",0,"","","","","","",""
1265,"SanctumDefeatAtziri","Atziri Calls",50,"Defeat Atziri, Queen of the Vaal in The Apex of Sacrifice.",30232,"",1,"",0,"","","","","","",""
1266,"SanctumCompleteAnarchyEncounters","Complete Anarchy Encounters",50,"Complete each of the following Anarchy encounters.",61896,"","","",0,"",1,"","","","",""
1267,"SanctumCompleteDominationEncounters","Complete Domination Encounters",50,"Complete each of the following Domination encounters.",58583,"","","",0,"",1,"","","","",""
1268,"SanctumCompleteBeyondEncounters","Complete Beyond Encounters",50,"Complete each of the following Beyond encounters.",27202,"","","",0,"",1,"","","","",""
1269,"SanctumLeagueChallenge3","Unearthed Sanctuaries",50,"Complete one of any of the following rooms in the Forbidden Sanctum.",8780,1,"","",0,"","","","","","",""
1270,"SanctumCompleteBreachEncounters","Complete Breach Encounters",50,"Complete each of the following Breach encounters.",24329,"","","",0,"",1,"","","","",""
1271,"SanctumCompleteHarbingerEncounters","Complete Harbinger Encounters",50,"Complete each of the following Harbinger encounters.",55790,"","","",0,"",1,"","","","",""
1272,"SanctumCompleteDeliriumEncounters","Complete Delirium Encounters",50,"Complete each of the following Delirium encounters.",41391,"","","",0,"",1,"","","","",""
1273,"SanctumCompleteRitualEncounters","Complete Ritual Encounters",50,"Complete each of the following Ritual encounters.",35121,"","","",0,"",1,"","","","",""
1274,"SanctumLeagueChallenge4","Pious Pacts",50,"Complete a floor in the Forbidden Sanctum while affected by three of the following Accursed Pacts.",23363,1,"","",3,"","","","","","",""
1275,"SanctumAchieveAscension","Achieve Ascension",50,"Use the Ascendancy Device in each of the following Labyrinths.",28507,"","","",0,"","","","","","",""
1276,"SanctumCorruptJewels","Jubilant Jewels",50,"Corrupt Jewels to achieve each of the following outcomes.",13043,"","","",0,"","","","","","",""
1277,"SanctumVendorRecipes2","Vendor Knows Best II",50,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",11624,"","","",0,"","","","","","",""
1278,"SanctumLeagueBossKills","Terror Tearing at the Seams",50,"Defeat 50 of any Beyond, Breach, Delirium or Harbinger boss in Maps.",64576,"",1,"",0,"","","","","","",""
1279,"SanctumLeagueChallenge5","Definitive Deviation",50,"Complete a floor in the Forbidden Sanctum while affected by 17 of the following Afflictions or Boons.",26854,1,"","",17,1,"","","","","",""
1280,"SanctumCompleteUniqueMaps","Unique Realms",50,"Complete each of the following Unique Maps.",39493,1,"","",0,1,"","","","","",""
1281,"SanctumUseExaltedCurrency","Exalted Providence",50,"Use any three of the following Exalted Orb Currencies.",61743,1,"","",3,"","","","","","",""
1282,"SanctumCompleteBestiaryEncounters","Call of the Wild",50,"Complete each of the following Bestiary encounters.",56188,"","","",0,"",1,"","","","",""
1283,"SanctumCompleteDelveEncounters","Unfathomable Darkness",50,"Complete each of the following Delve encounters.",10204,"","","",0,"",1,"","","","",""
1284,"SanctumLeagueChallenge6","Unholy Adversaries",50,"Defeat the following monsters in the Forbidden Sanctum while the area is level 78 or higher.",65011,1,"","",0,1,"","","","","",""
1285,"SanctumCompleteIncursionEncounters","Temporal Detour",50,"Complete each of the following Incursion encounters.",62051,"","","",0,"",1,"","","","",""
1286,"SanctumCompleteBetrayalEncounters","Suspicious Syndicates",50,"Complete each of the following Betrayal encounters.",12506,"","","",0,"",1,"","","","",""
1287,"SanctumKillMillionMobs","Monster Massacre",50,"Kill 1,000,000 monsters in areas that are level 68 or higher.",26876,"",1,"",0,"","","","","","",""
1288,"SanctumMemoryLine","Reoccurring Reminiscent Realms",50,"Complete Atlas Memory Maps that have at least 100% Item Quantity and are Tier 14 or higher.",22417,"",1,"",0,"","","","","","",""
1289,"SanctumLeagueChallenge7","Orthodox Origins",50,"Complete each of the following encounters.",6975,"","","",0,"","","","","","",""
1290,"SanctumKill4modRares","Renewed Rares",50,"Defeat 250 Rare Monsters that have four modifiers.",36221,"",1,"",0,"","","","","","",""
1291,"SanctumMavenWitness","Spectacular Spectator",50,"Complete 30 Maps that are Corrupted, have 8 Map mods and are Tier 14 or higher while you are being witnessed by The Maven.",10422,"",1,"",0,"","","","","","",""
1292,"SanctumActivateAltars","Acutely Activated Altars",50,"Use at least three Eldritch Altars in a single Map the specified number of times.",16464,"","","",0,"",1,"","","","",""
1293,"SanctumCompleteCartography","Complete Cartography",50,"Complete each of the following on your Atlas.",54699,"","","",0,"",1,"","","","",""
1294,"SanctumLeagueChallenge8","Sanctimonious Skill",50,"Defeat the following Forbidden Sanctum floor bosses in the specified ways while the area is level 83.",59917,"","","",0,"","","","","","",""
1295,"SanctumInvitationChallenge","Cosmically Challenging Crucible",50,"Complete each of the following Invitations while they have at least 80% Item Quantity.",11860,1,"","",0,1,"","","","","",""
1296,"SanctumPinnacleBossConditionals","Punishing Pinnacle Pressure",50,"Defeat any five of the following Pinnacle Boss Encounters in the specified ways.",15050,1,"","",5,"","","","","","",""
1297,"SanctumEndgameGrind","Grinding Grand Goals",50,"Complete any four of these encounters the specified number of times.",32577,"","","",4,"",1,"","","","",""
1298,"CrucibleBeginnerChallenge","Beginner's Basics",52,"Complete each of the following tasks.",37117,"","","",0,"","","","","","",""
1299,"CrucibleLeagueChallenge1","Melted Machinations",52,"Complete each of the following encounters.",41844,"","","",0,"","","","","","",""
1300,"CrucibleVendorRecipes1","Peddler's Produce I",52,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",34708,"","","",0,"","","","","","",""
1301,"CrucibleDefeatActBosses1","Act Adversaries I",52,"Complete each of the following encounters.",50569,"","","",0,"","","","","","",""
1302,"CrucibleMiscChallenge","Dangerous Deeds",52,"Complete each of the following encounters.",26913,"","","",0,"","","","","","",""
1303,"CrucibleLeagueChallenge2","Spreading Strength",52,"Fully allocate Crucible Passive Skill Trees on items that have the following maximum depths.",38254,"","","",0,"","","","","","",""
1304,"CrucibleDefeatActBosses2","Act Adversaries II",52,"Complete each of the following encounters.",12608,"","","",0,"","","","","","",""
1305,"CruciblePantheonUnlock","Pantheonic Prowess",52,"Unlock all of the Pantheon Powers.",61827,"","","",0,1,"","","","","",""
1306,"CrucibleCompleteAbyssEncounters","Abhorrent Abysses",52,"Complete each of the following Abyss encounters.",25926,"","","",0,"",1,"","","","",""
1307,"CrucibleCompleteEssenceEncounters","Essential Essences",52,"Complete each of the following Essence encounters.",51858,"","","",0,"",1,"","","","",""
1308,"CrucibleCompleteAmbushEncounters","Ambush Awaits",52,"Complete each of the following Ambush encounters.",26554,"","","",0,"",1,"","","","",""
1309,"CrucibleLeagueChallenge3","Revealed Repertoire",52,"Unlock Crucible Passive Skill Trees on any five of the following types of item.",41861,1,"","",5,1,"","","","","",""
1310,"CrucibleCompleteMetamorphEncounters","Monstrous Metamorphs",52,"Complete each of the following Metamorph encounters.",39888,"","","",0,"",1,"","","","",""
1311,"CrucibleCompleteHeistEncounters","Hushed Heists",52,"Complete each of the following Heist encounters.",63704,"","","",0,"",1,"","","","",""
1312,"CrucibleCompleteExpeditionEncounters","Expedition Excavation",52,"Complete each of the following Expedition encounters.",48502,"","","",0,"",1,"","","","",""
1313,"CrucibleCompleteHarvestEncounters","Hectic Harvests",52,"Complete each of the following Harvest encounters.",40903,"","","",0,"",1,"","","","",""
1314,"CrucibleLeagueChallenge4","Potent Potential",52,"Allocate any six of the following Crucible Passive Skill Tree Skills of the specified types.",54543,1,"","",6,1,"","","","","",""
1315,"CrucibleAchieveAscension","Achieve Ascension",52,"Use the Ascendancy Device in each of the following Labyrinths.",21074,"","","",0,"","","","","","",""
1316,"CrucibleDivinationCards","Divined Destiny",52,"Turn in Divination Cards which specifically grant each of the following reward types.",42133,"","","",0,1,"","","","","",""
1317,"CrucibleVendorRecipes2","Peddler's Produce II",52,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific combination of items to a vendor, not when you buy items from their purchase screen.",48378,"","","",0,"","","","","","",""
1318,"CrucibleChaosBases","Crafting Curious Commodities",52,"Use a Chaos Orb on each of the following item level 83 or higher item bases.",11150,1,"","",0,1,"","","","","",""
1319,"CrucibleLeagueChallenge5","Empowered Entanglement",52,"Defeat the following Unique Crucible Monsters in level 81 or higher areas.",4496,1,"","",0,"","","","","","",""
1320,"CrucibleCompleteUniqueMaps","Remarkable Realms",52,"Complete each of the following Unique Maps.",47981,1,"","",0,1,"","","","","",""
1321,"CrucibleMapDeviceBosses","Extensively Elusive Executives",52,"Defeat the following boss encounters in level 83 or higher areas.",55558,"","","",0,"","","","","","",""
1322,"CrucibleKiracMissions","Commander's Challenging Chores",52,"Complete the following mission types offered by Kirac.",29447,1,"","",0,"","","","","","",""
1323,"CrucibleCrossContamination","Cross Contamination ",52,"Complete any three of the following past league content encounters.",30235,"","","",3,"","","","","","",""
1324,"CrucibleLeagueChallenge6","Ever-Extending Evolution",52,"Combine fully allocated Crucible Passive Skill Trees to result in any four of the following outcomes.",54530,"","","",4,"","","","","","",""
1325,"CrucibleMasterEncounters","Merciful Masters",52,"Complete each of the following encounters in Maps.",37072,"","","",4,"",1,"","","","",""
1326,"CrucibleGemcutter","Gifted Gemcutter",52,"Complete each of the following Gem-related tasks.",16738,"","","",0,"","","","","","",""
1327,"CrucibleMapPackSize","Dense Domains",52,"Complete Maps with a total of 15,000% Pack Size from modifiers and additional sources.",56680,"",1,"",0,"","","","","","",""
1328,"CrucibleMemoryLine","Meaningful Memories",52,"Complete Atlas Memory Maps for Masters the specified number of times.",62256,"","","",0,"",1,"","","","",""
1329,"CrucibleLeagueChallenge7","Molten Master",52,"Defeat Rare Crucible Monsters in level 83 areas while fulfilling five of the following conditions.",43399,"","","",5,"","","","","","",""
1330,"CrucibleSacredScarabs","Sacred Scarabs",52,"Complete Maps with 500 tiers of scarabs. Higher tiered Scarabs contribute more progress.",47398,"",1,"",0,"","","","","","",""
1331,"CrucibleCelestialCompass","Celestial Compass",52,"Complete Maps with any three of the following combinations of Sextant Modifiers while they have at least 80% Item Quantity and are Tier 16.",26249,"","","",3,"","","","","","",""
1332,"CrucibleEldritchElation","Eldritch Elation",52,"Use Eldritch Altars in each of the following ways.",29702,"","","",0,"",1,"","","","",""
1333,"CrucibleAwakenedAtlas","Awakened Atlas",52,"Allocate all acquirable Atlas Passive Points ",52847,"",1,"",0,"","","","","","",""
1334,"CrucibleLeagueChallenge8","Towering Titans",52,"Complete each of the following encounters in Forge of the Titans.",36926,"","","",0,"",1,"","","","",""
1335,"CrucibleEndgameBossConditionals","Fortuitous Feud",52,"Defeat any three of the following bosses in the specified ways.",54786,"","","",3,"",1,"","","","",""
1336,"CrucibleKillUberPinnacleBoss","Peak Pinnacle Prowess",52,"Defeat any four of the following Pinnacle Boss Encounters while the area is level 85.",9124,"","","",4,"",1,"","","","",""
1337,"CrucibleEndgameGrind","Gear Grinding Goals",52,"Complete any four of these encounters the specified number of times.",44784,"","","",4,"",1,"","","","",""
1338,"March2023EventsReachLevel45","Reach level 45",51,"Reach level 45.",61267,"",1,"",0,"","","","","","",""
1339,"CrucibleRuthlessReachLevel90","Gruesome Growth",53,"Reach level 90.",2236,"",1,"",0,"",1,"","","","",""
1340,"CrucibleRuthless100AtlasPoints","Aggressive Atlas",53,"Allocate 100 Atlas Passive Points.",59374,"",1,"",0,"","","","","","",""
1341,"CrucibleRuthlessKillPantheonRares","Punishing Pantheon",53,"Defeat 100 Rare Monsters with God-Touched modifiers.",25685,"",1,"",0,"","","","","","",""
1342,"CrucibleRuthlessDepth5Skills","Constructive Crucibles",53,"Fully allocate 30 Depth 5 Crucible Passive Skill Trees.",21370,"",1,"",0,"","","","","","",""
1343,"CrucibleRuthless8modRedMaps","Corrupted Cartography",53,"Complete 30 Red Tier Rare Maps while they have 8 mods.",48205,"",1,"",0,"","","","","","",""
