"rownum","NPCKey","i32","DialogueOption (English)","DialogueOption (French)","DialogueOption (German)","DialogueOption (Japanese)","DialogueOption (Korean)","DialogueOption (Portuguese)","DialogueOption (Russian)","DialogueOption (Spanish)","DialogueOption (Thai)","DialogueOption (Traditional Chinese)","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2 (English)","DialogueOption2 (French)","DialogueOption2 (German)","DialogueOption2 (Japanese)","DialogueOption2 (Korean)","DialogueOption2 (Portuguese)","DialogueOption2 (Russian)","DialogueOption2 (Spanish)","DialogueOption2 (Thai)","DialogueOption2 (Traditional Chinese)","rid","rid","i32","[i32]","i32","rid"
2512,481,10,"Her Question","Sa question","Ihre Frage","彼女の疑問","그녀의 의문","Sua Pergunta","Её вопрос","Su pregunta","คำถามของเธอ","她的疑問",[],[],[],"","",3,"","",[8859],"","","",[1120],[1120],1120,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2513,481,11,"Her Wonder","Son émerveillement","Ihr Staunen","彼女の驚嘆","그녀의 경이감","Sua Maravilha","Её любопытство","Su asombro","ความช่างสงสัยของเธอ","她想了解",[],[],[],"","",3,"","",[8860],"","","",[1121],[1121],1121,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2514,481,12,"Survival","Survie","Überleben","生存","생존","Sobrevivência","Выживание","Supervivencia","การเอาตัวรอด","倖存",[],[],[],"","",3,"","",[8861],"","","",[1122],[1122],1122,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2515,481,13,"Delusion","Faux espoir","Wahn","錯覚","망상","Desilusão","Заблуждение","Engaño","การหลงผิด","迷惑",[],[],[],"","",3,"","",[8862],"","","",[1123],[1123],1123,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2516,481,14,"Perpetuation","Pérennisation","Verewigung","永続","영속화","Perpetuação","Вечность","Perpetuación","การทำให้เป็นถาวร","永存",[],[],[],"","",3,"","",[8863],"","","",[1124],[1124],1124,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2517,481,15,"Beyond","Ailleurs","Jenseits","ビヨンド","이계","Além","Иной мир","Más allá","ไกลหาใดเทียบ","超越",[],[],[],"","",3,"","",[8864],"","","",[1125],[1125],1125,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2518,481,16,"The Fool","Le présomptueux","Der Narr","愚か者","어리석은 자","O Tolo","Глупец","El tonto","ผู้โง่งม","愚者",[],[],[],"","",3,"","",[8865],"","","",[1126],[1126],1126,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2519,481,17,"The Circle","Le cercle","Der Kreis","輪","순환","O Círculo","Круг","El círculo","วงรอบ","迴圈",[],[],[],"","",3,"","",[8866],"","","",[1127],[1127],1127,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2520,481,18,"Waking Slumber","Le sommeil éveillé","Wacher Schlummer","目覚めの眠り","깨어 있는 잠","Sonhando Acordado","Пробуждение ото сна","Despertar del ensueño","ภวังค์ระคนตื่น","喚醒沉睡者",[],[],[],"","",3,"","",[8867],"","","",[1128],[1128],1128,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2521,481,19,"Stagnation","Stagnation","Stagnation","停滞","정체","Estagnação","Безвременье","Estancamiento","ความแน่นิ่ง","停滯",[],[],[],"","",3,"","",[8868],"","","",[1129],[1129],1129,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2522,481,20,"Terminus","La destination finale","Ende","終端","종착점","Terminus","Финал","Terminus","ปลายทาง","終點",[],[],[],"","",3,"","",[8869],"","","",[1130],[1130],1130,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2523,481,21,"Bound","Lié à elle","Grenze","束縛","속박","Vínculo","Привязь","Amarrado","ถูกตรึง","邊界",[],[],[],"","",3,"","",[8870],"","","",[1131],[1131],1131,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2524,481,22,"The Vanquished","Les vaincus","Der Besiegte","敗者","격파당한 자들","Os Conquistados","Побеждённые","Los vencidos","ผู้ถูกกำจัด","被征服",[],[],[],"","",3,"","",[8871],"","","",[1132],[1132],1132,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2525,481,23,"Mortal Edifice Undone","Bâtiment effondré","Das sterbliche Konstrukt zerstört","人類の体系の破滅","무너지는 필멸자의 기념물","Edifício Mortal Desfeito","Погибель бренного","Construcción mortal destruida","การสิ้นสลายของกายหยาบ","凡人未完成建築",[],[],[],"","",3,"","",[8872],"","","",[1133],[1133],1133,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2526,481,24,"To Wander Alone","Errance en solitaire","Das einsame Wandern","孤独の彷徨い","혼자 떠돌다","Vagando Sozinho","Бродить в одиночестве","Vagar en soledad","เดินเหินเพียงลำพัง","獨自漫步",[],[],[],"","",3,"","",[8873],"","","",[1134],[1134],1134,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2527,481,25,"Unending","Sans fin","Endlos","果てしのない","끝나지 않는 것","Interminável","Нескончаемое","Sin fin","ไร้ที่สิ้น","無止境",[],[],[],"","",3,"","",[8874],"","","",[1135],[1135],1135,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2528,481,26,"Long Ago Sorrow","Tristesse d'autrefois","Lange vergangener Schmerz","昔の悲しみ","오래전의 슬픔","Sofrimento Passado","Давняя печаль","Tristeza de antaño","ความโศกสลดแต่กาลก่อน","久遠悲傷",[],[],[],"","",3,"","",[8875],"","","",[1136],[1136],1136,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2529,481,27,"The Rift","La crevasse","Der Riß","リフト","균열","A Fenda","Разрыв","La grieta","รอยแยก","峽谷",[],[],[],"","",3,"","",[8876],"","","",[1137],[1137],1137,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2530,481,28,"The Bastion","Le rempart","Das Bollwerk","稜堡","보루","O Bastião","Бастион","El bastión","ปราการ","堡壘",[],[],[],"","",3,"","",[8877],"","","",[1138],[1138],1138,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2531,481,29,"Punishment","Châtiment","Bestrafung","処罰","벌","Castigo","Наказание","Castigo","บทลงโทษ","懲罰",[],[],[],"","",3,"","",[8878],"","","",[1139],[1139],1139,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2532,481,30,"Agony","Agonie","Agonie","苦痛","고뇌","Agonia","Агония","Agonía","ความทุกข์ระทม","痛苦",[],[],[],"","",3,"","",[8879],"","","",[1140],[1140],1140,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2533,481,31,"Her Restlessness","Son agitation","Ihre Unruhe","彼女の落ち着きなさ","그녀의 부단한 노력","Sua Inquietude","Её неугомонность","Su agitación","ความกระวนกระวายของเธอ","她的不安",[],[],[],"","",3,"","",[8880],"","","",[1141],[1141],1141,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2534,481,32,"Her Escape","Sa fuite","Ihre FLucht","彼女の逃避","그녀의 탈출","Sua Fuga","Её побег","Su escape","การหลบหนีของเธอ","她的逃脫",[],[],[],"","",3,"","",[8881],"","","",[1142],[1142],1142,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2535,481,33,"The Lightkeeper","Le gardien de la lumière","Der Lichthüter","ライトキーパー","빛의 수호자","O Iluminador","Хранитель света","El guardián de la luz","ผู้คุ้มแสง","光明使者",[],[],[],"","",3,"","",[8882],"","","",[1143],[1143],1143,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2536,481,34,"Lightkeeper's Wrath","La colère du gardien de la lumière","Der Zorn des Lichthüters","ライトキーパーの憤怒","빛의 수호자의 분노","Fúria do Iluminador","Гнев хранителя света","La ira del guardián de la luz","ความพิโรธของผู้คุ้มแสง","光明使者的憤怒",[],[],[],"","",3,"","",[8883],"","","",[1144],[1144],1144,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2537,481,35,"The Dreamer","Le Rêveur","Der Träumer","ドリーマー","몽상가","O Sonhador","Сновидец","El Soñador","นักฝัน","夢想家",[],[],[],"","",3,"","",[8884],"","","",[1145],[1145],1145,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2538,481,36,"The Tangle","L'Enchevêtrement","Das Gewirr","縺れ","갈퀴","O Emaranhado","Переплетение","La Amalgama","อำนาจพัวพัน","糾結",[],[],[],"","",3,"","",[8885],"","","",[1146],[1146],1146,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2539,481,37,"Movement","Mouvements","Bewegung","動き","움직임","Movimento","Движение","Movimiento","การเคลื่อนไหว","移動",[],[],[],"","",3,"","",[8886],"","","",[1147],[1147],1147,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2540,481,38,"Countless Gazes","Regards innombrables","Ungezählte Blicke","無数の熟視","수많은 눈길","Olhares Incontáveis","Бесчисленные взгляды","Miradas incontables","การจับจ้องเหนือคณานับ","無數目光",[],[],[],"","",3,"","",[8887],"","","",[1148],[1148],1148,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2541,481,39,"The Collapse of Order","L'effondrement de l'ordre","Der Zusammenbruch der Ordnung","秩序の崩壊","질서의 몰락","A Destruição da Ordem","Крах порядка","El colapso de la Orden","การล่มสลายของความเรียบร้อย","秩序崩塌",[],[],[],"","",3,"","",[8888],"","","",[1149],[1149],1149,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2542,481,40,"Renewed","Renouveau","Erneuert","再生","새로이 살아나다","Renovado","Обновление","Renovados","ฟื้นคืน","復興",[],[],[],"","",3,"","",[8889],"","","",[1150],[1150],1150,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2543,481,41,"The Bastion's Hunger","L'appétit du rempart","Der Hunger des Bollwerks","稜堡の飢え","보루의 굶주림","A Fome do Bastião","Голод бастиона","La hambruna del bastión","ความหิวโหยของปราการ","堡壘飢餓",[],[],[],"","",3,"","",[8890],"","","",[1151],[1151],1151,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2544,481,42,"The One to Fear","Celui qu'il faut craindre","Der zu Fürchtende","恐るべし者","공포의 대상","O Que Deve-se Temer","Тот, кого нужно бояться","La que debe ser temida","ผู้ที่ควรกลัวเกรง","恐懼之物",[],[],[],"","",3,"","",[8891],"","","",[1152],[1152],1152,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2545,482,0,"Admonishment","Admonestation","Ermahnung","戒飭","경고","Advertência","Наказ","Reprimenda","คำเตือน","警示",[],[],[],"","",3,"","",[12953],"","","",[287],[],287,[],287,"","","","","","","","","","","","","","","","",50,[],50,""
2546,501,0,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[2377],"",2377,3,"",2377,[11014],"","","",[],[],1317,[1099],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2547,501,1,"Introduction","Présentations","Einführung","自己紹介","소개","Introdução","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[],"","",3,"","",[11014],"","","",[],[1099],1099,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2548,501,2,"The Trials","Les Épreuves","Die Prüfungen","試練","시련","As Provações","Испытания","Las pruebas","บททดสอบ","試煉",[],[],[],"","",3,"","",[11645],"","","",[1107],[],1107,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2549,501,3,"Chaos","Chaos","Chaos","カオス","혼돈","Caos","Хаос","Caos","เคออส","混沌",[],[],[],"","",3,"","",[11646],"","","",[1108],[],1108,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2550,501,4,"Further Challenges","Défis supplémentaires","Weitere Herausforderungen","更なる挑戦","추가 도전","Próximos Desafios","Последующие испытания","Desafíos adicionales","การท้าทายเพิ่มเติม","更多挑戰",[71],[],[],"","",3,"","",[11026],"","","",[1113],[1099],1113,[],1113,"","","","","","","","","","","","","","","","",50,[],50,""
2551,501,5,"Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","神主",[1560],"[490,0,0,0,2385,0]",[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2552,501,6,"Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","神主",[635],"[490,0,0,0,2385]",[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2553,501,7,"Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","神主",[925],"[490,0,0,0]",[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2554,501,8,"Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","神主",[524],"[490,0,0]",[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2555,501,9,"Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","神主",[522],"[490,0]",[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2556,501,10,"Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","神主",[490],[2385],[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
2557,501,11,"Doryani","Doryani","Doryani","ドリヤニ","도리아니","Doryani","Дориани","Doryani","ดอร์ยานี","神主",[2385],[],[],"","",3,"","",[11647],"","","",[1109],[],1109,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
