"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[string]","bool","[string]","bool","bool","bool","i32","i32","rid","bool"
1959,"Metadata/Chests/MarakethSanctum/BronzeChestShield2","",4,"Superior Bronze Shield Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1268645888,4,-16908288,-16843010,-16843010,-16843010,33619710,0,1644167168,1204,0,0,-2113929216,1204,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2113929216,1204,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1960,"Metadata/Chests/MarakethSanctum/BronzeChestShield3","",4,"Prime Bronze Shield Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1255669760,4,-16908288,-16843010,-16843010,-16843010,33619710,0,671088640,1205,0,0,1207959552,1205,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1207959552,1205,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1961,"Metadata/Chests/MarakethSanctum/BronzeChestBelt1","",4,"Bronze Belt Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1244004352,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-637534208,1205,0,0,-100663296,1205,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-100663296,1205,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1962,"Metadata/Chests/MarakethSanctum/BronzeChestBelt2","",4,"Superior Bronze Belt Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1231159296,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1644167168,1206,0,0,-1107296256,1206,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1107296256,1206,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1963,"Metadata/Chests/MarakethSanctum/BronzeChestBelt3","",4,"Prime Bronze Belt Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1218707456,4,-16908288,-16843010,-16843010,-16843010,33619710,0,1543503872,1207,0,0,2080374784,1207,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2080374784,1207,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1964,"Metadata/Chests/MarakethSanctum/BronzeChestGold1","",4,"Bronze Hoarder's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1206386688,4,-16908288,-16843010,-16843010,-16843010,33619710,0,402653184,1208,0,0,939524096,1208,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,939524096,1208,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1965,"Metadata/Chests/MarakethSanctum/BronzeChestGold2","",4,"Superior Bronze Hoarder's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1192886272,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-436207616,1208,0,0,100663296,1209,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,100663296,1209,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1966,"Metadata/Chests/MarakethSanctum/BronzeChestGold3","",4,"Prime Bronze Hoarder's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,1,-1179779072,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1375731712,1209,0,0,-838860800,1209,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-838860800,1209,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],1,[],"","","",1,100,"",1
1967,"Metadata/Chests/MarakethSanctum/BronzeChestSmallRelic1","",4,"Bronze Small Relic Cache","[""Metadata/Chests/KethAscendancyChests/kethChestBronze.ao""]",1,0,-1166409728,4,-16908288,-16843010,-16843010,-16843010,65278,0,2046820352,1210,0,0,2046820352,1210,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2046820352,1210,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",8,"","","",[],"",[],"","","",1,0,"",1
1968,"Metadata/Chests/MarakethSanctum/SilverChestGeneric1","",4,"Silver Mysterious Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-1148190720,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1879048192,1211,0,0,-1342177280,1211,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1342177280,1211,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1969,"Metadata/Chests/MarakethSanctum/SilverChestGeneric2","",4,"Superior Silver Mysterious Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-1134166016,4,-16908288,-16843010,-16843010,-16843010,33619710,0,1711276032,1212,0,0,-2046820352,1212,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2046820352,1212,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1970,"Metadata/Chests/MarakethSanctum/SilverChestGeneric3","",4,"Prime Silver Mysterious Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-1120534528,4,-16908288,-16843010,-16843010,-16843010,33619710,0,905969664,1213,0,0,1442840576,1213,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1442840576,1213,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1971,"Metadata/Chests/MarakethSanctum/SilverChestMeleeWeapons1","",4,"Silver Warrior's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,0,-1107165184,4,-16908288,-16843010,-16843010,-16843010,65278,0,33554432,1214,0,0,33554432,1214,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,33554432,1214,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],"",[],"","","",1,0,"",1
1972,"Metadata/Chests/MarakethSanctum/SilverChestMeleeWeapons2","",4,"Superior Silver Warrior's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,0,-1094713344,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1073741824,1214,0,0,-1073741824,1214,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1073741824,1214,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],"",[],"","","",1,0,"",1
1973,"Metadata/Chests/MarakethSanctum/SilverChestMeleeWeapons3","",4,"Prime Silver Warrior's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,0,-1082654720,4,-16908288,-16843010,-16843010,-16843010,65278,0,2013265920,1215,0,0,2013265920,1215,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2013265920,1215,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],"",[],"","","",1,0,"",1
1974,"Metadata/Chests/MarakethSanctum/SilverChestRangedWeapons1","",4,"Silver Ranger's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,0,-1071382528,4,-16908288,-16843010,-16843010,-16843010,65278,0,603979776,1216,0,0,603979776,1216,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,603979776,1216,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],"",[],"","","",1,0,"",1
1975,"Metadata/Chests/MarakethSanctum/SilverChestRangedWeapons2","",4,"Superior Silver Ranger's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,0,-1058930688,4,-16908288,-16843010,-16843010,-16843010,65278,0,-503316480,1216,0,0,-503316480,1216,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-503316480,1216,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],"",[],"","","",1,0,"",1
1976,"Metadata/Chests/MarakethSanctum/SilverChestRangedWeapons3","",4,"Prime Silver Ranger's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,0,-1046872064,4,-16908288,-16843010,-16843010,-16843010,65278,0,-1711276032,1217,0,0,-1711276032,1217,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1711276032,1217,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],"",[],"","","",1,0,"",1
1977,"Metadata/Chests/MarakethSanctum/SilverChestCasterWeapons1","",4,"Silver Mage's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-1035862016,4,-16908288,-16843010,-16843010,-16843010,33619710,0,1107296256,1218,0,0,1644167168,1218,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1644167168,1218,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1978,"Metadata/Chests/MarakethSanctum/SilverChestCasterWeapons2","",4,"Superior Silver Mage's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-1021575168,4,-16908288,-16843010,-16843010,-16843010,33619710,0,469762048,1219,0,0,1006632960,1219,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1006632960,1219,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1979,"Metadata/Chests/MarakethSanctum/SilverChestCasterWeapons3","",4,"Prime Silver Mage's Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-1007681536,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-268435456,1219,0,0,268435456,1220,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,268435456,1220,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1980,"Metadata/Chests/MarakethSanctum/SilverChestBodyArmour1","",4,"Silver Body Armour Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-994312192,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1140850688,1220,0,0,-603979776,1220,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-603979776,1220,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1981,"Metadata/Chests/MarakethSanctum/SilverChestBodyArmour2","",4,"Superior Silver Body Armour Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-979763200,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1711276032,1221,0,0,-1174405120,1221,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1174405120,1221,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1982,"Metadata/Chests/MarakethSanctum/SilverChestBodyArmour3","",4,"Prime Silver Body Armour Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-965607424,4,-16908288,-16843010,-16843010,-16843010,33619710,0,1912602624,1222,0,0,-1845493760,1222,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1845493760,1222,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1983,"Metadata/Chests/MarakethSanctum/SilverChestHelmet1","",4,"Silver Helmet Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-953417728,4,-16908288,-16843010,-16843010,-16843010,33619710,0,738197504,1223,0,0,1275068416,1223,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1275068416,1223,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1984,"Metadata/Chests/MarakethSanctum/SilverChestHelmet2","",4,"Superior Silver Helmet Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-940048384,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-134217728,1223,0,0,402653184,1224,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,402653184,1224,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1985,"Metadata/Chests/MarakethSanctum/SilverChestHelmet3","",4,"Prime Silver Helmet Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-927072256,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1107296256,1224,0,0,-570425344,1224,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-570425344,1224,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1986,"Metadata/Chests/MarakethSanctum/SilverChestGloves1","",4,"Silver Gloves Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-914882560,4,-16908288,-16843010,-16843010,-16843010,33619710,0,2013265920,1225,0,0,-1744830464,1225,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1744830464,1225,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1987,"Metadata/Chests/MarakethSanctum/SilverChestGloves2","",4,"Superior Silver Gloves Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-901513216,4,-16908288,-16843010,-16843010,-16843010,33619710,0,1140850688,1226,0,0,1677721600,1226,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1677721600,1226,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1988,"Metadata/Chests/MarakethSanctum/SilverChestGloves3","",4,"Prime Silver Gloves Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-888537088,4,-16908288,-16843010,-16843010,-16843010,33619710,0,167772160,1227,0,0,704643072,1227,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,704643072,1227,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1989,"Metadata/Chests/MarakethSanctum/SilverChestBoots1","",4,"Silver Boots Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-876609536,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1073741824,1227,0,0,-536870912,1227,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-536870912,1227,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1990,"Metadata/Chests/MarakethSanctum/SilverChestBoots2","",4,"Superior Silver Boots Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-863502336,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-2013265920,1228,0,0,-1476395008,1228,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1476395008,1228,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1991,"Metadata/Chests/MarakethSanctum/SilverChestBoots3","",4,"Prime Silver Boots Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-850788352,4,-16908288,-16843010,-16843010,-16843010,33619710,0,1241513984,1229,0,0,1778384896,1229,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1778384896,1229,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1992,"Metadata/Chests/MarakethSanctum/SilverChestShield1","",4,"Silver Shield Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-838598656,4,-16908288,-16843010,-16843010,-16843010,33619710,0,67108864,1230,0,0,603979776,1230,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,603979776,1230,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1993,"Metadata/Chests/MarakethSanctum/SilverChestShield2","",4,"Superior Silver Shield Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-825229312,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-805306368,1230,0,0,-268435456,1230,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-268435456,1230,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1994,"Metadata/Chests/MarakethSanctum/SilverChestShield3","",4,"Prime Silver Shield Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-812253184,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-1778384896,1231,0,0,-1241513984,1231,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1241513984,1231,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1995,"Metadata/Chests/MarakethSanctum/SilverChestBelt1","",4,"Silver Belt Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-800587776,4,-16908288,-16843010,-16843010,-16843010,33619710,0,1207959552,1232,0,0,1744830464,1232,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1744830464,1232,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1996,"Metadata/Chests/MarakethSanctum/SilverChestBelt2","",4,"Superior Silver Belt Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-787742720,4,-16908288,-16843010,-16843010,-16843010,33619710,0,201326592,1233,0,0,738197504,1233,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,738197504,1233,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1997,"Metadata/Chests/MarakethSanctum/SilverChestBelt3","",4,"Prime Silver Belt Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-775290880,4,-16908288,-16843010,-16843010,-16843010,33619710,0,-905969664,1233,0,0,-369098752,1233,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-369098752,1233,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
1998,"Metadata/Chests/MarakethSanctum/SilverChestRing1","",4,"Silver Ring Cache","[""Metadata/Chests/KethAscendancyChests/kethChestSilver.ao""]",1,1,-763625472,4,-16908288,-16843010,-16843010,-16843010,33619710,0,2080374784,1234,0,0,-1677721600,1234,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1677721600,1234,-33554432,-16843010,-16843010,-16843010,-587268354,1184,0,"",[],"",0,0,"",9,"","","",[],1,[],"","","",1,100,"",1
