"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32_178","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","AtlasGroup","SoundEffect","NameHardmode","NameHardmode (French)","NameHardmode (German)","NameHardmode (Japanese)","NameHardmode (Korean)","NameHardmode (Portuguese)","NameHardmode (Russian)","NameHardmode (Spanish)","NameHardmode (Thai)","NameHardmode (Traditional Chinese)","HasHardmodeAlternate","Stat1ValueHardmode","Stat2ValueHardmode","Stat3ValueHardmode","Stat4ValueHardmode","Stat5ValueHardmode","StatsHardmode","SkillPointsGrantedHardmode","BuffsHardmode","IsAtlasWormhole","DescendancyKey","GrantedEffectsPerLevelHardmode","BrequelSubTree","IsBrequelStartingNode","bool_351","IsBrequelWomb"
5351,"AscendancyCustomAssassin11","Art/2DArt/SkillIcons/passives/ChaosResistNotable.dds","[63,490]",13,15,0,0,1582,"Chaos and Minion Damage","Dégâts de chaos et des Créatures","Chaos- und Kreaturenschaden","混沌およびミニオンダメージ","카오스 및 소환수 피해","Dano de Caos e Lacaios","Урон хаосом и урон приспешников","Caos y daño de esbirros","ความเสียหายเคออสและมิเนียน","混沌和召喚物傷害",[],"","","","","","","","","","","","","","","",15,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5352,"AscendancyCustomAssassin12","Art/2DArt/SkillIcons/passives/ChaosDamageOverTimeNotable.dds","[20726,13500]",20,50,0,0,48223,"Weaver's Contrition","Contrition de la tisseuse","Reue des Webers","蜘蛛の懺悔","직공의 회개","Constrição da Fiandeira","Раскаяние ткача","Contrición del tejedor","Weaver's Contrition","編織者的懺悔",[],"",1,"","","","","","","","","","","","","",15,"",[323],0,"","",0,[],77380,"",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","",77380,"","","",""
5353,"AscendancyCustomAssassin13","Art/2DArt/SkillIcons/passives/ChaosResistNotable.dds","[63,490]",13,15,0,0,21521,"Chaos and Minion Damage","Dégâts de chaos et des Créatures","Chaos- und Kreaturenschaden","混沌およびミニオンダメージ","카오스 및 소환수 피해","Dano de Caos e Lacaios","Урон хаосом и урон приспешников","Caos y daño de esbirros","ความเสียหายเคออสและมิเนียน","混沌和召喚物傷害",[],"","","","","","","","","","","","","","","",15,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5354,"AscendancyCustomAssassin14","Art/2DArt/SkillIcons/passives/ChaosDamageOverTimeNotable.dds","[5299,18565]",50,20,0,0,5903,"Skincrawlers","Créatures gangréneuses","Hautkriecher","皮膚を這う者","피부 밑의 벌레","Rastejadores da Pele","Кожные личинки","Insectos escalofriantes","Skincrawlers","皮膚爬行者",[],"",1,"","","","","","","","","","","","","",15,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5355,"AscendancyCustomAssassin15","Art/2DArt/SkillIcons/passives/ChaosResistNotable.dds","[63,490]",13,15,0,0,36919,"Chaos and Minion Damage","Dégâts de chaos et des Créatures","Chaos- und Kreaturenschaden","混沌およびミニオンダメージ","카오스 및 소환수 피해","Dano de Caos e Lacaios","Урон хаосом и урон приспешников","Caos y daño de esbirros","ความเสียหายเคออสและมิเนียน","混沌和召喚物傷害",[],"","","","","","","","","","","","","","","",15,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5356,"AscendancyCustomAssassin16","Art/2DArt/SkillIcons/passives/ChaosDamageOverTimeNotable.dds","[18566,19106]",5,1,0,0,41937,"Neurotoxin","Neurotoxine","Neurotoxin","神経毒","신경독소","Neurotoxina","Нейротоксин","Neurotoxina","Neurotoxin","神經毒素",[],"",1,"","","","","","","","","","","","","",15,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5357,"AscendancyCustomTrickster1","Art/2DArt/SkillIcons/passives/AtlasTrees/AbyssNotable1.dds","[95,12536]",10,10,0,0,37757,"Critical Strike Multiplier and Stealth","Multiplicateur de coup critique et Discrétion","Multiplikator für kritische Treffer und Tarnung","クリティカルダメージ倍率およびステルス","치명타 피해 배율 및 은신","Multiplicador de Golpe Crítico e Furtividade","Множитель критического удара и незаметность","Multiplicador de golpe crítico y sigilo","ตัวคูณคริติคอลและการพรางตัว","暴擊加成和匿蹤",[],"","","","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5358,"AscendancyCustomTrickster2","Art/2DArt/SkillIcons/passives/stabbingcomeback.dds","[9874,21107]",900,1,0,0,24698,"Sightless","Aveugle","Sichtlos","目の見えぬ者","시력 없음","Cego","Незрячий","Invidente","Sightless","無視覺",[],"",1,"","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5359,"AscendancyCustomTrickster3","Art/2DArt/SkillIcons/passives/AtlasTrees/AbyssNotable1.dds","[95,12536]",10,10,0,0,48065,"Critical Strike Multiplier and Stealth","Multiplicateur de coup critique et Discrétion","Multiplikator für kritische Treffer und Tarnung","クリティカルダメージ倍率およびステルス","치명타 피해 배율 및 은신","Multiplicador de Golpe Crítico e Furtividade","Множитель критического удара и незаметность","Multiplicador de golpe crítico y sigilo","ตัวคูณคริติคอลและการพรางตัว","暴擊加成和匿蹤",[],"","","","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5360,"AscendancyCustomTrickster4","Art/2DArt/SkillIcons/passives/stabbingcomeback.dds","[12796,14108]",50,1,0,0,49658,"Directionless","Direction indéfinie","Richtungslos","方向が分からぬ者","방향 없음","Sem Direção","Бесцельный","Desorientado","Directionless","無指引",[],"",1,"","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5361,"AscendancyCustomTrickster5","Art/2DArt/SkillIcons/passives/AtlasTrees/AbyssNotable1.dds","[95,12536]",10,10,0,0,1094,"Critical Strike Multiplier and Stealth","Multiplicateur de coup critique et Discrétion","Multiplikator für kritische Treffer und Tarnung","クリティカルダメージ倍率およびステルス","치명타 피해 배율 및 은신","Multiplicador de Golpe Crítico e Furtividade","Множитель критического удара и незаметность","Multiplicador de golpe crítico y sigilo","ตัวคูณคริติคอลและการพรางตัว","暴擊加成和匿蹤",[],"","","","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5362,"AscendancyCustomTrickster6","Art/2DArt/SkillIcons/passives/stabbingcomeback.dds",[175],2,0,0,0,2048,"Careless","Négligent","Sorglos","不注意な者","조심성 없음","Descuidado","Беспечный","Descuidado","Careless","無謹慎",[],"",1,"","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5363,"AscendancyCustomTrickster7","Art/2DArt/SkillIcons/passives/AtlasTrees/AbyssNotable1.dds","[95,12536]",10,10,0,0,52644,"Critical Strike Multiplier and Stealth","Multiplicateur de coup critique et Discrétion","Multiplikator für kritische Treffer und Tarnung","クリティカルダメージ倍率およびステルス","치명타 피해 배율 및 은신","Multiplicador de Golpe Crítico e Furtividade","Множитель критического удара и незаметность","Multiplicador de golpe crítico y sigilo","ตัวคูณคริติคอลและการพรางตัว","暴擊加成和匿蹤",[],"","","","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5364,"AscendancyCustomTrickster8","Art/2DArt/SkillIcons/passives/stabbingcomeback.dds","[10137,20627]",50,50,0,0,50352,"Shapeless","Immatériel","Gestaltlos","形を持たぬ者","형체 없음","Sem Forma","Бесформенный","Amorfo","Shapeless","無形狀",[],"",1,"","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5365,"AscendancyCustomTrickster9","Art/2DArt/SkillIcons/passives/AtlasTrees/AbyssNotable1.dds","[95,12536]",10,10,0,0,37782,"Critical Strike Multiplier and Stealth","Multiplicateur de coup critique et Discrétion","Multiplikator für kritische Treffer und Tarnung","クリティカルダメージ倍率およびステルス","치명타 피해 배율 및 은신","Multiplicador de Golpe Crítico e Furtividade","Множитель критического удара и незаметность","Multiplicador de golpe crítico y sigilo","ตัวคูณคริติคอลและการพรางตัว","暴擊加成和匿蹤",[],"","","","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5366,"AscendancyCustomTrickster10","Art/2DArt/SkillIcons/passives/stabbingcomeback.dds",[17492],1,0,0,0,41349,"Faithless","Dépourvu de foi","Glaubenslos","信仰なき者","신념 없음","Sem Fé","Неверящий","Incrédulo","Faithless","無信仰",[],"",1,"","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5367,"AscendancyCustomTrickster11","Art/2DArt/SkillIcons/passives/AtlasTrees/AbyssNotable1.dds","[95,12536]",10,10,0,0,45027,"Critical Strike Multiplier and Stealth","Multiplicateur de coup critique et Discrétion","Multiplikator für kritische Treffer und Tarnung","クリティカルダメージ倍率およびステルス","치명타 피해 배율 및 은신","Multiplicador de Golpe Crítico e Furtividade","Множитель критического удара и незаметность","Multiplicador de golpe crítico y sigilo","ตัวคูณคริติคอลและการพรางตัว","暴擊加成和匿蹤",[],"","","","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5368,"AscendancyCustomTrickster12","Art/2DArt/SkillIcons/passives/stabbingcomeback.dds","[9770,9769]",5,1,0,0,59546,"Restless","Sans répit","Ruhelos","休みなき者","안식 없음","Inquieto","Беспокойный","Incansable","Restless","無休止",[],"",1,"","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5369,"AscendancyCustomTrickster13","Art/2DArt/SkillIcons/passives/AtlasTrees/AbyssNotable1.dds","[95,12536]",10,10,0,0,40063,"Critical Strike Multiplier and Stealth","Multiplicateur de coup critique et Discrétion","Multiplikator für kritische Treffer und Tarnung","クリティカルダメージ倍率およびステルス","치명타 피해 배율 및 은신","Multiplicador de Golpe Crítico e Furtividade","Множитель критического удара и незаметность","Multiplicador de golpe crítico y sigilo","ตัวคูณคริติคอลและการพรางตัว","暴擊加成和匿蹤",[],"","","","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5370,"AscendancyCustomTrickster14","Art/2DArt/SkillIcons/passives/stabbingcomeback.dds","[7131,7132]",5,5,0,0,5281,"Lightless","Dépourvu de lumière","Lichtlos","光なき者","빛 없음","Sem Luz","Бессветный","Oscuro","Lightless","無光芒",[],"",1,"","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5371,"AscendancyCustomTrickster15_","Art/2DArt/SkillIcons/passives/AtlasTrees/AbyssNotable1.dds","[95,12536]",10,10,0,0,40731,"Critical Strike Multiplier and Stealth","Multiplicateur de coup critique et Discrétion","Multiplikator für kritische Treffer und Tarnung","クリティカルダメージ倍率およびステルス","치명타 피해 배율 및 은신","Multiplicador de Golpe Crítico e Furtividade","Множитель критического удара и незаметность","Multiplicador de golpe crítico y sigilo","ตัวคูณคริติคอลและการพรางตัว","暴擊加成和匿蹤",[],"","","","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5372,"AscendancyCustomTrickster16_","Art/2DArt/SkillIcons/passives/AtlasTrees/AbyssNotable1.dds","[95,12536]",10,10,0,0,7237,"Critical Strike Multiplier and Stealth","Multiplicateur de coup critique et Discrétion","Multiplikator für kritische Treffer und Tarnung","クリティカルダメージ倍率およびステルス","치명타 피해 배율 및 은신","Multiplicador de Golpe Crítico e Furtividade","Множитель критического удара и незаметность","Multiplicador de golpe crítico y sigilo","ตัวคูณคริติคอลและการพรางตัว","暴擊加成和匿蹤",[],"","","","","","","","","","","","","","","",16,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5373,"AscendancyCustomTrickster17","Art/2DArt/SkillIcons/passives/stabbingcomeback.dds","[12966,217]",300,30,0,0,16115,"Formless","Informe","Formlos","姿なき者","형상 없음","Disforme","Аморфный","Deforme","Formless","無形體",[],"",1,"","","","","","","","","","","","","",16,"",[389],0,"","",0,[],52804,"",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","",52804,"","","",""
5374,"AscendancyCustomSaboteur1","Art/2DArt/SkillIcons/passives/ColdDamageOverTimeNode.dds","[682,1776,218]",5,10,4,0,48926,"Flee Chance, Fish Rarity, and Cast Speed","Chances de Fuite, Rareté des Poissons, et Vitesse d'incantation","Chance auf Fliehen, Fischseltenheit und Zaubergeschwindigkeit","逃走付与確率、魚レアリティおよびキャストスピード","도망 확률, 물고기 희귀도 및 시전 속도","Chance de Fugir, Raridade de Peixes e Velocidade de Conjuração","Шанс испугать, редкость рыбы и скорость сотворения чар","Probabilidad de huir, rareza de los peces y velocidad de lanzamiento de hechizos","โอกาสหลบหนี, ระดับความหายากปลา, ความเร็วในการร่าย","逃跑機率、魚類稀有度、和施法速度",[],"","","","","","","","","","","","","","","",17,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5375,"AscendancyCustomSaboteur2","Art/2DArt/SkillIcons/passives/AtlasTrees/TempestNotable1.dds","[21100,2275]",1,1,0,0,37082,"Baited Breath","Souffle retenu","Angehaltener Atem","息を殺して魚を待つ","미끼를 문 숨결","Respiração Suspensa","Затаенное дыхание","Picar el anzuelo","Baited Breath","誘餌之息",[],"",1,"","","","","","","","","","","","","",17,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
5376,"AscendancyCustomSaboteur3","Art/2DArt/SkillIcons/passives/ColdDamageOverTimeNode.dds","[682,1776,218]",5,10,4,0,53922,"Flee Chance, Fish Rarity, and Cast Speed","Chances de Fuite, Rareté des Poissons, et Vitesse d'incantation","Chance auf Fliehen, Fischseltenheit und Zaubergeschwindigkeit","逃走付与確率、魚レアリティおよびキャストスピード","도망 확률, 물고기 희귀도 및 시전 속도","Chance de Fugir, Raridade de Peixes e Velocidade de Conjuração","Шанс испугать, редкость рыбы и скорость сотворения чар","Probabilidad de huir, rareza de los peces y velocidad de lanzamiento de hechizos","โอกาสหลบหนี, ระดับความหายากปลา, ความเร็วในการร่าย","逃跑機率、魚類稀有度、和施法速度",[],"","","","","","","","","","","","","","","",17,"",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","","",0,0,0,0,0,[],0,[],"","","","","","",""
