"rownum","Id","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Invisible","Removable","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","StatsKeys","CancelOnDeath","i32_43","ShowCount","Maximum_StatsKey","Current_StatsKey","bool_80","i32_81","BuffVisualsKey","bool_101","bool_102","BuffCategory","bool_107","bool_108","bool_109","bool_110","BuffLimit","bool_115","Id2","IsRecovery","bool_125","MinStat","bool_142","UIStackMode","bool_147","IsSkillBuff","i32_149","[i32]_153","bool_169","bool_170","MultiPartAchievement","bool_187","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool_252","bool_253","bool_254","bool_255","bool_256","rid_257","[i32]_273","string_289","string_289 (French)","string_289 (German)","string_289 (Japanese)","string_289 (Korean)","string_289 (Portuguese)","string_289 (Russian)","string_289 (Spanish)","string_289 (Thai)","string_289 (Traditional Chinese)","[rid]_297","bool_313"
2119,"life_%_to_prevent_and_lose_over_time","","","","","","","","","","",1,"","","","","","","","","","","",[17217],1,3,"","","","",36,0,1,"",4,"",1,"","",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[17217],[],"","","","","","",[],"","","","","","","","","","",[],""
2120,"mtx_spawned_bees_recently","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,1,"","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2121,"ancestor_totem_buff_totem_buff","","","","","","","","","","",1,"","","","","","","","","","","",[],1,2,"","","","",36,0,1,"",18,"","","","",0,"","AncestorTotemBuff","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2122,"mtx_melding_of_the_flesh_hit_detected","","","","","","","","","","",1,"","","","","","","","","","","",[],"",2,"","","","",36,0,1,"",18,"",1,1,"",0,"","MtxMeldingOfTheFlesh","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2123,"sanctum_damage_immunity","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[17262],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2124,"mtx_clockwork_heart_effects","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,"","MtxClockworkHeartEffect","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2125,"mtx_jellyfish_swarm_effects","","","","","","","","","","",1,"","","","","","","","","","","",[],"",3,"","","","",36,0,1,"",18,"",1,1,"",0,"","MtxJellyfishSwarmEffect","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2126,"unique_flask_explode_random_element","","","","","","","","","","",1,"","","","","","","","","","","",[17349],1,3,"","","","",36,0,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[17349],[],"","","","","","",[],"","","","","","","","","","",[],""
2127,"give_onslaught","[DNT] This exists as a hack to be applied to minions as an affectsparents buff - probably should be changed/replaced in future","[DNT] This exists as a hack to be applied to minions as an affectsparents buff - probably should be changed/replaced in future","[DNT] This exists as a hack to be applied to minions as an affectsparents buff - probably should be changed/replaced in future","[DNT] This exists as a hack to be applied to minions as an affectsparents buff - probably should be changed/replaced in future","[DNT] This exists as a hack to be applied to minions as an affectsparents buff - probably should be changed/replaced in future","[DNT] This exists as a hack to be applied to minions as an affectsparents buff - probably should be changed/replaced in future","[DNT] This exists as a hack to be applied to minions as an affectsparents buff - probably should be changed/replaced in future","[DNT] This exists as a hack to be applied to minions as an affectsparents buff - probably should be changed/replaced in future","[DNT] This exists as a hack to be applied to minions as an affectsparents buff - probably should be changed/replaced in future","[DNT] This exists as a hack to be applied to minions as an affectsparents buff - probably should be changed/replaced in future",1,"","","","","","","","","","","",[],1,3,"","","","",36,0,1,"",18,"","","","",0,"","","","","","",5,"","",0,[],"","",[],"",[],[1787],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2128,"mtx_sand_chronomancer","","","","","","","","","","",1,1,"","","","","","","","","","",[],1,2,"","","","",36,0,1,"",18,"",1,1,"",0,"","MTXSandChronomancerBuff","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2129,"sanctum_vortex_degen","You are taking Chaos Damage over time.","Vous subissez des Dégâts de chaos sur la durée.","Ihr erleidet Chaosschaden über Zeit.","継続混沌ダメージを受けている。","지속 번개 피해를 받고 있습니다.","Você está sofrendo Dano de Caos degenerativo.","Вы получаете постепенный урон хаосом.","Recibes daño de caos degenerativo.","คุณได้รับความเสียหาย เคออส ต่อเนื่อง","你持續受到混沌傷害。","","","Heretic's Ire","Courroux de l'Hérétique","Zorn des Häretikers","異端者の怒り","이단자의 진노","Ira do Herege","Гнев еретика","Ira del hereje","ความพิโรธของผู้นอกรีต","異教之怒",[455],1,3,"","","","",36,1897,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[221],"",[],[],[455],[],"","","","","","",[0],"","","","","","","","","","",[],""
2130,"vaal_cleave_stolen_mods_buff","You have taken the modifiers of a slain Rare Monster for yourself","Vous avez tué un Monstre rare et dérobé ses mods.","Ihr habt die Modifikatoren eines getöteten seltenen Monsters gestohlen.","倒したレアモンスターのモッドを奪い自分自身の物としている","희귀 몬스터를 처치하여 해당 몬스터의 속성을 획득했습니다.","Você tomou os modificadores de um Monstro Raro morto para si","Вы присвоили себе свойства убитого редкого монстра","Has robado los modificadores de un monstruo raro que has derrotado y ahora los tienes tú","คุณได้ช่วงชิงม็อดของ มอนสเตอร์แรร์ ที่คุณสังหารมาเป็นของตัวเอง","你取得擊殺稀有怪物的詞綴","","","Stolen modifiers","Modificateurs volés","Gestohlene Modifikatoren","奪ったモッド","훔친 속성","Modificadores Roubados","Украденные свойства","Modificadores robados","ฉกฉวยม็อด","盜竊詞綴",[],1,1,1,"","","",36,288,1,"",15,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2131,"vaal_cleave_executioner_buff","Cleave has Culling Strike, a larger Area of Effect and deals more Damage against Enemies that are on Low Life.","Taillade obtient Coup de grâce, une plus grande Zone d'effet et inflige Davantage de Dégâts contre les Ennemis dont la Vie est Basse.","Spalten hat Todesstoß, einen größeren Wirkungsbereich und verursacht mehr Schaden gegen Gegner bei niedrigem Leben.","クリーヴはカリングストライクおよび大きな効果範囲を持ち、低ライフ状態の敵に対するダメージが上昇する","회전베기로 마무리 타격이 가능하며, 회전베기의 효과 범위가 넓어지고 낮은 생명력 상태의 적에게 주는 피해가 증폭됩니다.","Cutilada tem Golpe Abatedor, uma grande Área de Efeito e causa mais Dano contra Inimigos que estão em Vida Baixa.","Рассечение обладает Добиванием, большей областью действия и наносит больше урона по врагам с малым количеством здоровья","Hendidura tiene Golpe de gracia, un área de efecto más grande e inflige más daño contra los enemigos que tienen la vida baja.","ปาดมี จู่โจมปลิดชีพ, มีพื้นที่ส่งผลขนาดใหญ่ขึ้น, และสร้างความเสียหาย เพิ่มขึ้น อีก ต่อศัตรูที่มี พลังชีวิตเหลือน้อย","劈砍有撲殺，有較大的範圍效果和對貧血的敵人造成更多傷害。","","","Executioner","Bourreau","Henker","処刑人","사형 집행자","Carrasco","Палач","Ejecutor","เพชฌฆาต","劊子手","[17396,17402,17404]",1,2,"","","","",36,1615,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[17396,17402,17404]",[],"","","","","","",[],"","","","","","","","","","",[],""
2132,"cut_debuff","","","","","","","","","","",1,"","","","","","","","","","","",[],"",1,"","","","",36,0,1,"",2,"",1,1,"",0,"","CutDebuff","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2133,"mtx_blood_boil_sword_health_bar","","","","","","","","","","",1,"","","","","","","","","","","",[],"",2,"","","","",36,0,1,"",18,"",1,1,"",0,"","MTXBloodBoilSwordHealthBarBuff","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2134,"block_sanctum_hit_damage","Ignore Resolve lost from the next Hit","Permet d'ignorer la Résolution perdue sur le prochain Coup.","Willenskraft-Verlust durch nächsten Treffer wird ignoriert.","次のヒットによる決死の消失を無視する","다음 피격 시 투지 상실을 무시합니다.","Ignora a Determinação perdida no próximo Acerto","Игнорирует потерю решимости от следующего удара.","Ignoras la pérdida de resolución del próximo golpe","มองข้ามการ สูญเสียความมุ่งมั่น จากการปะทะครั้งถัดไป","無視下次擊中失去決心","","","Silver Descry","Oculus d'argent","Silberner Blick","銀色の希望","은 성표","Visão de Prata","Серебряные заметки","Percepción plateada","ตราเทวเนตรเงิน","銀白之敘",[],"",4,1,"","","",36,1916,1,"",18,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[17448],[],[],"","","","","","",[],"","","","","","","","","","",[],""
2135,"ground_sanctum","You are taking Physical Damage over time and your Resolve is being drained.","Vous subissez des Dégâts physiques sur la durée et votre Résolution est drainée.","Ihr erleidet physischen Schaden über Zeit und verliert Willenskraft.","物理継続ダメージを受け、決心が枯渇していっている","지속 물리 피해를 받으며 투지가 고갈되고 있습니다.","Você está sofrendo Dano Físico degenerativo e sua Determinação está sendo drenada.","Вы получаете постепенный физический урон, а ваша решимость вытягивается.","Recibes daño físico degenerativo y tu resolución se está vaciando.","คุณได้รับความเสียหาย กายภาพ ต่อเนื่อง และคุณกำลังถูกดูดความแน่วแน่","你持續受到物裡傷害和你的決心被吸取。","","","Enervation","Débilitation","Schwäche","無気力","피폐","Inervação","Утомление","Embotamiento","สิ้น​ซึ่ง​เรี่ยวแรง","削弱","[355,17209]",1,3,"","","","",36,1914,1,"",2,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[190],"",[],[],"[355,17209]",[],"","","","","","",[0],"","","","","","","","","","",[],""
2136,"invisible_holy_fire_sanctum","You are losing Resolve over time from a Divine Flare","Vous perdez de la Résolution sur la durée provenant d'une Flamboyance divine.","Ihr verliert Willenskraft über Zeit durch eine Göttliche Fackel.","聖なる炎により時間経過で決心を失っている","신성한 섬광으로 인해 지속적으로 투지를 잃고 있습니다.","Você está perdendo Determinação com o tempo de um Sinalizador Divino","Вы постепенно теряете решимость из-за божественного пламени.","Pierdes resolución a lo largo del tiempo por un fulgor divino","คุณกำลังสูญเสียความแน่วแน่อย่างต่อเนื่องจาก เปลวธรรมะ","你持續從聖光束失去決心","","","Divine Flare","Flamboyance divine","Göttliche Fackel","聖なる炎","신성한 섬광","Chama Divina","Божественное пламя","Fulgor divino","เปลวธรรมะ","聖光束",[17209],"",3,"","","","",36,35,1,"",2,"",1,1,"",0,"","InvisibleFireBuff","","","","",5,"","",0,[],"","",[],"",[],[],[17209],[],"","","","","","",[],"","","","","","","","","","",[],""
2137,"sanctum_portal_immobilise","","","","","","","","","","",1,"","","","","","","","","","","",[7417],1,3,"","","","",36,1928,1,"",18,1,1,1,"",0,1,"","","","","",5,"","",0,[],"","",[162],"",[],"[7025,141,400,862]",[7417],[],"","","","","","",[0],"","","","","","","","","","",[],""
2138,"vaal_snapping_adder","Vaal Venom Gyre is creating caught projectiles.","Spirale venimeuse vaal crée des projectiles déjà rattrapés.","Euer Vaal-Giftwirbel erzeugt eingefangene Projektile.","ヴァールヴェノムジャイルが回収できる投射物を生成している","바알 독액 선회가 붙잡은 투사체를 생성합니다.","Espiral Venenosa Vaal está criando projéteis capturados.","Круг яда ваал создает снаряды, которые можно поймать","Espiral de veneno vaal está creando proyectiles atrapados.","วาล์ มีดบินอสรพิษ (Vaal Venom Gyre) กำลังสร้าง โพรเจกไทล์ที่รับไว้","瓦爾．猛毒迴旋正在製造接住的投射物。","","","Vaal Venom Gyre","Spirale venimeuse vaal","Vaal-Giftwirbel","ヴァールヴェノムジャイル","바알 독액 선회","Espiral Venenosa Vaal","Круг яда ваал","Espiral de veneno vaal","วาล์ มีดบินอสรพิษ","瓦爾．猛毒迴旋",[],1,3,"","","","",36,1917,1,"",6,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
