"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","PoE2","string_26","Guild","row_35","string_43"
829,"PoE2PrimalSkills","Primal Skills","Aptitudes primitives","Urzeitliche Fertigkeiten","原初スキル","원시 스킬","Habilidades Primitivas","Первобытные умения","Habilidades primitivas","สกิลปฐมกาล","原始技能","","","","","",35,""
830,"PoE2FlailSkills","Flail Skills","Aptitudes au fléau","Flegel-Fertigkeiten","フレイルスキル","도리깨 스킬","Habilidades de Mangual","Умения кистеня","Habilidades de mangual","สกิลลูกตุ้ม","鏈錘技能","","","","","",35,""
831,"PoE2MaceSkills","Mace Skills","Aptitudes à la masse","Streitkolben-Fähigkeiten","メイススキル","철퇴 스킬","Habilidades de Maça","Умения булавы","Habilidades de maza","สกิลกระบอง","錘技能","","","","","",35,""
832,"PoE2AxeSkills","Axe Skills","Aptitudes à la hache","Axt-Fertigkeiten","斧スキル","도끼 스킬","Habilidades de Machado","Умения топора","Habilidades de hacha","สกิลขวาน","斧技能","","","","","",35,""
833,"PoE2CrossbowSkills","Crossbow Skills","Aptitudes à l'arbalète","Armbrust-Fertigkeiten","クロスボウスキル","석궁 스킬","Habilidades de Besta","Умения самострела","Habilidades de ballesta","สกิลหน้าไม้","十字弓技能","","","","","",35,""
834,"PoE2SwordSkills","Sword Skills","Aptitudes à l'épée","Schwert-Fertigkeiten","剣スキル","검 스킬","Habilidades de Espada","Умения меча","Habilidades de espada","สกิลดาบ","劍技能","","","","","",35,""
835,"PoE2TrackingScrolls","Tracking Scrolls","Parchemins de suivi","Buchhalter-Schriftrolle","記録のスクロール","추적 주문서","Pergaminhos de Rastreio","Свитки отслеживания","Pergaminos de rastreo","แผ่นบันทึก","追蹤卷軸","","","","","",37,""
836,"PoE2ShapeshiftSkin","Shapeshift Skins","Apparences de Métamorphose","Gestaltwandler-Skins","シェープシフトスキン","형태 변환 스킨","Visuais de Transformação","Эффекты превращения","Aspectos de transformación","สกินกลายร่าง","變形外觀","","","","","",36,""
837,"PoE2WereBearShapeshiftSkin","Bear Shapeshift Skin","Apparence de Métamorphose en Ours ","Bär-Gestaltwandler-Skin","ベアシェープシフトスキン","곰 형태 변환 스킨","Visual de Transformação em Urso","Эффект превращения в медведя","Aspecto de transformación para oso","สกินกลายร่างหมี","巨熊變形外觀","","","","","",836,""
838,"PoE2WolfShapeshiftSkin","Wolf Shapeshift Skin","Apparence de Métamorphose en Loup-garou","Wolf-Gestaltwandler-Skin","ウルフシェープシフトスキン","늑대 형태 변환 스킨","Visual de Transformação em Lobo","Эффект превращения в волка","Aspecto de transformación en lobo","สกินกลายร่างหมาป่า","狼人變形外觀","","","","","",836,""
839,"PoE2DemonShapeshiftSkin","Demon Shapeshift Skin","Apparence de Métamorphose en Démon","Dämon-Gestaltwandler-Skin","デーモンシェープシフトスキン","악마 형태 변환 스킨","Visual de Transformação em Demônio","Эффект превращения в демона","Aspecto de transformación en demonio","สกินกลายร่างปีศาจ","惡魔變形外觀","","","","","",836,""
840,"PoE2WyvernShapeshiftSkin","Wyvern Shapeshift Skin","Apparence de Métamorphose en Wyverne","Lindwurm-Gestaltwandler-Skin","ワイバーンシェープシフトスキン","와이번 형태 변환 스킨","Visual de Transformação em Serpe","Эффект превращения в виверну","Aspecto de transformación en guiverno","สกินกลายร่างไวเวิร์น","飛飛龍變形外觀","","","","","",836,""
841,"PoE2Emote","[DNT]Emote","[DNT]Emote","[DNT]Emote","[DNT]Emote","[DNT]Emote","[DNT]Emote","[DNT]Emote","[DNT]Emote","[DNT]Emote","[DNT]Emote","","","","","","",""
842,"TradeTabs","Merchant's Tabs","Onglet de Marchand","Händler-\nTruhenfächer","マーチャントタブ","상인의 탭","Abas de Comerciante","Торговые секции","Pestañas de mercader","แท็บค้าขาย","商人倉庫頁","","","","","","",""
843,"Abyss","Abyss","Abyss","Abgrund","アビス","심연","Abismo ","Бездна","Abismo","Abyss","深淵","","","","","","",""
844,"AngelsAndDemons","Angels and Demons","Anges et Démons","Engel und Dämonen","天使と悪魔","천사와 악마","Anjos e Demônios ","Ангелы и демоны","Ángeles y demonios","Angels and Demons","天使和惡魔","","","","","","",""
845,"Animal","Animal","Animal","Tiere","動物","동물","Animal ","Звериные","Animal","Animal","動物","","","","","","",""
846,"Apocalypse","Apocalypse","Apocalypse","Apokalypse","黙示録","종말","Apocalipse ","Апокалипсис","Apocalipsis","Apocalypse","天啟","","","","","","",""
847,"Apollyon","Apollyon","Apollyon","Apollyon","アポリオン","지옥 악마","Apollyon ","Аполлион","Abadón","Apollyon","煉獄帝王","","","","","","",""
848,"Arcane","Arcane","Arcane","Arkan","アーケイン","비전","Arcano ","Колдовские","Arcano","Arcane","秘術","","","","","","",""
849,"Arctic","Arctic","Arctique","Arktisch","極寒","한기","Ártico ","Северные","Ártico","Arctic","極地","","","","","","",""
850,"Atlantis","Atlantis","Atlantis","Atlantis","アトランティス","아틀란티스","Atlântida ","Атлантида","Atlantis","Atlantis","亞特蘭提斯","","","","","","",""
851,"Atlas","Atlas","Atlas","Atlas","アトラス","아틀라스","Atlas ","Атлас","Atlas","Atlas","輿圖","","","","","","",""
852,"Beast","Beast","Bête","Bestie","野獣","야수","Fera ","Зверь","Bestia","Beast","野獸","","","","","","",""
853,"Blackguard","Blackguard","Garde noir","Schwarzgarde","ブラックガード","검은 근위대","Guarda Negra ","Чёрная стража","Guardia negro","Blackguard","烏旗守衛","","","","","","",""
854,"Carnival","Carnival","Carnaval","Nachtzirkus","カーニバル","카니발","Carnaval ","Карнавал","Circense","Carnival","鬼島狂歡","","","","","","",""
855,"Celestial","Celestial","Céleste","Himmlisch","天体","천공","Celestial ","Небесные","Celestial","Celestial","星際","","","","","","",""
856,"ChallengeRewards","Challenge Rewards","Récompenses de défis","Herausforderungsbelohnungen","チャレンジ報酬","도전과제 보상","Recompensas de Desafio ","Награды за испытания","Recompensas de desafíos","ของรางวัลภารกิจท้าทาย","挑戰獎勵","","","","","","",""
857,"Crystal","Crystal","Cristal","Kristall","結晶","수정","Cristal ","Кристальные","Cristal","Crystal","水晶","","","","","","",""
858,"Delve","Delve","Delve","Delve","デルヴ","탐광","Delve ","Спуск","Delve","Delve","掘獄聯盟","","","","","","",""
859,"Demonic","Demonic","Démoniaque","Dämonisch","悪魔","악마","Demoníaco ","Демонические","Demoníaco","Demonic","惡魔的","","","","","","",""
860,"Dungeon","Dungeon","Donjon","Verlies","地下牢","던전","Masmorra ","Подземелье","Mazmorra","Dungeon","地牢","","","","","","",""
861,"Effects","Effects","Effets","Effekte","エフェクト","이펙트","Efeitos ","Эффекты","Efectos","ภาพเอฟเฟค","特效","","","","","","",""
862,"Encampment","Encampment","Campement","Lager","野営地","야영지","Acampamento ","Лагерь","Campamento","Encampment","營地","","","","","","",""
863,"Fairgraves","Fairgraves","Fairgraves","Fairgraves","フェアグレーヴズ","페어그레이브즈","Fairgraves ","Фейргрейвс","Fairgraves","Fairgraves","費爾船長","","","","","","",""
864,"Fire","Fire","Feu","Feuer","火","화염","Fogo ","Огонь","Fuego","Fire","火焰","","","","","","",""
865,"FireAndIce","Fire and Ice","Feu et Glace","Feuer und Eis","火と氷","화염 및 얼음","Fogo e Gelo ","Огонь и лёд","Hielo y fuego","Fire and Ice","冰與火","","","","","","",""
866,"Forest","Forest","Forêt","Wald","森林","숲","Floresta ","Лес","Bosque","Forest","森林","","","","","","",""
867,"Frontier","Frontier","Frontière","Grenzland","フロンティア","개척지","Fronteira ","Рубеж","Frontera","Frontier","壁壘","","","","","","",""
868,"Games","Games","Jeux","Spiele","ゲーム","게임","Jogos ","Игры","Juegos","เกม","玩具","","","","","","",""
869,"Glimmerwood","Glimmerwood","Boiscintillant","Düsterwald","グリマーウッド","미광의 숲","Bosque Brilhante ","Мерцающий лес","Bosque encantado","Glimmerwood","微熠之森","","","","","","",""
870,"Gore","Gore","Gore","Blut","血塗れ","선혈","Carnificina ","Кровавые","Sangriento","Gore","嗜血","","","","","","",""
871,"Halloween","Halloween","Halloween","Halloween","ハロウィン","핼러윈","Halloween ","Хэллоуин","Halloween","Halloween","萬聖節","","","","","","",""
872,"Harmony","Harmony","Harmonie","Harmonie","調和","조화","Harmonia ","Гармония","Armonía","Harmony","萬物和諧","","","","","","",""
873,"Heist","Heist","Heist","Heist","ハイスト","강탈","Golpe ","Кража","Heist","Heist","劫盜同盟","","","","","","",""
874,"HideoutItem","Hideout Item","Objet de Repaire","Versteck-Gegenstand","隠れ家アイテム","은신처 아이템","Item de Refúgio ","Предмет для убежища","Objeto de guarida","ไอเทมที่ซ่อน","藏身處物品","","","","","","",""
875,"Highgate","Highgate","Hautevoie","Hohenpforte","ハイゲート","하이게이트","Altoportão ","Македы","Atalaya","Highgate","統治者之殿","","","","","","",""
876,"Ice","Ice","Glace","Eis","氷","얼음","Gelo ","Лёд","Hielo","Ice","冰","","","","","","",""
877,"Illusionist","Illusionist","Illusionniste","Illusionist","奇術師","환상술사","Ilusionista ","Иллюзионист","Ilusionista","Illusionist","神幻術士","","","","","","",""
878,"Infernal","Infernal","Infernal","Höllisch","地獄","지옥불","Infernal ","Адские","Infernal","Infernal","獄炎","","","","","","",""
879,"Library","Library","Bibliothèque","Bibliothek","図書館","도서관","Biblioteca ","Библиотека","Biblioteca","Library","圖書館","","","","","","",""
880,"Lightning","Lightning","Foudre","Blitz","雷","번개","Raio ","Молнии","Relámpago","Lightning","閃電","","","","","","",""
881,"MidnightPact","Midnight Pact","Pacte de minuit","Mitternachtspakt","ミッドナイトパクト","심야의 서약","Pacto da Meia-Noite ","Полночная сделка","Pacto de medianoche","Midnight Pact","血夜冥約","","","","","","",""
882,"Miracle","Miracle","Miracle","Wunder","奇跡","기적","Milagre ","Чудесные","Milagroso","Miracle","奇蹟","","","","","","",""
883,"Miscellaneous","Miscellaneous","Divers","Sonstige","その他","기타","Diversos ","Разное","Misceláneo","อื่นๆ","其它","","","","","","",""
884,"Nature","Nature","Nature","Natur","自然","자연","Natureza ","Природные","Naturaleza","Nature","自然","","","","","","",""
885,"Oriath","Oriath","Oriath","Oriath","オリアス","오리아스","Oriath ","Ориат","Oriath","Oriath","奧瑞亞","","","","","","",""
886,"Ornate","Ornate","Orné","Verziert","華美","화려","Ornamentado ","Украшенные","Ornamentado","Ornate","華麗","","","","","","",""
887,"Polaris","Polaris","Polaris","Polaris","北極星","폴라리스","Polaris ","Полярность","Polaris","Polaris","北極星辰","","","","","","",""
888,"Primeval","Primeval","Primitif","Urzeitlich","原始","원시","Primevo ","Первобытные","Primitivo","Primeval","原始","","","","","","",""
889,"Sanctum","Sanctum","Sanctum","Sanktum","サンクタム","성역","Sanctum ","Святилище","Sanctum","Sanctum","禁忌聖域","","","","","","",""
890,"Sentinel","Sentinel","Sentinel","Wächter","センチネル","파수꾼","Sentinela ","Дозор","Sentinel","Sentinel","守望號令","","","","","","",""
891,"Steampunk","Steam-Powered","Thermique","Dampfbetrieben","蒸気機関","증기 동력","A Vapor ","Паровые","Steampunk","Steam-Powered","蒸氣泰坦","","","","","","",""
892,"Stygian","Stygian","Stygien","Schauerlich","スティギアン","명계","Estígio ","Стигийские","Estigio","Stygian","冥河","","","","","","",""
893,"Synthesis","Synthesis","Synthesis","Synthesis","シンセシス","결합","Síntese ","Синтез","Synthesis","Synthesis","尋夢追憶","","","","","","",""
