"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool_64","BuffName","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]_130","EPKFiles","BuffVisualOrbs","MiscAnimated3","WeaponEffect","string_210","f32_218","f32_222","bool_226","bool_227","[string]_228"
2274,"divination_buff_the_web","Art/2DArt/BuffIcons/TheWebBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2275,"divination_buff_three_faces_in_the_dark","Art/2DArt/BuffIcons/ThreeFacesInTheDarkBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2276,"divination_buff_tranquility","Art/2DArt/BuffIcons/TranquillityBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2277,"divination_buff_arrogance_of_the_vaal","Art/2DArt/BuffIcons/ArroganceoftheVaalBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2278,"allflame_revived_visuals","Art/2DArt/BuffIcons/TranquillityBuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Catarina_Infection/catarinaInfection.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2279,"zana_skill_affected_monster","","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Memories_Zana/mechanics/rose_petals/player_petals_discharge/epk/affected_monster.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2280,"legacy_of_rose_celestial_charges","Art/2DArt/BuffIcons/WhisperingNebula.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[191],"","","",0,0,"","",[]
2281,"ground_ice_lightning_neglect","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/Spells/supports/aurafy/chilled.epk""]",[],"","Energized Ice","Glace chargée","Energiegeladenes Eis","活性化した氷","에너지를 얻은 얼음","Gelo Energizado","Наэлектризованный лёд","Hielo energizado","น้ำแข็งอาบประจุ","激發寒冰","","","You are shocked and chilled","Vous êtes électrocuté et frigorifié","Ihr seid geschockt und unterkühlt.","感電および冷却状態になっている","감전되고 냉각됨","Você está eletrificado e esfriado","Вы охлаждены и испытываете шок","Estás electrocutado y escarchado","คุณติดสถานะ ช็อคและหนาวเย็น","你受到感電和冰緩","Metadata/Effects/StatusAilments/Chilled_player.epk","","",[],[],[],"","","",0,0,1,1,[]
2282,"zana_skill_reviving_monster","","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Memories_Zana/mechanics/renew/EPKs/revival.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2283,"chain_hook_attached","Art/2DArt/BuffIcons/ChainHookofTrarthusDebuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2284,"righteous_blades","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"","","",0,0,"","",[]
2285,"shaper_apparition_effected_beam","","[""Metadata/Effects/Microtransactions/Weapon_effects/uniques/WhisperingNebula/epk/beam_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2286,"benevolence_volatile_ground","Art/2DArt/BuffIcons/ShakariCausticStrike.dds","[""Metadata/Effects/Spells/monsters_effects/act9/Shakari/poison_epk/poison.epk""]","[""Metadata/Effects/Spells/monsters_effects/act9/Shakari/poison_epk/poison.epk""]",[],"","Benevolent Ground","Sol bienveillant","Gütiger Boden","慈悲領域","자애의 지대","Chão benevolente","Щедрая земля","Suelo benevolente","พื้นเมตตา","仁慈地面","","","You are taking Chaos and Fire Damage over time","Vous subissez des Dégâts de chaos et de feu sur la durée","Ihr erleidet Chaos- und Feuerschaden über Zeit.","混沌および火継続ダメージを受けている","지속 카오스 피해 및 화염 피해를 받고 있습니다.","Você sofre dano de caos e de fogo degenerativo","Вы получаете постепенный урон хаосом и урон от огня","Recibes daño de caos y de fuego degenerativo","คุณได้รับความเสียหาย เคออสและไฟ ต่อเนื่อง","你受到混沌和火焰持續傷害","","","",[],[],[],"","","",0,0,"","",[]
2287,"mtx_molten_power_charge","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[192],"","","",0,0,"","","[""False""]"
2288,"mtx_molten_endurance_charge","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[193],"","","",0,0,"","","[""False""]"
2289,"mtx_molten_frenzy_charge","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[194],"","","",0,0,"","","[""False""]"
2290,"mtx_electro_power_charge","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[195],"","","",0,0,"","","[""False""]"
2291,"mtx_electro_endurance_charge","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[196],"","","",0,0,"","","[""False""]"
2292,"mtx_electro_frenzy_charge","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[197],"","","",0,0,"","","[""False""]"
2293,"mtx_fission_power_charge","Art/2DArt/BuffIcons/chargeint.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[198],"","","",0,0,"","","[""False""]"
2294,"mtx_fission_endurance_charge","Art/2DArt/BuffIcons/chargestr.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[199],"","","",0,0,"","","[""False""]"
2295,"mtx_fission_frenzy_charge","Art/2DArt/BuffIcons/chargedex.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[200],"","","",0,0,"","","[""False""]"
2296,"graft_skill_uul_netol_life_recovery_visual","Art/2DArt/BuffIcons/ActiveUulNetolGraft4.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2297,"graft_skill_esh_lightning_ring_ally_buff_visual","Art/2DArt/BuffIcons/ActiveEshGraft1.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2298,"graft_skill_jolt_buff_visual","Art/2DArt/BuffIcons/ActiveEshGraft4.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2299,"quicksand_display_buff_breach","Art/2DArt/BuffIcons/Sandstorm.dds","[""Metadata/Effects/Spells/monsters_effects/Breach/Chaos/EliteFallenLunarisMonster/epk/breach_quicksand.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2300,"graft_skill_uul_netol_bone_sword","Art/2DArt/BuffIcons/ActiveUulNetolGraft3.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"",3,"",0,0,"","",[]
2301,"graft_skill_tul_fire_aegis","Art/2DArt/BuffIcons/ActiveTulGraft4.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2302,"graft_skill_tul_cold_aegis","Art/2DArt/BuffIcons/ActiveTulGraft4.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2303,"graft_skill_tul_lightning_aegis","Art/2DArt/BuffIcons/ActiveTulGraft4.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2304,"graft_skill_tul_elemental_aegis","Art/2DArt/BuffIcons/ActiveTulGraft4.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2305,"graft_skill_xoph_ailment_buff","Art/2DArt/BuffIcons/ActiveXophGraft4.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2306,"blood_barrier","Art/2DArt/BuffIcons/VaalBloodBarrierBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2307,"baryatic_tension","Art/2DArt/SkillIcons/passives/SareshBloodlineNotable1.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2308,"breach_wild_boss_explode_on_death","","[""Metadata/Effects/Spells/monsters_effects/Breach/WildBreachBoss/epk/breach_bomb.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2309,"farruls_farric_presence","Art/2DArt/BuffIcons/Bestiary.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2310,"farruls_fertile_presence","Art/2DArt/BuffIcons/Bestiary.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2311,"farruls_wild_presence","Art/2DArt/BuffIcons/Bestiary.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2312,"kinetic_shell","Art/2DArt/BuffIcons/Bestiary.dds","[""Metadata/Effects/Spells/kinetic_shell/EPK/KineticShell.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2313,"mtx_flaming_minotaur","","[""Metadata/Effects/Microtransactions/Sprinting/Bull/epk/bullcharge.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0.5,0.3,"","",[]
2314,"mtx_shattered_dodgeroll","","[""Metadata/Effects/Microtransactions/Flasks/ShatteredGlass/EPKs/RUN_ShatterGlass.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2315,"mtx_vermin_swarm","","[""Metadata/Effects/Microtransactions/Flasks/Rat/EPKs/RUN_Rat.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2316,"divine_sentinel_aura_fire_damage","Art/2DArt/BuffIcons/DivineFlare.dds",[],"[""Metadata/Effects/Spells/supports/divine_sentinel/epk/sentinel_fire_damage_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2317,"divine_sentinel_aura_lightning_damage","Art/2DArt/BuffIcons/DivineFlare.dds",[],"[""Metadata/Effects/Spells/supports/divine_sentinel/epk/sentinel_lightning_damage_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2318,"divine_sentinel_aura_life_regeneration","Art/2DArt/BuffIcons/DivineFlare.dds",[],"[""Metadata/Effects/Spells/supports/divine_sentinel/epk/sentinel_life_regeneration_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2319,"divine_sentinel_aura_mana_regeneration","Art/2DArt/BuffIcons/DivineFlare.dds",[],"[""Metadata/Effects/Spells/supports/divine_sentinel/epk/sentinel_mana_regeneration_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2320,"divine_sentinel_aura_chaos_resistance","Art/2DArt/BuffIcons/DivineFlare.dds",[],"[""Metadata/Effects/Spells/supports/divine_sentinel/epk/sentinel_chaos_resistance_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2321,"divine_sentinel_aura_curse_effect_on_self","Art/2DArt/BuffIcons/DivineFlare.dds",[],"[""Metadata/Effects/Spells/supports/divine_sentinel/epk/sentinel_curse_protection_aura.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2322,"mtx_verdant_steps","","[""Metadata/Effects/Microtransactions/Sprinting/VerdantStep/epk/VerdantStep_Sprint.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2323,"static_strike_gathering_lightning_visual","Art/2DArt/SkillIcons/StaticStrikeSkillIcon.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2324,"oasis_ground_buff_visual","Art/2DArt/BuffIcons/SorceressWaterDjinnCommandOasis.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2325,"hallowing_flame_debuff_visual","Art/2DArt/BuffIcons/HallowingFlameDebuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[201],"","","",0,0,"","",[]
2326,"wildshard_stack","Art/2DArt/BuffIcons/GluttonyBuff1.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2327,"wildshard_disgorge","Art/2DArt/BuffIcons/GluttonyBuffDisgorge.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2328,"mtx_abyssal_sprint","","[""Metadata/Effects/Microtransactions/Flasks/Abyssal/EPK/RUN_Abyssal.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2329,"bloodsoaked_banner","","[""Metadata/Effects/Spells/supports/bloodsoaked_banner/epk/banner_support.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2330,"minion_pact_player_glow","","[""Metadata/Effects/Spells/supports/minion_pact/epk/player_effect.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2331,"minion_pact_minion_dissolve","","[""Metadata/Effects/Spells/supports/minion_pact/epk/minion_dissolve.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0.2,0.2,"","",[]
2332,"mtx_phoenix_sprint_flask","","[""Metadata/Effects/Microtransactions/Sprinting/Phoenix/epk/phoenixsprint.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0.5,0.5,"","",[]
2333,"dominating_blow_normal_visual_zana","","[""Metadata/Effects/Spells/dominating_blow/minion_epk/minion_normal.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2334,"herald_of_ash_zana","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/zana/HeraldOfAsh/EPKs/fire_herald_epk.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2335,"ground_fire_burn_zana","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/Microtransactions/Spells/zana/HeraldOfAsh/EPKs/zana_ignited.epk"",""Metadata/Effects/Microtransactions/Spells/zana/HeraldOfAsh/EPKs/zana_ignited.epk"",""Metadata/Effects/Microtransactions/Spells/zana/HeraldOfAsh/EPKs/zana_ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
2336,"herald_of_light_zana","Art/2DArt/SkillIcons/HeraldOfLight.dds","[""Metadata/Effects/Microtransactions/Spells/zana/HeraldOfPurity/EPKs/hand_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2337,"astrally_empowered","Art/2DArt/BuffIcons/BlackHole.dds","[""Metadata/Effects/Spells/monsters_effects/League_Faridun/mechanics/astral_empowerment/epk/astral_empowerment.epk"",""Metadata/Effects/Spells/monsters_effects/League_Faridun/mechanics/astral_empowerment/epk/astral_empowerment.epk"",""Metadata/Effects/Spells/monsters_effects/League_Faridun/mechanics/astral_empowerment/epk/astral_empowerment_large.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2338,"astral_monster_spawn_in_buff_visual","Art/2DArt/BuffIcons/Bestiary.dds","[""Metadata/Effects/Environment/League_Faridun/ZoneAnomaly/epk/monster_spawn.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
2339,"mtx_chain_power_charge","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[203],"","","",0,0,"","",[]
2340,"mtx_chain_endurance_charge","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[204],"","","",0,0,"","",[]
