"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","i32_218","i32_222","Pickup_AchievementItemsKeys","SMFiles","Identify_AchievementItemsKeys","EPKFile","Corrupt_AchievementItemsKeys","IsAlternateArt","bool_299","CreateCorruptedJewelAchievementItemsKey","AnimationLocation","string_324","string_332","string_340","string_348","string_356","string_364","string_372","string_380","string_388","string_396","string_404","string_412","IsAtlasOfWorldsMapIcon","IsTier16Icon","KalandraAchievement","bool_438","HeistAchievement","string_455","Composition","UniqueStat1","UniqueStat2","UniqueStat3","UniqueStat4","[rid]_531","[rid]_547","bool_563","string_564","string_572","string_580","[rid]_588"
10388,"VaalFragment1_3","Art/2DItems/Maps/Vaal03.dds","Metadata/Items/Currency/MapOrb.ao",50,33829,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1553],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10389,"VaalFragment1_4","Art/2DItems/Maps/Vaal04.dds","Metadata/Items/Currency/MapOrb.ao",50,6618,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1554],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10390,"VaalFragments1Complete","Art/2DItems/Maps/VaalComplete.dds","Metadata/Items/Currency/MapOrb.ao",50,24749,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10391,"VaalFragment2_1","Art/2DItems/Maps/UberVaal01.dds","Metadata/Items/Currency/MapOrb.ao",50,27247,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1555],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10392,"VaalFragment2_2","Art/2DItems/Maps/UberVaal02.dds","Metadata/Items/Currency/MapOrb.ao",50,7767,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1556],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10393,"VaalFragment2_3","Art/2DItems/Maps/UberVaal03.dds","Metadata/Items/Currency/MapOrb.ao",50,36579,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1557],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10394,"VaalFragment2_4","Art/2DItems/Maps/UberVaal04.dds","Metadata/Items/Currency/MapOrb.ao",50,10481,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[1558],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10395,"VaalFragments2Complete","Art/2DItems/Maps/UberVaalComplete.dds","Metadata/Items/Currency/MapOrb.ao",50,29970,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10396,"ProphecyFragment1","Art/2DItems/Maps/PaleCourt01.dds","Metadata/Items/Currency/MapOrb.ao",50,40247,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10397,"ProphecyFragment2","Art/2DItems/Maps/PaleCourt02.dds","Metadata/Items/Currency/MapOrb.ao",50,43496,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10398,"ProphecyFragment3","Art/2DItems/Maps/PaleCourt03.dds","Metadata/Items/Currency/MapOrb.ao",50,3721,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10399,"ProphecyFragment4_","Art/2DItems/Maps/PaleCourt04.dds","Metadata/Items/Currency/MapOrb.ao",50,25859,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10400,"ProphecyFragmentsComplete_","Art/2DItems/Maps/PaleCourtComplete.dds","Metadata/Items/Currency/MapOrb.ao",50,52039,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10401,"ShaperFragment1","Art/2DItems/Maps/AtlasMaps/FragmentPhoenix.dds","Metadata/Items/Currency/MapOrb.ao",50,56546,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10402,"ShaperFragment2","Art/2DItems/Maps/AtlasMaps/FragmentMinotaur.dds","Metadata/Items/Currency/MapOrb.ao",50,25999,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10403,"ShaperFragment3","Art/2DItems/Maps/AtlasMaps/FragmentChimera.dds","Metadata/Items/Currency/MapOrb.ao",50,52766,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10404,"ShaperFragment4","Art/2DItems/Maps/AtlasMaps/FragmentHydra.dds","Metadata/Items/Currency/MapOrb.ao",50,11561,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10405,"ShaperFragmentsComplete","Art/2DItems/Maps/ShaperComplete.dds","Metadata/Items/Currency/MapOrb.ao",50,1581,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10406,"ElderFragment1","Art/2DItems/Maps/AtlasMapGuardianFire.dds","Metadata/Items/Currency/MapOrb.ao",50,31828,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10407,"ElderFragment2","Art/2DItems/Maps/AtlasMapGuardianLightning.dds","Metadata/Items/Currency/MapOrb.ao",50,17780,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10408,"ElderFragment3","Art/2DItems/Maps/AtlasMapGuardianHoly.dds","Metadata/Items/Currency/MapOrb.ao",50,50359,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10409,"ElderFragment4","Art/2DItems/Maps/AtlasMapGuardianChaos.dds","Metadata/Items/Currency/MapOrb.ao",50,45905,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10410,"ElderFragmentsComplete","Art/2DItems/Maps/ElderComplete.dds","Metadata/Items/Currency/MapOrb.ao",50,44655,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10411,"UberElderFragment1","Art/2DItems/Maps/UberElder01.dds","Metadata/Items/Currency/MapOrb.ao",50,36378,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10412,"UberElderFragment2","Art/2DItems/Maps/UberElder02.dds","Metadata/Items/Currency/MapOrb.ao",50,25595,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10413,"UberElderFragment3","Art/2DItems/Maps/UberElder03.dds","Metadata/Items/Currency/MapOrb.ao",50,22646,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10414,"UberElderFragment4","Art/2DItems/Maps/UberElder04.dds","Metadata/Items/Currency/MapOrb.ao",50,12776,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10415,"UberElderFragmentsComplete","Art/2DItems/Maps/UberElderComplete.dds","Metadata/Items/Currency/MapOrb.ao",50,3928,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10416,"SirusFragment1_","Art/2DItems/Maps/HunterFragment.dds","Metadata/Items/Currency/MapOrb.ao",50,7804,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10417,"SirusFragment2","Art/2DItems/Maps/CrusaderFragment.dds","Metadata/Items/Currency/MapOrb.ao",50,39840,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10418,"SirusFragment3","Art/2DItems/Maps/WarlordFragment.dds","Metadata/Items/Currency/MapOrb.ao",50,22381,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10419,"SirusFragment4","Art/2DItems/Maps/RedeemerFragment.dds","Metadata/Items/Currency/MapOrb.ao",50,62116,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10420,"SirusFragmentsComplete","Art/2DItems/Maps/SirusFragmentComplete.dds","Metadata/Items/Currency/MapOrb.ao",50,63935,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10421,"FragmentPantheonFlask","Art/2DItems/Maps/SinFlaskEmpty.dds","Metadata/Items/Flasks/Flask1.ao",50,47758,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10422,"FragmentPantheonFlaskCaptured","Art/2DItems/Maps/SinFlaskFull.dds","Metadata/Items/Flasks/Flask1.ao",50,17069,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10423,"BreachFragmentFire","Art/2DItems/Currency/Breach/BreachFragmentsFire.dds","Metadata/Items/Currency/MapOrb.ao",50,27774,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10424,"BreachFragmentCold","Art/2DItems/Currency/Breach/BreachFragmentsCold.dds","Metadata/Items/Currency/MapOrb.ao",50,27886,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10425,"BreachFragmentLightning","Art/2DItems/Currency/Breach/BreachFragmentsLightning.dds","Metadata/Items/Currency/MapOrb.ao",50,26115,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10426,"BreachFragmentPhysical","Art/2DItems/Currency/Breach/BreachFragmentsPhysical.dds","Metadata/Items/Currency/MapOrb.ao",50,43373,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10427,"BreachFragmentChaos","Art/2DItems/Currency/Breach/BreachFragmentsChaos.dds","Metadata/Items/Currency/MapOrb.ao",50,46776,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10428,"BreachFragmentFireCharged","Art/2DItems/Currency/Breach/XophsChargedBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,60445,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10429,"BreachFragmentColdCharged","Art/2DItems/Currency/Breach/TulsChargedBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,63044,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10430,"BreachFragmentLightningCharged","Art/2DItems/Currency/Breach/EshsChargedBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,49781,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10431,"BreachFragmentPhysicalCharged","Art/2DItems/Currency/Breach/UulNetolsChargedBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,50530,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10432,"BreachFragmentChaosCharged","Art/2DItems/Currency/Breach/ChayulasChargedBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,25400,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10433,"BreachFragmentFireEnriched","Art/2DItems/Currency/Breach/XophsEnrichedBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,28158,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10434,"BreachFragmentColdEnriched","Art/2DItems/Currency/Breach/TulsEnrichedBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,64927,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10435,"BreachFragmentLightningEnriched_","Art/2DItems/Currency/Breach/EshsEnrichedBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,43216,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10436,"BreachFragmentPhysicalEnriched","Art/2DItems/Currency/Breach/UulNetolsEnrichedBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,19720,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10437,"BreachFragmentChaosEnriched_","Art/2DItems/Currency/Breach/ChayulasEnrichedBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,17823,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10438,"BreachFragmentFirePure","Art/2DItems/Currency/Breach/XophsPureBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,7627,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10439,"BreachFragmentColdPure","Art/2DItems/Currency/Breach/TulsPureBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,1520,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10440,"BreachFragmentLightningPure","Art/2DItems/Currency/Breach/EshsPureBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,50778,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10441,"BreachFragmentPhysicalPure","Art/2DItems/Currency/Breach/UulNetolsPureBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,22552,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10442,"BreachFragmentChaosPure","Art/2DItems/Currency/Breach/ChayulasPureBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,9706,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10443,"BreachFragmentFireFlawless","Art/2DItems/Currency/Breach/XophsFlawlessBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,59781,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10444,"BreachFragmentColdFlawless","Art/2DItems/Currency/Breach/TulsFlawlessBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,52024,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10445,"BreachFragmentLightningFlawless","Art/2DItems/Currency/Breach/EshsFlawlessBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,38874,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10446,"BreachFragmentPhysicalFlawless__","Art/2DItems/Currency/Breach/UulNetolsFlawlessBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,6425,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10447,"BreachFragmentChaosFlawless","Art/2DItems/Currency/Breach/ChayulasFlawlessBreachstone.dds","Metadata/Items/Currency/MapOrb.ao",50,48182,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10448,"LegionFragmentKarui","Art/2DItems/Maps/KaruiFragment.dds","Metadata/Items/Currency/MapOrb.ao",50,26305,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10449,"LegionFragmentMaraketh","Art/2DItems/Maps/MarakethFragment.dds","Metadata/Items/Currency/MapOrb.ao",50,44775,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10450,"LegionFragmentEternal","Art/2DItems/Maps/EternalEmpireFragment.dds","Metadata/Items/Currency/MapOrb.ao",50,20718,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10451,"LegionFragmentTemplar","Art/2DItems/Maps/TemplarFragment.dds","Metadata/Items/Currency/MapOrb.ao",50,9426,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10452,"LegionFragmentVaal_","Art/2DItems/Maps/VaalFragment.dds","Metadata/Items/Currency/MapOrb.ao",50,59762,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10453,"LegionFragmentKaruiUber","Art/2DItems/Maps/TimelessConflictEternal.dds","Metadata/Items/Currency/MapOrb.ao",50,8178,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10454,"LegionFragmentMarakethUber","Art/2DItems/Maps/TimelessConflictMaraketh.dds","Metadata/Items/Currency/MapOrb.ao",50,41219,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10455,"LegionFragmentEternalUber_","Art/2DItems/Maps/TimelessConflictKarui.dds","Metadata/Items/Currency/MapOrb.ao",50,53510,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10456,"LegionFragmentTemplarUber","Art/2DItems/Maps/TimelessConflictTemplar.dds","Metadata/Items/Currency/MapOrb.ao",50,12970,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10457,"LegionFragmentVaalUber_","Art/2DItems/Maps/TimelessConflictVaal.dds","Metadata/Items/Currency/MapOrb.ao",50,29888,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10458,"AfflictionFragment","Art/2DItems/Maps/DeliriumFragment.dds","Metadata/Items/Currency/MapOrb.ao",50,17312,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
10459,"UniqueBodyStrDexInt1","Art/2DItems/Armours/BodyArmours/AtzirisSplendour.dds","Metadata/Items/Armours/BodyArmours/AtzirisSplendourDrop.ao",15,26874,"","[""Metadata/Items/Armours/BodyArmours/AtzirisSplendour/AtzirisSplendourBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/AtzirisSplendour/AtzirisSplendourBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AtzirisSplendour/AtzirisSplendourBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AtzirisSplendour/AtzirisSplendourBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/AtzirisSplendour/AtzirisSplendourBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AtzirisSplendour/AtzirisSplendourBodyDexInt.ao""]","[""Metadata/Items/Armours/BodyArmours/AtzirisSplendour/AtzirisSplendourBodyStrDexInt.ao""]","","","","","","","",9,2,[1539],"[""Metadata/Items/Armours/BodyArmours/AtzirisSplendour/AtzirisSplendourBodyStrInt.ao""]",[3235],"",[],"","","","","","","","","","","","","","","","","","",[8912],"",[],"",0,"","","","",[],[],"","","","",[]
