"rownum","Id","ItemClassesKey","Width","Height","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool_225","rid_226","rid_242","bool_258","Unmodifiable","Achievement1","Achievement2","IgnoreQuantBonus","bool_293","rid_294"
4802,"Metadata/Items/DivinationCards/DivinationCardFathersLove",42,1,1,"Father's Love","L'amour du père","Die väterliche Liebe","父の愛","아버지의 사랑","Amor de Pai","Отеческая любовь","El amor de un padre","Father's Love","父愛","Metadata/Items/DivinationCards/AbstractDivinationCard",81,2551,[],1,"","[306,1016,1019,1141]",39,14736,227334555,[],"","M","F","","","M","M","F","","","","",[],[],"","","","","","",[],[],"","",""
4803,"Metadata/Items/Tinctures/TinctureStun",89,1,2,"Ironwood Tincture","Teinture de Ferbois","Eisenholz-Tinktur","鉄木のチンキ","철목 팅크","Tintura da Madeira-Ferro","Микстура из железного дерева","Tintura de madera férrea","ยาเคลือบอาวุธไม้เนื้อแข็ง","鐵木林萃取物","Metadata/Items/Tinctures/AbstractTincture",1,"",[],1,549,[],34,13765,1304098897,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[10050],"","",""
4804,"Metadata/Items/Tinctures/TinctureIgnite",89,1,2,"Ashbark Tincture","Teinture de Cendrécorce","Ascherinde-Tinktur","灰樹皮のチンキ","재껍질 팅크","Tintura da Casca Cinzenta","Микстура из коры ясеня","Tintura de fresno","ยาเคลือบอาวุธเปลือกขี้เถ้า","灰樹皮萃取物","Metadata/Items/Tinctures/AbstractTincture",1,"",[],1,549,[],34,13762,-503055415,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[10051],"","",""
4805,"Metadata/Items/Tinctures/TinctureShock",89,1,2,"Fulgurite Tincture","Teinture de Fulgurite","Fulgurit-Tinktur","閃電岩のチンキ","섬전암 팅크","Tintura de Fulgurite","Микстура из фульгурита","Tintura de fulgurita","ยาเคลือบอาวุธผลึกสายฟ้า","電熔岩萃取物","Metadata/Items/Tinctures/AbstractTincture",1,"",[],1,549,[],34,13764,534367297,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[10052],"","",""
4806,"Metadata/Items/Tinctures/TincturePoison",89,1,2,"Poisonberry Tincture","Teinture de Baievenin","Nachtschatten-Tinktur","毒ベリーのチンキ","독딸기 팅크","Tintura de Fruta Venenosa","Микстура из паслёна","Tintura de dulcamara","ยาเคลือบอาวุธเบอร์รี่พิษ","毒莓果萃取物","Metadata/Items/Tinctures/AbstractTincture",1,"",[],1,549,[],34,13763,2057738921,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[10053],"","",""
4807,"Metadata/Items/Tinctures/TinctureCriticalStrike",89,1,2,"Rosethorn Tincture","Teinture de Rosépine","Rosendorn-Tinktur","薔薇の棘のチンキ","장미가시 팅크","Tintura de Rosa Espinhenta","Микстура из розового шипа","Tintura de espinas de rosa","ยาเคลือบอาวุธหนามกุหลาบ","玫瑰刺萃取物","Metadata/Items/Tinctures/AbstractTincture",1,"",[],1,549,[],34,13761,-574165167,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[10054],"","",""
4808,"Metadata/Items/Tinctures/TinctureCullingStrike",89,1,2,"Oakbranch Tincture","Teinture de Chênebranche","Eichenzweig-Tinktur","オークの枝のチンキ","참나무가지 팅크","Tintura de Galho de Carvalho","Микстура из дубовой ветви","Tintura de rama de roble","ยาเคลือบอาวุธกิ่งโอ๊ค","橡木枝萃取物","Metadata/Items/Tinctures/AbstractTincture",1,"",[],1,549,[],34,13766,1538829235,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[10055],"","",""
4809,"Metadata/Items/Tinctures/TinctureFreeze",89,1,2,"Borealwood Tincture","Teinture de Boiréal","Taiga-Tinktur","北方木のチンキ","북풍목 팅크","Tintura de Madeira Boreal","Микстура из северной древесины","Tintura de madera boreal","ยาเคลือบอาวุธไม้ถิ่นหนาว","針葉木萃取物","Metadata/Items/Tinctures/AbstractTincture",1,"",[],1,549,[],34,13767,-508512897,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[10056],"","",""
4810,"Metadata/Items/Tinctures/TinctureBleed",89,1,2,"Blood Sap Tincture","Teinture de Sanguinesève","Aderlass-Tinktur","血の樹液のチンキ","피 진액 팅크","Tintura de Ceiva Sangrenta","Микстура из кровавой живицы","Tintura de sangre de dragón","ยาเคลือบอาวุธยางเลือด","鮮血液萃取物","Metadata/Items/Tinctures/AbstractTincture",1,"",[],1,549,[],34,13768,1811624245,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[10057],"","",""
4811,"Metadata/Items/Tinctures/Tincture1",89,1,2,"Prismatic Tincture","Teinture Prismatique","Prismatische Tinktur","プリズマチックチンキ","분광 팅크","Tintura Prismática","Микстура из цветных ягод","Tintura prismática","ยาเคลือบอาวุธหลากธาตุ","三相萃取物","Metadata/Items/Tinctures/AbstractTincture",18,"",[35848],1,549,[],34,13769,-1270283676,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",""
4812,"Metadata/Items/Tinctures/Tincture2",89,1,2,"Rosethorn Tincture","Teinture de Rosépine","Rosendorn-Tinktur","薔薇の棘のチンキ","장미가시 팅크","Tintura de Rosa Espinhenta","Микстура из розового шипа","Tintura de espinas de rosa","ยาเคลือบอาวุธหนามกุหลาบ","玫瑰刺萃取物","Metadata/Items/Tinctures/AbstractTincture",18,"",[35847],1,549,[],34,13761,-150878702,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",""
4813,"Metadata/Items/Tinctures/Tincture3",89,1,2,"Ironwood Tincture","Teinture de Ferbois","Eisenholz-Tinktur","鉄木のチンキ","철목 팅크","Tintura da Madeira-Ferro","Микстура из железного дерева","Tintura de madera férrea","ยาเคลือบอาวุธไม้เนื้อแข็ง","鐵木林萃取物","Metadata/Items/Tinctures/AbstractTincture",18,"",[35849],1,549,[],34,13765,1258983138,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",""
4814,"Metadata/Items/Tinctures/Tincture4",89,1,2,"Ashbark Tincture","Teinture de Cendrécorce","Aschenrinde-Tinktur","灰樹皮のチンキ","재껍질 팅크","Tintura da Casca Cinzenta","Микстура из коры ясеня","Tintura de fresno","ยาเคลือบอาวุธเปลือกขี้เถ้า","灰樹皮萃取物","Metadata/Items/Tinctures/AbstractTincture",32,"",[35850],1,549,[],34,13762,-181073377,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",""
4815,"Metadata/Items/Tinctures/Tincture5",89,1,2,"Borealwood Tincture","Teinture de Boiréal","Taiga-Tinktur","北方木のチンキ","북풍목 팅크","Tintura de Madeira Boreal","Микстура из северной древесины","Tintura de madera boreal","ยาเคลือบอาวุธไม้ถิ่นหนาว","針葉木萃取物","Metadata/Items/Tinctures/AbstractTincture",32,"",[35851],1,549,[],34,13767,-217247581,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",""
4816,"Metadata/Items/Tinctures/Tincture6",89,1,2,"Fulgurite Tincture","Teinture de Fulgurite","Fulgurit-Tinktur","閃電岩のチンキ","섬전암 팅크","Tintura de Fulgurite","Микстура из фульгурита","Tintura de fulgurita","ยาเคลือบอาวุธผลึกสายฟ้า","電熔岩萃取物","Metadata/Items/Tinctures/AbstractTincture",32,"",[35852],1,549,[],34,13764,-918900818,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",""
4817,"Metadata/Items/Tinctures/Tincture7",89,1,2,"Poisonberry Tincture","Teinture de Baievenin","Nachtschatten-Tinktur","毒ベリーのチンキ","독딸기 팅크","Tintura de Fruta Venenosa","Микстура из паслёна","Tintura de dulcamara","ยาเคลือบอาวุธเบอร์รี่พิษ","毒莓果萃取物","Metadata/Items/Tinctures/AbstractTincture",45,"",[35853],1,549,[],34,13763,945200892,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",""
4818,"Metadata/Items/Tinctures/Tincture8",89,1,2,"Blood Sap Tincture","Teinture de Sanguinesève","Aderlass-Tinktur","血の樹液のチンキ","피 진액 팅크","Tintura de Ceiva Sangrenta","Микстура из кровавой живицы","Tintura de sangre de dragón","ยาเคลือบอาวุธยางเลือด","鮮血液萃取物","Metadata/Items/Tinctures/AbstractTincture",45,"",[35854],1,549,[],34,13768,-300679656,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",""
4819,"Metadata/Items/Tinctures/Tincture9",89,1,2,"Oakbranch Tincture","Teinture de Chênebranche","Eichenzweig-Tinktur","オークの枝のチンキ","참나무가지 팅크","Tintura de Galho de Carvalho","Микстура из дубовой ветви","Tintura de rama de roble","ยาเคลือบอาวุธกิ่งโอ๊ค","橡木枝萃取物","Metadata/Items/Tinctures/AbstractTincture",60,"",[35855],1,549,[],34,13766,-1623621020,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",""
4820,"Metadata/Items/Tinctures/Tincture10",89,1,2,"Sporebloom Tincture","Teinture de Sporaison","Sporenblüten-Tinktur","胞子花のチンキ","포자꽃 팅크","Tintura do Esporo Florescido","Микстура из споровика","Tintura de brote fúngico","ยาเคลือบอาวุธดอกสปอร์","孢子花萃取物","Metadata/Items/Tinctures/AbstractTincture",52,"",[35856],1,549,[],34,13770,443056376,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[],"","",""
4821,"Metadata/Items/AnimalCharms/StrAnimalCharm",91,1,1,"Ursine Charm","Charme ursin","Bärenanhänger","熊のチャーム","곰 부적","Patuá Ursino","Медвежий оберег","Colgante de oso","ของขลังหมี","熊族咒語","Metadata/Items/Jewels/AbstractAnimalCharm",1,"",[],1,"",[1077],35,14760,1842536075,[],"","M","F","","","M","MS","M","","","","",[],[],"","","","","","",[],[10060],"","",""
4822,"Metadata/Items/AnimalCharms/DexAnimalCharm",91,1,1,"Lupine Charm","Charme lupin","Wolfsanhänger","狼のチャーム","늑대 부적","Patuá Lupino","Волчий оберег","Colgante de lobo","ของขลังหมาป่า","狼族咒語","Metadata/Items/Jewels/AbstractAnimalCharm",1,"",[],1,"",[1078],35,14761,608907352,[],"","M","F","","","M","MS","M","","","","",[],[],"","","","","","",[],[10059],"","",""
4823,"Metadata/Items/AnimalCharms/IntAnimalCharm",91,1,1,"Corvine Charm","Charme corvin","Rabenanhänger","鴉のチャーム","까마귀 부적","Patuá Corvinal","Вороний оберег","Colgante de cuervo","ของขลังอีกา","烏鴉咒語","Metadata/Items/Jewels/AbstractAnimalCharm",1,"",[],1,"",[1079],35,14762,-2098268583,[],"","M","F","","","M","MS","M","","","","",[],[],"","","","","","",[],[10058],"","",""
4824,"Metadata/Items/Azmeri/AzmeriDustWarden",30,1,1,"Vivid Wisps","Flammerolles vivaces","Lebhafte Irrlichter","ビビッドウィスプ","혈기 도깨비불","Espíritos Vívidos","Буйные огоньки","Fuegos fatuos vívidos","วิสป์สดใส","靈現妖精","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[731],39,14763,1202208398,[],"","FP","NP","","","MP","MP","MP","","","","",[],[],"","","","",1,"",[],[],"","",""
4825,"Metadata/Items/Azmeri/AzmeriDustVoodooShaman",30,1,1,"Wild Wisps","Flammeroles sauvages","Wilde Irrlichter","ワイルドウィスプ","야생 도깨비불","Espíritos Selvagens","Дикие огоньки","Fuegos fatuos salvajes","วิสป์เกรี้ยวกราด","野性妖精","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[731],39,14764,253114144,[],"","FP","NP","","","MP","MP","MP","","","","",[],[],"","","","",1,"",[],[],"","",""
4826,"Metadata/Items/Azmeri/AzmeriDustPrimalist",30,1,1,"Primal Wisps","Flammerole primitives","Urzeitliche Irrlichter","プライマルウィスプ","원시 도깨비불","Espíritos Primitivos","Первобытные огоньки","Fuegos fatuos primitivos","วิสป์เก่าแก่","原始妖精","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[731],39,14765,-312169517,[],"","FP","NP","","","MP","MP","MP","","","","",[],[],"","","","",1,"",[],[],"","",""
4827,"Metadata/Items/ItemisedCorpses/HydraLow",90,3,2,"Imperfect Hydra","Hydre imparfaite","Unvollkommene Hydra","不完全なヒュドラ","불완전한 히드라","Hidra Infectada","Несовершенная гидра","Hidra imperfecta","Imperfect Hydra","不完美九頭蛇","Metadata/Items/ItemisedCorpse/AbstractItemisedCorpse",81,"",[],2,"",[1334],39,14766,-24385764,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[10061],"","",""
4828,"Metadata/Items/ItemisedCorpses/HydraMid",90,3,2,"Hydra","Hydre","Hydra","ヒュドラ","히드라","Hidra","Гидра","Hidra","Hydra","九頭蛇","Metadata/Items/ItemisedCorpse/AbstractItemisedCorpse",81,"",[],2,"",[1335],39,14766,699311033,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[10061],"","",""
4829,"Metadata/Items/ItemisedCorpses/HydraHigh",90,3,2,"Perfect Hydra","Hydre parfaite","Vollkommene Hydra","完全体のヒュドラ","완전한 히드라","Hidra Perfeita","Совершенная гидра","Hidra perfecta","Perfect Hydra","完美九頭蛇","Metadata/Items/ItemisedCorpse/AbstractItemisedCorpse",81,"",[],2,"",[1336],39,14766,411880943,[],"","F","F","","","F","FS","F","","","","",[],[],"","","","","","",[],[10061],"","",""
4830,"Metadata/Items/ItemisedCorpses/HailrakeLow",90,3,2,"Imperfect Frozen Cannibal","Cannibale gelé imparfait","Unvollkommener gefrorener Kannibale","不完全な凍ったカニバル","불완전한 얼어붙은 식인종","Canibal Congelado Imperfeito","Несовершенный мёрзлый людоед","Caníbal congelado imperfecto","Imperfect Frozen Cannibal","不完美冰凍食人族","Metadata/Items/ItemisedCorpse/AbstractItemisedCorpse",1,"",[],2,"",[1334],39,14767,-1753234035,[],"","M","M","","","M","MS","M","","","","",[],[],"","","","","","",[],[10062],"","",""
4831,"Metadata/Items/ItemisedCorpses/HailrakeMid",90,3,2,"Frozen Cannibal","Cannibale gelé","Gefrorener Kannibale","凍ったカニバル","얼어붙은 식인종","Canibal Congelado","Мёрзлый людоед","Caníbal congelado","Frozen Cannibal","冰凍食人族","Metadata/Items/ItemisedCorpse/AbstractItemisedCorpse",24,"",[],2,"",[1335],39,14767,-1468658014,[],"","M","M","","","M","MS","M","","","","",[],[],"","","","","","",[],[10062],"","",""
4832,"Metadata/Items/ItemisedCorpses/HailrakeHigh",90,3,2,"Perfect Frozen Cannibal","Cannibale gelé parfait","Vollkommener gefrorener Kannibale","完全体の凍ったカニバル","완전한 얼어붙은 식인종","Canibal Congelado Perfeito","Совершенный мёрзлый людоед","Caníbal congelado perfecto","Perfect Frozen Cannibal","完美冰凍食人族","Metadata/Items/ItemisedCorpse/AbstractItemisedCorpse",46,"",[],2,"",[1336],39,14767,1043490004,[],"","M","M","","","M","MS","M","","","","",[],[],"","","","","","",[],[10062],"","",""
4833,"Metadata/Items/ItemisedCorpses/FirefuryLow",90,3,2,"Imperfect Fiery Cannibal","Cannibale ardent imparfait","Unvollkommener feuriger Kannibale","不完全な火のカニバル","불완전한 불타는 식인종","Canibal Ardente Imperfeito","Несовершенный огненный людоед","Caníbal ardiente imperfecto","Imperfect Fiery Cannibal","不完美烈焰食人族","Metadata/Items/ItemisedCorpse/AbstractItemisedCorpse",1,"",[],2,"",[1334],39,14768,-565135641,[],"","M","M","","","M","MS","M","","","","",[],[],"","","","","","",[],[10062],"","",""
