"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool_96","[i32]_97","i32_113","bool_117"
364,"ExtraChoasDamagePerSiphoning","Non-Chaos Damage as extra Chaos Damage per Siphoning Charge","Rajout de Dégâts de chaos par Charge de siphon","Nicht-Chaossch. als extra Chaossch. pro Entkräftungs-Ladung","サイフォニンチャージごとに非カオスダメージの一部をカオスダメージとして追加","착취 충전 하나당 비-카오스 피해를 추가 카오스 피해로 전환","Dano Não-Caótico como Dano de Caos extra por Carga de Sifão","Урон не-хаосом в виде дополнительного урона хаосом за заряд переливания","<size:22>{Daño que no sea de caos como daño de caos extra por cada carga de sustracción}","ความเสียหายที่ไม่ใช่ เคออส ที่เสริมเป็น เคออส ต่อจำนวน Siphoning Charge","每顆虹吸能量球提供非混沌害的額外混沌傷害",[7447],1,[],[],3,1,[],0,""
365,"PhysDamageReductionPerSiphoning","Physical Damage reduction from Hits per Siphoning Charge","Réduction des Dégâts physiques au toucher par Charge de siphon","Phys. Schadensmind. von Treffern pro Entkräftungs-Ladung","サイフォニングチャージごとの物理ダメージ軽減率","착취 충전 하나당 피격 시 물리 피해 감소","Redução de Dano Físico de Acertos por Carga de Sifão","Снижение получаемого физического урона от ударов за заряд переливания","<size:22>{Reducción del daño físico por golpes por cada carga de sustracción}","ค่าป้องกันกายภาพจากการปะทะ ต่อจำนวน Siphoning Charge","每顆虹吸能量球提供被擊中時物理傷害減少",[7448],1,[],[],3,1,[],0,""
366,"PhysDamageTakenPerSiphoning","Physical Damage per Second per Siphoning Charge","Dégâts physiques par seconde par Charge de siphon","Physischer Schaden pro Sekunde pro Entkräftungs-Ladung","サイフォニングチャージごとの物理継続ダメージ","착취 충전 하나당 초당 물리 피해","Dano Físico por Segundo por Carga de Sifão","Физический урон в секунду за заряд переливания","Daño físico por segundo por cada carga de sustracción","ความเสียหาย กายภาพ ต่อวินาที ต่อจำนวน Siphoning Charge","每顆虹吸能量球提供每秒物理傷害",[7456],0,[],[],3,1,[2],0,""
367,"BlitzCharges","Blitz Charges","Charges de férocité","Blitz-Ladungen","ブリッツチャージ","공세 충전","Cargas de Agressão","Заряды разгона","Cargas de agresión","Blitz Charge","閃電球","[9813,9812]",3,[],[],3,1,[],0,""
368,"AttackSpeedPerBlitz","Attack Speed modifier per Blitz Charge","Modificateur de Vitesse d'attaque par Charge de férocité","Modifikator für Angriffsgeschwindigkeit pro Blitz-Ladung","ブリッツチャージごとのアタックスピードモッド","공세 충전 하나당 공격 속도 속성 부여","Modificador de Velocidade de Ataque por Carga de Agressão","Модификатор скорости атаки за заряд разгона","<size:22>{Modificador de la velocidad de ataque por cada carga de agresión}","ม็อดความเร็วในการโจมตี ต่อจำนวน Blitz Charge","每顆閃電球攻擊速度修正",[9810],8,[],[],3,1,[],0,""
369,"CritChancePerBlitz","Critical Strike Chance modifier per Blitz Charge","Modificateur de Chances de coup critique par Charge de férocité","Modifikator für kritische Trefferchance pro Blitz-Ladung","ブリッツチャージごとのクリティカル率モッド","공세 충전 하나당 치명타 확률 속성 부여","Modificador de Chance de Acerto Crítico por Carga de Agressão","Модификатор шанса критического удара за заряд разгона","<size:22>{Modificador de la probabilidad de golpe crítico por cada carga de agresión}","ม็อดโอกาสคริติคอล ต่อจำนวน Blitz Charge","每顆閃電球暴擊率修正",[9811],7,[],[],3,1,[],0,""
370,"ChallengerCharges","Challenger Charges","Charges d'aspirant","Herausforderer-Ladungen","チャレンジャーチャージ","도전자 충전","Cargas Desafiantes","Заряды претендента","Cargas de retador","Challenger Charge","挑戰球","[9908,9907]",3,[],[],3,1,[],0,""
371,"AttackMoveSpeedPerChallenger","Attack and Movement Speed modifier per Challenger Charge","Modificateur de Vitesse d'attaque et de déplacement par Charge d'aspirant","Mod. f. Angriffs- und Bewegungsgeschw. pro Herausf.-Ladung","チャレンジャーチャージごとのアタック・移動スピードモッド","도전자 충전 하나당 공격 및 이동 속도 속성 부여","Modificador de Velocidade de Ataque por Carga Desafiante","Модификатор скорости атаки и передвижения за заряд претендента","<size:22>{Modificador de las velocidades de ataque y de movimiento por cada carga de retador}","ม็อดความเร็วในการโจมตีและเคลื่อนที่ ต่อจำนวน Challenger Charge","每顆挑戰球攻擊和移動速度修正",[9911],8,[],[],3,1,[],0,""
372,"BrutalCharges","Brutal Charges","Charges de brutalité","Brutale Ladungen","ブルータルチャージ","잔인 충전","Cargas Brutais","Заряды жестокости","Cargas brutales","Brutal Charge","殘暴球","[13602,13604]",3,[],[],3,1,[],0,""
373,"TripleDamageChancePerBrutalCharge","Chance to deal Triple Damage per Brutal Charge","Chances d'infliger des Dégâts triplés par Charge de brutalité","Chance auf dreifachen Schaden pro Brutaler Ladung","ブルータルチャージごとのトリプルダメージを与える確率","일정 확률로 잔인 충전 하나당 3배의 피해를 줌","Chance de causar Dano Triplicado por Carga Brutal","Шанс нанести утроенный урон за заряд жестокости","Probabilidad de infligir el triple de daño por cada carga brutal","โอกาสสร้างความเสียหายสามเท่า ต่อจำนวน Brutal Charge","每顆殘暴球造成 3 倍傷害機率",[13626],1,[13604],[],3,1,[],0,""
374,"StunThresholdPerBrutalCharge","Stun Threshold modifier per Brutal Charge","Modificateur du Seuil d'Étourdissement par Charge de brutalité","Mod. der Betäubungsschwelle pro Brutaler Ladung","ブルータルチャージごとのスタン閾値モッド","잔인 충전 하나당 기절 한계치 속성 부여","Modificador do Ponto de Atordoamento por Carga Brutal","Модификатор порога оглушения за заряд жестокости","Modificador del umbral de aturdimiento por cada carga brutal","ม็อดความยากในการติดสถานะ สตัน ต่อจำนวน Brutal Charge","每顆殘暴球暈換門檻詞綴",[13627],7,[13604],[],3,1,[],0,""
375,"AfflictionCharges","Affliction Charges","Charges d'affliction","Quälende Ladungen","アフィリクションチャージ","수난 충전","Cargas de Aflição","Заряды подавления","Cargas de aflicción ","Affliction Charge","苦痛球","[13606,13608]",3,[],[],3,1,[],0,""
376,"AilmentDamagePerAfflictionCharge","Ailment Damage modifier per Affliction Charge","Modificateur de Dégâts des Altérations par Charge d'affliction","Mod. für Schaden mit Beeintr. pro Quälender Ladung","アフィリクションチャージごとの状態異常ダメージモッド","수난 충전 하나당 상태 이상 피해 속성 부여","Modificador de Dano de Afecção por Carga de Aflição","Модификатор урона от состояний за заряд подавления","Modificador del daño de los estados alterados por cada carga de aflicción","ม็อดความเสียหาย ของ สถานะเจ็บป่วย ต่อจำนวน Affliction Charge","每顆苦痛球異常狀態傷害詞綴",[13628],8,[13608],[],3,1,[],0,""
377,"NonDamagingAilmentEffectPerAfflictionCharge","Non-Damaging Ailment Effect modifier per Affliction Charge","Modificateur d'Effet des Altérations qui n'infligent pas de dégâts par Charge d'affliction","Mod. für Wirkung nicht schäd. Beeintr. pro Quälender Ladung","アフィリクションチャージごとの非ダメージ性状態異常効果モッド","수난 충전 하나당 비-피해 상태 이상 속성 부여","Modificador de Efeito de Afecções Não Nocivas por Carga de Aflição","Модификатор эффекта не наносящих урон состояний за заряд подавления","Modificador del efecto de los estados alterados no dañinos por cada carga de aflicción","ม็อดผล ของ สถานะเจ็บป่วยไร้ความเสียหาย ต่อจำนวน Affliction Charge","每顆苦痛球非傷害型異常狀態效果詞綴",[13629],8,[13608],[],3,1,[],0,""
378,"AbsorptionCharges","Absorption Charges","Charges d'absorption","Absorbierende Ladungen","アブソープションチャージ","흡수 충전","Cargas de Absorção","Заряды поглощения","Cargas de absorción","Absorption Charge","吸收球","[13610,13612]",3,[],[],3,1,[],0,""
379,"ElementalDamageGoesToESPerAbsorptionCharge","Elemental Damage taken Recouped as ES per Absorption Charge","Dégâts élémentaires subis Recouvrés en Bouclier d'énergie par Charge d'absorption","Gewonn. ES durch erl. Elementarschaden pro Absorb. Ladung","アブソープションチャージごとのエナジーシールドとして回収される元素ダメージ","흡수 충전 하나당 받은 원소 피해를 에너지 보호막으로 회생","Dano Elemental sofrido Recuperado como ES por Carga de Absorção","Восполнение энергетического щита за счёт получаемого урона от стихий за заряд поглощения","Daño elemental recibido recobrado como EE por cada carga de absorción","เยียวยาโล่พลังงานจากความเสียหายธาตุที่ได้รับ ต่อจำนวน Absorption Charge","每顆吸收球承受元素傷害補償為能量護盾",[13630],1,[13612],[],3,1,[],0,""
