"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","rid_24","NPCMasterKey","ShortName","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","i32_64","NPCAudios1","NPCAudios2","HASH16","row_102","Portrait","DialogueStyle","bool_142","rid_143","Gender","bool_167","i32_168"
650,"Metadata/Terrain/Doodads/Hideouts/KalguuranWorkshopCraftingBench/attachments/SimpleHireling_Table","Kalguuran Blacksmith","Forgeron kalguur","Kalguurischer Schmied","カルグーランの鍛冶屋","칼구르 대장장이","Ferreiro Kalguuran","Калгууранский кузнец","Herrero kalguur","ช่างเหล็กคาลเกอร์","卡爾葛工匠","Metadata/NPC/NPC","","","Blacksmith","Forgeron kalguur","Schmied","鍛冶屋","대장장이","Ferreiro Kalguuran","Кузнец","Herrero","ช่างเหล็ก","工匠",0,[],[],-18133,"","","",1,"","M","",0
651,"Metadata/Terrain/Doodads/Hideouts/KalguuranWorkshopCraftingBench/attachments/SimpleHireling_Shovelling","Kalguuran Shoveller","Pelleteur kalguur","Kalguurischer Schaufler","カルグーランの給炭係","칼구르 삽꾼","Pá Kalguuran","Калгууранский лопатник","Paleador kalguur","ช่างขุดคาลเกอร์","卡爾葛挖掘者","Metadata/NPC/NPC","","","Shoveller","Pelleteur kalguur","Schaufler","給炭係","삽꾼","Pá Kalguuran","Лопатник","Paleador","ช่างขุด","挖掘者",0,[],[],-14387,"","","",1,"","M","",0
652,"Metadata/NPC/League/Affliction/GlyphsGoddessStatue","Statue of the Goddess","Statue de la déesse","Statue der Göttin","女神の像","여신의 조각상","Estátua da Deusa","Статуя богини","Estatua de la diosa","รูปปั้นเทพี","女神雕像","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3149,"","Statue of the Goddess","Statue de la déesse","Statue der Göttin","女神の像","여신의 조각상","Estátua da Deusa","Статуя богини","Estatua de la diosa","รูปปั้นเทพี","女神雕像",0,[],[],6008,"","",6,1,"","","",0
653,"Metadata/NPC/League/Affliction/GlyphsSingleStatue","Worn Statue","Statue émoussée","Beschädigte Statue","破損した像","닳은 조각상","Estátua Gasta","Старая статуя","Estatua desgastada","รูปปั้นสึกกร่อน","磨損的雕像","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3150,"","Worn Statue","Statue émoussée","Beschädigte Statue","破損した像","닳은 조각상","Estátua Gasta","Старая статуя","Estatua desgastada","รูปปั้นสึกกร่อน","磨損的雕像",0,[],[],-18891,"","",6,1,"","","",0
654,"Metadata/NPC/League/Affliction/GlyphsWarringSisters","The Warring Sisters","Les Sœurs en guerre","Die streitenden Schwestern","戦う姉妹","다투는 자매","As Irmãs Guerreiras","Враждующие сёстры","Las hermanas enfrentadas","สองพี่น้องรบพุ่ง","戰爭姊妹","Metadata/NPC/League/Azmeri/AzmeriStoryGlyph",3151,"","The Warring Sisters","Les Sœurs en guerre","Die streitenden Schwestern","戦う姉妹","다투는 자매","As Irmãs Guerreiras","Враждующие сёстры","Las hermanas enfrentadas","สองพี่น้องรบพุ่ง","戰爭姊妹",0,[],[],-15532,"","",6,1,"","","",0
655,"Metadata/NPC/League/Azmeri/UniqueDealerMaps","Nameless Seer","Le Devin innommé","Namenloser Seher","名もなき予言者","이름 없는 예견자","Vidente Inominado","Безымянный прорицатель","Vidente sin nombre","โหรไร้นาม","無名先知","Metadata/NPC/NPC","","","Nameless Seer","Le Devin innommé","Namenloser Seher","名もなき予言者","이름 없는 예견자","Vidente Inominado","Безымянный прорицатель","Vidente sin nombre","โหรไร้นาม","無名先知",0,[185],[186],6263,"","",6,1,43,"","",0
656,"Metadata/NPC/League/Necropolis/GraveyardKeeperWild","Undertaker Arimor","Arimor le Fossoyeur","Totengräber Arimor","埋葬人アリモール","장의사 아리모르","Coveiro Arimor","Могильщик Аримор","Sepulturero Arimor","สัปเหร่ออริมอร์","送葬者阿里摩爾","Metadata/NPC/NPC","","","Undertaker Arimor","Arimor le Fossoyeur","Totengräber Arimor","埋葬人アリモール","장의사 아리모르","Coveiro Arimor","Могильщик Аримор","Sepulturero Arimor","สัปเหร่ออริมอร์","送葬者阿里摩爾",0,[193],[194],-27663,"","",1,1,"","M","",0
657,"Metadata/NPC/League/Necropolis/GraveyardKeeperNecropolis","Undertaker Arimor","Arimor le Fossoyeur","Totengräber Arimor","埋葬人アリモール","장의사 아리모르","Coveiro Arimor","Могильщик Аримор","Sepulturero Arimor","สัปเหร่ออริมอร์","送葬者阿里摩爾","Metadata/NPC/NPC","","","Undertaker Arimor","Arimor le Fossoyeur","Totengräber Arimor","埋葬人アリモール","장의사 아리모르","Coveiro Arimor","Могильщик Аримор","Sepulturero Arimor","สัปเหร่ออริมอร์","送葬者阿里摩爾",0,[193],[194],-15270,"","",1,1,44,"M","",0
658,"Metadata/NPC/League/Necropolis/GraveyardKeeperHideout","Undertaker Arimor","Arimor le Fossoyeur","Totengräber Arimor","埋葬人アリモール","장의사 아리모르","Coveiro Arimor","Могильщик Аримор","Sepulturero Arimor","สัปเหร่ออริมอร์","送葬者阿里摩爾","Metadata/NPC/NPC","","","Undertaker Arimor","Arimor le Fossoyeur","Totengräber Arimor","埋葬人アリモール","장의사 아리모르","Coveiro Arimor","Могильщик Аримор","Sepulturero Arimor","สัปเหร่ออริมอร์","送葬者阿里摩爾",0,[193],[194],14646,"","",1,1,44,"M","",0
659,"Metadata/NPC/League/Necropolis/GraveyardKeeperWildFirstEncounter","Undertaker Arimor","Arimor le Fossoyeur","Totengräber Arimor","埋葬人アリモール","장의사 아리모르","Coveiro Arimor","Могильщик Аримор","Sepulturero Arimor","สัปเหร่ออริมอร์","送葬者阿里摩爾","Metadata/NPC/NPC","","","Undertaker Arimor","Arimor le Fossoyeur","Totengräber Arimor","埋葬人アリモール","장의사 아리모르","Coveiro Arimor","Могильщик Аримор","Sepulturero Arimor","สัปเหร่ออริมอร์","送葬者阿里摩爾",0,[193],[194],-16015,"","",1,1,"","M","",0
660,"Metadata/NPC/League/Necropolis/GraveyardKeeperBook","Undertaker Arimor","Arimor le Fossoyeur","Totengräber Arimor","埋葬人アリモール","장의사 아리모르","Coveiro Arimor","Могильщик Аримор","Sepulturero Arimor","สัปเหร่ออริมอร์","送葬者阿里摩爾","Metadata/NPC/NPC","","","Undertaker Arimor","Arimor le Fossoyeur","Totengräber Arimor","埋葬人アリモール","장의사 아리모르","Coveiro Arimor","Могильщик Аримор","Sepulturero Arimor","สัปเหร่ออริมอร์","送葬者阿里摩爾",0,[],[],11637,"","","",1,"","M","",0
661,"Metadata/NPC/League/Necropolis/GraveyardKeeperTomb","Undertaker Arimor","Arimor le Fossoyeur","Totengräber Arimor","埋葬人アリモール","장의사 아리모르","Coveiro Arimor","Могильщик Аримор","Sepulturero Arimor","สัปเหร่ออริมอร์","送葬者阿里摩爾","Metadata/NPC/NPC","","","Undertaker Arimor","Arimor le Fossoyeur","Totengräber Arimor","埋葬人アリモール","장의사 아리모르","Coveiro Arimor","Могильщик Аримор","Sepulturero Arimor","สัปเหร่ออริมอร์","送葬者阿里摩爾",0,[],[],-22099,"","","",1,"","M","",0
662,"Metadata/NPC/EldritchHunger_Armour","Eldritch Hunger","Faim surnaturelle","Unheimlicher Hunger","エルドリッチハンガー","섬뜩한 허기","Voracidade Ancestral","Древний голод","Hambre sobrenatural","ความหิวโหยผิดธรรมชาติ","異能渴望","Metadata/NPC/NPC","","","Eldritch Hunger","Faim surnaturelle","Unheimlicher Hunger","エルドリッチハンガー","섬뜩한 허기","Voracidade Ancestral","Древний голод","Hambre sobrenatural","ความหิวโหยผิดธรรมชาติ","異能渴望",0,[],[],-11677,"","","",1,"","","",0
663,"Metadata/NPC/Epilogue/SnakeOilVendor","Gareth, Serpent Extract Distributor","Gareth, Distributeur d'extrait de serpent","Gareth, Schlangenöl-Händler","サーペントエキスの配布者、ガレス","독사 추출물 유통인 가레스","Gareth, Distribuidor de Extrato de Serpente","Гарет, продавец змеиного экстракта","Gareth, Distribuidor de extractos de serpiente","แกเร็ธ ตัวแทนจำหน่ายสารสกัดงู","巨蛇萃取物商人加勒斯","Metadata/NPC/NPC","","","Gareth","Gareth","Gareth","ガレス","가레스","Gareth","Гарет","Gareth","แกเร็ธ","加勒斯",0,[195],[196],-23412,"","",1,1,45,"M","",0
664,"Metadata/NPC/IsiThavarra","Isi Thavarra","Isi Thavarra","Isi Thavarra","イシ・サヴァルラ","이시 타바라","Isi Thavarra","Иси Таварра","Isi Thavarra","ไอซี ธาวาร่า","伊希·塔瓦拉","Metadata/NPC/NPC","","","Isi Thavarra","Isi Thavarra","Isi Thavarra","イシ・サヴァルラ","이시 타바라","Isi Thavarra","Иси Таварра","Isi Thavarra","ไอซี ธาวาร่า","伊希·塔瓦拉",0,[],[],-26393,"","","",1,"","F","",0
665,"Metadata/NPC/League/Kalguur/VillageMayor","Johan, the King's Hand","Johan, la Main du Roi","Johan, Hand des Königs","王の腕、ヨハン","왕의 대리인 요한","Johan, a Mão do Rei","Йохан, десница короля","Johan, la Mano del rey","โยฮาน หัตถ์แห่งกษัตริย์","帝王之手．喬罕","Metadata/NPC/NPC",3271,"","Johan","Johan","Johan","ヨハン","요한","Johan","Йохан","Johan","โยฮาน","喬罕",0,[201],[202],16863,"",28,3,1,"","M","",0
666,"Metadata/NPC/League/Kalguur/VillageMayorTown","Johan, the King's Hand","Johan, la Main du Roi","Johan, Hand des Königs","王の腕、ヨハン","왕의 대리인 요한","Johan, a Mão do Rei","Йохан, десница короля","Johan, la Mano del rey","โยฮาน หัตถ์แห่งกษัตริย์","帝王之手．喬罕","Metadata/NPC/NPC",3271,"","Johan","Johan","Johan","ヨハン","요한","Johan","Йохан","Johan","โยฮาน","喬罕",0,[201],[202],-6706,"",28,3,1,"","M","",0
667,"Metadata/NPC/League/Kalguur/VillageMayorHideout","Johan, the King's Hand","Johan, la Main du Roi","Johan, Hand des Königs","王の腕、ヨハン","왕의 대리인 요한","Johan, a Mão do Rei","Йохан, десница короля","Johan, la Mano del rey","โยฮาน หัตถ์แห่งกษัตริย์","帝王之手．喬罕","Metadata/NPC/NPC",3271,"","Johan","Johan","Johan","ヨハン","요한","Johan","Йохан","Johan","โยฮาน","喬罕",0,[201],[202],-6047,"",28,3,1,"","M","",0
668,"Metadata/NPC/League/Kalguur/VillageRecruiter","Raulf, the Recruiter","Raulf, le Recruteur","Raulf der Rekrutierer","採用担当、ラウルフ","모집관 라울프","Raulf, o Recrutador","Раульф, вербовщик","Raulf, el Reclutador","ราล์ฟ นายหน้าแรงงาน","召募者．勞爾夫","Metadata/NPC/NPC","","","Raulf","Raulf","Raulf","ラウルフ","라울프","Raulf","Раульф","Raulf","ราล์ฟ","勞爾夫",0,[199],[200],-28588,"",30,3,1,"","M","",0
669,"Metadata/NPC/League/Kalguur/VillageFarmer","Sonja, the Farmer","Sonja, la Fermière","Sonja die Landwirtin","農民、ソニア","농부 소냐","Sonja, a Agricultora","Сонья, фермер","Sonja, la Granjera","ซอนย่า ชาวไร่","農人．松賈","Metadata/NPC/NPC","","","Sonja","Sonja","Sonja","ソニア","소냐","Sonja","Сонья","Sonja","ซอนย่า","松賈",0,[197],[198],9597,"",29,3,1,"","F","",0
670,"Metadata/NPC/League/Kalguur/VillageRog","Rog, the Disenchanter","Rog, le Désenchanteur","Rog der Entzauberer","解呪師、ログ","인챈트 해제사 로그","Rog, o Desencantador","Рог, распылитель","Rog, el Desencantador","ร็อก นักสลายวัตถุ","破幻者．羅格","Metadata/NPC/NPC",3265,"","Rog","Rog","Rog","ログ","로그","Rog","Рог","Rog","ร็อก","羅格",0,[207],[208],-29430,"",19,3,1,"","M","",0
671,"Metadata/NPC/League/Kalguur/VillageDannig","Dannig, the Blacksmith","Dannig, le Forgeron","Dannig der Schmied","鍛冶師、ダニグ","대장장이 대닉","Dannig, o Ferreiro","Дэнниг, кузнец","Dannig, el Herrero","แดนนิก ช่างเหล็ก","鐵匠．丹尼格","Metadata/NPC/NPC","","","Dannig","Dannig","Dannig","ダニグ","대닉","Dannig","Дэнниг","Dannig","แดนนิก","丹尼格",0,[203],[204],5413,"",16,3,1,"","M","",0
672,"Metadata/NPC/League/Kalguur/VillageTujen","Tujen, the Harbourmaster","Tujen, le Maître du port","Tujen der Hafenmeister","港長、トゥージェン","항만 관리자 투젠","Tujen, o Mestre Portuário","Туджин, начальник порта","Tujen, Capitán del puerto","ทูเจน นายท่า","港務管理人．圖貞","Metadata/NPC/NPC","","","Tujen","Tujen","Tujen","トゥージェン","투젠","Tujen","Туджин","Tujen","ทูเจน","圖貞",0,[205],[206],29287,"",18,3,1,"","M","",0
673,"Metadata/NPC/League/Kalguur/VillageGwennen","Gwennen, the Gambler","Gwennen, la Parieuse","Gwennen die Glücksspielerin","ギャンブラー、グウェネン","도박사 그위넨","Gwennen, a Apostadora","Гвеннен, игрок","Gwennen, la Apostadora","เกว็นเน็น นักพนัน","賭徒．關南","Metadata/NPC/NPC","","","Gwennen","Gwennen","Gwennen","グウェネン","그위넨","Gwennen","Гвеннен","Gwennen","เกว็นเน็น","關南",0,[145],[146],-24643,"",17,3,1,"","F","",0
674,"Metadata/NPC/League/Kalguur/VillageIsla","Isla, the Engineer","Isla, l'Ingénieure","Isla die Ingenieurin","エンジニア、アイラ","기술자 아이슬라","Isla, a Engenheira","Айла, инженер","Isla, la Ingeniera","ไอล่า มือช่าง","工程師．伊絲菈","Metadata/NPC/NPC",3261,"","Isla","Isla","Isla","アイラ","아이슬라","Isla","Айла","Isla","ไอล่า","伊絲菈",0,[209],[210],24509,"",12,3,1,"","F","",0
675,"Metadata/NPC/League/Kalguur/VillageFaustus","Faustus, the Financier","Faustus, le Financier","Faustus der Finanzier","資本家、ファースタス","재무관 파우스투스","Faustus, o Financiador","Фауст, финансист","Faustus, el Financiero","ฟาวทัส นักการเงิน","資本家．弗斯特","Metadata/NPC/NPC",3274,"","Faustus","Faustus","Faustus","ファースタス","파우스투스","Faustus","Фауст","Faustus","ฟาวทัส","弗斯特",0,"[211,212]","[213,214]",30242,"",1,3,1,46,"M","",0
676,"Metadata/NPC/League/Kalguur/VillageFaustusTown","Faustus","Faustus, le Financier","Faustus","ファースタス","파우스투스","Faustus","Фауст","Faustus","ฟาวทัส","弗斯特","Metadata/NPC/NPC",3274,"","Faustus","Faustus","Faustus","ファースタス","파우스투스","Faustus","Фауст","Faustus","ฟาวทัส","弗斯特",0,"[211,212]","[213,214]",-13562,"",1,3,1,46,"M","",0
677,"Metadata/NPC/League/Kalguur/VillageFaustusHideout","Faustus","Faustus, le Financier","Faustus","ファースタス","파우스투스","Faustus","Фауст","Faustus","ฟาวทัส","弗斯特","Metadata/NPC/NPC",3274,"","Faustus","Faustus","Faustus","ファースタス","파우스투스","Faustus","Фауст","Faustus","ฟาวทัส","弗斯特",0,"[211,212]","[213,214]",-4323,"",1,3,1,46,"M","",0
678,"Metadata/Monsters/LeagueKalguur/BanditArcher/BanditArcherBoss","Sasan, the Bandit Lord","Sasan, le Seigneur des bandits","Sasan der Banditenfürst","山賊の長、ササン","도적 군주 사산","Sasan, o Lorde Bandido","Сасан, главарь бандитов","Sasan, el Señor bandido","ซาซาน มหาโจร","盜賊頭目．薩珊","Metadata/Monsters/LeagueKalguur/BanditArcher/BanditArcherBoss","","","Sasan","Sasan","Sasan","ササン","사산","Sasan","Сасан","Sasan","ซาซาน","薩珊",0,[],[],-288,"","","",1,"","M","",0
679,"Metadata/Monsters/LeagueKalguur/VerisiumGuardBoss/VerisiumGuardBoss","The Black Knight","Le Chevalier noir","Der schwarze Ritter","黒騎士","흑기사","O Cavaleiro Sombrio","Черный рыцарь","El caballero negro","อัศวินดำ","黑騎士","Metadata/Monsters/LeagueKalguur/VerisiumGuardBoss/VerisiumGuardBoss","","","The Black Knight","Le Chevalier noir","Der schwarze Ritter","黒騎士","흑기사","O Cavaleiro Sombrio","Черный рыцарь","El caballero negro","อัศวินดำ","黑騎士",0,[],[],-20065,"","","",1,"","M","",0
680,"Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCoveBoss","Admiral Valerius","Amiral Valérius","Admiral Valerius","ヴァレリウス提督","발레리우스 제독","Almirante Valerius","Адмирал Валерий","Almirante Valerius","พลเรือเอกวาเลอเรียส","瓦勒瑞斯將軍","Metadata/Monsters/LeagueKalguur/DarnawPirateRaider/PirateCoveBoss","","","Admiral Valerius","Amiral Valérius","Admiral Valerius","ヴァレリウス提督","발레리우스 제독","Almirante Valerius","Адмирал Валерий","Almirante Valerius","พลเรือเอกวาเลอเรียส","瓦勒瑞斯將軍",0,[],[],-19895,"","","",1,"","M","",0
