"rownum","Wordlist","Text","SpawnWeight_Tags","SpawnWeight_Values","HASH32","Text2","Text2 (French)","Text2 (German)","Text2 (Japanese)","Text2 (Korean)","Text2 (Portuguese)","Text2 (Russian)","Text2 (Spanish)","Text2 (Thai)","Text2 (Traditional Chinese)","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)"
3328,13,"Vraxa","[1195,1204,1206,1208]","[0,1000,1000,1000]",3188318923,"Vraxa","Vraxa","Vraxa","ヴラクサ","브락사","Vraxa","Ракса","Vraxa","แวร็กซ่า","弗拉莎","F","F","F","F","F","F","F","F","F","F"
3329,13,"Tyssara","[1195,1204,1206,1208]","[0,1000,1000,1000]",2611450601,"Tyssara","Tyssara","Tyssara","ティサーラ","티사라","Tyssara","Тиссара","Tyssara","ทีสซาร่า","泰薩拉","F","F","F","F","F","F","F","F","F","F"
3330,13,"Shavra","[1195,1204,1206,1208]","[0,1000,1000,1000]",4133424798,"Shavra","Shavra","Shavra","シャヴラ","샤브라","Shavra","Шавра","Shavra","แชฟร่า","莎弗拉","F","F","F","F","F","F","F","F","F","F"
3331,13,"Veth","[1195,1204,1206,1208]","[0,1000,1000,1000]",2527152001,"Veth","Veth","Veth","ヴェス","베스","Veth","Вет","Veth","เวธ","維絲","F","F","F","F","F","F","F","F","F","F"
3332,13,"Korta","[1195,1204,1206,1208]","[0,1000,1000,1000]",2685644677,"Korta","Korta","Korta","コルタ","코르타","Korta","Корта","Korta","คอร์ธ่า","寇爾塔","F","F","F","F","F","F","F","F","F","F"
3333,13,"Zixa","[1195,1204,1206,1208]","[0,1000,1000,1000]",4208160565,"Zixa","Zixa","Zixa","ズィクサ","직사","Zixa","Зикса","Zixa","ซิซ่า","席薩","F","F","F","F","F","F","F","F","F","F"
3334,13,"Ivi","[1195,1204,1206,1208]","[0,1000,1000,1000]",3300628772,"Ivi","Ivi","Ivi","イヴィ","이비","Ivi","Айви","Ivi","ไอวิ","依維","F","F","F","F","F","F","F","F","F","F"
3335,13,"Raicha","[1195,1204,1206,1208]","[0,1000,1000,1000]",60975967,"Raicha","Raïcha","Raicha","ライチャ","라이차","Raicha","Райха","Raicha","ไรช่า","萊恰","F","F","F","F","F","F","F","F","F","F"
3336,13,"Dramia","[1195,1204,1206,1208]","[0,1000,1000,1000]",1809160493,"Dramia","Dramia","Dramia","ドラミア","드라미아","Dramia","Драмия","Dramia","ดราเมีย","德拉米亞","F","F","F","F","F","F","F","F","F","F"
3337,14,", the Hexer","[1195,1204,1206,1208]","[0,1000,1000,1000]",353155065,", the Hexer",", la Maléfique",", die Hexerin","呪術士","- 사술사",", a Feiticeira",", Колдунья",", la Embrujadora"," ผู้สาปสะกด","．施咒者","","F","F","","","F","FS","F","",""
3338,14,", the Summoner","[1195,1204,1206,1208]","[0,1000,1000,1000]",1250145726,", the Summoner",", l'Invocatrice",", die Beschwörerin","召喚士","- 소환사",", a Invocadora",", Призывательница",", la Invocadora"," ผู้ปลุกบริวาร","．召喚師","","F","F","","","F","FS","F","",""
3339,14,", the Twisted","[1195,1204,1206,1208]","[0,1000,1000,1000]",782583662,", the Twisted",", l'Aliénée",", die Verdorbene","歪んだ","- 뒤틀린 자",", a Desvirtuada",", Искажённая",", la Retorcida"," ผู้ผิดเพี้ยน","．扭曲者","","F","F","","","F","FS","F","",""
3340,14,", the Noxious","[1195,1204,1206,1208]","[0,1000,1000,1000]",343934322,", the Noxious",", la Nocive",", die Ruchlose","毒々しい","- 유해한 자",", a Mefítica",", Ядовитая",", la Tóxica"," ผู้อาบพิษ","．惡毒者","","F","F","","","F","FS","F","",""
3341,14,", the Foul","[1195,1204,1206,1208]","[0,1000,1000,1000]",1129795259,", the Foul",", la Fétide",", die Üble","邪悪な","- 지저분한 자",", a Imunda",", Нечистая",", la Fétida"," ผู้โสมม","．敗壞者","","F","F","","","F","FS","F","",""
3342,14,", the Deathweaver","[1195,1204,1206,1208]","[0,1000,1000,1000]",1749180725,", the Deathweaver",", la Tisse-mort",", die Todesweberin","死を編む","- 죽음을 엮는 자",", a Tecelã da Morte",", Плетущая смерть",", la Tejedora de muerte"," ผู้สานความตาย","．織夢者","","F","F","","","F","FS","F","",""
3343,14,", the Murderous","[1195,1204,1206,1208]","[0,1000,1000,1000]",1506963814,", the Murderous",", la Meurtrière",", die Mörderische","殺意の","- 살의 어린 자",", a Homicida ",", Кровожадная",", la Homicida"," ผู้เข่นฆ่า","．殺戮者","","F","F","","","F","FS","F","",""
3344,14,", the Vile","[1195,1204,1206,1208]","[0,1000,1000,1000]",4067029233,", the Vile",", l'Ignoble",", die Böse","卑劣な","- 끔찍한 자",", a Vil",", Злобная",", la Vil"," ผู้ต่ำช้า","．惡毒者","","F","F","","","F","FS","F","",""
3345,14,", the Evoker","[1195,1204,1206,1208]","[0,1000,1000,1000]",3069887879,", the Evoker",", l'Évocatrice",", die Beschwörerin","喚起者","- 기원사",", a Evocadora",", Заклинательница",", la Evocadora"," ผู้บรมคาถา","．喚能者","","F","F","","","F","FS","F","",""
3346,14,", the Soulbinder","[1195,1204,1206,1208]","[0,1000,1000,1000]",2637202167,", the Soulbinder",", la Lieuse d'âmes",", die Seelenbinderin","魂縛者","- 영혼 봉인자",", a Captora de Almas",", Связующая души",", la Vinculadora de almas"," ผู้ผนึกวิญญาณ","．縛靈者","","F","F","","","F","FS","F","",""
3347,14,", the Silent Hand","[1195,1204,1206,1208]","[0,1000,1000,1000]",1459455969,", the Silent Hand",", la Main silencieuse",", die Stille Hand","静かなる手","- 소리 없는 손",", a Mão Silenciosa",", Безмолвная рука",", la Mano silenciosa"," หัตถ์เงียบงัน","．沉默之手","","F","F","","","F","FS","F","",""
3348,14,", the Seamstress of Death","[1195,1204,1206,1208]","[0,1000,1000,1000]",3126109739,", the Seamstress of Death",", la Couturière de la Mort",", die Todessäumerin","死の編み手","- 죽음의 수예사",", a Costureira da Morte",", Швея смерти",", la Costurera de muerte"," ผู้สานมรณะ","．亡域織女","","F","F","","","F","FS","F","",""
3349,14,", the Unscrupulous","[1195,1204,1206,1208]","[0,1000,1000,1000]",1619765801,", the Unscrupulous",", la Machiavélique",", die Skrupellose","悪辣な","- 양심 없는 자",", a Inescrupulosa",", Беспринципная",", la Inescrupulosa"," ผู้ปราศจากศีลธรรม","．鮮恥者","","F","F","","","F","FS","F","",""
3350,14,", the Maleficent","[1195,1204,1206,1208]","[0,1000,1000,1000]",1686624550,", the Maleficent",", la Malveillante",", die Bösartige","有害な","- 악질적인 자",", a Maléfica",", Зловредная",", la Maléfica"," ผู้ชั่วช้า","．惡罪者","","F","F","","","F","FS","F","",""
3351,14,"Adin","[1195,1204,1206,1208]","[0,1000,1000,1000]",2487794135," Adin"," Adin"," Adin","アディン・"," 아딘"," Adin"," Адин"," Adin"," อดิน","艾丁","","F","F","","","F","FS","F","",""
3352,14,"Hestis","[1195,1204,1206,1208]","[0,1000,1000,1000]",271621083," Hestis"," Hestis"," Hestis","ヘスティス・"," 헤스티스"," Hestis"," Гестис"," Hestis"," เฮสทิส","赫斯提斯","","F","F","","","F","FS","F","",""
3353,14,"Ornys","[1195,1204,1206,1208]","[0,1000,1000,1000]",1374858637," Ornys"," Ornys"," Ornys","オルニス・"," 오르니스"," Ornis"," Орнис"," Ornys"," ออร์นิส","歐尼斯","","F","F","","","F","FS","F","",""
3354,14,"Parnis","[1195,1204,1206,1208]","[0,1000,1000,1000]",2505633537," Parnis"," Parnis"," Parnis","パルニス・"," 파르니스"," Parnis"," Парнис"," Parnis"," พาร์นิส","帕爾尼斯","","F","F","","","F","FS","F","",""
3355,14,"Falkyn","[1195,1204,1206,1208]","[0,1000,1000,1000]",2268604976," Falkyn"," Falkyn"," Falkyn","ファルキン・"," 팔킨"," Falkyn"," Фолкин"," Falkyn"," ฟอลคิน","費爾金","","F","F","","","F","FS","F","",""
3356,14,"Kaldri","[1195,1204,1206,1208]","[0,1000,1000,1000]",1372123881," Kaldri"," Kaldri"," Kaldri","カルドリ・"," 칼드리"," Kaldri"," Калдри"," Kaldri"," คาลดรี","凱德里","","F","F","","","F","FS","F","",""
3357,14,"Xethri","[1195,1204,1206,1208]","[0,1000,1000,1000]",4177821650," Xethri"," Xéthri"," Xethri","ゼスリ・"," 제스리"," Xethri"," Зефри"," Xethri"," เซธรี","塞斯里","","F","F","","","F","FS","F","",""
3358,14,"Rornis","[1195,1204,1206,1208]","[0,1000,1000,1000]",2719134174," Rornis"," Rornis"," Rornis","ロルニス・"," 로르니스"," Rornis"," Рорнис"," Rornis"," รอร์นิส","羅尼斯","","F","F","","","F","FS","F","",""
3359,14,"Sabthri","[1195,1204,1206,1208]","[0,1000,1000,1000]",930260371," Sabthri"," Sabthri"," Sabthri","サブスリ・"," 사브스리"," Sabthri"," Забфри"," Sabthri"," แซบธรี","薩布里","","F","F","","","F","FS","F","",""
3360,14,"Krevin","[1195,1204,1206,1208]","[0,1000,1000,1000]",3968796841," Krevin"," Krévin"," Krevin","クレヴィン・"," 크레빈"," Krevin"," Кревин"," Krevin"," เครวิน","克雷溫","","F","F","","","F","FS","F","",""
3361,14,"Thrixis","[1195,1204,1206,1208]","[0,1000,1000,1000]",848353510," Thrixis"," Thrixis"," Thrixis","スリクシス・"," 트릭시스"," Thrixis"," Триксис"," Thrixis"," ธริซิส","特里席斯","","F","F","","","F","FS","F","",""
3362,13,"Vexia","[1195,1257,1259]","[0,1000,1000]",2725688785,"Vexia","Véxia","Vexia","ヴェクシア","벡시아","Vexia","Вексия","Vexia","เว็กเซีย","維席亞","F","F","F","F","F","F","F","F","F","F"
3363,13,"Kaela","[1195,1257,1259]","[0,1000,1000]",2262791446,"Kaela","Kaëla","Kaela","ケイラ","카엘라","Kaela","Каэла","Kaela","เคล่า","凱拉","F","F","F","F","F","F","F","F","F","F"
3364,13,"Ryx","[1195,1257,1259]","[0,1000,1000]",223454853,"Ryx","Ryx","Ryx","リックス","릭스","Ryx","Рикс","Ryx","ริกซ์","黎克斯","F","F","F","F","F","F","F","F","F","F"
3365,13,"Kryssa","[1195,1257,1259]","[0,1000,1000]",1378487792,"Kryssa","Kryssa","Kryssa","クリッサ","크리사","Kryssa","Крисса","Kryssa","คริสซ่า","克黎莎","F","F","F","F","F","F","F","F","F","F"
3366,13,"Azria","[1195,1257,1259]","[0,1000,1000]",2619505815,"Azria","Azria","Azria","アズリア","아즈리아","Azria","Азрия","Azria","แอสเรีย","艾茲黎亞","F","F","F","F","F","F","F","F","F","F"
3367,13,"Draxa","[1195,1257,1259]","[0,1000,1000]",2247636692,"Draxa","Draxa","Draxa","ドラクサ","드락사","Draxa","Дракса","Draxa","แดร็กซ่า","德拉薩","F","F","F","F","F","F","F","F","F","F"
3368,13,"Kreva","[1195,1257,1259]","[0,1000,1000]",129208267,"Kreva","Kréva","Kreva","クレヴァ","크레바","Kreva","Крева","Kreva","เครว่า","科雷瓦","F","F","F","F","F","F","F","F","F","F"
3369,13,"Zetha","[1195,1257,1259]","[0,1000,1000]",4225065218,"Zetha","Zétha","Zetha","ズィーサ","제타","Zetha","Зефа","Zetha","เซธ่า","澤妲","F","F","F","F","F","F","F","F","F","F"
3370,13,"Sable","[1195,1257,1259]","[0,1000,1000]",2833847972,"Sable","Sable","Sable","セーブル","세이블","Sable","Сейбл","Sable","เซเบิล","莎柏","F","F","F","F","F","F","F","F","F","F"
3371,13,"Tavia","[1195,1257,1259]","[0,1000,1000]",78765872,"Tavia","Tavia","Tavia","タヴィア","타비아","Tavia","Тавия","Tavia","ทาเวีย","塔維亞","F","F","F","F","F","F","F","F","F","F"
3372,13,"Rivena","[1195,1257,1259]","[0,1000,1000]",3407710516,"Rivena","Rivéna","Rivena","リヴィーナ","리베나","Rivena","Ривена","Rivena","ริเวน่า","里維娜","F","F","F","F","F","F","F","F","F","F"
3373,13,"Vorla","[1195,1257,1259]","[0,1000,1000]",2394568346,"Vorla","Vorla","Vorla","ヴォーラ","보를라","Vorla","Форла","Vorla","วอร์ล่า","沃爾拉","F","F","F","F","F","F","F","F","F","F"
3374,13,"Zetha2","[1195,1257,1259]","[0,1000,1000]",2778828264,"Elvira","Elvira","Elvira","エルヴィーラ","엘비라","Elvira","Эльвира","Elvira","เอลวิร่า","艾維拉","F","F","F","F","F","F","F","F","F","F"
3375,13,"Tarika","[1195,1257,1259]","[0,1000,1000]",3160502236,"Tarika","Tarika","Tarika","タリカ","타리카","Tarika","Тарика","Tarika","ทาริก้า","塔黎卡","F","F","F","F","F","F","F","F","F","F"
3376,13,"Vreka","[1195,1257,1259]","[0,1000,1000]",1568173388,"Vreka","Vréka","Vreka","ヴリーカ","브레카","Vreka","Река","Vreka","เวร์ค่า","芙雷卡","F","F","F","F","F","F","F","F","F","F"
3377,13,"Gorra","[1195,1257,1259]","[0,1000,1000]",3757762429,"Gorra","Gorra","Gorra","ゴーラ","고라","Gorra","Горра","Gorra","กอร์ร่า","戈拉","F","F","F","F","F","F","F","F","F","F"
3378,13,"Zarnika","[1195,1257,1259]","[0,1000,1000]",3793973057,"Zarnika","Zarnika","Zarnika","ザルニカ","자르니카","Zarnika","Зарника","Zarnika","ซาร์นิก้า","札尼卡","F","F","F","F","F","F","F","F","F","F"
3379,13,"Kravia","[1195,1257,1259]","[0,1000,1000]",2842145036,"Kravia","Kravia","Kravia","クラヴィア","크라비아","Kravia","Кравия","Kravia","เครเวีย","克拉維亞","F","F","F","F","F","F","F","F","F","F"
3380,13,"Thraka","[1195,1257,1259]","[0,1000,1000]",3237121551,"Thraka","Thraka","Thraka","スラカ","트라카","Thraka","Терака","Thraka","ธราก้า","盧拉卡","F","F","F","F","F","F","F","F","F","F"
3381,13,"Vexa","[1195,1257,1259]","[0,1000,1000]",3915881229,"Vexa","Véxa","Vexa","ヴェクサ","벡사","Vexa","Векса","Vexa","เวซ่า","維莎","F","F","F","F","F","F","F","F","F","F"
3382,14,", the Outlaw","[1195,1257,1259]","[0,1000,1000]",813413024,", the Outlaw",", la Hors-la-loi",", die Gesetzlose","無法者","- 무법자",", a Fora da Lei",", Разбойница",", la Forajida"," คนนอกกฎหมาย","．亡命之徒","","F","F","","","F","FS","F","",""
3383,14,", the Smoothshot","[1195,1257,1259]","[0,1000,1000]",450773928,", the Smoothshot",", la Tireuse agile",", die Treffsichere","名手の","- 침착한 사수",", a Tiro Suave",", Бьющая без промаха",", la Tiradora hábil"," ผู้ยิงได้คล่อง","．優良射手","","F","F","","","F","FS","F","",""
3384,14,", the Sniper","[1195,1257,1259]","[0,1000,1000]",4103937006,", the Sniper",", la Tireuse embusquée",", die Scharfschützin","狙撃者","- 저격수",", a Atiradora de Elite",", Снайпер",", la Francotiradora"," นักซุ่มยิง","．狙擊手","","F","F","","","F","FS","F","",""
3385,14,", the Keen Eye","[1195,1257,1259]","[0,1000,1000]",3795334873,", the Keen Eye",", l'Œil vif",", das scharfe Auge","鷹の目の","- 예리한 눈",", o Olho de Águia",", Зоркий глаз",", la del Ojo de águila"," ผู้ตาคม","．利眼","","M","F","","","F","FS","F","",""
3386,14,", the Deadly","[1195,1257,1259]","[0,1000,1000]",655704301,", the Deadly",", la Fatidique",", die Tödliche","危険な","- 치명적인 자",", a Mortífera",", Смертоносная",", la Mortífera"," ผู้ร้ายกาจ","．致命之靈","","F","F","","","F","FS","F","",""
3387,14,", the Sharpshooter","[1195,1257,1259]","[0,1000,1000]",2886776484,", the Sharpshooter",", la Tireuse experte",", die Meisterschützin","名射手の","- 명사수",", a Exímia",", Меткий стрелок",", la Tiradora "," นักแม่นธนู","．神射手","","F","F","","","F","FS","F","",""
3388,14,", the Killer","[1195,1257,1259]","[0,1000,1000]",2790418778,", the Killer",", la Tueuse",", die Mörderin","殺し屋の","- 살해자",", a Matadora",", Убийца",", la Asesina"," นักฆ่า","．殺手","","F","F","","","F","FS","F","",""
3389,14,", the Markswoman","[1195,1257,1259]","[0,1000,1000]",644238686,", the Markswoman",", la Tireuse d'élite",", die Zielsichere","射手の","- 사격수",", a Boa de Mira",", Лучница",", la Cazadora"," มือธนูหญิง","．神射之女","","F","F","","","F","FS","F","",""
3390,14,", the Precise","[1195,1257,1259]","[0,1000,1000]",2427017306,", the Precise",", la Précise",", die Präzise","精密なる","- 정확한 자",", a Precisa",", Меткая",", la Precisa"," ผู้มิพลาดเป้า","．精準者","","F","F","","","F","FS","F","",""
3391,14,", the Crackshot","[1195,1257,1259]","[0,1000,1000]",3035309469,", the Crackshot",", l'As du tir",", die Spitzenschützin","名人の","- 사격의 명수",", a Tiro Certeiro",", Черепострел",", la Tiradora experta"," ผู้แม่นดั่งจับวาง","．裂魂射手","","F","F","","","F","FS","F","",""
3392,14,", the Lone Arrow","[1195,1257,1259]","[0,1000,1000]",1038419460,", the Lone Arrow",", la Flèche solitaire",", der einsame Pfeil","孤高の矢、","- 외로운 화살",", a Flecha Solitária",", Одинокая стрела",", la Flecha solitaria"," ศรสันโดษ","．孤狼射手","","F","F","","","F","FS","F","",""
3393,14,", the Unrivalled","[1195,1257,1259]","[0,1000,1000]",1251968199,", the Unrivalled",", l'Inégalée",", die Unübertroffene","比類なき","- 무쌍",", a Sem Rivais",", Непревзойдённая",", la Incomparable"," ผู้ไร้อริ","．無可匹敵者","","F","F","","","F","FS","F","",""
3394,14,", the Lethal","[1195,1257,1259]","[0,1000,1000]",2838159115,", the Lethal",", la Létale",", die Todbringende","必殺の","- 치명적인 자",", a Letal",", Убийственная",", la Letal"," ผู้ร้ายแรง","．奪命者","","F","F","","","F","FS","F","",""
3395,14,", the Steady Hand","[1195,1257,1259]","[0,1000,1000]",486310717,", the Steady Hand",", la Main sûre",", die ruhige Hand","安定の","- 흔들리지 않는 손",", a Mão Firme",", Твёрдая рука",", la del Pulso firme"," หัตถ์นิ่ง","．箭無虛發者","","F","F","","","F","FS","F","",""
3396,14,"Idi","[1195,1257,1259]","[0,1000,1000]",2885769249," Idi"," Idi"," Idi","イディ・"," 아이디"," Idi"," Айди"," Idi"," อีดิ","伊迪","","F","F","","","F","FS","F","",""
3397,14,"Vordil","[1195,1257,1259]","[0,1000,1000]",302661532," Vordil"," Vordil"," Vordil","ヴォーディル・"," 보르딜"," Vordil"," Фордил"," Vordil"," วอร์ดิล","沃迪爾","","F","F","","","F","FS","F","",""
3398,14,"Kalon","[1195,1257,1259]","[0,1000,1000]",899067028," Kalon"," Kalon"," Kalon","カロン・"," 칼론"," Kalon"," Кейлон"," Kalon"," คาลอน","卡隆","","F","F","","","F","FS","F","",""
