"rownum","Id","Description","Invisible","Removable","Name","Stats","CancelOnDeath","MergeMode","ShowCount","Maximum_Stat","Current_Stat","bool","i32","BuffVisual","bool","bool","BuffCategory","bool","bool","bool","bool","BuffLimit","bool","Implementation","IsRecovery","bool","MinStat","bool","UIStackMode","bool","IsSkillBuff","i32","[i32]","bool","bool","[rid]","bool","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool","bool","bool","bool","rid","[i32]","string","[rid]","[i32]","i32","[rid]"
2228,"cast_when_stunned_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2229,"cast_on_damage_taken_reserve","","","","Cast on Damage Taken",[],1,1,1,"","","",29,2086,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2230,"cast_on_damage_taken_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2231,"cast_on_crit_reserve","","","","Cast on Critical",[],1,1,1,"","","",29,2087,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2232,"cast_on_crit_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2233,"channelled_slam_stage_display","You are channelling Supercharged Slam.","","","Supercharged Slam Stages",[],1,2,1,"","","",29,2089,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2234,"armour_break_tracker","You have lost a portion of your armour.","","","Armour Break",[18243],1,11,1,"","","",29,2090,1,"",2,"",1,1,"",0,"","BrokenArmour",1,"","","",7,"","",0,[],"","",[],"",[],[],[18243],[],"","","","",18243,[],"",[],[],3,[]
2235,"broken_armour_debuff","Debuff negates all [Armour] and caused increased [Physical] damage taken from [HitDamage|Hits].","","","Fully Broken Armour",[22502],1,2,"","","","",29,2091,1,"",2,"",1,1,"",0,"","BrokenArmour","","","","",7,"","",0,[],"","",[],"",[],[18244],[22502],[],"","","",1,"",[],"",[],[],2,[]
2236,"disable_instant_teleports","",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[18253],[],[18253],[],"","","","","",[],"",[],[],1,[]
2237,"barrier_invocation_reserve","You gain Energy when your Energy Shield is damaged. Stored Energy can be consumed to trigger Spells socketed in Barrier Invocation.","","","Barrier Invocation",[],1,3,1,"","","",29,2092,1,"",1,"",1,1,"",0,"","","","","","",5,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2238,"barrier_invocation_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2239,"invocation_skill_ready","",1,"","",[],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2240,"cast_on_dodge_roll_reserve","","","","Cast on Dodge Roll",[],1,1,1,"","","",29,2098,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2241,"cast_on_dodge_roll_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2242,"tornado_damaging_debuff","",1,"","",[346],"",3,"","","","",29,0,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[346],[],"","","","","",[],"",[],[],1,[]
2243,"cast_while_channelling_reserve","","","","Cast while Channelling",[],1,3,1,"","","",29,2099,1,"",1,"",1,1,"",0,"","","","","","",5,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2244,"cast_while_channelling_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2245,"cast_on_melee_stun_reserve","","","","Cast on Melee Stun",[],1,1,1,"","","",29,2100,1,"",1,"",1,1,"",0,"","","","","","",6,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2246,"cast_on_melee_stun_count","",1,"","",[],1,1,"","","","",29,0,1,"",18,"","","","",0,"","GenericOngoingTriggerCount","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2247,"wolf_minion_howl_debuff","",1,"","[DNT-UNUSED] Wolf Howl Debuff",[8571],1,2,"","","","",29,2101,1,"",2,"",1,1,"",0,"","WolfHowlDebuff","","","","",7,"","",0,[],"","",[],"",[],[],[8571],[],"","","","","",[],"",[],[],1,[]
2248,"lingering_illusion_reserve","Dodge Rolling will create an illusory copy of you.","","","Lingering Illusion",[],1,3,"","","","",29,2184,1,"",18,"",1,1,"",0,"","","","","","",7,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2249,"slow_over_time","",1,"","",[338],"",11,"","","","",29,0,1,"",18,"",1,1,"",0,"","InterpolateBuffEffect","","","","",7,"","",0,[],1,"",[],"",[],[],[338],[],"","",1,"","",[],"",[],[],1,[]
2250,"fallen_god_minion_buff_1","","","","",[24],1,2,"","","","",29,2102,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
2251,"fallen_god_minion_buff_2","","","","",[338],1,2,"","","","",29,2103,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[],1,[]
2252,"fallen_god_minion_buff_3","","","","",[466],1,2,"","","","",29,2104,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
2253,"fallen_god_minion_buff_4","","","","",[1966],1,3,"","","","",29,2105,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1966],[],"","","","","",[],"",[],[],1,[]
2254,"fallen_god_minion_buff_5","","","","","[192,189,190]",1,2,"","","","",29,2106,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[192,189,190]",[],"","","","","",[],"",[],[],1,[]
2255,"fallen_god_heal_buff_on_minion","","","","",[439],1,2,"","","","",29,2107,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[439],[],"","","","","",[],"",[],[],1,[]
2256,"fallen_god_heal_buff_on_self","","","","",[16149],1,2,"","","","",29,2108,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[16149],[],"","","","","",[],"",[],[],1,[]
2257,"ghost_dance_reserve","",1,"","Ghost Dance ",[],1,3,"","","","",29,2256,1,"",18,"",1,1,"",0,"","","","","","",7,"",1,0,[],"","",[],"",[20883],[],[20883],[],"","","","","",[],"",[],[],1,[]
2258,"fallen_god_chaos_aura","You are taking Chaos Damage over time.","","","[DNT-UNUSED] Pestilent  Degen",[442],1,3,"","","","",29,2109,"","",2,"",1,1,"",0,"","","","","","",7,"",1,0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
2259,"spectre_reserve_buff","[DNT-UNUSED] You have spectres, reserving your spirit",1,"","[DNT-UNUSED] Spectre Minions",[],"",1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2260,"fountain_statue_goop","[DNT-UNUSED] You are taking lightning and chaos damage over time.","","","[DNT-UNUSED] Goop","[1970,442]",1,3,"","","","",29,2110,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1970,442]",[],"","","","","",[],"",[],[],1,[]
2261,"player_dominating_aura","",1,"","[DNT-UNUSED] Dominating Aura",[],1,3,"","","","",29,0,1,"",2,"",1,1,"",0,"","DominatingAuraLifeTracker","",1,"","",7,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2262,"player_dominating_aura_self","",1,"","[DNT-UNUSED] Dominating Aura",[],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2263,"player_dominating_aura_display","","","","",[],"",2,"","","","",29,2111,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2264,"player_dominating_aura_reservation","",1,"","",[],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2265,"nearby_enemies_have_no_fire_resistance_vs_dot_while_stationary","",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","NoFireResistanceAuraWhileStationary","","","","",7,"","",0,[],"","",[],"",[],[18378],[],[],"","","","","",[],"",[],[],1,[]
2266,"no_fire_resistance_vs_dot_aura","","","","",[],"",3,"","","","",29,1031,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[18360],[],[],"","","","","",[],"",[],[],1,[]
2267,"shroud_reserve","","","","Shroud",[],1,3,"","","","",29,2084,1,"",18,"",1,1,"",0,"","","","","","",7,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2268,"shroud_stealth","","","","",[],1,3,"","","","",29,2114,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2269,"shroud_breakout_phys","","","","","[28,29]",1,3,"","","","",29,2115,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[28,29]",[],"","","","","",[],"",[],[],1,[]
2270,"hidden_in_stealth","",1,"","",[],1,7,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2271,"spotted","",1,"","",[],1,7,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2272,"essiepaulius_slow_orb_aura","","","","",[338],"",3,"","","","",29,2116,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[338],[],"","","","","",[],"",[],[],1,[]
2273,"corrupt_venarius_poem_buff","","","","","[466,1895]",1,1,"","","","",29,2117,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[466,1895]",[],"","","","","",[],"",[],[],1,[]
2274,"wendigo_donut_of_darkness","[DNT-UNUSED] Its dark","","","[DNT-UNUSED] Donut of Darkness",[346],1,3,"","","","",29,2118,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[346],[],"","","","","",[],"",[],[],1,[]
2275,"covered_in_oil","Movement speed [Slow|Slowed] and  inflicted with [Exposure|Fire Exposure]. [IgnitedGround|Ignited Ground] or [Detonator] Skills are guaranteed to [Ignite].","","","Covered in Oil","[20128,20126]","",3,"","","","",29,2119,1,"",2,"",1,1,"",0,"","CoveredInOil","","","","",7,"","",0,[],"","",[],"",[],[],"[20128,20126]",[],"","","","","",[],"",[],[3],1,[]
2276,"minion_reserve_buff","",1,"","",[],"",1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2277,"bone_offering_hit_absorption","","","","Bone Offering",[],"",3,"","","","",29,2124,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2278,"bone_offering_impaled","",1,"","",[],1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],"[134,6547,2071,10144]",[],[],"","","","","",[],"",[],[],1,[]
2279,"pain_offering_buff","","","","Pain Offering","[70,210,24]","",3,"","","","",29,2129,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[70,210,24]",[],"","","","","",[],"",[],[],1,[]
2280,"soul_offering_healing","","","","",[119],"",3,"","","","",29,81,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[119],[],"","","","","",[],"",[],[],1,[]
2281,"soul_offering_elemental_resist","","","","",[135],"",3,"","","","",29,67,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[135],[],"","","","","",[],"",[],[],1,[]
2282,"grave_offering_damage","","","","","[66,67]","",3,"","","","",29,14,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[66,67]",[],"","","","","",[],"",[],[],1,[]
2283,"crossbow_barrage_recoil","",1,"","","[18431,18433]","",1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[18431,18433]",[],"","","","","",[],"",[],[],1,[]
2284,"skeleton_cleric_heal","","","","",[119],1,3,"","","","",29,2123,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[119],[],"","","","","",[],"",[],[],1,[]
2285,"crossbow_barrage_recoil_area","",1,"","",[18515],"",1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[18515],[],"","","","","",[],"",[],[],1,[]
2286,"reaver_enrage_buff","",1,"","","[1078,18526,19539]",1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","ReaverEnrageBuff","","","","",7,"","",0,[],"","",[],"",[],[],"[1078,18526,19539]",[],"","","","","",[],"",[],[],1,[]
2287,"ice_bind_debuff","","","","Bound",[18540],1,3,"","","","",29,1204,1,"",2,"",1,1,"",0,"","IceBindDebuff",1,"","","",7,"","",0,[],"","",[],"",[18400],[],"[18540,18400]",[],"","","",1,"",[],"",[],[],2,[]
2288,"wind_palm_buff","Your [Quarterstaff] and [Unarmed] [Attack|Attacks] fire [Projectile|Projectiles]","","","Staggering Force",[],1,2,"","","","",29,2130,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2289,"charged_staff_stack","Your Quarterstaff swings release slashing waves of energy, and are empowered with Lightning.","","","Charged Staff","[6324,6325]",1,13,1,"","","",29,2131,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],1,[],[],"[6324,6325]",[],"","","","","",[],"",[],[],1,[]
2290,"tempest_bell_active","Your Tempest Bell is active. Hit it to do damage in an Area.","","","Tempest Bell",[],"",1,"","","","",29,2155,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[19043],[],[],"","","","","",[],"",[],[],1,[]
2291,"ice_amusher_wall_stack","",1,"","",[18572],1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","IceAmbusherStack","","","","",7,"","",0,[],"","",[],1,[],[],[18572],[],"","","","","",[],"",[],[],1,[]
2292,"detonating_arrow_stages","You are gaining stages by channelling the Detonating Arrow skill.","","","Detonating Arrow",[],1,4,1,"","",1,29,2135,1,1,6,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2293,"snipers_mark","","","","Sniper's Mark",[11723],1,14,"","","",1,29,2201,"","",14,"",1,1,"",0,"","",1,"","","",7,"",1,0,[],"","",[],"",[],[],[11723],[19824],"","",1,1,"",[],"",[],[],1,[]
2294,"ground_fire_ghostflame_monster","",1,"","[DNT-UNUSED] Ignited Ground",[],1,1,"","","","",29,2137,"","",18,"",1,1,"",0,"","AilmentApplicationAura","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[3132],[],6,[]
2295,"sceptre_allies_damage","",1,"","",[24],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
2296,"sceptre_allies_flat_physical_damage","",1,"","","[30,31]",1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[30,31]",[],"","","","","",[],"",[],[],1,[]
2297,"sceptre_allies_flat_fire_damage","",1,"","","[45,46]",1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[45,46]",[],"","","","","",[],"",[],[],1,[]
2298,"sceptre_allies_flat_cold_damage","",1,"","","[52,53]",1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[52,53]",[],"","","","","",[],"",[],[],1,[]
2299,"sceptre_allies_flat_lightning_damage","",1,"","","[59,60]",1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[59,60]",[],"","","","","",[],"",[],[],1,[]
2300,"sceptre_allies_attack_speed","",1,"","",[70],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[70],[],"","","","","",[],"",[],[],1,[]
2301,"sceptre_allies_cast_speed","",1,"","",[210],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[210],[],"","","","","",[],"",[],[],1,[]
2302,"sceptre_allies_accuracy_rating","",1,"","",[83],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[83],[],"","","","","",[],"",[],[],1,[]
2303,"sceptre_allies_critical_chance","",1,"","",[543],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[543],[],"","","","","",[],"",[],[],1,[]
2304,"sceptre_allies_critical_multiplier","",1,"","",[95],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[95],[],"","","","","",[],"",[],[],1,[]
2305,"sceptre_allies_all_elemental_resistances","",1,"","",[135],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[135],[],"","","","","",[],"",[],[],1,[]
2306,"sceptre_allies_life_regeneration","",1,"","",[119],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[119],[],"","","","","",[],"",[],[],1,[]
2307,"electrocuting_arrow_debuff","","","","",[],"",3,"","","","",29,2138,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[18637],[],[],"","","",1,"",[],"",[20367],[],1,[]
2308,"empower_barrage_visual","",1,"","",[],1,2,"","","","",29,2139,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2309,"mana_remnants_visual","You create Mana Remnants when you kill or [Critical|Critically Hit] [Shock|Shocked] enemies. Walking over a Mana Remnant consumes it to restore your Mana.","","","Mana Remnants",[],1,2,"","","","",29,2141,1,"",18,"",1,1,"",0,"","","","","","",7,"",1,0,[],"","",[],"",[],[20827],[],[],"","","","","",[],"",[],[],1,[]
2310,"igneous_shield_buff","Block to imbue your shield with Fire temporarily","","","Magma Barrier",[],"",3,"","","","",29,2143,1,"",18,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2311,"igneous_shield_blocking","Your shield is temporarily imbued with Fire","","","Magma Barrier Active Block",[],"",2,"","","","",29,2143,1,"",18,"",1,1,"",0,"","","",1,"","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2312,"vine_arrow_vine_debuff","Movement Speed [Slow|Slowed] and taking [Chaos] damage over time.","","","Vine Arrow","[442,20784]","",3,"","","","",29,2208,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[442,20784]",[],"","","",1,"",[],"",[],[2],2,[]
2313,"armour_break_over_time","",1,"","",[4771],"",1,"","","",1,29,0,1,"",18,"","","","",0,"","ArmourBreakOverTime","","","","",7,"","",0,[],"","",[],"",[],[],[4771],[],"","","","","",[],"",[],[],1,[]
2314,"baron_fog_deathnut","You are taking Cold Damage over time","","","Lost in Fog",[1968],"",3,"","","","",29,2146,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1968],[],"","","","","",[],"",[],[],1,[]
2315,"soulfeast_counter","You are using Forbidden Rite","","","Forbidden Rite",[],1,4,1,"","",1,29,298,1,1,6,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2316,"stormfire_support_shock_tracker","",1,"","",[],"",1,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[18804],[],[],"","","","","",[],"",[],[],1,[]
2317,"talking_to_npc_protection","",1,"","",[18810],1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[18810],[],"","","","","",[],"",[],[],1,[]
2318,"ignite_proliferation_aura","","","","",[],"",3,"","","",1,29,2147,"","",18,"",1,1,"",0,"","IgniteProliferationAura","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2319,"azmeri_swamp_ground","Your movement speed is reduced while standing in the Viscous Swamp.","","","Slowed",[171],1,3,"","","","",29,2148,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],"[3,4]",1,[]
2320,"azmeri_pict_effigy_buff","",1,"","",[466],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
2321,"raging_spirits_buff","","","","Raging Spirits",[],"",3,"","","","",29,2149,1,"",18,"",1,1,"",0,"","","","","","",7,"",1,0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],6,[]
2322,"treasure_vault_lava","You are taking escalating Fire Damage over time and your movement speed is reduced while standing in lava.","","","Molten Gold","[1966,171]","",3,"","","","",29,2150,"",1,2,"",1,1,"",0,"","TreasureVaultLava","","","","",7,"","",200,[],"","",[],"",[],[],"[1966,171]",[],"","","","","",[],"",[],[],1,[]
2323,"track_fiery_death","",1,"","",[],1,10,"","","","",29,0,1,"",18,"",1,1,"",0,"","TrackFieryDeath","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],6,[]
2324,"queen_of_filth_life_curse","Your flesh has been tainted. You reserve life equal to the upfront cost of skills.","","","Tainting Flesh",[],1,3,"","","","",29,2151,1,"",2,"",1,1,"",0,"","QueenOfFilthFakeCurse","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2325,"queen_of_filth_mana_curse","Your soul has been tainted. You reserve mana equal to the upfront cost of skills.","","","Tainting Soul",[],1,3,"","","","",29,2152,1,"",2,"",1,1,"",0,"","QueenOfFilthFakeCurse","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
2326,"queen_of_life_filth_reservation","Your life has been reserved as a result of using skills while under the effect of Tainting Flesh.","","","Tainted Flesh",[],1,1,"","","","",29,2153,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
